ERR1913222.220__1.220	39485__A0A1Q6PHM3__ERS852490_03067
ERR1913222.343244__1.343244	39491__A0A396FSR4__ERS852580_02287
ERR1913222.343362__1.343362	28130__D1VX15__cotH
ERR1913222.343342__1.343342	39485__C4Z6K2__ERS852490_00407
ERR1913222.343558__1.343558	1150298__A0A174M5S6__ERS852498_01656
ERR1913222.343603__1.343603	410072__A0A174J5N8__sbcC
ERR1913222.343621__1.343621	1262945__R6YVH0__BN600_01659
ERR1913222.343977__1.343977	165179__D1PCL6__DXB80_13435
ERR1913222.344045__1.344045	39486__B0G1Y1__DXD82_09465
ERR1913222.344163__1.344163	45851__D4S141__BHV86_05760
ERR1913222.344862__1.344862	165179__A0A3E5A6S0__PREVCOP_04351
ERR1913222.344978__1.344978	45851__D4RWJ0__BHV86_05915
ERR1913222.345003__1.345003	39491__A0A395ZL98__DXB99_00620
ERR1913222.345154__1.345154	1262988__R7N524__BN816_01860
ERR1913222.345334__1.345334	1262911__R6HHR1__BN557_01622
ERR1913222.345563__1.345563	853__A8SCP3__C4N26_07960
ERR1913222.345721__1.345721	39485__C4Z1W5__ERS852492_01530
ERR1913222.345850__1.345850	1263000__R5EKG2__BN466_02040
ERR1913222.346046__1.346046	100886__A0A174K0P2__cysA_2
ERR1913222.346265__1.346265	1262882__R5MHQ8__BN519_00707
ERR1913222.346298__1.346298	45851__D4RWJ7__BHV86_05950
ERR1913222.346795__1.346795	88431__A0A174IEH2__DXB16_05910
ERR1913222.346875__1.346875	39485__C4Z389__ERS852490_01920
ERR1913222.347410__1.347410	45851__D4RWJ0__BHV86_05915
ERR1913222.347574__1.347574	1262911__R6H2J2__BN557_01228
ERR1913222.347800__1.347800	1262911__R6H2J2__BN557_01228
ERR1913222.347941__1.347941	1262911__R6HMT5__BN557_00797
ERR1913222.347978__1.347978	45851__D4RWC3__BUTYVIB_00254
ERR1913222.348015__1.348015	39491__A0A173VH71__ERS852497_01827
ERR1913222.348134__1.348134	1262886__R6QL76__BN563_00216
ERR1913222.348577__1.348577	45851__D4RZF5__BUTYVIB_01221
ERR1913222.348640__1.348640	552398__F4XCR9__HMPREF0866_01636
ERR1913222.348696__1.348696	853__A0A173YYY4__DWZ04_09420
ERR1913222.348719__1.348719	1262886__R6QL76__BN563_00216
ERR1913222.348755__1.348755	33043__A0A174ADZ1__dcuS_1
ERR1913222.349175__1.349175	45851__D4RXA4__BUTYVIB_00455
ERR1913222.349693__1.349693	1262958__R7H3S4__BN645_00399
ERR1913222.349651__1.349651	165179__D1PE06__DXC61_05975
ERR1913222.350194__1.350194	39485__R5ZHA7__ERS852490_00039
ERR1913222.350402__1.350402	45851__D4RZA1__rimI
ERR1913222.350835__1.350835	338188__A0A174EU88__BACFIN_08820
ERR1913222.350899__1.350899	387090__S0FBK4__BACCOPRO_01365
ERR1913222.351119__1.351119	88431__A6BFJ3__ERS852408_01680
ERR1913222.351172__1.351172	165179__A0A3E5DZ85__PREVCOP_04238
ERR1913222.351420__1.351420	39485__C4Z389__ERS852490_01920
ERR1913222.351755__1.351755	1262761__R6QWI4__BN606_00934
ERR1913222.351756__1.351756	45851__R5LYT8__BUTYVIB_02538
ERR1913222.351924__1.351924	165179__A0A3E5E4P9__DXB80_07930
ERR1913222.351935__1.351935	246787__A0A0P0GCR8__xynD_3
ERR1913222.352107__1.352107	1284775__A0A096A9J4__HMPREF1640_07270
ERR1913222.352205__1.352205	45851__R5LYR7__BHV86_03710
ERR1913222.352207__1.352207	1897011__A0A1Q6RDX8__BHW41_05330
ERR1913222.352480__1.352480	328814__GCA_004558275.1_01741
ERR1913222.352756__1.352756	45851__D4S317__BUTYVIB_02469
ERR1913222.352772__1.352772	45851__D4RW73__BHV86_06745
ERR1913222.352843__1.352843	1262761__R6RZF9__BN606_01803
ERR1913222.352960__1.352960	45851__D4S366__BUTYVIB_02552
ERR1913222.353098__1.353098	39488__C0F0P7__ERS852578_02651
ERR1913222.353595__1.353595	552398__T5S086__HMPREF0866_01580
ERR1913222.354005__1.354005	33043__D5HH34__ERS852386_00170
ERR1913222.354204__1.354204	47678__A5ZJ80__BACCAC_02965
ERR1913222.354273__1.354273	165179__A0A3E5DY64__CFT61_10025
ERR1913222.354351__1.354351	1262882__R5MM90__BN519_01721
ERR1913222.354389__1.354389	45851__D4RXL5__BHV86_02950
ERR1913222.354417__1.354417	39485__A0A174ZBJ8__speA_2
ERR1913222.354514__1.354514	410072__C0BF75__ERS852389_02248
ERR1913222.354596__1.354596	39485__A0A174Z2N7__EUBELI_02062
ERR1913222.354671__1.354671	45851__R5LAF0__BHV86_08225
ERR1913222.354673__1.354673	1550024__A0A0D8IZ03__ASJ35_10695
ERR1913222.354962__1.354962	1262535__GeneID:16385027
ERR1913222.355094__1.355094	45851__D4S0T7__BHV86_09275
ERR1913222.355371__1.355371	45851__D4RYC4__BHV86_01935
ERR1913222.355569__1.355569	165179__A0A3E5E2S3__DXB80_03455
ERR1913222.355977__1.355977	39485__C4Z0I4__ERS852492_00258
ERR1913222.356061__1.356061	45851__D4S1P9__BUTYVIB_02021
ERR1913222.356126__1.356126	45851__D4RZF4__BUTYVIB_01220
ERR1913222.356600__1.356600	1262825__R5ELY8__BN724_02320
ERR1913222.356784__1.356784	45851__D4RXA5__BHV86_02525
ERR1913222.356847__1.356847	45851__D4S1J6__BHV86_08535
ERR1913222.357278__1.357278	745368__A0A1T4Y2M2__SAMN02745178_02631
ERR1913222.357436__1.357436	1262761__R6QJQ2__BN606_00751
ERR1913222.357456__1.357456	853__E2ZGD9__C7J97_11715
ERR1913222.357697__1.357697	1432052__F7KJD4__BEI63_22815
ERR1913222.357825__1.357825	165179__A0A174W369__PREVCOP_04548
ERR1913222.358018__1.358018	357276__C3R9Y0__HMPREF1064_01889
ERR1913222.358031__1.358031	33025__A0A395JAJ0__C8D73_107105
ERR1913222.358110__1.358110	1262761__R6QMC1__BN606_00771
ERR1913222.358169__1.358169	165179__R6C3K4__PREVCOP_05795
ERR1913222.358327__1.358327	39491__A0A396FEW6__T1815_18721
ERR1913222.358467__1.358467	1262882__R5MYX5__BN519_00333
ERR1913222.358529__1.358529	165179__D1PAN5__PREVCOP_04260
ERR1913222.358640__1.358640	1680__A0A3E4SB79__BAD_1517
ERR1913222.358672__1.358672	1262825__R5E9T6__BN724_00949
ERR1913222.358734__1.358734	1262882__R5MJ49__BN519_01124
ERR1913222.358764__1.358764	45851__R5LRK0__BUTYVIB_00520
ERR1913222.358868__1.358868	1262761__R6R4Y1__BN606_02001
ERR1913222.358935__1.358935	45851__D4S0T7__BHV86_09275
ERR1913222.358960__1.358960	363265__G6AXV1__HMPREF0673_01458
ERR1913222.359130__1.359130	1735__B7CCF3__EUBIFOR_01880
ERR1913222.359371__1.359371	310298__B3JGH4__BACCOP_00976
ERR1913222.359338__1.359338	1262825__R5E1A7__BN724_01277
ERR1913222.359785__1.359785	39485__A0A174ZG70__ERS852492_00929
ERR1913222.359866__1.359866	45851__D4RWN6__BUTYVIB_00072
ERR1913222.359920__1.359920	172901__A0A2U1A9V8__C8D82_1656
ERR1913222.360020__1.360020	1261__D3MR67__SAMN05660467_01650
ERR1913222.360101__1.360101	1150298__A0A174MSM0__toxA_2
ERR1913222.360447__1.360447	1432052__F7K3J3__BEI63_08945
ERR1913222.360976__1.360976	39485__C4Z0I4__ERS852492_00258
ERR1913222.360915__1.360915	116085__D4J6T4__cbiD
ERR1913222.360924__1.360924	39491__A0A396FFW0__ERE_10580
ERR1913222.361071__1.361071	88431__A0A173XPY6__DXB16_06910
ERR1913222.361208__1.361208	39485__A0A174YTW2__EUBELI_20520
ERR1913222.361301__1.361301	853__C7H7F5__DWZ46_01780
ERR1913222.361511__1.361511	39485__C4Z6F3__EUBELI_20400
ERR1913222.361753__1.361753	45851__D4RWC5__BHV86_07005
ERR1913222.361988__1.361988	165179__D1PHV2__PREVCOP_06822
ERR1913222.362019__1.362019	1262886__R6Q913__BN563_00459
ERR1913222.362044__1.362044	39491__A0A395V1Y4__DXB99_08035
ERR1913222.362531__1.362531	165179__D1PCL6__DXB80_13435
ERR1913222.362569__1.362569	384638__B7AT21__BACPEC_01289
ERR1913222.362582__1.362582	410072__C0BF75__ERS852389_02248
ERR1913222.362687__1.362687	45851__D4RWP4__BHV86_06190
ERR1913222.362691__1.362691	39485__A0A174ZBJ8__speA_2
ERR1913222.362875__1.362875	1262760__R5LXH5__BN758_02208
ERR1913222.363010__1.363010	165179__D1P9T6__PREVCOP_04016
ERR1913222.363017__1.363017	33043__D5HH72__ERS852445_02265
ERR1913222.363031__1.363031	39485__C4Z0F4__ERS852490_00945
ERR1913222.363310__1.363310	216816__A0A0S2ML20__B5780_2007
ERR1913222.363608__1.363608	45851__D4RYB8__BHV86_01965
ERR1913222.363880__1.363880	821__A0A396F598__CUU_3259
ERR1913222.364169__1.364169	165179__D1PCL6__DXB80_13435
ERR1913222.364502__1.364502	1150298__A0A174E950__ERS852498_02096
ERR1913222.364568__1.364568	88431__A0A3D0EWY9__ERS852423_01238
ERR1913222.364714__1.364714	371601__D0TQ02__CW3_2465
ERR1913222.364946__1.364946	165179__A0A3E5DRF6__DXC61_00200
ERR1913222.365130__1.365130	39485__C4Z390__EUBELI_01689
ERR1913222.365576__1.365576	165179__D1P8K1__DXB80_06045
ERR1913222.365638__1.365638	45851__D4S1R9__BHV86_08150
ERR1913222.366048__1.366048	1262760__R5L825__BN758_01252
ERR1913222.366188__1.366188	853__A0A3E2U7E6__ERS852582_01640
ERR1913222.366312__1.366312	821__A0A0P0LNX8__ERS852509_03015
ERR1913222.366268__1.366268	39485__A0A175A403__EUBELI_20577
ERR1913222.366375__1.366375	1262882__R5MRS7__BN519_01490
ERR1913222.366747__1.366747	2293125__A0A374BM87__DW917_16435
ERR1913222.366765__1.366765	371601__F7MC81__BN890_8450
ERR1913222.366812__1.366812	165179__A0A3E5E3D6__DXC61_05750
ERR1913222.367017__1.367017	39485__C4Z434__tilS
ERR1913222.367408__1.367408	165179__A0A174K816__DXB80_12000
ERR1913222.367646__1.367646	165179__A0A3E5EAI4__DXC61_10445
ERR1913222.367747__1.367747	39485__R5ZHA7__ERS852490_00039
ERR1913222.367758__1.367758	45851__D4RXM8__BHV86_03015
ERR1913222.368247__1.368247	45851__D4S283__BUTYVIB_02205
ERR1913222.368419__1.368419	40518__R5DUG7__sbcC
ERR1913222.368427__1.368427	39486__B0G8E1__HMPREF9457_00478
ERR1913222.368451__1.368451	45851__D4RXA4__BUTYVIB_00455
ERR1913222.368491__1.368491	45851__D4RXA4__BUTYVIB_00455
ERR1913222.368512__1.368512	33043__D5HJC5__ERS852386_02144
ERR1913222.368654__1.368654	131111__A0A0E9G5J7__HMPREF9241_01346
ERR1913222.368774__1.368774	1262761__R6QS21__BN606_00301
ERR1913222.368974__1.368974	1262825__R5EL82__BN724_00573
ERR1913222.369135__1.369135	1262760__R5LM58__BN758_00499
ERR1913222.369139__1.369139	45851__D4RYG8__BUTYVIB_00874
ERR1913222.369229__1.369229	1262886__R6QQZ3__BN563_01270
ERR1913222.369532__1.369532	45851__D4RXN5__BUTYVIB_00586
ERR1913222.369586__1.369586	410072__C0B801__mucD
ERR1913222.369631__1.369631	301301__G2T3Q2__ERS852391_00522
ERR1913222.370056__1.370056	33043__A0A174BPV6__ERS852445_01773
ERR1913222.370237__1.370237	853__E2ZJT1__C4N23_03535
ERR1913222.370381__1.370381	556259__E5CDQ6__BSGG_3921
ERR1913222.370488__1.370488	1262911__R6H2J2__BN557_01228
ERR1913222.370618__1.370618	1262959__R5Y7B4__BN680_01714
ERR1913222.370638__1.370638	418240__A0A173X9L0__ERS852523_01318
ERR1913222.370876__1.370876	1262992__R5CXM7__BN795_01016
ERR1913222.371060__1.371060	165179__D1P8Q2__trpF
ERR1913222.371350__1.371350	88431__A6BF91__ERS852573_01159
ERR1913222.371453__1.371453	39485__A0A174Z9M2__yhbU_1
ERR1913222.371469__1.371469	2173__A5ULV3__Msm_0976
ERR1913222.371491__1.371491	39485__A0A174YMI9__cph2_5
ERR1913222.371873__1.371873	45851__D4S317__BUTYVIB_02469
ERR1913222.372080__1.372080	2033405__A0A2L2WP67__PvtlMGM1_1949
ERR1913222.372319__1.372319	1262825__R5EHP5__BN724_01707
ERR1913222.372592__1.372592	33043__D5HH72__ERS852445_02265
ERR1913222.373004__1.373004	45851__D4RWC5__BHV86_07005
ERR1913222.372960__1.372960	33043__A0A173WTR4__ERS852386_00324
ERR1913222.373057__1.373057	61171__B9Y5T8__HOLDEFILI_01170
ERR1913222.373536__1.373536	29361__B6FKH5__CLONEX_00621
ERR1913222.373623__1.373623	165179__A0A3E5A832__DXC61_13685
ERR1913222.373726__1.373726	1262882__R5MIW5__BN519_00945
ERR1913222.373753__1.373753	1262825__R5EHP5__BN724_01707
ERR1913222.373756__1.373756	1262761__R6QHJ4__BN606_00427
ERR1913222.373856__1.373856	1262911__R6H1D2__BN557_00855
ERR1913222.373886__1.373886	165179__D1PGJ6__DXC61_07300
ERR1913222.374193__1.374193	165179__A0A3E5E2V4__PREVCOP_05070
ERR1913222.374195__1.374195	45851__D4RW73__BHV86_06745
ERR1913222.374311__1.374311	1262913__R7J556__BN646_00655
ERR1913222.374430__1.374430	39496__A5Z5I2__EUBVEN_00963
ERR1913222.374438__1.374438	45851__D4RYB8__BHV86_01965
ERR1913222.374592__1.374592	39485__R5ZPP8__EUBELI_20334
ERR1913222.374746__1.374746	1262760__R5LYY2__BN758_00304
ERR1913222.374917__1.374917	1263027__R7AV74__BN699_02470
ERR1913222.374942__1.374942	39485__C4Z6J7__ERS852492_02047
ERR1913222.375204__1.375204	1262882__R5MND9__BN519_00831
ERR1913222.375296__1.375296	39485__R5ZSH7__EUBELI_00953
ERR1913222.375427__1.375427	39485__C4Z028__ERS852492_00100
ERR1913222.375482__1.375482	1262988__R7N4U5__BN816_00495
ERR1913222.375974__1.375974	1262761__R6QM05__BN606_00047
ERR1913222.376326__1.376326	1262882__R5MFK5__BN519_00378
ERR1913222.376357__1.376357	45851__D4RYR7__BHV86_05495
ERR1913222.376413__1.376413	165179__D1PDT3__PREVCOP_05375
ERR1913222.376478__1.376478	33043__A0A173WTR4__ERS852386_00324
ERR1913222.376542__1.376542	28118__R6FAT1__DHW44_00720
ERR1913222.377032__1.377032	1263107__GCA_000436995.1_00101
ERR1913222.377161__1.377161	88431__R7FUI2__ERS852423_02700
ERR1913222.377423__1.377423	39488__A0A173RDQ1__EUBHAL_02348
ERR1913222.377875__1.377875	301302__R5VC75__ERS852420_02858
ERR1913222.377885__1.377885	1897011__A0A1Q6RBY6__BHW41_06440
ERR1913222.378249__1.378249	1897011__A0A1Q6RE92__BHW41_04980
ERR1913222.378297__1.378297	214856__R5UN64__ERS852447_02669
ERR1913222.378332__1.378332	1304__A0A1C7C632__NX99_03420
ERR1913222.378501__1.378501	1262961__R6DJH7__BN710_01796
ERR1913222.378528__1.378528	45851__D4RW43__BUTYVIB_00173
ERR1913222.378622__1.378622	39485__A0A175A273__plsX_2
ERR1913222.378671__1.378671	1262911__R6H2J2__BN557_01228
ERR1913222.378855__1.378855	165179__A0A3E5AF88__DXC61_14960
ERR1913222.378895__1.378895	1284775__A0A096A9J4__HMPREF1640_07270
ERR1913222.379009__1.379009	165179__R6CNX7__DXB80_02200
ERR1913222.379730__1.379730	572010__nrdD
ERR1913222.379998__1.379998	1628085__A0A3E2XY31__C7386_10449
ERR1913222.380011__1.380011	45851__D4RWS3__BUTYVIB_00110
ERR1913222.380264__1.380264	39485__C4Z6B7__EUBELI_20364
ERR1913222.380550__1.380550	454154__G5SLB1__HMPREF9441_00130
ERR1913222.380644__1.380644	1262886__R6QNJ6__BN563_00594
ERR1913222.380620__1.380620	853__A0A173RZ39__C4N22_01650
ERR1913222.380937__1.380937	45851__D4S288__BHV86_04325
ERR1913222.381077__1.381077	76489__A0A1E8EUC5__CLOACE_23150
ERR1913222.381151__1.381151	39485__A0A174YMC1__recN
ERR1913222.381217__1.381217	39485__C4Z2X2__ERS852492_01808
ERR1913222.381545__1.381545	1262700__R5XBD0__BN695_00459
ERR1913222.381784__1.381784	45851__D4RWC5__BHV86_07005
ERR1913222.381861__1.381861	45851__D4S1R9__BHV86_08150
ERR1913222.381956__1.381956	1262760__R5LX91__BN758_00149
ERR1913222.382013__1.382013	45851__R5LRY3__BUTYVIB_01906
ERR1913222.382259__1.382259	45851__D4S140__BUTYVIB_01810
ERR1913222.382464__1.382464	821__A0A174ALF2__BvMPK_3016
ERR1913222.382509__1.382509	1263006__R6LQ17__BN515_02097
ERR1913222.382589__1.382589	45851__D4S1R9__BHV86_08150
ERR1913222.382889__1.382889	1262961__R6DXD4__BN710_01582
ERR1913222.383210__1.383210	1262882__R5MYX5__BN519_00333
ERR1913222.383421__1.383421	33043__D5HJ93__ERS852445_01985
ERR1913222.383541__1.383541	45851__D4RXA4__BUTYVIB_00455
ERR1913222.383664__1.383664	33039__R6PAH6__ERS852577_01830
ERR1913222.383999__1.383999	39496__A5Z5I2__EUBVEN_00963
ERR1913222.384088__1.384088	2173__P22350__Msm_0089
ERR1913222.384057__1.384057	165179__A0A3E5AGH1__DXB80_05820
ERR1913222.384160__1.384160	165179__A0A3E5DWJ4__PREVCOP_06538
ERR1913222.384206__1.384206	1262760__R5LFS9__BN758_01687
ERR1913222.384678__1.384678	1262825__R5E8Z9__BN724_02329
ERR1913222.384680__1.384680	165179__D1PFV4__PREVCOP_06112
ERR1913222.384737__1.384737	853__C7H7F8__yccM_1
ERR1913222.384812__1.384812	39485__C4Z6J7__ERS852492_02047
ERR1913222.384921__1.384921	2173__A0A1D2WWE0__METSMIF1_03349
ERR1913222.384927__1.384927	39485__A0A1Q6PGI7__pehX_3
ERR1913222.384932__1.384932	1263006__R6LM98__BN515_00610
ERR1913222.385134__1.385134	2173__A0A1D2WRQ9__METSMIF1_03320
ERR1913222.385468__1.385468	39485__A0A1Q6PHD7__ERS852492_01801
ERR1913222.385588__1.385588	1262929__R6F7E8__BN691_00185
ERR1913222.385600__1.385600	853__A0A174C5M1__CGS58_04460
ERR1913222.385699__1.385699	45851__D4S1R9__BHV86_08150
ERR1913222.385852__1.385852	418240__A0A173XM56__ERS852478_01689
ERR1913222.385903__1.385903	1262992__R5CXM7__BN795_01016
ERR1913222.385956__1.385956	39491__A0A395ZDC6__addB
ERR1913222.386253__1.386253	1262825__R5DZF1__BN724_01019
ERR1913222.386300__1.386300	39485__R5ZPP8__EUBELI_20334
ERR1913222.386484__1.386484	45851__D4RW69__BUTYVIB_00200
ERR1913222.386699__1.386699	165179__R6PU83__CFT61_14275
ERR1913222.386811__1.386811	165179__A0A3E5EBM5__DXC61_02170
ERR1913222.387070__1.387070	45851__D4RXN5__BUTYVIB_00586
ERR1913222.387233__1.387233	1262882__R5MEN2__BN519_00200
ERR1913222.387216__1.387216	410072__A0A173XQG6__ERS852574_01620
ERR1913222.387257__1.387257	1262911__R6GLI1__BN557_01518
ERR1913222.387391__1.387391	165179__A0A174UTZ7__DXC61_06705
ERR1913222.387437__1.387437	1262911__R6GTN3__BN557_01365
ERR1913222.387690__1.387690	2173__A5ULD0__BK798_05990
ERR1913222.387777__1.387777	1262761__R6QN98__BN606_00094
ERR1913222.388011__1.388011	39485__R5ZX10__ERS852492_02330
ERR1913222.388064__1.388064	1262825__R5EN22__BN724_00572
ERR1913222.388094__1.388094	1262760__R5LCT5__BN758_01920
ERR1913222.388526__1.388526	1262760__R5LR70__BN758_01365
ERR1913222.388987__1.388987	45851__D4S2J5__BUTYVIB_02317
ERR1913222.389045__1.389045	46503__R6X1R0__ERS852463_00596
ERR1913222.389108__1.389108	1262882__R5MRS7__BN519_01490
ERR1913222.389165__1.389165	1547597__A0A0C3NK89__BA92_01830
ERR1913222.389517__1.389517	39491__A0A395UVM9__DXB76_04540
ERR1913222.389534__1.389534	1262825__R5EER7__BN724_00148
ERR1913222.389913__1.389913	45851__D4RZK8__BUTYVIB_01274
ERR1913222.390189__1.390189	33039__A0A173VTT4__frdB_1
ERR1913222.390238__1.390238	100886__E2NP44__aroD
ERR1913222.390713__1.390713	28123__F4KJP0__HMPREF9294_1503
ERR1913222.390822__1.390822	165179__A0A3E5DV57__DXB80_11400
ERR1913222.390837__1.390837	1263006__R6LN22__BN515_01469
ERR1913222.390933__1.390933	1262945__R6YM76__BN600_01248
ERR1913222.391076__1.391076	147206__GCF_000156215.1_01777
ERR1913222.391426__1.391426	45851__D4RZ17__BUTYVIB_01081
ERR1913222.391576__1.391576	165179__A0A3E5E4P9__DXB80_07930
ERR1913222.391685__1.391685	1262825__R5EAF0__BN724_01054
ERR1913222.391816__1.391816	821__A6L0C7__ERS852556_03520
ERR1913222.392069__1.392069	2022527__A0A264Y9H9__CHL74_04045
ERR1913222.392364__1.392364	1262825__R5EHP5__BN724_01707
ERR1913222.392411__1.392411	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913222.392536__1.392536	1262760__R5LN70__BN758_00719
ERR1913222.392659__1.392659	45851__D4S1P9__BUTYVIB_02021
ERR1913222.392696__1.392696	39488__A0A374NU89__ERS852578_02475
ERR1913222.392772__1.392772	45851__D4S317__BUTYVIB_02469
ERR1913222.392756__1.392756	45851__D4RWZ9__murF
ERR1913222.392824__1.392824	1203556__S3ABK0__HMPREF1478_00331
ERR1913222.392804__1.392804	1897011__A0A1Q6RGB4__BHW41_02795
ERR1913222.392853__1.392853	1262886__R6Q7C7__BN563_00709
ERR1913222.392855__1.392855	1262825__R5EN22__BN724_00572
ERR1913222.392919__1.392919	556259__E5C6L5__BSGG_0298
ERR1913222.393054__1.393054	1263006__R6LLP6__BN515_01041
ERR1913222.393127__1.393127	165179__R6CNX7__DXB80_02200
ERR1913222.393316__1.393316	165179__R6C3K4__PREVCOP_05795
ERR1913222.393323__1.393323	572010__hgdC_1
ERR1913222.393386__1.393386	1262761__R6QS88__BN606_01626
ERR1913222.393467__1.393467	39485__A0A174Z1T6__sfp
ERR1913222.393501__1.393501	165179__A0A3E5DZA5__DXB80_12550
ERR1913222.393503__1.393503	418240__A0A173XCL4__ERS852523_02725
ERR1913222.393505__1.393505	1262945__R6YEB6__BN600_00661
ERR1913222.393587__1.393587	360807__A0A0M6X1Y4__ROSEINA2194_02133
ERR1913222.393596__1.393596	1263006__R6LMI6__BN515_01248
ERR1913222.393806__1.393806	39491__A0A395UWA3__DXB69_11805
ERR1913222.393921__1.393921	45851__D4S1E0__BUTYVIB_01910
ERR1913222.394073__1.394073	1263107__GCA_000436995.1_00070
ERR1913222.394318__1.394318	1262959__R5Y1F1__BN680_01710
ERR1913222.394372__1.394372	165179__A0A3E5EBY9__CFT61_01220
ERR1913222.394556__1.394556	39485__A0A1Q6PGI3__ERS852492_02967
ERR1913222.394602__1.394602	39485__A0A1Q6PGI3__ERS852492_02967
ERR1913222.394713__1.394713	45851__D4S1J8__BUTYVIB_01969
ERR1913222.394719__1.394719	1263000__R5EXT3__BN466_02213
ERR1913222.394778__1.394778	45851__D4RXC9__BUTYVIB_00480
ERR1913222.395082__1.395082	39485__A0A1Q6PH92__cbbX
ERR1913222.395166__1.395166	45851__D4S069__spoIVA
ERR1913222.395214__1.395214	165179__A0A3E5E2V4__PREVCOP_05070
ERR1913222.395303__1.395303	1262825__R5EL82__BN724_00573
ERR1913222.395343__1.395343	1262825__R5E7C9__BN724_01626
ERR1913222.395353__1.395353	2293125__A0A374CMK5__DW917_00330
ERR1913222.395573__1.395573	1262736__R5Y2G7__BN496_01502
ERR1913222.395751__1.395751	1262945__R6YFE7__BN600_01049
ERR1913222.395991__1.395991	384638__B7APN3__BACPEC_00639
ERR1913222.396019__1.396019	39485__A0A174ZNZ2__ERS852492_02345
ERR1913222.396167__1.396167	39485__A0A1Q6PH92__cbbX
ERR1913222.396364__1.396364	165179__D1PDG7__DXB80_11180
ERR1913222.396494__1.396494	1263000__R5ESM1__BN466_01440
ERR1913222.396761__1.396761	1263006__R6LQW8__BN515_00409
ERR1913222.396917__1.396917	45851__D4RY62__BHV86_05035
ERR1913222.397067__1.397067	45851__D4S0D7__BUTYVIB_01556
ERR1913222.397183__1.397183	45851__D4RWI2__BHV86_07325
ERR1913222.397332__1.397332	39485__C4Z6Z5__EUBELI_20593
ERR1913222.397338__1.397338	165179__A0A229I6N7__DXC61_06720
ERR1913222.397566__1.397566	61171__B9Y5T8__HOLDEFILI_01170
ERR1913222.397877__1.397877	45851__D4S1P9__BUTYVIB_02021
ERR1913222.398054__1.398054	40520__A0A174HUC5__DXB81_16470
ERR1913222.398271__1.398271	821__A0A0P0L8F8__ERS852509_03705
ERR1913222.398401__1.398401	1150298__R7JTY5__ERS852406_02079
ERR1913222.398471__1.398471	39485__R5ZX10__ERS852492_02330
ERR1913222.398574__1.398574	821__C6Z451__BHV80_04265
ERR1913222.398654__1.398654	39485__C4Z0R8__EUBELI_01181
ERR1913222.398924__1.398924	745368__A0A1T4WAU4__SAMN02745178_00333
ERR1913222.399055__1.399055	39485__A0A174ZA72__glgB_1
ERR1913222.399259__1.399259	1262882__R5MSQ8__BN519_01647
ERR1913222.399409__1.399409	1262961__R6E3F4__BN710_01091
ERR1913222.399496__1.399496	1628085__A0A396QTT4__C7386_103139
ERR1913222.400077__1.400077	1150298__A0A174QSN4__rpoD
ERR1913222.400112__1.400112	33039__R6NZL9__RTO_21970
ERR1913222.400390__1.400390	1262882__R5MSI5__BN519_01596
ERR1913222.400485__1.400485	1262825__R5E9U6__BN724_00394
ERR1913222.400498__1.400498	1263000__R5EBJ1__BN466_00540
ERR1913222.400619__1.400619	1262882__R5MY46__BN519_00355
