ERR1913162.17__1.17	239935__R6JD78__CXU05_09250
ERR1913162.247301__1.247301	214856__A0A174ZLY7__ERS852447_02456
ERR1913162.247683__1.247683	1262882__R5MEN2__BN519_00200
ERR1913162.247717__1.247717	239935__A0A2N8IMC3__CXT96_03840
ERR1913162.247835__1.247835	239935__A0A2N8HHY4__DEF40_10850
ERR1913162.247986__1.247986	216816__A0A0S2MCH0__AYW81_04880
ERR1913162.248068__1.248068	1550024__A0A3B9WJX7__ASJ35_07080
ERR1913162.248020__1.248020	853__A0A2A7B1Y7__C7K05_11930
ERR1913162.248185__1.248185	820__A0A173YYG4__evgS_3
ERR1913162.248188__1.248188	47678__R5UGC2__ERS852494_02070
ERR1913162.248149__1.248149	821__A0A173XDD3__DXB82_17180
ERR1913162.248161__1.248161	1262869__R7CPW8__BN625_01602
ERR1913162.248263__1.248263	239935__A0A2N8IEP3__CXT84_03735
ERR1913162.248346__1.248346	1262882__R5MGX3__BN519_00046
ERR1913162.248778__1.248778	1262911__R6H2J2__BN557_01228
ERR1913162.248840__1.248840	1262882__R5MNC1__BN519_00818
ERR1913162.248970__1.248970	2173__A0A1D2WRC1__Msm_0093
ERR1913162.249060__1.249060	47678__R5U206__C5Z00_07065
ERR1913162.249071__1.249071	328814__GCA_004558275.1_00074
ERR1913162.249286__1.249286	1262869__R7CUK0__BN625_00521
ERR1913162.249672__1.249672	460384__A0A1I0I9V8__SAMN05216313_12028
ERR1913162.249725__1.249725	818__A0A3E5HN77__HMPREF2534_00072
ERR1913162.249787__1.249787	239935__A0A2N8IU14__ADH72_05655
ERR1913162.250120__1.250120	28116__F7L4X5__M089_2857
ERR1913162.250312__1.250312	2173__A0A1D2WTR0__METSMIALI_00480
ERR1913162.250458__1.250458	818__A0A3E5HDU6__C799_04515
ERR1913162.250578__1.250578	1263006__R6LU28__BN515_01365
ERR1913162.250621__1.250621	1683__C4FDG8__BIFANG_02352
ERR1913162.250727__1.250727	357276__B6W1J2__BACDOR_03380
ERR1913162.250732__1.250732	328814__GCA_004558275.1_00079
ERR1913162.250938__1.250938	1550024__G9RWR2__TQ39_04385
ERR1913162.251139__1.251139	823__A6LB63__M095_1847
ERR1913162.251198__1.251198	1550024__G9RT56__TQ39_09200
ERR1913162.251304__1.251304	1262992__R5DCV6__BN795_00412
ERR1913162.251413__1.251413	1681__A0A3E4TVZ7__DD715_06415
ERR1913162.251698__1.251698	1683__C4FEH0__Bang102_005390
ERR1913162.251730__1.251730	1262882__R5MYI1__BN519_00416
ERR1913162.251759__1.251759	1263006__R6LU28__BN515_01365
ERR1913162.252039__1.252039	1262882__R5MGX3__BN519_00046
ERR1913162.252104__1.252104	1262869__R7CU85__BN625_00422
ERR1913162.252219__1.252219	821__A0A3E4WAR6__DXD64_10735
ERR1913162.252242__1.252242	1262882__R5MIY9__BN519_01097
ERR1913162.252261__1.252261	820__A0A3E4QZJ7__C801_01798
ERR1913162.252275__1.252275	47678__R5U8Y1__BACCAC_02615
ERR1913162.252299__1.252299	1796652__ltrA_3
ERR1913162.253171__1.253171	1262869__R7CLU9__BN625_01053
ERR1913162.253268__1.253268	1262882__R5MT08__BN519_01706
ERR1913162.253467__1.253467	630129__S2ZXU6__BKAS_1980
ERR1913162.253896__1.253896	1263005__R6FMN4__BN497_00862
ERR1913162.253974__1.253974	1550024__G9RUM6__TQ39_16565
ERR1913162.254106__1.254106	1262882__R5MM90__BN519_01721
ERR1913162.254187__1.254187	1297617__A0A0S2VZV7__IB211_00225
ERR1913162.254232__1.254232	360807__A0A0M6WW58__ERS852444_03162
ERR1913162.254271__1.254271	214856__A0A174EQR4__rsmA
ERR1913162.254509__1.254509	357276__I8WBQ9__HMPREF1065_03212
ERR1913162.254615__1.254615	1262869__R7CLU9__BN625_01053
ERR1913162.254780__1.254780	97478__A0A1H0DCI4__LBLM1_02400
ERR1913162.255096__1.255096	1263006__R6LU28__BN515_01365
ERR1913162.255412__1.255412	47678__R5UAI1__BACCAC_01922
ERR1913162.255431__1.255431	74426__asnS
ERR1913162.255467__1.255467	357276__A0A076IP73__BACDOR_04237
ERR1913162.255620__1.255620	1550024__G9RT56__TQ39_09200
ERR1913162.255668__1.255668	28117__B0MY36__BHV66_05185
ERR1913162.255679__1.255679	39486__R6SW59__DORFOR_03117
ERR1913162.255726__1.255726	552398__F4XCR9__HMPREF0866_01636
ERR1913162.255812__1.255812	1262938__R5FCR5__BN812_00316
ERR1913162.255940__1.255940	214856__I3YPQ4__Alfi_2712
ERR1913162.255905__1.255905	1262869__R7CM75__BN625_00831
ERR1913162.255955__1.255955	1262882__R5MYX5__BN519_00333
ERR1913162.256045__1.256045	239935__A0A2N8IXN0__CXT95_01765
ERR1913162.256064__1.256064	40518__R5DY73__DXD86_02865
ERR1913162.256464__1.256464	239935__A0A2N8IU14__ADH72_05655
ERR1913162.256696__1.256696	572010__hgdC_1
ERR1913162.256697__1.256697	821__A0A174AYT0__DXC02_03530
ERR1913162.256708__1.256708	1262869__R7CRN3__BN625_01760
ERR1913162.256986__1.256986	40518__R5DT93__DXD86_08730
ERR1913162.257260__1.257260	1160721__W0U8M9__RBI_II00386
ERR1913162.257371__1.257371	239935__A0A2N8ITX2__CXT86_11265
ERR1913162.257464__1.257464	28118__F9ZB50__Odosp_2374
ERR1913162.257520__1.257520	239935__A0A2N8I3G2__CXT89_00720
ERR1913162.257736__1.257736	1965537__A0A1Y4WQA6__B5E42_02750
ERR1913162.257812__1.257812	47678__R5U2H9__DXB67_10685
ERR1913162.257788__1.257788	47678__A5ZHL2__DXB67_12495
ERR1913162.257954__1.257954	39485__A0A174ZA08__EUBELI_01019
ERR1913162.258134__1.258134	1550024__G9RPG8__TQ39_05515
ERR1913162.258585__1.258585	214856__R6YD52__ERS852447_02171
ERR1913162.258942__1.258942	1897011__A0A1Q6RCW9__BHW41_06050
ERR1913162.259018__1.259018	239935__A0A139TVH7__CXU22_00215
ERR1913162.259026__1.259026	1897011__A0A1Q6RCL1__BHW41_06190
ERR1913162.259315__1.259315	301301__A0A395V5W5__RHOM_01200
ERR1913162.259388__1.259388	214856__R6Z7Q9__ERS852447_02172
ERR1913162.259579__1.259579	239935__A0A2N8IMC3__CXT96_03840
ERR1913162.259796__1.259796	328814__GCA_004558275.1_01570
ERR1913162.260053__1.260053	1235835__R9LCU2__C814_02677
ERR1913162.260123__1.260123	239935__A0A2N8IYM5__CXT84_05130
ERR1913162.260209__1.260209	1262869__R7CTL8__BN625_00218
ERR1913162.260308__1.260308	410072__A0A3E4GRP6__DXD67_05285
ERR1913162.260442__1.260442	1262882__R5MH55__BN519_00725
ERR1913162.260433__1.260433	100886__E2NP44__aroD
ERR1913162.260583__1.260583	239935__A0A2N8HM32__CXT85_08075
ERR1913162.260711__1.260711	1262882__R5MMY3__BN519_00724
ERR1913162.260736__1.260736	216816__A0A0S2MCH0__AYW81_04880
ERR1913162.260898__1.260898	239935__A0A2N8I7W6__CXT90_04245
ERR1913162.261018__1.261018	487175__R5E741__HMPREF9439_02597
ERR1913162.261299__1.261299	823__A0A355XEX9__ERS852560_03521
ERR1913162.261379__1.261379	1897011__A0A1Q6RF49__BHW41_03110
ERR1913162.261659__1.261659	47678__R5U206__C5Z00_07065
ERR1913162.261777__1.261777	1550024__A0A3B9WEL2__TQ39_11090
ERR1913162.261987__1.261987	1550024__G9RP69__ASJ35_11625
ERR1913162.262149__1.262149	823__A0A395YQ63__B5F32_15335
ERR1913162.262259__1.262259	301301__G2T3Q2__ERS852391_00522
ERR1913162.262376__1.262376	649756__E5VMQ9__prkC_2
ERR1913162.262432__1.262432	410072__A0A174D889__COPCOM_01759
ERR1913162.262466__1.262466	1262882__R5MZ41__BN519_00356
ERR1913162.262475__1.262475	820__A0A174P0L5__glcK_3
ERR1913162.262728__1.262728	1304__A0A1V0GKN2__CKU37_09385
ERR1913162.262849__1.262849	239935__A0A2N8IVR0__CXT87_07115
ERR1913162.263071__1.263071	1550024__A0A0D8J112__TQ39_05560
ERR1913162.263095__1.263095	28116__F7LEX0__CUY_5042
ERR1913162.263466__1.263466	239935__R7E524__CXT91_06180
ERR1913162.263496__1.263496	33043__D5HIV9__pstS_2
ERR1913162.263561__1.263561	214856__R6YD52__ERS852447_02171
ERR1913162.263576__1.263576	214856__E4MFP6__ERS852447_01708
ERR1913162.263632__1.263632	28116__A0A395VSP8__ERS852555_02642
ERR1913162.263968__1.263968	214856__A0A175A6T5__ERS852447_02658
ERR1913162.263972__1.263972	1262911__R6H2J2__BN557_01228
ERR1913162.264335__1.264335	1297617__A0A0S2W6X3__C7373_105197
ERR1913162.264354__1.264354	1034346__A0A318KFK9__DES51_1172
ERR1913162.264382__1.264382	1262882__R5MLA4__BN519_01536
ERR1913162.264499__1.264499	1683__C4FGI7__BIANG_0957
ERR1913162.264723__1.264723	53442__A0A1E7S3R5__SAMN04515649_10324
ERR1913162.264765__1.264765	292800__A0A1C7FQ74__HMPREF9460_03995
ERR1913162.264959__1.264959	1262869__R7CTL8__BN625_00218
ERR1913162.265124__1.265124	1262882__R5MYG7__BN519_00405
ERR1913162.265184__1.265184	410072__A0A173W715__cynR_4
ERR1913162.265212__1.265212	817__A0A1C0WW19__macB_12
ERR1913162.265451__1.265451	1262882__R5MF51__BN519_00287
ERR1913162.265829__1.265829	1683__C4FD81__BIFANG_02264
ERR1913162.265901__1.265901	2173__P22350__Msm_0089
ERR1913162.266104__1.266104	1550024__G9RUM6__TQ39_16565
ERR1913162.266212__1.266212	47678__R5V127__HMPREF1061_04334
ERR1913162.266576__1.266576	239935__A0A2N8IMC3__CXT96_03840
ERR1913162.266680__1.266680	160404__A0A1M6U7V0__SAMN02745138_02106
ERR1913162.266809__1.266809	1262882__R5MND9__BN519_00831
ERR1913162.267108__1.267108	28117__B0MZ50__ALIPUT_02424
ERR1913162.267191__1.267191	1897011__A0A1Q6RC19__BHW41_06415
ERR1913162.267210__1.267210	1262869__R7CLK0__BN625_01124
ERR1913162.267249__1.267249	1262882__R5MQ68__BN519_01178
ERR1913162.267455__1.267455	821__A0A174ALF2__BvMPK_3016
ERR1913162.267441__1.267441	1550024__A0A0W7TT94__TQ39_11150
ERR1913162.267574__1.267574	214856__I3YPQ4__Alfi_2712
ERR1913162.267614__1.267614	818__A0A3E5HZF3__HMPREF2534_03697
ERR1913162.267969__1.267969	28116__A0A1Y4PID3__SAMN05192581_102825
ERR1913162.268184__1.268184	239935__A0A2N8IUK0__CXU01_07370
ERR1913162.268261__1.268261	1550024__A0A0D8IY45__ASJ35_05575
ERR1913162.268569__1.268569	1262882__R5MXS6__BN519_00286
ERR1913162.268718__1.268718	1262938__R5FSB4__BN812_01034
ERR1913162.268729__1.268729	1262869__R7CLV2__BN625_01058
ERR1913162.268781__1.268781	239935__A0A2N8IIB9__CXU04_01970
ERR1913162.268793__1.268793	39488__A0A173URV1__DXD91_07100
ERR1913162.268929__1.268929	1262882__R5N532__BN519_01420
ERR1913162.269204__1.269204	357276__A0A0M1W9N4__GV66_05135
ERR1913162.269190__1.269190	239935__A0A2N8IUQ8__CXU09_01665
ERR1913162.269225__1.269225	1262882__R5MEW7__BN519_00010
ERR1913162.269384__1.269384	1262882__R5MND9__BN519_00831
ERR1913162.269615__1.269615	1550024__A0A0D8IYB1__TQ39_12130
ERR1913162.269841__1.269841	1262869__R7CLS0__BN625_01160
ERR1913162.269767__1.269767	1262882__R5MYI1__BN519_00416
ERR1913162.270114__1.270114	2173__A0A1D2WRQ8__METSMIALI_00487
ERR1913162.270138__1.270138	1550024__A0A3B9WKM9__ASJ35_18565
ERR1913162.270228__1.270228	1262882__R5N2E1__BN519_01117
ERR1913162.270612__1.270612	1262882__R5N5S3__BN519_00085
ERR1913162.270616__1.270616	239935__A0A2N8IRL2__CXU06_01170
ERR1913162.270730__1.270730	357276__C3R5A0__B5F00_02960
ERR1913162.270805__1.270805	357276__I9QWD4__DXD47_15075
ERR1913162.270856__1.270856	239935__A0A2N8HPS5__Amuc_0950
ERR1913162.270988__1.270988	1683__A0A126STJ8__BIANG_1139
ERR1913162.271032__1.271032	357276__I9R2M6__BSEG_03499
ERR1913162.271075__1.271075	820__A0A374MXK3__HMPREF1072_00166
ERR1913162.271085__1.271085	301301__A0A395V4X8__ERS852391_01546
ERR1913162.271462__1.271462	239935__A0A2N8IMC3__CXT96_03840
ERR1913162.271748__1.271748	28116__A0A1Y4Q1S9__DHW41_02535
ERR1913162.272109__1.272109	1262938__R5FB00__BN812_01603
ERR1913162.272313__1.272313	239935__A0A139TPD4__CXT86_06450
ERR1913162.272431__1.272431	28116__A0A078Q626__HMPREF1070_02735
ERR1913162.272488__1.272488	1262869__R7CS12__BN625_00205
ERR1913162.272795__1.272795	328814__GCA_004558275.1_00035
ERR1913162.272900__1.272900	28117__B0MZ22__BHV66_04430
ERR1913162.272945__1.272945	28117__B0MSL1__BHV66_06710
ERR1913162.273134__1.273134	239935__R6JCH3__CXT95_08205
ERR1913162.273227__1.273227	239935__A0A2N8J2P6__ADH72_06730
ERR1913162.273274__1.273274	28118__R6FY14__NCTC10826_00745
ERR1913162.273291__1.273291	2292352__A0A374UNZ9__DXC23_01520
ERR1913162.273342__1.273342	357276__A0A076ISJ4__B5F95_19420
ERR1913162.273352__1.273352	1550024__A0A3B9WJJ2__TQ39_18110
ERR1913162.273446__1.273446	552398__F4XHU2__HMPREF0866_03196
ERR1913162.273531__1.273531	239935__A0A2N8INK7__Amuc_0521
ERR1913162.273701__1.273701	28118__R6F5X8__DF785_07935
ERR1913162.273922__1.273922	239935__A0A139TMG9__CXU07_10650
ERR1913162.274055__1.274055	821__A0A395VIK7__BVU_1225
ERR1913162.274093__1.274093	1160721__W0U633__BHW50_00240
ERR1913162.274135__1.274135	1550024__A0A3B9WJZ9__TQ39_02585
ERR1913162.274201__1.274201	28118__F9Z9C4__B5F93_16310
ERR1913162.274243__1.274243	1262869__R7CN64__BN625_01154
ERR1913162.274340__1.274340	239935__A0A2N8I3Z7__CXU05_10555
ERR1913162.274493__1.274493	39485__C4Z355__ERS852490_01971
ERR1913162.274802__1.274802	239935__A0A2N8ITG2__Amuc_0335
ERR1913162.275140__1.275140	1262882__R5MEW7__BN519_00010
ERR1913162.275206__1.275206	239935__A0A139TMG9__CXU07_10650
ERR1913162.275574__1.275574	1262882__R5MZQ5__BN519_00648
ERR1913162.275606__1.275606	1262869__R7CTX9__BN625_00495
ERR1913162.275816__1.275816	100884__E7G6K6__DXB30_17570
ERR1913162.275880__1.275880	39485__C4Z355__ERS852490_01971
ERR1913162.275930__1.275930	239935__A0A2N8IYM5__CXT84_05130
ERR1913162.275944__1.275944	239935__A0A2N8IVR0__CXT87_07115
ERR1913162.275978__1.275978	239935__A0A2N8HW65__CXU09_08515
ERR1913162.276256__1.276256	823__A0A355XEX9__ERS852560_03521
ERR1913162.276445__1.276445	1393034__GCA_001552785.1_00728
ERR1913162.276609__1.276609	371601__D6CWZ8__CW3_1356
ERR1913162.276619__1.276619	1160721__W0U3C6__BHW50_11080
ERR1913162.277122__1.277122	239935__A0A139TPG3__CXT86_08810
ERR1913162.277233__1.277233	706562__GCA_900112995.1_01415
ERR1913162.277237__1.277237	1262882__R5MEN2__BN519_00200
ERR1913162.277326__1.277326	1550024__G9RTA6__TQ39_10970
ERR1913162.277349__1.277349	1262869__R7CUB7__BN625_00451
ERR1913162.277297__1.277297	1263044__GCA_000433375.1_00023
ERR1913162.278202__1.278202	1550024__G9RPP6__ASJ35_08860
ERR1913162.278316__1.278316	1262869__R7CTX9__BN625_00495
ERR1913162.278433__1.278433	47678__R5UXJ2__DW706_08325
ERR1913162.278523__1.278523	1262882__R5MLT4__BN519_01496
ERR1913162.278614__1.278614	2292352__A0A374UNZ9__DXC23_01520
ERR1913162.278676__1.278676	1262882__R5N3T7__BN519_01188
ERR1913162.278962__1.278962	239935__A0A2N8ITX2__CXT86_11265
ERR1913162.279047__1.279047	214856__A0A175A4V2__resA_6
ERR1913162.279082__1.279082	165179__R6PU83__CFT61_14275
ERR1913162.279200__1.279200	28117__B0MY40__BHV66_05170
ERR1913162.279260__1.279260	1262992__R5DCV6__BN795_00412
ERR1913162.279379__1.279379	638849__D1Y384__HMPREF7215_0377
ERR1913162.279397__1.279397	1535__A7VS87__CLOLEP_01425
ERR1913162.279535__1.279535	1550024__A0A3B9WE41__ASJ35_03585
ERR1913162.279640__1.279640	100886__A0A174KEJ4__ERS852383_05235
ERR1913162.279729__1.279729	371601__C3R084__DXD80_12980
ERR1913162.279734__1.279734	387090__S0F7Y3__BACCOPRO_02028
ERR1913162.280086__1.280086	410072__A0A173SR68__ERS852525_01153
ERR1913162.280249__1.280249	301302__R5VCU3__cbiK_2
ERR1913162.280410__1.280410	28118__R6FBL5__B5F93_09165
ERR1913162.280499__1.280499	343516__GeneID:3952996
ERR1913162.280909__1.280909	1683__C4FH81__BIFANG_03715
ERR1913162.280992__1.280992	357276__A0A076IRZ5__BACDOR_00630
ERR1913162.281078__1.281078	1262869__R7CN33__BN625_01339
ERR1913162.281149__1.281149	1160721__W0U330__BHW50_08125
ERR1913162.281115__1.281115	820__A0A174F0C1__nreB
ERR1913162.281309__1.281309	214856__A0A174ZEW0__ERS852447_00985
ERR1913162.281420__1.281420	214856__R6XQX8__ERS852559_02550
ERR1913162.281679__1.281679	39485__A0A174ZNW9__luxQ_1
ERR1913162.282014__1.282014	1262922__R6E9S8__BN487_00783
ERR1913162.282113__1.282113	28117__B0MU76__ALIPUT_00202
ERR1913162.282067__1.282067	301302__R5UV35__M72_02721
ERR1913162.282234__1.282234	28118__F9Z4Y7__DF785_06945
ERR1913162.282372__1.282372	214856__I3YPR6__Alfi_2724
ERR1913162.282558__1.282558	1262882__R5MEW7__BN519_00010
ERR1913162.282652__1.282652	239935__R6JD78__CXU05_09250
ERR1913162.282696__1.282696	28117__B0MTW8__ALIPUT_00502
ERR1913162.282711__1.282711	1262986__R5ZZY1__BN492_00394
ERR1913162.283042__1.283042	357276__D1K3K9__EL88_23995
ERR1913162.283062__1.283062	239935__A0A3F3KBB8__CXU16_06755
ERR1913162.283153__1.283153	1550024__G9RP69__ASJ35_11625
ERR1913162.283275__1.283275	239935__A0A2N8HHY4__DEF40_10850
ERR1913162.283286__1.283286	1780376__A0A143XQT4__BN3659_01658
ERR1913162.283355__1.283355	1550024__A0A0D8IYB1__TQ39_12130
ERR1913162.283524__1.283524	28118__F9Z857__DER54_07670
ERR1913162.283528__1.283528	214856__A0A174ZB00__ERS852559_00631
ERR1913162.284181__1.284181	820__A0A174F696__macB_13
ERR1913162.284519__1.284519	357276__A0A076IP73__BACDOR_04237
ERR1913162.284614__1.284614	1262882__R5N532__BN519_01420
ERR1913162.284755__1.284755	214856__R6YD52__ERS852447_02171
ERR1913162.284882__1.284882	239935__A0A2N8HUU6__CXT90_06150
ERR1913162.284936__1.284936	1262992__R5DCV6__BN795_00412
ERR1913162.285176__1.285176	821__D4VD59__BHV80_04260
ERR1913162.285487__1.285487	39496__A5Z5I2__EUBVEN_00963
ERR1913162.285539__1.285539	239935__A0A2N8INK7__Amuc_0521
ERR1913162.285600__1.285600	1262869__R7CPH9__BN625_01415
ERR1913162.285665__1.285665	1262992__R5CXK6__BN795_00999
ERR1913162.285678__1.285678	2033405__A0A2L2WP67__PvtlMGM1_1949
ERR1913162.285640__1.285640	1263005__R6ERA1__BN497_00700
ERR1913162.286007__1.286007	239935__A0A2N8HT44__CXT84_11035
ERR1913162.286018__1.286018	1262882__R5MZQ5__BN519_00648
ERR1913162.286265__1.286265	239935__A0A2N8IMD6__CXU03_05585
ERR1913162.286520__1.286520	823__A0A355XIK0__CEQ22_011965
ERR1913162.286624__1.286624	357276__I8WEY2__ABI39_04185
ERR1913162.286829__1.286829	39485__C4Z538__EUBELI_00734
ERR1913162.286999__1.286999	39485__A0A174ZA72__glgB_1
ERR1913162.287123__1.287123	246787__A0A0P0FV02__AA416_03728
ERR1913162.287380__1.287380	418240__A0A174FQH1__yutF
ERR1913162.287531__1.287531	239935__A0A139TPU7__CXT91_06575
ERR1913162.287849__1.287849	1099853__R7DGQ8__NSB1T_04905
ERR1913162.287894__1.287894	239935__A0A2N8HT18__CXT93_06135
ERR1913162.288027__1.288027	410072__C0BBR9__yqeC
ERR1913162.288034__1.288034	823__A0A395YX30__M090_4590
ERR1913162.288049__1.288049	821__A0A396F598__CUU_3259
ERR1913162.288094__1.288094	214856__I3YMC8__ERS852447_02666
ERR1913162.288367__1.288367	1262882__R5N678__BN519_01604
ERR1913162.288381__1.288381	1262882__R5MGX3__BN519_00046
ERR1913162.288419__1.288419	1497954__A0A133YQ75__HMPREF1870_01075
ERR1913162.288617__1.288617	556259__E5C445__BSGG_0931
ERR1913162.288936__1.288936	1262869__R7CT13__BN625_00558
ERR1913162.289009__1.289009	2173__A0A1D2WRQ9__METSMIF1_03320
ERR1913162.289012__1.289012	1262882__R5MZZ3__BN519_00482
ERR1913162.289306__1.289306	357276__C3RA36__HMPREF1065_03270
ERR1913162.289355__1.289355	1262882__R5MH81__BN519_00748
ERR1913162.289397__1.289397	823__A0A069SAX6__ERS852380_00710
ERR1913162.289366__1.289366	239935__A0A2N8I368__CXT95_04550
ERR1913162.289664__1.289664	165179__A0A229I1J2__DXB80_03950
ERR1913162.289627__1.289627	1262882__R5MJM8__BN519_01064
ERR1913162.289802__1.289802	239935__A0A2N8IMC9__CXU09_02095
ERR1913162.289897__1.289897	387090__S0F8B2__BACCOPRO_02129
ERR1913162.290126__1.290126	39492__D4JX87__EUBSIR_00361
ERR1913162.290251__1.290251	47678__A5ZBM1__pknD_1
ERR1913162.290527__1.290527	821__A0A395UNT8__DXD64_15275
ERR1913162.290539__1.290539	823__A0A355XLH0__fepA_1
ERR1913162.290574__1.290574	1262869__R7CQQ9__BN625_01590
ERR1913162.290632__1.290632	1262882__R5N2E1__BN519_01117
ERR1913162.290728__1.290728	39485__C4Z467__ERS852490_01684
ERR1913162.290783__1.290783	239935__A0A2N8I5A2__DEF40_08455
ERR1913162.290980__1.290980	820__A0A3E4PYB0__yejM
ERR1913162.290952__1.290952	1796652__ltrA_3
ERR1913162.290960__1.290960	1550024__G9RPC6__TQ39_05630
ERR1913162.291350__1.291350	239935__A0A2N8IHY1__CXU06_00035
ERR1913162.292069__1.292069	28117__B0MTY2__BHV66_06485
ERR1913162.292275__1.292275	239935__A0A2N8IVR0__CXT87_07115
ERR1913162.292540__1.292540	1550024__G9RT62__ASJ35_10800
ERR1913162.292713__1.292713	1262882__R5MLK3__BN519_00491
ERR1913162.292908__1.292908	301301__A0A174GNJ2__RHOM_05610
ERR1913162.292961__1.292961	1262882__R5MT08__BN519_01706
ERR1913162.293038__1.293038	1262882__R5MZF2__BN519_00592
ERR1913162.293156__1.293156	1550024__G9RPC6__TQ39_05630
ERR1913162.293340__1.293340	1263005__R6EU62__BN497_00984
ERR1913162.293552__1.293552	1262986__R5ZTB7__BN492_01084
ERR1913162.293711__1.293711	328814__GCA_004558275.1_02023
ERR1913162.293951__1.293951	1262882__R5MYI1__BN519_00416
ERR1913162.294139__1.294139	239935__R7E524__CXT91_06180
ERR1913162.294310__1.294310	29361__B6FKH5__CLONEX_00621
ERR1913162.294400__1.294400	47678__R5UT83__DW706_09750
ERR1913162.294463__1.294463	1262882__R5MH82__BN519_00752
ERR1913162.294812__1.294812	239935__A0A2N8HT44__CXT84_11035
ERR1913162.294893__1.294893	1262882__R5MGK3__BN519_00655
ERR1913162.295068__1.295068	487175__D9Y712__HMPREF9439_02495
ERR1913162.295172__1.295172	1262882__R5MFY4__BN519_00529
ERR1913162.295370__1.295370	1262882__R5MH81__BN519_00748
ERR1913162.295489__1.295489	301302__R5VBR7__phoR_11
ERR1913162.296283__1.296283	39496__A5Z5I2__EUBVEN_00963
ERR1913162.296308__1.296308	1262869__R7CUK0__BN625_00521
ERR1913162.296360__1.296360	39492__R6SA81__EUBSIR_00402
ERR1913162.296539__1.296539	1550024__G9RUG5__ASJ35_14060
ERR1913162.296552__1.296552	28052__R5HJU0__ERS852451_00148
ERR1913162.296709__1.296709	328814__GCA_004558275.1_00234
ERR1913162.296781__1.296781	823__A0A173W404__DHP27_04905
ERR1913162.296956__1.296956	1262882__R5N678__BN519_01604
ERR1913162.297042__1.297042	1550024__A0A3B9WIA4__TQ39_14495
ERR1913162.297402__1.297402	28116__A7LYG5__M089_5828
ERR1913162.297498__1.297498	1099853__R7DCM4__NSB1T_04695
ERR1913162.297499__1.297499	1262869__R7CTW3__BN625_00722
ERR1913162.297589__1.297589	239935__A0A2N8I3Z7__CXU05_10555
ERR1913162.297692__1.297692	1897011__A0A1Q6RJ96__BHW41_00350
ERR1913162.297873__1.297873	28118__F9Z751__DHW44_02965
ERR1913162.298077__1.298077	1262869__R7CML6__BN625_01178
ERR1913162.298369__1.298369	301301__A0A395V4X8__ERS852391_01546
ERR1913162.298535__1.298535	100886__E2NNQ5__CATMIT_00187
ERR1913162.298661__1.298661	487175__R5EIB6__HMPREF9439_01345
ERR1913162.298821__1.298821	1378168__V2YA11__N510_02528
ERR1913162.298946__1.298946	61171__B9Y5T9__HOLDEFILI_01171
ERR1913162.299141__1.299141	301301__A0A395V700__RHOM_03405
ERR1913162.299198__1.299198	310298__B3JQ21__BACCOP_04053
ERR1913162.299163__1.299163	1090133__GeneID:14008330
ERR1913162.299565__1.299565	410072__A0A3E4GMB7__COPCOM_03357
