ERR1913014.505__1.505	487174__K0WU53__DDY40_07650
ERR1913014.249877__1.249877	487174__K0WR72__HMPREF9448_02610
ERR1913014.249947__1.249947	1262989__R6Y6H6__BN815_01172
ERR1913014.250060__1.250060	239935__A0A139TMD2__CXU18_02250
ERR1913014.250097__1.250097	1099853__G9S4S4__NSB1T_09140
ERR1913014.250105__1.250105	820__A0A139KHX1__HMPREF2141_00289
ERR1913014.250248__1.250248	820__A0A3E4XM43__DXC91_13960
ERR1913014.250268__1.250268	820__A0A374Q351__DXD40_05850
ERR1913014.250287__1.250287	820__A0A3E4HWJ4__DXD40_05945
ERR1913014.250355__1.250355	2108523__A0A2P2F214__LAWASA_27
ERR1913014.250365__1.250365	821__C6ZAA5__ERS852556_00403
ERR1913014.250369__1.250369	239935__A0A2N8IQ67__CXU20_08505
ERR1913014.250413__1.250413	246787__R6LCL3__AA416_03522
ERR1913014.250537__1.250537	556259__I0PXW0__BSGG_5187
ERR1913014.250669__1.250669	820__A0A1Q6IDS8__chtA
ERR1913014.250672__1.250672	246787__A0A3D6B0I1__BcellWH2_03253
ERR1913014.250711__1.250711	820__A0A3E4VZF8__C801_00319
ERR1913014.250810__1.250810	818__D7I7V5__BJP75_001030
ERR1913014.250751__1.250751	820__A0A173YYG4__evgS_3
ERR1913014.250899__1.250899	821__A0A396F9T7__M097_3427
ERR1913014.251018__1.251018	239935__A0A2N8HCF5__CXU15_05660
ERR1913014.251247__1.251247	239935__A0A139TTZ7__CXU14_07900
ERR1913014.251227__1.251227	487175__R5EJE4__HMPREF9439_01295
ERR1913014.251313__1.251313	328814__GCA_004558275.1_01621
ERR1913014.251374__1.251374	823__A0A174WTX5__DD466_11965
ERR1913014.251401__1.251401	818__A0A174TXD9__C799_03229
ERR1913014.251505__1.251505	821__E5UY21__C800_02204
ERR1913014.251531__1.251531	1501392__A0A0B2JKG8__PU94_04780
ERR1913014.251606__1.251606	208479__R5FLQ9__HMPREF1089_05074
ERR1913014.251815__1.251815	820__A0A139JV05__B5G17_18125
ERR1913014.252198__1.252198	818__D7IK38__ERS852430_03017
ERR1913014.252201__1.252201	820__A0A173XIP7__B5G17_16050
ERR1913014.252354__1.252354	246787__A0A0P0FVC6__BACCELL_03671
ERR1913014.252357__1.252357	821__A0A395UNT8__DXD64_15275
ERR1913014.252315__1.252315	823__A0A355XP97__M092_2525
ERR1913014.252410__1.252410	28117__B0MT73__ALIPUT_00412
ERR1913014.252451__1.252451	820__A0A139KG04__ERS852459_01249
ERR1913014.252475__1.252475	818__A0A0P0FSA3__ERS852557_00283
ERR1913014.252503__1.252503	1099853__U5CCB3__NSB1T_08590
ERR1913014.252507__1.252507	487174__K0X5B1__DDY40_01695
ERR1913014.252607__1.252607	239935__A0A2N8I5A2__DEF40_08455
ERR1913014.252615__1.252615	246787__A0A3D6AV26__BcellWH2_02579
ERR1913014.252658__1.252658	39492__D4JQM9__EUBSIR_00669
ERR1913014.252671__1.252671	39492__D4MMN2__EUBSIR_00964
ERR1913014.252727__1.252727	820__A0A139KHX1__HMPREF2141_00289
ERR1913014.252822__1.252822	818__A0A1H7TGM1__BJP75_010615
ERR1913014.252908__1.252908	246787__A0A0P0GNX3__BACCELL_00807
ERR1913014.252992__1.252992	189722__E0NQU7__HMPREF0658_0548
ERR1913014.252995__1.252995	818__D7I7V5__BJP75_001030
ERR1913014.253073__1.253073	1262989__R6YC95__BN815_00996
ERR1913014.253075__1.253075	239935__R7E4Y3__CXU15_13135
ERR1913014.253130__1.253130	1547__H1AHG6__CLORAM_01753
ERR1913014.253156__1.253156	487175__D9Y3E4__HMPREF9439_00170
ERR1913014.253184__1.253184	820__A0A3E5E9Y8__DXD90_09110
ERR1913014.253301__1.253301	1262989__R6YC95__BN815_00996
ERR1913014.253325__1.253325	1532__A0A1C7IET7__NCTC11035_04660
ERR1913014.253342__1.253342	1099853__G9S6V8__NSB1T_06170
ERR1913014.253347__1.253347	821__A0A3E4KIM1__M097_3660
ERR1913014.253378__1.253378	239935__A0A139TPD8__CXU12_11015
ERR1913014.253406__1.253406	246787__A0A0P0FV02__AA416_03728
ERR1913014.253432__1.253432	239935__A0A2N8HX65__CXU17_02540
ERR1913014.253613__1.253613	33025__A0A395JBU5__C8D73_10423
ERR1913014.253663__1.253663	1099853__U5CNN9__NSB1T_08570
ERR1913014.253759__1.253759	2049039__A0A316SG69__DBY32_08730
ERR1913014.253782__1.253782	821__A0A3E4XY72__NCTC10583_01067
ERR1913014.253826__1.253826	1465754__A0A1H4FYI5__SAMN05444145_1145
ERR1913014.253953__1.253953	820__A0A374MMF0__HMPREF1073_03811
ERR1913014.254039__1.254039	821__A0A395UNT8__DXD64_15275
ERR1913014.254021__1.254021	853__A0A3E2V168__FAEPRAM212_00929
ERR1913014.254049__1.254049	818__A0A3E5HVB7__Btheta7330_02386
ERR1913014.254126__1.254126	1501391__GCA_000786575.1_00096
ERR1913014.254128__1.254128	33025__A0A395JEP7__C8D73_10844
ERR1913014.254137__1.254137	820__A0A374MXK3__HMPREF1072_00166
ERR1913014.254253__1.254253	818__Q8A3I3__HMPREF2534_00068
ERR1913014.254336__1.254336	239935__A0A2N8I3G2__CXT89_00720
ERR1913014.254400__1.254400	820__A0A3E4VXP2__yesR
ERR1913014.254561__1.254561	821__R6F3Y1__SAMN04487923_104318
ERR1913014.254562__1.254562	821__A0A173XDD3__DXB82_17180
ERR1913014.254694__1.254694	2108523__A0A2P2F4H9__LAWASA_905
ERR1913014.254654__1.254654	820__A7V9F9__B5G17_14640
ERR1913014.254712__1.254712	246787__A0A0P0GIS1__BcellWH2_02680
ERR1913014.254861__1.254861	821__A0A174MBW9__SAMN04487923_10272
ERR1913014.254963__1.254963	246787__A0A3D6AZF7__BcellWH2_04504
ERR1913014.255037__1.255037	47678__A5ZBL9__C5Z00_18710
ERR1913014.255319__1.255319	820__A0A174CG08__DXB62_13215
ERR1913014.255396__1.255396	47678__R5UUQ0__C5Z00_15605
ERR1913014.255430__1.255430	246787__A0A3D6AZF7__BcellWH2_04504
ERR1913014.255478__1.255478	33025__A0A395JB30__C8D73_1034
ERR1913014.255573__1.255573	239935__A0A2N8HWS3__CXU19_10285
ERR1913014.255685__1.255685	820__A0A396EUU8__luxQ_3
ERR1913014.255703__1.255703	239935__A0A2N8HZZ2__CXU19_04895
ERR1913014.255938__1.255938	333367__C0DAX8__CLOSTASPAR_06433
ERR1913014.255959__1.255959	820__A7UYX8__DXD40_11635
ERR1913014.256092__1.256092	214856__R6XKW1__ERS852559_01141
ERR1913014.256143__1.256143	820__A0A3E4G3J9__ERS852459_02265
ERR1913014.256260__1.256260	821__D4VD59__BHV80_04260
ERR1913014.256366__1.256366	1099853__G9S4F5__NSB1T_05520
ERR1913014.256528__1.256528	823__A0A078SLK0__ERS852513_02755
ERR1913014.256510__1.256510	39492__D4JRZ7__smc
ERR1913014.256581__1.256581	357276__I9QBT7__BSEG_03340
ERR1913014.256582__1.256582	818__A0A1H7K3G1__BSIG_3067
ERR1913014.256627__1.256627	239935__B2UQP8__CXU15_01110
ERR1913014.256609__1.256609	1796613__A0A1C7H300__A4V03_17350
ERR1913014.256624__1.256624	239935__R7E4Y3__CXU15_13135
ERR1913014.256954__1.256954	821__E5UY21__C800_02204
ERR1913014.256997__1.256997	820__A0A139JV05__B5G17_18125
ERR1913014.257019__1.257019	1262756__R5WZH8__BN568_01867
ERR1913014.257201__1.257201	853__A0A173XRA8__CGS56_09290
ERR1913014.257324__1.257324	204516__U6RAM4__HMPREF1534_03439
ERR1913014.257527__1.257527	820__A0A139KIL9__DXC68_05945
ERR1913014.257561__1.257561	357276__A0A076ITU4__EL88_22160
ERR1913014.257573__1.257573	820__A0A173YYG4__evgS_3
ERR1913014.257614__1.257614	820__A0A3E4IBC1__M094_0628
ERR1913014.257703__1.257703	1099853__U5CMS2__NSB1T_11250
ERR1913014.257808__1.257808	820__A0A3E4GFT8__HMPREF1073_03236
ERR1913014.257738__1.257738	820__A0A1Y3V743__M093_0235
ERR1913014.257739__1.257739	214856__R6XUN2__rcsC_1
ERR1913014.257811__1.257811	820__A0A3E4WCX3__C801_02709
ERR1913014.257841__1.257841	821__D4V4X2__DXC16_18525
ERR1913014.257894__1.257894	246787__R6KBH9__HMPREF1062_04676
ERR1913014.257950__1.257950	823__A0A355XH29__lolE_1
ERR1913014.257958__1.257958	823__A0A069SAX6__ERS852380_00710
ERR1913014.257998__1.257998	821__U6RDC2__DXD46_15675
ERR1913014.258007__1.258007	820__A0A139K4T0__ERS852510_03146
ERR1913014.258012__1.258012	820__A0A139KHX1__HMPREF2141_00289
ERR1913014.258031__1.258031	853__E2ZGD9__C7J97_11715
ERR1913014.258140__1.258140	820__R9HXK9__DXB62_08265
ERR1913014.258199__1.258199	239935__R6IZT7__CXU18_11710
ERR1913014.258303__1.258303	208479__A8RGN9__HMPREF1089_00375
ERR1913014.258374__1.258374	821__A0A0P0M405__DXC02_15075
ERR1913014.258446__1.258446	820__A0A139KA34__B5G17_05520
ERR1913014.258584__1.258584	820__A7V9F9__B5G17_14640
ERR1913014.258628__1.258628	333367__C0D6P1__CLOSTASPAR_04938
ERR1913014.258798__1.258798	47678__A5ZEA3__ERS852558_00257
ERR1913014.258810__1.258810	333367__C0D8M9__CLOSTASPAR_05628
ERR1913014.258823__1.258823	246787__I9QX02__HMPREF1062_01641
ERR1913014.258873__1.258873	487174__K0X455__HMPREF9448_00399
ERR1913014.258938__1.258938	821__A0A3E4KIM1__M097_3660
ERR1913014.258949__1.258949	818__A0A0P0FSA3__ERS852557_00283
ERR1913014.258987__1.258987	818__A0A139L1D5__BT_2967
ERR1913014.259273__1.259273	818__A0A3E5HGB5__ERS852511_02145
ERR1913014.259361__1.259361	820__A0A139KHX1__HMPREF2141_00289
ERR1913014.259497__1.259497	1262700__R5XWM8__BN695_01537
ERR1913014.259508__1.259508	246787__A0A3D6B0I1__BcellWH2_03253
ERR1913014.259482__1.259482	246787__A0A0P0GM17__BACCELL_03224
ERR1913014.259543__1.259543	820__R9I324__HMPREF2141_02414
ERR1913014.259644__1.259644	239935__A0A2N8HS88__CXU19_12255
ERR1913014.259755__1.259755	820__R9HP61__DXC91_01090
ERR1913014.259863__1.259863	292800__A0A1C7FMP9__ADH75_14350
ERR1913014.259871__1.259871	820__A0A3E4W9D9__B5G17_12400
ERR1913014.259886__1.259886	821__D4VD59__BHV80_04260
ERR1913014.259968__1.259968	246787__A0A3D6B2C7__BcellWH2_03259
ERR1913014.259948__1.259948	818__A0A1H7L4U6__BSIG_3287
ERR1913014.260065__1.260065	28116__D4WPD7__HMPREF1069_02183
ERR1913014.260098__1.260098	28117__B0MUB4__BHV66_01895
ERR1913014.260168__1.260168	246787__A0A0P0GNX3__BACCELL_00807
ERR1913014.260178__1.260178	853__A0A2A7A4A9__C4N21_14870
ERR1913014.260359__1.260359	821__A0A174WBC9__ERS852556_03145
ERR1913014.260466__1.260466	246787__A0A0P0G254__axeA1_2
ERR1913014.260488__1.260488	239935__A0A2N8IVT6__CXU13_08520
ERR1913014.260489__1.260489	47678__R5UAF6__ERS852494_02966
ERR1913014.260564__1.260564	821__A0A174JYD3__ERS852457_02610
ERR1913014.260593__1.260593	239935__B2UPP2__CXU20_12035
ERR1913014.260641__1.260641	818__R9HBA6__HMPREF2534_04317
ERR1913014.260671__1.260671	820__A0A3E4VZT7__DXB48_16145
ERR1913014.260670__1.260670	1895721__A0A1M3FDS4__BGO34_17305
ERR1913014.260729__1.260729	28117__B0MWC6__BHV66_00965
ERR1913014.260889__1.260889	818__A0A174T624__HMPREF2534_01176
ERR1913014.261075__1.261075	818__A0A396DZ59__NCTC13706_00402
ERR1913014.261104__1.261104	818__A0A0N7I9H8__ERS852461_00040
ERR1913014.261139__1.261139	208479__A8RIT5__C5Z06_05095
ERR1913014.261146__1.261146	1965632__A0A1Y4A5A8__B5F91_12670
ERR1913014.261165__1.261165	47678__A5ZG68__ERS852494_02968
ERR1913014.261198__1.261198	487174__K0WXI5__DDY40_07185
ERR1913014.261259__1.261259	1099853__G9S6H4__NSB1T_13585
ERR1913014.261304__1.261304	1262743__R5C054__BN727_01980
ERR1913014.261312__1.261312	821__A0A174NM17__lacZ_6
ERR1913014.261339__1.261339	818__Q8A2L4__Btheta7330_05011
ERR1913014.261515__1.261515	292800__A0A174VWN6__HMPREF9460_03556
ERR1913014.261688__1.261688	310298__B3JQJ5__BACCOP_04231
ERR1913014.261692__1.261692	239935__A0A2N8INZ4__CXU08_03560
ERR1913014.261705__1.261705	818__A0A139K9H8__C5Z03_23905
ERR1913014.261751__1.261751	40518__A0A1C6H8N9__RBATCC27255_01374
ERR1913014.262127__1.262127	204516__U6RAM4__HMPREF1534_03439
ERR1913014.262368__1.262368	357276__A0A076ISJ4__B5F95_19420
ERR1913014.262345__1.262345	818__A0A0P0FLV3__ERS852430_01650
ERR1913014.262357__1.262357	820__A0A139K426__B5G17_09115
ERR1913014.262461__1.262461	239935__A0A2N8HL91__holA
ERR1913014.262511__1.262511	1263064__GCA_000431175.1_01405
ERR1913014.262595__1.262595	487174__R5F5Z4__DIT83_00635
ERR1913014.262554__1.262554	246787__A0A0P0GR24__BcellWH2_03263
ERR1913014.262640__1.262640	1653434__A0A150Y7A0__DW871_08955
ERR1913014.262694__1.262694	1550024__G9RXH7__TQ39_11565
ERR1913014.262944__1.262944	818__A0A0P0F2P7__BT_1771
ERR1913014.263013__1.263013	556259__I0PXW0__BSGG_5187
ERR1913014.263019__1.263019	821__E5UY21__C800_02204
ERR1913014.262992__1.262992	47678__R5UES3__CGC64_00760
ERR1913014.262995__1.262995	239935__R6IZT7__CXU18_11710
ERR1913014.263030__1.263030	239935__A0A2N8IXN0__CXT95_01765
ERR1913014.263143__1.263143	820__A0A139JRS5__HMPREF1073_04025
ERR1913014.263160__1.263160	239935__B2UNF6__CXU17_03450
ERR1913014.263223__1.263223	239935__A0A2N8HB50__CXU17_02615
ERR1913014.263248__1.263248	820__A0A3E4WA06__ERS852554_03404
ERR1913014.263622__1.263622	820__A0A3E4PYB0__yejM
ERR1913014.263642__1.263642	47678__R5U558__ERS852558_02232
ERR1913014.263734__1.263734	820__A0A3E4XM43__DXC91_13960
ERR1913014.263770__1.263770	239935__A0A2N8HL91__holA
ERR1913014.263830__1.263830	189722__E0NQU7__HMPREF0658_0548
ERR1913014.263860__1.263860	818__A0A3E5H650__C799_01514
ERR1913014.264067__1.264067	239935__A0A2N8I390__CXU16_10675
ERR1913014.264093__1.264093	1487__A0A1E7S399__lytR_3
ERR1913014.264161__1.264161	239935__A0A2N8IUE8__CXU20_02935
ERR1913014.264254__1.264254	47678__R5U7X8__C5Z00_18270
ERR1913014.264286__1.264286	239935__R6J4Y4__CXU17_09810
ERR1913014.264419__1.264419	818__Q8A3I3__HMPREF2534_00068
ERR1913014.264394__1.264394	246787__A0A0P0GM17__BACCELL_03224
ERR1913014.264501__1.264501	820__A0A139JRS5__HMPREF1073_04025
ERR1913014.264632__1.264632	823__C7X996__DD466_12595
ERR1913014.264806__1.264806	820__A0A3E4VZS7__DXC07_14435
ERR1913014.264809__1.264809	1965604__A0A1Y4EWD0__B5F54_04425
ERR1913014.264815__1.264815	1547__H1AGY5__DW242_02230
ERR1913014.264987__1.264987	239935__A0A2N8I365__CXU20_11690
ERR1913014.264998__1.264998	239935__B2UNF6__CXU17_03450
ERR1913014.265106__1.265106	1796613__A0A1C7H1N7__A4V03_09065
ERR1913014.265118__1.265118	821__A0A174WBC9__ERS852556_03145
ERR1913014.265076__1.265076	818__A0A3E5HEU1__NCTC10582_02468
ERR1913014.265191__1.265191	1235835__R9LCU2__C814_02677
ERR1913014.265227__1.265227	821__A0A395UNT8__DXD64_15275
ERR1913014.265233__1.265233	820__A0A139K024__B5G17_02060
ERR1913014.265465__1.265465	820__A0A396EXA7__DXB37_15530
ERR1913014.265531__1.265531	239935__A0A2N8J2P6__ADH72_06730
ERR1913014.265500__1.265500	239935__A0A2N8HJX0__CXU19_08380
ERR1913014.265611__1.265611	1262700__R5X902__BN695_00437
ERR1913014.265673__1.265673	40518__R5E6X1__DXD83_01720
ERR1913014.265749__1.265749	47678__R5U2I4__ERS852558_03712
ERR1913014.265823__1.265823	208479__A8S5V2__HMPREF1095_01857
ERR1913014.265847__1.265847	310298__B3JII2__BACCOP_01694
ERR1913014.265985__1.265985	189722__E0NQU7__HMPREF0658_0548
ERR1913014.266008__1.266008	239935__A0A139TMY7__CXU13_02020
ERR1913014.266205__1.266205	820__A0A374MMF0__HMPREF1073_03811
ERR1913014.266214__1.266214	40518__R5DUU0__DXD93_03985
ERR1913014.266329__1.266329	28116__A0A1H4GBQ8__HMPREF1017_04241
ERR1913014.266395__1.266395	1099853__U5CMJ0__NSB1T_01275
ERR1913014.266506__1.266506	47678__R5U7T0__CGC64_00755
ERR1913014.266550__1.266550	47678__A5ZF31__DXB67_11050
ERR1913014.266552__1.266552	40518__R5DM08__DXD83_06415
ERR1913014.266536__1.266536	821__D4VD59__BHV80_04260
ERR1913014.266586__1.266586	823__A0A355XKQ8__DHP27_04010
ERR1913014.266724__1.266724	47678__R5UZM4__DW706_15680
ERR1913014.266733__1.266733	1522__A0A175A0C8__HMPREF1094_01032
ERR1913014.266781__1.266781	246787__A0A0P0GCR8__xynD_3
ERR1913014.266785__1.266785	820__A0A174NUS8__DXC80_12885
ERR1913014.266797__1.266797	1262700__R5XA62__BN695_00032
ERR1913014.266824__1.266824	818__A0A0P0FWH4__Btheta7330_05099
ERR1913014.266884__1.266884	821__R9HFW2__DXD01_00365
ERR1913014.266886__1.266886	821__A0A0P0L952__M097_4235
ERR1913014.266986__1.266986	820__A0A174R952__DXB48_02570
ERR1913014.267077__1.267077	33025__A0A395JAJ0__C8D73_107105
ERR1913014.267181__1.267181	246787__A0A108T429__BACCELL_00192
ERR1913014.267230__1.267230	818__Q8A112__BT_3859
ERR1913014.267299__1.267299	853__A0A2A7B9I6__DW855_13690
ERR1913014.267364__1.267364	239935__A0A2N8I9I3__CXU19_12035
ERR1913014.267350__1.267350	818__D7I7V5__BJP75_001030
ERR1913014.267397__1.267397	1099853__U5CNF1__NSB1T_01130
ERR1913014.267538__1.267538	1501391__GCA_000786575.1_00020
ERR1913014.267590__1.267590	818__A0A0P0FKT1__C5Z03_19050
ERR1913014.267602__1.267602	33025__A0A395J973__C8D73_11010
ERR1913014.267608__1.267608	239935__A0A2N8HCF5__CXU15_05660
ERR1913014.267755__1.267755	818__A0A174LFW3__C5Z03_04710
ERR1913014.267730__1.267730	239935__A0A2N8I375__menA
ERR1913014.267795__1.267795	821__A0A174ALF2__BvMPK_3016
ERR1913014.268157__1.268157	239935__A0A139TVJ4__CXT86_02020
ERR1913014.268186__1.268186	47678__A5ZF31__DXB67_11050
ERR1913014.268386__1.268386	246787__A0A3D6AS39__ina
ERR1913014.268397__1.268397	239935__A0A2N8HB50__CXU17_02615
ERR1913014.268439__1.268439	40518__R5DYM0__DXD86_08165
ERR1913014.268455__1.268455	820__A0A139K4T0__ERS852510_03146
ERR1913014.268465__1.268465	820__A0A173YYG4__evgS_3
ERR1913014.268515__1.268515	28117__B0MU57__ALIPUT_00175
ERR1913014.268693__1.268693	1262986__R6AQW4__BN492_00061
ERR1913014.268794__1.268794	556259__I0PXW0__BSGG_5187
ERR1913014.268813__1.268813	328814__GCA_004558275.1_00100
ERR1913014.268831__1.268831	246787__A0A3D6B0I1__BcellWH2_03253
ERR1913014.268849__1.268849	357276__I9QBT7__BSEG_03340
ERR1913014.268937__1.268937	821__A0A0P0L952__M097_4235
ERR1913014.268954__1.268954	239935__A0A2N8IUW6__Amuc_1525
ERR1913014.269043__1.269043	28117__B0MTH2__ALIPUT_00061
ERR1913014.269107__1.269107	239935__A0A2N8HB50__CXU17_02615
ERR1913014.269237__1.269237	47678__R5U8P0__DW706_15950
ERR1913014.269332__1.269332	487174__K0X1D9__HMPREF9448_00919
ERR1913014.269428__1.269428	818__Q8A5L6__BT_2223
ERR1913014.269435__1.269435	487174__K0X1D9__HMPREF9448_00919
ERR1913014.269558__1.269558	1105171__GeneID:11605488
ERR1913014.269631__1.269631	47678__A5ZB44__C5Z00_17730
ERR1913014.269696__1.269696	820__A0A174CG08__DXB62_13215
ERR1913014.269737__1.269737	1099853__G9S6N8__NSB1T_13280
ERR1913014.269860__1.269860	556259__E5CHM6__BSGG_4949
ERR1913014.269869__1.269869	818__A0A3E5GY47__SAMN02910322_02002
ERR1913014.270076__1.270076	246787__A0A0P0GG22__BACCELL_01899
ERR1913014.270146__1.270146	39492__D4JWA3__ERS852540_01332
ERR1913014.270168__1.270168	820__A0A139K1Y6__DXB48_02610
ERR1913014.270242__1.270242	820__A0A173W419__DXC68_17760
ERR1913014.270312__1.270312	47678__R5U6B9__BACCAC_01372
ERR1913014.270340__1.270340	292800__G9YXR5__ERS852504_02958
ERR1913014.270429__1.270429	47678__R5UUB1__DXB67_02860
ERR1913014.270494__1.270494	1352__A0A132P9Y0__prsA_3
ERR1913014.270514__1.270514	1262700__R5XTC7__BN695_00355
ERR1913014.270591__1.270591	1262989__R6YG99__BN815_01610
ERR1913014.270600__1.270600	47678__R5UXJ2__DW706_08325
ERR1913014.270684__1.270684	239935__A0A2N8IQU3__CXU22_05890
ERR1913014.270686__1.270686	28117__B0MTS2__ALIPUT_00159
ERR1913014.270735__1.270735	821__R9HFW2__DXD01_00365
ERR1913014.270773__1.270773	1262989__R6ZAH8__BN815_00636
ERR1913014.270931__1.270931	821__A0A396F598__CUU_3259
ERR1913014.270952__1.270952	820__A7V470__HMPREF1072_02076
ERR1913014.271099__1.271099	1262954__R7FEE7__BN611_00341
ERR1913014.271262__1.271262	820__A0A3E4PYB0__yejM
ERR1913014.271405__1.271405	820__A0A139KJ23__celCCA
ERR1913014.271567__1.271567	820__A0A3E4W4W5__ERS852554_02179
ERR1913014.271584__1.271584	1262700__R5Y911__BN695_01316
ERR1913014.271667__1.271667	820__A0A139K426__B5G17_09115
ERR1913014.271700__1.271700	28117__B0MSS9__BHV66_06085
ERR1913014.271715__1.271715	28118__F9Z3J9__B5F93_07500
ERR1913014.271744__1.271744	239935__A0A2N8IVR0__CXT87_07115
ERR1913014.272077__1.272077	246787__R6KBH9__HMPREF1062_04676
ERR1913014.272164__1.272164	33038__A7AYC4__CDL21_13075
ERR1913014.272225__1.272225	821__A0A174NVL6__NCTC10583_01782
ERR1913014.272301__1.272301	820__A7UYX8__DXD40_11635
ERR1913014.272345__1.272345	1653434__A0A150Y6A8__DW008_10770
ERR1913014.272446__1.272446	487174__K0WZN5__HMPREF9448_01108
ERR1913014.272626__1.272626	820__R7E9Z4__DXC68_06065
ERR1913014.272588__1.272588	246787__A0A0P0GCR8__xynD_3
ERR1913014.272639__1.272639	208479__N9YNZ1__HMPREF1095_04890
ERR1913014.272666__1.272666	818__A0A1H7L4U6__BSIG_3287
ERR1913014.272706__1.272706	820__A0A139KHX1__HMPREF2141_00289
ERR1913014.272809__1.272809	818__A0A0P0F004__SAMN02910322_02925
ERR1913014.272846__1.272846	154046__A0A174Q5J1__DWX31_16705
ERR1913014.272954__1.272954	39492__D4JQS6__ykoD
ERR1913014.273053__1.273053	821__A0A173WG51__BVU_2549
ERR1913014.273284__1.273284	821__A0A395UNT8__DXD64_15275
ERR1913014.273357__1.273357	818__A0A174SMH7__C799_03313
ERR1913014.273402__1.273402	47678__R5UG30__ERS852558_03525
ERR1913014.273446__1.273446	239935__A0A2N8IAY7__CXU13_02935
ERR1913014.273503__1.273503	33025__A0A395JB30__C8D73_1034
ERR1913014.273534__1.273534	544644__GCA_001915615.1_01063
ERR1913014.273661__1.273661	818__A0A174TT69__SAMN02910322_02680
ERR1913014.273637__1.273637	818__R9HBA6__HMPREF2534_04317
ERR1913014.273677__1.273677	239935__A0A2N8IAZ5__xseA
ERR1913014.273710__1.273710	246787__I9QX02__HMPREF1062_01641
ERR1913014.273773__1.273773	47678__A5ZEP4__DXB67_14045
ERR1913014.273873__1.273873	1263064__GCA_000431175.1_01433
ERR1913014.273900__1.273900	239935__A0A2N8I694__CXU04_06245
ERR1913014.274171__1.274171	47678__R5UU25__DXB67_16190
ERR1913014.274178__1.274178	1550024__A0A3B9WJ68__TQ39_07150
ERR1913014.274190__1.274190	487174__R5F4K8__HMPREF9448_01532
ERR1913014.274214__1.274214	1653434__A0A150Y595__DW008_07080
ERR1913014.274266__1.274266	39492__D4JWL2__ERS852540_01201
ERR1913014.274230__1.274230	820__A0A396EUV1__B5G17_06465
ERR1913014.274345__1.274345	820__R9HP61__DXC91_01090
ERR1913014.274399__1.274399	820__A0A3E4W4Y7__B5G17_02055
ERR1913014.274563__1.274563	820__A0A3E4W4Y7__B5G17_02055
ERR1913014.274588__1.274588	820__A0A174A6K0__M093_0079
ERR1913014.274633__1.274633	820__A0A139KHD8__ERS417307_00569
ERR1913014.274667__1.274667	239935__A0A2N8HPG4__CXU16_03730
ERR1913014.274682__1.274682	1262911__R6GT99__BN557_01335
ERR1913014.274743__1.274743	820__R9I2U8__DXC68_09590
ERR1913014.274762__1.274762	1262989__R6YG99__BN815_01610
ERR1913014.274763__1.274763	820__E5VEH7__ERS852459_01300
ERR1913014.274906__1.274906	1262824__R6S1J4__BN719_01997
ERR1913014.274918__1.274918	818__A0A174N1L6__ERS852511_02039
ERR1913014.274952__1.274952	821__A0A174NVL6__NCTC10583_01782
ERR1913014.274954__1.274954	28117__B0MSS9__BHV66_06085
ERR1913014.274956__1.274956	1262756__R5WRS9__BN568_01800
ERR1913014.275034__1.275034	487174__K0X4Y9__DDY40_09115
ERR1913014.275048__1.275048	823__D0TCC2__HMPREF1075_01590
ERR1913014.275255__1.275255	1262989__R6YC95__BN815_00996
ERR1913014.275376__1.275376	821__D4VD59__BHV80_04260
