ERR1913190.25__1.25	39491__C4ZC33__DXC13_11585
ERR1913190.150302__1.150302	165179__A0A3E5DV57__DXB80_11400
ERR1913190.150259__1.150259	1263000__R5EV67__BN466_01611
ERR1913190.150380__1.150380	165179__A0A3E4SB80__DXC61_12880
ERR1913190.150594__1.150594	301301__A0A395VA45__RHOM_02615
ERR1913190.150647__1.150647	1262882__R5MZZ3__BN519_00482
ERR1913190.150731__1.150731	1263006__R6LGJ6__BN515_00859
ERR1913190.150786__1.150786	214856__A0A174EQR4__rsmA
ERR1913190.150938__1.150938	1263000__R5EMZ8__BN466_00707
ERR1913190.151197__1.151197	39485__A0A174Z9M2__yhbU_1
ERR1913190.151352__1.151352	165179__A0A3E5E7A6__PREVCOP_04277
ERR1913190.151358__1.151358	1262882__R5MRT2__BN519_01494
ERR1913190.151423__1.151423	1263000__R5EMW8__BN466_00256
ERR1913190.151741__1.151741	165179__A0A3E5E8N5__DXC61_13460
ERR1913190.151845__1.151845	1262992__R5DE88__BN795_00202
ERR1913190.151947__1.151947	165179__A0A3E5E7Z8__PREVCOP_06480
ERR1913190.151923__1.151923	165179__R6CNX7__DXB80_02200
ERR1913190.152091__1.152091	1897011__A0A1Q6RGE1__BHW41_02880
ERR1913190.152176__1.152176	626932__G5H6M5__HMPREF9450_00585
ERR1913190.152323__1.152323	165179__A0A3E4SJT2__PREVCOP_04897
ERR1913190.152360__1.152360	165179__A0A3E4SB80__DXC61_12880
ERR1913190.152392__1.152392	165179__A0A3E5DRF6__DXC61_00200
ERR1913190.152490__1.152490	46503__R6X607__HMPREF1060_03545
ERR1913190.152556__1.152556	165179__D1PFV4__PREVCOP_06112
ERR1913190.152652__1.152652	165179__A0A3E5E189__PREVCOP_06699
ERR1913190.152674__1.152674	1897011__A0A1Q6RC19__BHW41_06415
ERR1913190.152737__1.152737	165179__A0A229I4J4__proA
ERR1913190.152813__1.152813	1262886__R6QGP5__BN563_00328
ERR1913190.152959__1.152959	33025__A0A395J8P0__C8D73_1144
ERR1913190.153037__1.153037	39492__A0A174ZHV5__msbA_2
ERR1913190.153106__1.153106	33025__A0A395J9R3__C8D73_10817
ERR1913190.153170__1.153170	626932__G5H776__HMPREF9450_00919
ERR1913190.153540__1.153540	165179__A0A174W369__PREVCOP_04548
ERR1913190.153663__1.153663	1262992__R5D4D2__BN795_00592
ERR1913190.153779__1.153779	214856__A0A174EJT5__mnmA
ERR1913190.153865__1.153865	2108523__A0A2P2F4H9__LAWASA_905
ERR1913190.154048__1.154048	301301__A0A395VA63__sbcC
ERR1913190.154081__1.154081	165179__A0A3E5E5M2__PREVCOP_03530
ERR1913190.154126__1.154126	410072__A0A174J5N8__sbcC
ERR1913190.154187__1.154187	1262882__R5MEN9__BN519_00201
ERR1913190.154218__1.154218	1297617__A0A0S2W665__BIV19_07330
ERR1913190.154368__1.154368	823__A6LFW2__M095_1860
ERR1913190.154435__1.154435	165179__A0A3E5EAT2__DXC61_07585
ERR1913190.154554__1.154554	1263000__R5EGY6__BN466_00973
ERR1913190.154792__1.154792	165179__A0A174X1C3__DXB80_12745
ERR1913190.154902__1.154902	1897011__A0A1Q6RIN7__BHW41_00540
ERR1913190.155055__1.155055	1262882__R5MJM8__BN519_01064
ERR1913190.155169__1.155169	28117__R7JJM9__ALIPUT_00662
ERR1913190.155172__1.155172	33025__A0A395JEP7__C8D73_10844
ERR1913190.155232__1.155232	1262992__R5D6J2__BN795_00288
ERR1913190.155296__1.155296	166486__D4KVI9__comEA
ERR1913190.155373__1.155373	1897011__A0A1Q6RDI3__BHW41_05415
ERR1913190.155480__1.155480	1262882__R5MKV8__BN519_01281
ERR1913190.155521__1.155521	884684__GCA_002892425.1_01416
ERR1913190.155570__1.155570	820__A0A174EV88__HMPREF1072_01427
ERR1913190.155577__1.155577	745368__A0A1T4XQT6__SAMN02745178_02143
ERR1913190.155626__1.155626	165179__D1PFV4__PREVCOP_06112
ERR1913190.155658__1.155658	1263000__R5EHB0__BN466_01647
ERR1913190.156017__1.156017	1628085__A0A2U1BGQ7__C7386_101108
ERR1913190.156066__1.156066	165179__A0A3E5E643__DXB80_06030
ERR1913190.156170__1.156170	360807__A0A173R6V5__ROSEINA2194_00471
ERR1913190.156200__1.156200	165179__D1PE06__DXC61_05975
ERR1913190.156205__1.156205	33025__A0A395JBA6__C8D73_1039
ERR1913190.156502__1.156502	47678__A5ZHJ2__DXB67_12405
ERR1913190.156591__1.156591	165179__A0A3E5DY64__CFT61_10025
ERR1913190.156611__1.156611	165179__R6C3K4__PREVCOP_05795
ERR1913190.157145__1.157145	1262922__R6E4G3__BN487_01085
ERR1913190.157321__1.157321	28116__A0A1Y4Q1S9__DHW41_02535
ERR1913190.157504__1.157504	33025__A0A395JE11__C8D73_101318
ERR1913190.157532__1.157532	165179__A0A3E5A5E5__DXC61_13965
ERR1913190.157587__1.157587	165179__A0A3E5ECZ7__PREVCOP_06006
ERR1913190.158564__1.158564	165179__A0A3E5EA83__DXC61_07750
ERR1913190.158567__1.158567	165179__D1PGU8__PREVCOP_06463
ERR1913190.158632__1.158632	165179__D1PGU8__PREVCOP_06463
ERR1913190.158728__1.158728	1262882__R5MIY9__BN519_01097
ERR1913190.158764__1.158764	165179__A0A3E5E5H1__DXC61_07220
ERR1913190.158991__1.158991	1160721__W0U8M9__RBI_II00386
ERR1913190.159173__1.159173	28116__R6DIL2__DXD69_10970
ERR1913190.159236__1.159236	165179__D1P8K1__DXB80_06045
ERR1913190.159432__1.159432	1262882__R5MT08__BN519_01706
ERR1913190.159443__1.159443	820__A0A139K4T0__ERS852510_03146
ERR1913190.159567__1.159567	301301__A0A395VAT7__dhaS_1
ERR1913190.159570__1.159570	46228__B5CP91__RUMLAC_01282
ERR1913190.159639__1.159639	1472761__GCA_002159295.1_00742
ERR1913190.159703__1.159703	165179__A0A229I4J4__proA
ERR1913190.159704__1.159704	1262882__R5N3T7__BN519_01188
ERR1913190.159991__1.159991	214856__R6Y6H8__ERS852447_01719
ERR1913190.159971__1.159971	165179__A0A3E5DWJ4__PREVCOP_06538
ERR1913190.160086__1.160086	47678__A5ZG68__ERS852494_02968
ERR1913190.160099__1.160099	1262882__R5ML49__BN519_01361
ERR1913190.160150__1.160150	1262882__R5MIC9__BN519_00834
ERR1913190.160218__1.160218	1262882__R5MYX5__BN519_00333
ERR1913190.160278__1.160278	165179__A0A3E5E643__DXB80_06030
ERR1913190.160505__1.160505	1262882__R5N3T7__BN519_01188
ERR1913190.160889__1.160889	214856__R6XS46__ERS852559_00812
ERR1913190.161124__1.161124	165179__D1PCU4__PREVCOP_05029
ERR1913190.161311__1.161311	165179__A0A3E5DZ85__PREVCOP_04238
ERR1913190.161327__1.161327	1160721__W0U2H8__BHW50_07775
ERR1913190.161386__1.161386	1897011__A0A1Q6RDV6__BHW41_05295
ERR1913190.162002__1.162002	165179__A0A3E5E7J5__DXC61_10360
ERR1913190.161952__1.161952	1628085__A0A2U1BGQ7__C7386_101108
ERR1913190.161897__1.161897	165179__A0A3E5ED28__PREVCOP_06655
ERR1913190.161900__1.161900	1263000__R5EBJ1__BN466_00540
ERR1913190.162023__1.162023	165179__D1PAJ7__PREVCOP_04222
ERR1913190.162150__1.162150	165179__A0A3E5DR10__DXC61_03505
ERR1913190.162233__1.162233	1262882__R5N532__BN519_01420
ERR1913190.162301__1.162301	165179__D1PES9__DXB80_11585
ERR1913190.162420__1.162420	1897011__A0A1Q6RGC2__BHW41_02765
ERR1913190.162644__1.162644	1262882__R5N3H1__BN519_01121
ERR1913190.162593__1.162593	33025__A0A395JB30__C8D73_1034
ERR1913190.162689__1.162689	214856__A0A174FWM7__ERS852559_00590
ERR1913190.162813__1.162813	39485__A0A174ZUV1__tig_3
ERR1913190.162918__1.162918	165179__A0A3E5A5E5__DXC61_13965
ERR1913190.162964__1.162964	1262882__R5MND9__BN519_00831
ERR1913190.163032__1.163032	165179__A0A3E5E2B6__DXB80_02820
ERR1913190.163209__1.163209	165179__A0A229I740__DXC61_10430
ERR1913190.163200__1.163200	28117__B0MYI9__BHV66_05415
ERR1913190.163665__1.163665	214856__R6XTZ7__ERS852447_02314
ERR1913190.163693__1.163693	1262882__R5MYI1__BN519_00416
ERR1913190.163799__1.163799	1262882__R5N3H1__BN519_01121
ERR1913190.163813__1.163813	1262882__R5MRT2__BN519_01494
ERR1913190.164026__1.164026	165179__A0A3E5DY64__CFT61_10025
ERR1913190.164059__1.164059	1263000__R5EJ76__BN466_01936
ERR1913190.164302__1.164302	165179__A0A3E5E7D5__PREVCOP_03928
ERR1913190.164578__1.164578	47678__R5U558__ERS852558_02232
ERR1913190.164652__1.164652	165179__A0A3E5EB26__CFT61_02800
ERR1913190.165016__1.165016	165179__A0A174IHQ2__PREVCOP_05478
ERR1913190.164978__1.164978	39485__A0A174Z1A6__EUBELI_00220
ERR1913190.165101__1.165101	214856__R6XS46__ERS852559_00812
ERR1913190.165134__1.165134	165179__D1PGD2__DXC61_10875
ERR1913190.165329__1.165329	165179__A0A174W369__PREVCOP_04548
ERR1913190.165390__1.165390	301302__R5UU15__ERS852420_02998
ERR1913190.165634__1.165634	165179__A0A174IHQ2__PREVCOP_05478
ERR1913190.165685__1.165685	165179__A0A3E5E5L1__DXB80_05980
ERR1913190.165797__1.165797	1262882__R5N1R4__BN519_00788
ERR1913190.165850__1.165850	1262882__R5MRT2__BN519_01494
ERR1913190.165983__1.165983	1262882__R5N3T7__BN519_01188
ERR1913190.166103__1.166103	1262882__R5N3H1__BN519_01121
ERR1913190.166112__1.166112	1680__A0A087DHN0__AL0462_1532
ERR1913190.166146__1.166146	165179__A0A174IHQ2__PREVCOP_05478
ERR1913190.166198__1.166198	39485__C4Z208__ywiB
ERR1913190.166199__1.166199	165179__A0A3E5E7Z8__PREVCOP_06480
ERR1913190.166223__1.166223	1263000__R5ES99__BN466_01121
ERR1913190.166252__1.166252	165179__D1PE06__DXC61_05975
ERR1913190.166325__1.166325	33025__A0A395JBB5__C8D73_107104
ERR1913190.166385__1.166385	1262882__R5MZZ3__BN519_00482
ERR1913190.166764__1.166764	360807__A0A0M6WDI8__RIL183_01921
ERR1913190.166838__1.166838	745368__A0A1T4Y9Q7__SAMN02745178_02874
ERR1913190.166846__1.166846	165179__A0A174X1C3__DXB80_12745
ERR1913190.167192__1.167192	1262882__R5N1L4__BN519_00757
ERR1913190.167253__1.167253	1262882__R5MRS7__BN519_01490
ERR1913190.167351__1.167351	46228__V8BPH3__RUMLAC_01268
ERR1913190.167558__1.167558	39485__R5ZNG4__yerB
ERR1913190.167623__1.167623	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913190.167660__1.167660	28117__B0MTS2__ALIPUT_00159
ERR1913190.167688__1.167688	165179__D1PCT4__DXB80_09470
ERR1913190.168021__1.168021	1897011__A0A1Q6RC54__BHW41_06555
ERR1913190.168584__1.168584	165179__A0A3E5DPL2__PREVCOP_05023
ERR1913190.168722__1.168722	1262744__R6FST0__BN744_00381
ERR1913190.169058__1.169058	745368__A0A1T4XU57__SAMN02745178_02337
ERR1913190.169173__1.169173	1262924__R7HTA4__BN585_00391
ERR1913190.169351__1.169351	1263000__R5ESM1__BN466_01440
ERR1913190.169363__1.169363	1263000__R5EPJ2__BN466_00954
ERR1913190.169708__1.169708	46503__R6Y9P8__evgS_3
ERR1913190.170058__1.170058	165179__A0A3E5E2B6__DXB80_02820
ERR1913190.170060__1.170060	1897011__A0A1Q6RJV2__BHW41_00030
ERR1913190.170142__1.170142	165179__A0A3E5E2V4__PREVCOP_05070
ERR1913190.170166__1.170166	1501391__GCA_000786575.1_00092
ERR1913190.170227__1.170227	165179__A0A3E5DRF6__DXC61_00200
ERR1913190.170757__1.170757	165179__A0A3E5DWJ4__PREVCOP_06538
ERR1913190.170877__1.170877	1262942__R7QUX7__BN520_00660
ERR1913190.170939__1.170939	1262882__R5MLA4__BN519_01536
ERR1913190.171018__1.171018	626932__G5H5K6__HMPREF9450_00216
ERR1913190.171026__1.171026	1262882__R5MHZ2__BN519_00742
ERR1913190.171082__1.171082	29361__B6FKH5__CLONEX_00621
ERR1913190.171100__1.171100	1263000__R5F0H4__BN466_00249
ERR1913190.171165__1.171165	1262889__R7HFT7__BN634_01537
ERR1913190.171179__1.171179	165179__A0A174W369__PREVCOP_04548
ERR1913190.171328__1.171328	165179__A0A3E5DN34__DXC61_07865
ERR1913190.171412__1.171412	371601__I9UPW7__BN890_25900
ERR1913190.171526__1.171526	39496__A5Z5I2__EUBVEN_00963
ERR1913190.171588__1.171588	1263000__R5ESM1__BN466_01440
ERR1913190.171814__1.171814	165179__A0A174W369__PREVCOP_04548
ERR1913190.171842__1.171842	165179__A0A3E5A5E5__DXC61_13965
ERR1913190.171935__1.171935	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913190.172413__1.172413	165179__D1PAJ7__PREVCOP_04222
ERR1913190.172432__1.172432	165179__D1PCY7__DXB80_02765
ERR1913190.172866__1.172866	28116__A7M617__SAMN05192582_105025
ERR1913190.172931__1.172931	1160721__W0U7T4__BHW50_09645
ERR1913190.172953__1.172953	28117__B0MXR1__BHV66_08035
ERR1913190.172989__1.172989	1680__A0A174BEE7__BSTER_1311
ERR1913190.173001__1.173001	552398__F4XCQ4__HMPREF0866_01621
ERR1913190.173125__1.173125	28117__B0MUL5__ALIPUT_00722
ERR1913190.173212__1.173212	1262882__R5MIC9__BN519_00834
ERR1913190.173275__1.173275	1262882__R5MLT4__BN519_01496
ERR1913190.173299__1.173299	823__A0A395YZ10__NCTC11152_02955
ERR1913190.173319__1.173319	165179__R6CNX7__DXB80_02200
ERR1913190.173513__1.173513	33025__A0A395JBA6__C8D73_1039
ERR1913190.173606__1.173606	1263000__R5EGE6__BN466_00911
ERR1913190.173790__1.173790	165179__A0A3E5EBY9__CFT61_01220
ERR1913190.173807__1.173807	165179__D1PDT3__PREVCOP_05375
ERR1913190.173871__1.173871	1262948__R7EA06__BN671_01316
ERR1913190.173917__1.173917	1262911__R6H1B2__BN557_00840
ERR1913190.174059__1.174059	165179__A0A3E5A5E5__DXC61_13965
ERR1913190.174134__1.174134	165179__D1PEZ7__DXC61_06515
ERR1913190.174135__1.174135	165179__W1I4H6__DXB80_13655
ERR1913190.174203__1.174203	165179__A0A3E5E4P9__DXB80_07930
ERR1913190.174266__1.174266	1262992__R5CXM7__BN795_01016
ERR1913190.174278__1.174278	820__A0A3E4GFT8__HMPREF1073_03236
ERR1913190.174295__1.174295	1897011__A0A1Q6RC19__BHW41_06415
ERR1913190.174301__1.174301	1262882__R5N526__BN519_01603
ERR1913190.174602__1.174602	39485__A0A174ZNW9__luxQ_1
ERR1913190.174708__1.174708	33025__A0A395JBV3__C8D73_10433
ERR1913190.174735__1.174735	301302__A0A173TZN3__M72_00321
ERR1913190.175042__1.175042	165179__A0A3E4SJT2__PREVCOP_04897
ERR1913190.175139__1.175139	33025__A0A395JBU5__C8D73_10423
ERR1913190.175204__1.175204	165179__A0A229I740__DXC61_10430
ERR1913190.175347__1.175347	165179__R6CJG8__DXC61_09290
ERR1913190.175397__1.175397	165179__A0A174W369__PREVCOP_04548
ERR1913190.175425__1.175425	214856__R6XS46__ERS852559_00812
ERR1913190.175724__1.175724	28117__R7JJM9__ALIPUT_00662
ERR1913190.175740__1.175740	823__A0A395YY84__DXC05_19515
ERR1913190.176086__1.176086	165179__W1I4H6__DXB80_13655
ERR1913190.176107__1.176107	165179__D1PCL6__DXB80_13435
ERR1913190.176398__1.176398	165179__A0A3E5AE59__DXC61_12885
ERR1913190.176493__1.176493	165179__A0A3E5DR10__DXC61_03505
ERR1913190.176543__1.176543	853__A0A2A7A4A9__C4N21_14870
ERR1913190.176652__1.176652	165179__R6C5D6__PREVCOP_04658
ERR1913190.176746__1.176746	1262882__R5MND9__BN519_00831
ERR1913190.176814__1.176814	626932__G5H8K0__HMPREF9450_01260
ERR1913190.176797__1.176797	165179__A0A3E5ED28__PREVCOP_06655
ERR1913190.176849__1.176849	626932__G5H8Q2__HMPREF9450_01988
ERR1913190.176994__1.176994	165179__R6CNX7__DXB80_02200
ERR1913190.177022__1.177022	165179__W1I4H6__DXB80_13655
ERR1913190.177079__1.177079	1897011__A0A1Q6RG37__BHW41_02405
ERR1913190.177123__1.177123	410072__A0A174K8D1__DXD67_04220
ERR1913190.177130__1.177130	165179__D1PGD2__DXC61_10875
ERR1913190.177232__1.177232	1262882__R5N3T7__BN519_01188
ERR1913190.177357__1.177357	33025__A0A395JAJ0__C8D73_107105
ERR1913190.177359__1.177359	33025__A0A395JEP7__C8D73_10844
ERR1913190.177420__1.177420	165179__A0A229I9X5__CFT61_01205
ERR1913190.177603__1.177603	1262882__R5N587__BN519_01643
ERR1913190.177648__1.177648	28116__F7LC60__AA414_00422
ERR1913190.177706__1.177706	1262882__R5MJ49__BN519_01124
ERR1913190.177866__1.177866	1263000__R5EGP9__BN466_01419
ERR1913190.177939__1.177939	1263000__R5EC87__BN466_00713
ERR1913190.178134__1.178134	1897011__A0A1Q6RF88__BHW41_03295
ERR1913190.178216__1.178216	1262882__R5MZ06__BN519_00492
ERR1913190.178332__1.178332	165179__R6CJG8__DXC61_09290
ERR1913190.178458__1.178458	165179__R6XIF8__DXC61_07265
ERR1913190.178631__1.178631	1262911__R6GY22__BN557_00023
ERR1913190.178694__1.178694	1897011__A0A1Q6RE54__BHW41_04745
ERR1913190.178896__1.178896	165179__A0A3E5E6C5__PREVCOP_03510
ERR1913190.179066__1.179066	1965604__A0A1Y4EQD1__B5F54_10040
ERR1913190.179067__1.179067	1262882__R5MT08__BN519_01706
ERR1913190.179313__1.179313	28117__B0MUR5__BHV66_03900
ERR1913190.179338__1.179338	165179__D1PE06__DXC61_05975
ERR1913190.179429__1.179429	1262911__R6HH15__BN557_01507
ERR1913190.179555__1.179555	165179__A0A3E5AAM8__DXB80_10240
ERR1913190.179629__1.179629	2293125__A0A374BRU5__DW917_14365
ERR1913190.179678__1.179678	39485__A0A174Z551__glnL
ERR1913190.179838__1.179838	165179__A0A3E5ECZ7__PREVCOP_06006
ERR1913190.180188__1.180188	33025__A0A395JB55__C8D73_104122
ERR1913190.180375__1.180375	214856__R6XP73__ERS852447_00886
ERR1913190.180448__1.180448	214856__R6Y2Y4__ERS852447_01086
ERR1913190.180453__1.180453	1263000__R5EHB0__BN466_01647
ERR1913190.180921__1.180921	1262882__R5MJM8__BN519_01064
ERR1913190.180955__1.180955	165179__A0A3E5E3D6__DXC61_05750
ERR1913190.180969__1.180969	357276__A0A0P0M2G3__BACDOR_03913
ERR1913190.181074__1.181074	28117__R7JR95__ALIPUT_01367
ERR1913190.181100__1.181100	1263000__R5EHB0__BN466_01647
ERR1913190.181526__1.181526	165179__A0A3E5AF88__DXC61_14960
ERR1913190.181680__1.181680	39492__D4JSS4__ERS852540_02517
ERR1913190.182084__1.182084	33025__A0A395JIJ9__C8D73_101350
ERR1913190.182169__1.182169	33025__A0A395JEP7__C8D73_10844
ERR1913190.182224__1.182224	165179__A0A3E5E643__DXB80_06030
ERR1913190.182297__1.182297	1262992__R5CXM7__BN795_01016
ERR1913190.182620__1.182620	214856__A0A173YXX1__ERS852559_01651
ERR1913190.182624__1.182624	552398__F4XCQ4__HMPREF0866_01621
ERR1913190.182675__1.182675	165179__D1PEW8__DXB80_13775
ERR1913190.182687__1.182687	165179__D1PER3__DXB80_11525
ERR1913190.182760__1.182760	165179__A0A3E5ED28__PREVCOP_06655
ERR1913190.182914__1.182914	39488__A0A285PS10__ERS852578_00426
ERR1913190.182931__1.182931	410072__A0A174IQI6__ERS852574_01030
ERR1913190.183103__1.183103	46503__K5ZAK9__NCTC13052_03308
ERR1913190.183210__1.183210	1263000__R5EHB0__BN466_01647
ERR1913190.183281__1.183281	1263000__R5EGP9__BN466_01419
ERR1913190.183344__1.183344	301302__A0A173SCU7__M72_12871
ERR1913190.183367__1.183367	165179__A0A3E5DWQ1__DXB80_06635
ERR1913190.183478__1.183478	301302__R5UM41__M72_15921
ERR1913190.183480__1.183480	301301__A0A174GNJ2__RHOM_05610
ERR1913190.183511__1.183511	1897011__A0A1Q6RDB1__BHW41_05850
ERR1913190.183743__1.183743	1262986__R6AU40__BN492_00194
ERR1913190.183957__1.183957	165179__A0A3E5EBQ2__DXC61_01930
ERR1913190.184641__1.184641	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913190.184673__1.184673	1263107__GCA_000436995.1_00021
ERR1913190.184719__1.184719	165179__A0A3E5EBQ2__DXC61_01930
ERR1913190.184767__1.184767	301301__A0A395VA97__RHOM_13930
ERR1913190.184856__1.184856	360807__A0A173RZE9__polC_2
ERR1913190.184835__1.184835	214856__R6Z590__ERS852447_01059
ERR1913190.184878__1.184878	165179__D1PGU8__PREVCOP_06463
ERR1913190.184934__1.184934	1262886__R6QGP2__BN563_00323
ERR1913190.185070__1.185070	165179__A0A174IPI3__CFT61_10940
ERR1913190.185171__1.185171	165179__A0A3E5DWJ4__PREVCOP_06538
ERR1913190.185225__1.185225	214856__R6YD52__ERS852447_02171
ERR1913190.185226__1.185226	40520__R7DCR4__DXB81_00490
ERR1913190.185282__1.185282	1262942__R7QYA9__BN520_01435
ERR1913190.185283__1.185283	745368__A0A1T4X3J8__SAMN02745178_01380
ERR1913190.185428__1.185428	301301__A0A173YZL6__RHOM_00815
ERR1913190.185578__1.185578	1262882__R5MZ06__BN519_00492
ERR1913190.185851__1.185851	165179__A0A3E4S980__PREVCOP_04626
ERR1913190.185897__1.185897	1263000__R5EFY3__BN466_01416
ERR1913190.185904__1.185904	1263000__R5ELA0__BN466_02255
ERR1913190.186235__1.186235	1263000__R5EKT2__BN466_02168
ERR1913190.186475__1.186475	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913190.186963__1.186963	626932__G5H776__HMPREF9450_00919
ERR1913190.187152__1.187152	446660__GCA_003428235.1_00952
ERR1913190.187304__1.187304	33025__A0A395JED3__C8D73_101461
ERR1913190.187478__1.187478	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913190.187733__1.187733	1262992__R5CXL4__BN795_01001
ERR1913190.187912__1.187912	165179__A0A174IPI3__CFT61_10940
ERR1913190.188080__1.188080	360807__C0G0A1__ERS852444_02410
ERR1913190.188263__1.188263	165179__A0A3E5EB26__CFT61_02800
ERR1913190.188437__1.188437	165179__D1PCT4__DXB80_09470
ERR1913190.188542__1.188542	1262882__R5MGX3__BN519_00046
ERR1913190.188870__1.188870	165179__A0A3E5EBQ2__DXC61_01930
ERR1913190.189372__1.189372	165179__A0A174UI01__DXB80_12165
ERR1913190.189531__1.189531	39485__A0A174YXK1__ERS852490_01547
ERR1913190.189667__1.189667	214856__R6Z5D0__resA_4
ERR1913190.189715__1.189715	301301__A0A395VDE4__ERS852391_00518
ERR1913190.189760__1.189760	301302__R5UU15__ERS852420_02998
ERR1913190.189780__1.189780	165179__D1PES9__DXB80_11585
ERR1913190.189751__1.189751	1262882__R5MSX6__BN519_01697
ERR1913190.189785__1.189785	1262882__R5N3T7__BN519_01188
ERR1913190.189845__1.189845	1262882__R5N3T7__BN519_01188
ERR1913190.189885__1.189885	165179__R6C3K4__PREVCOP_05795
ERR1913190.189921__1.189921	1262882__R5MHZ2__BN519_00742
ERR1913190.189926__1.189926	301302__R5VE56__M72_25941
ERR1913190.190055__1.190055	33025__A0A395JBB5__C8D73_107104
ERR1913190.190080__1.190080	1263000__R5ECE2__BN466_00896
ERR1913190.190561__1.190561	853__A0A173T0Y8__CGS54_07215
ERR1913190.190623__1.190623	39485__C4Z6K2__ERS852490_00407
ERR1913190.190934__1.190934	1897011__A0A1Q6RE54__BHW41_04745
ERR1913190.190960__1.190960	487174__K0XLV6__DIT83_00940
ERR1913190.191169__1.191169	165179__A0A3E5E4P9__DXB80_07930
ERR1913190.191527__1.191527	1897011__A0A1Q6RI93__BHW41_01175
ERR1913190.191834__1.191834	1262882__R5N526__BN519_01603
ERR1913190.192059__1.192059	1263000__R5EFY3__BN466_01416
ERR1913190.192018__1.192018	165179__R6CNX7__DXB80_02200
ERR1913190.192248__1.192248	301302__R5UPH9__M72_00521
ERR1913190.192275__1.192275	1262882__R5N4D8__BN519_01497
ERR1913190.192280__1.192280	1501391__GCA_000786575.1_00056
ERR1913190.192281__1.192281	1501391__GCA_000786575.1_00028
ERR1913190.192648__1.192648	165179__A0A3E5EA83__DXC61_07750
ERR1913190.192673__1.192673	33025__A0A395J8P0__C8D73_1144
ERR1913190.192879__1.192879	33025__A0A395JCA1__C8D73_102219
ERR1913190.192961__1.192961	410072__A0A3E4GT98__ERS852574_02351
ERR1913190.193373__1.193373	166486__D4KVZ0__ERS852572_03130
ERR1913190.193376__1.193376	165179__A0A3E4SEG4__DXC61_11235
ERR1913190.193403__1.193403	1263000__R5EU91__BN466_01432
ERR1913190.193457__1.193457	1263000__R5ECL2__BN466_00920
ERR1913190.193485__1.193485	1897011__A0A1Q6RGE4__BHW41_02910
ERR1913190.193631__1.193631	28117__B0MTW8__ALIPUT_00502
ERR1913190.194077__1.194077	301301__G2SZM1__RHOM_00740
ERR1913190.194137__1.194137	165179__R6XIF8__DXC61_07265
ERR1913190.194143__1.194143	820__A0A3E4WA06__ERS852554_03404
ERR1913190.194222__1.194222	1897011__A0A1Q6RDN9__BHW41_05070
