ERR1912978.144__1.144	1297617__A0A0S2W8P7__BIV19_11120
ERR1912978.672096__1.672096	360807__A0A1Q6TCY9__ERS852444_01883
ERR1912978.672211__1.672211	39492__D4JTJ1__EUBSIR_01453
ERR1912978.672212__1.672212	39492__D4JSG7__EUBSIR_01006
ERR1912978.672237__1.672237	322505__xre_3
ERR1912978.672451__1.672451	33038__A0A2N5Q375__RUMGNA_00645
ERR1912978.672461__1.672461	820__A0A3E4PYB0__yejM
ERR1912978.672517__1.672517	501571__R8W0X4__B5F17_07655
ERR1912978.672569__1.672569	28052__A0A174Z2D5__mcp2_3
ERR1912978.672701__1.672701	28052__R7N9D0__yhaP
ERR1912978.672742__1.672742	239935__A0A2N8HDT1__CXT94_05270
ERR1912978.672775__1.672775	33039__A0A174ZC42__ppaC
ERR1912978.672826__1.672826	1262989__R6YB80__BN815_02299
ERR1912978.673105__1.673105	1150298__R7JNU0__nagK
ERR1912978.673154__1.673154	1262986__R6A8H3__BN492_00409
ERR1912978.673206__1.673206	487174__K0WRP3__HMPREF9448_02660
ERR1912978.673230__1.673230	33038__A0A2N5PVP0__C5Y99_01390
ERR1912978.673262__1.673262	562__A0A376L0A6__CQA14_19985
ERR1912978.673271__1.673271	165179__A0A174SA26__PREVCOP_05758
ERR1912978.673301__1.673301	28116__A0A3D2LWY1__ERS852555_01619
ERR1912978.673353__1.673353	39492__D4JSS2__EUBSIR_00553
ERR1912978.673514__1.673514	33038__A0A2N5NXH5__CDL27_14300
ERR1912978.673571__1.673571	301301__A0A395V7U1__ycdT
ERR1912978.673575__1.673575	88431__A0A174EMW0__thiD_1
ERR1912978.673637__1.673637	214856__E4MFP6__ERS852447_01708
ERR1912978.673647__1.673647	33038__A0A2N5P318__HMPREF1201_01171
ERR1912978.673677__1.673677	821__A0A397WGD6__M098_0084
ERR1912978.673788__1.673788	821__A0A0P0M405__DXC02_15075
ERR1912978.673790__1.673790	28052__A0A174JEB6__ERS852499_01024
ERR1912978.673861__1.673861	821__A0A173WG51__BVU_2549
ERR1912978.673950__1.673950	28116__C3QMW4__BACOVA_04147
ERR1912978.673955__1.673955	39485__A0A174YNW2__cph2_3
ERR1912978.674274__1.674274	33038__F7JTF2__CDL22_02335
ERR1912978.674276__1.674276	28052__R7NAP6__ERS852499_01969
ERR1912978.674368__1.674368	239935__B2URG9__CXU00_11290
ERR1912978.674431__1.674431	821__A0A3E4KIM1__M097_3660
ERR1912978.674624__1.674624	820__A0A3E4W4Y7__B5G17_02055
ERR1912978.674716__1.674716	821__C3RB94__DXC03_15585
ERR1912978.674852__1.674852	357276__I9QBT7__BSEG_03340
ERR1912978.674867__1.674867	821__A0A174WBC9__ERS852556_03145
ERR1912978.675063__1.675063	1263000__R5EGP9__BN466_01419
ERR1912978.675161__1.675161	292800__A0A1C7FP14__ERS852518_04317
ERR1912978.675170__1.675170	33038__A7B5U7__CDL18_11280
ERR1912978.675533__1.675533	40519__U2MCQ8__RUMCAL_00556
ERR1912978.675625__1.675625	1160721__W0U8M9__RBI_II00386
ERR1912978.675653__1.675653	1160721__R6SZN5__BHW50_07705
ERR1912978.675699__1.675699	28118__F9Z9Z7__B5F99_12650
ERR1912978.675929__1.675929	301301__A0A395V573__RHOM_13925
ERR1912978.676051__1.676051	1262986__R6A821__BN492_01136
ERR1912978.676199__1.676199	78535__A0A380M603__NCTC1080_01206
ERR1912978.676528__1.676528	33038__A0A2N5NWR8__CDL18_14140
ERR1912978.676538__1.676538	33038__A0A3E4K4Y5__CDL20_06020
ERR1912978.676700__1.676700	329854__R5LT64__BACINT_03703
ERR1912978.676794__1.676794	33038__A0A396G851__tig
ERR1912978.676825__1.676825	28052__A0A174MSU9__ERS852499_02010
ERR1912978.677134__1.677134	329854__R5LW55__DXD57_21020
ERR1912978.677219__1.677219	820__A0A3E4HWJ4__DXD40_05945
ERR1912978.677396__1.677396	329854__A0A3E4KYM8__DXD27_06860
ERR1912978.677422__1.677422	823__A0A173TL14__M095_0764
ERR1912978.677820__1.677820	39485__C4Z6R3__mcp2_1
ERR1912978.677896__1.677896	360807__A0A1Q6TAV1__ROSEINA2194_00431
ERR1912978.677900__1.677900	28052__R7NBF2__ERS852451_02191
ERR1912978.678073__1.678073	165179__A0A3E5E189__PREVCOP_06699
ERR1912978.678079__1.678079	360807__C0G083__ROSEINA2194_04432
ERR1912978.678111__1.678111	1550024__G9RPI3__ASJ35_09180
ERR1912978.678103__1.678103	1160721__W0U532__RBI_I00944
ERR1912978.678173__1.678173	552398__F4XAJ9__HMPREF0866_00317
ERR1912978.678231__1.678231	823__A6LGI3__DXB14_09215
ERR1912978.678467__1.678467	301301__A0A395VEJ3__hupR1
ERR1912978.678662__1.678662	2292352__A0A374URU2__DXC23_04195
ERR1912978.678663__1.678663	246787__A0A139L268__BcellWH2_03192
ERR1912978.678776__1.678776	88431__A0A174MYZ5__ycjP_7
ERR1912978.679115__1.679115	328814__GCA_004558275.1_00036
ERR1912978.679147__1.679147	28052__A0A174JNK0__ERS852451_01116
ERR1912978.679388__1.679388	39492__D4MJF3__EUBSIR_02248
ERR1912978.679444__1.679444	2292352__A0A374UKZ5__DXC23_11285
ERR1912978.679446__1.679446	28052__R7NDD4__ywtF
ERR1912978.679709__1.679709	821__A0A174TD86__C800_00949
ERR1912978.679714__1.679714	28117__B0MXX3__BHV66_07695
ERR1912978.679751__1.679751	28052__A0A174I2V6__ERS852499_00643
ERR1912978.679735__1.679735	821__D4VD59__BHV80_04260
ERR1912978.679814__1.679814	487174__K0WX10__DIT83_10030
ERR1912978.679830__1.679830	33038__A0A2N5PGR1__ERS852409_01332
ERR1912978.680038__1.680038	821__E5UY21__C800_02204
ERR1912978.680067__1.680067	242750__D1PVG9__HMPREF0645_0954
ERR1912978.680123__1.680123	39485__A0A174YMM2__ERS852490_01019
ERR1912978.680167__1.680167	239935__A0A2N8HBP0__CXT94_04450
ERR1912978.680306__1.680306	1160721__R6T344__RBI_I00565
ERR1912978.680291__1.680291	384639__GCA_003096855.1_01179
ERR1912978.680359__1.680359	301301__A0A395V9A0__RHOM_08800
ERR1912978.680377__1.680377	28116__C3QXZ9__DXA80_15295
ERR1912978.680519__1.680519	33038__F7JTF2__CDL22_02335
ERR1912978.680681__1.680681	1262986__R5ZS13__BN492_00897
ERR1912978.680740__1.680740	29361__B6FQF6__CLONEX_02376
ERR1912978.680794__1.680794	39491__R6TQ09__DXC13_03010
ERR1912978.680921__1.680921	487174__K0X3L3__DDY40_11345
ERR1912978.680966__1.680966	446660__GCA_003428235.1_01919
ERR1912978.681050__1.681050	165179__A0A3E5ED28__PREVCOP_06655
ERR1912978.681112__1.681112	360807__A0A0M6X1Y4__ROSEINA2194_02133
ERR1912978.681195__1.681195	39485__R5ZNG4__yerB
ERR1912978.681249__1.681249	649756__R7BXP1__ERS852425_00382
ERR1912978.681287__1.681287	1776045__A0A0U5J7K7__BN3456_00132
ERR1912978.681332__1.681332	39491__D6E408__EUBREC_1466
ERR1912978.681691__1.681691	301302__A0A0M6WI31__znuC_2
ERR1912978.681871__1.681871	292800__A0A174RMP1__yhjX_3
ERR1912978.682098__1.682098	39485__A0A174YJA4__EUBELI_20421
ERR1912978.682148__1.682148	33038__A7B8N9__CDL21_10000
ERR1912978.682300__1.682300	39485__A0A174Z551__glnL
ERR1912978.682383__1.682383	329854__R7E6E5__DXK01_14405
ERR1912978.682497__1.682497	150055__A0A2X4FF79__NCTC8738_02048
ERR1912978.682609__1.682609	821__A0A0P0M405__DXC02_15075
ERR1912978.682582__1.682582	487174__K0WTW4__DDY40_12630
ERR1912978.682678__1.682678	239935__A0A2N8I3Z7__CXU05_10555
ERR1912978.682715__1.682715	33038__F7K1D5__CDL23_09565
ERR1912978.682798__1.682798	40519__U2MCQ8__RUMCAL_00556
ERR1912978.682860__1.682860	1160721__W0U330__BHW50_08125
ERR1912978.683333__1.683333	28052__A0A174HXG0__galK_3
ERR1912978.683301__1.683301	28117__B0MXG8__ALIPUT_01814
ERR1912978.683346__1.683346	39485__C4Z684__ERS852492_01895
ERR1912978.683371__1.683371	562__P0A9K7__AUQ29_19530
ERR1912978.683372__1.683372	1160721__W0U2W0__BHW50_02075
ERR1912978.683489__1.683489	246787__A0A3D6ARE5__HMPREF1062_01788
ERR1912978.683519__1.683519	820__A0A3E4G826__C801_01612
ERR1912978.683606__1.683606	2108523__A0A2P2F214__LAWASA_27
ERR1912978.683598__1.683598	33038__A0A2N5PDA1__C5Y99_06180
ERR1912978.683700__1.683700	33038__R5UBY3__lutR_1
ERR1912978.683778__1.683778	329854__B3CEI8__DXD57_08440
ERR1912978.684178__1.684178	2173__A0A1D2WX40__BK798_08810
ERR1912978.684254__1.684254	33038__A0A2N5P1G8__lyc
ERR1912978.684690__1.684690	544645__A0A1U7L9U1__DXC42_00420
ERR1912978.684672__1.684672	821__A0A397WGD6__M098_0084
ERR1912978.684713__1.684713	165179__D1PGU8__PREVCOP_06463
ERR1912978.684879__1.684879	165179__D1PDF6__DXB80_12430
ERR1912978.684931__1.684931	2292352__A0A374UIX0__DXC23_12260
ERR1912978.685175__1.685175	214856__A0A174ZB00__ERS852559_00631
ERR1912978.685495__1.685495	2173__A0A1D2WT01__BK798_04470
ERR1912978.685529__1.685529	821__A0A395VIK7__BVU_1225
ERR1912978.685506__1.685506	649756__D4MXY4__CL2_04010
ERR1912978.685614__1.685614	28116__A0A139LL51__B5F02_01570
ERR1912978.685791__1.685791	28052__A0A174GWB0__amiC
ERR1912978.685938__1.685938	853__A0A173YYY4__DWZ04_09420
ERR1912978.685959__1.685959	1160721__W0U1Y8__BHW50_02040
ERR1912978.685981__1.685981	33038__A0A2N5NVQ3__CDL19_02550
ERR1912978.686231__1.686231	2108523__A0A2P2F3W3__LAWASA_692
ERR1912978.686244__1.686244	246787__A0A0P0FVC6__BACCELL_03671
ERR1912978.686296__1.686296	329854__R5MTF4__DXK01_12115
ERR1912978.686312__1.686312	33038__A0A2N5PU17__C5Y99_11950
ERR1912978.686472__1.686472	487174__K0X524__DDY40_09270
ERR1912978.686583__1.686583	216816__B3DRU6__DPC6323_0992
ERR1912978.686716__1.686716	1262988__R7N448__BN816_01548
ERR1912978.686719__1.686719	28052__A0A174MKP3__ERS852451_02483
ERR1912978.686814__1.686814	28052__A0A174MGP2__lyc_2
ERR1912978.687129__1.687129	39485__C4Z538__EUBELI_00734
ERR1912978.687375__1.687375	33038__A0A2N5Q1T9__ERS852409_01319
ERR1912978.687377__1.687377	28117__B0MWC6__BHV66_00965
ERR1912978.687428__1.687428	821__A0A397WGD6__M098_0084
ERR1912978.687596__1.687596	33038__F7JTF2__CDL22_02335
ERR1912978.687627__1.687627	821__A0A396F1N0__M099_1553
ERR1912978.687797__1.687797	1263000__R5EKY5__BN466_02100
ERR1912978.687843__1.687843	39485__A0A174ZQT9__EUBELI_20278
ERR1912978.687862__1.687862	360807__C0FVL1__ERS852392_00394
ERR1912978.687894__1.687894	165179__D1PGU8__PREVCOP_06463
ERR1912978.687946__1.687946	239935__R6JD78__CXU05_09250
ERR1912978.688157__1.688157	487174__K0WUW8__DDY40_02615
ERR1912978.688254__1.688254	458033__GCA_001482755.1_02203
ERR1912978.688296__1.688296	1897011__A0A1Q6REW8__BHW41_04435
ERR1912978.688342__1.688342	165179__A0A3E5AHY4__CFT61_07675
ERR1912978.688453__1.688453	328814__GCA_004558275.1_00391
ERR1912978.688552__1.688552	33038__A0A2N5NRJ3__CDL20_13245
ERR1912978.688728__1.688728	239935__A0A2N8IKW7__pstA
ERR1912978.688934__1.688934	329854__A0A3E4I2S5__DXK01_16870
ERR1912978.689397__1.689397	487174__K0X2A4__DDY40_04095
ERR1912978.689728__1.689728	106588__A6NUL8__BACCAP_01900
ERR1912978.689796__1.689796	649756__A0A173UQJ7__ERS852475_02472
ERR1912978.689883__1.689883	821__I9R3W6__DXC16_12455
ERR1912978.689891__1.689891	239935__R7E524__CXT91_06180
ERR1912978.690204__1.690204	487174__K0X1D9__HMPREF9448_00919
ERR1912978.690302__1.690302	33038__A0A3E4KA66__CDL24_01305
ERR1912978.690467__1.690467	1897011__A0A1Q6RD94__BHW41_05840
ERR1912978.690595__1.690595	1262986__R5ZUP0__BN492_01284
ERR1912978.690552__1.690552	33038__A0A2N5NTT9__ERS852409_01418
ERR1912978.690602__1.690602	329854__B3C787__BACINT_00778
ERR1912978.690667__1.690667	292800__A0A174UZY4__B5F52_18185
ERR1912978.690752__1.690752	165179__A0A3E5E9I4__DXB80_09745
ERR1912978.690871__1.690871	329854__R5M1L3__DXD57_08795
ERR1912978.690951__1.690951	487174__K0X551__HMPREF9448_02151
ERR1912978.690959__1.690959	28052__A0A174PNN9__ERS852451_02058
ERR1912978.691002__1.691002	821__A0A3E4HP25__SAMN04487923_102450
ERR1912978.691050__1.691050	853__A0A2J4JL53__CRH10_10795
ERR1912978.691016__1.691016	239935__A0A2N8HZW2__A4V05_11120
ERR1912978.691099__1.691099	487174__K0XLH2__HMPREF9448_01152
ERR1912978.691272__1.691272	360807__A0A173UCM1__RIL183_07511
ERR1912978.691356__1.691356	39492__D4JU56__hemZ
ERR1912978.691529__1.691529	2173__A0A1D2WWU1__METSMIALI_01068
ERR1912978.691531__1.691531	33038__A7B090__ccpA_4
ERR1912978.691692__1.691692	821__A0A395UNT8__DXD64_15275
ERR1912978.691801__1.691801	33038__F7K1I3__CDL19_03785
ERR1912978.691948__1.691948	33038__A7B691__RUMGNA_03104
ERR1912978.692172__1.692172	28116__A0A1Y4VU28__SAMN05444282_1227
ERR1912978.692220__1.692220	246787__A0A108T429__BACCELL_00192
ERR1912978.692283__1.692283	1262911__R6H2J2__BN557_01228
ERR1912978.692308__1.692308	821__A0A174WBC9__ERS852556_03145
ERR1912978.692337__1.692337	563769__GeneID:6972918
ERR1912978.692464__1.692464	821__A6L0C7__ERS852556_03520
ERR1912978.692859__1.692859	357276__A0A076ITH2__BSEG_03273
ERR1912978.692923__1.692923	821__A6L0C7__ERS852556_03520
ERR1912978.693043__1.693043	28116__C3QMW4__BACOVA_04147
ERR1912978.693026__1.693026	39485__C4Z0G6__spoIVB
ERR1912978.693201__1.693201	360807__A0A0M6WHB7__ERS852444_00092
ERR1912978.693311__1.693311	821__A0A174WBC9__ERS852556_03145
ERR1912978.693434__1.693434	40518__R5DU28__DXD86_07960
ERR1912978.693469__1.693469	28052__A0A174GAR2__mcp4_3
ERR1912978.693672__1.693672	1263000__R5EXT3__BN466_02213
ERR1912978.693938__1.693938	165179__D1PDF6__DXB80_12430
ERR1912978.694069__1.694069	239935__A0A139TT05__CXU09_03335
ERR1912978.694078__1.694078	357276__A0A076INK2__BSEG_04225
ERR1912978.694302__1.694302	821__C6Z087__DXB90_00750
ERR1912978.694412__1.694412	706562__GCA_900112995.1_01429
ERR1912978.694417__1.694417	1897011__A0A1Q6REP0__BHW41_04040
ERR1912978.694440__1.694440	33038__A0A2N5NWR8__CDL18_14140
ERR1912978.694478__1.694478	28116__A7LS06__HMPREF2532_04668
ERR1912978.694487__1.694487	821__A0A174WBC9__ERS852556_03145
ERR1912978.694533__1.694533	328814__GCA_004558275.1_00076
ERR1912978.694622__1.694622	216816__A0A3D8U3T8__DXD41_09580
ERR1912978.694629__1.694629	33038__A0A2N5NWR8__CDL18_14140
ERR1912978.694601__1.694601	28116__A7M617__SAMN05192582_105025
ERR1912978.694683__1.694683	39492__D4JTI2__ERS852540_00694
ERR1912978.694691__1.694691	33038__A0A2N5NRJ3__CDL20_13245
ERR1912978.694995__1.694995	820__A0A3E4VZY4__ERS852554_01211
ERR1912978.695059__1.695059	33038__A7AYC4__CDL21_13075
ERR1912978.695221__1.695221	239935__A0A2N8IHY1__CXU06_00035
ERR1912978.695233__1.695233	820__A0A3E4W7J3__DXC07_00330
ERR1912978.695385__1.695385	820__A0A174CK74__DXB48_07060
ERR1912978.695460__1.695460	28117__B0MTW8__ALIPUT_00502
ERR1912978.695462__1.695462	360807__C0FVL6__ERS852444_00333
ERR1912978.695540__1.695540	328814__GCA_004558275.1_00076
ERR1912978.695546__1.695546	821__A0A3E4WAR6__DXD64_10735
ERR1912978.695673__1.695673	556259__I0PXW0__BSGG_5187
ERR1912978.695695__1.695695	33038__F7JZ41__CCY17_00135
ERR1912978.695777__1.695777	357276__B6VYT9__HMPREF1063_05030
ERR1912978.695949__1.695949	820__A0A3E4VZT7__DXB48_16145
ERR1912978.696534__1.696534	28052__A0A174MSU9__ERS852499_02010
ERR1912978.696579__1.696579	929814__GeneID:14006946
ERR1912978.696673__1.696673	39485__C4Z6V7__walK
ERR1912978.696950__1.696950	33038__A0A2N5NWR8__CDL18_14140
ERR1912978.697168__1.697168	28116__A0A1Y4Q1S9__DHW41_02535
ERR1912978.697259__1.697259	39485__A0A174Z2N7__EUBELI_02062
ERR1912978.697337__1.697337	165179__A0A3E5E8M8__DXB80_11580
ERR1912978.697444__1.697444	821__A0A395VIK7__BVU_1225
ERR1912978.697468__1.697468	329854__R5MKT2__DXD57_07820
ERR1912978.697533__1.697533	357276__B6VXX7__HMPREF1063_02683
ERR1912978.697653__1.697653	357276__A0A076ISJ4__B5F95_19420
ERR1912978.697657__1.697657	821__A0A3E4WAR6__DXD64_10735
ERR1912978.697705__1.697705	39485__R6AJT3__EUBELI_01178
ERR1912978.697725__1.697725	39496__A5Z8D5__EUBVEN_01976
ERR1912978.698034__1.698034	165179__A0A3E5A554__DXB80_13805
ERR1912978.698147__1.698147	29361__B6FJF7__CLONEX_00243
ERR1912978.698158__1.698158	706562__GCA_900112995.1_01625
ERR1912978.698164__1.698164	39485__C4Z5M7__EUBELI_00883
ERR1912978.698283__1.698283	165179__A0A3E5AHY4__CFT61_07675
ERR1912978.698308__1.698308	28118__F9Z3G8__B5F99_01835
ERR1912978.698365__1.698365	1150298__A0A174LTU2__recX
ERR1912978.698351__1.698351	239935__A0A139TPD4__CXT86_06450
ERR1912978.698353__1.698353	33038__F7JTF2__CDL22_02335
ERR1912978.698448__1.698448	322505__xre_3
ERR1912978.698497__1.698497	360807__A0A1Q6T4B4__ROSEINA2194_04053
ERR1912978.698501__1.698501	39485__C4Z5L2__ERS852490_00659
ERR1912978.698568__1.698568	33038__A0A2N5NYI5__C5Y99_09140
ERR1912978.698588__1.698588	487174__K0X079__DIT83_00640
ERR1912978.698689__1.698689	626933__H1DGX0__HMPREF9449_01506
ERR1912978.698720__1.698720	821__A0A0P0M405__DXC02_15075
ERR1912978.698834__1.698834	28116__E5C458__BACOV975_02730
ERR1912978.698897__1.698897	821__A0A0P0L8F8__ERS852509_03705
ERR1912978.699200__1.699200	33038__A0A2N5PAB2__CDL21_14440
ERR1912978.699230__1.699230	821__A0A174WBC9__ERS852556_03145
ERR1912978.699244__1.699244	329854__R5LZA7__DXD27_20570
ERR1912978.699212__1.699212	821__A0A395UNT8__DXD64_15275
ERR1912978.699329__1.699329	33038__A0A2N5PAB2__CDL21_14440
ERR1912978.699422__1.699422	371601__D6D2M1__CW1_3199
ERR1912978.699427__1.699427	487174__R5FJH0__DDY40_07055
ERR1912978.699460__1.699460	28117__B0MYZ8__BHV66_04535
ERR1912978.699535__1.699535	33038__A0A2N5NWJ7__CDL25_16350
ERR1912978.699661__1.699661	820__A0A374QGD2__ERS852421_02382
ERR1912978.699781__1.699781	28118__R6FCY1__DER54_07335
ERR1912978.699750__1.699750	40519__U2MCQ8__RUMCAL_00556
ERR1912978.699995__1.699995	28117__A0A1Q6FAD1__ALIPUT_01287
ERR1912978.700041__1.700041	39485__A0A174ZNW9__luxQ_1
ERR1912978.700169__1.700169	552398__F4XCR9__HMPREF0866_01636
ERR1912978.700173__1.700173	301301__A0A395V8G6__RHOM_11005
ERR1912978.700274__1.700274	821__A0A0P0M405__DXC02_15075
ERR1912978.700346__1.700346	33038__A0A396G7U5__CDL21_03845
ERR1912978.700370__1.700370	2108523__A0A2P2F8A7__LAWASA_2275
ERR1912978.700409__1.700409	301301__A0A395V5S1__ERS852391_01890
ERR1912978.700482__1.700482	328814__GCA_004558275.1_01621
ERR1912978.700537__1.700537	821__A0A0P0M2J4__DXD46_10295
ERR1912978.700647__1.700647	487174__K0X694__DIT83_09060
ERR1912978.700712__1.700712	1232426__mfd
ERR1912978.700716__1.700716	329854__R5MCA8__DXD57_18415
ERR1912978.700839__1.700839	28116__A0A139LD88__CUY_2408
ERR1912978.700904__1.700904	821__A0A3E4HP25__SAMN04487923_102450
ERR1912978.701080__1.701080	33038__A0A3E4K4Y5__CDL20_06020
ERR1912978.701095__1.701095	821__A0A173WG51__BVU_2549
ERR1912978.701178__1.701178	329854__R5MT49__DXK01_13295
ERR1912978.701322__1.701322	329854__R5M2W2__DXD57_07845
ERR1912978.701291__1.701291	1160721__W0U7T4__BHW50_09645
ERR1912978.701293__1.701293	562__A0A377AAV3__CDL32_10800
ERR1912978.701567__1.701567	487174__K0XH97__HMPREF9448_01909
ERR1912978.701759__1.701759	165179__D1PGU8__PREVCOP_06463
ERR1912978.701848__1.701848	328814__GCA_004558275.1_01570
ERR1912978.701934__1.701934	39492__D4JR20__trmD
ERR1912978.702008__1.702008	820__A7V9F9__B5G17_14640
ERR1912978.702048__1.702048	28052__R7NAP6__ERS852499_01969
ERR1912978.702124__1.702124	357276__A0A076ISJ4__B5F95_19420
ERR1912978.702186__1.702186	33038__A0A396G7U5__CDL21_03845
ERR1912978.702279__1.702279	239935__A0A2N8ITX2__CXT86_11265
ERR1912978.702309__1.702309	28116__A0A139KS89__HMPREF2532_04387
ERR1912978.702336__1.702336	33038__A0A2N5P318__HMPREF1201_01171
ERR1912978.702384__1.702384	239935__A0A139TPU7__CXT91_06575
ERR1912978.702409__1.702409	165179__D1PHC0__PREVCOP_06640
ERR1912978.702473__1.702473	165179__A0A3E5AER8__DXB80_07075
ERR1912978.702477__1.702477	39485__C4Z1Y9__EUBELI_00143
ERR1912978.702480__1.702480	33038__A0A2N5PDA1__C5Y99_06180
ERR1912978.702449__1.702449	301301__A0A395V5W5__RHOM_01200
ERR1912978.702539__1.702539	1896974__A0A1Q6H7S4__BHV77_07555
ERR1912978.702548__1.702548	820__A0A174R952__DXB48_02570
ERR1912978.702554__1.702554	821__A0A174NM17__lacZ_6
ERR1912978.702566__1.702566	33038__A7B7G7__CDL25_12200
ERR1912978.702646__1.702646	165179__R6C330__DXC61_04975
ERR1912978.702679__1.702679	33038__A7B057__CDL26_15045
ERR1912978.702849__1.702849	39485__A0A174ZA72__glgB_1
ERR1912978.702876__1.702876	821__A0A0P0M405__DXC02_15075
ERR1912978.702890__1.702890	28052__R7NAP6__ERS852499_01969
ERR1912978.702994__1.702994	821__C6ZAA5__ERS852556_00403
ERR1912978.703148__1.703148	329854__R5M415__BACINT_04491
ERR1912978.703155__1.703155	329854__R5MM66__DXD27_21515
ERR1912978.703167__1.703167	821__E5UPR6__SAMN04487923_101768
ERR1912978.703194__1.703194	501571__R8VSC8__SAMN02745978_02731
ERR1912978.703476__1.703476	384639__GCA_003096855.1_01180
ERR1912978.703553__1.703553	821__A0A174JYD3__ERS852457_02610
ERR1912978.703639__1.703639	165179__A0A3E5A554__DXB80_13805
ERR1912978.703749__1.703749	820__A0A3E4XM43__DXC91_13960
ERR1912978.703731__1.703731	301301__A0A395V8E1__RHOM_11160
ERR1912978.703741__1.703741	239935__A0A2N8HZW2__A4V05_11120
ERR1912978.703782__1.703782	821__U6RDC2__DXD46_15675
ERR1912978.704092__1.704092	821__A0A174JYD3__ERS852457_02610
ERR1912978.704150__1.704150	165179__A0A3E5ED28__PREVCOP_06655
ERR1912978.704503__1.704503	745368__A0A1T4XXN7__SAMN02745178_02496
ERR1912978.704540__1.704540	360807__C0FYL6__ROSEINA2194_03855
ERR1912978.704554__1.704554	33038__A7AYC4__CDL21_13075
ERR1912978.704565__1.704565	544644__GCA_001915615.1_02043
ERR1912978.704652__1.704652	649756__B0P4T3__ERS852520_01352
ERR1912978.704688__1.704688	28116__A0A1Y4PHM7__DXA80_25130
ERR1912978.704712__1.704712	301301__G2SXA1__frc_2
ERR1912978.704720__1.704720	487174__K0XKD7__HMPREF9448_01550
ERR1912978.704757__1.704757	33039__A0A3D0EY88__ERS852390_03120
ERR1912978.704864__1.704864	329854__R5MB34__BACINT_03694
ERR1912978.704966__1.704966	487174__K0XDZ0__HMPREF9448_02863
ERR1912978.705103__1.705103	360807__C0FVL1__ERS852392_00394
ERR1912978.705112__1.705112	821__A0A3E4KIM1__M097_3660
ERR1912978.705189__1.705189	33038__A7B5W1__CDL22_11645
ERR1912978.705492__1.705492	33039__A0A174RPY3__ERS852390_00818
ERR1912978.705462__1.705462	1160721__R6T2Y3__RBI_II00189
ERR1912978.705470__1.705470	28052__A0A174HUY2__ERS852451_01601
ERR1912978.705557__1.705557	871327__A0A1H5WNU7__SAMN05444001_11221
ERR1912978.705571__1.705571	33038__A0A396G729__RUMGNA_01796
ERR1912978.705673__1.705673	384639__GCA_003096855.1_01383
ERR1912978.705682__1.705682	1965629__A0A1Y4BLY0__B5F88_17505
ERR1912978.705739__1.705739	165179__D1PHC0__PREVCOP_06640
ERR1912978.706029__1.706029	33038__A0A2N5P3F0__CDL20_09435
ERR1912978.705999__1.705999	821__A0A174NM17__lacZ_6
ERR1912978.706124__1.706124	33038__A0A2N5P3F0__CDL20_09435
ERR1912978.706127__1.706127	239935__A0A139TPG3__CXT86_08810
ERR1912978.706335__1.706335	33038__A0A2N5PAB2__CDL21_14440
ERR1912978.706406__1.706406	2108523__A0A2P2F8G3__LAWASA_2336
