ERR1913157.902__1.902	239935__A0A2N8IRW0__A4V05_11620
ERR1913157.263274__1.263274	39485__C4Z0T2__ykvU
ERR1913157.263286__1.263286	328814__GCA_004558275.1_00035
ERR1913157.263268__1.263268	1263027__R7AV92__BN699_00670
ERR1913157.263536__1.263536	823__A0A355XLQ9__DXC05_02185
ERR1913157.263747__1.263747	239935__A0A2N8HDT1__CXT94_05270
ERR1913157.264082__1.264082	239935__A0A2N8IU45__DEF40_02365
ERR1913157.264432__1.264432	165179__D1PCT4__DXB80_09470
ERR1913157.264436__1.264436	239935__A0A2N8IEP3__CXT84_03735
ERR1913157.264472__1.264472	1262961__R6DN84__BN710_00209
ERR1913157.264679__1.264679	1680__A0A3E4SB79__BAD_1517
ERR1913157.264798__1.264798	1262911__R6GLG8__BN557_00337
ERR1913157.264785__1.264785	33043__A0A173WXS1__ERS852445_00262
ERR1913157.264836__1.264836	239935__A0A2N8ITX2__CXT86_11265
ERR1913157.265100__1.265100	1897011__A0A1Q6RE67__BHW41_04635
ERR1913157.265311__1.265311	310298__B3JQJ5__BACCOP_04231
ERR1913157.265550__1.265550	292800__A0A174V8M0__A4U99_15280
ERR1913157.265635__1.265635	239935__R6JAS2__CXU02_10725
ERR1913157.265700__1.265700	901__B6WVN9__DESPIG_02157
ERR1913157.265792__1.265792	1262761__R6R840__BN606_01433
ERR1913157.266083__1.266083	1262986__R6A8Y6__BN492_01262
ERR1913157.266767__1.266767	1262915__R6HQV2__BN574_01665
ERR1913157.266801__1.266801	214856__R6Y2Y4__ERS852447_01086
ERR1913157.266985__1.266985	1262761__R6RU22__BN606_01110
ERR1913157.267273__1.267273	1262889__R7HA49__BN634_00677
ERR1913157.267394__1.267394	1262869__R7CRN3__BN625_01760
ERR1913157.267887__1.267887	1680__R5GKP2__DXD60_06200
ERR1913157.268304__1.268304	1263000__R5EGP9__BN466_01419
ERR1913157.268819__1.268819	853__A8SB03__C4Q21_07960
ERR1913157.268791__1.268791	1262761__R6RU22__BN606_01110
ERR1913157.268934__1.268934	1262761__R6RU22__BN606_01110
ERR1913157.268952__1.268952	33043__D5HI50__smf
ERR1913157.269224__1.269224	1263027__R6ZI69__BN699_00845
ERR1913157.269272__1.269272	1897011__A0A1Q6RH29__BHW41_01570
ERR1913157.269289__1.269289	239935__A0A2N8I1R3__CXU05_06075
ERR1913157.269339__1.269339	239935__A0A2N8HT44__CXT84_11035
ERR1913157.269408__1.269408	239935__R6J5N6__CXT99_10770
ERR1913157.269526__1.269526	292800__A0A096CPP2__yfkN_3
ERR1913157.269535__1.269535	1262911__R6GKS1__BN557_00184
ERR1913157.269648__1.269648	239935__A0A2N8ITW6__CXT91_06265
ERR1913157.269774__1.269774	1262961__R6DN84__BN710_00209
ERR1913157.270194__1.270194	33043__A0A173YEP6__ERS852575_00888
ERR1913157.270695__1.270695	239935__A0A2N8J1K0__CXT97_05765
ERR1913157.271157__1.271157	165179__A0A3E5EB26__CFT61_02800
ERR1913157.272094__1.272094	28118__F9Z7U8__DF785_12305
ERR1913157.272095__1.272095	1262761__R6QN98__BN606_00094
ERR1913157.272193__1.272193	33043__A0A173X520__ERS852575_01617
ERR1913157.272277__1.272277	1897011__A0A1Q6RDB1__BHW41_05850
ERR1913157.272611__1.272611	853__A0A174C5M1__CGS58_04460
ERR1913157.272982__1.272982	1681__D4QAP5__CJD48_05740
ERR1913157.273236__1.273236	1680__R5GKP2__DXD60_06200
ERR1913157.273463__1.273463	745368__A0A1T4X3J8__SAMN02745178_01380
ERR1913157.273520__1.273520	944036__A0A196SLG4__AV274_0356
ERR1913157.273588__1.273588	1263006__R6LRF6__BN515_00540
ERR1913157.273624__1.273624	1262761__R6QMI9__BN606_00798
ERR1913157.273690__1.273690	46503__R6Y2Y6__ERS852463_03103
ERR1913157.273799__1.273799	1262992__R5D733__BN795_00375
ERR1913157.273904__1.273904	1897011__A0A1Q6RIF1__BHW41_00635
ERR1913157.274079__1.274079	239935__A0A2N8HW65__CXU09_08515
ERR1913157.274048__1.274048	853__A0A173SUU8__CGS54_06840
ERR1913157.274450__1.274450	1680__R5GRA4__ERS852382_01548
ERR1913157.274623__1.274623	239935__R6JCH3__CXT95_08205
ERR1913157.274848__1.274848	40519__U2KCL7__RUMCAL_02912
ERR1913157.275017__1.275017	35833__E5YAY4__HMPREF0179_03355
ERR1913157.275452__1.275452	1161942__argH1
ERR1913157.275518__1.275518	1680__A0A087DKM6__B0042_0664
ERR1913157.275577__1.275577	1263000__R5EKG2__BN466_02040
ERR1913157.275651__1.275651	33043__D5HJ22__ERS852575_02302
ERR1913157.276011__1.276011	46506__B0NRJ1__DXC41_14065
ERR1913157.276073__1.276073	901__A0A1K1LF78__DESPIGER_1556
ERR1913157.276622__1.276622	1680__A0A174BEE7__BSTER_1311
ERR1913157.276789__1.276789	239935__A0A139TPG3__CXT86_08810
ERR1913157.277084__1.277084	74426__pdxS
ERR1913157.277431__1.277431	1262869__R7CT13__BN625_00558
ERR1913157.277664__1.277664	853__A0A3E2U7E6__ERS852582_01640
ERR1913157.277737__1.277737	239935__A0A2N8I3G2__CXT89_00720
ERR1913157.277807__1.277807	239935__A0A2N8HEH9__CXU07_11710
ERR1913157.277862__1.277862	1680__A0A0B5BKZ3__DXD60_01450
ERR1913157.277832__1.277832	1262761__R6QUM5__BN606_02048
ERR1913157.277834__1.277834	33043__D5HI36__ERS852400_02168
ERR1913157.278011__1.278011	853__A0A3E2U7E6__ERS852582_01640
ERR1913157.278056__1.278056	1262869__R7CTW3__BN625_00722
ERR1913157.278094__1.278094	172901__A0A2U1ABV1__C8D82_15514
ERR1913157.278095__1.278095	239935__A0A2N8IF99__lpdA
ERR1913157.278043__1.278043	216816__V6XWW6__RY67_1738
ERR1913157.278146__1.278146	301302__A0A173T7E8__M72_26791
ERR1913157.278163__1.278163	28117__B0MXG8__ALIPUT_01814
ERR1913157.278320__1.278320	821__A0A0P0L8F8__ERS852509_03705
ERR1913157.278493__1.278493	239935__A0A2N8IHY1__CXU06_00035
ERR1913157.279117__1.279117	39496__A5Z5I2__EUBVEN_00963
ERR1913157.279271__1.279271	1161942__colA
ERR1913157.279437__1.279437	1262915__R6HCE0__BN574_00606
ERR1913157.279825__1.279825	33043__A0A173YEP6__ERS852575_00888
ERR1913157.279965__1.279965	1680__A1A0V3__C8077_03025
ERR1913157.280225__1.280225	1262761__R6RPK4__BN606_00541
ERR1913157.280301__1.280301	1263000__R5ES99__BN466_01121
ERR1913157.280404__1.280404	33043__A0A173X520__ERS852575_01617
ERR1913157.280375__1.280375	1680__R5GPK0__B0487_0620
ERR1913157.280587__1.280587	239935__A0A139TPD4__CXT86_06450
ERR1913157.280797__1.280797	1680__A0A087DHN0__AL0462_1532
ERR1913157.280926__1.280926	28117__B0MTW8__ALIPUT_00502
ERR1913157.281222__1.281222	33043__A0A173WPI1__ERS852400_02100
ERR1913157.281557__1.281557	165179__D1PDJ4__DXB80_08505
ERR1913157.281694__1.281694	239935__A0A2N8HB50__CXU17_02615
ERR1913157.282187__1.282187	310297__R5VL46__BACPLE_00694
ERR1913157.282555__1.282555	1262915__R6ICM3__BN574_00148
ERR1913157.282704__1.282704	1235835__R9LCU2__C814_02677
ERR1913157.282814__1.282814	33043__D5HIK4__ERS852400_01112
ERR1913157.283086__1.283086	853__A0A173YYY4__DWZ04_09420
ERR1913157.283302__1.283302	572010__ydhV
ERR1913157.283765__1.283765	820__A0A174KKV6__DXC07_02635
ERR1913157.284049__1.284049	1680__A1A1R1__BIFADO_00076
ERR1913157.284242__1.284242	1262911__R6H2J2__BN557_01228
ERR1913157.284257__1.284257	1161942__argJ
ERR1913157.284515__1.284515	1262915__R6HMP0__BN574_01549
ERR1913157.284730__1.284730	239935__A0A139TMG9__CXU07_10650
ERR1913157.284863__1.284863	1897011__A0A1Q6RJY0__BHW41_00040
ERR1913157.284942__1.284942	165179__A0A3E5DX15__DXC61_00345
ERR1913157.285038__1.285038	239935__A0A2N8IF99__lpdA
ERR1913157.285190__1.285190	1263000__R5EFJ5__BN466_01372
ERR1913157.285298__1.285298	552398__F4XCR9__HMPREF0866_01636
ERR1913157.285436__1.285436	1262761__R6QU88__BN606_01983
ERR1913157.285461__1.285461	33043__D5HIL8__ERS852386_02009
ERR1913157.285664__1.285664	552398__F4XCQ4__HMPREF0866_01621
ERR1913157.285775__1.285775	239935__A0A2N8ITX2__CXT86_11265
ERR1913157.285769__1.285769	1262915__R6HBE0__BN574_01103
ERR1913157.285841__1.285841	165179__A0A3E5AER8__DXB80_07075
ERR1913157.285992__1.285992	1262961__R6DQM4__BN710_00984
ERR1913157.286110__1.286110	1262961__R6DWM7__BN710_00129
ERR1913157.286125__1.286125	33043__A0A173ZL29__ERS852386_01345
ERR1913157.286208__1.286208	46503__K5ZX50__dnaG_1
ERR1913157.286144__1.286144	165179__A0A3E5DPL2__PREVCOP_05023
ERR1913157.286300__1.286300	1465754__A0A1H4DCD3__SAMN05444145_105230
ERR1913157.286345__1.286345	544645__A0A1Y3VQJ9__DXC42_12220
ERR1913157.286544__1.286544	572010__pnp
ERR1913157.286911__1.286911	165179__D1PEQ5__PREVCOP_05711
ERR1913157.287042__1.287042	74426__thrZ
ERR1913157.287054__1.287054	239935__A0A2N8HL50__CXT98_09135
ERR1913157.287152__1.287152	1681__A0A292G7V3__BBIF_1776
ERR1913157.287166__1.287166	944036__A0A196SAC7__AV274_5269
ERR1913157.287395__1.287395	33043__A0A173WXS1__ERS852445_00262
ERR1913157.287405__1.287405	165179__A0A3E5EA43__DXC61_07775
ERR1913157.287574__1.287574	853__C7H7F8__yccM_1
ERR1913157.287634__1.287634	1680__A0A174BEE7__BSTER_1311
ERR1913157.288007__1.288007	1262869__R7CMD6__BN625_01130
ERR1913157.288158__1.288158	239935__A0A2N8ILG3__CXT93_10135
ERR1913157.288272__1.288272	1262761__R6QU88__BN606_01983
ERR1913157.288826__1.288826	1680__A0A0C2YPV2__AL0462_1474
ERR1913157.289055__1.289055	853__A0A174C5M1__CGS58_04460
ERR1913157.289211__1.289211	239935__A0A2N8HL91__holA
ERR1913157.289370__1.289370	46503__R6WUT7__NCTC13052_01657
ERR1913157.289467__1.289467	853__C7H7F5__DWZ46_01780
ERR1913157.289567__1.289567	901__B6WQQ5__DHV46_03695
ERR1913157.289715__1.289715	944036__A0A196SE19__AV274_3920
ERR1913157.289895__1.289895	901__B6WY04__BHW59_00740
ERR1913157.289960__1.289960	239935__A0A2N8I8X8__B5G29_00185
ERR1913157.290220__1.290220	1262961__R6E2Q9__BN710_01022
ERR1913157.290275__1.290275	853__A0A2A7B1Y7__C7K05_11930
ERR1913157.290447__1.290447	1262882__R5N5S3__BN519_00085
ERR1913157.290564__1.290564	33043__A0A173S5P8__ERS852445_00566
ERR1913157.290629__1.290629	33043__A0A173S5P8__ERS852445_00566
ERR1913157.290825__1.290825	338188__K5CL92__BACFIN_07565
ERR1913157.290857__1.290857	1161942__corC_1
ERR1913157.291174__1.291174	820__A0A3E4VZT7__DXB48_16145
ERR1913157.291249__1.291249	165179__D1PB89__DXC61_08425
ERR1913157.291316__1.291316	1090573__A0A0J7Y5I3__V473_00665
ERR1913157.291570__1.291570	820__A0A173WUD7__DXB48_08055
ERR1913157.291640__1.291640	239935__A0A2N8IYM5__CXT84_05130
ERR1913157.292003__1.292003	239935__A0A2N8HUU6__CXT90_06150
ERR1913157.292452__1.292452	1680__R5GZF2__DXC60_01925
ERR1913157.292787__1.292787	61171__B9Y5T9__HOLDEFILI_01171
ERR1913157.292824__1.292824	165179__A0A3E5EAM5__DXC61_07785
ERR1913157.292952__1.292952	239935__A0A2N8J1K0__CXT97_05765
ERR1913157.293881__1.293881	1263027__R7AVM8__BN699_01088
ERR1913157.293995__1.293995	1262889__R7HFT7__BN634_01537
ERR1913157.294142__1.294142	1550024__A0A3B9WFD4__ASJ35_04875
ERR1913157.294144__1.294144	239935__A0A2N8IRW0__A4V05_11620
ERR1913157.294220__1.294220	239935__A0A2N8I368__CXT95_04550
ERR1913157.294598__1.294598	239935__A0A2N8IL82__CXU02_11740
ERR1913157.294757__1.294757	55565__G9PHP1__CJ186_07410
ERR1913157.294768__1.294768	165179__A0A3E5E4P9__DXB80_07930
ERR1913157.294928__1.294928	1235835__R9LCU2__C814_02677
ERR1913157.294993__1.294993	745368__A0A1T4XQZ9__SAMN02745178_02185
ERR1913157.295074__1.295074	1262761__R6QU88__BN606_01983
ERR1913157.296624__1.296624	1263027__R6ZCJ7__BN699_01672
ERR1913157.296589__1.296589	1680__A0A174BEE7__BSTER_1311
ERR1913157.296970__1.296970	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913157.297011__1.297011	40518__R5DM08__DXD83_06415
ERR1913157.297246__1.297246	39492__A0A174Z2N0__EUBSIR_01615
ERR1913157.297338__1.297338	239935__A0A2N8IRH4__CXT92_05605
ERR1913157.297442__1.297442	901__B6WXH1__DESPIGER_1644
ERR1913157.297457__1.297457	1262992__R5CXM7__BN795_01016
ERR1913157.297469__1.297469	40518__R5DW64__RBL236_01394
ERR1913157.297518__1.297518	1263000__R5ESM1__BN466_01440
ERR1913157.297539__1.297539	33043__A0A174GAW5__ydcV_2
ERR1913157.297711__1.297711	1897011__A0A1Q6RFG0__BHW41_03665
ERR1913157.297721__1.297721	944036__A0A196S4X3__AV274_6193
ERR1913157.297952__1.297952	1262761__R6R4V4__BN606_00113
ERR1913157.298065__1.298065	1262761__R6R4K8__BN606_01919
ERR1913157.298237__1.298237	1262915__R6HMP0__BN574_01549
ERR1913157.298362__1.298362	239935__A0A2N8HPS5__Amuc_0950
ERR1913157.298447__1.298447	901__B6WUV2__DESPIGER_1904
ERR1913157.298961__1.298961	239935__A0A139TPG3__CXT86_08810
ERR1913157.299084__1.299084	301301__G2T4K1__RHOM_14310
ERR1913157.299136__1.299136	116085__D4JBM5__DW747_01240
ERR1913157.299164__1.299164	239935__A0A139TQT9__Amuc_1197
ERR1913157.299166__1.299166	165179__A0A3E4SEG4__DXC61_11235
ERR1913157.299415__1.299415	1263027__R6ZCJ7__BN699_01672
ERR1913157.301054__1.301054	239935__A0A2N8IYM5__CXT84_05130
ERR1913157.301656__1.301656	33043__A0A174EI47__inlJ
ERR1913157.301704__1.301704	74426__nifJ
ERR1913157.302047__1.302047	33043__A0A173WXS1__ERS852445_00262
ERR1913157.302067__1.302067	239935__A0A2N8ITX2__CXT86_11265
ERR1913157.302079__1.302079	853__A0A1Q6QQK2__FAEPRAA2165_01190
ERR1913157.302138__1.302138	239935__A0A2N8HX65__CXU17_02540
ERR1913157.302309__1.302309	165179__A0A3E5EAM5__DXC61_07785
ERR1913157.302409__1.302409	165179__D1PES9__DXB80_11585
ERR1913157.302447__1.302447	239935__R7DVL7__CXT93_01180
ERR1913157.302539__1.302539	239935__A0A2N8J1K0__CXT97_05765
ERR1913157.302584__1.302584	1262986__R5ZXJ8__BN492_01438
ERR1913157.302818__1.302818	33043__D5HIK4__ERS852400_01112
ERR1913157.303092__1.303092	1897011__A0A1Q6RC30__BHW41_06700
ERR1913157.303319__1.303319	1263000__R5ES99__BN466_01121
ERR1913157.303338__1.303338	165179__A0A174XZU8__DXB80_12180
ERR1913157.303585__1.303585	1897011__A0A1Q6REW8__BHW41_04435
ERR1913157.303689__1.303689	33043__D5HH62__ERS852575_00121
ERR1913157.303746__1.303746	214856__A0A175A6T5__ERS852447_02658
ERR1913157.303958__1.303958	1318__A0A0F3H2T5__HMPREF8577_1838
ERR1913157.304022__1.304022	33043__A0A173SQ62__ERS852575_01610
ERR1913157.304054__1.304054	1161942__adhE_1
ERR1913157.304437__1.304437	1262761__R6QR25__BN606_01386
ERR1913157.304491__1.304491	78346__A0A087D3Y1__BRUM_1576
ERR1913157.304556__1.304556	33043__A0A3A6J8T3__yvhJ
ERR1913157.304755__1.304755	239935__R7DVL7__CXT93_01180
ERR1913157.304937__1.304937	165179__D1PAV8__DXB80_13055
ERR1913157.304911__1.304911	1680__A0A174BEE7__BSTER_1311
ERR1913157.304923__1.304923	239935__A0A2N8IMC3__CXT96_03840
ERR1913157.305050__1.305050	301302__R5V7K8__M72_11711
ERR1913157.305099__1.305099	1897011__A0A1Q6REW8__BHW41_04435
ERR1913157.305437__1.305437	239935__A0A2N8I1R3__CXU05_06075
ERR1913157.305664__1.305664	239935__A0A2N8HB50__CXU17_02615
ERR1913157.305738__1.305738	39492__D4JW25__EUBSIR_02203
ERR1913157.305734__1.305734	39496__A5Z5I2__EUBVEN_00963
ERR1913157.306432__1.306432	1262869__R7CRP7__BN625_01723
ERR1913157.306589__1.306589	239935__A0A139TVH7__CXU22_00215
ERR1913157.306688__1.306688	1262761__R6QW09__BN606_00873
ERR1913157.306747__1.306747	1263027__R7A6G1__BN699_00047
ERR1913157.306778__1.306778	33043__A0A173ZXG0__ERS852400_00169
ERR1913157.307105__1.307105	39486__B0G472__DXD50_08450
ERR1913157.307299__1.307299	1299998__GCA_001494635.1_01562
ERR1913157.307762__1.307762	572010__feoB_2
ERR1913157.308042__1.308042	28117__B0MTW8__ALIPUT_00502
ERR1913157.308116__1.308116	239935__A0A2N8HPS5__Amuc_0950
ERR1913157.308317__1.308317	745368__A0A1T4XQU7__SAMN02745178_02180
ERR1913157.308329__1.308329	556259__I0PXW0__BSGG_5187
ERR1913157.308396__1.308396	820__A0A374MMF0__HMPREF1073_03811
ERR1913157.308793__1.308793	384638__B7APN3__BACPEC_00639
ERR1913157.308862__1.308862	239935__R6JAS2__CXU02_10725
ERR1913157.309071__1.309071	1161942__cph2_1
ERR1913157.309354__1.309354	1897011__A0A1Q6RF44__BHW41_03065
ERR1913157.309624__1.309624	820__A0A3E4GFT8__HMPREF1073_03236
ERR1913157.309685__1.309685	360807__A0A0M6WWU2__ERS852392_02262
ERR1913157.310422__1.310422	1262915__R6HGG0__BN574_00378
ERR1913157.310389__1.310389	39492__A0A174Z2N0__EUBSIR_01615
ERR1913157.310521__1.310521	1262761__R6RY17__BN606_01538
ERR1913157.310663__1.310663	820__R9I2U8__DXC68_09590
ERR1913157.310868__1.310868	239935__A0A2N8I368__CXT95_04550
ERR1913157.310962__1.310962	1263027__R6ZCN4__BN699_01712
ERR1913157.311146__1.311146	239935__A0A2N8HPS5__Amuc_0950
ERR1913157.311251__1.311251	239935__B2URG9__CXU00_11290
ERR1913157.311370__1.311370	33043__A0A173WZE5__ERS852386_00374
ERR1913157.311448__1.311448	239935__A0A2N8HT44__CXT84_11035
ERR1913157.311457__1.311457	820__A0A3E4GA19__SAMN05444418_10562
ERR1913157.311493__1.311493	239935__A0A2N8HAQ1__DEF40_05290
ERR1913157.311578__1.311578	39492__D4MN06__EUBSIR_02672
ERR1913157.311620__1.311620	1262915__R6HPW3__BN574_00571
ERR1913157.312268__1.312268	239935__A0A2N8I9N0__CXT97_09915
ERR1913157.312285__1.312285	165179__D1P9T6__PREVCOP_04016
ERR1913157.312508__1.312508	239935__A0A2N8I694__CXU04_06245
ERR1913157.312662__1.312662	1262761__R6R3I7__BN606_01771
ERR1913157.312827__1.312827	239935__A0A139TVJ4__CXT86_02020
ERR1913157.312954__1.312954	853__D4JY61__C4N21_10560
ERR1913157.313234__1.313234	853__A0A174UDE9__C4N25_12775
ERR1913157.313272__1.313272	824__C8PGF0__mdh
ERR1913157.313294__1.313294	1680__A1A2N8__LMG10734_1314
ERR1913157.313706__1.313706	1262869__R7CPD0__BN625_00137
ERR1913157.313903__1.313903	1262992__R5CXM7__BN795_01016
ERR1913157.313864__1.313864	246787__A0A3D6AZF8__BACCELL_02529
ERR1913157.313925__1.313925	239935__A0A2N8IJI1__B5G29_04615
ERR1913157.314046__1.314046	1263027__R6ZI16__BN699_01371
ERR1913157.314147__1.314147	1897011__A0A1Q6RJU8__BHW41_00020
ERR1913157.314368__1.314368	1262992__R5DE88__BN795_00202
ERR1913157.314457__1.314457	28117__B0MU76__ALIPUT_00202
ERR1913157.314545__1.314545	239935__A0A2N8I3G2__CXT89_00720
ERR1913157.314632__1.314632	239935__A0A2N8IV82__CXT99_06735
ERR1913157.314663__1.314663	1897011__A0A1Q6RET2__BHW41_04000
ERR1913157.314848__1.314848	33043__A0A173YSY7__tilS
ERR1913157.315153__1.315153	165179__A0A3E5DPL2__PREVCOP_05023
ERR1913157.315232__1.315232	1263000__R5EBJ1__BN466_00540
ERR1913157.315322__1.315322	74426__sigA
ERR1913157.315418__1.315418	28118__F9ZAE2__NCTC10826_03559
ERR1913157.315435__1.315435	1897011__A0A1Q6RGE1__BHW41_02880
ERR1913157.315464__1.315464	1262761__R6R3L8__BN606_01039
ERR1913157.315842__1.315842	853__A0A174BA00__DW905_01145
ERR1913157.316265__1.316265	301302__R5UPH9__M72_00521
ERR1913157.316735__1.316735	1262700__R5XC07__BN695_01332
ERR1913157.316740__1.316740	1262992__R5D546__BN795_00726
ERR1913157.316814__1.316814	1680__A0A1X3A951__AL0462_1583
ERR1913157.317137__1.317137	239935__A0A2N8HZW2__A4V05_11120
ERR1913157.317172__1.317172	33043__D5HI36__ERS852400_02168
ERR1913157.317264__1.317264	33043__A0A174GGF8__dcuS_1
ERR1913157.317302__1.317302	901__B6WVE0__DESPIG_02056
ERR1913157.317670__1.317670	239935__A0A2N8IUQ8__CXU09_01665
ERR1913157.317682__1.317682	360807__C0FNM4__ERS852444_01447
ERR1913157.318152__1.318152	552398__F4XCR9__HMPREF0866_01636
ERR1913157.318360__1.318360	1680__R5GRA4__ERS852382_01548
ERR1913157.318588__1.318588	239935__A0A2N8HPS5__Amuc_0950
ERR1913157.318879__1.318879	1263000__R5EQI3__BN466_00125
ERR1913157.318882__1.318882	853__A0A2A7B9I6__DW855_13690
ERR1913157.319212__1.319212	239935__A0A2N8I1R3__CXU05_06075
ERR1913157.319368__1.319368	1161942__celI_4
ERR1913157.319539__1.319539	853__A0A2A7B9I6__DW855_13690
ERR1913157.319569__1.319569	1262761__R6R8B3__BN606_01478
ERR1913157.319699__1.319699	239935__A0A139TM51__CXT91_12120
ERR1913157.319726__1.319726	901__B6WSB2__DESPIGER_0802
ERR1913157.319912__1.319912	853__A0A3E2U7E6__ERS852582_01640
ERR1913157.319984__1.319984	239935__A0A139TMG9__CXU07_10650
ERR1913157.320136__1.320136	239935__A0A2N8ITX2__CXT86_11265
ERR1913157.320151__1.320151	165179__D1P8K1__DXB80_06045
ERR1913157.320163__1.320163	33043__A0A173ZXG0__ERS852400_00169
ERR1913157.320486__1.320486	820__A7V092__hldE
ERR1913157.320935__1.320935	944036__A0A196SIU9__AV274_2183
ERR1913157.320886__1.320886	239935__A0A139TM51__CXT91_12120
ERR1913157.321221__1.321221	1262761__R6RY17__BN606_01538
ERR1913157.321381__1.321381	1680__A0A173YLK6__BAD_0868
ERR1913157.321386__1.321386	172901__A0A2U1AED4__C8D82_14814
ERR1913157.321396__1.321396	33043__D5HFZ0__rlmH
ERR1913157.321618__1.321618	1262915__R6HBE0__BN574_01103
ERR1913157.321720__1.321720	239935__B2UPZ6__CXU03_03800
ERR1913157.321766__1.321766	216816__D6DBD5__DXC32_04335
ERR1913157.321780__1.321780	165179__D1P8Q2__trpF
ERR1913157.321833__1.321833	820__A0A174M9V5__M093_0237
ERR1913157.321846__1.321846	944036__A0A196SM42__AV274_1323
ERR1913157.322052__1.322052	1263006__R6LGJ6__BN515_00859
ERR1913157.322103__1.322103	239935__A0A139TPG3__CXT86_08810
ERR1913157.322294__1.322294	165179__A0A3E5E920__DXB80_11625
ERR1913157.322333__1.322333	1150298__A0A174HHW8__yhbU_1
ERR1913157.322447__1.322447	1681__A0A0H3E8L0__DXD31_03505
ERR1913157.322583__1.322583	1262929__R6F7E8__BN691_00185
ERR1913157.322667__1.322667	1262959__R5YFN8__BN680_01122
ERR1913157.323216__1.323216	1262948__R7EBV0__BN671_00243
ERR1913157.323370__1.323370	239935__A0A2N8I9N0__CXT97_09915
ERR1913157.323655__1.323655	1897011__A0A1Q6RBY6__BHW41_06440
ERR1913157.324163__1.324163	33043__A0A174CV49__ERS852386_02395
ERR1913157.324380__1.324380	239935__A0A2N8HT18__CXT93_06135
ERR1913157.324385__1.324385	853__A0A173XRA8__CGS56_09290
ERR1913157.324452__1.324452	239935__B2UNF6__CXU17_03450
ERR1913157.324519__1.324519	1735__B7CAV8__EUBIFOR_01329
ERR1913157.324905__1.324905	74426__pta
ERR1913157.325181__1.325181	1263000__R5EHB0__BN466_01647
ERR1913157.325324__1.325324	853__A0A1Q6QQK2__FAEPRAA2165_01190
ERR1913157.325359__1.325359	216816__B3DNW2__BL171B_07980
ERR1913157.325379__1.325379	1680__A7A7Z9__AAX71_05385
ERR1913157.325554__1.325554	745368__A0A1T4X3J8__SAMN02745178_01380
ERR1913157.326833__1.326833	853__A0A173XRA8__CGS56_09290
ERR1913157.326910__1.326910	33043__A0A173WTV6__ERS852400_02153
ERR1913157.326887__1.326887	1680__A0A3E4SB79__BAD_1517
ERR1913157.326969__1.326969	239935__A0A2N8IKW7__pstA
ERR1913157.327061__1.327061	239935__A0A2N8ITG2__Amuc_0335
ERR1913157.327134__1.327134	1262911__R6H1P0__BN557_00940
ERR1913157.327334__1.327334	39492__D4JTJ1__EUBSIR_01453
ERR1913157.327581__1.327581	1262761__R6QND7__BN606_00927
ERR1913157.327824__1.327824	239935__A0A2N8IMD6__CXU03_05585
ERR1913157.328175__1.328175	239935__A0A2N8IJI1__B5G29_04615
ERR1913157.328406__1.328406	1150298__A0A174MSM0__toxA_2
ERR1913157.328675__1.328675	33043__D5HF09__ERS852575_02732
