ERR1913140.348__1.348	1262882__R5N3T7__BN519_01188
ERR1913140.745290__1.745290	360807__A0A0M6WHB7__ERS852444_00092
ERR1913140.745399__1.745399	823__A0A355XEX9__ERS852560_03521
ERR1913140.745439__1.745439	1262936__R7IYY7__BN799_00701
ERR1913140.745757__1.745757	166486__D4L1H3__sacC
ERR1913140.745781__1.745781	165179__A0A3E5E7J5__DXC61_10360
ERR1913140.745852__1.745852	820__A0A3E4WA06__ERS852554_03404
ERR1913140.745825__1.745825	165179__D1P8K1__DXB80_06045
ERR1913140.745881__1.745881	1262959__R5YSV6__BN680_00744
ERR1913140.745925__1.745925	39496__A5Z5I2__EUBVEN_00963
ERR1913140.746209__1.746209	363265__G6AWS7__HMPREF0673_01076
ERR1913140.746518__1.746518	165179__D1PCT4__DXB80_09470
ERR1913140.746656__1.746656	1262919__R5PAW1__BN465_00724
ERR1913140.746658__1.746658	1262936__R7J169__BN799_00083
ERR1913140.746724__1.746724	214856__I3YPN0__ERS852447_01398
ERR1913140.746899__1.746899	357276__C3R9Y0__HMPREF1064_01889
ERR1913140.747119__1.747119	2292352__A0A374UMB7__DXC23_09370
ERR1913140.747255__1.747255	165179__A0A3E5E189__PREVCOP_06699
ERR1913140.747258__1.747258	820__A0A174DZ97__SAMN05444418_101240
ERR1913140.747324__1.747324	1262936__R7J247__BN799_01051
ERR1913140.747448__1.747448	823__D0T9E4__DHW69_09115
ERR1913140.747499__1.747499	1263044__GCA_000433375.1_00023
ERR1913140.747517__1.747517	1262992__R5DCV6__BN795_00412
ERR1913140.747607__1.747607	360807__A0A173VDL4__dosC_2
ERR1913140.747888__1.747888	166486__D4KUC4__arcB_1
ERR1913140.747949__1.747949	823__D0TGD9__hpt
ERR1913140.748020__1.748020	626940__A0A1Q6R4K8__BN587_01573
ERR1913140.748056__1.748056	1262886__R6QAU3__BN563_00998
ERR1913140.748209__1.748209	155148__GeneID:920998
ERR1913140.748308__1.748308	165179__A0A174W369__PREVCOP_04548
ERR1913140.748402__1.748402	853__A0A3E2V168__FAEPRAM212_00929
ERR1913140.748438__1.748438	1262911__R6GY22__BN557_00023
ERR1913140.748451__1.748451	820__A0A3E4VZT7__DXB48_16145
ERR1913140.748553__1.748553	626940__E8LFZ5__HMPREF9443_01789
ERR1913140.748642__1.748642	165179__D1P9T6__PREVCOP_04016
ERR1913140.748740__1.748740	39491__A0A396FF66__DXD95_01810
ERR1913140.748837__1.748837	360807__C0FYL6__ROSEINA2194_03855
ERR1913140.749193__1.749193	165179__D1PE06__DXC61_05975
ERR1913140.749214__1.749214	165179__A0A3E5AE59__DXC61_12885
ERR1913140.749295__1.749295	1262741__R6CQD6__BN697_01012
ERR1913140.749340__1.749340	165179__A0A174W369__PREVCOP_04548
ERR1913140.749456__1.749456	165179__A0A3E5DZA5__DXB80_12550
ERR1913140.749473__1.749473	166486__D4L1D0__ROSINTL182_06446
ERR1913140.749820__1.749820	1262936__R7J1I2__BN799_01776
ERR1913140.749881__1.749881	360807__C0FYL6__ROSEINA2194_03855
ERR1913140.750077__1.750077	165179__A0A3E5E2S3__DXB80_03455
ERR1913140.750347__1.750347	165179__D1PCU4__PREVCOP_05029
ERR1913140.750352__1.750352	1262959__R5YH34__BN680_01621
ERR1913140.750395__1.750395	166486__D4KZ24__ROSINTL182_05766
ERR1913140.750441__1.750441	562__P64549__K758_00320
ERR1913140.750470__1.750470	1262911__R6H092__BN557_00938
ERR1913140.750517__1.750517	907__A0A1M6QH06__SAMN02910401_01575
ERR1913140.750709__1.750709	165179__A0A229I9X5__CFT61_01205
ERR1913140.750759__1.750759	1147152__GeneID:14181982
ERR1913140.750931__1.750931	165179__A0A3E5DPL2__PREVCOP_05023
ERR1913140.750941__1.750941	204516__U6RFV1__HMPREF1534_02560
ERR1913140.751008__1.751008	175950__GeneID:955654
ERR1913140.751137__1.751137	823__A0A174U5E4__BDI_3390
ERR1913140.751194__1.751194	363265__G6AZB1__HMPREF0673_01975
ERR1913140.751206__1.751206	823__A0A355XKR1__DHP27_04035
ERR1913140.751245__1.751245	1261__A0A135YTZ5__HMPREF3183_00253
ERR1913140.751252__1.751252	33043__A0A174BZH6__ERS852400_01477
ERR1913140.751523__1.751523	165179__A0A3E5E7Z8__PREVCOP_06480
ERR1913140.751532__1.751532	626940__E8LCM5__BHW43_00395
ERR1913140.751760__1.751760	1262743__R5C054__BN727_01980
ERR1913140.751779__1.751779	1262886__R6Q9F4__BN563_00588
ERR1913140.751968__1.751968	820__A0A174G065__DXB62_08975
ERR1913140.752194__1.752194	1262886__R6QHD5__BN563_00547
ERR1913140.752469__1.752469	166486__C7GCP5__ROSINTL182_07683
ERR1913140.752589__1.752589	39491__C4ZHS4__EUR_24420
ERR1913140.752963__1.752963	165179__D1PER3__DXB80_11525
ERR1913140.753050__1.753050	33043__D5HIL8__ERS852386_02009
ERR1913140.753215__1.753215	1262936__R7J172__BN799_01663
ERR1913140.753249__1.753249	1262911__R6GTZ4__BN557_01440
ERR1913140.753424__1.753424	360807__A0A173WJE3__mcp4_4
ERR1913140.753483__1.753483	39491__C4Z9K7__EUBREC_0050
ERR1913140.753517__1.753517	39486__B0G468__DXB12_12780
ERR1913140.753557__1.753557	360807__A0A173VDL4__dosC_2
ERR1913140.753582__1.753582	1262959__R5YDE4__BN680_00340
ERR1913140.753584__1.753584	357276__I9QWD4__DXD47_15075
ERR1913140.753592__1.753592	410072__A0A3E4GMB7__COPCOM_03357
ERR1913140.753710__1.753710	626940__E8LDI1__HMPREF9443_00908
ERR1913140.753826__1.753826	901__B6WXH1__DESPIGER_1644
ERR1913140.753882__1.753882	1262886__R6Q951__BN563_00504
ERR1913140.753920__1.753920	328814__GCA_004558275.1_00079
ERR1913140.753883__1.753883	847__C3X7S1__OFBG_00275
ERR1913140.753897__1.753897	46503__R6Y2Q2__DCY29_15375
ERR1913140.754066__1.754066	853__A0A173XRA8__CGS56_09290
ERR1913140.754071__1.754071	1897011__A0A1Q6RFG0__BHW41_03665
ERR1913140.754242__1.754242	1263000__R5EXT3__BN466_02213
ERR1913140.754267__1.754267	33043__D5HEU4__ftsW_3
ERR1913140.754284__1.754284	165179__A0A3E5E2S3__DXB80_03455
ERR1913140.754486__1.754486	33043__D5HEK8__lytR_1
ERR1913140.754565__1.754565	1262743__R5C054__BN727_01980
ERR1913140.754617__1.754617	907__G0VPL2__murC
ERR1913140.754774__1.754774	1897011__A0A1Q6REA0__BHW41_04660
ERR1913140.754793__1.754793	204516__U6RAM4__HMPREF1534_03439
ERR1913140.754796__1.754796	1262886__R6Q9D7__BN563_00573
ERR1913140.754873__1.754873	165179__A0A229I1J2__DXB80_03950
ERR1913140.755089__1.755089	165179__A0A174SA26__PREVCOP_05758
ERR1913140.755090__1.755090	165179__A0A3E5E6C5__PREVCOP_03510
ERR1913140.755193__1.755193	2293125__A0A374C0K0__DW917_10610
ERR1913140.755376__1.755376	901__B6WUN6__DHV46_11020
ERR1913140.755423__1.755423	410072__C0B830__ERS852525_01946
ERR1913140.755410__1.755410	1318__A0A0F3H7R9__HMPREF9626_1990
ERR1913140.755690__1.755690	853__A0A173YYY4__DWZ04_09420
ERR1913140.755897__1.755897	853__A0A173YYY4__DWZ04_09420
ERR1913140.756020__1.756020	853__A0A173YYY4__DWZ04_09420
ERR1913140.756028__1.756028	165179__A0A229I1J2__DXB80_03950
ERR1913140.756064__1.756064	165179__A0A174W369__PREVCOP_04548
ERR1913140.756078__1.756078	1262687__R7M3G8__BN701_00205
ERR1913140.756396__1.756396	165179__A0A3E5E7Z8__PREVCOP_06480
ERR1913140.756460__1.756460	1262911__R6H054__BN557_00908
ERR1913140.756604__1.756604	165179__A0A3E5E4P9__DXB80_07930
ERR1913140.756609__1.756609	39486__R6SMK6__DXD82_09730
ERR1913140.756632__1.756632	1262936__R7J1R8__BN799_01841
ERR1913140.756726__1.756726	907__A0A2S0M9X5__JY94_08530
ERR1913140.756756__1.756756	1147152__GeneID:14181982
ERR1913140.757036__1.757036	165179__R6C3K4__PREVCOP_05795
ERR1913140.757049__1.757049	39488__A0A374NU13__mtnK_2
ERR1913140.757151__1.757151	1262936__R7J1I2__BN799_01776
ERR1913140.757247__1.757247	39491__A0A396FRK0__ERS852417_00541
ERR1913140.757665__1.757665	1735__B7CB67__EUBIFOR_01442
ERR1913140.758076__1.758076	820__A0A139K8N1__ERS852554_00951
ERR1913140.758109__1.758109	33043__A0A173YLD4__ERS852575_00535
ERR1913140.758561__1.758561	590739__GeneID:955815
ERR1913140.758646__1.758646	1262936__R7J1I2__BN799_01776
ERR1913140.758778__1.758778	166486__R6AZI2__ydaF
ERR1913140.758787__1.758787	905__D2RJY9__SAMN05216495_10227
ERR1913140.758809__1.758809	2173__A0A1D2WTV4__Msm_1285
ERR1913140.758919__1.758919	46506__B0NUC3__SAMN05444283_1019
ERR1913140.759158__1.759158	1262886__R6REM1__BN563_00995
ERR1913140.759221__1.759221	165179__R6CNX7__DXB80_02200
ERR1913140.759273__1.759273	165179__A0A174W369__PREVCOP_04548
ERR1913140.759443__1.759443	410072__C0B8D2__DXD67_01675
ERR1913140.759452__1.759452	328814__GCA_004558275.1_01614
ERR1913140.759637__1.759637	414970__GeneID:5204415
ERR1913140.759658__1.759658	823__A0A395Z0N9__DHW69_05890
ERR1913140.759831__1.759831	357276__I9QBT7__BSEG_03340
ERR1913140.759941__1.759941	853__A0A173XRA8__CGS56_09290
ERR1913140.760003__1.760003	853__A0A174C5M1__CGS58_04460
ERR1913140.760029__1.760029	853__A0A2A7ATM9__DWZ89_13645
ERR1913140.760208__1.760208	820__A0A396EUU8__luxQ_3
ERR1913140.760212__1.760212	39491__A0A395ZM93__DXD13_03490
ERR1913140.760217__1.760217	905__D2RJR9__SAMN02910455_00102
ERR1913140.760283__1.760283	1689__D2Q6N2__SAMN05192536_1570
ERR1913140.760248__1.760248	165179__D1PES9__DXB80_11585
ERR1913140.760255__1.760255	165179__A0A174IHQ2__PREVCOP_05478
ERR1913140.760695__1.760695	1262959__R5XW19__BN680_01841
ERR1913140.760833__1.760833	821__A0A174WBC9__ERS852556_03145
ERR1913140.760883__1.760883	33043__A0A173SQ62__ERS852575_01610
ERR1913140.761048__1.761048	39485__A0A174ZNZ2__ERS852492_02345
ERR1913140.761182__1.761182	823__A0A174PAQ4__ERS852429_04218
ERR1913140.761277__1.761277	1263000__R5EKG2__BN466_02040
ERR1913140.761318__1.761318	10680__GeneID:1261099
ERR1913140.761409__1.761409	39491__A0A396FSN2__EUBREC_0707
ERR1913140.761469__1.761469	165179__D1PCT4__DXB80_09470
ERR1913140.761626__1.761626	165179__A0A174MTF2__DXC61_13200
ERR1913140.761668__1.761668	853__A0A2A7B9I6__DW855_13690
ERR1913140.761703__1.761703	1262936__R7J1T7__BN799_01864
ERR1913140.761841__1.761841	626940__E8LG47__BHW43_08400
ERR1913140.761973__1.761973	1262882__R5N349__BN519_01037
ERR1913140.762036__1.762036	563769__GeneID:6973158
ERR1913140.762244__1.762244	165179__W1I4H6__DXB80_13655
ERR1913140.762382__1.762382	39491__A0A2U2EK03__ERE_28780
ERR1913140.762531__1.762531	671266__GCA_004801615.1_00391
ERR1913140.762887__1.762887	187979__A0A174AJW5__ERS852385_01603
ERR1913140.762952__1.762952	39486__B0G2S4__DXD10_16540
ERR1913140.762994__1.762994	39492__D4JSB6__ERS852540_00627
ERR1913140.763061__1.763061	1262882__R5MK82__BN519_00260
ERR1913140.763091__1.763091	39491__A0A395UXH0__EUBREC_0021
ERR1913140.763127__1.763127	33043__A0A173YLD4__ERS852575_00535
ERR1913140.763196__1.763196	165179__A0A3E5A5E5__DXC61_13965
ERR1913140.763272__1.763272	1262936__R7J2B4__BN799_01114
ERR1913140.763467__1.763467	214856__A0A174H3U9__ERS852559_00612
ERR1913140.763471__1.763471	33043__D5HIS6__ERS852575_02019
ERR1913140.763603__1.763603	562__P77294__fimG
ERR1913140.763743__1.763743	626940__E8LCM1__HMPREF9443_00590
ERR1913140.763856__1.763856	214856__A0A174FX52__yddM
ERR1913140.763897__1.763897	33043__D5HIL8__ERS852386_02009
ERR1913140.764007__1.764007	562__P0A9K7__AUQ29_19530
ERR1913140.764047__1.764047	1147152__GeneID:14182018
ERR1913140.764185__1.764185	227940__GeneID:1260616
ERR1913140.764355__1.764355	823__A0A355XKR1__DHP27_04035
ERR1913140.764378__1.764378	357276__I8WC65__EL88_00520
ERR1913140.764579__1.764579	28117__B0MXR4__BHV66_08025
ERR1913140.764592__1.764592	165179__A0A174W369__PREVCOP_04548
ERR1913140.764670__1.764670	901__B6WV62__DHV46_06145
ERR1913140.764788__1.764788	165179__A0A174MTF2__DXC61_13200
ERR1913140.764827__1.764827	39491__D4JM76__DXC13_02150
ERR1913140.764852__1.764852	626940__E8LCL8__DCQ00_09880
ERR1913140.764949__1.764949	2108523__A0A2P2F6D0__LAWASA_1569
ERR1913140.764989__1.764989	88431__A0A3D0F1H3__ERS852573_02429
ERR1913140.765216__1.765216	2292352__A0A374UL63__DXC23_08410
ERR1913140.765240__1.765240	626940__E8LBQ4__DCQ00_10225
ERR1913140.765247__1.765247	165179__A0A3E5E7A6__PREVCOP_04277
ERR1913140.765437__1.765437	165179__A0A3E5E2S3__DXB80_03455
ERR1913140.765539__1.765539	10680__GeneID:1261100
ERR1913140.765665__1.765665	165179__A0A174K816__DXB80_12000
ERR1913140.765780__1.765780	1262919__R5PRP3__BN465_00924
ERR1913140.765896__1.765896	1262936__R7J2K7__BN799_00229
ERR1913140.765993__1.765993	357276__B6W1Y1__BSEG_03960
ERR1913140.766048__1.766048	626940__E8LB62__BHW43_02905
ERR1913140.766251__1.766251	1147152__GeneID:14182017
ERR1913140.766294__1.766294	165179__A0A3E5DV57__DXB80_11400
ERR1913140.766425__1.766425	33043__D5HFX2__ERS852445_02161
ERR1913140.766487__1.766487	1262929__R6F5P4__BN691_01119
ERR1913140.766603__1.766603	820__I9J701__ERS852510_01809
ERR1913140.766658__1.766658	165179__A0A3E5DWJ4__PREVCOP_06538
ERR1913140.766699__1.766699	165179__D1PE06__DXC61_05975
ERR1913140.766849__1.766849	310298__B3JQJ5__BACCOP_04231
ERR1913140.766864__1.766864	2108523__A0A2P2F6V3__LAWASA_1735
ERR1913140.766924__1.766924	1897011__A0A1Q6RIQ3__BHW41_00450
ERR1913140.767006__1.767006	165179__A0A3E5EA43__DXC61_07775
ERR1913140.766980__1.766980	28132__D9RV83__HMPREF0660_00835
ERR1913140.767123__1.767123	1262882__R5MH82__BN519_00752
ERR1913140.767154__1.767154	33043__A0A174B7D6__ERS852400_01331
ERR1913140.767187__1.767187	562__P23837__phoQ
ERR1913140.767255__1.767255	820__A0A374Q8T2__DXB64_16190
ERR1913140.767268__1.767268	414970__GeneID:5204399
ERR1913140.767281__1.767281	1262936__R7J6F9__BN799_00540
ERR1913140.767331__1.767331	166486__D4KZY5__ROSINTL182_07635
ERR1913140.767473__1.767473	46506__A0A108TCV1__AA415_00106
ERR1913140.767479__1.767479	39485__A0A174ZBK4__ERS852490_01585
ERR1913140.767609__1.767609	165179__A0A3E5A554__DXB80_13805
ERR1913140.767649__1.767649	357276__A0A0M1W657__HMPREF1064_04629
ERR1913140.767914__1.767914	33043__A8SWM2__ERS852575_01910
ERR1913140.768073__1.768073	853__A0A173XRA8__CGS56_09290
ERR1913140.768235__1.768235	853__A0A3E2U7E6__ERS852582_01640
ERR1913140.768306__1.768306	166486__C7GAX1__ERS852572_03188
ERR1913140.768318__1.768318	165179__A0A3E5E189__PREVCOP_06699
ERR1913140.768401__1.768401	1262936__R7J1V8__BN799_00957
ERR1913140.768413__1.768413	172901__A0A2U1BBM3__C8D82_101264
ERR1913140.768535__1.768535	905__D2RKT0__SAMN05216495_10162
ERR1913140.768560__1.768560	821__A0A3E4WAR6__DXD64_10735
ERR1913140.768779__1.768779	905__D2RII0__SAMN05216495_10964
ERR1913140.768928__1.768928	1262911__R6GY22__BN557_00023
ERR1913140.768933__1.768933	165179__D1PEW8__DXB80_13775
ERR1913140.769087__1.769087	165179__D1P8Q2__trpF
ERR1913140.769264__1.769264	39491__A0A396FNY7__LD38_16155
ERR1913140.769433__1.769433	1262886__R6QHT9__BN563_00630
ERR1913140.769940__1.769940	562__P26458__cydB
ERR1913140.769928__1.769928	28116__R6JIR4__DXA80_14190
ERR1913140.769932__1.769932	1262936__R7IZ99__BN799_01076
ERR1913140.769882__1.769882	820__A0A3E4XDK3__ERS852554_03650
ERR1913140.769987__1.769987	357276__I8WDF1__B5F00_02455
ERR1913140.770049__1.770049	165179__A0A3E5DV57__DXB80_11400
ERR1913140.770068__1.770068	165179__A0A174W369__PREVCOP_04548
ERR1913140.770082__1.770082	1263000__R5EXT3__BN466_02213
ERR1913140.770093__1.770093	821__A6L0C7__ERS852556_03520
ERR1913140.770169__1.770169	165179__A0A3E5EB26__CFT61_02800
ERR1913140.770226__1.770226	165179__A0A229I2W6__PREVCOP_04332
ERR1913140.770334__1.770334	1262936__R7J204__BN799_01701
ERR1913140.770380__1.770380	33043__A0A174AEP1__apr
ERR1913140.770423__1.770423	100886__E2NSC8__ERS852383_03490
ERR1913140.770690__1.770690	165179__D1PES9__DXB80_11585
ERR1913140.770823__1.770823	165179__A0A3E5DR10__DXC61_03505
ERR1913140.770897__1.770897	1263109__GCA_000438135.1_01189
ERR1913140.770984__1.770984	165179__A0A3E5EA83__DXC61_07750
ERR1913140.771385__1.771385	626940__E8LFI9__BN587_00710
ERR1913140.771396__1.771396	823__C7XBX3__HMPREF1059_03212
ERR1913140.771398__1.771398	166486__D4KVX6__ROSINTL182_06735
ERR1913140.771656__1.771656	165179__D1PCT4__DXB80_09470
ERR1913140.771898__1.771898	28116__A0A078Q1V5__SAMN05444282_12168
ERR1913140.771999__1.771999	853__A0A174BA00__DW905_01145
ERR1913140.772101__1.772101	165179__D1PDJ4__DXB80_08505
ERR1913140.772193__1.772193	165179__A0A3E5DWJ4__PREVCOP_06538
ERR1913140.772291__1.772291	166486__D4L082__yicI_5
ERR1913140.772789__1.772789	820__A0A174A6K0__M093_0079
ERR1913140.772783__1.772783	328814__GCA_004558275.1_00056
ERR1913140.772955__1.772955	100886__E2NSF9__rpoB
ERR1913140.772962__1.772962	2292352__A0A374UIX0__DXC23_12260
ERR1913140.773116__1.773116	33043__D5HGR0__rpfC_2
ERR1913140.773243__1.773243	562__A0A376L0A6__CQA14_19985
ERR1913140.773308__1.773308	853__A0A173YYY4__DWZ04_09420
ERR1913140.773472__1.773472	626940__E8LG07__BHW43_10200
ERR1913140.773533__1.773533	360807__C0FPW0__ROSEINA2194_00763
ERR1913140.773753__1.773753	1262929__R6EW67__BN691_01050
ERR1913140.773770__1.773770	165179__D1PAJ7__PREVCOP_04222
ERR1913140.773822__1.773822	357276__B6W1J2__BACDOR_03380
ERR1913140.773903__1.773903	1262911__R6GYT4__BN557_00617
ERR1913140.773960__1.773960	853__A0A173RZ39__C4N22_01650
ERR1913140.773964__1.773964	33043__A0A173YLD4__ERS852575_00535
ERR1913140.774127__1.774127	1262936__R7J3N4__BN799_00434
ERR1913140.774177__1.774177	823__A6LBY1__ERS852380_00510
ERR1913140.774289__1.774289	2173__A0A1D2WRQ9__METSMIF1_03320
ERR1913140.774375__1.774375	907__G0VRL0__C6Y28_11320
ERR1913140.774411__1.774411	1262959__R5Y6L0__BN680_01484
ERR1913140.774436__1.774436	1262936__R7IYH4__BN799_00795
ERR1913140.774544__1.774544	1262936__R7J0K9__BN799_01537
ERR1913140.774725__1.774725	563769__GeneID:6973141
ERR1913140.774768__1.774768	165179__A0A3E5DRF6__DXC61_00200
ERR1913140.774916__1.774916	165179__A0A174IPI3__CFT61_10940
ERR1913140.774889__1.774889	155148__GeneID:921005
ERR1913140.774938__1.774938	165179__A0A3E5E9I4__DXB80_09745
ERR1913140.775159__1.775159	562__P64549__K758_00320
ERR1913140.775508__1.775508	165179__A0A3E5E4P9__DXB80_07930
ERR1913140.775603__1.775603	1262886__R6QHD5__BN563_00547
ERR1913140.775612__1.775612	165179__D1PGU8__PREVCOP_06463
ERR1913140.775749__1.775749	39486__R6RY39__DXD82_07230
ERR1913140.775810__1.775810	33043__D5HFA0__glfT2
ERR1913140.775931__1.775931	360807__C0FUR6__RIL183_24171
ERR1913140.776222__1.776222	823__A0A173W1W2__M095_4076
ERR1913140.776189__1.776189	1262889__R7H8U0__BN634_00239
ERR1913140.776202__1.776202	357276__A0A076J8M3__ABI39_13695
ERR1913140.776332__1.776332	1262959__R5XUW0__BN680_01859
ERR1913140.776413__1.776413	39491__A0A396FNP1__DXD95_06025
ERR1913140.776388__1.776388	165179__D1PAR0__DXB80_01190
ERR1913140.776504__1.776504	853__A0A3E2U7E6__ERS852582_01640
ERR1913140.776540__1.776540	1262886__R6QR12__BN563_01295
ERR1913140.776724__1.776724	1262961__R6E1C5__BN710_01058
ERR1913140.776817__1.776817	626940__E8LBD1__BN587_01117
ERR1913140.776941__1.776941	33043__A0A174B5C6__acm_3
ERR1913140.777067__1.777067	1262936__R7J0N1__BN799_01252
ERR1913140.777072__1.777072	360807__A0A174EVF2__RIL183_27331
ERR1913140.777036__1.777036	106588__A6NUL8__BACCAP_01900
ERR1913140.777085__1.777085	853__A0A2A7B9I6__DW855_13690
ERR1913140.777187__1.777187	169435__A0A3E3IC26__B5F55_09505
ERR1913140.777357__1.777357	246787__A0A3D6ARE5__HMPREF1062_01788
ERR1913140.777433__1.777433	39491__A0A395UXH0__EUBREC_0021
ERR1913140.777485__1.777485	165179__A0A3E5AE59__DXC61_12885
ERR1913140.777553__1.777553	823__A0A174V089__BDI_3204
ERR1913140.777652__1.777652	1147152__GeneID:14182017
ERR1913140.777672__1.777672	88431__A0A3D0F2C1__DORLON_02135
ERR1913140.777695__1.777695	1318__E8K6E7__HMPREF9962_0952
ERR1913140.777699__1.777699	1147151__GeneID:14182075
ERR1913140.777743__1.777743	165179__R6BPK1__DXB80_04445
ERR1913140.777899__1.777899	1262911__R6GSH8__BN557_00939
ERR1913140.777941__1.777941	1407493__GeneID:17503257
ERR1913140.778009__1.778009	165179__A0A3E5AE59__DXC61_12885
ERR1913140.778070__1.778070	820__A0A139K4W1__M093_0353
ERR1913140.778168__1.778168	821__U6RDC2__DXD46_15675
ERR1913140.778435__1.778435	165179__A0A3E5DV57__DXB80_11400
ERR1913140.779073__1.779073	165179__D1PDT3__PREVCOP_05375
ERR1913140.779176__1.779176	165179__D1PES9__DXB80_11585
ERR1913140.779153__1.779153	39491__A0A396FF66__DXD95_01810
ERR1913140.779213__1.779213	820__A0A3E5E9Y8__DXD90_09110
ERR1913140.779414__1.779414	820__A0A3E4WA06__ERS852554_03404
ERR1913140.779450__1.779450	360807__C0FNJ9__ERS852392_02898
ERR1913140.779493__1.779493	360807__C0FVL5__ERS852392_00391
ERR1913140.779591__1.779591	1262911__R6GN99__BN557_01784
ERR1913140.779603__1.779603	39485__A0A174ZQ05__EUBELI_01606
ERR1913140.779826__1.779826	165179__A0A3E5E7Z8__PREVCOP_06480
ERR1913140.780001__1.780001	165179__A0A3E5E5M2__PREVCOP_03530
ERR1913140.780028__1.780028	1262924__R7HR75__BN585_00689
ERR1913140.780167__1.780167	39492__D4JRV7__EUBSIR_01513
ERR1913140.780251__1.780251	106588__A6NUL8__BACCAP_01900
ERR1913140.780422__1.780422	820__A0A174CG08__DXB62_13215
ERR1913140.780647__1.780647	823__A6LB63__M095_1847
ERR1913140.780789__1.780789	905__D2RNH4__SAMN02910455_00867
ERR1913140.780815__1.780815	821__C6Z451__BHV80_04265
ERR1913140.781015__1.781015	39491__A0A395UYA6__EUBREC_0408
ERR1913140.781127__1.781127	35833__S2KT88__HMPREF0179_05280
ERR1913140.781299__1.781299	165179__D1PGD2__DXC61_10875
ERR1913140.781358__1.781358	165179__A0A3E5E7Z8__PREVCOP_06480
ERR1913140.781478__1.781478	165179__R6BPK1__DXB80_04445
ERR1913140.781582__1.781582	1263000__R5EXT3__BN466_02213
ERR1913140.781621__1.781621	562__C6EBU6__ESQG_00710
ERR1913140.781679__1.781679	1357825__GeneID:17494407
ERR1913140.781862__1.781862	165179__A0A229I9X5__CFT61_01205
ERR1913140.781899__1.781899	1262992__R5CY89__BN795_01227
ERR1913140.782157__1.782157	165179__D1PEW8__DXB80_13775
ERR1913140.782234__1.782234	820__A0A174GYA8__DXB64_07370
ERR1913140.782382__1.782382	39485__R6AET9__EUBELI_01205
ERR1913140.782438__1.782438	33043__D5HFA1__ERS852400_02183
ERR1913140.782708__1.782708	165179__A0A3E5E3D6__DXC61_05750
ERR1913140.782773__1.782773	357276__A0A0M1W9N4__GV66_05135
ERR1913140.782837__1.782837	1262936__R7IYW8__BN799_00842
ERR1913140.783031__1.783031	39485__C4Z6R3__mcp2_1
ERR1913140.783154__1.783154	165179__A0A3E5DR10__DXC61_03505
ERR1913140.783159__1.783159	1262988__R7N906__BN816_00547
ERR1913140.783132__1.783132	165179__A0A3E5A832__DXC61_13685
