ERR1913041.2__1.2	28116__F7LBW8__C5Z02_16055
ERR1913041.253505__1.253505	821__A0A0P0M3U7__DXB90_14325
ERR1913041.253561__1.253561	165179__A0A3E5EA43__DXC61_07775
ERR1913041.253608__1.253608	39488__A0A285PT25__EUBHAL_01908
ERR1913041.253671__1.253671	1262924__R7HQK6__BN585_00186
ERR1913041.253682__1.253682	1262913__R7JLP9__BN646_02495
ERR1913041.253723__1.253723	165179__A0A3E5AHY4__CFT61_07675
ERR1913041.253760__1.253760	1262924__R7HKX0__BN585_01279
ERR1913041.253874__1.253874	39491__A0A174K265__DXB76_05915
ERR1913041.253877__1.253877	47678__R5U558__ERS852558_02232
ERR1913041.253889__1.253889	165179__A0A3E5E8N5__DXC61_13460
ERR1913041.253929__1.253929	821__A0A0P0M2J4__DXD46_10295
ERR1913041.254048__1.254048	165179__A0A174IPI3__CFT61_10940
ERR1913041.254090__1.254090	301301__A0A395VG30__RHOM_05975
ERR1913041.254435__1.254435	165179__A0A3E5A554__DXB80_13805
ERR1913041.254615__1.254615	165179__A0A3E5A5E5__DXC61_13965
ERR1913041.254856__1.254856	310298__B3JH76__BACCOP_01230
ERR1913041.254909__1.254909	204516__U6RDD8__HMPREF1534_02559
ERR1913041.255002__1.255002	69974__A0A090FEL8__MPL3365_630008
ERR1913041.255109__1.255109	69974__A0A090FEL8__MPL3365_630008
ERR1913041.255155__1.255155	40520__A0A173WIQ7__apu
ERR1913041.255205__1.255205	69974__A0A090FEL8__MPL3365_630008
ERR1913041.255206__1.255206	165179__A0A3E4SB95__DXC61_13455
ERR1913041.255215__1.255215	820__A0A3E4PYB0__yejM
ERR1913041.255290__1.255290	40518__R5DNY7__RBATCC27255_00367
ERR1913041.255361__1.255361	626933__H1DGX0__HMPREF9449_01506
ERR1913041.255366__1.255366	626930__F3PVE3__HMPREF9446_02721
ERR1913041.255382__1.255382	39491__A0A396FUZ3__phoR_1
ERR1913041.255408__1.255408	310298__B3JGJ2__BACCOP_00994
ERR1913041.255432__1.255432	165179__A0A3E5A554__DXB80_13805
ERR1913041.255552__1.255552	39491__A0A395UYA6__EUBREC_0408
ERR1913041.255664__1.255664	204516__U6RKS4__HMPREF1534_01431
ERR1913041.255707__1.255707	39485__A0A174YVL0__xynZ_2
ERR1913041.255803__1.255803	1262924__R7HRR0__BN585_00872
ERR1913041.255915__1.255915	821__A0A174JYD3__ERS852457_02610
ERR1913041.255974__1.255974	69974__A0A090FEL8__MPL3365_630008
ERR1913041.255989__1.255989	165179__A0A229I4J4__proA
ERR1913041.256018__1.256018	853__A0A173T751__C4N24_10280
ERR1913041.256022__1.256022	745368__A0A1T4XU57__SAMN02745178_02337
ERR1913041.256004__1.256004	69974__A0A090FEL8__MPL3365_630008
ERR1913041.256109__1.256109	69974__A0A090FEL8__MPL3365_630008
ERR1913041.256161__1.256161	216816__B3DR71__CE159_04070
ERR1913041.256279__1.256279	28118__R6F6C0__Odosp_0731
ERR1913041.256299__1.256299	69974__A0A090FEL8__MPL3365_630008
ERR1913041.256305__1.256305	1262924__R7HN51__BN585_01718
ERR1913041.256430__1.256430	1262924__R7HML0__BN585_01508
ERR1913041.256550__1.256550	649756__L1QA71__HMPREF0369_00510
ERR1913041.256733__1.256733	39491__A0A395UZZ5__htpG_1
ERR1913041.257056__1.257056	39491__A0A174LTW7__DXD13_08720
ERR1913041.257222__1.257222	69974__A0A090FEL8__MPL3365_630008
ERR1913041.257207__1.257207	39485__C4Z6U7__EUBELI_20545
ERR1913041.257368__1.257368	165179__A0A229I7F5__DXB80_02650
ERR1913041.257371__1.257371	40518__R5DNY7__RBATCC27255_00367
ERR1913041.257464__1.257464	487173__H1CXF4__HMPREF9453_00042
ERR1913041.257514__1.257514	165179__A0A174SA26__PREVCOP_05758
ERR1913041.257606__1.257606	69974__A0A090FEL8__MPL3365_630008
ERR1913041.257644__1.257644	1262924__R7HRE7__BN585_00055
ERR1913041.257650__1.257650	853__A0A3E2W3R8__FAEPRAM212_00849
ERR1913041.257832__1.257832	28118__F9Z7B3__SAMEA44545918_00670
ERR1913041.257865__1.257865	69974__A0A090FEL8__MPL3365_630008
ERR1913041.257877__1.257877	69974__A0A090FEL8__MPL3365_630008
ERR1913041.258077__1.258077	69974__A0A090FEL8__MPL3365_630008
ERR1913041.258099__1.258099	28139__A0A379ND44__NCTC11190_02421
ERR1913041.258120__1.258120	1501392__A0A0B2JRZ6__PU94_03110
ERR1913041.258415__1.258415	165179__A0A229I443__DXB80_10950
ERR1913041.258685__1.258685	1535__A7VTN9__CLOLEP_01932
ERR1913041.258694__1.258694	39491__A0A396FJJ9__DXB76_11995
ERR1913041.258710__1.258710	1262924__R7HQB7__BN585_02057
ERR1913041.258794__1.258794	853__A0A173T6P2__DWZ46_14595
ERR1913041.258835__1.258835	28117__B0MTH2__ALIPUT_00061
ERR1913041.258952__1.258952	820__A0A139K426__B5G17_09115
ERR1913041.259054__1.259054	301301__A0A395V7P2__ERS852391_05080
ERR1913041.259101__1.259101	376805__F0R8H8__Bacsa_0435
ERR1913041.259133__1.259133	301302__R5VCB8__M72_07901
ERR1913041.259143__1.259143	1501392__A0A0B2JPM3__PU94_04790
ERR1913041.259174__1.259174	853__A0A173YYY4__DWZ04_09420
ERR1913041.259180__1.259180	418240__A0A174FWP2__ERS852478_02093
ERR1913041.259238__1.259238	28117__B0MXI8__BHV66_08505
ERR1913041.259263__1.259263	39485__C4Z0B2__EUBELI_01024
ERR1913041.259290__1.259290	310298__B3JGJ2__BACCOP_00994
ERR1913041.259384__1.259384	165179__A0A3E5E189__PREVCOP_06699
ERR1913041.259468__1.259468	69974__A0A090FEL8__MPL3365_630008
ERR1913041.259531__1.259531	69974__A0A090FEL8__MPL3365_630008
ERR1913041.259646__1.259646	820__A0A174G065__DXB62_08975
ERR1913041.259740__1.259740	165179__A0A3E5DZ45__DXC61_02820
ERR1913041.259758__1.259758	28118__R6FCW4__DF785_08500
ERR1913041.259906__1.259906	28116__A0A1Y4Q112__evgS_13
ERR1913041.260104__1.260104	1262924__R7HML0__BN585_01508
ERR1913041.260049__1.260049	39491__D6E408__EUBREC_1466
ERR1913041.260136__1.260136	28118__R6FCY1__DER54_07335
ERR1913041.260243__1.260243	39485__C4Z1Y9__EUBELI_00143
ERR1913041.260294__1.260294	1160721__W0U3J7__RBI_I00948
ERR1913041.260376__1.260376	39491__A0A395ZHW3__ERS852417_01359
ERR1913041.260393__1.260393	28117__B0MWP2__ALIPUT_01468
ERR1913041.260427__1.260427	40518__R5DRY6__RB5AMG_00549
ERR1913041.260499__1.260499	69974__A0A090FEL8__MPL3365_630008
ERR1913041.260533__1.260533	820__A0A374MMF0__HMPREF1073_03811
ERR1913041.260557__1.260557	310298__B3JQL6__BACCOP_04252
ERR1913041.260652__1.260652	39485__C4Z6R3__mcp2_1
ERR1913041.260796__1.260796	165179__A0A3E5EB26__CFT61_02800
ERR1913041.260926__1.260926	1160721__W0U3C6__BHW50_11080
ERR1913041.260989__1.260989	410072__A0A174B435__COPCOM_00497
ERR1913041.261030__1.261030	165179__A0A174IPI3__CFT61_10940
ERR1913041.261005__1.261005	165179__A0A3E5EAM5__DXC61_07785
ERR1913041.261116__1.261116	40518__A0A1C6H844__DXD93_02510
ERR1913041.261325__1.261325	310298__B3JJ24__BACCOP_01886
ERR1913041.261355__1.261355	626933__H1DGX0__HMPREF9449_01506
ERR1913041.261358__1.261358	165179__D1PGU8__PREVCOP_06463
ERR1913041.261385__1.261385	28117__B0MTS2__ALIPUT_00159
ERR1913041.261444__1.261444	39492__R6RT40__prkC_3
ERR1913041.261575__1.261575	853__A0A2A7B1Y7__C7K05_11930
ERR1913041.261629__1.261629	69974__A0A090FEL8__MPL3365_630008
ERR1913041.261801__1.261801	69974__A0A090FEL8__MPL3365_630008
ERR1913041.261844__1.261844	820__A0A3E4IBC1__M094_0628
ERR1913041.261897__1.261897	204516__U6RDD8__HMPREF1534_02559
ERR1913041.261912__1.261912	216816__A0A396FVC5__BL71B_00290
ERR1913041.261968__1.261968	69974__A0A090FEL8__MPL3365_630008
ERR1913041.261970__1.261970	69974__A0A090FEL8__MPL3365_630008
ERR1913041.262219__1.262219	821__R7P1Q7__M099_2990
ERR1913041.262220__1.262220	33031__A0A095Z927__HMPREF2134_13860
ERR1913041.262252__1.262252	1262911__R6H2J2__BN557_01228
ERR1913041.262455__1.262455	820__A0A3E4VXP2__yesR
ERR1913041.262471__1.262471	1680__A0A0B5BKZ3__DXD60_01450
ERR1913041.262562__1.262562	310298__B3JH76__BACCOP_01230
ERR1913041.262564__1.262564	39491__A0A173TAZ5__DXB99_09520
ERR1913041.262643__1.262643	69974__A0A090FEL8__MPL3365_630008
ERR1913041.262798__1.262798	40518__R5E1J7__RBL236_02062
ERR1913041.262801__1.262801	165179__D1PGU8__PREVCOP_06463
ERR1913041.262828__1.262828	39491__A0A396FQV7__T1815_10751
ERR1913041.262838__1.262838	39491__A0A395ZGE4__ERS852497_01269
ERR1913041.262998__1.262998	165179__A0A3E5DWJ4__PREVCOP_06538
ERR1913041.263068__1.263068	165179__A0A229I7F5__DXB80_02650
ERR1913041.263137__1.263137	204516__U6RFB2__HMPREF1534_01733
ERR1913041.263281__1.263281	853__A0A2A7A4A9__C4N21_14870
ERR1913041.263301__1.263301	39491__A0A173VD97__DXB69_07350
ERR1913041.263408__1.263408	214856__R6Z5D0__resA_4
ERR1913041.263432__1.263432	487173__H1D1P5__HMPREF9453_01533
ERR1913041.263492__1.263492	310298__B3JF96__BACCOP_00544
ERR1913041.263703__1.263703	39485__C4Z355__ERS852490_01971
ERR1913041.263804__1.263804	1262924__R7HQD9__BN585_00129
ERR1913041.263898__1.263898	28116__A0A078Q626__HMPREF1070_02735
ERR1913041.263981__1.263981	626933__H1DGX0__HMPREF9449_01506
ERR1913041.264091__1.264091	853__E2ZJT1__C4N23_03535
ERR1913041.264101__1.264101	1262924__R7HQB3__BN585_00435
ERR1913041.264263__1.264263	1262924__R7HQX0__BN585_00307
ERR1913041.264270__1.264270	853__A0A173TAZ8__DWZ46_14590
ERR1913041.264319__1.264319	69974__A0A090FEL8__MPL3365_630008
ERR1913041.264610__1.264610	626933__H1DGX0__HMPREF9449_01506
ERR1913041.264733__1.264733	853__A0A2A7B9I6__DW855_13690
ERR1913041.264786__1.264786	310298__B3JK97__BACCOP_02326
ERR1913041.264792__1.264792	69974__A0A090FEL8__MPL3365_630008
ERR1913041.264881__1.264881	1262924__R7HU74__BN585_00690
ERR1913041.264998__1.264998	165179__A0A229I4J4__proA
ERR1913041.265153__1.265153	39491__A0A395ZG74__licR
ERR1913041.265156__1.265156	2293125__A0A374CIC9__DW917_02045
ERR1913041.265192__1.265192	1262924__R7HTA4__BN585_00391
ERR1913041.265279__1.265279	310298__B3JNG7__BACCOP_03480
ERR1913041.265568__1.265568	487173__H1D020__HMPREF9453_00958
ERR1913041.265710__1.265710	69974__A0A090FEL8__MPL3365_630008
ERR1913041.265727__1.265727	69974__A0A090FEL8__MPL3365_630008
ERR1913041.265804__1.265804	2033405__A0A2L2WP67__PvtlMGM1_1949
ERR1913041.265787__1.265787	39485__A0A174YR79__EUBELI_20418
ERR1913041.265888__1.265888	28117__B0MXU6__ALIPUT_01958
ERR1913041.266009__1.266009	40519__U2KI97__RUMCAL_02521
ERR1913041.266080__1.266080	39491__A0A395V0H6__ERS852580_02570
ERR1913041.266123__1.266123	39485__C4Z028__ERS852492_00100
ERR1913041.266142__1.266142	853__C7H1R8__DW905_06675
ERR1913041.266242__1.266242	40518__R5DQR9__DXD83_00030
ERR1913041.266259__1.266259	69974__A0A090FEL8__MPL3365_630008
ERR1913041.266350__1.266350	47678__R5UZM4__DW706_15680
ERR1913041.266367__1.266367	39491__A0A395V5R3__EUBREC_1883
ERR1913041.266379__1.266379	310298__B3JNH3__BACCOP_03486
ERR1913041.266440__1.266440	165179__D1PGU8__PREVCOP_06463
ERR1913041.266457__1.266457	1262924__R7HU74__BN585_00690
ERR1913041.266460__1.266460	165179__A0A174UTZ7__DXC61_06705
ERR1913041.266461__1.266461	39491__A0A395ZGE4__ERS852497_01269
ERR1913041.266606__1.266606	626933__H1DGX0__HMPREF9449_01506
ERR1913041.266659__1.266659	69974__A0A090FEL8__MPL3365_630008
ERR1913041.266688__1.266688	165179__A0A3E5AHY4__CFT61_07675
ERR1913041.266790__1.266790	69974__A0A090FEL8__MPL3365_630008
ERR1913041.266830__1.266830	487173__H1CXT1__HMPREF9453_00169
ERR1913041.266845__1.266845	28116__R6JI94__ERS852555_01222
ERR1913041.266854__1.266854	1262924__R7HPS8__BN585_00646
ERR1913041.266918__1.266918	69974__A0A090FEL8__MPL3365_630008
ERR1913041.266947__1.266947	39491__A0A396FMT0__EUBREC_3020
ERR1913041.266984__1.266984	69974__A0A090FEL8__MPL3365_630008
ERR1913041.267083__1.267083	821__A0A174AYT0__DXC02_03530
ERR1913041.267143__1.267143	69974__A0A090FEL8__MPL3365_630008
ERR1913041.267146__1.267146	69974__A0A090FEL8__MPL3365_630008
ERR1913041.267219__1.267219	1262924__R7HNT3__BN585_00018
ERR1913041.267329__1.267329	40518__R5E6K5__speA
ERR1913041.267511__1.267511	28116__A0A396DFW5__C5Z02_07010
ERR1913041.267558__1.267558	28117__R7JH62__BHV66_05735
ERR1913041.267584__1.267584	821__D4V4X2__DXC16_18525
ERR1913041.267654__1.267654	301302__R5UM41__M72_15921
ERR1913041.267656__1.267656	69974__A0A090FEL8__MPL3365_630008
ERR1913041.267688__1.267688	39485__A0A174YKY3__EUBELI_00877
ERR1913041.267816__1.267816	69974__A0A090FEL8__MPL3365_630008
ERR1913041.267827__1.267827	69974__A0A090FEL8__MPL3365_630008
ERR1913041.267838__1.267838	165179__D1PGU8__PREVCOP_06463
ERR1913041.267846__1.267846	853__A0A2A7B9I6__DW855_13690
ERR1913041.267898__1.267898	301302__A0A0M6WB53__mcp4_4
ERR1913041.268152__1.268152	39485__A0A174YMI9__cph2_5
ERR1913041.268157__1.268157	69974__A0A090FEL8__MPL3365_630008
ERR1913041.268225__1.268225	39485__C4Z6F3__EUBELI_20400
ERR1913041.268260__1.268260	69974__A0A090FEL8__MPL3365_630008
ERR1913041.268592__1.268592	165179__A0A174IPI3__CFT61_10940
ERR1913041.268743__1.268743	301301__A0A395V8G6__RHOM_11005
ERR1913041.268772__1.268772	69974__A0A090FEL8__MPL3365_630008
ERR1913041.268856__1.268856	165179__A0A229I1J2__DXB80_03950
ERR1913041.268873__1.268873	214856__D4IMT6__Alfi_1830
ERR1913041.269005__1.269005	165179__D1PHC0__PREVCOP_06640
ERR1913041.269006__1.269006	69974__A0A090FEL8__MPL3365_630008
ERR1913041.269032__1.269032	39485__C4Z355__ERS852490_01971
ERR1913041.269177__1.269177	487173__H1CY10__HMPREF9453_00248
ERR1913041.269215__1.269215	69974__A0A090FEL8__MPL3365_630008
ERR1913041.269231__1.269231	204516__U6RR96__HMPREF1534_00277
ERR1913041.269646__1.269646	39485__A0A174ZPJ9__tig_2
ERR1913041.269691__1.269691	1262924__R7HQN1__BN585_00550
ERR1913041.269705__1.269705	853__A0A173XRA8__CGS56_09290
ERR1913041.269760__1.269760	28117__B0MU76__ALIPUT_00202
ERR1913041.269810__1.269810	28117__B0MXG7__BHV66_08620
ERR1913041.269854__1.269854	1262924__R7HM17__BN585_01318
ERR1913041.269864__1.269864	301302__R5V4M3__ERS852420_01171
ERR1913041.269965__1.269965	39485__A0A174YJA4__EUBELI_20421
ERR1913041.270132__1.270132	853__A0A173T751__C4N24_10280
ERR1913041.270337__1.270337	165179__D1PGU8__PREVCOP_06463
ERR1913041.270357__1.270357	1262924__R7HMB7__BN585_01717
ERR1913041.270479__1.270479	28116__A7LS02__DXF98_24100
ERR1913041.270486__1.270486	39491__A0A395V464__EUBREC_1509
ERR1913041.270682__1.270682	69974__A0A090FEL8__MPL3365_630008
ERR1913041.270691__1.270691	310298__B3JGJ2__BACCOP_00994
ERR1913041.270765__1.270765	28117__B0MSS1__ALIPUT_00273
ERR1913041.270767__1.270767	165179__A0A3E5E920__DXB80_11625
ERR1913041.270769__1.270769	626933__H1DGX0__HMPREF9449_01506
ERR1913041.270810__1.270810	204516__U6R9L2__HMPREF1534_03110
ERR1913041.270887__1.270887	1680__A0A173XYA2__B0703_0121
ERR1913041.270889__1.270889	69974__A0A090FEL8__MPL3365_630008
ERR1913041.270919__1.270919	40518__R5DYU1__DXD86_01160
ERR1913041.270998__1.270998	1680__A0A174BEE7__BSTER_1311
ERR1913041.271115__1.271115	820__A0A3E4VXP2__yesR
ERR1913041.271134__1.271134	820__A0A3E4RU03__M093_0563
ERR1913041.271288__1.271288	39491__A0A395UZ82__EUR_31520
ERR1913041.271308__1.271308	39485__A0A174YVB5__lyc
ERR1913041.271471__1.271471	40518__R5E6X5__sbcD
ERR1913041.271432__1.271432	1308__Q5M3L8__CW339_06600
ERR1913041.271434__1.271434	626933__H1DGX0__HMPREF9449_01506
ERR1913041.271436__1.271436	1262739__R6N5K3__BN659_01691
ERR1913041.271527__1.271527	39491__D6E118__DXB69_05765
ERR1913041.271660__1.271660	165179__A0A3E5E8N5__DXC61_13460
ERR1913041.271750__1.271750	28117__B0MUL5__ALIPUT_00722
ERR1913041.271817__1.271817	33038__A7B7G7__CDL25_12200
ERR1913041.271845__1.271845	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913041.271941__1.271941	69974__A0A090FEL8__MPL3365_630008
ERR1913041.271942__1.271942	39485__A0A174YTF7__ERS852490_01271
ERR1913041.271994__1.271994	39485__C4Z1Y9__EUBELI_00143
ERR1913041.272048__1.272048	69974__A0A090FEL8__MPL3365_630008
ERR1913041.272079__1.272079	39485__R5ZVC3__ERS852490_00250
ERR1913041.272132__1.272132	39491__A0A395UZ82__EUR_31520
ERR1913041.272148__1.272148	853__A0A173T6P2__DWZ46_14595
ERR1913041.272193__1.272193	39485__C4Z434__tilS
ERR1913041.272284__1.272284	69974__A0A090FEL8__MPL3365_630008
ERR1913041.272261__1.272261	1262948__R7E9D8__BN671_02221
ERR1913041.272287__1.272287	39485__A0A174YJA4__EUBELI_20421
ERR1913041.272398__1.272398	165179__A0A3E4SID1__DXB80_01945
ERR1913041.272547__1.272547	69974__A0A090FEL8__MPL3365_630008
ERR1913041.272603__1.272603	69974__A0A090FEL8__MPL3365_630008
ERR1913041.272657__1.272657	69974__A0A090FEL8__MPL3365_630008
ERR1913041.272697__1.272697	69974__A0A090FEL8__MPL3365_630008
ERR1913041.272784__1.272784	28118__F9ZBV2__NCTC10826_00352
ERR1913041.272819__1.272819	39491__A0A395ZF49__DXB69_05290
ERR1913041.272862__1.272862	1262743__R5C054__BN727_01980
ERR1913041.272907__1.272907	1262929__R6F6C8__BN691_01344
ERR1913041.272916__1.272916	40518__R5DYU1__DXD86_01160
ERR1913041.272951__1.272951	310298__B3JK99__BACCOP_02328
ERR1913041.272989__1.272989	39485__R6A1W2__ERS852490_01584
ERR1913041.273118__1.273118	39491__A0A395V0X2__EUBREC_3007
ERR1913041.273137__1.273137	39485__A0A174YNW2__cph2_3
ERR1913041.273165__1.273165	165179__D1PGU8__PREVCOP_06463
ERR1913041.273173__1.273173	487173__H1D020__HMPREF9453_00958
ERR1913041.273256__1.273256	1262924__R7HLK0__BN585_01496
ERR1913041.273279__1.273279	301302__A0A0M6W9I4__M72_19871
ERR1913041.273289__1.273289	1263107__GCA_000436995.1_00056
ERR1913041.273293__1.273293	33039__A0A3D0EY88__ERS852390_03120
ERR1913041.273696__1.273696	39485__R5ZSI4__ERS852492_00875
ERR1913041.273766__1.273766	1262992__R5D484__BN795_00565
ERR1913041.273784__1.273784	165179__A0A3E5DWJ4__PREVCOP_06538
ERR1913041.273809__1.273809	69974__A0A090FEL8__MPL3365_630008
ERR1913041.273878__1.273878	1262913__R7JMY4__BN646_00248
ERR1913041.274158__1.274158	1304__Q9ZI21__SALIVA_0269
ERR1913041.274143__1.274143	69974__A0A090FEL8__MPL3365_630008
ERR1913041.274224__1.274224	204516__U6RGV4__HMPREF1534_01764
ERR1913041.274259__1.274259	1680__A0A1X2ZFB6__AD0028_0856
ERR1913041.274271__1.274271	39485__A0A174YVS4__EUBELI_00620
ERR1913041.274316__1.274316	1262924__R7HUR1__BN585_00057
ERR1913041.274374__1.274374	69974__A0A090FEL8__MPL3365_630008
ERR1913041.274451__1.274451	40518__A0A2N0UK36__RBATCC27255_01376
ERR1913041.274716__1.274716	310298__B3JFK4__BACCOP_00654
ERR1913041.274774__1.274774	40519__U2KW56__RUMCAL_01316
ERR1913041.274920__1.274920	165179__D1PHM6__DXC61_06700
ERR1913041.275043__1.275043	40518__R5DZM6__lytR_3
ERR1913041.275085__1.275085	310298__B3JPY4__BACCOP_04016
ERR1913041.275096__1.275096	165179__W1I4H6__DXB80_13655
ERR1913041.275470__1.275470	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913041.275512__1.275512	39485__A0A174YZE2__spoIIE
ERR1913041.275569__1.275569	853__A0A173YYY4__DWZ04_09420
ERR1913041.275573__1.275573	69974__A0A090FEL8__MPL3365_630008
ERR1913041.275540__1.275540	1262913__R7JPP6__BN646_00416
ERR1913041.275626__1.275626	69974__A0A090FEL8__MPL3365_630008
ERR1913041.275767__1.275767	418240__C6JET3__ERS852478_01564
ERR1913041.276036__1.276036	165179__A0A229I7F5__DXB80_02650
ERR1913041.276077__1.276077	28117__B0MT86__BHV66_02450
ERR1913041.276263__1.276263	1262924__R7HRT1__BN585_00630
ERR1913041.276243__1.276243	328814__GCA_004558275.1_00293
ERR1913041.276467__1.276467	165179__A0A229I4J4__proA
ERR1913041.276842__1.276842	69974__A0A090FEL8__MPL3365_630008
ERR1913041.276933__1.276933	310298__B3JMG0__BACCOP_03099
ERR1913041.276934__1.276934	69974__A0A090FEL8__MPL3365_630008
ERR1913041.276964__1.276964	410072__C0B9G1__ERS852525_01203
ERR1913041.277008__1.277008	204516__U6R9H3__HMPREF1534_03348
ERR1913041.277060__1.277060	28116__F7L4X5__M089_2857
ERR1913041.277144__1.277144	165179__A0A3E5AHY4__CFT61_07675
ERR1913041.277154__1.277154	410072__C0B8G3__DXD67_01535
ERR1913041.277184__1.277184	1262929__R6F6C8__BN691_01344
ERR1913041.277290__1.277290	69974__A0A090FEL8__MPL3365_630008
ERR1913041.277680__1.277680	69974__A0A090FEL8__MPL3365_630008
ERR1913041.277685__1.277685	69974__A0A090FEL8__MPL3365_630008
ERR1913041.277704__1.277704	853__A0A174AML0__FPR_08640
ERR1913041.277708__1.277708	310298__B3JMG0__BACCOP_03099
ERR1913041.277831__1.277831	853__A0A174AML0__FPR_08640
ERR1913041.277895__1.277895	69974__A0A090FEL8__MPL3365_630008
ERR1913041.278014__1.278014	853__A0A173XRA8__CGS56_09290
ERR1913041.278025__1.278025	165179__D1PGU8__PREVCOP_06463
ERR1913041.278199__1.278199	626933__H1DGX0__HMPREF9449_01506
ERR1913041.278233__1.278233	310298__B3JLC6__BACCOP_02712
ERR1913041.278780__1.278780	69974__A0A090FEL8__MPL3365_630008
ERR1913041.278760__1.278760	2108523__A0A2P2F6V3__LAWASA_1735
ERR1913041.278893__1.278893	410072__C0BC63__ERS852525_02815
ERR1913041.279020__1.279020	165179__A0A3E5AHY4__CFT61_07675
ERR1913041.279073__1.279073	165179__W1I4H6__DXB80_13655
ERR1913041.279122__1.279122	165179__A0A3E5DY64__CFT61_10025
ERR1913041.279173__1.279173	820__A0A3E4W084__BACUNI_04042
ERR1913041.279211__1.279211	1262924__R7HPS8__BN585_00646
ERR1913041.279278__1.279278	1262924__R7HPG6__BN585_00099
ERR1913041.279389__1.279389	69974__A0A090FEL8__MPL3365_630008
ERR1913041.279411__1.279411	1680__A0A3E4SB79__BAD_1517
ERR1913041.279473__1.279473	69974__A0A090FEL8__MPL3365_630008
ERR1913041.279479__1.279479	310298__B3JFS5__BACCOP_00726
ERR1913041.279567__1.279567	310298__B3JI31__BACCOP_01543
ERR1913041.279695__1.279695	69974__A0A090FEL8__MPL3365_630008
ERR1913041.280012__1.280012	1262924__R7HU74__BN585_00690
ERR1913041.280125__1.280125	821__A0A3E4XY72__NCTC10583_01067
ERR1913041.280189__1.280189	626933__H1DGX0__HMPREF9449_01506
ERR1913041.280196__1.280196	165179__A0A3E5EB26__CFT61_02800
ERR1913041.280251__1.280251	165179__A0A174IPI3__CFT61_10940
ERR1913041.280256__1.280256	69974__A0A090FEL8__MPL3365_630008
ERR1913041.280273__1.280273	69974__A0A090FEL8__MPL3365_630008
ERR1913041.280289__1.280289	47678__A0A3E5BQM1__DXB67_08970
ERR1913041.280320__1.280320	39491__A0A395ZG96__DXB69_15120
ERR1913041.280348__1.280348	165179__A0A174SA26__PREVCOP_05758
ERR1913041.280354__1.280354	820__A0A174QLF0__SAMN05444418_109151
ERR1913041.280461__1.280461	853__A0A2A7B9I6__DW855_13690
ERR1913041.280688__1.280688	39485__A0A174ZKZ4__spoIIQ_1
ERR1913041.280689__1.280689	40518__R5E2Z2__DXD93_09295
ERR1913041.280737__1.280737	626933__H1DGX0__HMPREF9449_01506
ERR1913041.280754__1.280754	818__A0A174SMH7__C799_03313
ERR1913041.280792__1.280792	371601__D4WBK5__BN891_3970
ERR1913041.280819__1.280819	371601__A0A3E4NKK5__B5E52_17685
