ERR1913041.2__1.2	28116__F7LBW8__C5Z02_16055
ERR1913041.419996__1.419996	69974__A0A090FEL8__MPL3365_630008
ERR1913041.420017__1.420017	1262924__R7HM98__BN585_01697
ERR1913041.420052__1.420052	165179__D1PCT4__DXB80_09470
ERR1913041.420156__1.420156	310298__B3JNR4__BACCOP_03579
ERR1913041.420201__1.420201	1262986__R6ASP8__BN492_01782
ERR1913041.420213__1.420213	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913041.420271__1.420271	28116__F7LC60__AA414_00422
ERR1913041.420292__1.420292	418240__A0A173XCL4__ERS852523_02725
ERR1913041.420293__1.420293	853__C7H7F5__DWZ46_01780
ERR1913041.420308__1.420308	40518__R5DRG6__ylbJ
ERR1913041.420459__1.420459	204516__U6R7W5__HMPREF1534_03766
ERR1913041.420512__1.420512	1262924__R7HMZ4__BN585_01629
ERR1913041.420549__1.420549	853__D4KAK8__C4N21_13380
ERR1913041.420654__1.420654	1150298__R7JU23__ERS852498_02342
ERR1913041.420681__1.420681	28117__B0N007__BHV66_10275
ERR1913041.420701__1.420701	1735__B7CDP2__carA
ERR1913041.420722__1.420722	88431__A0A174A952__ugpA_1
ERR1913041.420792__1.420792	69974__A0A090FEL8__MPL3365_630008
ERR1913041.420937__1.420937	39488__A0A374NPE4__EUBHAL_00845
ERR1913041.420986__1.420986	1262924__R7HP98__BN585_02065
ERR1913041.421008__1.421008	69974__A0A090FEL8__MPL3365_630008
ERR1913041.421012__1.421012	39485__A0A174YKY3__EUBELI_00877
ERR1913041.421021__1.421021	626933__H1DGX0__HMPREF9449_01506
ERR1913041.421023__1.421023	821__A0A174ALF2__BvMPK_3016
ERR1913041.421118__1.421118	1262924__R7HRW7__BN585_01894
ERR1913041.421220__1.421220	69974__A0A090FEL8__MPL3365_630008
ERR1913041.421222__1.421222	165179__A0A3E5EB26__CFT61_02800
ERR1913041.421258__1.421258	821__A0A174RA14__M099_1655
ERR1913041.421316__1.421316	410072__C0BES0__ERS852389_01714
ERR1913041.421319__1.421319	853__A0A173YYY4__DWZ04_09420
ERR1913041.421331__1.421331	69974__A0A090FEL8__MPL3365_630008
ERR1913041.421335__1.421335	706562__GCA_900112995.1_01875
ERR1913041.421591__1.421591	69974__A0A090FEL8__MPL3365_630008
ERR1913041.421645__1.421645	165179__A0A3E5E8N5__DXC61_13460
ERR1913041.421740__1.421740	69974__A0A090FEL8__MPL3365_630008
ERR1913041.421759__1.421759	69974__A0A090FEL8__MPL3365_630008
ERR1913041.421963__1.421963	28117__B0MTS2__ALIPUT_00159
ERR1913041.422015__1.422015	69974__A0A090FEL8__MPL3365_630008
ERR1913041.422016__1.422016	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913041.422018__1.422018	28116__A7M344__BACOV975_04644
ERR1913041.422090__1.422090	69974__A0A090FEL8__MPL3365_630008
ERR1913041.422187__1.422187	69974__A0A090FEL8__MPL3365_630008
ERR1913041.422321__1.422321	1262929__R6F6C8__BN691_01344
ERR1913041.422336__1.422336	853__A0A173T0Y8__CGS54_07215
ERR1913041.422449__1.422449	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913041.422485__1.422485	28117__B0MTH2__ALIPUT_00061
ERR1913041.422536__1.422536	69974__A0A090FEL8__MPL3365_630008
ERR1913041.422565__1.422565	165179__A0A3E5A554__DXB80_13805
ERR1913041.422567__1.422567	39491__C4Z872__LD38_07250
ERR1913041.422589__1.422589	204516__U6RPN2__HMPREF1534_00368
ERR1913041.422756__1.422756	310298__B3JFK4__BACCOP_00654
ERR1913041.422813__1.422813	853__A0A3E2V168__FAEPRAM212_00929
ERR1913041.422873__1.422873	649756__D4MTV5__sorC
ERR1913041.422877__1.422877	310298__B3JED9__BACCOP_00230
ERR1913041.422880__1.422880	1262911__R6GMS3__BN557_00579
ERR1913041.422935__1.422935	69974__A0A090FEL8__MPL3365_630008
ERR1913041.422964__1.422964	216816__A0A3D8U3T8__DXD41_09580
ERR1913041.423006__1.423006	69974__A0A090FEL8__MPL3365_630008
ERR1913041.423102__1.423102	69974__A0A090FEL8__MPL3365_630008
ERR1913041.423153__1.423153	69974__A0A090FEL8__MPL3365_630008
ERR1913041.423155__1.423155	39488__C0F0P8__EUBHAL_03272
ERR1913041.423275__1.423275	69974__A0A090FEL8__MPL3365_630008
ERR1913041.423385__1.423385	39492__D4MIK7__EUBSIR_00676
ERR1913041.423397__1.423397	69974__A0A090FEL8__MPL3365_630008
ERR1913041.423444__1.423444	165179__A0A3E5DWJ4__PREVCOP_06538
ERR1913041.423424__1.423424	165179__D1PGU8__PREVCOP_06463
ERR1913041.423457__1.423457	745368__A0A1T4XC26__SAMN02745178_01685
ERR1913041.423479__1.423479	820__A0A174CK74__DXB48_07060
ERR1913041.423524__1.423524	69974__A0A090FEL8__MPL3365_630008
ERR1913041.423539__1.423539	1262913__R7J3E6__BN646_00446
ERR1913041.423565__1.423565	626933__H1DGX0__HMPREF9449_01506
ERR1913041.423568__1.423568	310298__B3JMG0__BACCOP_03099
ERR1913041.423655__1.423655	410072__A0A174D889__COPCOM_01759
ERR1913041.423661__1.423661	823__A0A395YRW4__DD466_15895
ERR1913041.423690__1.423690	69974__A0A090FEL8__MPL3365_630008
ERR1913041.423738__1.423738	165179__D1PER3__DXB80_11525
ERR1913041.423827__1.423827	853__A0A173SUU8__CGS54_06840
ERR1913041.423927__1.423927	69974__A0A090FEL8__MPL3365_630008
ERR1913041.423971__1.423971	69974__A0A090FEL8__MPL3365_630008
ERR1913041.424031__1.424031	165179__A0A3E5EAM5__DXC61_07785
ERR1913041.424079__1.424079	39485__C4Z6F3__EUBELI_20400
ERR1913041.424207__1.424207	1735__B7CDA5__EUBIFOR_02186
ERR1913041.424185__1.424185	310298__B3JFS5__BACCOP_00726
ERR1913041.424257__1.424257	39485__A0A174YMC1__recN
ERR1913041.424351__1.424351	820__A0A139KEW8__DXB64_06405
ERR1913041.424557__1.424557	69974__A0A090FEL8__MPL3365_630008
ERR1913041.424568__1.424568	165179__D1PEQ5__PREVCOP_05711
ERR1913041.424576__1.424576	69974__A0A090FEL8__MPL3365_630008
ERR1913041.424660__1.424660	821__A0A0P0L952__M097_4235
ERR1913041.424671__1.424671	165179__A0A3E5EB26__CFT61_02800
ERR1913041.424732__1.424732	40518__A0A2N0UK36__RBATCC27255_01376
ERR1913041.424817__1.424817	39485__A0A175A2T1__EUBELI_02034
ERR1913041.424928__1.424928	853__A0A173T751__C4N24_10280
ERR1913041.425120__1.425120	69974__A0A090FEL8__MPL3365_630008
ERR1913041.425143__1.425143	371601__A0A1C7H1Z9__BN890_35950
ERR1913041.425183__1.425183	626933__H1DGX0__HMPREF9449_01506
ERR1913041.425242__1.425242	28117__B0MXW9__ALIPUT_01981
ERR1913041.425490__1.425490	165179__A0A229I6N7__DXC61_06720
ERR1913041.425558__1.425558	39491__A0A395ZDC6__addB
ERR1913041.425663__1.425663	69974__A0A090FEL8__MPL3365_630008
ERR1913041.425758__1.425758	69974__A0A090FEL8__MPL3365_630008
ERR1913041.425826__1.425826	165179__D1PHM6__DXC61_06700
ERR1913041.425839__1.425839	39491__A0A395V0E5__ERE_31370
ERR1913041.425938__1.425938	853__A0A173RZ39__C4N22_01650
ERR1913041.426320__1.426320	1262924__R7HM98__BN585_01697
ERR1913041.426351__1.426351	39485__A0A174ZA72__glgB_1
ERR1913041.426450__1.426450	712288__G6C5I4__HMPREF9093_01831
ERR1913041.426451__1.426451	853__E2ZJT1__C4N23_03535
ERR1913041.426528__1.426528	165179__D1PGU8__PREVCOP_06463
ERR1913041.426659__1.426659	40520__A0A3E5E983__DXC87_15505
ERR1913041.426691__1.426691	39485__R5ZII6__EUBELI_00986
ERR1913041.426749__1.426749	39491__A0A174EQV2__DXB69_10230
ERR1913041.426818__1.426818	1263000__R5EXT3__BN466_02213
ERR1913041.426913__1.426913	1150298__R7JXH6__mecR1
ERR1913041.427008__1.427008	69974__A0A090FEL8__MPL3365_630008
ERR1913041.427118__1.427118	165179__A0A3E5DWJ4__PREVCOP_06538
ERR1913041.427140__1.427140	69974__A0A090FEL8__MPL3365_630008
ERR1913041.427142__1.427142	410072__A0A173ZGJ2__ERS852389_01316
ERR1913041.427218__1.427218	69974__A0A090FEL8__MPL3365_630008
ERR1913041.427282__1.427282	39485__R5ZSI4__ERS852492_00875
ERR1913041.427286__1.427286	853__A0A173YYY4__DWZ04_09420
ERR1913041.427437__1.427437	39485__A0A174Z8V5__fliU_2
ERR1913041.427469__1.427469	165179__D1PER3__DXB80_11525
ERR1913041.427533__1.427533	47678__R5U9X5__BACCAC_01339
ERR1913041.427618__1.427618	165179__A0A174IPI3__CFT61_10940
ERR1913041.427554__1.427554	69974__A0A090FEL8__MPL3365_630008
ERR1913041.427631__1.427631	626933__H1DGX0__HMPREF9449_01506
ERR1913041.427637__1.427637	28117__B0MT38__BHV66_05995
ERR1913041.427686__1.427686	40518__R5DPA7__RBATCC27255_01319
ERR1913041.427692__1.427692	165179__R6PU83__CFT61_14275
ERR1913041.427699__1.427699	165179__D1PER3__DXB80_11525
ERR1913041.427713__1.427713	301301__G2SZ82__RHOM_00970
ERR1913041.427757__1.427757	69974__A0A090FEL8__MPL3365_630008
ERR1913041.427793__1.427793	28116__E5CEE4__SAMN05444282_12363
ERR1913041.427881__1.427881	1262924__R7HU74__BN585_00690
ERR1913041.427954__1.427954	165179__A0A3E5DWJ4__PREVCOP_06538
ERR1913041.427987__1.427987	39491__A0A396FKI0__DXC13_11560
ERR1913041.427988__1.427988	1262924__R7HU74__BN585_00690
ERR1913041.428062__1.428062	1263109__GCA_000438135.1_00299
ERR1913041.428041__1.428041	820__A0A174QLF0__SAMN05444418_109151
ERR1913041.428107__1.428107	69974__A0A090FEL8__MPL3365_630008
ERR1913041.428149__1.428149	69974__A0A090FEL8__MPL3365_630008
ERR1913041.428171__1.428171	165179__A0A3E4SID1__DXB80_01945
ERR1913041.428188__1.428188	310298__B3JEE8__BACCOP_00239
ERR1913041.428327__1.428327	204516__U6R921__HMPREF1534_03932
ERR1913041.428358__1.428358	1262743__R5C054__BN727_01980
ERR1913041.428506__1.428506	69974__A0A090FEL8__MPL3365_630008
ERR1913041.428602__1.428602	39491__D4JMW8__ERS852497_01971
ERR1913041.428583__1.428583	1262948__R7EG87__BN671_00624
ERR1913041.428624__1.428624	165179__A0A3E5EA43__DXC61_07775
ERR1913041.428684__1.428684	165179__A0A229I6N7__DXC61_06720
ERR1913041.428832__1.428832	301301__A0A395VFK0__RHOM_05215
ERR1913041.429014__1.429014	165179__A0A3E4SB95__DXC61_13455
ERR1913041.429050__1.429050	165179__D1PAV8__DXB80_13055
ERR1913041.429054__1.429054	28117__R7JR95__ALIPUT_01367
ERR1913041.429084__1.429084	39485__R5ZHA7__ERS852490_00039
ERR1913041.429096__1.429096	39491__A0A395ZBQ4__cph2_2
ERR1913041.429163__1.429163	487173__H1D0X3__HMPREF9453_01261
ERR1913041.429127__1.429127	69974__A0A090FEL8__MPL3365_630008
ERR1913041.429211__1.429211	487173__H1D020__HMPREF9453_00958
ERR1913041.429304__1.429304	310298__B3JMG0__BACCOP_03099
ERR1913041.429336__1.429336	357276__I8WFU9__BACDOR_02006
ERR1913041.429338__1.429338	204516__U6RDD8__HMPREF1534_02559
ERR1913041.429350__1.429350	820__A0A3E4XM43__DXC91_13960
ERR1913041.429428__1.429428	1262913__R7JMY4__BN646_00248
ERR1913041.429453__1.429453	106588__A6NUL8__BACCAP_01900
ERR1913041.429574__1.429574	853__A0A2A7B9I6__DW855_13690
ERR1913041.429604__1.429604	310298__B3JFK5__BACCOP_00655
ERR1913041.429681__1.429681	39485__A0A174Z851__cdaR_1
ERR1913041.429719__1.429719	204516__U6R9E6__HMPREF1534_03149
ERR1913041.429699__1.429699	69974__A0A090FEL8__MPL3365_630008
ERR1913041.429751__1.429751	1263107__GCA_000436995.1_00213
ERR1913041.429789__1.429789	1247936__A0A1N7SP53__BN2475_1260008
ERR1913041.429816__1.429816	40518__R5DS23__DXD86_01715
ERR1913041.430029__1.430029	487175__R6A8J0__HMPREF9439_01209
ERR1913041.430373__1.430373	39492__D4JU81__xseA
ERR1913041.430477__1.430477	69974__A0A090FEL8__MPL3365_630008
ERR1913041.430479__1.430479	376805__F0R8H8__Bacsa_0435
ERR1913041.430649__1.430649	214856__A0A175A6T5__ERS852447_02658
ERR1913041.430706__1.430706	1262924__R7HPL8__BN585_01826
ERR1913041.430721__1.430721	310298__B3JMG0__BACCOP_03099
ERR1913041.430851__1.430851	853__A0A173XRA8__CGS56_09290
ERR1913041.431021__1.431021	28118__F9ZCH6__DHW44_07090
ERR1913041.431095__1.431095	410072__C0BF38__DXD67_15395
ERR1913041.431123__1.431123	69974__A0A090FEL8__MPL3365_630008
ERR1913041.431266__1.431266	39485__R5ZX10__ERS852492_02330
ERR1913041.431334__1.431334	626933__H1DGX0__HMPREF9449_01506
ERR1913041.431335__1.431335	165179__A0A3E5A5E5__DXC61_13965
ERR1913041.431364__1.431364	39485__R5ZVC3__ERS852490_00250
ERR1913041.431538__1.431538	165179__A0A3E5AGH1__DXB80_05820
ERR1913041.431567__1.431567	39491__A0A396FF17__EUR_31400
ERR1913041.431641__1.431641	39485__A0A175A403__EUBELI_20577
ERR1913041.431711__1.431711	310298__B3JMG0__BACCOP_03099
ERR1913041.431746__1.431746	310298__B3JQ37__BACCOP_04069
ERR1913041.431899__1.431899	69974__A0A090FEL8__MPL3365_630008
ERR1913041.432040__1.432040	165179__A0A3E4SID1__DXB80_01945
ERR1913041.432151__1.432151	310298__B3JGJ2__BACCOP_00994
ERR1913041.432184__1.432184	301302__R5V5K3__M72_10541
ERR1913041.432250__1.432250	1262913__R7J3X1__BN646_00517
ERR1913041.432318__1.432318	39485__C4Z390__EUBELI_01689
ERR1913041.432347__1.432347	69974__A0A090FEL8__MPL3365_630008
ERR1913041.432396__1.432396	69974__A0A090FEL8__MPL3365_630008
ERR1913041.432461__1.432461	69974__A0A090FEL8__MPL3365_630008
ERR1913041.432479__1.432479	246796__GCA_002003685.1_02864
ERR1913041.432590__1.432590	1262924__R7HLJ9__BN585_01064
ERR1913041.432632__1.432632	69974__A0A090FEL8__MPL3365_630008
ERR1913041.432645__1.432645	1262924__R7HRJ9__BN585_00557
ERR1913041.432894__1.432894	626933__H1DGX0__HMPREF9449_01506
ERR1913041.432885__1.432885	69974__A0A090FEL8__MPL3365_630008
ERR1913041.432916__1.432916	39491__C4ZCV7__ERE_23110
ERR1913041.433116__1.433116	310298__B3JH67__BACCOP_01223
ERR1913041.433350__1.433350	39491__A0A395UZ89__DXB72_12805
ERR1913041.433313__1.433313	1262913__R7JCU2__BN646_01689
ERR1913041.433509__1.433509	204516__U6RPN2__HMPREF1534_00368
ERR1913041.433600__1.433600	165179__A0A3E5A554__DXB80_13805
ERR1913041.433664__1.433664	1150298__R7JTW4__yvhJ
ERR1913041.433797__1.433797	69974__A0A090FEL8__MPL3365_630008
ERR1913041.433810__1.433810	40520__R7DCV6__ERS852394_02102
ERR1913041.433930__1.433930	204516__U6R9E7__HMPREF1534_03313
ERR1913041.433937__1.433937	88431__A0A3D0EY52__ERS852573_01763
ERR1913041.434038__1.434038	69974__A0A090FEL8__MPL3365_630008
ERR1913041.434088__1.434088	28116__D4WLZ3__C5Z02_24105
ERR1913041.434257__1.434257	165179__A0A3E5EB26__CFT61_02800
ERR1913041.434427__1.434427	39491__A0A395ZGU6__ERS852417_01456
ERR1913041.434611__1.434611	69974__A0A090FEL8__MPL3365_630008
ERR1913041.434622__1.434622	1262924__R7HR75__BN585_00689
ERR1913041.434631__1.434631	853__A0A173T8T3__DW882_06555
ERR1913041.434659__1.434659	820__A0A139K426__B5G17_09115
ERR1913041.434682__1.434682	39491__A0A396FP46__cobD_2
ERR1913041.434685__1.434685	39485__C4Z1Y9__EUBELI_00143
ERR1913041.434831__1.434831	818__A0A174T624__HMPREF2534_01176
ERR1913041.434894__1.434894	165179__A0A3E5EAM5__DXC61_07785
ERR1913041.434909__1.434909	1150298__A0A174GJF6__bglX_2
ERR1913041.435001__1.435001	216816__B3DNW2__BL171B_07980
ERR1913041.434977__1.434977	1262924__R7HTA4__BN585_00391
ERR1913041.434983__1.434983	853__A0A2A7B9I6__DW855_13690
ERR1913041.435025__1.435025	39491__A0A396FSN2__EUBREC_0707
ERR1913041.435062__1.435062	39485__R6A1W2__ERS852490_01584
ERR1913041.435069__1.435069	69974__A0A090FEL8__MPL3365_630008
ERR1913041.435078__1.435078	40518__R5DUU0__DXD93_03985
ERR1913041.435111__1.435111	310298__B3JJG1__BACCOP_02031
ERR1913041.435242__1.435242	28117__B0MUX7__ALIPUT_00918
ERR1913041.435290__1.435290	69974__A0A090FEL8__MPL3365_630008
ERR1913041.435322__1.435322	2293125__A0A374CIC9__DW917_02045
ERR1913041.435372__1.435372	39491__A0A395V0H6__ERS852580_02570
ERR1913041.435383__1.435383	1262924__R7HSM4__BN585_00913
ERR1913041.435503__1.435503	853__A0A2A7B1Y7__C7K05_11930
ERR1913041.435514__1.435514	165179__A0A3E5E920__DXB80_11625
ERR1913041.435686__1.435686	40520__A0A174HSN4__ltaS1_2
ERR1913041.435644__1.435644	310298__B3JFK4__BACCOP_00654
ERR1913041.435657__1.435657	165179__A0A3E5AER8__DXB80_07075
ERR1913041.435723__1.435723	853__A0A173T751__C4N24_10280
ERR1913041.435799__1.435799	39485__R5ZHA7__ERS852490_00039
ERR1913041.435812__1.435812	39485__A0A1Q6PHM3__ERS852490_03067
ERR1913041.435943__1.435943	821__A0A0P0L8F8__ERS852509_03705
ERR1913041.436065__1.436065	853__A0A173T0Y8__CGS54_07215
ERR1913041.436156__1.436156	1796613__A0A1C7GYD6__A4V03_03700
ERR1913041.436390__1.436390	69974__A0A090FEL8__MPL3365_630008
ERR1913041.436414__1.436414	69974__A0A090FEL8__MPL3365_630008
ERR1913041.436425__1.436425	39491__C4ZHS4__EUR_24420
ERR1913041.436433__1.436433	301301__A0A395VBG0__ERS852391_01236
ERR1913041.436627__1.436627	853__A0A2A7B1Y7__C7K05_11930
ERR1913041.436659__1.436659	410072__A0A3E4GPD6__DXD67_10205
ERR1913041.436663__1.436663	853__A0A173T8T3__DW882_06555
ERR1913041.436759__1.436759	818__A0A139KW19__nedA_1
ERR1913041.436794__1.436794	626933__H1DGX0__HMPREF9449_01506
ERR1913041.436813__1.436813	1735__B7CE32__EUBIFOR_02474
ERR1913041.436838__1.436838	69974__A0A090FEL8__MPL3365_630008
ERR1913041.436999__1.436999	371601__I9UNU3__DXD03_06250
ERR1913041.437019__1.437019	310298__B3JMG0__BACCOP_03099
ERR1913041.437103__1.437103	310298__B3JNG7__BACCOP_03480
ERR1913041.437140__1.437140	40520__R7DD01__ERS852533_01371
ERR1913041.437247__1.437247	28116__A0A1G6G9R4__CUY_0131
ERR1913041.437364__1.437364	28117__B0MYM2__BHV66_04910
ERR1913041.437383__1.437383	33038__A0A2N5P3F0__CDL20_09435
ERR1913041.437452__1.437452	216816__B7GPE8__I118_0062
ERR1913041.437479__1.437479	204516__U6RJY4__HMPREF1534_01494
ERR1913041.437487__1.437487	165179__A0A3E5AER8__DXB80_07075
ERR1913041.437526__1.437526	165179__A0A3E5EB26__CFT61_02800
ERR1913041.437564__1.437564	39485__C4Z390__EUBELI_01689
ERR1913041.437565__1.437565	39491__A0A395UYA6__EUBREC_0408
ERR1913041.437608__1.437608	165179__A0A174SA26__PREVCOP_05758
ERR1913041.437686__1.437686	821__A0A174RA14__M099_1655
ERR1913041.437757__1.437757	165179__D1PER3__DXB80_11525
ERR1913041.437837__1.437837	853__C7H1R8__DW905_06675
ERR1913041.437797__1.437797	1262988__R7N3U0__BN816_02215
ERR1913041.437907__1.437907	39485__C4Z1W5__ERS852492_01530
ERR1913041.438142__1.438142	1150298__A0A174E950__ERS852498_02096
ERR1913041.438118__1.438118	69974__A0A090FEL8__MPL3365_630008
ERR1913041.438235__1.438235	39485__A0A174ZBJ8__speA_2
ERR1913041.438239__1.438239	310298__B3JQL6__BACCOP_04252
ERR1913041.438302__1.438302	821__A0A0P0LQT3__DXC03_05050
ERR1913041.438490__1.438490	418240__C6JGW8__ERS852523_02296
ERR1913041.438612__1.438612	310298__B3JGJ2__BACCOP_00994
ERR1913041.438591__1.438591	47678__R5UER2__CGC64_00710
ERR1913041.438633__1.438633	39492__D4JTB5__EUBSIR_01720
ERR1913041.438757__1.438757	820__A0A3E4W7J3__DXC07_00330
ERR1913041.438940__1.438940	69974__A0A090FEL8__MPL3365_630008
ERR1913041.438959__1.438959	74426__rpoC
ERR1913041.438970__1.438970	69974__A0A090FEL8__MPL3365_630008
ERR1913041.439139__1.439139	39491__D6E408__EUBREC_1466
ERR1913041.439151__1.439151	204516__U6RG10__HMPREF1534_02094
ERR1913041.439185__1.439185	69974__A0A090FEL8__MPL3365_630008
ERR1913041.439245__1.439245	357276__I8WEY2__ABI39_04185
ERR1913041.439354__1.439354	69974__A0A090FEL8__MPL3365_630008
ERR1913041.439419__1.439419	39485__A0A174Z851__cdaR_1
ERR1913041.439492__1.439492	301302__R5UU15__ERS852420_02998
ERR1913041.439523__1.439523	1262924__R7HLK0__BN585_01496
ERR1913041.439613__1.439613	69974__A0A090FEL8__MPL3365_630008
ERR1913041.439719__1.439719	165179__A0A3E5AG99__DXB80_04390
ERR1913041.439761__1.439761	40518__R5E6N4__DXD93_01325
ERR1913041.439768__1.439768	69974__A0A090FEL8__MPL3365_630008
ERR1913041.439828__1.439828	626930__F3PVE3__HMPREF9446_02721
ERR1913041.439894__1.439894	1262924__R7HQ03__BN585_01295
ERR1913041.439899__1.439899	69974__A0A090FEL8__MPL3365_630008
ERR1913041.439923__1.439923	165179__A0A229I3Z6__PREVCOP_03666
ERR1913041.440088__1.440088	626933__H1DGX0__HMPREF9449_01506
ERR1913041.440127__1.440127	165179__A0A3E5EA43__DXC61_07775
ERR1913041.440174__1.440174	165179__A0A174IPI3__CFT61_10940
ERR1913041.440245__1.440245	820__A0A3E4PYB0__yejM
ERR1913041.440479__1.440479	1235835__R9LCU2__C814_02677
ERR1913041.440497__1.440497	1262924__R7HQV3__BN585_00017
ERR1913041.440550__1.440550	853__A0A174AML0__FPR_08640
ERR1913041.440588__1.440588	216816__Q8G5T7__HMPREF0175_0394
ERR1913041.440651__1.440651	820__A0A139K1Y6__DXB48_02610
ERR1913041.440666__1.440666	69974__A0A090FEL8__MPL3365_630008
ERR1913041.440860__1.440860	310298__B3JFH4__BACCOP_00624
ERR1913041.440917__1.440917	853__A0A173XRA8__CGS56_09290
ERR1913041.441200__1.441200	165179__A0A174SA26__PREVCOP_05758
ERR1913041.441259__1.441259	204516__U6RH18__HMPREF1534_01847
ERR1913041.441275__1.441275	28117__B0MU53__ALIPUT_00569
ERR1913041.441293__1.441293	40518__R5DPE0__DXD86_06515
ERR1913041.441439__1.441439	165179__D1PHM6__DXC61_06700
ERR1913041.441458__1.441458	39485__A0A174YVS4__EUBELI_00620
ERR1913041.441568__1.441568	821__A0A174WBC9__ERS852556_03145
ERR1913041.441615__1.441615	39485__A0A174YYW2__benM
ERR1913041.441634__1.441634	853__A0A173XRA8__CGS56_09290
ERR1913041.441641__1.441641	204516__U6R9L2__HMPREF1534_03110
ERR1913041.441787__1.441787	40518__R5DQJ0__DXD93_03790
ERR1913041.441811__1.441811	374840__GeneID:2546403
ERR1913041.441987__1.441987	39491__A0A396FJJ9__DXB76_11995
ERR1913041.442078__1.442078	28117__B0MU57__ALIPUT_00175
ERR1913041.442218__1.442218	69974__A0A090FEL8__MPL3365_630008
ERR1913041.442227__1.442227	487173__H1D020__HMPREF9453_00958
ERR1913041.442250__1.442250	165179__A0A3E5A5E5__DXC61_13965
ERR1913041.442263__1.442263	410072__C0B9A6__yvhJ
ERR1913041.442474__1.442474	165179__A0A174IPI3__CFT61_10940
ERR1913041.442543__1.442543	1323__A0A3E3E9J5__mreD
ERR1913041.442610__1.442610	40518__R5E4Y8__RBATCC27255_01448
ERR1913041.442740__1.442740	301302__A0A0M6WPV4__M72_29701
ERR1913041.442930__1.442930	853__A0A173T6P2__DWZ46_14595
ERR1913041.442935__1.442935	39491__C4Z8Y4__ERS852417_00909
ERR1913041.442938__1.442938	33039__D4M340__sleB_2
ERR1913041.443020__1.443020	165179__D1PGU8__PREVCOP_06463
ERR1913041.443124__1.443124	165179__A0A3E5ED28__PREVCOP_06655
ERR1913041.443195__1.443195	418240__A0A173WPF0__spoIIIAE
ERR1913041.443268__1.443268	69974__A0A090FEL8__MPL3365_630008
ERR1913041.443367__1.443367	1262924__R7HQ03__BN585_01295
ERR1913041.443370__1.443370	165179__D1PGU8__PREVCOP_06463
ERR1913041.443429__1.443429	69974__A0A090FEL8__MPL3365_630008
ERR1913041.443575__1.443575	40518__R5E1J7__RBL236_02062
ERR1913041.443750__1.443750	28117__B0MSL1__BHV66_06710
ERR1913041.443792__1.443792	39488__C0EWC5__EHLA_2843
ERR1913041.443908__1.443908	47678__R5U206__C5Z00_07065
ERR1913041.443944__1.443944	1262924__R7HQD9__BN585_00129
ERR1913041.443996__1.443996	39491__A0A395V0H3__ERS852417_01192
ERR1913041.444115__1.444115	69974__A0A090FEL8__MPL3365_630008
ERR1913041.444124__1.444124	1262992__R5DDW9__BN795_00572
