ERR1913314.38__1.38	28116__R6DIL2__DXD69_10970
ERR1913314.357967__1.357967	39488__A0A174BS94__DXD91_16570
ERR1913314.357988__1.357988	820__A0A3E4VXP2__yesR
ERR1913314.357997__1.357997	40518__R5DRG6__ylbJ
ERR1913314.358012__1.358012	820__A0A139K1Y6__DXB48_02610
ERR1913314.358065__1.358065	820__A0A173YYG4__evgS_3
ERR1913314.358109__1.358109	47678__R5UUB5__ERS852558_00247
ERR1913314.358160__1.358160	820__A0A173WZS4__DXD90_10250
ERR1913314.358207__1.358207	214856__I3YMC8__ERS852447_02666
ERR1913314.358210__1.358210	28116__D4WPD7__HMPREF1069_02183
ERR1913314.358414__1.358414	292800__A0A174RMP1__yhjX_3
ERR1913314.358324__1.358324	301302__A0A0M6WU48__M72_10411
ERR1913314.358638__1.358638	820__R7E9Z4__DXC68_06065
ERR1913314.358685__1.358685	820__A0A174FUG6__DXC91_11265
ERR1913314.359033__1.359033	821__C6Z451__BHV80_04265
ERR1913314.359209__1.359209	28116__A0A1Y4Q1S9__DHW41_02535
ERR1913314.359345__1.359345	187327__G4Q560__ACDG_01931
ERR1913314.359312__1.359312	40518__A0A1C6H8C4__DXD93_02535
ERR1913314.359351__1.359351	40518__R5E2F3__artQ
ERR1913314.359358__1.359358	820__R9HVB9__DXC68_17285
ERR1913314.359609__1.359609	1150298__A0A174I056__ERS852535_01387
ERR1913314.359772__1.359772	820__A7V9F9__B5G17_14640
ERR1913314.359832__1.359832	39491__A0A395V1T9__DXD13_03310
ERR1913314.359842__1.359842	46506__B0NRL5__DXC34_10445
ERR1913314.359951__1.359951	28117__B0MXU0__BHV66_07550
ERR1913314.359989__1.359989	820__A7V859__ERS852462_00341
ERR1913314.360012__1.360012	745368__A0A1T4XVH8__SAMN02745178_02336
ERR1913314.360104__1.360104	1680__A1A132__B0703_0684
ERR1913314.360167__1.360167	28117__A0A1Q6F5G6__ALIPUT_00577
ERR1913314.360285__1.360285	40518__R5DXW3__DXD86_07900
ERR1913314.360401__1.360401	28116__I9SW74__BACOVA_04237
ERR1913314.360422__1.360422	821__A0A396EVC9__DXB90_03525
ERR1913314.360567__1.360567	820__A0A3E4G826__C801_01612
ERR1913314.360635__1.360635	821__E5UPR6__SAMN04487923_101768
ERR1913314.360657__1.360657	39491__A0A396FMF1__EUR_28700
ERR1913314.360704__1.360704	823__A0A355XLQ9__DXC05_02185
ERR1913314.360752__1.360752	1660__A7BA87__APY09_01890
ERR1913314.360820__1.360820	821__D4VD59__BHV80_04260
ERR1913314.360878__1.360878	187327__G4Q682__Acin_1672
ERR1913314.360941__1.360941	1776081__A0A1B8WT97__A0U42_11360
ERR1913314.361005__1.361005	1304__A0A074IZ18__rr13_5
ERR1913314.361036__1.361036	626929__F3PIN4__SAMN05444376_2010
ERR1913314.361162__1.361162	39491__A0A173U130__ERE_16110
ERR1913314.361179__1.361179	1680__A0A173X776__B0070_1318
ERR1913314.361276__1.361276	187327__R6MEG4__Acin_2254
ERR1913314.361410__1.361410	820__A0A374Q351__DXD40_05850
ERR1913314.361590__1.361590	28116__C3QMW5__M089_4133
ERR1913314.361672__1.361672	39496__A5Z8E2__EUBVEN_01983
ERR1913314.361766__1.361766	187327__G4Q7P5__ACDG_00844
ERR1913314.361839__1.361839	187327__G4Q682__Acin_1672
ERR1913314.361867__1.361867	820__A0A174QLF0__SAMN05444418_109151
ERR1913314.361878__1.361878	820__A7VAR9__ERS852421_00197
ERR1913314.361901__1.361901	322505__xre_3
ERR1913314.361904__1.361904	46506__A0A108TCU0__etk
ERR1913314.361995__1.361995	28117__B0MXX2__ALIPUT_01984
ERR1913314.362060__1.362060	147206__GCF_000156215.1_01774
ERR1913314.362074__1.362074	936548__J1LLP4__HMPREF1136_0590
ERR1913314.362140__1.362140	820__A0A374Q8T2__DXB64_16190
ERR1913314.362197__1.362197	46506__B0NMY5__AA415_00377
ERR1913314.362206__1.362206	246787__I8V2S2__BACCELL_02524
ERR1913314.362338__1.362338	1099853__G9S6N8__NSB1T_13280
ERR1913314.362373__1.362373	187327__G4Q902__Acin_0458
ERR1913314.362450__1.362450	820__A0A174QT76__B5G17_18060
ERR1913314.362578__1.362578	246787__A0A3D6AWM8__BACCELL_01963
ERR1913314.362587__1.362587	820__A0A174M9V5__M093_0237
ERR1913314.362595__1.362595	820__A0A3E4IGA7__DXD40_07110
ERR1913314.362606__1.362606	556259__I0PXY6__BSGG_5174
ERR1913314.362654__1.362654	820__A0A3E4RU03__M093_0563
ERR1913314.362805__1.362805	820__R9I3N4__M093_0061
ERR1913314.362932__1.362932	214856__A0A173YXX1__ERS852559_01651
ERR1913314.363041__1.363041	28117__B0MY41__BHV66_05165
ERR1913314.363042__1.363042	187327__G4Q2R6__Acin_2204
ERR1913314.362975__1.362975	820__A0A3E4VZY4__ERS852554_01211
ERR1913314.362980__1.362980	820__A0A3E5E0T0__ERS852554_00312
ERR1913314.363016__1.363016	626929__F3PJ33__HMPREF9445_02027
ERR1913314.363017__1.363017	40520__R7DB69__lgt_1
ERR1913314.363101__1.363101	40518__R5DS68__hcpC
ERR1913314.363089__1.363089	39488__A0A285PVA5__ERS852450_01472
ERR1913314.363292__1.363292	1685__D6ZXC4__B12L_0080
ERR1913314.363804__1.363804	40518__R5DME2__DXD86_07315
ERR1913314.363813__1.363813	820__A0A3E4IGB2__HMPREF1073_03893
ERR1913314.363908__1.363908	820__A0A3E4RUC4__DHU98_02635
ERR1913314.363982__1.363982	820__A0A174LIN6__HMPREF1072_03144
ERR1913314.364028__1.364028	1262700__R5XC07__BN695_01332
ERR1913314.364128__1.364128	371601__A0A1H4AKU1__BXY_45200
ERR1913314.364197__1.364197	1680__R5GRA4__ERS852382_01548
ERR1913314.364273__1.364273	820__A0A1Q6IDS8__chtA
ERR1913314.364340__1.364340	28116__A0A3D2LPA1__CUY_3388
ERR1913314.364341__1.364341	1683__C4FFP8__BIFANG_03162
ERR1913314.364355__1.364355	820__A0A173YYG4__evgS_3
ERR1913314.364407__1.364407	40518__R5DP21__RBATCC27255_00348
ERR1913314.364623__1.364623	820__A0A139KG60__M094_2679
ERR1913314.364689__1.364689	820__A0A3E4RUC4__DHU98_02635
ERR1913314.364737__1.364737	853__A0A173XRA8__CGS56_09290
ERR1913314.364825__1.364825	47678__A5ZL09__BACCAC_03608
ERR1913314.364903__1.364903	46506__B0NM94__HMPREF1181_03250
ERR1913314.365074__1.365074	820__A7VAS1__HMPREF2141_03259
ERR1913314.365309__1.365309	1150298__A0A174PHI0__ERS852498_00826
ERR1913314.365283__1.365283	1776081__A0A1B8WXY4__A0U42_00820
ERR1913314.365304__1.365304	169435__A0A174RBD8__B5F11_10360
ERR1913314.365359__1.365359	165179__D1PGU8__PREVCOP_06463
ERR1913314.365324__1.365324	820__A0A174FUF0__HMPREF1073_03308
ERR1913314.365399__1.365399	40518__R5E6U1__yunB
ERR1913314.365406__1.365406	40518__R5DUU2__yvhJ_2
ERR1913314.365408__1.365408	820__R9I2U8__DXC68_09590
ERR1913314.365550__1.365550	1680__R5GZJ8__BSTER_1195
ERR1913314.365562__1.365562	301302__A0A173RZU9__M72_23561
ERR1913314.365587__1.365587	1550024__A0A3B9WI04__ASJ35_06105
ERR1913314.365593__1.365593	821__A0A174WBC9__ERS852556_03145
ERR1913314.365660__1.365660	820__A0A174R952__DXB48_02570
ERR1913314.365721__1.365721	39488__A0A173UQ83__mutY
ERR1913314.365744__1.365744	169435__A0A3E3IGK4__B5F55_16115
ERR1913314.365788__1.365788	28118__F9Z4Q7__DER54_08070
ERR1913314.366013__1.366013	1680__R5GZJ8__BSTER_1195
ERR1913314.366140__1.366140	40518__R5E2U9__RBL263_01292
ERR1913314.366170__1.366170	214856__I3YPQ6__Alfi_2714
ERR1913314.366080__1.366080	40518__R5DME2__DXD86_07315
ERR1913314.366223__1.366223	1262980__R5BQ24__BN814_00064
ERR1913314.366318__1.366318	39496__A5Z8R4__EUBVEN_02106
ERR1913314.366235__1.366235	821__A0A0P0L952__M097_4235
ERR1913314.366342__1.366342	39488__C0F0P7__ERS852578_02651
ERR1913314.366365__1.366365	39490__U2Q312__ERS852448_03061
ERR1913314.366368__1.366368	1150298__R7JUX4__ERS852535_02669
ERR1913314.366403__1.366403	40518__R5E5W1__RBL263_01034
ERR1913314.366512__1.366512	820__A0A3E4VXP2__yesR
ERR1913314.366558__1.366558	1796613__A0A1C7H6N8__ADH74_01350
ERR1913314.366519__1.366519	40518__R5DM08__DXD83_06415
ERR1913314.366525__1.366525	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913314.366606__1.366606	821__A0A396F9T7__M097_3427
ERR1913314.366651__1.366651	39491__A0A395ZDC6__addB
ERR1913314.366853__1.366853	40520__D4LUV4__DXB81_08455
ERR1913314.366954__1.366954	40518__R5DQD6__DXD83_09060
ERR1913314.366943__1.366943	820__A0A174LJB2__HMPREF1072_04112
ERR1913314.366996__1.366996	649756__E5VNF2__DO83_06405
ERR1913314.367216__1.367216	1680__A0A0C2VBJ4__birA
ERR1913314.367360__1.367360	46506__B0NT08__BACSTE_02624
ERR1913314.367324__1.367324	1472761__GCA_002159295.1_00731
ERR1913314.367393__1.367393	1393034__GCA_001552785.1_00502
ERR1913314.367453__1.367453	46506__B0NUC8__DXC34_03410
ERR1913314.367693__1.367693	28116__I8YA07__C5Z02_15915
ERR1913314.367712__1.367712	818__A0A3E5HDS4__BJP75_002620
ERR1913314.367742__1.367742	820__A0A374Q854__HMPREF1073_03281
ERR1913314.367773__1.367773	823__A6LB62__B5F32_04550
ERR1913314.367813__1.367813	39491__A0A396FFW0__ERE_10580
ERR1913314.367851__1.367851	820__A0A174NUS8__DXC80_12885
ERR1913314.367931__1.367931	74426__rplS
ERR1913314.367962__1.367962	1912897__A0A2Z4UC47__DQQ01_11075
ERR1913314.367972__1.367972	28116__A0A1Y4PWE4__M089_4352
ERR1913314.368077__1.368077	28026__A0A267WJP6__AW18_01035
ERR1913314.368706__1.368706	820__A0A174QT76__B5G17_18060
ERR1913314.368982__1.368982	187327__U2TUH7__ACDG_00970
ERR1913314.369063__1.369063	821__A0A174WBC9__ERS852556_03145
ERR1913314.369158__1.369158	487174__K0X353__DIT83_07800
ERR1913314.369218__1.369218	823__A0A395YRE1__DXC05_20005
ERR1913314.369263__1.369263	187327__G4Q5W8__Acin_0015
ERR1913314.369297__1.369297	39486__B0G7N0__DXC93_07990
ERR1913314.369234__1.369234	1680__A0A076JNH5__DXC60_03835
ERR1913314.369244__1.369244	40518__R5DTH7__DXD83_02405
ERR1913314.369324__1.369324	1965604__A0A1Y4F251__B5F54_01900
ERR1913314.369336__1.369336	1262980__R5BMR8__BN814_00052
ERR1913314.369361__1.369361	820__A0A139KHX1__HMPREF2141_00289
ERR1913314.369398__1.369398	39488__A0A374NPE4__EUBHAL_00845
ERR1913314.369635__1.369635	1965604__A0A1Y4ES01__B5F54_07675
ERR1913314.369600__1.369600	821__D4VD59__BHV80_04260
ERR1913314.369615__1.369615	39491__A0A395ZDC6__addB
ERR1913314.369644__1.369644	820__A0A3E4VZT7__DXB48_16145
ERR1913314.369810__1.369810	39491__A0A0M6WPN4__DXB69_06325
ERR1913314.369818__1.369818	1680__R5GRA4__ERS852382_01548
ERR1913314.369905__1.369905	74426__nifJ
ERR1913314.370068__1.370068	40518__R5DME2__DXD86_07315
ERR1913314.370107__1.370107	820__A0A139KA34__B5G17_05520
ERR1913314.370203__1.370203	246787__A0A3D6AXI0__AA416_04256
ERR1913314.370210__1.370210	187327__G4Q4A5__ACDG_01070
ERR1913314.370197__1.370197	820__A0A3E4PYB0__yejM
ERR1913314.370231__1.370231	1304__F8HC20__CGZ74_07260
ERR1913314.370266__1.370266	1680__A0A173Y6N7__yhaH
ERR1913314.370357__1.370357	39486__B0G468__DXB12_12780
ERR1913314.370408__1.370408	28116__C3QMW5__M089_4133
ERR1913314.370514__1.370514	821__A0A395UNT8__DXD64_15275
ERR1913314.370575__1.370575	1263107__GCA_000436995.1_00058
ERR1913314.370556__1.370556	821__E5UY21__C800_02204
ERR1913314.370572__1.370572	1150298__A0A174HHW8__yhbU_1
ERR1913314.370659__1.370659	820__A0A139KG60__M094_2679
ERR1913314.370784__1.370784	40518__R5E328__DXD86_08885
ERR1913314.370842__1.370842	818__A0A1H7L4U6__BSIG_3287
ERR1913314.371087__1.371087	820__I9A4U7__DHU98_12785
ERR1913314.371144__1.371144	216816__E8MW20__DD674_07905
ERR1913314.371221__1.371221	821__C6Z451__BHV80_04265
ERR1913314.371471__1.371471	28117__B0MUB4__BHV66_01895
ERR1913314.371483__1.371483	216816__D6DBD5__DXC32_04335
ERR1913314.371550__1.371550	821__C6ZAA5__ERS852556_00403
ERR1913314.371641__1.371641	187327__G4Q6N4__Acin_0130
ERR1913314.371650__1.371650	216816__C2GSX7__DD678_03555
ERR1913314.371846__1.371846	187327__G4Q4X8__ACDG_00099
ERR1913314.371883__1.371883	820__A0A139KG04__ERS852459_01249
ERR1913314.371901__1.371901	292800__G9YMM4__B5F52_06130
ERR1913314.371934__1.371934	821__A0A396F1N0__M099_1553
ERR1913314.372038__1.372038	823__D0T9E4__DHW69_09115
ERR1913314.371999__1.371999	40520__A0A3E5EH57__ERS852533_00253
ERR1913314.372007__1.372007	853__A0A3E2V168__FAEPRAM212_00929
ERR1913314.372134__1.372134	821__E5UY21__C800_02204
ERR1913314.372118__1.372118	818__R7KWE7__HMPREF2534_03255
ERR1913314.372236__1.372236	820__A7V8C2__ERS852554_01338
ERR1913314.372343__1.372343	820__A0A078S4C2__ERS417307_00828
ERR1913314.372513__1.372513	40520__A0A174IJ62__DXC87_06795
ERR1913314.372565__1.372565	820__A0A3E4VZT7__DXB48_16145
ERR1913314.372610__1.372610	39488__A0A285PQE3__DXD91_00180
ERR1913314.372615__1.372615	40518__R5DR72__RBL236_02110
ERR1913314.372630__1.372630	820__A0A174A6K0__M093_0079
ERR1913314.372637__1.372637	46506__A0A108TCV1__AA415_00106
ERR1913314.372734__1.372734	1655__J3F575__HMPREF1129_2106
ERR1913314.372744__1.372744	487174__K0XKD7__HMPREF9448_01550
ERR1913314.372792__1.372792	820__A0A396CMY7__HMPREF1072_03009
ERR1913314.372837__1.372837	187327__G4Q7P5__ACDG_00844
ERR1913314.372847__1.372847	39491__C4ZC33__DXC13_11585
ERR1913314.372869__1.372869	39491__A0A395ZL98__DXB99_00620
ERR1913314.372905__1.372905	1776081__A0A1B8WTQ8__A0U42_10610
ERR1913314.373127__1.373127	216816__A0A1V8QFN0__HMPREF1315_0061
ERR1913314.373163__1.373163	820__A0A139JRS5__HMPREF1073_04025
ERR1913314.373211__1.373211	28117__B0MY40__BHV66_05170
ERR1913314.373278__1.373278	820__A7UYX8__DXD40_11635
ERR1913314.373319__1.373319	1680__A0A174BEE7__BSTER_1311
ERR1913314.373370__1.373370	357276__I8VLL2__HMPREF1065_03395
ERR1913314.373539__1.373539	821__A0A174NM17__lacZ_6
ERR1913314.373607__1.373607	823__A0A173W1W2__M095_4076
ERR1913314.373720__1.373720	820__A0A139JUD3__DXC91_19380
ERR1913314.373931__1.373931	821__U6RDC2__DXD46_15675
ERR1913314.373933__1.373933	40518__R5DV58__htrA
ERR1913314.374015__1.374015	820__A7UYX8__DXD40_11635
ERR1913314.374026__1.374026	40518__R5DSI5__fieF
ERR1913314.374054__1.374054	821__A0A0P0L8F8__ERS852509_03705
ERR1913314.374061__1.374061	820__A0A3E4VZT7__DXB48_16145
ERR1913314.374268__1.374268	28116__A0A1Y4Q114__DXF98_00470
ERR1913314.374354__1.374354	187327__G4Q8D7__ACDG_00525
ERR1913314.374427__1.374427	1965538__A0A1Y4W5L7__B5E43_09895
ERR1913314.374533__1.374533	820__A0A3E4RU03__M093_0563
ERR1913314.374571__1.374571	820__A0A3E4VXP2__yesR
ERR1913314.374589__1.374589	820__A0A3E4IGA7__DXD40_07110
ERR1913314.374770__1.374770	187327__G4Q590__Acin_2065
ERR1913314.374805__1.374805	820__A0A3E4QZJ7__C801_01798
ERR1913314.374908__1.374908	28116__C3R0H4__DXD69_00155
ERR1913314.374947__1.374947	328814__GCA_004558275.1_00058
ERR1913314.374963__1.374963	820__A0A139JRS5__HMPREF1073_04025
ERR1913314.375151__1.375151	820__A0A174TRB5__DXD40_11305
ERR1913314.375181__1.375181	818__A0A139K748__Btheta7330_03034
ERR1913314.375276__1.375276	301302__R5V6L8__M72_16121
ERR1913314.375272__1.375272	823__D7IUM6__M091_1082
ERR1913314.375354__1.375354	820__A0A3E4G3J9__ERS852459_02265
ERR1913314.375373__1.375373	820__A0A3E4W4W5__ERS852554_02179
ERR1913314.375388__1.375388	39491__A0A395ZG74__licR
ERR1913314.375433__1.375433	821__A0A174WBC9__ERS852556_03145
ERR1913314.375550__1.375550	1680__A0A374QDL4__LMG18897_0432
ERR1913314.375569__1.375569	28116__C3R0H4__DXD69_00155
ERR1913314.375613__1.375613	40518__R5DSI5__fieF
ERR1913314.375701__1.375701	1150298__R7JTW4__yvhJ
ERR1913314.375675__1.375675	216816__D6ZSV1__CE169_00930
ERR1913314.375746__1.375746	820__A0A174R952__DXB48_02570
ERR1913314.375788__1.375788	820__A0A3E4PYB0__yejM
ERR1913314.375851__1.375851	28116__R6DIL2__DXD69_10970
ERR1913314.375854__1.375854	820__A0A173W419__DXC68_17760
ERR1913314.375970__1.375970	820__A7V8C2__ERS852554_01338
ERR1913314.376092__1.376092	821__A0A174WBC9__ERS852556_03145
ERR1913314.376122__1.376122	208479__R5FBY1__CGC65_01775
ERR1913314.376147__1.376147	46506__B0NLK0__AA415_02543
ERR1913314.376179__1.376179	820__A0A139KIL9__DXC68_05945
ERR1913314.376197__1.376197	74426__gap
ERR1913314.376243__1.376243	88431__A0A174UW18__lytR_4
ERR1913314.376309__1.376309	487174__K0WXG8__DIT83_09300
ERR1913314.376377__1.376377	387090__S0F8B2__BACCOPRO_02129
ERR1913314.376494__1.376494	187327__G4Q3D5__ACDG_00407
ERR1913314.376559__1.376559	823__D7IW29__DXD05_13365
ERR1913314.376593__1.376593	1262924__R7HNA9__BN585_00137
ERR1913314.376671__1.376671	28116__R6DIL2__DXD69_10970
ERR1913314.376651__1.376651	46506__B0NTR7__AA415_02733
ERR1913314.376749__1.376749	214856__A0A174ZEW0__ERS852447_00985
ERR1913314.376913__1.376913	820__A0A1Q6IDS8__chtA
ERR1913314.377211__1.377211	301302__R5UHX5__M72_14301
ERR1913314.377252__1.377252	823__D7ILK2__ERS852380_00031
ERR1913314.377332__1.377332	649756__B0NZZ8__DO83_09740
ERR1913314.377407__1.377407	187327__G4Q441__ACDG_01975
ERR1913314.377506__1.377506	40518__R5DZC6__mreC
ERR1913314.377592__1.377592	39491__A0A395ZE48__DXB76_02395
ERR1913314.377611__1.377611	357276__I8WFU9__BACDOR_02006
ERR1913314.377863__1.377863	28116__F7L9A3__Bovatus_01458
ERR1913314.377876__1.377876	28117__B0MSS9__BHV66_06085
ERR1913314.377889__1.377889	187327__G4Q4X8__ACDG_00099
ERR1913314.377904__1.377904	820__A0A374Q854__HMPREF1073_03281
ERR1913314.377915__1.377915	40518__R5DYU1__DXD86_01160
ERR1913314.377923__1.377923	820__A0A174QT76__B5G17_18060
ERR1913314.377931__1.377931	301301__G2T207__cph2_5
ERR1913314.377951__1.377951	821__A6KZK3__ERS852457_04265
ERR1913314.378109__1.378109	292800__A0A174WEZ4__HMPREF9460_03559
ERR1913314.378140__1.378140	1262989__R6YIA1__BN815_02268
ERR1913314.378143__1.378143	292800__A0A174P0N5__HMPREF0372_03321
ERR1913314.378201__1.378201	1150298__A0A174QNY9__ERS852498_01028
ERR1913314.378304__1.378304	187327__G4Q7M4__ACDG_01826
ERR1913314.378266__1.378266	820__A0A174G065__DXB62_08975
ERR1913314.378375__1.378375	28116__A0A3D2LPA1__CUY_3388
ERR1913314.378342__1.378342	187327__U2VKS6__Acin_2226
ERR1913314.378496__1.378496	214856__A0A173YE57__ERS852559_00126
ERR1913314.378546__1.378546	214856__A0A174ZJU0__ERS852559_00619
ERR1913314.378525__1.378525	47678__R5UST1__ERS852558_03505
ERR1913314.378526__1.378526	1262743__R5C054__BN727_01980
ERR1913314.378627__1.378627	40518__R5DSI5__fieF
ERR1913314.378685__1.378685	39491__A0A396FVC0__ERE_15900
ERR1913314.378754__1.378754	28116__A0A395W017__HMPREF1017_03721
ERR1913314.378817__1.378817	28117__B0MY41__BHV66_05165
ERR1913314.378879__1.378879	187327__G4Q8G6__sun
ERR1913314.378897__1.378897	820__A0A3E4RUC4__DHU98_02635
ERR1913314.378975__1.378975	1776081__A0A1B8WV06__A0U42_08505
ERR1913314.379037__1.379037	820__A0A139KJR5__M093_4469
ERR1913314.379178__1.379178	1099853__U5CDG7__NSB1T_14260
ERR1913314.379278__1.379278	820__A0A174F0C1__nreB
ERR1913314.379233__1.379233	384638__B7APR0__BACPEC_00666
ERR1913314.379327__1.379327	626929__F3PE25__B5F97_01770
ERR1913314.379328__1.379328	187327__G4Q2T7__ACDG_01747
ERR1913314.379488__1.379488	39491__C4Z9D4__DXD95_00055
ERR1913314.379616__1.379616	28117__B0MXW9__ALIPUT_01981
ERR1913314.379617__1.379617	626929__F3PKG7__SAMN05444376_0720
ERR1913314.379640__1.379640	820__A0A139KHX1__HMPREF2141_00289
ERR1913314.379642__1.379642	1680__A0A0C2YNK5__BADO_0780
ERR1913314.379653__1.379653	820__A0A396EUU8__luxQ_3
ERR1913314.379713__1.379713	387090__S0F8B2__BACCOPRO_02129
ERR1913314.379777__1.379777	1550024__G9RX51__TQ39_04720
ERR1913314.379789__1.379789	28116__A7M344__BACOV975_04644
ERR1913314.379902__1.379902	626929__R6L6C2__B5F97_02175
ERR1913314.380023__1.380023	745368__A0A1T4XU57__SAMN02745178_02337
ERR1913314.380073__1.380073	40518__R5DTP7__DXD83_02415
ERR1913314.380046__1.380046	1776081__A0A1B8WXH8__A0U42_04770
ERR1913314.380266__1.380266	216816__D6ZWI5__B5781_1661
ERR1913314.380301__1.380301	292800__G9YW27__HMPREF9460_02420
ERR1913314.380303__1.380303	820__A0A3E4W084__BACUNI_04042
ERR1913314.380417__1.380417	823__A0A174V089__BDI_3204
ERR1913314.380544__1.380544	357276__I9QBT7__BSEG_03340
ERR1913314.380499__1.380499	820__A0A173YYG4__evgS_3
ERR1913314.380635__1.380635	821__A0A3E4KIM1__M097_3660
ERR1913314.380745__1.380745	820__A0A3E4PYB0__yejM
ERR1913314.380818__1.380818	820__A0A396EWL3__ERS417307_03868
ERR1913314.380828__1.380828	246787__A0A3D6AZF7__BcellWH2_04504
ERR1913314.380962__1.380962	246787__A0A0P0GET5__AA416_04410
ERR1913314.381130__1.381130	39488__A0A173U8N3__yhbU_1
ERR1913314.381152__1.381152	820__A0A3E4W6P0__gmhA
ERR1913314.381155__1.381155	28117__B0N007__BHV66_10275
ERR1913314.381255__1.381255	28116__A0A1G6G9R4__CUY_0131
ERR1913314.381284__1.381284	40518__R5DW64__RBL236_01394
ERR1913314.381285__1.381285	357276__A0A0K2HDP3__IY41_00705
ERR1913314.381294__1.381294	35833__E5YAY4__HMPREF0179_03355
ERR1913314.381350__1.381350	1150298__A0A174DSD1__dacB_3
ERR1913314.381330__1.381330	820__A0A3E4IGB2__HMPREF1073_03893
ERR1913314.381438__1.381438	39491__C4Z9D4__DXD95_00055
ERR1913314.381472__1.381472	1262954__R7FCJ4__BN611_01800
ERR1913314.381581__1.381581	1680__A0A173YLK6__BAD_0868
ERR1913314.381603__1.381603	626929__F3PER7__B5F24_11615
ERR1913314.381619__1.381619	187327__G4Q2R6__Acin_2204
ERR1913314.381621__1.381621	39486__G1WS07__DXC93_09710
ERR1913314.381734__1.381734	28116__A0A396DFW5__C5Z02_07010
ERR1913314.381789__1.381789	820__A0A139K2N9__DXB62_12420
ERR1913314.381816__1.381816	40518__R5DQL2__RBATCC27255_00937
ERR1913314.381834__1.381834	33039__A0A173VTT4__frdB_1
ERR1913314.381875__1.381875	2108523__A0A2P2F8E3__LAWASA_2315
ERR1913314.382000__1.382000	820__A0A173W419__DXC68_17760
ERR1913314.382136__1.382136	820__A0A174QLF0__SAMN05444418_109151
ERR1913314.382163__1.382163	39488__A0A173SKK4__ERS852578_01024
ERR1913314.382330__1.382330	823__A0A355XH29__lolE_1
ERR1913314.382611__1.382611	820__A0A374Q854__HMPREF1073_03281
ERR1913314.382645__1.382645	187327__G4Q4X9__ACDG_00100
ERR1913314.382791__1.382791	187327__G4Q2R6__Acin_2204
ERR1913314.382851__1.382851	820__A0A139K8N1__ERS852554_00951
ERR1913314.382865__1.382865	1628085__A0A2U1B7S9__C7386_11634
ERR1913314.382885__1.382885	40518__R5E2F3__artQ
ERR1913314.382986__1.382986	39486__B0G2S4__DXD10_16540
ERR1913314.383093__1.383093	169435__A0A174PSM6__ANACOL_02031
ERR1913314.383210__1.383210	39488__C0ET99__ERS852578_00102
ERR1913314.383291__1.383291	39488__A0A174JH77__EUBHAL_03278
ERR1913314.383335__1.383335	820__A0A3E4WA06__ERS852554_03404
ERR1913314.383414__1.383414	40518__R5E7G3__DXD86_03405
ERR1913314.383519__1.383519	820__A0A174DZ97__SAMN05444418_101240
ERR1913314.383594__1.383594	820__A7V092__hldE
ERR1913314.383603__1.383603	821__A0A396F9T7__M097_3427
ERR1913314.383694__1.383694	28116__A0A1G6G9R4__CUY_0131
ERR1913314.383706__1.383706	216816__B7GQM4__BLIC_f01073
ERR1913314.383634__1.383634	187327__U2VMS3__ACDG_00972
