ERR1913021.342__1.342	1262935__R5GDB4__BN773_01091
ERR1913021.1672586__1.1672586	821__A0A0P0L952__M097_4235
ERR1913021.1672798__1.1672798	46228__V8CE73__DXD17_11635
ERR1913021.1672830__1.1672830	1262992__R5CXM7__BN795_01016
ERR1913021.1673039__1.1673039	823__E1YT73__NCTC11152_02675
ERR1913021.1673141__1.1673141	821__A0A173WG51__BVU_2549
ERR1913021.1673333__1.1673333	410072__C0BF75__ERS852389_02248
ERR1913021.1673400__1.1673400	166486__R6AY46__ROSINTL182_06128
ERR1913021.1673431__1.1673431	820__A7V9F9__B5G17_14640
ERR1913021.1673465__1.1673465	46228__B5CLV0__DXD17_01245
ERR1913021.1673967__1.1673967	291644__I8YWR0__HMPREF1071_01375
ERR1913021.1674041__1.1674041	931074__GCA_000769695.1_00068
ERR1913021.1674121__1.1674121	35833__E5Y477__HMPREF0179_00988
ERR1913021.1674140__1.1674140	246787__R6K756__HMPREF1062_01819
ERR1913021.1674164__1.1674164	2173__A0A1D2WS51__METSMIALI_00230
ERR1913021.1674242__1.1674242	821__A0A0P0LQT3__DXC03_05050
ERR1913021.1674290__1.1674290	544644__GCA_001915615.1_00365
ERR1913021.1674291__1.1674291	544644__GCA_001915615.1_00365
ERR1913021.1674314__1.1674314	371601__D6CXF7__BN891_50120
ERR1913021.1674330__1.1674330	1263044__GCA_000433375.1_03429
ERR1913021.1674492__1.1674492	28118__F9Z750__Odosp_3044
ERR1913021.1674617__1.1674617	820__A0A139KHX1__HMPREF2141_00289
ERR1913021.1674620__1.1674620	418240__A0A174G147__toxA_4
ERR1913021.1674895__1.1674895	1262825__R5EC53__BN724_01317
ERR1913021.1674957__1.1674957	291644__I9HGE0__HMPREF1071_03565
ERR1913021.1675056__1.1675056	291644__I8Y788__HMPREF1532_02550
ERR1913021.1675270__1.1675270	291644__R5JIM5__HMPREF1071_02931
ERR1913021.1675394__1.1675394	357276__A0A0M1VZP2__IY41_00605
ERR1913021.1675657__1.1675657	823__A0A073I5R7__cloSI
ERR1913021.1675673__1.1675673	39492__D4JRL2__ERS852540_01608
ERR1913021.1675766__1.1675766	291644__I8Y2A3__HMPREF1532_03851
ERR1913021.1675856__1.1675856	357276__I9FRW5__B5F95_21685
ERR1913021.1675874__1.1675874	1262886__R6QNM3__BN563_00033
ERR1913021.1676012__1.1676012	46503__R6WRM8__HMPREF1060_03046
ERR1913021.1676063__1.1676063	28111__R5JUK8__NCTC11155_02515
ERR1913021.1676070__1.1676070	28111__R5JPF7__BACEGG_02051
ERR1913021.1676081__1.1676081	371601__D6D2M1__CW1_3199
ERR1913021.1676114__1.1676114	1263006__R6LPA6__BN515_01864
ERR1913021.1676204__1.1676204	46503__R6WQ01__PARMER_03826
ERR1913021.1676255__1.1676255	544644__GCA_001915615.1_01797
ERR1913021.1676364__1.1676364	28118__R6FX99__Odosp_1660
ERR1913021.1676371__1.1676371	33039__D4M1W4__RTO_04640
ERR1913021.1676379__1.1676379	1262935__R5GDB4__BN773_01091
ERR1913021.1676382__1.1676382	39492__A0A174ZG93__EUBSIR_00254
ERR1913021.1676496__1.1676496	291644__R5JNC3__HMPREF1071_03576
ERR1913021.1676573__1.1676573	1262935__R5GH41__BN773_00979
ERR1913021.1676827__1.1676827	204516__U6RFU0__HMPREF1534_02545
ERR1913021.1676999__1.1676999	821__A0A0P0LH09__ERS852457_03390
ERR1913021.1677017__1.1677017	1262889__R7HAE5__BN634_02047
ERR1913021.1677079__1.1677079	454154__G5SMP1__HMPREF9441_00617
ERR1913021.1677082__1.1677082	47678__R5U325__HMPREF1061_03209
ERR1913021.1677499__1.1677499	28111__E5WUE7__BACEGG_02087
ERR1913021.1677610__1.1677610	821__A0A3E4KIM1__M097_3660
ERR1913021.1677720__1.1677720	1735__B7CDQ1__EUBIFOR_02334
ERR1913021.1677831__1.1677831	291644__R5JMN9__HMPREF1532_00991
ERR1913021.1677886__1.1677886	1262935__R5GS65__BN773_01399
ERR1913021.1677902__1.1677902	821__A0A3E4KIM1__M097_3660
ERR1913021.1677962__1.1677962	884684__GCA_002892425.1_00913
ERR1913021.1678025__1.1678025	821__E5UY21__C800_02204
ERR1913021.1678126__1.1678126	1262935__R5GGT6__BN773_00922
ERR1913021.1678248__1.1678248	357276__I9R4T1__IY41_06800
ERR1913021.1678448__1.1678448	1262889__R7HCL5__BN634_01590
ERR1913021.1678455__1.1678455	1262886__R6QCS6__BN563_01563
ERR1913021.1678667__1.1678667	47678__R5UU99__C5Z00_11925
ERR1913021.1678853__1.1678853	291644__I9HP97__HMPREF1532_00061
ERR1913021.1679226__1.1679226	39492__D4JUN0__EUBSIR_02705
ERR1913021.1679293__1.1679293	246787__R6KUE5__BcellWH2_01117
ERR1913021.1679310__1.1679310	28116__A0A1Y4VU28__SAMN05444282_1227
ERR1913021.1679410__1.1679410	820__A0A139K426__B5G17_09115
ERR1913021.1679531__1.1679531	1262935__R5GL68__BN773_00556
ERR1913021.1679816__1.1679816	39492__R6RT40__prkC_3
ERR1913021.1679878__1.1679878	823__A0A173UDF6__CEQ22_003270
ERR1913021.1679940__1.1679940	371601__A0A174AP70__SAMN05216250_110105
ERR1913021.1680088__1.1680088	28111__E5WZR2__HMPREF1016_02168
ERR1913021.1680109__1.1680109	1263006__R6LLP6__BN515_01041
ERR1913021.1680165__1.1680165	823__C7XBX3__HMPREF1059_03212
ERR1913021.1680213__1.1680213	821__A0A396F9T7__M097_3427
ERR1913021.1680241__1.1680241	357276__I8WAB8__B5F00_08100
ERR1913021.1680252__1.1680252	1535__A7VRB1__CLOLEP_01094
ERR1913021.1680314__1.1680314	47678__R5U2H9__DXB67_10685
ERR1913021.1680412__1.1680412	28111__E5WWI4__HMPREF1016_01032
ERR1913021.1680541__1.1680541	35833__E5Y720__HMPREF0179_01984
ERR1913021.1680547__1.1680547	1262889__R7HCE8__BN634_01718
ERR1913021.1680586__1.1680586	1262935__R5GFU9__BN773_00394
ERR1913021.1680637__1.1680637	454155__F3QQI3__HMPREF9442_00425
ERR1913021.1680672__1.1680672	357276__A0A076J8D4__HMPREF1064_00553
ERR1913021.1680755__1.1680755	1262889__R7HAQ6__BN634_02130
ERR1913021.1680813__1.1680813	487174__K0XRP0__DDY40_09260
ERR1913021.1680873__1.1680873	2293125__A0A374C671__DW917_09135
ERR1913021.1680948__1.1680948	1262935__R5GUE2__BN773_00325
ERR1913021.1680962__1.1680962	46506__S3YBS6__AA415_01011
ERR1913021.1681048__1.1681048	28111__E5X119__NCTC11155_02426
ERR1913021.1681061__1.1681061	357276__I9QBT7__BSEG_03340
ERR1913021.1681165__1.1681165	357276__I8WPR6__EL88_06675
ERR1913021.1681237__1.1681237	820__A7UYG6__M094_0070
ERR1913021.1681996__1.1681996	821__A0A174JYD3__ERS852457_02610
ERR1913021.1682001__1.1682001	1262825__R5E8W5__BN724_02207
ERR1913021.1682033__1.1682033	1262935__R5GHR6__BN773_01235
ERR1913021.1682099__1.1682099	291644__I9TKI9__ERS852428_00778
ERR1913021.1682364__1.1682364	454155__F3QSG2__HMPREF9442_01120
ERR1913021.1682377__1.1682377	821__I9R3W6__DXC16_12455
ERR1913021.1682432__1.1682432	821__A0A395UNT8__DXD64_15275
ERR1913021.1682412__1.1682412	1262886__R6Q6F8__BN563_00477
ERR1913021.1682557__1.1682557	1262889__R7H889__BN634_02048
ERR1913021.1682534__1.1682534	46503__A7AII9__ERS852463_00984
ERR1913021.1682732__1.1682732	291645__I8XPK0__HMPREF1068_01554
ERR1913021.1682818__1.1682818	40518__R5DYU1__DXD86_01160
ERR1913021.1682882__1.1682882	1897011__A0A1Q6RDW7__BHW41_05280
ERR1913021.1682935__1.1682935	1262889__R7HF76__BN634_01321
ERR1913021.1683034__1.1683034	1262886__R6RCG0__BN563_00376
ERR1913021.1683147__1.1683147	39492__D4JR08__ERS852540_02467
ERR1913021.1683261__1.1683261	818__A0A3E5GYI4__NCTC10582_00013
ERR1913021.1683430__1.1683430	1262886__R6QQC0__BN563_01076
ERR1913021.1683444__1.1683444	28116__A0A1Y4V8A3__HMPREF1069_03044
ERR1913021.1683481__1.1683481	357276__A0A076J4B1__DXD47_03445
ERR1913021.1683626__1.1683626	357276__C3R9Y0__HMPREF1064_01889
ERR1913021.1683713__1.1683713	357276__I9FU68__HMPREF1063_00557
ERR1913021.1683717__1.1683717	39490__U2R881__dhaS
ERR1913021.1683724__1.1683724	1262935__R5GUZ2__BN773_00533
ERR1913021.1683784__1.1683784	820__R9I3Q7__HMPREF1072_01668
ERR1913021.1684047__1.1684047	88431__A0A174G8Q6__ERS852526_02711
ERR1913021.1683981__1.1683981	291644__R5JCI3__HMPREF1532_04074
ERR1913021.1684078__1.1684078	1262736__R5Y3S3__BN496_00193
ERR1913021.1684338__1.1684338	357276__I8WEZ6__BACDOR_02323
ERR1913021.1684526__1.1684526	357276__I9QBT4__GV66_09000
ERR1913021.1684576__1.1684576	1262935__R5GH23__BN773_00804
ERR1913021.1684728__1.1684728	39492__A0A174ZG93__EUBSIR_00254
ERR1913021.1684889__1.1684889	853__A0A173SUU8__CGS54_06840
ERR1913021.1685260__1.1685260	291644__I9I2F9__HMPREF1532_01625
ERR1913021.1685333__1.1685333	410072__C0BF75__ERS852389_02248
ERR1913021.1685405__1.1685405	291644__I9ICQ4__HMPREF1532_00686
ERR1913021.1685502__1.1685502	291645__I8XPK0__HMPREF1068_01554
ERR1913021.1685517__1.1685517	338188__A0A174ETX3__ERS852397_01955
ERR1913021.1685526__1.1685526	1262888__R6P5A8__BN582_00292
ERR1913021.1685592__1.1685592	74426__group_4851
ERR1913021.1685637__1.1685637	39491__C4Z9K0__DXD95_07445
ERR1913021.1685670__1.1685670	166486__D4L255__mcp4_5
ERR1913021.1685719__1.1685719	39488__A0A173U4P2__ERS852578_02139
ERR1913021.1685950__1.1685950	821__A0A395UNT8__DXD64_15275
ERR1913021.1686037__1.1686037	823__A6LFW2__M095_1860
ERR1913021.1686092__1.1686092	745368__A0A1T4Y7V7__SAMN02745178_02833
ERR1913021.1686168__1.1686168	821__A0A396F598__CUU_3259
ERR1913021.1686463__1.1686463	1262935__R5GLD8__BN773_00587
ERR1913021.1686509__1.1686509	821__A0A3E4WAR6__DXD64_10735
ERR1913021.1686480__1.1686480	821__D4VD59__BHV80_04260
ERR1913021.1686552__1.1686552	556259__I0PXW0__BSGG_5187
ERR1913021.1686772__1.1686772	47678__R5U7M7__CGC64_14730
ERR1913021.1686836__1.1686836	1262889__R7HA79__BN634_01068
ERR1913021.1687038__1.1687038	291644__I9I2F9__HMPREF1532_01625
ERR1913021.1687150__1.1687150	820__A0A174CG08__DXB62_13215
ERR1913021.1687220__1.1687220	821__A6L0C7__ERS852556_03520
ERR1913021.1687450__1.1687450	745368__A0A1T4XVH3__SAMN02745178_02334
ERR1913021.1687493__1.1687493	487175__F3QMT1__HMPREF9439_02260
ERR1913021.1687509__1.1687509	823__A6LEF3__ERS852560_01356
ERR1913021.1687541__1.1687541	818__E5C5U7__SAMN05216253_101163
ERR1913021.1687547__1.1687547	46503__A7A9H8__DD461_05910
ERR1913021.1687721__1.1687721	1547597__A0A0C3R6V3__DMB45_01370
ERR1913021.1687773__1.1687773	1262888__R6PLE5__BN582_00165
ERR1913021.1687776__1.1687776	47678__R5U7T0__CGC64_00755
ERR1913021.1688163__1.1688163	1262935__R5GUE2__BN773_00325
ERR1913021.1688246__1.1688246	821__C6ZAA5__ERS852556_00403
ERR1913021.1688279__1.1688279	1262935__R5GTF2__BN773_00142
ERR1913021.1688299__1.1688299	357276__A0A076IYG1__B5F95_22465
ERR1913021.1688385__1.1688385	2293125__A0A374BSW4__DW917_13420
ERR1913021.1688680__1.1688680	1262873__R6W6D9__BN605_02180
ERR1913021.1688912__1.1688912	821__A0A0P0L952__M097_4235
ERR1913021.1688965__1.1688965	821__A0A174AYT0__DXC02_03530
ERR1913021.1689061__1.1689061	820__A0A3E4WCX3__C801_02709
ERR1913021.1689074__1.1689074	1263006__R6LWN2__BN515_02179
ERR1913021.1689039__1.1689039	1263109__GCA_000438135.1_01173
ERR1913021.1689111__1.1689111	1262889__R7HAZ8__BN634_01039
ERR1913021.1689184__1.1689184	46503__A7ABE8__ERS852463_00185
ERR1913021.1689190__1.1689190	291644__I9SJA4__ERS852428_03529
ERR1913021.1689475__1.1689475	357276__I9QBT7__BSEG_03340
ERR1913021.1689476__1.1689476	357276__I9QBT7__BSEG_03340
ERR1913021.1689572__1.1689572	821__A0A174JYD3__ERS852457_02610
ERR1913021.1689733__1.1689733	454154__G5SME1__HMPREF9441_00516
ERR1913021.1689766__1.1689766	28118__R6F891__NCTC10826_02656
ERR1913021.1689783__1.1689783	357276__A0A076IYE6__IY41_04275
ERR1913021.1689792__1.1689792	165179__A0A3E5DWZ6__DXC61_10880
ERR1913021.1689838__1.1689838	357276__A0A0K2HI25__DXD47_04465
ERR1913021.1689848__1.1689848	1262889__R7HA49__BN634_00677
ERR1913021.1690009__1.1690009	46228__B5CPX5__RUMLAC_01520
ERR1913021.1690102__1.1690102	821__A0A174NSU0__BVU_3144
ERR1913021.1690166__1.1690166	823__A0A355XLH0__fepA_1
ERR1913021.1690335__1.1690335	1501391__GCA_000786575.1_00087
ERR1913021.1690364__1.1690364	204516__U6RDD8__HMPREF1534_02559
ERR1913021.1690513__1.1690513	28111__E5WYC3__NCTC11155_03517
ERR1913021.1690514__1.1690514	28117__R7JG17__ALIPUT_01859
ERR1913021.1690518__1.1690518	384638__B7ASI3__BACPEC_02038
ERR1913021.1690685__1.1690685	1262988__R7MZP9__BN816_01364
ERR1913021.1691017__1.1691017	33039__D4M6V6__yjjG
ERR1913021.1690995__1.1690995	1262935__R5GTR5__BN773_00263
ERR1913021.1691171__1.1691171	454155__F3QQI4__HMPREF9442_00426
ERR1913021.1691266__1.1691266	649756__B0NWY4__blaR1_3
ERR1913021.1691313__1.1691313	357276__I9QPN0__B5F95_09195
ERR1913021.1691533__1.1691533	1262935__R5GUT3__BN773_00488
ERR1913021.1691678__1.1691678	487174__K0XRP0__DDY40_09260
ERR1913021.1691978__1.1691978	46228__V8CAY6__HMPREF1202_00567
ERR1913021.1692104__1.1692104	821__A0A174NM17__lacZ_6
ERR1913021.1692134__1.1692134	1262935__R5GR54__BN773_00986
ERR1913021.1692284__1.1692284	820__A0A3E5E0T0__ERS852554_00312
ERR1913021.1692310__1.1692310	820__A0A139KIL9__DXC68_05945
ERR1913021.1692633__1.1692633	853__E2ZJT1__C4N23_03535
ERR1913021.1692656__1.1692656	39491__A0A395UYA6__EUBREC_0408
ERR1913021.1692706__1.1692706	166486__D4L284__ERS852572_01651
ERR1913021.1692733__1.1692733	246787__A0A3D6AWJ7__AA416_00506
ERR1913021.1692813__1.1692813	39488__A0A285PTC0__ERS852450_00543
ERR1913021.1692857__1.1692857	291645__I8XPK0__HMPREF1068_01554
ERR1913021.1692897__1.1692897	1262736__R5Y3Y0__BN496_01937
ERR1913021.1693098__1.1693098	28117__B0MY40__BHV66_05170
ERR1913021.1693210__1.1693210	1262935__R5GRK6__BN773_01192
ERR1913021.1693388__1.1693388	204516__U6RPN2__HMPREF1534_00368
ERR1913021.1693635__1.1693635	28118__F9Z5M4__B5F93_14995
ERR1913021.1693656__1.1693656	291644__I9HC81__HMPREF1071_04032
ERR1913021.1693783__1.1693783	239935__R6J5N6__CXT99_10770
ERR1913021.1694089__1.1694089	357276__A0A076IS46__BACDOR_03265
ERR1913021.1694140__1.1694140	39488__C0EVP9__ERS852450_03163
ERR1913021.1694217__1.1694217	165179__A0A3E5EAM5__DXC61_07785
ERR1913021.1694239__1.1694239	884684__GCA_002892425.1_01408
ERR1913021.1694272__1.1694272	204516__U6RR05__HMPREF1534_00736
ERR1913021.1694355__1.1694355	1262886__R6QIL5__BN563_00897
ERR1913021.1694381__1.1694381	1318__K8MPB4__NCTC12854_00598
ERR1913021.1694520__1.1694520	1262911__R6GPB5__BN557_00842
ERR1913021.1694524__1.1694524	357276__I9R1V6__DXD47_04125
ERR1913021.1694600__1.1694600	1262958__R7GQI3__BN645_00849
ERR1913021.1694637__1.1694637	1796613__I9UNF9__ADH74_14465
ERR1913021.1694665__1.1694665	357276__A0A0M1W657__HMPREF1064_04629
ERR1913021.1694675__1.1694675	1393034__GCA_001552785.1_00510
ERR1913021.1694760__1.1694760	1263044__GCA_000433375.1_03283
ERR1913021.1694926__1.1694926	544645__A0A1U7LBY3__DXC42_16420
ERR1913021.1695289__1.1695289	821__A0A174JYD3__ERS852457_02610
ERR1913021.1695426__1.1695426	1262935__R5GK32__BN773_00174
ERR1913021.1695718__1.1695718	357276__I8VN30__HMPREF1065_03051
ERR1913021.1696027__1.1696027	291644__I9TDH8__HMPREF1071_01321
ERR1913021.1696134__1.1696134	821__A0A395UNT8__DXD64_15275
ERR1913021.1696193__1.1696193	1262935__R5GRP8__BN773_01395
ERR1913021.1696300__1.1696300	1095727__I2JB28__HMPREF1117_1224
ERR1913021.1696333__1.1696333	357276__I8WML9__DXD47_10570
ERR1913021.1696871__1.1696871	410072__A0A3E4GQ67__sigV_1
ERR1913021.1696891__1.1696891	821__A0A0P0M2J4__DXD46_10295
ERR1913021.1697130__1.1697130	46228__B5CM12__DXD17_00945
ERR1913021.1697174__1.1697174	46506__S3YT03__AA415_01895
ERR1913021.1697191__1.1697191	357276__B6VXX7__HMPREF1063_02683
ERR1913021.1697312__1.1697312	821__A0A174WBC9__ERS852556_03145
ERR1913021.1697492__1.1697492	40518__R5DZ16__DXD86_01455
ERR1913021.1697559__1.1697559	214856__I3YPQ4__Alfi_2712
ERR1913021.1697605__1.1697605	39488__A0A174BSK2__ERS852450_01031
ERR1913021.1697843__1.1697843	39492__D4MMN2__EUBSIR_00964
ERR1913021.1697866__1.1697866	1262935__R5GRK6__BN773_01192
ERR1913021.1697923__1.1697923	371601__C3R084__DXD80_12980
ERR1913021.1697935__1.1697935	821__A0A0P0L8F8__ERS852509_03705
ERR1913021.1697981__1.1697981	291644__I9HRU8__ERS852428_03635
ERR1913021.1698169__1.1698169	1262889__R7H5X2__BN634_01934
ERR1913021.1698189__1.1698189	39492__D4JR58__EUBSIR_02090
ERR1913021.1698389__1.1698389	1262935__R5GUE2__BN773_00325
ERR1913021.1698391__1.1698391	818__A0A1H7S810__BJP75_003270
ERR1913021.1698602__1.1698602	1501391__GCA_000786575.1_00038
ERR1913021.1698701__1.1698701	1262935__R5GFU9__BN773_00394
ERR1913021.1698719__1.1698719	821__I9R3W6__DXC16_12455
ERR1913021.1698739__1.1698739	2293125__A0A374CJZ2__DW917_00735
ERR1913021.1698778__1.1698778	2293125__A0A374BSW4__DW917_13420
ERR1913021.1698821__1.1698821	46506__A0A3E4USX2__BACSTE_03107
ERR1913021.1698823__1.1698823	1263000__R5EHB0__BN466_01647
ERR1913021.1698836__1.1698836	1262980__R5BSE9__BN814_02443
ERR1913021.1698881__1.1698881	1547597__A0A318N2U3__IE90_04590
ERR1913021.1699223__1.1699223	28117__B0MTW8__ALIPUT_00502
ERR1913021.1699319__1.1699319	410072__C0B8G3__DXD67_01535
ERR1913021.1699396__1.1699396	821__A0A395VIK7__BVU_1225
ERR1913021.1699500__1.1699500	1262825__R5EAJ1__BN724_00766
ERR1913021.1699474__1.1699474	1262935__R5GG00__BN773_00204
ERR1913021.1699553__1.1699553	28117__A0A1Q6FAD1__ALIPUT_01287
ERR1913021.1699590__1.1699590	204516__U6RDD8__HMPREF1534_02559
ERR1913021.1699798__1.1699798	820__A7V470__HMPREF1072_02076
ERR1913021.1699900__1.1699900	39491__A0A396FPV7__ERS852580_01177
ERR1913021.1699924__1.1699924	1680__A0A0C2YPV2__AL0462_1474
ERR1913021.1699973__1.1699973	418240__A0A174S3Z4__ypdA_6
ERR1913021.1700154__1.1700154	823__A6LB63__M095_1847
ERR1913021.1700336__1.1700336	291644__I8Z4N9__HMPREF1532_01310
ERR1913021.1700451__1.1700451	28111__E5X428__HMPREF1016_03686
ERR1913021.1700453__1.1700453	487174__K0X789__DIT83_10440
ERR1913021.1700434__1.1700434	357276__I8WPR6__EL88_06675
ERR1913021.1700443__1.1700443	1262825__R5E9H3__BN724_00255
ERR1913021.1700545__1.1700545	47678__R5UG30__ERS852558_03525
ERR1913021.1700621__1.1700621	28117__B0MXR4__BHV66_08025
ERR1913021.1700745__1.1700745	823__A6LB63__M095_1847
ERR1913021.1700830__1.1700830	165179__A0A3E5EAM5__DXC61_07785
ERR1913021.1700953__1.1700953	28116__A0A078Q1V5__SAMN05444282_12168
ERR1913021.1700885__1.1700885	823__A0A069S0G2__DXB14_03195
ERR1913021.1701087__1.1701087	357276__I8WC65__EL88_00520
ERR1913021.1701225__1.1701225	291644__I9TDL9__HMPREF1532_01624
ERR1913021.1701263__1.1701263	1262911__R6GY22__BN557_00023
ERR1913021.1701532__1.1701532	28116__A0A1Y4VU28__SAMN05444282_1227
ERR1913021.1701706__1.1701706	28111__R5K5Y0__NCTC11155_03071
ERR1913021.1701854__1.1701854	410072__A0A3E4GPS4__tagA
ERR1913021.1702106__1.1702106	357276__A0A076IRZ5__BACDOR_00630
ERR1913021.1702114__1.1702114	28117__B0MZ14__ALIPUT_02383
ERR1913021.1702157__1.1702157	165179__A0A3E5E4T9__DXB80_08030
ERR1913021.1702350__1.1702350	246787__A0A108TGC6__HMPREF1062_02270
ERR1913021.1702372__1.1702372	2293125__A0A374BSW4__DW917_13420
ERR1913021.1702415__1.1702415	1262935__R5GUD0__BN773_00454
ERR1913021.1702464__1.1702464	823__A0A395Z066__M091_0663
ERR1913021.1702478__1.1702478	487174__K0X3L3__DDY40_11345
ERR1913021.1702491__1.1702491	1263000__R5EXT3__BN466_02213
ERR1913021.1702723__1.1702723	357276__C3RDQ5__HMPREF1065_03827
ERR1913021.1702804__1.1702804	2293125__A0A374CIX5__DW917_01125
ERR1913021.1703165__1.1703165	39488__C0F0P7__ERS852578_02651
ERR1913021.1703435__1.1703435	357276__B6VT86__IY41_22515
ERR1913021.1703517__1.1703517	1262986__R6A815__BN492_01131
ERR1913021.1703673__1.1703673	47678__R5U2F6__HMPREF1061_00767
ERR1913021.1703636__1.1703636	544645__A0A3E4TA59__DXC42_07760
ERR1913021.1703695__1.1703695	823__D0TGE9__ERS852429_03294
ERR1913021.1703746__1.1703746	39488__A0A285PT56__ERS852450_02640
ERR1913021.1703708__1.1703708	1262889__R7HCR1__BN634_01576
ERR1913021.1703719__1.1703719	1262825__R5EIY5__BN724_01999
ERR1913021.1704153__1.1704153	1262935__R5GTR5__BN773_00263
ERR1913021.1704165__1.1704165	357276__A0A076IRZ5__BACDOR_00630
ERR1913021.1704197__1.1704197	166486__D4KW49__ROSINTL182_07746
ERR1913021.1704226__1.1704226	39492__D4JRM4__tap_5
ERR1913021.1704350__1.1704350	1262889__R7HD87__BN634_01680
ERR1913021.1704415__1.1704415	39492__D4JUN0__EUBSIR_02705
ERR1913021.1704658__1.1704658	310298__B3JFI7__BACCOP_00636
ERR1913021.1704897__1.1704897	1262889__R7H9H9__BN634_02436
ERR1913021.1704947__1.1704947	418240__A0A174VMW5__ERS852478_01082
ERR1913021.1704950__1.1704950	2293125__A0A374CMH5__DW917_00750
ERR1913021.1705502__1.1705502	371601__D6D5Q9__BN890_35020
ERR1913021.1705826__1.1705826	821__A0A3E4KIM1__M097_3660
ERR1913021.1705966__1.1705966	39492__A0A174ZG93__EUBSIR_00254
ERR1913021.1706229__1.1706229	1897011__A0A1Q6RIQ1__BHW41_00490
ERR1913021.1706206__1.1706206	487173__H1CXZ3__HMPREF9453_00231
ERR1913021.1706549__1.1706549	357276__I9QWD4__DXD47_15075
ERR1913021.1706561__1.1706561	2173__R7PS55__BK798_05180
ERR1913021.1706721__1.1706721	357276__B6W5Q7__DXD47_13945
ERR1913021.1706993__1.1706993	46228__V8C989__HMPREF1202_01036
ERR1913021.1707009__1.1707009	1263044__GCA_000433375.1_03425
ERR1913021.1707051__1.1707051	487174__K0XM88__DDY40_02935
ERR1913021.1707145__1.1707145	821__A0A0N7J7X2__SAMN04487923_101621
ERR1913021.1707229__1.1707229	371601__A0A1C7H1Z9__BN890_35950
ERR1913021.1708093__1.1708093	291644__R5IZM2__HMPREF1071_04522
ERR1913021.1708125__1.1708125	357276__A0A1Y3ZD00__B5F00_16730
ERR1913021.1708183__1.1708183	357276__I8VQA2__HMPREF1065_04183
ERR1913021.1708247__1.1708247	28117__B0MT73__ALIPUT_00412
ERR1913021.1708362__1.1708362	1628085__A0A374VR48__C7386_10754
ERR1913021.1708440__1.1708440	820__A0A139JUD3__DXC91_19380
ERR1913021.1708630__1.1708630	823__A6LDT7__CEQ22_002595
ERR1913021.1708711__1.1708711	246787__A0A120A2E7__HMPREF1062_06329
ERR1913021.1708718__1.1708718	239935__A0A139TVJ4__CXT86_02020
ERR1913021.1708802__1.1708802	1262889__R7H9T7__BN634_00025
ERR1913021.1708880__1.1708880	820__R9I2U8__DXC68_09590
ERR1913021.1709187__1.1709187	39492__D4JTG7__EUBSIR_00572
ERR1913021.1709314__1.1709314	820__A0A3E4RU03__M093_0563
ERR1913021.1709622__1.1709622	745368__A0A1T4Y963__SAMN02745178_02859
ERR1913021.1709700__1.1709700	487174__K0XDZ0__HMPREF9448_02863
ERR1913021.1709804__1.1709804	357276__B6W1J2__BACDOR_03380
ERR1913021.1709901__1.1709901	1262889__R7HCP6__BN634_01556
ERR1913021.1710060__1.1710060	410072__A0A174DFS8__ERS852574_01251
ERR1913021.1710110__1.1710110	706562__GCA_900112995.1_01419
ERR1913021.1710187__1.1710187	28116__A0A1Y4PTX5__SAMN05192582_104017
ERR1913021.1710395__1.1710395	821__A0A173XDD3__DXB82_17180
ERR1913021.1710406__1.1710406	487174__K0X250__DDY40_03675
ERR1913021.1710486__1.1710486	47678__R5UZM4__DW706_15680
ERR1913021.1710507__1.1710507	823__A0A174VBJ5__M091_5021
ERR1913021.1710725__1.1710725	821__A6L0C7__ERS852556_03520
ERR1913021.1710974__1.1710974	820__R9I3Q7__HMPREF1072_01668
ERR1913021.1711065__1.1711065	39488__A0A173SXL5__DXD91_06505
