ERR1913021.161__1.161	745368__A0A1T4X3J8__SAMN02745178_01380
ERR1913021.985211__1.985211	357276__A0A076ITU4__EL88_22160
ERR1913021.985236__1.985236	246787__A0A0P0GR24__BcellWH2_03263
ERR1913021.985249__1.985249	1262825__R5E8Y7__BN724_02314
ERR1913021.985367__1.985367	357276__A0A076IP73__BACDOR_04237
ERR1913021.985369__1.985369	1160721__W0U3K9__BHW50_11040
ERR1913021.985380__1.985380	357276__A0A0K2HJA6__DXD47_07320
ERR1913021.985745__1.985745	745368__A0A1T4Y2H2__SAMN02745178_02630
ERR1913021.986003__1.986003	39488__C0EXY6__ltaS1_2
ERR1913021.986106__1.986106	55565__G9PDT0__CJ186_00780
ERR1913021.986227__1.986227	820__A0A3E4W4Y7__B5G17_02055
ERR1913021.986247__1.986247	246787__R6KQ08__AA416_01934
ERR1913021.986314__1.986314	246787__A0A108T429__BACCELL_00192
ERR1913021.986335__1.986335	1262911__R6GPC5__BN557_00852
ERR1913021.986740__1.986740	1262889__R7H8W1__BN634_00624
ERR1913021.987129__1.987129	823__A0A174U5E4__BDI_3390
ERR1913021.987169__1.987169	384638__B7AVU0__BACPEC_02840
ERR1913021.987230__1.987230	357276__I8WDF1__B5F00_02455
ERR1913021.987233__1.987233	1262886__R6Q6Q1__BN563_00546
ERR1913021.987237__1.987237	821__A0A174WBC9__ERS852556_03145
ERR1913021.987260__1.987260	1262935__R5GDG4__BN773_01363
ERR1913021.988007__1.988007	821__A0A0P0LH09__ERS852457_03390
ERR1913021.988307__1.988307	371601__F7LA63__HMPREF1074_04288
ERR1913021.988453__1.988453	1897011__A0A1Q6RBR9__BHW41_06830
ERR1913021.988558__1.988558	821__E5UY21__C800_02204
ERR1913021.988896__1.988896	1262889__R7HCM3__BN634_01536
ERR1913021.988976__1.988976	410072__C0BC38__ERS852574_02017
ERR1913021.989084__1.989084	1262886__R6Q824__BN563_00941
ERR1913021.989103__1.989103	1262889__R7HAA8__BN634_00776
ERR1913021.989512__1.989512	47678__I8UYF7__DW706_16415
ERR1913021.989618__1.989618	1262935__R5GDU9__BN773_01301
ERR1913021.989594__1.989594	418240__A0A174EFK2__ERS852478_02213
ERR1913021.989714__1.989714	2293125__A0A374BSW4__DW917_13420
ERR1913021.989753__1.989753	357276__A0A0P0M2G3__BACDOR_03913
ERR1913021.989783__1.989783	357276__A0A076IN30__DXD47_09350
ERR1913021.989913__1.989913	821__E5UY21__C800_02204
ERR1913021.989877__1.989877	1262886__R6QPP8__BN563_00924
ERR1913021.989995__1.989995	1263006__R6LK25__BN515_01963
ERR1913021.990068__1.990068	357276__B6W1J2__BACDOR_03380
ERR1913021.990069__1.990069	821__A0A396F1N0__M099_1553
ERR1913021.990125__1.990125	820__A0A174CG08__DXB62_13215
ERR1913021.990319__1.990319	39491__A0A173QT73__alaS_2
ERR1913021.990439__1.990439	301301__A0A395V8W4__RHOM_04130
ERR1913021.990788__1.990788	291644__R5IZM2__HMPREF1071_04522
ERR1913021.990836__1.990836	2293125__A0A374C5Y6__DW917_09105
ERR1913021.991034__1.991034	39492__D4JR58__EUBSIR_02090
ERR1913021.991333__1.991333	1897011__A0A1Q6RBY6__BHW41_06440
ERR1913021.991492__1.991492	371601__C3R2J2__ERS852396_04353
ERR1913021.991721__1.991721	291644__I9T317__ERS852428_03619
ERR1913021.991757__1.991757	39488__A0A173UK14__araC_3
ERR1913021.992016__1.992016	2293125__A0A374BSW4__DW917_13420
ERR1913021.991997__1.991997	28117__B0MT86__BHV66_02450
ERR1913021.992217__1.992217	39492__D4JWA3__ERS852540_01332
ERR1913021.992280__1.992280	291644__I9IAK3__ERS852428_03233
ERR1913021.992505__1.992505	338188__A0A174GPX4__ERS852397_00693
ERR1913021.992517__1.992517	204516__U6RH18__HMPREF1534_01847
ERR1913021.992749__1.992749	204516__U6RR05__HMPREF1534_00736
ERR1913021.992807__1.992807	1262935__R5GU54__BN773_00232
ERR1913021.992894__1.992894	821__A0A0P0L952__M097_4235
ERR1913021.992898__1.992898	165179__A0A3E5AER8__DXB80_07075
ERR1913021.992918__1.992918	820__A0A174TRB5__DXD40_11305
ERR1913021.993004__1.993004	1262893__R5GYK3__BN782_01562
ERR1913021.993089__1.993089	29361__B6FKH5__CLONEX_00621
ERR1913021.993273__1.993273	166486__D4KW49__ROSINTL182_07746
ERR1913021.993355__1.993355	357276__D1JYA0__EL88_06560
ERR1913021.993444__1.993444	46228__B5CKX6__RUMLAC_00090
ERR1913021.993736__1.993736	821__E5UPR6__SAMN04487923_101768
ERR1913021.993960__1.993960	821__E5UY21__C800_02204
ERR1913021.994078__1.994078	821__A0A174NM17__lacZ_6
ERR1913021.994174__1.994174	46503__R6Y4M7__HMPREF1078_03269
ERR1913021.994471__1.994471	291644__I9T9I5__HMPREF1071_01896
ERR1913021.994623__1.994623	1160721__R6TBX7__BHW50_00205
ERR1913021.994664__1.994664	357276__I9F327__DXD47_22495
ERR1913021.994845__1.994845	1735__B7CCQ4__EUBIFOR_01982
ERR1913021.994919__1.994919	39488__A0A174BSK2__ERS852450_01031
ERR1913021.994952__1.994952	371601__A0A174KGU6__CW3_4554
ERR1913021.994954__1.994954	46228__B5CS18__RUMLAC_02269
ERR1913021.995040__1.995040	1304__J7SIV6__pspA_3
ERR1913021.995143__1.995143	357276__B6W1J2__BACDOR_03380
ERR1913021.995320__1.995320	47678__R5U2I4__ERS852558_03712
ERR1913021.995437__1.995437	39492__D4JSS9__btuF
ERR1913021.996014__1.996014	821__A0A174NVL6__NCTC10583_01782
ERR1913021.996023__1.996023	1262935__R5GRK6__BN773_01192
ERR1913021.996188__1.996188	338188__A0A174ETX3__ERS852397_01955
ERR1913021.996227__1.996227	40518__R5DWP7__ansA
ERR1913021.996257__1.996257	821__A0A3E4KIM1__M097_3660
ERR1913021.996281__1.996281	487174__K0X347__DIT83_07775
ERR1913021.996329__1.996329	357276__I9QBT7__BSEG_03340
ERR1913021.996357__1.996357	357276__A0A076J8D4__HMPREF1064_00553
ERR1913021.996645__1.996645	820__A0A396EUV1__B5G17_06465
ERR1913021.996655__1.996655	291644__R5JNC3__HMPREF1071_03576
ERR1913021.996734__1.996734	39492__D4JWT3__ERS852540_00301
ERR1913021.996898__1.996898	47678__R5UST1__ERS852558_03505
ERR1913021.996962__1.996962	39491__C4ZAT2__ERE_28440
ERR1913021.997002__1.997002	1262935__R5GT45__BN773_01713
ERR1913021.996930__1.996930	40518__R5DMC7__blaR1
ERR1913021.997143__1.997143	1262886__R6QHZ9__BN563_00710
ERR1913021.997304__1.997304	357276__A0A076IYG1__B5F95_22465
ERR1913021.997404__1.997404	454155__F3QQI3__HMPREF9442_00425
ERR1913021.997467__1.997467	28111__E5X237__NCTC11155_00628
ERR1913021.997446__1.997446	357276__A0A076IRV2__BACDOR_02822
ERR1913021.997506__1.997506	821__A0A395VMG0__DXC44_18080
ERR1913021.997570__1.997570	1263000__R5EXT3__BN466_02213
ERR1913021.997689__1.997689	821__A0A174NM17__lacZ_6
ERR1913021.997735__1.997735	291644__I8Z4G9__ina_1
ERR1913021.997928__1.997928	357276__B6W5Q7__DXD47_13945
ERR1913021.997949__1.997949	821__D4VC51__M099_1508
ERR1913021.998114__1.998114	2293125__A0A374BSW4__DW917_13420
ERR1913021.998126__1.998126	291644__I9SXJ9__ERS852428_02285
ERR1913021.998476__1.998476	39491__A0A173TAZ5__DXB99_09520
ERR1913021.998580__1.998580	1262886__R6Q765__BN563_00634
ERR1913021.998660__1.998660	821__A0A395VMG0__DXC44_18080
ERR1913021.998684__1.998684	204516__U6RPN2__HMPREF1534_00368
ERR1913021.998686__1.998686	853__E2ZJT1__C4N23_03535
ERR1913021.998858__1.998858	1262935__R5GU54__BN773_00232
ERR1913021.999077__1.999077	28111__E5WXQ8__NCTC11155_03183
ERR1913021.999321__1.999321	1262886__R6QJJ7__BN563_01219
ERR1913021.999394__1.999394	821__A0A396EVC9__DXB90_03525
ERR1913021.999507__1.999507	853__A0A174C5M1__CGS58_04460
ERR1913021.999602__1.999602	165179__A0A3E5AER8__DXB80_07075
ERR1913021.999730__1.999730	357276__B6VVS0__HMPREF1064_03951
ERR1913021.999791__1.999791	246787__A0A108TGC6__HMPREF1062_02270
ERR1913021.999903__1.999903	46228__V8CB66__RUMLAC_02810
ERR1913021.999958__1.999958	1262935__R5GH23__BN773_00804
ERR1913021.1000028__1.1000028	357276__A0A0K2HKT7__B5F95_21090
ERR1913021.1000122__1.1000122	46228__V8BPL7__DXD17_00445
ERR1913021.1000173__1.1000173	821__A0A3E4HP25__SAMN04487923_102450
ERR1913021.1000323__1.1000323	357276__I9R2M6__BSEG_03499
ERR1913021.1000325__1.1000325	39492__D4JSD3__EUBSIR_00131
ERR1913021.1000394__1.1000394	28117__R7JG17__ALIPUT_01859
ERR1913021.1000440__1.1000440	357276__B6W1Y5__IY41_11405
ERR1913021.1000453__1.1000453	165179__A0A3E5AER8__DXB80_07075
ERR1913021.1000689__1.1000689	39491__D6E4H2__DXB99_00485
ERR1913021.1000948__1.1000948	556259__E5C7G5__BSGG_0441
ERR1913021.1001236__1.1001236	357276__I9RCD3__IY41_15070
ERR1913021.1001283__1.1001283	1262889__R7H9H9__BN634_02436
ERR1913021.1001361__1.1001361	1262825__R5ED15__BN724_00006
ERR1913021.1001449__1.1001449	357276__A0A076J726__IY41_15030
ERR1913021.1001517__1.1001517	821__A0A395UNT8__DXD64_15275
ERR1913021.1001588__1.1001588	46228__V8C5T7__DXD17_10485
ERR1913021.1001570__1.1001570	246787__A0A3D6B182__HMPREF1062_00600
ERR1913021.1001665__1.1001665	46503__R6Y2Q2__DCY29_15375
ERR1913021.1001707__1.1001707	1262889__R7HAK5__BN634_00884
ERR1913021.1001732__1.1001732	39488__C0EY05__EUBHAL_02306
ERR1913021.1001868__1.1001868	165179__A0A3E5DWZ6__DXC61_10880
ERR1913021.1001816__1.1001816	458033__GCA_001482755.1_02203
ERR1913021.1001842__1.1001842	823__A0A355XLH0__fepA_1
ERR1913021.1002310__1.1002310	39492__A0A174ZP27__EUBSIR_00033
ERR1913021.1002291__1.1002291	310298__B3JQJ5__BACCOP_04231
ERR1913021.1002372__1.1002372	246787__A0A3D6AZ54__BcellWH2_03646
ERR1913021.1002436__1.1002436	823__A0A395YZ10__NCTC11152_02955
ERR1913021.1002447__1.1002447	1262935__R5GFW3__BN773_00404
ERR1913021.1002494__1.1002494	357276__U6R8F9__DXD47_04035
ERR1913021.1002744__1.1002744	1160721__A0A373U7N8__RBI_I00892
ERR1913021.1002855__1.1002855	1262873__R6W6D9__BN605_02180
ERR1913021.1002839__1.1002839	28111__E5X237__NCTC11155_00628
ERR1913021.1002953__1.1002953	28111__E5WVZ4__NCTC11155_02635
ERR1913021.1003201__1.1003201	357276__B6W5Q7__DXD47_13945
ERR1913021.1003233__1.1003233	291644__I8Z2C6__HMPREF1071_00595
ERR1913021.1003236__1.1003236	2293125__A0A374C3L4__DW917_09100
ERR1913021.1003319__1.1003319	1680__R5GZJ8__BSTER_1195
ERR1913021.1003489__1.1003489	1262992__R5CXM8__BN795_01024
ERR1913021.1003721__1.1003721	1262886__R6Q7L1__BN563_00804
ERR1913021.1003757__1.1003757	40518__R5DMC7__blaR1
ERR1913021.1003979__1.1003979	454155__F3QX42__HMPREF9442_02776
ERR1913021.1004021__1.1004021	28111__E5X120__NCTC11155_02427
ERR1913021.1004066__1.1004066	357276__A0A076IYG1__B5F95_22465
ERR1913021.1004124__1.1004124	47678__R5UUQ0__C5Z00_15605
ERR1913021.1004224__1.1004224	821__R6F3Y1__SAMN04487923_104318
ERR1913021.1004414__1.1004414	291644__R5JG66__ERS852428_01236
ERR1913021.1004778__1.1004778	357276__A0A076IYG1__B5F95_22465
ERR1913021.1004863__1.1004863	1262935__R5GG37__BN773_00249
ERR1913021.1004982__1.1004982	1262935__R5GEB1__BN773_01644
ERR1913021.1004983__1.1004983	39492__R6RYB8__ERS852540_00322
ERR1913021.1005018__1.1005018	818__A0A0P0F2P7__BT_1771
ERR1913021.1005126__1.1005126	28117__R7JQW0__ALIPUT_01453
ERR1913021.1005426__1.1005426	544645__A0A1U7L806__DXC42_13525
ERR1913021.1005430__1.1005430	46228__V8CE19__DXD17_01950
ERR1913021.1005478__1.1005478	40518__R5DWH8__DXD86_04530
ERR1913021.1005587__1.1005587	35833__E5Y934__HMPREF0179_02702
ERR1913021.1005636__1.1005636	1897011__A0A1Q6RGA5__BHW41_02775
ERR1913021.1005682__1.1005682	39488__C0ESJ6__EUBHAL_00369
ERR1913021.1005960__1.1005960	820__A0A139K8N1__ERS852554_00951
ERR1913021.1006086__1.1006086	357276__D1JY58__BACDOR_04277
ERR1913021.1006119__1.1006119	821__A0A395UNT8__DXD64_15275
ERR1913021.1006141__1.1006141	28116__A0A0J9IIV5__M089_5519
ERR1913021.1006163__1.1006163	1262889__R7H8M8__BN634_00534
ERR1913021.1006209__1.1006209	1262935__R5GIS0__BN773_01547
ERR1913021.1006216__1.1006216	291644__I8YYM8__HMPREF1532_01562
ERR1913021.1006294__1.1006294	1262825__R5E8Z9__BN724_02329
ERR1913021.1006506__1.1006506	821__A0A3E4WAR6__DXD64_10735
ERR1913021.1006509__1.1006509	1262889__R7HAA8__BN634_00776
ERR1913021.1006612__1.1006612	2293125__A0A374BSW4__DW917_13420
ERR1913021.1006908__1.1006908	371601__A0A174FW12__HMPREF1074_03447
ERR1913021.1006994__1.1006994	357276__A0A076J8M3__ABI39_13695
ERR1913021.1007226__1.1007226	246787__A0A3D6AZX0__BACCELL_00122
ERR1913021.1007271__1.1007271	357276__A0A076IRZ5__BACDOR_00630
ERR1913021.1007378__1.1007378	357276__A0A0K2HI42__ABI39_06975
ERR1913021.1007460__1.1007460	40518__R5DZC6__mreC
ERR1913021.1007807__1.1007807	821__A0A396F9T7__M097_3427
ERR1913021.1007858__1.1007858	1855299__A0A1I5M2T8__SAMN05216343_102107
ERR1913021.1007932__1.1007932	357276__A0A076IKP2__HMPREF1063_00218
ERR1913021.1008038__1.1008038	1262935__R5GVL3__BN773_00865
ERR1913021.1008084__1.1008084	39488__A0A173SKK4__ERS852578_01024
ERR1913021.1008375__1.1008375	821__A0A174AYT0__DXC02_03530
ERR1913021.1008747__1.1008747	487174__K0WRR5__DDY40_06130
ERR1913021.1008986__1.1008986	823__E1YV41__BDI_1376
ERR1913021.1009021__1.1009021	28111__R5JN40__HMPREF1016_01803
ERR1913021.1009070__1.1009070	1262935__R5GIL8__BN773_01483
ERR1913021.1009097__1.1009097	2173__A5UK74__pyrP
ERR1913021.1009155__1.1009155	1262889__R7HGJ7__BN634_01746
ERR1913021.1009478__1.1009478	39492__D4MIK7__EUBSIR_00676
ERR1913021.1009479__1.1009479	357276__A0A076IS73__GV66_00410
ERR1913021.1009592__1.1009592	2293125__A0A374CMH5__DW917_00750
ERR1913021.1009720__1.1009720	40518__R5E175__RB5AMG_00757
ERR1913021.1009725__1.1009725	291644__I8YWN0__ERS852428_00248
ERR1913021.1009817__1.1009817	410072__C0BBS7__ERS852525_00851
ERR1913021.1010066__1.1010066	246787__A0A3D6AZF7__BcellWH2_04504
ERR1913021.1010068__1.1010068	291644__I8Y011__HMPREF1071_04228
ERR1913021.1010074__1.1010074	1262935__R5GQA8__BN773_00915
ERR1913021.1010102__1.1010102	823__D0T9Q9__M095_2648
ERR1913021.1010134__1.1010134	357276__A0A0K2HKT7__B5F95_21090
ERR1913021.1010141__1.1010141	46228__V8CE24__thiD
ERR1913021.1010195__1.1010195	28116__D7K7K3__SAMN05192581_103348
ERR1913021.1010338__1.1010338	165179__A0A174IPI3__CFT61_10940
ERR1913021.1010521__1.1010521	46503__R6WWH2__DXB85_00365
ERR1913021.1010728__1.1010728	291644__I9TL83__HMPREF1532_00872
ERR1913021.1010736__1.1010736	28116__A0A1Y4Q1S9__DHW41_02535
ERR1913021.1011119__1.1011119	357276__A0A076IS26__EL88_15950
ERR1913021.1011288__1.1011288	1262889__R7HD84__BN634_01675
ERR1913021.1011349__1.1011349	1262935__R5GHP4__BN773_01210
ERR1913021.1011480__1.1011480	418240__A0A174R2N4__ERS852523_02758
ERR1913021.1011540__1.1011540	384638__B7APR1__BACPEC_00667
ERR1913021.1011594__1.1011594	2293125__A0A374BSW4__DW917_13420
ERR1913021.1011723__1.1011723	821__A0A0N7J7X2__SAMN04487923_101621
ERR1913021.1011916__1.1011916	39486__R6RY39__DXD82_07230
ERR1913021.1012004__1.1012004	820__A0A3E4FWC8__DXC91_14635
ERR1913021.1012053__1.1012053	46506__S3YS03__DXC34_03445
ERR1913021.1012246__1.1012246	821__D4VD59__BHV80_04260
ERR1913021.1012350__1.1012350	46228__B5CQI6__RUMLAC_01732
ERR1913021.1012357__1.1012357	291644__I9SJB6__HMPREF1532_04086
ERR1913021.1012591__1.1012591	165179__A0A229I7F5__DXB80_02650
ERR1913021.1012718__1.1012718	291644__I9SXJ9__ERS852428_02285
ERR1913021.1012788__1.1012788	204516__U6RFU0__HMPREF1534_02545
ERR1913021.1012824__1.1012824	357276__B6W1J2__BACDOR_03380
ERR1913021.1012938__1.1012938	821__U6RDC2__DXD46_15675
ERR1913021.1013037__1.1013037	28118__R6F2P2__NCTC10826_02131
ERR1913021.1013045__1.1013045	357276__I9QBT7__BSEG_03340
ERR1913021.1013073__1.1013073	46506__A0A120A3P8__SAMN05444283_1172
ERR1913021.1013203__1.1013203	28118__R6F2P2__NCTC10826_02131
ERR1913021.1013212__1.1013212	1262886__R6QKS8__BN563_01572
ERR1913021.1013405__1.1013405	1262945__R6YUZ8__BN600_01525
ERR1913021.1013462__1.1013462	357276__A0A0K2HKT7__B5F95_21090
ERR1913021.1013505__1.1013505	1262825__R5EN22__BN724_00572
ERR1913021.1013507__1.1013507	357276__A0A076IS26__EL88_15950
ERR1913021.1013793__1.1013793	821__A0A174JYD3__ERS852457_02610
ERR1913021.1013870__1.1013870	74426__rpoC
ERR1913021.1013900__1.1013900	166486__D4L1H3__sacC
ERR1913021.1013914__1.1013914	487174__R5EV44__HMPREF9448_01630
ERR1913021.1014001__1.1014001	418240__A0A174EZS5__ERS852523_03370
ERR1913021.1014153__1.1014153	357276__I8VLL2__HMPREF1065_03395
ERR1913021.1014364__1.1014364	310298__B3JQJ5__BACCOP_04231
ERR1913021.1014428__1.1014428	39492__D4JRM4__tap_5
ERR1913021.1014464__1.1014464	40518__R5DZ16__DXD86_01455
ERR1913021.1014511__1.1014511	39492__A0A174ZG93__EUBSIR_00254
ERR1913021.1014548__1.1014548	357276__A0A076J726__IY41_15030
ERR1913021.1014553__1.1014553	291644__I8Y6B7__HMPREF1532_02902
ERR1913021.1014650__1.1014650	1262935__R5GK20__BN773_00159
ERR1913021.1014623__1.1014623	1628085__A0A3E2XUX9__C7386_10290
ERR1913021.1014849__1.1014849	46228__V8BQP5__HMPREF1202_02378
ERR1913021.1015049__1.1015049	1261__A0A135YTZ5__HMPREF3183_00253
ERR1913021.1015522__1.1015522	357276__B6W1J2__BACDOR_03380
ERR1913021.1015538__1.1015538	28118__R6FJY6__DF785_09470
ERR1913021.1015665__1.1015665	39492__A0A174ZG93__EUBSIR_00254
ERR1913021.1015739__1.1015739	1262935__R5GVK8__BN773_00860
ERR1913021.1015770__1.1015770	246787__A0A0P0FW66__sigW_7
ERR1913021.1015822__1.1015822	1262935__R5GCS7__BN773_00941
ERR1913021.1015836__1.1015836	357276__A0A076IRZ5__BACDOR_00630
ERR1913021.1015921__1.1015921	418240__A0A174SK46__Int-Tn_1
ERR1913021.1015935__1.1015935	39492__D4JWM0__atpF
ERR1913021.1015945__1.1015945	1263006__R6LU28__BN515_01365
ERR1913021.1015956__1.1015956	28118__F9ZBV2__NCTC10826_00352
ERR1913021.1016009__1.1016009	487174__K0X1V7__DIT83_03020
ERR1913021.1016050__1.1016050	821__A0A3E4XY72__NCTC10583_01067
ERR1913021.1016055__1.1016055	1263044__GCA_000433375.1_03429
ERR1913021.1016189__1.1016189	46228__V8CGG7__RUMLAC_01115
ERR1913021.1016317__1.1016317	46228__B5CPY7__DXD17_03515
ERR1913021.1016333__1.1016333	2173__A0A1D2WU54__METSMIALI_00342
ERR1913021.1016342__1.1016342	1262945__R6YFE7__BN600_01049
ERR1913021.1016375__1.1016375	357276__A0A0K2HDV9__DXD47_02600
ERR1913021.1016478__1.1016478	371601__A0A139LNM6__BN891_32770
ERR1913021.1016492__1.1016492	871327__A0A1H5WNU7__SAMN05444001_11221
ERR1913021.1016577__1.1016577	1262886__R6Q673__BN563_00372
ERR1913021.1016654__1.1016654	46228__V8BYC1__RUMLAC_00426
ERR1913021.1016887__1.1016887	1262825__R5DYC4__BN724_00821
ERR1913021.1016958__1.1016958	823__A0A174W1A8__panE
ERR1913021.1017148__1.1017148	818__A0A3E5HNR9__BSIG_1712
ERR1913021.1017297__1.1017297	165179__A0A3E5EAM5__DXC61_07785
ERR1913021.1017319__1.1017319	357276__B6VW91__BACDOR_01584
ERR1913021.1017463__1.1017463	28111__R5K5Y0__NCTC11155_03071
ERR1913021.1017428__1.1017428	487173__H1CXZ3__HMPREF9453_00231
ERR1913021.1017563__1.1017563	820__A0A174M9V5__M093_0237
ERR1913021.1017568__1.1017568	291644__R5JA59__HMPREF1071_02804
ERR1913021.1017573__1.1017573	46506__S3YU07__AA415_02597
ERR1913021.1017651__1.1017651	818__A0A3E5HGN6__Btheta7330_00798
ERR1913021.1017692__1.1017692	28117__R7JLL3__ALIPUT_02219
ERR1913021.1017884__1.1017884	46228__V8C6B2__DXD17_09805
ERR1913021.1018153__1.1018153	216816__D6DCL7__BFS26_02835
ERR1913021.1018275__1.1018275	47678__R5U558__ERS852558_02232
ERR1913021.1018338__1.1018338	1160721__W0U8M9__RBI_II00386
ERR1913021.1018900__1.1018900	28111__E5WXT0__BACEGG_00796
ERR1913021.1019086__1.1019086	821__A0A174NM17__lacZ_6
ERR1913021.1019335__1.1019335	291644__I9TEJ3__luxQ_1
ERR1913021.1019752__1.1019752	821__A0A395VIK7__BVU_1225
ERR1913021.1019761__1.1019761	418240__A0A174NZX7__tagF_1
ERR1913021.1019779__1.1019779	46228__V8CB66__RUMLAC_02810
ERR1913021.1019812__1.1019812	1262889__R7HAC7__BN634_01118
ERR1913021.1020057__1.1020057	818__A0A3E5H650__C799_01514
ERR1913021.1020318__1.1020318	552398__F4XHU2__HMPREF0866_03196
ERR1913021.1020349__1.1020349	357276__I8VQA2__HMPREF1065_04183
ERR1913021.1020350__1.1020350	821__A0A395VLM8__BvMPK_3650
ERR1913021.1020819__1.1020819	649756__B0P1V2__ERS852475_00214
ERR1913021.1020902__1.1020902	28118__R6F7E0__SAMEA44545918_02355
ERR1913021.1020928__1.1020928	487174__K0WWT0__DIT83_10190
ERR1913021.1020946__1.1020946	418240__C6JDI6__ERS852478_02871
ERR1913021.1020977__1.1020977	357276__A0A0K2HHN3__GV66_08845
ERR1913021.1021035__1.1021035	39491__C4ZGN3__DXB99_14175
ERR1913021.1021150__1.1021150	28111__E5WZR2__HMPREF1016_02168
ERR1913021.1021374__1.1021374	357276__I8W1E1__B5F00_10785
ERR1913021.1021393__1.1021393	28118__R6FCJ1__mro_4
ERR1913021.1021403__1.1021403	357276__E5UTL1__HMPREF1065_03551
ERR1913021.1021487__1.1021487	46506__S3YD95__AA415_02538
ERR1913021.1021524__1.1021524	28111__E5WUE9__NCTC11155_01729
ERR1913021.1021644__1.1021644	214856__I3YPN9__ERS852447_01389
ERR1913021.1021745__1.1021745	204516__U6R9E7__HMPREF1534_03313
ERR1913021.1021835__1.1021835	487174__K0XIX0__DDY40_06625
ERR1913021.1021929__1.1021929	165179__A0A229I7F5__DXB80_02650
ERR1913021.1021941__1.1021941	28116__A0A1Y4P7B7__M088_2098
ERR1913021.1022217__1.1022217	357276__I9F327__DXD47_22495
ERR1913021.1022252__1.1022252	1262935__R5GG00__BN773_00204
ERR1913021.1022464__1.1022464	46506__S3YJA2__AA415_02195
ERR1913021.1022539__1.1022539	246787__A0A3D6ARE5__HMPREF1062_01788
ERR1913021.1022551__1.1022551	357276__D1K3K9__EL88_23995
ERR1913021.1022656__1.1022656	47678__A5ZHL2__DXB67_12495
ERR1913021.1022960__1.1022960	1262889__R7HCE8__BN634_01718
ERR1913021.1023105__1.1023105	40518__R5E1X3__clcA
ERR1913021.1023154__1.1023154	418240__A0A174NZX7__tagF_1
ERR1913021.1023226__1.1023226	204516__U6RFU0__HMPREF1534_02545
ERR1913021.1023277__1.1023277	1262736__R5YZ60__BN496_01783
ERR1913021.1023399__1.1023399	39488__A0A285PTC0__ERS852450_00543
ERR1913021.1023454__1.1023454	1262889__R7H8I0__BN634_00208
ERR1913021.1023486__1.1023486	821__U6RDC2__DXD46_15675
ERR1913021.1023696__1.1023696	291644__I9T671__HMPREF1071_02076
ERR1913021.1023841__1.1023841	29466__D1BN72__HMPREF9323_0813
ERR1913021.1023957__1.1023957	357276__I9QBT7__BSEG_03340
ERR1913021.1023960__1.1023960	410072__A0A174M202__COPCOM_00641
ERR1913021.1024068__1.1024068	47678__R5U2X1__ERS852494_00033
ERR1913021.1024079__1.1024079	487174__K0XLC3__HMPREF9448_01065
ERR1913021.1024161__1.1024161	1262935__R5GG37__BN773_00249
ERR1913021.1024168__1.1024168	40518__R5DQW8__sipW_2
ERR1913021.1024203__1.1024203	820__A0A3E4G3J9__ERS852459_02265
ERR1913021.1024283__1.1024283	823__A0A174MNW4__M091_0199
ERR1913021.1024307__1.1024307	28111__E5X118__NCTC11155_02425
