ERR1913062.307__1.307	28118__F9Z6D0__DHW44_12795
ERR1913062.1348697__1.1348697	46503__K5ZW30__HMPREF1060_00319
ERR1913062.1348760__1.1348760	310298__B3JEE8__BACCOP_00239
ERR1913062.1348799__1.1348799	28118__R6F6C0__Odosp_0731
ERR1913062.1348806__1.1348806	544644__GCA_001915615.1_02043
ERR1913062.1349010__1.1349010	166486__D4KYC3__ROSINTL182_05485
ERR1913062.1349089__1.1349089	1535__A7VRN5__CLOLEP_01219
ERR1913062.1349102__1.1349102	301301__A0A395V714__evgS
ERR1913062.1349135__1.1349135	410072__A0A174PVL5__COPCOM_03341
ERR1913062.1349328__1.1349328	410072__C0BF75__ERS852389_02248
ERR1913062.1349599__1.1349599	853__A0A2A7A4A9__C4N21_14870
ERR1913062.1349618__1.1349618	649756__B0NZI4__DCR88_08000
ERR1913062.1349772__1.1349772	820__R7E9Z4__DXC68_06065
ERR1913062.1349816__1.1349816	166486__D4KZA5__ERS852572_03317
ERR1913062.1349842__1.1349842	165179__A0A174SA26__PREVCOP_05758
ERR1913062.1349864__1.1349864	1262930__R5ZVH8__BN693_01324
ERR1913062.1349931__1.1349931	28116__A0A1Y4Q112__evgS_13
ERR1913062.1349998__1.1349998	2293125__A0A374BUM7__DW917_12980
ERR1913062.1350043__1.1350043	2293125__A0A374CCM7__DW917_05375
ERR1913062.1350114__1.1350114	165179__A0A3E5AER8__DXB80_07075
ERR1913062.1350125__1.1350125	357276__B6VYT9__HMPREF1063_05030
ERR1913062.1350141__1.1350141	544644__GCA_001915615.1_01914
ERR1913062.1350179__1.1350179	818__A0A1H7X9X1__SAMN02910322_04797
ERR1913062.1350225__1.1350225	39486__R6SNR2__DXD18_05710
ERR1913062.1350232__1.1350232	165179__A0A3E5DY64__CFT61_10025
ERR1913062.1350237__1.1350237	821__A0A174NM17__lacZ_6
ERR1913062.1350308__1.1350308	410072__C0BF38__DXD67_15395
ERR1913062.1350495__1.1350495	1150298__A0A174LKY6__ERS852535_00447
ERR1913062.1350574__1.1350574	410072__A0A173Z452__COPCOM_02514
ERR1913062.1350679__1.1350679	310298__B3JQJ5__BACCOP_04231
ERR1913062.1350705__1.1350705	28118__R6FC74__DHW44_13330
ERR1913062.1350777__1.1350777	39496__A5Z8Q7__EUBVEN_02099
ERR1913062.1350751__1.1350751	1262924__R7HQD9__BN585_00129
ERR1913062.1350792__1.1350792	216816__A0A374SVM3__BLSL_0492
ERR1913062.1350803__1.1350803	487174__K0XA11__DDY40_03585
ERR1913062.1350848__1.1350848	360807__C0FPP6__ERS852444_02985
ERR1913062.1350943__1.1350943	820__R9HXK9__DXB62_08265
ERR1913062.1351093__1.1351093	820__A0A139KG04__ERS852459_01249
ERR1913062.1351245__1.1351245	821__A0A3E4HP25__SAMN04487923_102450
ERR1913062.1351465__1.1351465	165179__R6PU83__CFT61_14275
ERR1913062.1351535__1.1351535	166486__D4KXB5__ROSINTL182_05909
ERR1913062.1351544__1.1351544	821__A0A3E4HP25__SAMN04487923_102450
ERR1913062.1351595__1.1351595	165179__A0A3E5ED28__PREVCOP_06655
ERR1913062.1351631__1.1351631	1262924__R7HKP8__BN585_01113
ERR1913062.1351911__1.1351911	46503__R6X5W5__HMPREF1078_03156
ERR1913062.1351974__1.1351974	166486__D4KWP5__ROSINTL182_06014
ERR1913062.1351990__1.1351990	310298__B3JED9__BACCOP_00230
ERR1913062.1352047__1.1352047	166486__D4L082__yicI_5
ERR1913062.1352237__1.1352237	165179__D1PGU8__PREVCOP_06463
ERR1913062.1352222__1.1352222	28118__F9Z7B3__SAMEA44545918_00670
ERR1913062.1352409__1.1352409	166486__D4L1P3__ERS852572_00760
ERR1913062.1352626__1.1352626	88431__A0A174IEH2__DXB16_05910
ERR1913062.1352644__1.1352644	853__A0A3E2W3R8__FAEPRAM212_00849
ERR1913062.1352646__1.1352646	1262992__R5CXK6__BN795_00999
ERR1913062.1352762__1.1352762	552398__T5RX10__HMPREF0866_04541
ERR1913062.1352794__1.1352794	853__A0A3E2W3R8__FAEPRAM212_00849
ERR1913062.1352848__1.1352848	820__A0A174Q0F0__DXB48_08080
ERR1913062.1352891__1.1352891	544645__A0A3E4T7H5__DXC42_09155
ERR1913062.1352962__1.1352962	310298__B3JLC6__BACCOP_02712
ERR1913062.1353023__1.1353023	544645__A0A3E4T7H5__DXC42_09155
ERR1913062.1353194__1.1353194	310298__B3JFK6__BACCOP_00656
ERR1913062.1353226__1.1353226	2293125__A0A374BUM7__DW917_12980
ERR1913062.1353374__1.1353374	1263044__GCA_000433375.1_00023
ERR1913062.1353443__1.1353443	39491__A0A3E4E7C5__DXB69_03255
ERR1913062.1353455__1.1353455	2293125__A0A374BUM7__DW917_12980
ERR1913062.1353474__1.1353474	28116__E5C458__BACOV975_02730
ERR1913062.1353478__1.1353478	39491__A0A395V0H6__ERS852580_02570
ERR1913062.1353557__1.1353557	853__A0A2A7B9I6__DW855_13690
ERR1913062.1353698__1.1353698	418240__A0A174NZX7__tagF_1
ERR1913062.1353834__1.1353834	301301__G2T5S1__gsiA_1
ERR1913062.1353951__1.1353951	310298__B3JPY4__BACCOP_04016
ERR1913062.1353990__1.1353990	820__A0A174Q0F0__DXB48_08080
ERR1913062.1354033__1.1354033	1262924__R7HSH9__BN585_00133
ERR1913062.1354196__1.1354196	2293125__A0A374C9I8__DW917_06795
ERR1913062.1354312__1.1354312	823__A6LEF3__ERS852560_01356
ERR1913062.1354596__1.1354596	418240__A0A173XCL4__ERS852523_02725
ERR1913062.1354706__1.1354706	1262930__R6AYG5__BN693_00491
ERR1913062.1354784__1.1354784	821__A6L0C7__ERS852556_03520
ERR1913062.1354799__1.1354799	1262930__R5ZWP2__BN693_01542
ERR1913062.1354762__1.1354762	360807__A0A396ACQ8__ROSEINA2194_00690
ERR1913062.1354822__1.1354822	310298__B3JQJ5__BACCOP_04231
ERR1913062.1354876__1.1354876	818__A0A3E5HN77__HMPREF2534_00072
ERR1913062.1355255__1.1355255	357276__I9R4T1__IY41_06800
ERR1913062.1355270__1.1355270	410072__C0B9A1__COPCOM_01727
ERR1913062.1355413__1.1355413	853__A0A2J4JL53__CRH10_10795
ERR1913062.1355427__1.1355427	410072__A0A174ASR3__DXD67_15560
ERR1913062.1355439__1.1355439	853__A0A2A7B1Y7__C7K05_11930
ERR1913062.1355689__1.1355689	2293125__A0A374BSW4__DW917_13420
ERR1913062.1355830__1.1355830	204516__U6R8Z4__HMPREF1534_03879
ERR1913062.1356043__1.1356043	487174__R5EV44__HMPREF9448_01630
ERR1913062.1356079__1.1356079	2293125__A0A374C9I8__DW917_06795
ERR1913062.1356117__1.1356117	39488__A0A174KVU1__EUBHAL_00302
ERR1913062.1356257__1.1356257	1262924__R7HQD4__BN585_02072
ERR1913062.1356199__1.1356199	165179__D1PHC0__PREVCOP_06640
ERR1913062.1356209__1.1356209	1262948__R7E981__BN671_01814
ERR1913062.1356231__1.1356231	884684__GCA_002892425.1_01408
ERR1913062.1356568__1.1356568	821__A0A174WBC9__ERS852556_03145
ERR1913062.1356580__1.1356580	2293125__A0A374C4C8__DW917_09805
ERR1913062.1356705__1.1356705	410072__A0A173ZG02__ERS852574_01061
ERR1913062.1356690__1.1356690	166486__C7GFD3__ERS852572_00983
ERR1913062.1356731__1.1356731	329854__A0A3E4IQB9__DXD57_00720
ERR1913062.1356732__1.1356732	39492__D4JVG7__ERS852540_00946
ERR1913062.1357262__1.1357262	165179__A0A3E5AAM8__DXB80_10240
ERR1913062.1357498__1.1357498	821__A0A174MBW9__SAMN04487923_10272
ERR1913062.1357514__1.1357514	310298__B3JMG0__BACCOP_03099
ERR1913062.1357681__1.1357681	357276__I9R994__BACDOR_04044
ERR1913062.1357801__1.1357801	165179__A0A174IPI3__CFT61_10940
ERR1913062.1357860__1.1357860	1262948__R7E8P1__BN671_02040
ERR1913062.1357900__1.1357900	204516__U6R9H3__HMPREF1534_03348
ERR1913062.1357982__1.1357982	357276__B6VUQ5__B5F00_10940
ERR1913062.1358002__1.1358002	820__A0A174CG08__DXB62_13215
ERR1913062.1358062__1.1358062	360807__A0A1Q6T326__appA_1
ERR1913062.1358063__1.1358063	165179__A0A3E5EAM5__DXC61_07785
ERR1913062.1358222__1.1358222	821__A0A0P0M405__DXC02_15075
ERR1913062.1358261__1.1358261	166486__D4L1H8__ERS852572_02204
ERR1913062.1358274__1.1358274	310298__B3JQJ5__BACCOP_04231
ERR1913062.1358330__1.1358330	33025__A0A395JB30__C8D73_1034
ERR1913062.1358375__1.1358375	1262948__R7E9R0__BN671_01977
ERR1913062.1358410__1.1358410	1262930__R6ADH9__BN693_01876
ERR1913062.1358470__1.1358470	487174__K0WZ94__HMPREF9448_00984
ERR1913062.1358570__1.1358570	821__A0A3E4WAR6__DXD64_10735
ERR1913062.1358603__1.1358603	46503__A7AB74__DD461_00855
ERR1913062.1359258__1.1359258	2293125__A0A374BLR6__DW917_15555
ERR1913062.1359216__1.1359216	165179__A0A3E5A5E5__DXC61_13965
ERR1913062.1359360__1.1359360	328814__GCA_004558275.1_00061
ERR1913062.1359458__1.1359458	310298__B3JQJ5__BACCOP_04231
ERR1913062.1359433__1.1359433	1628085__A0A396QBL9__C7386_10351
ERR1913062.1359642__1.1359642	357276__I8WFU9__BACDOR_02006
ERR1913062.1359670__1.1359670	1550024__G9RNN5__TQ39_03430
ERR1913062.1359784__1.1359784	1262746__R5S265__BN750_01952
ERR1913062.1359902__1.1359902	671267__R9I7B5__C802_04018
ERR1913062.1359939__1.1359939	166486__D4L334__mcp3_1
ERR1913062.1360208__1.1360208	544644__GCA_001915615.1_02373
ERR1913062.1360274__1.1360274	46503__R6Y9P8__evgS_3
ERR1913062.1360301__1.1360301	46503__A7AG59__ERS852463_00349
ERR1913062.1360393__1.1360393	2293125__A0A374BN09__DW917_16245
ERR1913062.1360604__1.1360604	626929__F3PIP0__B5F97_02200
ERR1913062.1360985__1.1360985	28118__R6FC01__fepE
ERR1913062.1361054__1.1361054	821__A0A395VIK7__BVU_1225
ERR1913062.1361296__1.1361296	310298__B3JMG0__BACCOP_03099
ERR1913062.1361343__1.1361343	821__I9R3W6__DXC16_12455
ERR1913062.1361321__1.1361321	487174__K0WWT0__DIT83_10190
ERR1913062.1361399__1.1361399	310298__B3JMG0__BACCOP_03099
ERR1913062.1361463__1.1361463	357276__I9R1V6__DXD47_04125
ERR1913062.1361449__1.1361449	39496__A5Z8T3__EUBVEN_02125
ERR1913062.1361558__1.1361558	820__A0A3E5BMG9__DXD40_05130
ERR1913062.1361670__1.1361670	46503__K5ZM81__DCY29_16460
ERR1913062.1361689__1.1361689	487174__K0X079__DIT83_00640
ERR1913062.1361762__1.1361762	487174__K0WZ94__HMPREF9448_00984
ERR1913062.1361818__1.1361818	310298__B3JJ24__BACCOP_01886
ERR1913062.1361905__1.1361905	310298__B3JQJ5__BACCOP_04231
ERR1913062.1361963__1.1361963	1262948__R7EDZ4__BN671_00895
ERR1913062.1362021__1.1362021	357276__A0A076ITU4__EL88_22160
ERR1913062.1362174__1.1362174	2293125__A0A374BN09__DW917_16245
ERR1913062.1362151__1.1362151	166486__D4KZA5__ERS852572_03317
ERR1913062.1362221__1.1362221	357276__D1JYA0__EL88_06560
ERR1913062.1362271__1.1362271	1262930__R6AQF3__BN693_01271
ERR1913062.1362465__1.1362465	310298__B3JF96__BACCOP_00544
ERR1913062.1362517__1.1362517	1262930__R6A6G2__BN693_00683
ERR1913062.1362533__1.1362533	1150298__A0A174I056__ERS852535_01387
ERR1913062.1362549__1.1362549	28118__F9Z751__DHW44_02965
ERR1913062.1362753__1.1362753	1262930__R6AYG5__BN693_00491
ERR1913062.1362798__1.1362798	357276__A0A0K2HDP3__IY41_00705
ERR1913062.1362827__1.1362827	165179__A0A174UTZ7__DXC61_06705
ERR1913062.1362969__1.1362969	165179__A0A3E5EAM5__DXC61_07785
ERR1913062.1363397__1.1363397	1262930__R6A1N0__BN693_00917
ERR1913062.1363501__1.1363501	39491__A0A396FKI0__DXC13_11560
ERR1913062.1363509__1.1363509	2293125__A0A374BSW4__DW917_13420
ERR1913062.1363575__1.1363575	166486__D4KUC4__arcB_1
ERR1913062.1363711__1.1363711	821__A0A0P0M4G3__M099_3092
ERR1913062.1363661__1.1363661	357276__A0A076IRX4__ABI39_13585
ERR1913062.1363731__1.1363731	46503__R6Y901__HMPREF1060_01754
ERR1913062.1363740__1.1363740	820__A0A3E4G3J9__ERS852459_02265
ERR1913062.1363742__1.1363742	1034346__A0A2V2FGP4__DBX92_05415
ERR1913062.1363772__1.1363772	1262930__R6A6B2__BN693_00668
ERR1913062.1363812__1.1363812	218538__C9LPD3__GCWU000321_01411
ERR1913062.1363912__1.1363912	821__A0A395US34__C5Z04_18975
ERR1913062.1364026__1.1364026	28116__I9ST00__M088_5588
ERR1913062.1364101__1.1364101	166486__D4KUC4__arcB_1
ERR1913062.1364123__1.1364123	33025__A0A395J9R3__C8D73_10817
ERR1913062.1364193__1.1364193	823__A0A355XKQ8__DHP27_04010
ERR1913062.1364200__1.1364200	387661__K5ZEG7__B5F96_01000
ERR1913062.1364293__1.1364293	39488__A0A285PTC0__ERS852450_00543
ERR1913062.1364368__1.1364368	853__A0A2A7B9I6__DW855_13690
ERR1913062.1364382__1.1364382	165179__A0A229I2W6__PREVCOP_04332
ERR1913062.1364517__1.1364517	2293125__A0A374BUM7__DW917_12980
ERR1913062.1364480__1.1364480	310298__B3JQJ5__BACCOP_04231
ERR1913062.1364485__1.1364485	1262924__R7HSV3__BN585_00240
ERR1913062.1364692__1.1364692	28118__F9Z4Y7__DF785_06945
ERR1913062.1364707__1.1364707	165179__R6B8D8__DXC61_09245
ERR1913062.1364828__1.1364828	1262911__R6H1K1__BN557_00910
ERR1913062.1364924__1.1364924	165179__A0A229I7F5__DXB80_02650
ERR1913062.1364980__1.1364980	357276__A0A076IIL0__EL88_03065
ERR1913062.1365023__1.1365023	823__A0A078SLK0__ERS852513_02755
ERR1913062.1365153__1.1365153	1262930__R6ADH9__BN693_01876
ERR1913062.1365399__1.1365399	165179__D1PEQ5__PREVCOP_05711
ERR1913062.1365479__1.1365479	357276__A0A076IYE6__IY41_04275
ERR1913062.1365762__1.1365762	2293125__A0A374BUM7__DW917_12980
ERR1913062.1366215__1.1366215	47678__R5U8S9__DW706_06260
ERR1913062.1366313__1.1366313	165179__A0A3E5EAM5__DXC61_07785
ERR1913062.1366316__1.1366316	418240__C6JDJ1__ERS852478_02876
ERR1913062.1366341__1.1366341	823__A0A174VHT1__DHP27_04775
ERR1913062.1366442__1.1366442	1262930__R6A1N0__BN693_00917
ERR1913062.1366629__1.1366629	165179__D1PDF6__DXB80_12430
ERR1913062.1366598__1.1366598	410072__A0A3E4GPD6__DXD67_10205
ERR1913062.1366665__1.1366665	821__A0A0P0L8F8__ERS852509_03705
ERR1913062.1366752__1.1366752	1262930__R5ZVQ3__BN693_01357
ERR1913062.1366824__1.1366824	165179__A0A229I7F5__DXB80_02650
ERR1913062.1366859__1.1366859	410072__A0A174K186__ERS852481_00847
ERR1913062.1366906__1.1366906	853__A0A3E2U7E6__ERS852582_01640
ERR1913062.1367103__1.1367103	853__D4JY61__C4N21_10560
ERR1913062.1367210__1.1367210	649756__A0A173SZT1__ftsW_3
ERR1913062.1367222__1.1367222	820__A7VAS1__HMPREF2141_03259
ERR1913062.1367236__1.1367236	166486__R6AY46__ROSINTL182_06128
ERR1913062.1367308__1.1367308	418240__A0A174R660__rluD_1
ERR1913062.1367395__1.1367395	572010__group_1550
ERR1913062.1367592__1.1367592	1262930__R6AQM8__BN693_01323
ERR1913062.1367659__1.1367659	166486__D4KZ69__ERS852572_01502
ERR1913062.1367708__1.1367708	1262924__R7HQD9__BN585_00129
ERR1913062.1367807__1.1367807	1262948__R7E8R3__BN671_00101
ERR1913062.1367909__1.1367909	1262930__R6A468__BN693_01366
ERR1913062.1367924__1.1367924	2293125__A0A374BSW4__DW917_13420
ERR1913062.1368209__1.1368209	853__A0A174CVG7__CGS58_09335
ERR1913062.1368294__1.1368294	820__A0A139KHD8__ERS417307_00569
ERR1913062.1368532__1.1368532	820__I9A4U7__DHU98_12785
ERR1913062.1368638__1.1368638	1262992__R5D749__BN795_01063
ERR1913062.1368648__1.1368648	544644__GCA_001915615.1_02238
ERR1913062.1368708__1.1368708	357276__I9R1V6__DXD47_04125
ERR1913062.1368776__1.1368776	2293125__A0A374C4C8__DW917_09805
ERR1913062.1368850__1.1368850	357276__C3RDQ5__HMPREF1065_03827
ERR1913062.1368905__1.1368905	165179__A0A3E5EAM5__DXC61_07785
ERR1913062.1369080__1.1369080	310298__B3JQJ5__BACCOP_04231
ERR1913062.1369150__1.1369150	2293125__A0A374C4C8__DW917_09805
ERR1913062.1369331__1.1369331	310298__B3JQD7__BACCOP_04095
ERR1913062.1369429__1.1369429	821__A0A173WG51__BVU_2549
ERR1913062.1369448__1.1369448	360807__A0A0M6X0S9__RIL183_10591
ERR1913062.1369484__1.1369484	544644__GCA_001915615.1_01910
ERR1913062.1369513__1.1369513	821__A0A395US34__C5Z04_18975
ERR1913062.1369679__1.1369679	357276__I9QBT7__BSEG_03340
ERR1913062.1369784__1.1369784	74426__rpoB
ERR1913062.1369802__1.1369802	39488__A0A285PT56__ERS852450_02640
ERR1913062.1369860__1.1369860	39491__A0A395V5L2__ERE_28270
ERR1913062.1370060__1.1370060	853__A0A2A7B9I6__DW855_13690
ERR1913062.1370165__1.1370165	46503__R6X275__DD461_10840
ERR1913062.1370194__1.1370194	410072__C0BF38__DXD67_15395
ERR1913062.1370233__1.1370233	165179__A0A3E5EAM5__DXC61_07785
ERR1913062.1370334__1.1370334	853__A0A173T6P2__DWZ46_14595
ERR1913062.1370471__1.1370471	46503__R6WYJ8__DXB85_13825
ERR1913062.1370492__1.1370492	2293125__A0A374CMK5__DW917_00330
ERR1913062.1370502__1.1370502	39496__A5Z7W6__EUBVEN_01806
ERR1913062.1370603__1.1370603	310298__B3JQJ5__BACCOP_04231
ERR1913062.1370634__1.1370634	1262924__R7HRI6__BN585_00824
ERR1913062.1370755__1.1370755	1628085__A0A1C5YAJ9__C7386_10197
ERR1913062.1370838__1.1370838	166486__D4L334__mcp3_1
ERR1913062.1370852__1.1370852	2293125__A0A374BSW4__DW917_13420
ERR1913062.1370891__1.1370891	2293125__A0A374CMK5__DW917_00330
ERR1913062.1370968__1.1370968	2293125__A0A374BUM7__DW917_12980
ERR1913062.1371032__1.1371032	88431__A0A3D0EWY9__ERS852423_01238
ERR1913062.1371039__1.1371039	357276__B6VW91__BACDOR_01584
ERR1913062.1371085__1.1371085	39488__A0A174IFL3__DXD91_00270
ERR1913062.1371302__1.1371302	40520__R7D3V1__RUMOBE_00518
ERR1913062.1371332__1.1371332	33025__A0A395JB30__C8D73_1034
ERR1913062.1371537__1.1371537	165179__A0A3E5E4T9__DXB80_08030
ERR1913062.1371539__1.1371539	818__E5C5U7__SAMN05216253_101163
ERR1913062.1371795__1.1371795	1262930__R5ZZ59__BN693_01578
ERR1913062.1371830__1.1371830	1262992__R5D7H2__BN795_00443
ERR1913062.1371877__1.1371877	1262930__R6AYA7__BN693_00428
ERR1913062.1371950__1.1371950	671267__R9I7B5__C802_04018
ERR1913062.1371965__1.1371965	46503__R6WRM8__HMPREF1060_03046
ERR1913062.1371941__1.1371941	166486__D4L0L1__ROSINTL182_08075
ERR1913062.1372032__1.1372032	820__A0A174DZ97__SAMN05444418_101240
ERR1913062.1372045__1.1372045	1262739__R6M9P7__BN659_01903
ERR1913062.1372290__1.1372290	39488__A0A173UD79__EHLA_0346
ERR1913062.1372337__1.1372337	216816__B7GQF0__CE170_00160
ERR1913062.1372455__1.1372455	357276__A0A0P0M2G3__BACDOR_03913
ERR1913062.1372696__1.1372696	853__A0A173YYY4__DWZ04_09420
ERR1913062.1372701__1.1372701	2292284__A0A374VDM7__DXC10_06065
ERR1913062.1372923__1.1372923	357276__C3REQ8__GV66_09740
ERR1913062.1372945__1.1372945	818__Q8A3I3__HMPREF2534_00068
ERR1913062.1373057__1.1373057	1262986__R6A745__BN492_00966
ERR1913062.1373239__1.1373239	310298__B3JQL6__BACCOP_04252
ERR1913062.1373269__1.1373269	28116__F7LEX0__CUY_5042
ERR1913062.1373336__1.1373336	165179__A0A3E5ED28__PREVCOP_06655
ERR1913062.1373376__1.1373376	360807__C0FYV5__comEA
ERR1913062.1373590__1.1373590	28116__D4WPD7__HMPREF1069_02183
ERR1913062.1373604__1.1373604	166486__D4L3B1__ERS852572_03645
ERR1913062.1373667__1.1373667	39488__A0A173SKQ5__DXD91_03870
ERR1913062.1373630__1.1373630	2293125__A0A374CCM7__DW917_05375
ERR1913062.1373707__1.1373707	1262924__R7HQ03__BN585_01295
ERR1913062.1374085__1.1374085	371601__D6D4G5__DXD80_16235
ERR1913062.1374145__1.1374145	1262992__R5D6H6__BN795_00284
ERR1913062.1374130__1.1374130	1262930__R5ZWP2__BN693_01542
ERR1913062.1374221__1.1374221	552398__F4XDH4__HMPREF0866_01895
ERR1913062.1374366__1.1374366	166486__D4KUL4__pemA
ERR1913062.1374370__1.1374370	853__A0A329UEG4__CHR60_00585
ERR1913062.1374487__1.1374487	820__A0A078STJ8__DXC68_04690
ERR1913062.1374539__1.1374539	39486__B0G8E1__HMPREF9457_00478
ERR1913062.1374569__1.1374569	310298__B3JLC6__BACCOP_02712
ERR1913062.1374585__1.1374585	28116__A0A1Y4Q112__evgS_13
ERR1913062.1374703__1.1374703	818__A0A0P0F004__SAMN02910322_02925
ERR1913062.1374893__1.1374893	310298__B3JNH3__BACCOP_03486
ERR1913062.1374901__1.1374901	165179__D1PGU8__PREVCOP_06463
ERR1913062.1374932__1.1374932	2293125__A0A374BMK9__DW917_16190
ERR1913062.1374969__1.1374969	28116__D4WLZ3__C5Z02_24105
ERR1913062.1375084__1.1375084	165179__A0A3E5AAM8__DXB80_10240
ERR1913062.1375184__1.1375184	410072__A0A173Y221__spoIIIAE
ERR1913062.1375444__1.1375444	1680__A0A173Y6N7__yhaH
ERR1913062.1375447__1.1375447	458033__GCA_001482755.1_02203
ERR1913062.1375839__1.1375839	818__A0A0N7I9M6__Btheta7330_00939
ERR1913062.1375866__1.1375866	820__A0A174CG08__DXB62_13215
ERR1913062.1375936__1.1375936	1150298__R7JRK4__ERS852406_01648
ERR1913062.1376054__1.1376054	310298__B3JQJ5__BACCOP_04231
ERR1913062.1376093__1.1376093	357276__A0A076J0Y3__IY41_06810
ERR1913062.1376285__1.1376285	820__A0A139JRS5__HMPREF1073_04025
ERR1913062.1376318__1.1376318	1262924__R7HQX0__BN585_00307
ERR1913062.1376466__1.1376466	310298__B3JNH4__BACCOP_03487
ERR1913062.1376503__1.1376503	853__A0A174BZY1__xerD_1
ERR1913062.1376518__1.1376518	2293125__A0A374BUM7__DW917_12980
ERR1913062.1376596__1.1376596	626933__H1DGX0__HMPREF9449_01506
ERR1913062.1376653__1.1376653	357276__I8WFU9__BACDOR_02006
ERR1913062.1376675__1.1376675	821__I9R3W6__DXC16_12455
ERR1913062.1376744__1.1376744	301301__G2SZZ9__RHOM_02605
ERR1913062.1376883__1.1376883	820__A0A3E4VXP2__yesR
ERR1913062.1376900__1.1376900	310298__B3JQJ5__BACCOP_04231
ERR1913062.1377077__1.1377077	33025__A0A395JBA6__C8D73_1039
ERR1913062.1377170__1.1377170	310298__B3JJ24__BACCOP_01886
ERR1913062.1377172__1.1377172	1262930__R6AQM8__BN693_01323
ERR1913062.1377222__1.1377222	310298__B3JI31__BACCOP_01543
ERR1913062.1377207__1.1377207	165179__D1PGU8__PREVCOP_06463
ERR1913062.1377415__1.1377415	360807__A0A396AIW2__ERS852444_01568
ERR1913062.1377542__1.1377542	853__A0A3E2W3R8__FAEPRAM212_00849
ERR1913062.1377635__1.1377635	166486__D4KVA1__ROSINTL182_06909
ERR1913062.1377731__1.1377731	1262930__R6AY75__BN693_00384
ERR1913062.1377931__1.1377931	853__A0A174C5M1__CGS58_04460
ERR1913062.1377950__1.1377950	165179__A0A174SA26__PREVCOP_05758
ERR1913062.1377953__1.1377953	33039__D4M2F6__RTO_06900
ERR1913062.1378098__1.1378098	2293125__A0A374BSW4__DW917_13420
ERR1913062.1378135__1.1378135	1262743__R5C054__BN727_01980
ERR1913062.1378147__1.1378147	821__A0A174JYD3__ERS852457_02610
ERR1913062.1378608__1.1378608	2293125__A0A374BUM7__DW917_12980
ERR1913062.1378624__1.1378624	823__A0A073I5R7__cloSI
ERR1913062.1378959__1.1378959	310298__B3JJG1__BACCOP_02031
ERR1913062.1378998__1.1378998	310298__B3JGL4__BACCOP_01016
ERR1913062.1379005__1.1379005	2293125__A0A374BUM7__DW917_12980
ERR1913062.1379047__1.1379047	357276__B6VW91__BACDOR_01584
ERR1913062.1379087__1.1379087	310298__B3JGL4__BACCOP_01016
ERR1913062.1379143__1.1379143	1262948__R7EF85__BN671_00955
ERR1913062.1379306__1.1379306	39492__D4JT91__EUBSIR_01750
ERR1913062.1379393__1.1379393	487174__K0XEB6__DDY40_08400
ERR1913062.1379646__1.1379646	1262743__R5C054__BN727_01980
ERR1913062.1379721__1.1379721	371601__I9ABK9__B5E50_12420
ERR1913062.1380061__1.1380061	1262924__R7HRA8__BN585_01680
ERR1913062.1380226__1.1380226	357276__A0A0K2HDP3__IY41_00705
ERR1913062.1380259__1.1380259	74426__rpoB
ERR1913062.1380405__1.1380405	1263044__GCA_000433375.1_00346
ERR1913062.1380513__1.1380513	2293125__A0A374C4C8__DW917_09805
ERR1913062.1380522__1.1380522	1262911__R6HN87__BN557_00926
ERR1913062.1380640__1.1380640	1262992__R5D4S4__BN795_00634
ERR1913062.1380734__1.1380734	39491__A0A395V1T9__DXD13_03310
ERR1913062.1380761__1.1380761	1304__F8HCW1__SSAL8618_02785
ERR1913062.1380795__1.1380795	357276__A0A076J8M3__ABI39_13695
ERR1913062.1380842__1.1380842	1262924__R7HUR1__BN585_00057
ERR1913062.1381041__1.1381041	33039__D4M6E9__ERS852390_02866
ERR1913062.1381047__1.1381047	357276__I9RAC4__BSEG_00561
ERR1913062.1381325__1.1381325	166486__D4KWT3__ROSINTL182_05973
ERR1913062.1381502__1.1381502	357276__B6VXX7__HMPREF1063_02683
ERR1913062.1381769__1.1381769	544644__GCA_001915615.1_01171
ERR1913062.1381864__1.1381864	820__A0A139K024__B5G17_02060
