ERR1913257.130__1.130	1550024__A0A0D8IYY8__TQ39_09180
ERR1913257.276887__1.276887	357276__A0A174L570__GV66_05720
ERR1913257.277026__1.277026	745368__A0A1T4XVH8__SAMN02745178_02336
ERR1913257.277157__1.277157	1262911__R6H0U7__BN557_01104
ERR1913257.277365__1.277365	384638__B7APR1__BACPEC_00667
ERR1913257.277434__1.277434	1262911__R6H2B5__BN557_01151
ERR1913257.277537__1.277537	1262848__R6VF33__BN818_01266
ERR1913257.278081__1.278081	39486__R6SFA1__DXC93_11325
ERR1913257.278112__1.278112	853__A0A3E2U7E6__ERS852582_01640
ERR1913257.278071__1.278071	1550024__A0A0D8J3J4__TQ39_01275
ERR1913257.278305__1.278305	39491__A0A395ZF49__DXB69_05290
ERR1913257.278425__1.278425	40518__R5DQD6__DXD83_09060
ERR1913257.278468__1.278468	1603888__A0A133SJQ2__HMPREF3201_00575
ERR1913257.278650__1.278650	1686__B6XTW8__B5782_0877
ERR1913257.279019__1.279019	2173__A0A1D2WS10__METSMIALI_00345
ERR1913257.279044__1.279044	39488__A0A285PQE3__DXD91_00180
ERR1913257.279394__1.279394	40518__R5DZE2__DXD86_07400
ERR1913257.279413__1.279413	216816__A0A395XZB7__DXD37_04075
ERR1913257.279481__1.279481	1550024__G9RYS9__TQ39_01815
ERR1913257.279589__1.279589	39491__A0A396FTE5__ERS852417_01346
ERR1913257.279816__1.279816	1232426__group_1895
ERR1913257.279793__1.279793	39491__D6DXZ8__DXB72_15035
ERR1913257.279946__1.279946	853__A0A2A7B1Y7__C7K05_11930
ERR1913257.280018__1.280018	820__A0A374QGD2__ERS852421_02382
ERR1913257.280034__1.280034	2173__P22350__Msm_0089
ERR1913257.280083__1.280083	39496__A5Z937__EUBVEN_02230
ERR1913257.280109__1.280109	1262848__R6UBC5__BN818_01849
ERR1913257.280256__1.280256	626940__E8LGH2__DCQ00_03540
ERR1913257.280262__1.280262	1262848__R6U282__BN818_00811
ERR1913257.280431__1.280431	1262848__R6UJQ9__BN818_01594
ERR1913257.280443__1.280443	301301__G2SZJ7__RHOM_00620
ERR1913257.280459__1.280459	39491__A0A395ZDC6__addB
ERR1913257.280715__1.280715	39491__C4Z9K0__DXD95_07445
ERR1913257.280694__1.280694	239935__A0A139TMZ5__CXU00_03150
ERR1913257.280792__1.280792	39491__A0A396FGM9__fliU_1
ERR1913257.281145__1.281145	907__G0VNT3__MELS_0889
ERR1913257.281148__1.281148	28025__D3R739__BGL50_07610
ERR1913257.281295__1.281295	239935__A0A2N8I8X8__B5G29_00185
ERR1913257.281754__1.281754	1680__A0A2R4G1K8__BBMN23_0315
ERR1913257.282027__1.282027	1550024__G9RTN6__TQ39_08170
ERR1913257.282139__1.282139	1550024__A0A3B9WFC7__ASJ35_09200
ERR1913257.282147__1.282147	418240__A0A174S4S6__adaA_5
ERR1913257.282396__1.282396	184870__A0A134BNJ4__treZ
ERR1913257.282741__1.282741	39488__A0A173V2K5__EHLA_3132
ERR1913257.282799__1.282799	301301__A0A395VA97__RHOM_13930
ERR1913257.283143__1.283143	216816__D6D9A3__BLNIAS_01911
ERR1913257.283243__1.283243	39491__A0A395V1T9__DXD13_03310
ERR1913257.283268__1.283268	649756__A0A348YI82__ERS852520_03326
ERR1913257.283305__1.283305	1150298__A0A174HXS4__ERS852498_00503
ERR1913257.283347__1.283347	246787__I9EAB0__BACCELL_00131
ERR1913257.283752__1.283752	116085__D4J8Q3__DW747_08750
ERR1913257.283838__1.283838	40518__R5E1J7__RBL236_02062
ERR1913257.283960__1.283960	39491__C4ZHS4__EUR_24420
ERR1913257.284074__1.284074	1262761__R6RU22__BN606_01110
ERR1913257.284161__1.284161	39491__A0A395UWA3__DXB69_11805
ERR1913257.284193__1.284193	28117__B0MXG8__ALIPUT_01814
ERR1913257.284364__1.284364	239935__A0A2N8ITX2__CXT86_11265
ERR1913257.284389__1.284389	1262882__R5MKX3__BN519_00395
ERR1913257.284455__1.284455	28117__R7JPX7__BHV66_00900
ERR1913257.284538__1.284538	626929__F3PM80__HMPREF9445_02977
ERR1913257.284505__1.284505	384639__GCA_003096855.1_00253
ERR1913257.284580__1.284580	418240__C6JDI6__ERS852478_02871
ERR1913257.284748__1.284748	1150298__A0A174GH24__ERS852406_02992
ERR1913257.284773__1.284773	39491__A0A3E4YFT8__DXB69_10940
ERR1913257.284786__1.284786	39491__A0A396FP46__cobD_2
ERR1913257.284816__1.284816	357276__A0A076IN30__DXD47_09350
ERR1913257.284935__1.284935	1897011__A0A1Q6RH58__BHW41_01950
ERR1913257.285061__1.285061	88431__A0A173XSN2__ERS852526_00723
ERR1913257.285255__1.285255	116085__D4J4J5__DW747_14035
ERR1913257.285376__1.285376	1680__A0A087DHN0__AL0462_1532
ERR1913257.285385__1.285385	40518__R5DZ16__DXD86_01455
ERR1913257.286082__1.286082	39491__A0A173VYV1__DXC13_02710
ERR1913257.286033__1.286033	39491__A0A395ZBW8__DXC13_08840
ERR1913257.286250__1.286250	239935__A0A2N8HT18__CXT93_06135
ERR1913257.286394__1.286394	1150298__R7JU58__ssuC_2
ERR1913257.286496__1.286496	1680__A7A7Z9__AAX71_05385
ERR1913257.286559__1.286559	2173__A0A1D2WTR0__METSMIALI_00480
ERR1913257.286717__1.286717	357276__B6W1Y1__BSEG_03960
ERR1913257.286737__1.286737	1262848__R6U3I8__BN818_00546
ERR1913257.286901__1.286901	630129__A0A087B617__BKAS_1320
ERR1913257.287029__1.287029	28111__R5JRR0__NCTC11155_01063
ERR1913257.287001__1.287001	246787__A0A0P0GIA4__AA416_04405
ERR1913257.287007__1.287007	239935__A0A2N8I6R6__CXU04_04335
ERR1913257.287229__1.287229	239935__A0A2N8I390__CXU16_10675
ERR1913257.287248__1.287248	74426__sufB
ERR1913257.287407__1.287407	1379702__U6EE28__MBMB1_1515
ERR1913257.287587__1.287587	33043__A0A174DAG8__dapF
ERR1913257.287690__1.287690	28025__A0A0L7CYB2__BIF_01931
ERR1913257.287784__1.287784	267818__A0A0R1PD71__B8W86_10315
ERR1913257.287797__1.287797	1262848__R6U2F0__BN818_00838
ERR1913257.287904__1.287904	1432052__A0A1E3AC04__BEI64_32405
ERR1913257.287938__1.287938	1262848__R6U1W9__BN818_00751
ERR1913257.287959__1.287959	1262911__R6HMT5__BN557_00797
ERR1913257.288176__1.288176	39491__C4ZCV7__ERE_23110
ERR1913257.288363__1.288363	1263107__GCA_000436995.1_00242
ERR1913257.288670__1.288670	572010__fusA
ERR1913257.288820__1.288820	1550024__A0A0D8IYB1__TQ39_12130
ERR1913257.288992__1.288992	1262911__R6GT12__BN557_01070
ERR1913257.289073__1.289073	454154__G5ST93__HMPREF9441_02594
ERR1913257.289170__1.289170	2173__A0A1D2WRC1__Msm_0093
ERR1913257.289262__1.289262	1262911__R6GUQ4__BN557_01581
ERR1913257.289264__1.289264	454154__G5SLB0__HMPREF9441_00129
ERR1913257.289335__1.289335	2173__A0A1D2WU48__Msm_1454
ERR1913257.289347__1.289347	418240__A0A174QSP2__kinA_1
ERR1913257.289354__1.289354	1262848__R6UA58__BN818_01710
ERR1913257.289455__1.289455	357276__I9QBT7__BSEG_03340
ERR1913257.289527__1.289527	626940__E8LCL8__DCQ00_09880
ERR1913257.289545__1.289545	418240__A0A173XCL4__ERS852523_02725
ERR1913257.289641__1.289641	239935__A0A2N8I694__CXU04_06245
ERR1913257.289747__1.289747	46503__R6Y837__PARMER_03866
ERR1913257.289898__1.289898	39485__A0A174ZA72__glgB_1
ERR1913257.289899__1.289899	239935__A0A2N8I3Z7__CXU05_10555
ERR1913257.290111__1.290111	1262848__R6V8J8__BN818_00569
ERR1913257.290116__1.290116	39491__A0A396FKG5__DXB76_07455
ERR1913257.290118__1.290118	246787__R6LGB3__BcellWH2_02361
ERR1913257.290288__1.290288	239935__R7DVL7__CXT93_01180
ERR1913257.290398__1.290398	184870__A0A2I1YA60__Q618_VCMC00001G1329
ERR1913257.290482__1.290482	239935__A0A2N8IUQ8__CXU09_01665
ERR1913257.290722__1.290722	1680__A1A1R1__BIFADO_00076
ERR1913257.290791__1.290791	357276__A0A076IN21__BSEG_03078
ERR1913257.290837__1.290837	820__R9I324__HMPREF2141_02414
ERR1913257.290955__1.290955	357276__A0A0P0M2G3__BACDOR_03913
ERR1913257.291122__1.291122	418240__C6JAX8__ERS852478_02355
ERR1913257.291174__1.291174	39491__A0A173TFQ1__rsmF
ERR1913257.291258__1.291258	820__A0A3E4G493__ERS417307_00253
ERR1913257.291342__1.291342	1550024__G9RWC0__ASJ35_03560
ERR1913257.291366__1.291366	1262882__R5MIW5__BN519_00945
ERR1913257.291418__1.291418	39491__A0A395V0X2__EUBREC_3007
ERR1913257.291544__1.291544	1263107__GCA_000436995.1_00040
ERR1913257.291661__1.291661	2173__A0A1D2WT96__BK798_08100
ERR1913257.291798__1.291798	1262924__R7HMZ4__BN585_01629
ERR1913257.291924__1.291924	28117__B0MSS1__ALIPUT_00273
ERR1913257.292081__1.292081	1262911__R6GXS5__BN557_00160
ERR1913257.292054__1.292054	1681__I3WGI8__DD715_03705
ERR1913257.292148__1.292148	1262848__R6UEX2__BN818_00035
ERR1913257.292195__1.292195	410072__C0BBS7__ERS852525_00851
ERR1913257.292279__1.292279	1680__A0A174BEE7__BSTER_1311
ERR1913257.292409__1.292409	106588__A6NXS6__BACCAP_03021
ERR1913257.292450__1.292450	28117__B0MSS1__ALIPUT_00273
ERR1913257.292583__1.292583	820__A0A139K0J1__HMPREF2141_03205
ERR1913257.292689__1.292689	267818__A0A0R1PKA2__B8W86_09675
ERR1913257.292760__1.292760	1304__F8HCG1__SSALIVM18_03556
ERR1913257.292832__1.292832	2173__A0A1D2WSN7__Msm_1465
ERR1913257.292964__1.292964	2173__A0A1D2WXY3__BK798_04185
ERR1913257.293117__1.293117	39491__A0A395UVM9__DXB76_04540
ERR1913257.293162__1.293162	626940__E8LEF9__BHW43_08485
ERR1913257.293401__1.293401	28117__B0MTY2__BHV66_06485
ERR1913257.293549__1.293549	301301__A0A395VC12__RHOM_04160
ERR1913257.294283__1.294283	28117__B0MY45__ALIPUT_02164
ERR1913257.294317__1.294317	1150298__A0A174R4D7__tmpC_2
ERR1913257.294417__1.294417	239935__A0A2N8I791__CXT99_09415
ERR1913257.294514__1.294514	626940__E8LFF6__BHW43_06155
ERR1913257.294625__1.294625	28117__B0MZ50__ALIPUT_02424
ERR1913257.294693__1.294693	1262736__R5Y035__BN496_00793
ERR1913257.294715__1.294715	1680__A0A1X3A7D3__AD0028_1139
ERR1913257.294805__1.294805	1262911__R6GR13__BN557_00618
ERR1913257.294887__1.294887	1680__A0A174BEE7__BSTER_1311
ERR1913257.294997__1.294997	418240__R7CMZ7__ERS852523_03210
ERR1913257.295102__1.295102	246787__A0A3D6AYS8__HMPREF1062_06098
ERR1913257.295423__1.295423	1262848__R6UFE6__BN818_00496
ERR1913257.295456__1.295456	239935__A0A2N8IMC3__CXT96_03840
ERR1913257.295862__1.295862	1263107__GCA_000436995.1_00213
ERR1913257.296038__1.296038	1550024__A0A3B9WIB6__TQ39_08435
ERR1913257.296107__1.296107	821__A0A0P0LH09__ERS852457_03390
ERR1913257.296213__1.296213	1099853__G9S2B8__NSB1T_09105
ERR1913257.296263__1.296263	74426__group_4823
ERR1913257.296385__1.296385	39491__A0A396FEW6__T1815_18721
ERR1913257.296485__1.296485	116085__D4J6U8__DW747_08385
ERR1913257.296677__1.296677	40520__R7DCK3__DXD81_02605
ERR1913257.296778__1.296778	410072__R6LKC9__ERS852525_01807
ERR1913257.296801__1.296801	1680__A0A087DLC6__C8077_00815
ERR1913257.296999__1.296999	1262911__R6GY78__BN557_00532
ERR1913257.297117__1.297117	39485__A0A174Z1A6__EUBELI_00220
ERR1913257.297225__1.297225	40520__R7DDA4__RUMOBE_00531
ERR1913257.297246__1.297246	1150298__R7JTG8__smf
ERR1913257.297284__1.297284	1262911__R6H1B2__BN557_00840
ERR1913257.297301__1.297301	458033__GCA_001482755.1_02203
ERR1913257.297413__1.297413	820__A7V8C2__ERS852554_01338
ERR1913257.297431__1.297431	1262848__R6TXR7__BN818_00316
ERR1913257.297492__1.297492	45851__D4RWZ9__murF
ERR1913257.297499__1.297499	45851__D4RYS4__BHV86_05460
ERR1913257.297706__1.297706	2173__R7PS55__BK798_05180
ERR1913257.297834__1.297834	818__A0A139KMR0__Btheta7330_03958
ERR1913257.297837__1.297837	46228__B5CM12__DXD17_00945
ERR1913257.297997__1.297997	1680__A0A087DHN0__AL0462_1532
ERR1913257.298086__1.298086	39491__A0A2U2EED4__ERS852580_01584
ERR1913257.298130__1.298130	39491__A0A395ZGU6__ERS852417_01456
ERR1913257.298063__1.298063	357276__A0A076INK2__BSEG_04225
ERR1913257.298155__1.298155	745368__A0A1T4XL12__SAMN02745178_01966
ERR1913257.298350__1.298350	239935__A0A2N8HT44__CXT84_11035
ERR1913257.298473__1.298473	78345__A0A087BJK4__SAMN02745589_1497
ERR1913257.298659__1.298659	1550024__A0A0D8J179__ASJ35_09245
ERR1913257.298723__1.298723	39491__A0A396FSR4__ERS852580_02287
ERR1913257.298789__1.298789	39492__B0MPL6__EUBSIR_01779
ERR1913257.298875__1.298875	39491__A0A396FMF1__EUR_28700
ERR1913257.298926__1.298926	1262848__R6VE63__BN818_01150
ERR1913257.298978__1.298978	39488__A0A174DGL6__EUBHAL_03262
ERR1913257.299131__1.299131	29361__B6FRT6__CLONEX_02860
ERR1913257.299132__1.299132	1680__A0A087DHN0__AL0462_1532
ERR1913257.299165__1.299165	74426__rpoC
ERR1913257.299199__1.299199	357276__I9G0T7__BACDOR_04266
ERR1913257.299504__1.299504	74426__group_4851
ERR1913257.299543__1.299543	40520__A5ZQP7__ERS852394_02794
ERR1913257.299574__1.299574	1550024__A0A0W7TTG8__TQ39_11315
ERR1913257.299585__1.299585	1550024__G9RYB3__TQ39_01060
ERR1913257.299654__1.299654	1262736__R5Y3T9__BN496_01881
ERR1913257.299701__1.299701	1680__A0A076JNS9__BIFADO_02309
ERR1913257.299713__1.299713	239935__A0A2N8HT68__ADH72_00510
ERR1913257.299802__1.299802	40518__R5DU52__RB5AMG_02245
ERR1913257.299811__1.299811	168384__C6LK80__BRYFOR_09067
ERR1913257.299892__1.299892	246787__R6K756__HMPREF1062_01819
ERR1913257.299978__1.299978	853__C7H7F5__DWZ46_01780
ERR1913257.299986__1.299986	1550024__A0A3B9WIA4__TQ39_14495
ERR1913257.300332__1.300332	45851__R5LYV2__BHV86_00590
ERR1913257.300337__1.300337	745368__A0A1T4XKD6__SAMN02745178_01942
ERR1913257.300394__1.300394	39488__A0A173SKQ5__DXD91_03870
ERR1913257.300435__1.300435	1393034__GCA_001552785.1_00510
ERR1913257.300745__1.300745	357276__B6W1J2__BACDOR_03380
ERR1913257.300939__1.300939	28116__A7M344__BACOV975_04644
ERR1913257.301065__1.301065	39491__A0A395V1R3__T1815_08181
ERR1913257.301110__1.301110	28052__A0A174JFU5__yhbU_1
ERR1913257.301150__1.301150	2173__A0A1D2WTR0__METSMIALI_00480
ERR1913257.301225__1.301225	626940__E8LG07__BHW43_10200
ERR1913257.301496__1.301496	39491__A0A174LTW7__DXD13_08720
ERR1913257.301529__1.301529	1680__A0A0B5BHY4__DXD63_03525
ERR1913257.301621__1.301621	1680__A0A174BEE7__BSTER_1311
ERR1913257.301627__1.301627	1262848__R6U0K1__BN818_00616
ERR1913257.301644__1.301644	853__A0A173T0Y8__CGS54_07215
ERR1913257.301676__1.301676	216816__U2TWA1__DD678_00805
ERR1913257.301735__1.301735	1263107__GCA_000436995.1_00213
ERR1913257.301778__1.301778	28117__B0MXU6__ALIPUT_01958
ERR1913257.301781__1.301781	418240__C6J8A2__ERS852478_02512
ERR1913257.301868__1.301868	106588__A6NPX7__BACCAP_00246
ERR1913257.301879__1.301879	39491__A0A395V5R3__EUBREC_1883
ERR1913257.301934__1.301934	28117__B0MWP2__ALIPUT_01468
ERR1913257.302408__1.302408	301302__R5UH47__M72_02301
ERR1913257.302530__1.302530	1680__A0A0B5BKZ3__DXD60_01450
ERR1913257.302585__1.302585	214856__R6XTZ7__ERS852447_02314
ERR1913257.302919__1.302919	239935__A0A2N8I3G2__CXT89_00720
ERR1913257.302873__1.302873	1263107__GCA_000436995.1_00190
ERR1913257.302877__1.302877	745368__A0A1T4WEV8__SAMN02745178_00491
ERR1913257.303001__1.303001	39488__R6GWX1__EUBHAL_01710
ERR1913257.303019__1.303019	458033__GCA_001482755.1_02203
ERR1913257.303129__1.303129	28117__B0MY40__BHV66_05170
ERR1913257.303352__1.303352	1263109__GCA_000438135.1_00605
ERR1913257.303360__1.303360	820__A0A3E4RU03__M093_0563
ERR1913257.303372__1.303372	907__G0VM45__JY94_02560
ERR1913257.303516__1.303516	267818__A0A0R1PC76__WANG_1654
ERR1913257.303540__1.303540	45851__D4S1R7__BUTYVIB_02039
ERR1913257.303571__1.303571	239935__A0A2N8IRL2__CXU06_01170
ERR1913257.303764__1.303764	39488__R5GAY8__EUBHAL_01199
ERR1913257.303830__1.303830	2173__A0A1D2WSN7__Msm_1465
ERR1913257.304048__1.304048	1680__A7A2Y2__NCTC11814_00537
ERR1913257.304051__1.304051	33043__A0A174DSP1__essC_2
ERR1913257.304088__1.304088	357276__I9R994__BACDOR_04044
ERR1913257.304163__1.304163	116085__D4J683__DW747_12695
ERR1913257.304240__1.304240	1263000__R5EI35__BN466_01649
ERR1913257.304299__1.304299	853__A8S882__C4N23_07600
ERR1913257.304354__1.304354	28117__R7JH62__BHV66_05735
ERR1913257.304473__1.304473	1262848__R6V8K7__BN818_00573
ERR1913257.304527__1.304527	626940__E8LCE0__BHW43_01670
ERR1913257.304418__1.304418	821__A0A174WBC9__ERS852556_03145
ERR1913257.304424__1.304424	88431__A6BJD4__DXB16_02900
ERR1913257.304643__1.304643	1680__A0A0C2VBJ4__birA
ERR1913257.304757__1.304757	39491__A0A396FFW0__ERE_10580
ERR1913257.304774__1.304774	1262761__R6RU22__BN606_01110
ERR1913257.304891__1.304891	626940__R6X4V5__DCQ00_10410
ERR1913257.305043__1.305043	418240__A0A173X9L0__ERS852523_01318
ERR1913257.305104__1.305104	1263107__GCA_000436995.1_00076
ERR1913257.305122__1.305122	74426__group_4823
ERR1913257.305224__1.305224	39491__A0A395UZ89__DXB72_12805
ERR1913257.305306__1.305306	1263011__R6DWT0__BN553_00469
ERR1913257.305435__1.305435	818__A0A0N7IB36__BJP75_006465
ERR1913257.305587__1.305587	40518__R5DQN7__DXD93_03540
ERR1913257.305649__1.305649	184870__A0A134BP04__Q618_VCMC00001G0494
ERR1913257.305674__1.305674	214856__I3YPI7__pepD_1
ERR1913257.305716__1.305716	1262924__R7HRI6__BN585_00824
ERR1913257.305871__1.305871	40520__A0A174HSN4__ltaS1_2
ERR1913257.306191__1.306191	1262911__R6H2J2__BN557_01228
ERR1913257.306307__1.306307	572010__tgt
ERR1913257.306336__1.306336	239935__A0A2N8I3G2__CXT89_00720
ERR1913257.306577__1.306577	39491__A0A174K9A3__DXB69_07785
ERR1913257.306629__1.306629	1685__F9Y281__B31L_1344
ERR1913257.306630__1.306630	246787__R6KQ08__AA416_01934
ERR1913257.306808__1.306808	116085__D4J740__DW747_11625
ERR1913257.307076__1.307076	458033__GCA_001482755.1_02203
ERR1913257.307234__1.307234	357276__I8WEZ6__BACDOR_02323
ERR1913257.307240__1.307240	454155__F3QQI8__HMPREF9442_00430
ERR1913257.307184__1.307184	1150298__R7JPB1__corA
ERR1913257.307349__1.307349	28025__D3R3F8__DD702_05640
ERR1913257.307507__1.307507	2173__A5UKK6__BK798_01380
ERR1913257.308028__1.308028	1263006__R6LU28__BN515_01365
ERR1913257.307999__1.307999	39485__A0A174ZBJ8__speA_2
ERR1913257.307926__1.307926	88431__A6BGH9__ERS852408_02691
ERR1913257.308068__1.308068	853__A0A1Q6QQK2__FAEPRAA2165_01190
ERR1913257.308148__1.308148	46503__K5ZV67__PARMER_03859
ERR1913257.308225__1.308225	239935__A0A2N8IRL2__CXU06_01170
ERR1913257.308231__1.308231	1739406__S2ZU66__HMPREF2902_03165
ERR1913257.308237__1.308237	39491__C4ZAT2__ERE_28440
ERR1913257.308416__1.308416	1262848__R6V8K7__BN818_00573
ERR1913257.308467__1.308467	853__A0A173XRA8__CGS56_09290
ERR1913257.308741__1.308741	2173__A5UK74__pyrP
ERR1913257.308870__1.308870	1965569__A0A1Y4NK94__B5F07_19320
ERR1913257.308944__1.308944	1680__A0A3E4SB79__BAD_1517
ERR1913257.308952__1.308952	39491__A0A174LTW7__DXD13_08720
ERR1913257.309099__1.309099	626940__R6WNR3__DCQ00_05790
ERR1913257.309137__1.309137	239935__R6JAS2__CXU02_10725
ERR1913257.309310__1.309310	40518__R5DR72__RBL236_02110
ERR1913257.309467__1.309467	39491__A0A396FEV5__EUR_24750
ERR1913257.309469__1.309469	384638__B7APR1__BACPEC_00667
ERR1913257.309510__1.309510	1263000__R5EGY6__BN466_00973
ERR1913257.309742__1.309742	239935__A0A139TQT9__Amuc_1197
ERR1913257.309745__1.309745	246787__A0A3D6B0I1__BcellWH2_03253
ERR1913257.309747__1.309747	820__A0A174CG08__DXB62_13215
ERR1913257.309831__1.309831	1680__A0A087DLC6__C8077_00815
ERR1913257.310110__1.310110	239935__A0A2N8I6R6__CXU04_04335
ERR1913257.310121__1.310121	1262882__R5MRS7__BN519_01490
ERR1913257.310188__1.310188	1680__R5GRA4__ERS852382_01548
ERR1913257.310425__1.310425	1680__R5GZJ8__BSTER_1195
ERR1913257.310498__1.310498	301301__G2SZM9__ERS852391_00601
ERR1913257.310766__1.310766	1263107__GCA_000436995.1_00133
ERR1913257.310885__1.310885	820__A0A139KEW8__DXB64_06405
ERR1913257.311013__1.311013	357276__I9FTR0__HMPREF1065_02861
ERR1913257.311023__1.311023	1550024__G9RXH7__TQ39_11565
ERR1913257.311102__1.311102	1681__A0A0H2Q3M0__B0085_1011
ERR1913257.311128__1.311128	1550024__A0A0D8J112__TQ39_05560
ERR1913257.311331__1.311331	184870__A0A2I1YA60__Q618_VCMC00001G1329
ERR1913257.311561__1.311561	853__A0A173YYY4__DWZ04_09420
ERR1913257.311650__1.311650	823__A0A395YVY3__ERS852513_03204
ERR1913257.311798__1.311798	1263107__GCA_000436995.1_00210
ERR1913257.311811__1.311811	74426__rpoB
ERR1913257.312033__1.312033	1150298__A0A174HG99__ERS852498_00387
ERR1913257.311989__1.311989	1263107__GCA_000436995.1_00075
ERR1913257.312148__1.312148	357276__D1JY58__BACDOR_04277
ERR1913257.312411__1.312411	216816__B3DU85__APC1504_0160
ERR1913257.312491__1.312491	1262848__R6V8K7__BN818_00573
ERR1913257.312499__1.312499	1522__A0A174Z2U9__cdaR_1
ERR1913257.312596__1.312596	239935__A0A2N8IKW7__pstA
ERR1913257.312719__1.312719	1262848__R6UA58__BN818_01710
ERR1913257.312829__1.312829	1739406__A0A0V8RZM2__HMPREF2902_05150
ERR1913257.312921__1.312921	39485__A0A174ZBK4__ERS852490_01585
ERR1913257.313233__1.313233	39491__A0A173VH71__ERS852497_01827
ERR1913257.313174__1.313174	28025__A0A0L7CV69__BLC1_1290
ERR1913257.313239__1.313239	39491__A0A395V1T9__DXD13_03310
ERR1913257.313267__1.313267	1681__U2BXF8__DXC70_05435
ERR1913257.313358__1.313358	1897011__A0A1Q6RGC2__BHW41_02765
ERR1913257.313564__1.313564	820__A7V8C2__ERS852554_01338
ERR1913257.313482__1.313482	28117__B0MXG8__ALIPUT_01814
ERR1913257.313907__1.313907	116085__D4J7N7__DW747_15105
ERR1913257.313967__1.313967	39491__A0A3E4E7C5__DXB69_03255
ERR1913257.313986__1.313986	357276__A0A3E4JJ65__HMPREF1064_00497
ERR1913257.314137__1.314137	1262954__R7FCI8__BN611_01795
ERR1913257.314308__1.314308	1681__E4V9B3__A0008_1349
ERR1913257.314317__1.314317	239935__A0A2N8IRW0__A4V05_11620
ERR1913257.314407__1.314407	39488__A0A173UK14__araC_3
ERR1913257.314519__1.314519	39491__A0A395V5R3__EUBREC_1883
ERR1913257.314748__1.314748	1680__A0A087DHN0__AL0462_1532
ERR1913257.314798__1.314798	745368__A0A1T4XS74__SAMN02745178_02179
ERR1913257.314868__1.314868	239935__A0A139TVH7__CXU22_00215
ERR1913257.315050__1.315050	1262700__R5XKX7__BN695_01333
ERR1913257.315114__1.315114	357276__A0A076IN30__DXD47_09350
ERR1913257.315087__1.315087	88431__A0A3D0F1J0__ERS852526_00938
ERR1913257.315213__1.315213	39491__A0A396FFW0__ERE_10580
ERR1913257.315222__1.315222	40520__A0A3E5EEQ6__ERS852394_00491
ERR1913257.315529__1.315529	39491__D4JM76__DXC13_02150
ERR1913257.315523__1.315523	1897011__A0A1Q6RC54__BHW41_06555
ERR1913257.315599__1.315599	1262848__R6V8J8__BN818_00569
ERR1913257.315703__1.315703	216816__A0A133LD41__NL89_06245
ERR1913257.315877__1.315877	1680__A0A087DHN0__AL0462_1532
ERR1913257.315984__1.315984	39491__A0A396FUZ3__phoR_1
ERR1913257.315997__1.315997	1262924__R7HRI6__BN585_00824
ERR1913257.316027__1.316027	1263107__GCA_000436995.1_00059
ERR1913257.316153__1.316153	1897011__A0A1Q6RI70__BHW41_00995
ERR1913257.316235__1.316235	239935__R7DVW2__CXU02_03915
ERR1913257.316320__1.316320	40518__R5E1J7__RBL236_02062
ERR1913257.316456__1.316456	1262924__R7HLJ9__BN585_01064
ERR1913257.316468__1.316468	1262911__R6GW73__BN557_00128
ERR1913257.316499__1.316499	1262942__R7QWC6__BN520_00967
