ERR1913202.101__1.101	239935__A0A2N8HBP0__CXT94_04450
ERR1913202.264642__1.264642	649756__L1Q4N9__CL2_26970
ERR1913202.264650__1.264650	214856__R6Z5D0__resA_4
ERR1913202.264730__1.264730	1262882__R5MM90__BN519_01721
ERR1913202.264790__1.264790	818__D7I7V5__BJP75_001030
ERR1913202.264801__1.264801	818__A0A0P0F4D0__BT_2503
ERR1913202.265108__1.265108	214856__A0A174EQR4__rsmA
ERR1913202.265187__1.265187	487174__K0X6Z7__DDY40_11525
ERR1913202.265384__1.265384	28118__F9ZB36__B5F99_17235
ERR1913202.265479__1.265479	214856__A0A174AYS4__ERS852447_01192
ERR1913202.265510__1.265510	328813__A0A1Y3QZ64__B5G41_14235
ERR1913202.265529__1.265529	214856__A0A173W3Y5__ERS852559_02032
ERR1913202.265630__1.265630	1501391__GCA_000786575.1_00114
ERR1913202.265655__1.265655	1262882__R5MYX5__BN519_00333
ERR1913202.265709__1.265709	1501391__GCA_000786575.1_00147
ERR1913202.265807__1.265807	649756__D4MX28__ERS852520_02831
ERR1913202.265831__1.265831	214856__R6Z288__ERS852447_00734
ERR1913202.265892__1.265892	214856__R6Z186__ERS852447_00718
ERR1913202.265904__1.265904	1262882__R5MM25__BN519_00600
ERR1913202.266109__1.266109	214856__R6Z590__ERS852447_01059
ERR1913202.266170__1.266170	214856__I3YPN0__ERS852447_01398
ERR1913202.266178__1.266178	1262882__R5MGI7__BN519_00643
ERR1913202.266215__1.266215	214856__R5UN64__ERS852447_02669
ERR1913202.266221__1.266221	214856__A0A173W3Y5__ERS852559_02032
ERR1913202.266224__1.266224	214856__I3YPP3__Alfi_2701
ERR1913202.266524__1.266524	214856__A0A174CRY5__ERS852559_01060
ERR1913202.266538__1.266538	214856__R6XKW1__ERS852559_01141
ERR1913202.266599__1.266599	239935__A0A2N8HT18__CXT93_06135
ERR1913202.266655__1.266655	214856__R6XNE7__ERS852447_02267
ERR1913202.266725__1.266725	239935__A0A2N8HWQ2__CXU13_01775
ERR1913202.266692__1.266692	239935__A0A139TMD2__CXU18_02250
ERR1913202.266756__1.266756	214856__I3YPI7__pepD_1
ERR1913202.266789__1.266789	214856__I3YMN6__Alfi_1938
ERR1913202.266890__1.266890	239935__A0A2N8IU14__ADH72_05655
ERR1913202.266928__1.266928	39492__D4JRY3__EUBSIR_01473
ERR1913202.267070__1.267070	214856__R6Y1K2__ERS852447_02306
ERR1913202.267113__1.267113	28118__F9ZBW3__Odosp_3541
ERR1913202.267184__1.267184	745368__A0A1T4WPJ1__SAMN02745178_00919
ERR1913202.267687__1.267687	214856__R6Z288__ERS852447_00734
ERR1913202.267716__1.267716	818__A0A0P0F2P7__BT_1771
ERR1913202.267720__1.267720	47678__A5ZEA3__ERS852558_00257
ERR1913202.268010__1.268010	1262882__R5N2A9__BN519_00921
ERR1913202.268121__1.268121	214856__R6Y9P5__ERS852559_01811
ERR1913202.268078__1.268078	1965560__A0A1Y4RFR5__B5E82_15700
ERR1913202.268097__1.268097	214856__R6XP73__ERS852447_00886
ERR1913202.268387__1.268387	1262882__R5MGK3__BN519_00655
ERR1913202.268409__1.268409	1262882__R5MKU7__BN519_01276
ERR1913202.268502__1.268502	28116__A0A395VSP8__ERS852555_02642
ERR1913202.268550__1.268550	214856__A0A174AYS4__ERS852447_01192
ERR1913202.268587__1.268587	214856__R6XKT4__ERS852559_01719
ERR1913202.268598__1.268598	1965576__A0A1Y4LDS9__B5F19_10680
ERR1913202.268781__1.268781	1262882__R5MJ49__BN519_01124
ERR1913202.268900__1.268900	47678__R5UZM4__DW706_15680
ERR1913202.269015__1.269015	1501391__GCA_000786575.1_00094
ERR1913202.269155__1.269155	214856__R6Y9P5__ERS852559_01811
ERR1913202.269243__1.269243	214856__R6XS02__ERS852447_01685
ERR1913202.269320__1.269320	820__I9A4U7__DHU98_12785
ERR1913202.269349__1.269349	1262882__R5MLP5__BN519_01602
ERR1913202.269416__1.269416	1262882__R5N211__BN519_01033
ERR1913202.269582__1.269582	214856__A0A174CRY5__ERS852559_01060
ERR1913202.269594__1.269594	214856__A0A174AYS4__ERS852447_01192
ERR1913202.269651__1.269651	214856__I3YMN6__Alfi_1938
ERR1913202.269657__1.269657	1897011__A0A1Q6RH97__BHW41_01945
ERR1913202.269765__1.269765	214856__R6Y2Y4__ERS852447_01086
ERR1913202.269805__1.269805	1262882__R5MMZ6__BN519_00737
ERR1913202.270016__1.270016	1262882__R5MND9__BN519_00831
ERR1913202.270079__1.270079	239935__A0A2N8IRL2__CXU06_01170
ERR1913202.270109__1.270109	214856__I3YPN0__ERS852447_01398
ERR1913202.270143__1.270143	214856__I3YPP3__Alfi_2701
ERR1913202.270164__1.270164	214856__I3YPN0__ERS852447_01398
ERR1913202.270221__1.270221	214856__R6YBX3__msbA_2
ERR1913202.270189__1.270189	214856__I3YPR6__Alfi_2724
ERR1913202.270304__1.270304	1501391__GCA_000786575.1_00071
ERR1913202.270341__1.270341	39496__A5Z5I2__EUBVEN_00963
ERR1913202.270542__1.270542	214856__R6Y6H8__ERS852447_01719
ERR1913202.270662__1.270662	214856__I3YPN0__ERS852447_01398
ERR1913202.270717__1.270717	214856__I3YPP1__Alfi_2699
ERR1913202.270728__1.270728	214856__R6Z320__ERS852447_02148
ERR1913202.271362__1.271362	39492__D4JT87__clpC
ERR1913202.271478__1.271478	214856__I3YPP9__Alfi_2707
ERR1913202.271497__1.271497	214856__R6XKW1__ERS852559_01141
ERR1913202.271544__1.271544	28118__R6G1Z6__B5F93_09405
ERR1913202.271796__1.271796	1262911__R6H174__BN557_01246
ERR1913202.271858__1.271858	1501391__GCA_000786575.1_00158
ERR1913202.271900__1.271900	1262882__R5MKV8__BN519_01281
ERR1913202.272019__1.272019	214856__R6Z320__ERS852447_02148
ERR1913202.272083__1.272083	1262882__R5N1T9__BN519_00804
ERR1913202.272120__1.272120	214856__R6Z3P8__ERS852559_01737
ERR1913202.272433__1.272433	214856__I3YMB7__Alfi_1811
ERR1913202.272533__1.272533	214856__A0A174C683__ERS852559_00523
ERR1913202.272622__1.272622	214856__A0A174C683__ERS852559_00523
ERR1913202.272661__1.272661	214856__R6XP73__ERS852447_00886
ERR1913202.272707__1.272707	214856__I3YPN9__ERS852447_01389
ERR1913202.272762__1.272762	214856__I3YPQ9__ERS852447_01370
ERR1913202.272845__1.272845	239935__B2UNC5__B5G29_07685
ERR1913202.272853__1.272853	214856__I3YMN6__Alfi_1938
ERR1913202.272918__1.272918	214856__R6YC22__ERS852447_01215
ERR1913202.273056__1.273056	214856__I3YPN3__ERS852447_01395
ERR1913202.273124__1.273124	214856__R6XKW1__ERS852559_01141
ERR1913202.273149__1.273149	214856__R6XKT4__ERS852559_01719
ERR1913202.273219__1.273219	214856__R6XNE7__ERS852447_02267
ERR1913202.273227__1.273227	1262882__R5MIW5__BN519_00945
ERR1913202.273288__1.273288	214856__R6Z3P8__ERS852559_01737
ERR1913202.273363__1.273363	214856__R6XQX8__ERS852559_02550
ERR1913202.273364__1.273364	1965604__A0A1Y4EPW2__B5F54_10640
ERR1913202.273401__1.273401	28118__F9ZAB2__SAMEA44545918_01079
ERR1913202.273405__1.273405	1262882__R5N2A9__BN519_00921
ERR1913202.273477__1.273477	39496__A5Z5I2__EUBVEN_00963
ERR1913202.273601__1.273601	328813__A0A1Y3QZ64__B5G41_14235
ERR1913202.273684__1.273684	214856__I3YPR2__Alfi_2720
ERR1913202.273710__1.273710	39496__A5Z5I2__EUBVEN_00963
ERR1913202.273744__1.273744	1262882__R5MHZ2__BN519_00742
ERR1913202.273770__1.273770	487174__K0XJ34__DDY40_06890
ERR1913202.273791__1.273791	239935__B2URG6__CXU02_00030
ERR1913202.273807__1.273807	301302__A0A173T7E8__M72_26791
ERR1913202.273858__1.273858	1262882__R5MJZ4__BN519_01269
ERR1913202.273868__1.273868	39492__D4JTF2__mutS2
ERR1913202.274218__1.274218	214856__I3YMB7__Alfi_1811
ERR1913202.274350__1.274350	239935__A0A2N8I7W6__CXT90_04245
ERR1913202.274515__1.274515	239935__R6J4Y4__CXU17_09810
ERR1913202.274527__1.274527	39485__A0A174YQX9__ERS852490_00864
ERR1913202.274465__1.274465	214856__I3YPP3__Alfi_2701
ERR1913202.274487__1.274487	214856__I3YPN3__ERS852447_01395
ERR1913202.274488__1.274488	1262911__R6GLA5__BN557_01456
ERR1913202.274705__1.274705	214856__R6XTZ7__ERS852447_02314
ERR1913202.274787__1.274787	1262882__R5MSI7__BN519_01601
ERR1913202.274788__1.274788	649756__A0A173RNB3__DO83_12835
ERR1913202.274893__1.274893	1262882__R5MHQ8__BN519_00707
ERR1913202.275178__1.275178	1235835__R9LCU2__C814_02677
ERR1913202.275195__1.275195	871327__A0A1H5WNU7__SAMN05444001_11221
ERR1913202.275223__1.275223	214856__R6YD52__ERS852447_02171
ERR1913202.275284__1.275284	214856__I3YPP9__Alfi_2707
ERR1913202.275593__1.275593	47678__R5UG30__ERS852558_03525
ERR1913202.275665__1.275665	1262882__R5MK03__BN519_01277
ERR1913202.275773__1.275773	1965576__A0A1Y4LJ54__B5F19_05620
ERR1913202.275975__1.275975	28118__F9Z923__B5F93_10455
ERR1913202.276109__1.276109	1262882__R5MH82__BN519_00752
ERR1913202.276197__1.276197	1262882__R5N3T7__BN519_01188
ERR1913202.276198__1.276198	301302__A0A0M6WJW1__ERS852420_02245
ERR1913202.276216__1.276216	214856__I3YPP0__ERS852447_01388
ERR1913202.276409__1.276409	214856__A0A173YXX1__ERS852559_01651
ERR1913202.276431__1.276431	214856__I3YMC8__ERS852447_02666
ERR1913202.276432__1.276432	214856__R6Y6H8__ERS852447_01719
ERR1913202.276617__1.276617	214856__R6XS46__ERS852559_00812
ERR1913202.276828__1.276828	301302__A0A173TSN3__ERS852420_02365
ERR1913202.276846__1.276846	239935__A0A2N8HT44__CXT84_11035
ERR1913202.277317__1.277317	1262911__R6H174__BN557_01246
ERR1913202.277430__1.277430	649756__D4MUT1__ERS852520_00545
ERR1913202.277439__1.277439	214856__A0A174G9T6__ERS852447_02535
ERR1913202.277570__1.277570	487174__K0X3E8__DIT83_11025
ERR1913202.277664__1.277664	1262882__R5MYS0__BN519_00284
ERR1913202.277713__1.277713	214856__R6Y6H8__ERS852447_01719
ERR1913202.277787__1.277787	214856__R6Y6H8__ERS852447_01719
ERR1913202.277837__1.277837	301302__A0A0M6WV71__ERS852420_01279
ERR1913202.277838__1.277838	214856__I3YPP9__Alfi_2707
ERR1913202.277932__1.277932	328813__A0A1Y3QZ64__B5G41_14235
ERR1913202.278052__1.278052	1262882__R5MLP5__BN519_01602
ERR1913202.278163__1.278163	214856__I3YPP0__ERS852447_01388
ERR1913202.278220__1.278220	214856__R6Z7Q9__ERS852447_02172
ERR1913202.278382__1.278382	301302__A0A173T3P5__ERS852420_01836
ERR1913202.278448__1.278448	214856__A0A175A6T5__ERS852447_02658
ERR1913202.278533__1.278533	487174__R5EXS5__HMPREF9448_02541
ERR1913202.278576__1.278576	214856__I3YPI7__pepD_1
ERR1913202.278655__1.278655	214856__A0A173YXX1__ERS852559_01651
ERR1913202.278754__1.278754	214856__R6Z320__ERS852447_02148
ERR1913202.279348__1.279348	39496__A5Z5I2__EUBVEN_00963
ERR1913202.279350__1.279350	1965604__A0A1Y4EPR5__B5F54_11475
ERR1913202.279653__1.279653	1235835__R9LCU2__C814_02677
ERR1913202.279716__1.279716	1263000__R5EXT3__BN466_02213
ERR1913202.279736__1.279736	818__A0A139KDW2__HMPREF2534_02537
ERR1913202.279834__1.279834	214856__A0A174CRY5__ERS852559_01060
ERR1913202.279868__1.279868	214856__I3YPR6__Alfi_2724
ERR1913202.279966__1.279966	1262911__R6HHR1__BN557_01622
ERR1913202.280044__1.280044	1262882__R5N0Q5__BN519_00642
ERR1913202.280087__1.280087	28118__R6F2P2__NCTC10826_02131
ERR1913202.280200__1.280200	1262882__R5MIP9__BN519_01028
ERR1913202.280191__1.280191	214856__I3YMC8__ERS852447_02666
ERR1913202.280227__1.280227	214856__A0A174EQR4__rsmA
ERR1913202.280447__1.280447	1262882__R5MND9__BN519_00831
ERR1913202.280484__1.280484	1262882__R5N5J6__BN519_01504
ERR1913202.280909__1.280909	214856__A0A174CRY5__ERS852559_01060
ERR1913202.281002__1.281002	214856__I3YPN0__ERS852447_01398
ERR1913202.281040__1.281040	1262882__R5N211__BN519_01033
ERR1913202.281093__1.281093	214856__R6Z288__ERS852447_00734
ERR1913202.281070__1.281070	47678__A5ZI88__BACCAC_02617
ERR1913202.281156__1.281156	821__A0A173XDD3__DXB82_17180
ERR1913202.281200__1.281200	214856__A0A173Z1B0__ERS852447_00765
ERR1913202.281491__1.281491	649756__B0P1Y8__ERS852571_00196
ERR1913202.281534__1.281534	1262882__R5MHZ2__BN519_00742
ERR1913202.281565__1.281565	214856__A0A174EJT5__mnmA
ERR1913202.281644__1.281644	214856__I3YPI7__pepD_1
ERR1913202.281700__1.281700	47678__R5UWN2__BACCAC_01649
ERR1913202.281726__1.281726	214856__R6Z288__ERS852447_00734
ERR1913202.281865__1.281865	239935__A0A2N8IB69__CXU22_11315
ERR1913202.281882__1.281882	214856__I3YPR5__ERS852447_01364
ERR1913202.281970__1.281970	818__Q8A112__BT_3859
ERR1913202.282113__1.282113	1262911__R6GZX7__BN557_00838
ERR1913202.282365__1.282365	818__D7I8A4__C799_02600
ERR1913202.282594__1.282594	871327__A0A1H5WNU7__SAMN05444001_11221
ERR1913202.282601__1.282601	239935__B2UPZ6__CXU03_03800
ERR1913202.282664__1.282664	1501391__GCA_000786575.1_00085
ERR1913202.282707__1.282707	818__D7I7V5__BJP75_001030
ERR1913202.282791__1.282791	39496__A5Z5I2__EUBVEN_00963
ERR1913202.282916__1.282916	328814__GCA_004558275.1_00992
ERR1913202.283217__1.283217	214856__R6Z7Q9__ERS852447_02172
ERR1913202.283238__1.283238	214856__A0A174EJT5__mnmA
ERR1913202.283274__1.283274	1262911__R6H2J2__BN557_01228
ERR1913202.283320__1.283320	239935__A0A2N8IMD6__CXU03_05585
ERR1913202.283594__1.283594	328814__GCA_004558275.1_01846
ERR1913202.283735__1.283735	214856__R6XS46__ERS852559_00812
ERR1913202.283824__1.283824	1262911__R6H212__BN557_01031
ERR1913202.283986__1.283986	1501391__GCA_000786575.1_00010
ERR1913202.284010__1.284010	1235835__R9LCU2__C814_02677
ERR1913202.284314__1.284314	328814__GCA_004558275.1_01570
ERR1913202.284424__1.284424	214856__A0A174G1M7__ERS852559_00594
ERR1913202.284570__1.284570	1501391__GCA_000786575.1_00110
ERR1913202.284542__1.284542	47678__R5U3D5__DW706_05635
ERR1913202.284582__1.284582	214856__I3YMC8__ERS852447_02666
ERR1913202.284631__1.284631	301302__R5V741__M72_13261
ERR1913202.284662__1.284662	1501391__GCA_000786575.1_00081
ERR1913202.284823__1.284823	1262882__R5N526__BN519_01603
ERR1913202.284959__1.284959	214856__A0A174EJT5__mnmA
ERR1913202.285080__1.285080	1262882__R5N3H1__BN519_01121
ERR1913202.285231__1.285231	214856__I3YMB7__Alfi_1811
ERR1913202.285342__1.285342	1262882__R5MYX5__BN519_00333
ERR1913202.285494__1.285494	1501391__GCA_000786575.1_00055
ERR1913202.285585__1.285585	214856__A0A174ZLW6__ERS852559_01424
ERR1913202.285672__1.285672	1897011__A0A1Q6RDL4__BHW41_05540
ERR1913202.285795__1.285795	214856__R6YD52__ERS852447_02171
ERR1913202.285932__1.285932	214856__A0A173W3Y5__ERS852559_02032
ERR1913202.285978__1.285978	1262882__R5MT08__BN519_01706
ERR1913202.286031__1.286031	47678__R5UGX6__CGC64_16275
ERR1913202.286330__1.286330	487174__K0XBH1__DIT83_01445
ERR1913202.286344__1.286344	214856__A0A174CRY5__ERS852559_01060
ERR1913202.286532__1.286532	487174__K0WTQ3__HMPREF9448_02140
ERR1913202.286904__1.286904	214856__I3YMC8__ERS852447_02666
ERR1913202.286918__1.286918	214856__I3YMN6__Alfi_1938
ERR1913202.287078__1.287078	1262882__R5N1T9__BN519_00804
ERR1913202.287105__1.287105	214856__R6XUN2__rcsC_1
ERR1913202.287370__1.287370	1262911__R6GVD4__BN557_01470
ERR1913202.287615__1.287615	214856__R6XTZ7__ERS852447_02314
ERR1913202.287783__1.287783	1262882__R5MYS0__BN519_00284
ERR1913202.287790__1.287790	214856__R6XS46__ERS852559_00812
ERR1913202.287847__1.287847	487174__K0XG34__HMPREF9448_02234
ERR1913202.288232__1.288232	487174__K0X551__HMPREF9448_02151
ERR1913202.288578__1.288578	214856__I3YPN3__ERS852447_01395
ERR1913202.288835__1.288835	214856__I3YPR6__Alfi_2724
ERR1913202.288883__1.288883	1262882__R5MIQ8__BN519_01036
ERR1913202.288988__1.288988	214856__R6Z320__ERS852447_02148
ERR1913202.289081__1.289081	214856__R6XQX8__ERS852559_02550
ERR1913202.289216__1.289216	214856__I3YPP0__ERS852447_01388
ERR1913202.289337__1.289337	1235835__R9LCU2__C814_02677
ERR1913202.289359__1.289359	214856__I3YPP0__ERS852447_01388
ERR1913202.289487__1.289487	214856__A0A174ZLX0__ERS852559_00738
ERR1913202.289499__1.289499	1262911__R6H2J2__BN557_01228
ERR1913202.289687__1.289687	214856__I3YMN6__Alfi_1938
ERR1913202.289835__1.289835	214856__R6Z4Q8__ERS852447_00885
ERR1913202.290011__1.290011	239935__A0A2N8HEH9__CXU07_11710
ERR1913202.290117__1.290117	487174__K0XK83__HMPREF9448_01485
ERR1913202.290057__1.290057	818__C6IJ08__BJP75_000645
ERR1913202.290324__1.290324	1262882__R5N1N6__BN519_00968
ERR1913202.290338__1.290338	214856__A0A174EJT5__mnmA
ERR1913202.290352__1.290352	214856__A0A174AYS4__ERS852447_01192
ERR1913202.290363__1.290363	214856__A0A174C683__ERS852559_00523
ERR1913202.290405__1.290405	47678__A5ZBM1__pknD_1
ERR1913202.290413__1.290413	214856__R6Z590__ERS852447_01059
ERR1913202.290439__1.290439	487174__K0WX28__HMPREF9448_02178
ERR1913202.290506__1.290506	328813__A0A1Y3QZ64__B5G41_14235
ERR1913202.290567__1.290567	649756__L1Q497__ERS852571_03051
ERR1913202.290581__1.290581	1501391__GCA_000786575.1_00054
ERR1913202.290651__1.290651	214856__R6Y1K2__ERS852447_02306
ERR1913202.290904__1.290904	1235790__S0J8L6__C805_00148
ERR1913202.290948__1.290948	1262882__R5N3H1__BN519_01121
ERR1913202.291169__1.291169	487174__K0WTV8__DIT83_04385
ERR1913202.291246__1.291246	1501391__GCA_000786575.1_00020
ERR1913202.291372__1.291372	214856__A0A174C683__ERS852559_00523
ERR1913202.291488__1.291488	214856__I3YPQ8__ERS852447_01371
ERR1913202.291491__1.291491	1262882__R5N1N6__BN519_00968
ERR1913202.291523__1.291523	1897011__A0A1Q6REX0__BHW41_04225
ERR1913202.291528__1.291528	1160721__A0A1C6CMR2__BHW50_00085
ERR1913202.291547__1.291547	1501391__GCA_000786575.1_00124
ERR1913202.291552__1.291552	39488__A0A173UK14__araC_3
ERR1913202.291628__1.291628	214856__D4IMT6__Alfi_1830
ERR1913202.291678__1.291678	214856__I3YPR6__Alfi_2724
ERR1913202.291985__1.291985	487174__K0X835__DIT83_09510
ERR1913202.292296__1.292296	214856__R6Y6H8__ERS852447_01719
ERR1913202.292509__1.292509	214856__I3YPN9__ERS852447_01389
ERR1913202.292536__1.292536	239935__A0A2N8HHB6__B5G29_11500
ERR1913202.292715__1.292715	39492__D4JWI6__EUBSIR_01073
ERR1913202.292760__1.292760	487174__K0WUJ5__HMPREF9448_02567
ERR1913202.292848__1.292848	39486__R6SN36__HMPREF9457_00956
ERR1913202.292858__1.292858	1262882__R5MLT4__BN519_01496
ERR1913202.292960__1.292960	214856__A0A173Z1B0__ERS852447_00765
ERR1913202.293080__1.293080	818__C6ILT7__BSIG_2708
ERR1913202.293400__1.293400	410072__A0A174GUX6__COPCOM_03717
ERR1913202.293436__1.293436	214856__R6Z5D0__resA_4
ERR1913202.293753__1.293753	33025__A0A395JJE3__C8D73_101669
ERR1913202.293794__1.293794	301302__A0A173UN42__lytR_3
ERR1913202.293964__1.293964	214856__I3YPR6__Alfi_2724
ERR1913202.294107__1.294107	1262882__R5N5S3__BN519_00085
ERR1913202.294260__1.294260	1262882__R5MXW0__BN519_00317
ERR1913202.294326__1.294326	214856__I3YPP9__Alfi_2707
ERR1913202.294416__1.294416	1262882__R5MPL0__BN519_01038
ERR1913202.294638__1.294638	821__A0A3E4HP25__SAMN04487923_102450
ERR1913202.294729__1.294729	328814__GCA_004558275.1_00236
ERR1913202.294749__1.294749	1262882__R5N0H9__BN519_00764
ERR1913202.294923__1.294923	39492__D4MIY5__EUBSIR_00233
ERR1913202.294952__1.294952	214856__I3YPR6__Alfi_2724
ERR1913202.295071__1.295071	1262882__R5MFK5__BN519_00378
ERR1913202.295114__1.295114	1501391__GCA_000786575.1_00081
ERR1913202.295177__1.295177	40520__A0A3E4FDF5__DXD81_16960
ERR1913202.295299__1.295299	1262882__R5N0C3__BN519_00731
ERR1913202.295455__1.295455	818__A0A3E5HVB7__Btheta7330_02386
ERR1913202.295746__1.295746	214856__I3YMC8__ERS852447_02666
ERR1913202.295800__1.295800	1897011__A0A1Q6RGB4__BHW41_02795
ERR1913202.295808__1.295808	1501391__GCA_000786575.1_00115
ERR1913202.295821__1.295821	214856__R5UN64__ERS852447_02669
ERR1913202.296243__1.296243	301302__A0A0M6WJW1__ERS852420_02245
ERR1913202.296382__1.296382	410072__A0A174K1W4__apxIB
ERR1913202.296383__1.296383	487174__K0XES7__HMPREF9448_00566
ERR1913202.296386__1.296386	328814__GCA_004558275.1_00221
ERR1913202.296474__1.296474	487174__K0WZU9__HMPREF9448_01159
ERR1913202.296513__1.296513	1262911__R6H212__BN557_01031
ERR1913202.296532__1.296532	1262882__R5MND9__BN519_00831
ERR1913202.296557__1.296557	1262882__R5MMD8__BN519_01576
ERR1913202.296616__1.296616	1262882__R5MZ41__BN519_00356
ERR1913202.296674__1.296674	1262882__R5MJJ9__BN519_01035
ERR1913202.296689__1.296689	214856__R6Z7Q9__ERS852447_02172
ERR1913202.296756__1.296756	39492__D4JQM9__EUBSIR_00669
ERR1913202.296768__1.296768	1262882__R5MRS7__BN519_01490
ERR1913202.296881__1.296881	214856__R6XKT4__ERS852559_01719
ERR1913202.297447__1.297447	214856__A0A174C683__ERS852559_00523
ERR1913202.297466__1.297466	214856__R6XTZ7__ERS852447_02314
ERR1913202.297618__1.297618	239935__A0A2N8IMC9__CXU09_02095
ERR1913202.297808__1.297808	818__A0A174SHK6__ERS852511_01161
ERR1913202.297847__1.297847	871327__A0A1H5WNU7__SAMN05444001_11221
ERR1913202.297975__1.297975	328814__GCA_004558275.1_00991
ERR1913202.298002__1.298002	47678__R5U7U0__DW706_12005
ERR1913202.298003__1.298003	371601__G1UK36__HMPREF1074_03496
ERR1913202.298009__1.298009	214856__R6XTZ7__ERS852447_02314
ERR1913202.298110__1.298110	239935__R6JFR5__CXT84_04850
ERR1913202.298154__1.298154	239935__B2UQB8__CXT86_01740
ERR1913202.298323__1.298323	1262882__R5MZZ3__BN519_00482
ERR1913202.298604__1.298604	301302__A0A0M6WB38__ERS852420_00286
ERR1913202.298664__1.298664	214856__I3YMB7__Alfi_1811
ERR1913202.298704__1.298704	214856__A0A174EQR4__rsmA
ERR1913202.298758__1.298758	239935__A0A139TPD4__CXT86_06450
ERR1913202.298866__1.298866	301302__R5UM41__M72_15921
ERR1913202.298924__1.298924	39492__D4JRV7__EUBSIR_01513
ERR1913202.299008__1.299008	28118__R6FDR5__B5F93_17520
ERR1913202.299296__1.299296	39488__A0A174JWI1__sipT_2
ERR1913202.299383__1.299383	328813__A0A1Y3QQ66__B5G41_14240
ERR1913202.299397__1.299397	214856__R5UN64__ERS852447_02669
ERR1913202.299808__1.299808	1897011__A0A1Q6REU8__BHW41_04300
ERR1913202.300108__1.300108	214856__A0A174CRY5__ERS852559_01060
ERR1913202.300287__1.300287	47678__R5U7A9__C5Z00_03635
ERR1913202.300295__1.300295	1262882__R5MEN9__BN519_00201
ERR1913202.300449__1.300449	214856__R6XP73__ERS852447_00886
ERR1913202.300566__1.300566	651822__GCA_000210715.1_00753
ERR1913202.300653__1.300653	47678__R5U7M7__CGC64_14730
ERR1913202.300736__1.300736	1262882__A0A356PSJ4__BN519_01180
ERR1913202.300944__1.300944	214856__A0A173YXX1__ERS852559_01651
