ERR1913073.257__1.257	1463165__A0A1D3KJ47__BME69_05190
ERR1913073.1538721__1.1538721	823__A0A174XJM9__CEQ22_007230
ERR1913073.1538763__1.1538763	39488__A0A174KVU1__EUBHAL_00302
ERR1913073.1538765__1.1538765	1262992__R5DA07__BN795_01576
ERR1913073.1538767__1.1538767	1263109__GCA_000438135.1_00659
ERR1913073.1539024__1.1539024	310298__B3JED9__BACCOP_00230
ERR1913073.1539119__1.1539119	74426__infB
ERR1913073.1539139__1.1539139	216816__D6ZXD1__APC1461_0104
ERR1913073.1539295__1.1539295	1550024__G9RWE3__TQ39_04170
ERR1913073.1539341__1.1539341	39491__C4Z9Y3__ERS852417_01808
ERR1913073.1539691__1.1539691	1965570__A0A1Y4N3E0__B5F08_11630
ERR1913073.1539688__1.1539688	40518__R5DU28__DXD86_07960
ERR1913073.1539713__1.1539713	39491__A0A2U2EED4__ERS852580_01584
ERR1913073.1539799__1.1539799	1262992__R5D3X7__BN795_00539
ERR1913073.1539939__1.1539939	40518__R5E6X5__sbcD
ERR1913073.1539955__1.1539955	39491__A0A396FMT0__EUBREC_3020
ERR1913073.1540029__1.1540029	28117__B0MXG7__BHV66_08620
ERR1913073.1540083__1.1540083	40518__R5DU92__DXD93_03170
ERR1913073.1540258__1.1540258	28117__B0MZ22__BHV66_04430
ERR1913073.1540270__1.1540270	218538__C9LR41__GCWU000321_00309
ERR1913073.1540342__1.1540342	100886__E2NNV6__CATMIT_00217
ERR1913073.1540361__1.1540361	40518__R5E5I9__yvhJ_2
ERR1913073.1540456__1.1540456	28117__B0MYZ8__BHV66_04535
ERR1913073.1540473__1.1540473	446660__GCA_003428235.1_01134
ERR1913073.1540485__1.1540485	39488__A0A173RDD7__DXD91_00105
ERR1913073.1540553__1.1540553	47678__R5UME6__BACCAC_01239
ERR1913073.1540559__1.1540559	40518__R5DYT8__mscS
ERR1913073.1540753__1.1540753	40518__R5E304__thiT
ERR1913073.1541032__1.1541032	40518__A0A2N0UK36__RBATCC27255_01376
ERR1913073.1541065__1.1541065	214856__A0A173ZQY0__ERS852559_00007
ERR1913073.1541168__1.1541168	853__A0A2A7A4A9__C4N21_14870
ERR1913073.1541215__1.1541215	39491__A0A395ZJZ1__LD38_01870
ERR1913073.1541261__1.1541261	39491__D6E4H2__DXB99_00485
ERR1913073.1541553__1.1541553	40518__A0A1C6H8N9__RBATCC27255_01374
ERR1913073.1541663__1.1541663	1304__A0A0Y1V0J7__CQA85_06265
ERR1913073.1541741__1.1541741	40518__R5DV58__htrA
ERR1913073.1541771__1.1541771	1150298__A0A174DU21__toxA_3
ERR1913073.1541792__1.1541792	216816__A0A0M0VLZ8__BLIC_h02110
ERR1913073.1541874__1.1541874	853__A0A173XRA8__CGS56_09290
ERR1913073.1541876__1.1541876	40518__R5E7S2__RBL263_00671
ERR1913073.1541861__1.1541861	100886__E2NQ04__CATMIT_00655
ERR1913073.1542002__1.1542002	40518__R5DSI5__fieF
ERR1913073.1542045__1.1542045	39491__A0A396FKI0__DXC13_11560
ERR1913073.1542145__1.1542145	745368__A0A1T4Y2M2__SAMN02745178_02631
ERR1913073.1542172__1.1542172	216816__D6DBD5__DXC32_04335
ERR1913073.1542348__1.1542348	1628085__A0A2U1BGQ7__C7386_101108
ERR1913073.1542363__1.1542363	1965604__A0A1Y4F8P6__B5F54_00695
ERR1913073.1542407__1.1542407	39491__A0A395UVM9__DXB76_04540
ERR1913073.1542408__1.1542408	39496__A5ZAD6__EUBVEN_02683
ERR1913073.1542441__1.1542441	1304__A0A0Y1W7Q9__NX99_02675
ERR1913073.1542533__1.1542533	28117__B0MUX4__ALIPUT_00911
ERR1913073.1542567__1.1542567	630129__A0A087B617__BKAS_1320
ERR1913073.1542637__1.1542637	1150298__R7JU97__ERS852498_02579
ERR1913073.1542726__1.1542726	1150298__A0A174DTK6__ERS852498_00510
ERR1913073.1542704__1.1542704	1304__J7SIV6__pspA_3
ERR1913073.1542705__1.1542705	39491__A0A395UWA3__DXB69_11805
ERR1913073.1542710__1.1542710	1304__F8LHC8__A6J87_02615
ERR1913073.1542930__1.1542930	28118__F9Z5N6__SAMEA44545918_01718
ERR1913073.1542998__1.1542998	310298__B3JJG1__BACCOP_02031
ERR1913073.1543134__1.1543134	853__A0A2A7B1Y7__C7K05_11930
ERR1913073.1543233__1.1543233	820__A0A139K4W1__M093_0353
ERR1913073.1543243__1.1543243	310298__B3JFS5__BACCOP_00726
ERR1913073.1543272__1.1543272	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913073.1543366__1.1543366	1262992__R5DCU3__BN795_00404
ERR1913073.1543438__1.1543438	216816__C2GSX7__DD678_03555
ERR1913073.1543422__1.1543422	1263109__GCA_000438135.1_00481
ERR1913073.1543398__1.1543398	884684__GCA_002892425.1_01408
ERR1913073.1543464__1.1543464	39488__C0EXY6__ltaS1_2
ERR1913073.1543613__1.1543613	39491__A0A395ZHW9__DXC13_02590
ERR1913073.1543763__1.1543763	33043__A0A173RQ80__ERS852445_02211
ERR1913073.1543772__1.1543772	745368__A0A1T4Y7W7__SAMN02745178_02825
ERR1913073.1543812__1.1543812	1150298__A0A174PC05__ERS852498_00682
ERR1913073.1543822__1.1543822	1263109__GCA_000438135.1_01012
ERR1913073.1543844__1.1543844	1262992__R5DDW9__BN795_00572
ERR1913073.1543944__1.1543944	216816__A0A0S2MCH0__AYW81_04880
ERR1913073.1543995__1.1543995	1304__A0A1C7C632__NX99_03420
ERR1913073.1543999__1.1543999	1680__A0A374QDL4__LMG18897_0432
ERR1913073.1544077__1.1544077	1150298__A0A174FT27__ERS852535_01803
ERR1913073.1544143__1.1544143	39491__C4Z9K7__EUBREC_0050
ERR1913073.1544280__1.1544280	1262992__R5D9A6__BN795_00819
ERR1913073.1544212__1.1544212	384638__B7APR0__BACPEC_00666
ERR1913073.1544461__1.1544461	1680__A0A0C2YNK5__BADO_0780
ERR1913073.1544502__1.1544502	74426__rpoB
ERR1913073.1544581__1.1544581	39491__A0A395ZDC6__addB
ERR1913073.1544727__1.1544727	116085__D4J7I0__DW747_10260
ERR1913073.1544786__1.1544786	33043__A0A173W4C0__ERS852575_01486
ERR1913073.1544879__1.1544879	301301__A0A395VEZ0__mcp4_1
ERR1913073.1544827__1.1544827	745368__A0A1T4Y437__SAMN02745178_02934
ERR1913073.1544836__1.1544836	40518__R5DP61__DXD86_06345
ERR1913073.1544988__1.1544988	820__A0A374Q854__HMPREF1073_03281
ERR1913073.1545048__1.1545048	1150298__A0A174Q3G7__hyaD_2
ERR1913073.1545066__1.1545066	820__A7V092__hldE
ERR1913073.1545078__1.1545078	310298__B3JK99__BACCOP_02328
ERR1913073.1545182__1.1545182	40518__R5E1J2__DXD93_04070
ERR1913073.1545199__1.1545199	1150298__R7JTH7__ERS852498_00177
ERR1913073.1545254__1.1545254	853__A0A2A7ATM9__DWZ89_13645
ERR1913073.1545303__1.1545303	1150298__A0A174EA00__ERS852406_01720
ERR1913073.1545341__1.1545341	40518__R5DTG5__RBATCC27255_00890
ERR1913073.1545354__1.1545354	40518__R5E6K4__RB5AMG_02070
ERR1913073.1545433__1.1545433	387661__K5ZF01__HMPREF1077_00426
ERR1913073.1545484__1.1545484	821__R7P1Q7__M099_2990
ERR1913073.1545587__1.1545587	745368__A0A1T4XVH8__SAMN02745178_02336
ERR1913073.1545749__1.1545749	100886__A0A174LEG5__ERS852383_05606
ERR1913073.1545754__1.1545754	47678__R5UUB5__ERS852558_00247
ERR1913073.1545755__1.1545755	821__R7P1Q7__M099_2990
ERR1913073.1545827__1.1545827	28117__B0MTY2__BHV66_06485
ERR1913073.1545866__1.1545866	310298__B3JMZ2__BACCOP_03297
ERR1913073.1545868__1.1545868	28116__A0A1Y4PEX5__DXF98_25295
ERR1913073.1545830__1.1545830	40519__U2MCQ8__RUMCAL_00556
ERR1913073.1545860__1.1545860	821__A0A395VLM8__BvMPK_3650
ERR1913073.1545922__1.1545922	823__K6A253__DHP27_13535
ERR1913073.1545939__1.1545939	28117__R7JN92__BHV66_00550
ERR1913073.1546017__1.1546017	821__A0A395UNT8__DXD64_15275
ERR1913073.1546026__1.1546026	33043__A0A173X9G8__ERS852386_00532
ERR1913073.1546030__1.1546030	40518__R5DNY7__RBATCC27255_00367
ERR1913073.1546061__1.1546061	328814__GCA_004558275.1_00018
ERR1913073.1546071__1.1546071	487175__R5EJE4__HMPREF9439_01295
ERR1913073.1546282__1.1546282	821__C6Z087__DXB90_00750
ERR1913073.1546296__1.1546296	1263109__GCA_000438135.1_01592
ERR1913073.1546366__1.1546366	1680__R5GZJ8__BSTER_1195
ERR1913073.1546390__1.1546390	1304__A0A1W5ZCY0__CKU37_03270
ERR1913073.1546613__1.1546613	39491__A0A173TFQ1__rsmF
ERR1913073.1546656__1.1546656	1262911__R6HN81__BN557_00921
ERR1913073.1546714__1.1546714	310298__B3JF96__BACCOP_00544
ERR1913073.1546775__1.1546775	1304__F8HCG1__SSALIVM18_03556
ERR1913073.1546782__1.1546782	39488__A0A374MV67__DXD91_15895
ERR1913073.1546837__1.1546837	39491__A0A396FFW0__ERE_10580
ERR1913073.1546991__1.1546991	2108523__A0A2P2F586__LAWASA_1166
ERR1913073.1547012__1.1547012	40518__R5E2F3__artQ
ERR1913073.1547044__1.1547044	68891__A0A0F2DY13__dnaK
ERR1913073.1547053__1.1547053	1150298__R7JTH7__ERS852498_00177
ERR1913073.1547239__1.1547239	1686__B6XVK6__BBCT_1418
ERR1913073.1547256__1.1547256	40518__R5E0G0__RBATCC27255_01787
ERR1913073.1547340__1.1547340	905__D2RNA8__Acfer_0125
ERR1913073.1547387__1.1547387	1318__I1ZMJ9__HMPREF9626_0795
ERR1913073.1547481__1.1547481	40518__R5DLU0__fmt
ERR1913073.1547572__1.1547572	853__A0A3E2V168__FAEPRAM212_00929
ERR1913073.1547645__1.1547645	1680__A1A0V3__C8077_03025
ERR1913073.1547622__1.1547622	905__D2RKU2__SAMN02910455_01052
ERR1913073.1547740__1.1547740	387661__B7B704__B5F96_16210
ERR1913073.1547762__1.1547762	1683__C4FEM4__BIANG_0131
ERR1913073.1547704__1.1547704	1304__A0A0Y1V0J7__CQA85_06265
ERR1913073.1547801__1.1547801	40518__R5E1J7__RBL236_02062
ERR1913073.1547838__1.1547838	1681__A0A0H3E849__BBJK_01758
ERR1913073.1547863__1.1547863	1550024__G9RWG1__ASJ35_03770
ERR1913073.1547865__1.1547865	1150298__A0A174RJU1__gsiA_4
ERR1913073.1548030__1.1548030	39491__A0A174K9A3__DXB69_07785
ERR1913073.1547978__1.1547978	28116__A0A3D2LPA1__CUY_3388
ERR1913073.1548038__1.1548038	39491__A0A395ZHV7__ykvU
ERR1913073.1548152__1.1548152	1263083__GCA_000433655.1_03085
ERR1913073.1548427__1.1548427	39491__A0A395ZHW9__DXC13_02590
ERR1913073.1548480__1.1548480	28117__B0MWP2__ALIPUT_01468
ERR1913073.1548516__1.1548516	216816__C2GTV6__AS143_01355
ERR1913073.1548555__1.1548555	853__A0A173TAZ8__DWZ46_14590
ERR1913073.1548652__1.1548652	745368__A0A1T4Y119__SAMN02745178_02629
ERR1913073.1548934__1.1548934	1318__I1ZME9__HMPREF9626_0846
ERR1913073.1548998__1.1548998	1263109__GCA_000438135.1_00835
ERR1913073.1549137__1.1549137	39491__A0A395V1R3__T1815_08181
ERR1913073.1549265__1.1549265	40518__R5DVL2__penA
ERR1913073.1549286__1.1549286	214856__A0A173YE57__ERS852559_00126
ERR1913073.1549314__1.1549314	33043__A8SPT5__yfiN_2
ERR1913073.1549402__1.1549402	853__C7H7F8__yccM_1
ERR1913073.1549532__1.1549532	39491__A0A396FJJ9__DXB76_11995
ERR1913073.1549570__1.1549570	823__A0A078TL61__ERS852429_00610
ERR1913073.1549632__1.1549632	853__A0A174BZY1__xerD_1
ERR1913073.1549706__1.1549706	820__A0A374QGD2__ERS852421_02382
ERR1913073.1549818__1.1549818	905__D2RMN4__SAMN05216495_11218
ERR1913073.1549825__1.1549825	218538__C9LQ92__GCWU000321_01724
ERR1913073.1549836__1.1549836	387661__K5ZF01__HMPREF1077_00426
ERR1913073.1549841__1.1549841	39491__A0A395V297__EUR_01010
ERR1913073.1549983__1.1549983	1262911__R6GSH8__BN557_00939
ERR1913073.1550064__1.1550064	39491__A0A396FBR6__DXC13_08575
ERR1913073.1550066__1.1550066	40518__R5DWB0__DXD86_00925
ERR1913073.1550183__1.1550183	487174__R5EP60__DIT83_09045
ERR1913073.1550261__1.1550261	853__A0A173YYY4__DWZ04_09420
ERR1913073.1550306__1.1550306	853__C7H7F8__yccM_1
ERR1913073.1550366__1.1550366	40518__R5DUJ5__DXD83_01635
ERR1913073.1550456__1.1550456	1263107__GCA_000436995.1_00215
ERR1913073.1550463__1.1550463	39491__A0A174A751__DXB69_15525
ERR1913073.1550683__1.1550683	1681__E4VB35__BIFI_0413
ERR1913073.1550869__1.1550869	1304__A0A0Y1WH36__STRSA0001_0605
ERR1913073.1551156__1.1551156	853__A0A2A7ATM9__DWZ89_13645
ERR1913073.1551169__1.1551169	39491__A0A395ZHW3__ERS852417_01359
ERR1913073.1551111__1.1551111	487174__R5EXS5__HMPREF9448_02541
ERR1913073.1551267__1.1551267	40518__R5DPE0__DXD86_06515
ERR1913073.1551341__1.1551341	28117__B0MTY2__BHV66_06485
ERR1913073.1551352__1.1551352	39488__A0A285PT56__ERS852450_02640
ERR1913073.1551355__1.1551355	1304__A0A074JJW4__RSSL_00707
ERR1913073.1551294__1.1551294	40518__R5E1J2__DXD93_04070
ERR1913073.1551386__1.1551386	33043__D5HF53__ERS852386_02418
ERR1913073.1551392__1.1551392	28117__B0MTY2__BHV66_06485
ERR1913073.1551467__1.1551467	1796613__I9UND8__ADH74_14505
ERR1913073.1551549__1.1551549	33039__A0A173VTT4__frdB_1
ERR1913073.1551555__1.1551555	310298__B3JFH4__BACCOP_00624
ERR1913073.1551577__1.1551577	39491__A0A395ZBW8__DXC13_08840
ERR1913073.1551661__1.1551661	40518__R5DXP6__DXD83_06110
ERR1913073.1551642__1.1551642	853__A0A3E2V168__FAEPRAM212_00929
ERR1913073.1551773__1.1551773	40518__R5DXI4__DXD86_07420
ERR1913073.1551781__1.1551781	40518__R5DZM6__lytR_3
ERR1913073.1551783__1.1551783	214856__A0A174ZEF7__mboIIM_1
ERR1913073.1551791__1.1551791	1680__A0A0C2YPV2__AL0462_1474
ERR1913073.1552096__1.1552096	1263109__GCA_000438135.1_00641
ERR1913073.1552154__1.1552154	1263109__GCA_000438135.1_01395
ERR1913073.1552175__1.1552175	39491__A0A173VYV1__DXC13_02710
ERR1913073.1552276__1.1552276	1318__A0A0F3H7R9__HMPREF9626_1990
ERR1913073.1552363__1.1552363	853__A0A2A7AXC8__C4N21_14120
ERR1913073.1552394__1.1552394	39491__A0A174LTW7__DXD13_08720
ERR1913073.1552554__1.1552554	821__A0A174WBC9__ERS852556_03145
ERR1913073.1552626__1.1552626	28117__B0MWP2__ALIPUT_01468
ERR1913073.1552730__1.1552730	1263109__GCA_000438135.1_01593
ERR1913073.1552778__1.1552778	39491__A0A395ZHW9__DXC13_02590
ERR1913073.1552802__1.1552802	820__A0A173WUD7__DXB48_08055
ERR1913073.1552876__1.1552876	1150298__A0A174J629__ERS852498_00833
ERR1913073.1552958__1.1552958	905__D2RKU4__SAMN02910455_01054
ERR1913073.1552962__1.1552962	1150298__A0A174DSD1__dacB_3
ERR1913073.1553040__1.1553040	39488__A0A285PVH6__EUBHAL_00530
ERR1913073.1553069__1.1553069	39491__A0A395ZHW3__ERS852417_01359
ERR1913073.1553178__1.1553178	40518__R5DU52__RB5AMG_02245
ERR1913073.1553206__1.1553206	100886__E2NR13__CATMIT_01017
ERR1913073.1553216__1.1553216	853__A0A173T6P2__DWZ46_14595
ERR1913073.1553254__1.1553254	166486__C7G8R8__ROSINTL182_06294
ERR1913073.1553470__1.1553470	357276__D1JY58__BACDOR_04277
ERR1913073.1553556__1.1553556	1150298__R7JU97__ERS852498_02579
ERR1913073.1553562__1.1553562	1262536__GeneID:16385454
ERR1913073.1553605__1.1553605	40518__R5DX31__DXD86_09775
ERR1913073.1553692__1.1553692	28117__B0MTY2__BHV66_06485
ERR1913073.1553787__1.1553787	39491__A0A395ZE48__DXB76_02395
ERR1913073.1553894__1.1553894	1150298__R7JT16__ERS852498_00500
ERR1913073.1553925__1.1553925	39492__D4MMN2__EUBSIR_00964
ERR1913073.1554063__1.1554063	1680__R5GKP2__DXD60_06200
ERR1913073.1554044__1.1554044	1150298__R7JSE8__coaX_1
ERR1913073.1554240__1.1554240	1150298__A0A174KW35__cbbX
ERR1913073.1554296__1.1554296	487174__K0XES7__HMPREF9448_00566
ERR1913073.1554275__1.1554275	33043__D5HIL8__ERS852386_02009
ERR1913073.1554342__1.1554342	39491__A0A395UZ82__EUR_31520
ERR1913073.1554461__1.1554461	823__A0A355XLT7__HMPREF1075_03402
ERR1913073.1554444__1.1554444	1263109__GCA_000438135.1_00480
ERR1913073.1554471__1.1554471	40518__R5E1X3__clcA
ERR1913073.1554511__1.1554511	39491__A0A395ZE48__DXB76_02395
ERR1913073.1554631__1.1554631	40518__R5DU92__DXD93_03170
ERR1913073.1554703__1.1554703	28117__B0MWC6__BHV66_00965
ERR1913073.1554704__1.1554704	853__A0A173XRA8__CGS56_09290
ERR1913073.1554706__1.1554706	1150298__A0A174DU21__toxA_3
ERR1913073.1554723__1.1554723	39486__A0A3E4M8R7__mobB
ERR1913073.1554736__1.1554736	853__A0A173XRA8__CGS56_09290
ERR1913073.1554819__1.1554819	214856__A0A174G1M7__ERS852559_00594
ERR1913073.1554866__1.1554866	40518__R5E4X1__DXD93_05270
ERR1913073.1554918__1.1554918	818__A0A3E5HXH0__NCTC13706_02166
ERR1913073.1555012__1.1555012	1965631__A0A1Y4ADW2__B5F90_08150
ERR1913073.1555022__1.1555022	818__A0A139L1D5__BT_2967
ERR1913073.1555054__1.1555054	1304__A0A1V0GL68__CGZ74_06870
ERR1913073.1555078__1.1555078	410072__A0A173XQG6__ERS852574_01620
ERR1913073.1555160__1.1555160	1095727__A0A150NKL0__HMPREF1117_1784
ERR1913073.1555184__1.1555184	39491__A0A395V297__EUR_01010
ERR1913073.1555243__1.1555243	1680__R5GSL8__DXD60_03315
ERR1913073.1555330__1.1555330	216816__A0A133L1E2__ptsP
ERR1913073.1555310__1.1555310	821__A0A395US34__C5Z04_18975
ERR1913073.1555313__1.1555313	291644__U6RV10__ERS852428_00490
ERR1913073.1555348__1.1555348	853__A0A174BZY1__xerD_1
ERR1913073.1555374__1.1555374	1150298__A0A174RJU1__gsiA_4
ERR1913073.1555389__1.1555389	39491__A0A395ZE48__DXB76_02395
ERR1913073.1555511__1.1555511	853__A8S882__C4N23_07600
ERR1913073.1555617__1.1555617	1680__A0A374QDL4__LMG18897_0432
ERR1913073.1555634__1.1555634	1680__A0A087DLC6__C8077_00815
ERR1913073.1555694__1.1555694	573__A0A1D3KFM5__rbsC_6
ERR1913073.1555712__1.1555712	821__A0A174NM17__lacZ_6
ERR1913073.1555745__1.1555745	214856__A0A173ZSM1__ERS852447_00944
ERR1913073.1555761__1.1555761	328813__A0A1Y3QZD2__B5G41_09470
ERR1913073.1555812__1.1555812	820__A0A078S4C2__ERS417307_00828
ERR1913073.1555899__1.1555899	1304__C2LTN8__DL07_04840
ERR1913073.1555905__1.1555905	1262736__R5YXP7__BN496_01309
ERR1913073.1555936__1.1555936	1739341__E8K4V6__HMPREF2837_01410
ERR1913073.1556030__1.1556030	1304__F8LKP1__TZ99_00769
ERR1913073.1556035__1.1556035	39491__A0A395UYA6__EUBREC_0408
ERR1913073.1556105__1.1556105	40518__R5DXH2__DXD83_10135
ERR1913073.1556120__1.1556120	487174__R5FJY1__DDY40_07045
ERR1913073.1556130__1.1556130	39491__A0A395ZGU6__ERS852417_01456
ERR1913073.1556232__1.1556232	823__C7X996__DD466_12595
ERR1913073.1556244__1.1556244	40518__R5DTG5__RBATCC27255_00890
ERR1913073.1556306__1.1556306	1681__I3WKG9__BBJK_01327
ERR1913073.1556419__1.1556419	310298__B3JFK4__BACCOP_00654
ERR1913073.1556465__1.1556465	1150298__R7JTY5__ERS852406_02079
ERR1913073.1556503__1.1556503	823__A0A069S0G2__DXB14_03195
ERR1913073.1556544__1.1556544	1685__A0A2X0Z9D6__CYJ38_03705
ERR1913073.1556632__1.1556632	820__A0A396EUU8__luxQ_3
ERR1913073.1556649__1.1556649	328813__A0A1Y3R1R9__B5G41_09475
ERR1913073.1556690__1.1556690	40518__R5DXH2__DXD83_10135
ERR1913073.1556791__1.1556791	39491__A0A174K265__DXB76_05915
ERR1913073.1556869__1.1556869	1263109__GCA_000438135.1_01226
ERR1913073.1556882__1.1556882	216816__A0A1D7MV89__EK5BL_04715
ERR1913073.1557032__1.1557032	39491__R6UMS6__DXD13_07035
ERR1913073.1557047__1.1557047	28117__B0MXR1__BHV66_08035
ERR1913073.1557049__1.1557049	853__A0A173XRA8__CGS56_09290
ERR1913073.1557266__1.1557266	28117__B0MU76__ALIPUT_00202
ERR1913073.1557325__1.1557325	28117__B0MSS1__ALIPUT_00273
ERR1913073.1557330__1.1557330	40518__R5DS23__DXD86_01715
ERR1913073.1557493__1.1557493	40518__R5DU92__DXD93_03170
ERR1913073.1557500__1.1557500	40518__R5DVQ2__DXD93_00365
ERR1913073.1557513__1.1557513	33043__D5HHY4__luxQ_1
ERR1913073.1557520__1.1557520	28117__B0MYI9__BHV66_05415
ERR1913073.1557577__1.1557577	1739309__V8BAJ5__HMPREF2805_02210
ERR1913073.1557674__1.1557674	853__A0A174BA00__DW905_01145
ERR1913073.1557823__1.1557823	40518__R5DR39__mreB_2
ERR1913073.1557799__1.1557799	1304__A0A0Y1UXU5__NX99_02180
ERR1913073.1557881__1.1557881	39491__C4ZCV7__ERE_23110
ERR1913073.1557877__1.1557877	1263109__GCA_000438135.1_00036
ERR1913073.1558087__1.1558087	216816__D6DAZ0__DXD28_02040
ERR1913073.1558111__1.1558111	47678__R5U8S9__DW706_06260
ERR1913073.1558132__1.1558132	39491__C4Z9Y3__ERS852417_01808
ERR1913073.1558268__1.1558268	33043__A0A374K1H3__ykoD_2
ERR1913073.1558329__1.1558329	410072__A0A174PNM1__ERS852574_03155
ERR1913073.1558438__1.1558438	1680__R5GPK0__B0487_0620
ERR1913073.1558439__1.1558439	1304__A0A074JJW4__RSSL_00707
ERR1913073.1558518__1.1558518	1680__A0A374QDL4__LMG18897_0432
ERR1913073.1558598__1.1558598	1317__A0A2N6PS75__HMPREF9176_0867
ERR1913073.1558614__1.1558614	40518__R5DZM6__lytR_3
ERR1913073.1558687__1.1558687	410072__A0A174DIZ5__ERS852574_01258
ERR1913073.1558716__1.1558716	40518__R5DZM6__lytR_3
ERR1913073.1558793__1.1558793	39488__A0A174ALY3__ERS852450_00805
ERR1913073.1558823__1.1558823	28117__B0MWP2__ALIPUT_01468
ERR1913073.1558880__1.1558880	823__A0A174VHT1__DHP27_04775
ERR1913073.1558962__1.1558962	1304__J7SIV6__pspA_3
ERR1913073.1559027__1.1559027	218538__C9LNQ3__GCWU000321_01176
ERR1913073.1559167__1.1559167	39491__A0A396FNY7__LD38_16155
ERR1913073.1559211__1.1559211	40518__R5DLJ7__lytR_4
ERR1913073.1559298__1.1559298	39486__B0G8E1__HMPREF9457_00478
ERR1913073.1559384__1.1559384	820__A0A3E4VZT7__DXB48_16145
ERR1913073.1559388__1.1559388	853__A0A173T0Y8__CGS54_07215
ERR1913073.1559411__1.1559411	40518__R5E6Y7__DXD83_08230
ERR1913073.1559444__1.1559444	454154__G5SVN0__HMPREF9441_03447
ERR1913073.1559448__1.1559448	40518__R5DMC7__blaR1
ERR1913073.1559504__1.1559504	39491__A0A395ZDC6__addB
ERR1913073.1559607__1.1559607	310298__B3JH76__BACCOP_01230
ERR1913073.1559704__1.1559704	1150298__A0A173W9F4__ERS852498_02567
ERR1913073.1559716__1.1559716	821__A0A3E4KIM1__M097_3660
ERR1913073.1559761__1.1559761	1150298__A0A174LE54__cysA
ERR1913073.1559768__1.1559768	1680__A0A087DHN0__AL0462_1532
ERR1913073.1559800__1.1559800	28116__A0A1Y4PEX5__DXF98_25295
ERR1913073.1559790__1.1559790	39491__C4Z9K0__DXD95_07445
ERR1913073.1559827__1.1559827	1263109__GCA_000438135.1_01592
ERR1913073.1559966__1.1559966	214856__A0A174BBG7__ERS852447_01289
ERR1913073.1560081__1.1560081	39491__C4Z9Y3__ERS852417_01808
ERR1913073.1560099__1.1560099	39491__A0A396FS17__envC
ERR1913073.1560159__1.1560159	39488__A0A374NGR8__soj_6
ERR1913073.1560196__1.1560196	39491__A0A396FVC0__ERE_15900
ERR1913073.1560350__1.1560350	39485__A0A174YTX0__mro
ERR1913073.1560353__1.1560353	853__E2ZJT1__C4N23_03535
ERR1913073.1560360__1.1560360	820__A0A3E4G8F8__ERS852421_01645
ERR1913073.1560422__1.1560422	40518__R5DZI2__DXD93_06940
ERR1913073.1560445__1.1560445	1304__F8HCG1__SSALIVM18_03556
ERR1913073.1560490__1.1560490	1150298__R7JMX3__ERS852498_00681
ERR1913073.1560526__1.1560526	626933__H1DGX0__HMPREF9449_01506
ERR1913073.1560536__1.1560536	39491__A0A173VYV1__DXC13_02710
ERR1913073.1560553__1.1560553	214856__A0A174BE12__ERS852559_01398
ERR1913073.1560558__1.1560558	821__A0A0N7J7X2__SAMN04487923_101621
ERR1913073.1560565__1.1560565	1343__E8KT70__HMPREF9192_0647
ERR1913073.1560634__1.1560634	40518__R5E426__DXD93_04485
ERR1913073.1560710__1.1560710	1304__A0A2I1TLS3__DL07_03485
ERR1913073.1560788__1.1560788	1262992__R5D224__BN795_00203
ERR1913073.1560807__1.1560807	1304__C2LQE5__V471_05915
ERR1913073.1561015__1.1561015	74426__nrdD
ERR1913073.1561046__1.1561046	905__D2RKP9__SAMN02910455_01899
ERR1913073.1561008__1.1561008	39491__C4ZCH3__EUR_17560
ERR1913073.1561080__1.1561080	40518__R5E426__DXD93_04485
ERR1913073.1561081__1.1561081	1262746__R5S265__BN750_01952
ERR1913073.1561089__1.1561089	39491__A0A395V297__EUR_01010
ERR1913073.1561147__1.1561147	1263109__GCA_000438135.1_01435
ERR1913073.1561231__1.1561231	39491__A0A173SH34__EUR_24920
ERR1913073.1561330__1.1561330	39488__A0A285Q0V4__paaK_1
ERR1913073.1561374__1.1561374	28117__B0MST6__BHV66_06090
ERR1913073.1561506__1.1561506	216816__B7GP87__HMPREF0177_01055
ERR1913073.1561519__1.1561519	1263109__GCA_000438135.1_01419
ERR1913073.1561557__1.1561557	1263107__GCA_000436995.1_00014
ERR1913073.1561669__1.1561669	1656__F2UUD2__HMPREF0059_00028
ERR1913073.1561677__1.1561677	310298__B3JFH4__BACCOP_00624
