ERR1913153.510__1.510	454155__G5SS31__HMPREF9442_03407
ERR1913153.656341__1.656341	626933__H1DGX0__HMPREF9449_01506
ERR1913153.656413__1.656413	47678__A0A3E5B7J9__HMPREF1061_03888
ERR1913153.656370__1.656370	360807__C0FSM3__ROSEINA2194_01739
ERR1913153.656359__1.656359	394340__metG_1
ERR1913153.656418__1.656418	360807__A0A0M6X0N3__ROSEINA2194_03482
ERR1913153.656499__1.656499	39491__A0A396FUZ3__phoR_1
ERR1913153.656551__1.656551	853__A0A174C5M1__CGS58_04460
ERR1913153.656636__1.656636	310298__B3JQJ5__BACCOP_04231
ERR1913153.656667__1.656667	100886__A0A174JLG1__ybbH_2
ERR1913153.656716__1.656716	216816__E8MVM4__APC1480_1562
ERR1913153.656746__1.656746	820__A0A139K5E7__DXC68_09550
ERR1913153.656892__1.656892	216816__B7GQF0__CE170_00160
ERR1913153.657124__1.657124	40518__R5E550__aroK
ERR1913153.657053__1.657053	301301__A0A395V6S0__dosP
ERR1913153.657056__1.657056	1262911__R6GMZ7__BN557_01741
ERR1913153.657168__1.657168	338188__C9KSV8__BACFIN_05392
ERR1913153.657559__1.657559	820__R7E9Z4__DXC68_06065
ERR1913153.657673__1.657673	357276__B6VT86__IY41_22515
ERR1913153.657783__1.657783	40518__R5DXH2__DXD83_10135
ERR1913153.657787__1.657787	28111__R5JRR0__NCTC11155_01063
ERR1913153.657823__1.657823	39491__A0A395V5L2__ERE_28270
ERR1913153.657998__1.657998	301302__R5VGE0__ERS852420_00121
ERR1913153.658100__1.658100	47678__A5ZG68__ERS852494_02968
ERR1913153.658072__1.658072	166486__C7GCP5__ROSINTL182_07683
ERR1913153.658107__1.658107	487174__K0X3V7__DIT83_01400
ERR1913153.658367__1.658367	28111__E5WYC3__NCTC11155_03517
ERR1913153.658372__1.658372	46503__B7B776__DXB85_00355
ERR1913153.658514__1.658514	820__A7V470__HMPREF1072_02076
ERR1913153.658550__1.658550	1796613__A0A3A9BZY7__A4V03_19925
ERR1913153.658693__1.658693	40518__R5DME2__DXD86_07315
ERR1913153.658830__1.658830	823__A0A355XN73__DXC05_07000
ERR1913153.659177__1.659177	1262911__R6GLF4__BN557_01493
ERR1913153.659288__1.659288	33043__D5HIS6__ERS852575_02019
ERR1913153.659396__1.659396	1262911__R6GXH0__BN557_00389
ERR1913153.659554__1.659554	74426__nrdD
ERR1913153.659576__1.659576	1262886__R6Q989__BN563_01287
ERR1913153.659723__1.659723	820__A0A3E4G2R7__DXC07_00510
ERR1913153.659731__1.659731	40518__R5DZB3__RB5AMG_01719
ERR1913153.660256__1.660256	1262743__R5C054__BN727_01980
ERR1913153.660413__1.660413	39491__D4JMW8__ERS852497_01971
ERR1913153.660530__1.660530	820__A0A173WZS4__DXD90_10250
ERR1913153.660553__1.660553	301302__A0A0M6WB38__ERS852420_00286
ERR1913153.660573__1.660573	40518__R5DRG6__ylbJ
ERR1913153.660729__1.660729	88431__A0A174G8Q6__ERS852526_02711
ERR1913153.660855__1.660855	39491__A0A396FBR6__DXC13_08575
ERR1913153.661117__1.661117	820__A7VAR9__ERS852421_00197
ERR1913153.661188__1.661188	116085__D4J832__DW747_06245
ERR1913153.661233__1.661233	39491__A0A396FJJ9__DXB76_11995
ERR1913153.661276__1.661276	28117__R7JJM9__ALIPUT_00662
ERR1913153.661415__1.661415	1150298__A0A174HYM9__ERS852406_01664
ERR1913153.661423__1.661423	544645__A0A3E4T912__DXC42_08280
ERR1913153.661441__1.661441	410072__A0A173W715__cynR_4
ERR1913153.661520__1.661520	552398__F4XCQ4__HMPREF0866_01621
ERR1913153.661773__1.661773	454155__F3QX23__HMPREF9442_02757
ERR1913153.661852__1.661852	387090__S0F8B2__BACCOPRO_02129
ERR1913153.661931__1.661931	820__A7UYX8__DXD40_11635
ERR1913153.661991__1.661991	88431__A0A174UTT9__clcA
ERR1913153.662072__1.662072	820__A0A174QLF0__SAMN05444418_109151
ERR1913153.662078__1.662078	39492__D4JSS2__EUBSIR_00553
ERR1913153.662170__1.662170	1262886__R6REM1__BN563_00995
ERR1913153.662172__1.662172	821__A0A174V2F3__NCTC10583_01474
ERR1913153.662194__1.662194	39491__A0A396FKI6__mltF
ERR1913153.662206__1.662206	216816__B3DU85__APC1504_0160
ERR1913153.662277__1.662277	1150298__R7JT16__ERS852498_00500
ERR1913153.662279__1.662279	823__A0A174UR44__M095_2641
ERR1913153.662367__1.662367	454154__G5ST89__HMPREF9441_02589
ERR1913153.662436__1.662436	1262911__R6GI18__BN557_01377
ERR1913153.662446__1.662446	39486__R6TFT5__DXB36_01825
ERR1913153.662477__1.662477	33025__A0A395JBU5__C8D73_10423
ERR1913153.662564__1.662564	40518__R5DME2__DXD86_07315
ERR1913153.662625__1.662625	40518__R5DUG7__sbcC
ERR1913153.662808__1.662808	40518__R5DZE2__DXD86_07400
ERR1913153.662822__1.662822	29361__B6FRT6__CLONEX_02860
ERR1913153.662927__1.662927	33043__A8SWM2__ERS852575_01910
ERR1913153.662881__1.662881	39491__A0A173TM76__DXB72_10535
ERR1913153.663014__1.663014	1263005__R6EU62__BN497_00984
ERR1913153.663015__1.663015	28116__A7LS02__DXF98_24100
ERR1913153.663154__1.663154	301302__A0A173S3L8__vpr
ERR1913153.663259__1.663259	1150298__A0A174Q6Q0__ERS852406_00063
ERR1913153.663237__1.663237	33043__D5HHT2__ERS852445_02796
ERR1913153.663496__1.663496	40518__R5E1X3__clcA
ERR1913153.663582__1.663582	820__A7V9F9__B5G17_14640
ERR1913153.663683__1.663683	40518__R5DS23__DXD86_01715
ERR1913153.663944__1.663944	33043__D5HFA1__ERS852400_02183
ERR1913153.664105__1.664105	40518__R5DVL2__penA
ERR1913153.664083__1.664083	216816__C2GSX7__DD678_03555
ERR1913153.664219__1.664219	853__A0A173XRA8__CGS56_09290
ERR1913153.664387__1.664387	301302__R5VEI6__cysA_2
ERR1913153.664399__1.664399	28116__A0A1Y4Q112__evgS_13
ERR1913153.664455__1.664455	46228__V8CCW7__DXD17_07330
ERR1913153.664465__1.664465	820__A0A3E5E9Y8__DXD90_09110
ERR1913153.664504__1.664504	649756__L1PTR0__ERS852425_01325
ERR1913153.664604__1.664604	218538__C9LR41__GCWU000321_00309
ERR1913153.664784__1.664784	1262911__R6GTZ4__BN557_01440
ERR1913153.664891__1.664891	291645__I8WZT8__HMPREF1068_04327
ERR1913153.664911__1.664911	1150298__A0A174J629__ERS852498_00833
ERR1913153.664937__1.664937	39491__C4ZHS4__EUR_24420
ERR1913153.664964__1.664964	1150298__A0A174S2H3__spoIIQ
ERR1913153.665065__1.665065	487174__K0WTQ3__HMPREF9448_02140
ERR1913153.665138__1.665138	28052__A0A174HY73__ERS852451_01605
ERR1913153.665250__1.665250	47678__R5UMC3__CGC64_08380
ERR1913153.665284__1.665284	1150298__A0A174KW35__cbbX
ERR1913153.665261__1.665261	487174__K0XL35__DDY40_11955
ERR1913153.665265__1.665265	39488__A0A173U8N3__yhbU_1
ERR1913153.665474__1.665474	853__A0A173T6P2__DWZ46_14595
ERR1913153.665530__1.665530	301302__R5UVR7__ERS852420_00118
ERR1913153.665534__1.665534	821__A0A3E4XY72__NCTC10583_01067
ERR1913153.665699__1.665699	572010__rpoB
ERR1913153.665766__1.665766	1262992__R5CXM7__BN795_01016
ERR1913153.666216__1.666216	820__A0A3E4G826__C801_01612
ERR1913153.666243__1.666243	626933__H1DGX0__HMPREF9449_01506
ERR1913153.666279__1.666279	28116__D6D0T8__DXA80_14760
ERR1913153.666338__1.666338	239935__A0A2N8I365__CXU20_11690
ERR1913153.666615__1.666615	216816__B7GP87__HMPREF0177_01055
ERR1913153.666618__1.666618	820__A0A139K024__B5G17_02060
ERR1913153.666716__1.666716	649756__L1QAG6__etfB_5
ERR1913153.666660__1.666660	1262911__R6H2J2__BN557_01228
ERR1913153.667025__1.667025	1263044__GCA_000433375.1_01146
ERR1913153.666994__1.666994	39496__A5Z5I2__EUBVEN_00963
ERR1913153.667060__1.667060	454155__F3QSU2__HMPREF9442_01256
ERR1913153.667062__1.667062	39491__A0A396FQV7__T1815_10751
ERR1913153.667237__1.667237	40518__R5DZE2__DXD86_07400
ERR1913153.667415__1.667415	1150298__R7JUX4__ERS852535_02669
ERR1913153.667612__1.667612	28111__E5WVI9__BACEGG_03583
ERR1913153.667830__1.667830	29361__B6FKH5__CLONEX_00621
ERR1913153.667843__1.667843	216816__C2GUV2__APC1478_0430
ERR1913153.667852__1.667852	39491__A0A395UWZ1__DXC13_02175
ERR1913153.668122__1.668122	1262911__R6H212__BN557_01031
ERR1913153.668247__1.668247	166486__A0A1Q6S852__ERS852572_03466
ERR1913153.668392__1.668392	1262743__R5C054__BN727_01980
ERR1913153.668414__1.668414	39491__A0A396FI89__DXD95_01300
ERR1913153.668585__1.668585	40518__R5E6X5__sbcD
ERR1913153.668535__1.668535	1680__A0A0C2YPV2__AL0462_1474
ERR1913153.668665__1.668665	1965646__A0A1Y3W8D6__B5G10_11445
ERR1913153.668793__1.668793	204516__U6RDD8__HMPREF1534_02559
ERR1913153.668805__1.668805	301302__R5UNC5__M72_02681
ERR1913153.668871__1.668871	1262886__R6Q989__BN563_01287
ERR1913153.668878__1.668878	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913153.668960__1.668960	823__A0A355XLQ9__DXC05_02185
ERR1913153.668995__1.668995	39485__C4Z1Y9__EUBELI_00143
ERR1913153.669003__1.669003	33043__D5HHY4__luxQ_1
ERR1913153.669032__1.669032	1150298__A0A174DTK6__ERS852498_00510
ERR1913153.669160__1.669160	46503__B7B776__DXB85_00355
ERR1913153.669261__1.669261	88431__A0A174MAX1__ERS852423_01871
ERR1913153.669242__1.669242	853__A0A174UDE9__C4N25_12775
ERR1913153.669355__1.669355	1262911__R6GU62__BN557_01488
ERR1913153.669439__1.669439	301302__A0A173SJJ1__ERS852420_01411
ERR1913153.669411__1.669411	821__A0A174AYT0__DXC02_03530
ERR1913153.669413__1.669413	46503__R6WPS1__lepB
ERR1913153.669855__1.669855	39491__A0A173U130__ERE_16110
ERR1913153.669880__1.669880	384638__B7ASI3__BACPEC_02038
ERR1913153.669970__1.669970	1262911__R6GZX7__BN557_00838
ERR1913153.670271__1.670271	39491__A0A395ZGE4__ERS852497_01269
ERR1913153.670384__1.670384	39485__C4Z390__EUBELI_01689
ERR1913153.670418__1.670418	853__A0A3E2V168__FAEPRAM212_00929
ERR1913153.670474__1.670474	166486__D4KX00__ROSINTL182_07577
ERR1913153.670624__1.670624	1150298__A0A174PA84__sigM
ERR1913153.670676__1.670676	40518__R5DXH2__DXD83_10135
ERR1913153.670942__1.670942	338188__R6D6U2__ERS852397_02840
ERR1913153.671036__1.671036	820__A0A3E4RTP0__C801_01067
ERR1913153.671082__1.671082	820__A7V470__HMPREF1072_02076
ERR1913153.671157__1.671157	1150298__R7JUS2__ERS852498_02193
ERR1913153.671213__1.671213	1150298__A0A174HXS4__ERS852498_00503
ERR1913153.671407__1.671407	418240__A0A173XS00__ERS852523_04383
ERR1913153.671732__1.671732	823__A0A1Y4I349__DXB14_09300
ERR1913153.671846__1.671846	301302__A0A173SUI7__M72_11091
ERR1913153.671984__1.671984	33025__A0A395JD30__C8D73_101259
ERR1913153.672049__1.672049	1262753__R5AWK0__BN813_01056
ERR1913153.672174__1.672174	1628085__A0A374VPL1__C7386_10315
ERR1913153.672175__1.672175	387090__S0F8B2__BACCOPRO_02129
ERR1913153.672245__1.672245	40518__R5DP21__RBATCC27255_00348
ERR1913153.672476__1.672476	39492__D4JSD3__EUBSIR_00131
ERR1913153.672491__1.672491	823__A0A395YX30__M090_4590
ERR1913153.672527__1.672527	40519__U2MCQ8__RUMCAL_00556
ERR1913153.672855__1.672855	823__A0A174XJM9__CEQ22_007230
ERR1913153.672882__1.672882	40518__R5DT93__DXD86_08730
ERR1913153.672884__1.672884	410072__A0A173WD04__penA_2
ERR1913153.672901__1.672901	28117__B0MTV5__BHV66_06415
ERR1913153.672997__1.672997	1263000__R5EXT3__BN466_02213
ERR1913153.673125__1.673125	626933__H1DGX0__HMPREF9449_01506
ERR1913153.673240__1.673240	39491__A0A2U2EKL1__ERS852580_00911
ERR1913153.673293__1.673293	820__A0A374QGD2__ERS852421_02382
ERR1913153.673416__1.673416	39491__A0A395V0H6__ERS852580_02570
ERR1913153.673678__1.673678	40518__R5E6G1__DXD83_06815
ERR1913153.673806__1.673806	1862668__GCA_001945525.1_00021
ERR1913153.673975__1.673975	33043__D5HF53__ERS852386_02418
ERR1913153.674007__1.674007	1150298__A0A174IJY8__ERS852498_03324
ERR1913153.673989__1.673989	301302__R5VEI6__cysA_2
ERR1913153.674101__1.674101	100886__E2NPP5__ERS852383_04075
ERR1913153.674219__1.674219	454154__G5SVT0__HMPREF9441_03497
ERR1913153.674269__1.674269	301302__A0A0M6WJW1__ERS852420_02245
ERR1913153.674365__1.674365	28111__E5X237__NCTC11155_00628
ERR1913153.674455__1.674455	1150298__R7JUV3__yfnB
ERR1913153.674605__1.674605	40518__R5DR39__mreB_2
ERR1913153.675014__1.675014	39496__A5ZAL3__EUBVEN_02760
ERR1913153.675408__1.675408	216816__A0A2U0BT35__BL1206_1860
ERR1913153.675439__1.675439	1150298__A0A174PHI0__ERS852498_00826
ERR1913153.675542__1.675542	820__A0A374QGD2__ERS852421_02382
ERR1913153.675555__1.675555	40518__R5DZ16__DXD86_01455
ERR1913153.675591__1.675591	39491__A0A395ZEN3__DXD95_12655
ERR1913153.675613__1.675613	1262886__R6QGP2__BN563_00323
ERR1913153.675641__1.675641	40518__R5E1X3__clcA
ERR1913153.675721__1.675721	1262886__R6QCG3__BN563_00145
ERR1913153.675838__1.675838	2108523__A0A2P2F7L3__LAWASA_1995
ERR1913153.675865__1.675865	46228__V8C458__DXD17_08090
ERR1913153.675966__1.675966	46503__R6X1R0__ERS852463_00596
ERR1913153.675988__1.675988	371601__A0A139LNM6__BN891_32770
ERR1913153.675992__1.675992	40518__R5E282__DXD86_08940
ERR1913153.676031__1.676031	33043__A0A174AEP1__apr
ERR1913153.676318__1.676318	821__A0A396EVC9__DXB90_03525
ERR1913153.676263__1.676263	40518__R5DY98__mepA_5
ERR1913153.676518__1.676518	1262911__R6H0U7__BN557_01104
ERR1913153.676555__1.676555	88431__A6BFJ3__ERS852408_01680
ERR1913153.676831__1.676831	40518__R5DPI9__DXD83_07375
ERR1913153.676863__1.676863	46503__A7AG59__ERS852463_00349
ERR1913153.676919__1.676919	1897011__A0A1Q6RGC2__BHW41_02765
ERR1913153.676952__1.676952	47678__R5USS6__C5Z00_03300
ERR1913153.677004__1.677004	1262743__R5C054__BN727_01980
ERR1913153.676967__1.676967	820__A7V9F9__B5G17_14640
ERR1913153.677306__1.677306	28117__B0MWH8__BHV66_01330
ERR1913153.677524__1.677524	820__A0A3E4VZT7__DXB48_16145
ERR1913153.677650__1.677650	46503__R6X607__HMPREF1060_03545
ERR1913153.677660__1.677660	28111__R5JQQ7__NCTC11155_02278
ERR1913153.677695__1.677695	1897011__A0A1Q6RC19__BHW41_06415
ERR1913153.677708__1.677708	40518__R5E4V5__RBL263_01242
ERR1913153.677760__1.677760	29361__B6FKH5__CLONEX_00621
ERR1913153.677780__1.677780	820__A0A3E4RTP0__C801_01067
ERR1913153.677785__1.677785	204516__U6RFV1__HMPREF1534_02560
ERR1913153.677850__1.677850	2108523__A0A2P2F3W3__LAWASA_692
ERR1913153.678041__1.678041	818__A0A0P0F4D0__BT_2503
ERR1913153.678054__1.678054	823__D0T9E4__DHW69_09115
ERR1913153.678058__1.678058	1263005__R6F2S9__BN497_00836
ERR1913153.678067__1.678067	823__A6LHJ7__ERS852380_00253
ERR1913153.678077__1.678077	821__A6L0C7__ERS852556_03520
ERR1913153.678298__1.678298	820__R9I2U8__DXC68_09590
ERR1913153.678307__1.678307	39488__A0A174GS53__dnaC_1
ERR1913153.678353__1.678353	116085__D4J4J2__DW747_14050
ERR1913153.678363__1.678363	33043__A0A174CPX4__ERS852386_02360
ERR1913153.678432__1.678432	820__A0A3E4GFT8__HMPREF1073_03236
ERR1913153.678518__1.678518	40518__R5DX93__DXD93_03055
ERR1913153.678553__1.678553	853__A0A174CVG7__CGS58_09335
ERR1913153.678653__1.678653	1550024__A0A3B9WJ68__TQ39_07150
ERR1913153.678702__1.678702	40518__R5DYU1__DXD86_01160
ERR1913153.679105__1.679105	33025__A0A395JB30__C8D73_1034
ERR1913153.679131__1.679131	216816__A0A0A1GS44__BBG7_0558
ERR1913153.679185__1.679185	100886__E2NRN8__CATMIT_01243
ERR1913153.679362__1.679362	39491__C4Z9Y3__ERS852417_01808
ERR1913153.679444__1.679444	301302__R5UJR5__M72_06371
ERR1913153.679845__1.679845	28116__I9TDA4__BACOV975_03134
ERR1913153.679919__1.679919	47678__A5ZLX1__C5Z00_04825
ERR1913153.679935__1.679935	1150298__A0A174FT27__ERS852535_01803
ERR1913153.680003__1.680003	301302__R5V741__M72_13261
ERR1913153.680005__1.680005	651822__GCA_000210715.1_00753
ERR1913153.680116__1.680116	745368__A0A1T4YBA4__SAMN02745178_02873
ERR1913153.680200__1.680200	853__A0A2A7B1Y7__C7K05_11930
ERR1913153.680239__1.680239	820__A0A173YYG4__evgS_3
ERR1913153.680252__1.680252	853__A8SCP3__C4N26_07960
ERR1913153.680276__1.680276	1262911__R6GZX7__BN557_00838
ERR1913153.680298__1.680298	820__R9I3N4__M093_0061
ERR1913153.680532__1.680532	820__A0A3E4G8F8__ERS852421_01645
ERR1913153.680597__1.680597	88431__A0A174KCR9__DXB16_06030
ERR1913153.680599__1.680599	40518__R5DLJ7__lytR_4
ERR1913153.680684__1.680684	572010__dnaK2
ERR1913153.680858__1.680858	820__A0A3E4RUC4__DHU98_02635
ERR1913153.680874__1.680874	301302__R5UJV1__ERS852420_01672
ERR1913153.680884__1.680884	301302__R5V671__M72_27831
ERR1913153.680990__1.680990	821__A0A174RA14__M099_1655
ERR1913153.681120__1.681120	1680__A0A087DHN0__AL0462_1532
ERR1913153.681168__1.681168	239935__A0A139TTZ7__CXU14_07900
ERR1913153.681187__1.681187	47678__A5ZF31__DXB67_11050
ERR1913153.681210__1.681210	40518__R5E5W1__RBL263_01034
ERR1913153.681213__1.681213	33025__A0A395J9X4__C8D73_109106
ERR1913153.681207__1.681207	823__A0A078SYK6__DXB14_02485
ERR1913153.681310__1.681310	745368__A0A1T4XQT6__SAMN02745178_02143
ERR1913153.681318__1.681318	39491__A0A396FVC0__ERE_15900
ERR1913153.681488__1.681488	649756__A0A174SER1__HMPREF0369_00070
ERR1913153.681696__1.681696	1150298__A0A174SLE6__mlc_1
ERR1913153.681708__1.681708	1262911__R6H174__BN557_01246
ERR1913153.681718__1.681718	39486__B0G950__DXD50_13080
ERR1913153.681757__1.681757	820__A0A139K4W1__M093_0353
ERR1913153.681820__1.681820	1603888__A0A133SJQ2__HMPREF3201_00575
ERR1913153.681853__1.681853	40518__R5E6X5__sbcD
ERR1913153.681913__1.681913	40518__R5DYU1__DXD86_01160
ERR1913153.682029__1.682029	1262886__R6QQZ3__BN563_01270
ERR1913153.682065__1.682065	1262992__R5DC57__BN795_01509
ERR1913153.682147__1.682147	39491__D6E408__EUBREC_1466
ERR1913153.682362__1.682362	46503__R6WTN6__PARMER_00136
ERR1913153.682414__1.682414	821__A0A174AYT0__DXC02_03530
ERR1913153.682492__1.682492	357276__A0A076IRZ5__BACDOR_00630
ERR1913153.682628__1.682628	39491__A0A173TFQ1__rsmF
ERR1913153.682736__1.682736	360807__C0FWL1__RIL183_24711
ERR1913153.682787__1.682787	820__A0A396CMY7__HMPREF1072_03009
ERR1913153.682813__1.682813	1150298__A0A174TDE7__ERS852535_00299
ERR1913153.682824__1.682824	1150298__R7JNQ8__ERS852406_00857
ERR1913153.682845__1.682845	40518__R5DP21__RBATCC27255_00348
ERR1913153.682961__1.682961	39491__A0A395V5R3__EUBREC_1883
ERR1913153.683274__1.683274	39496__A5Z5I2__EUBVEN_00963
ERR1913153.683309__1.683309	239935__B2URL9__CXU12_02290
ERR1913153.683311__1.683311	310298__B3JQJ5__BACCOP_04231
ERR1913153.683350__1.683350	487174__K0X3H8__HMPREF9448_02822
ERR1913153.683423__1.683423	1680__A0A0B5BL52__ERS852382_00480
ERR1913153.683572__1.683572	39492__D4JRV7__EUBSIR_01513
ERR1913153.683606__1.683606	1262535__GeneID:16385017
ERR1913153.683608__1.683608	301302__A0A173R048__M72_22311
ERR1913153.683614__1.683614	1150298__A0A174GH24__ERS852406_02992
ERR1913153.683791__1.683791	1628085__A0A2U1BCH3__C7386_10746
ERR1913153.683903__1.683903	216816__C2GW26__chb
ERR1913153.684090__1.684090	40518__R5DWQ2__DXD93_03810
ERR1913153.684101__1.684101	40518__R5DXH2__DXD83_10135
ERR1913153.684247__1.684247	821__A0A174WBC9__ERS852556_03145
ERR1913153.684256__1.684256	216816__B3DRY8__DPC6320_0936
ERR1913153.684307__1.684307	40518__R5DME2__DXD86_07315
ERR1913153.684680__1.684680	39491__A0A395UWZ1__DXC13_02175
ERR1913153.684858__1.684858	1150298__A0A174L2G3__ERS852498_01371
ERR1913153.684876__1.684876	410072__A0A174AQ98__COPCOM_03377
ERR1913153.685024__1.685024	28111__R5JUK8__NCTC11155_02515
ERR1913153.685245__1.685245	1263000__R5EKG2__BN466_02040
ERR1913153.685291__1.685291	40518__R5E4X1__DXD93_05270
ERR1913153.685294__1.685294	1150298__A0A174PZ15__lytA
ERR1913153.685488__1.685488	1262886__R6Q953__BN563_01252
ERR1913153.685625__1.685625	33043__D5HFE3__lacR
ERR1913153.685967__1.685967	39492__D4JUR4__ERS852540_01427
ERR1913153.686174__1.686174	821__A0A0P0LQT3__DXC03_05050
ERR1913153.686221__1.686221	1550024__G9RP65__ASJ35_11645
ERR1913153.686274__1.686274	39491__A0A396FKI0__DXC13_11560
ERR1913153.686301__1.686301	357276__A0A076II57__GV66_07710
ERR1913153.686590__1.686590	820__A0A174A6K0__M093_0079
ERR1913153.686633__1.686633	40518__R5DWB0__DXD86_00925
ERR1913153.686841__1.686841	166486__D4L398__ERS852572_03633
ERR1913153.686874__1.686874	270498__A0A0M2NEL5__CHK_2989
ERR1913153.687070__1.687070	820__A7V9F9__B5G17_14640
ERR1913153.687167__1.687167	28111__E5X237__NCTC11155_00628
ERR1913153.687219__1.687219	47678__R5U9Z0__HMPREF1061_03210
ERR1913153.687340__1.687340	820__A0A174DZ97__SAMN05444418_101240
ERR1913153.687413__1.687413	328814__GCA_004558275.1_00033
ERR1913153.687448__1.687448	47678__R5UT79__ERS852558_03890
ERR1913153.687666__1.687666	29348__B1C4D9__B5E98_06865
ERR1913153.687722__1.687722	552398__F4XCR9__HMPREF0866_01636
ERR1913153.687864__1.687864	1150298__R7JXP3__ERS852535_00653
ERR1913153.687841__1.687841	338188__A0A174ETX3__ERS852397_01955
ERR1913153.687849__1.687849	823__A6LB62__B5F32_04550
ERR1913153.687991__1.687991	40518__R5DTG5__RBATCC27255_00890
ERR1913153.688009__1.688009	360807__A0A173T236__RIL183_24471
ERR1913153.688150__1.688150	821__A0A174WBC9__ERS852556_03145
ERR1913153.688263__1.688263	460384__A0A1I0IRQ4__C7256_17670
ERR1913153.688344__1.688344	823__A0A174KUS4__araC_7
ERR1913153.688526__1.688526	821__A0A395VLM8__BvMPK_3650
ERR1913153.688654__1.688654	1262886__R6RCG0__BN563_00376
ERR1913153.688758__1.688758	853__A0A2A7B1Y7__C7K05_11930
ERR1913153.688808__1.688808	394340__atpA
ERR1913153.688886__1.688886	39491__A0A395UYA6__EUBREC_0408
ERR1913153.688965__1.688965	46228__B5CPY3__DXD17_03535
ERR1913153.689184__1.689184	40518__R5DXH2__DXD83_10135
ERR1913153.689323__1.689323	116085__D4J595__DW747_06900
ERR1913153.689292__1.689292	1150298__A0A174Q6Q0__ERS852406_00063
ERR1913153.689379__1.689379	39492__D4MIK7__EUBSIR_00676
ERR1913153.690256__1.690256	820__A0A173W419__DXC68_17760
ERR1913153.690265__1.690265	823__A0A355XN73__DXC05_07000
ERR1913153.690276__1.690276	100886__E2NQ04__CATMIT_00655
ERR1913153.690281__1.690281	454154__G5SWP8__HMPREF9441_03821
ERR1913153.690404__1.690404	1150298__A0A174BC67__ERS852498_00837
ERR1913153.690446__1.690446	88431__A0A174KCR9__DXB16_06030
ERR1913153.690529__1.690529	1150298__A0A174R918__ERS852535_01749
ERR1913153.690537__1.690537	1150298__A0A174S2H3__spoIIQ
ERR1913153.690538__1.690538	28117__B0MZ50__ALIPUT_02424
ERR1913153.690560__1.690560	39492__D4JR08__ERS852540_02467
ERR1913153.690978__1.690978	40518__R5DTH7__DXD83_02405
ERR1913153.690999__1.690999	823__A0A174DZM1__DDY96_10310
ERR1913153.691025__1.691025	100886__E2NUS9__ghrA
ERR1913153.691044__1.691044	626933__H1DGX0__HMPREF9449_01506
ERR1913153.691161__1.691161	216816__D6D9H5__APC1466_0493
ERR1913153.691184__1.691184	100886__E2NPD3__ERS852383_04249
ERR1913153.691237__1.691237	706562__GCA_900112995.1_02127
