ERR1913311.69__1.69	410072__A0A3E4GMB7__COPCOM_03357
ERR1913311.611018__1.611018	384639__GCA_003096855.1_01925
ERR1913311.611041__1.611041	33039__D4M5E1__ERS852577_03873
ERR1913311.611072__1.611072	853__A0A174CVG7__CGS58_09335
ERR1913311.611124__1.611124	46228__B5CP91__RUMLAC_01282
ERR1913311.611147__1.611147	1150298__A0A174PLY5__ERS852406_01056
ERR1913311.611246__1.611246	1263022__R6RSI1__BN652_00133
ERR1913311.611340__1.611340	853__A0A173YYY4__DWZ04_09420
ERR1913311.611418__1.611418	446660__GCA_003428235.1_00842
ERR1913311.611473__1.611473	46228__V8BM45__DXD17_14355
ERR1913311.611510__1.611510	1262889__R7H889__BN634_02048
ERR1913311.611868__1.611868	1263044__GCA_000433375.1_03426
ERR1913311.611893__1.611893	626933__H1DGX0__HMPREF9449_01506
ERR1913311.612125__1.612125	39492__A0A175A133__cycB_1
ERR1913311.612161__1.612161	1262882__R5MQ68__BN519_01178
ERR1913311.612222__1.612222	1105031__J1H3W2__HMPREF1141_2783
ERR1913311.612293__1.612293	371601__A0A3E4NKK5__B5E52_17685
ERR1913311.612317__1.612317	39492__D4JS87__EUBSIR_02328
ERR1913311.612363__1.612363	1262882__R5N708__BN519_00095
ERR1913311.612369__1.612369	371601__D6CXF7__BN891_50120
ERR1913311.612377__1.612377	1262911__R6H2J2__BN557_01228
ERR1913311.612465__1.612465	853__D4JY61__C4N21_10560
ERR1913311.612530__1.612530	39492__D4JU56__hemZ
ERR1913311.612704__1.612704	649756__A0A173SJN7__fgs_1
ERR1913311.612799__1.612799	301301__A0A395VC27__adaA_5
ERR1913311.612891__1.612891	1150298__A0A174SZP5__ERS852535_02327
ERR1913311.613013__1.613013	1262882__R5MIQ8__BN519_01036
ERR1913311.612969__1.612969	1262743__R5C054__BN727_01980
ERR1913311.612983__1.612983	246787__R6LGA6__tmoS_11
ERR1913311.613051__1.613051	39492__D4JQL8__ywpJ
ERR1913311.613116__1.613116	1262882__R5MQ68__BN519_01178
ERR1913311.613122__1.613122	46228__V8C3F9__HMPREF1202_01724
ERR1913311.613070__1.613070	357276__A0A076IXE0__HMPREF1064_04364
ERR1913311.613206__1.613206	39492__D4JSS2__EUBSIR_00553
ERR1913311.613221__1.613221	1262913__R7JLM0__BN646_02687
ERR1913311.613430__1.613430	46503__A7AHF6__ERS852463_02659
ERR1913311.613532__1.613532	39485__C4Z467__ERS852490_01684
ERR1913311.613575__1.613575	1262913__R7JL29__BN646_02715
ERR1913311.613806__1.613806	39485__A0A174YSU1__ERS852492_00576
ERR1913311.613828__1.613828	216816__D6ZXD1__APC1461_0104
ERR1913311.613871__1.613871	40518__R5DTW7__phoU
ERR1913311.613892__1.613892	1262882__R5MRT2__BN519_01494
ERR1913311.613907__1.613907	39492__B0MS79__ERS852540_01394
ERR1913311.614075__1.614075	39488__C0EVP9__ERS852450_03163
ERR1913311.614101__1.614101	39491__A0A2U2EED4__ERS852580_01584
ERR1913311.614228__1.614228	214856__R6Z4Q8__ERS852447_00885
ERR1913311.614234__1.614234	39492__D4MIY5__EUBSIR_00233
ERR1913311.614332__1.614332	1262882__R5N526__BN519_01603
ERR1913311.614398__1.614398	1150298__A0A174GQV8__ERS852406_02454
ERR1913311.614438__1.614438	649756__A0A173SZT9__ptsG_1
ERR1913311.614548__1.614548	371601__I9UPT6__B5E50_12390
ERR1913311.614566__1.614566	418240__A0A174UBH5__ERS852478_01387
ERR1913311.614597__1.614597	39491__A0A395V1R3__T1815_08181
ERR1913311.614845__1.614845	1680__A0A3E4SB79__BAD_1517
ERR1913311.614778__1.614778	1262882__R5MKL9__BN519_00353
ERR1913311.614808__1.614808	1262882__R5MGX3__BN519_00046
ERR1913311.614920__1.614920	1262924__R7HPY0__BN585_01950
ERR1913311.615039__1.615039	310297__R5VE18__DXD04_14500
ERR1913311.615112__1.615112	1680__A0A3E4SB79__BAD_1517
ERR1913311.615302__1.615302	39492__D4JU81__xseA
ERR1913311.615327__1.615327	1262924__R7HPC8__BN585_00139
ERR1913311.615388__1.615388	1262924__R7HPG6__BN585_00099
ERR1913311.615609__1.615609	216816__D6ZWI5__B5781_1661
ERR1913311.615654__1.615654	218538__C9LNQ3__GCWU000321_01176
ERR1913311.615845__1.615845	246787__A0A0P0GK12__BcellWH2_04154
ERR1913311.615939__1.615939	39492__D4JUR4__ERS852540_01427
ERR1913311.615971__1.615971	39491__A0A395V2P3__DXB69_08700
ERR1913311.616072__1.616072	39492__B0MP07__ERS852540_02083
ERR1913311.616046__1.616046	357276__A0A0M1W9N4__GV66_05135
ERR1913311.616150__1.616150	1262913__R7JGJ0__BN646_02173
ERR1913311.616157__1.616157	39485__A0A174Z551__glnL
ERR1913311.616331__1.616331	626932__G5H6U8__HMPREF9450_00658
ERR1913311.616397__1.616397	46228__V8C6B2__DXD17_09805
ERR1913311.616614__1.616614	1262913__R7JGU5__BN646_02158
ERR1913311.616647__1.616647	46228__B5CSZ6__HMPREF1202_01560
ERR1913311.616692__1.616692	301301__A0A395V5B0__ERS852391_02078
ERR1913311.616760__1.616760	338188__A0A174ETX3__ERS852397_01955
ERR1913311.616769__1.616769	1680__A0A0B5BL52__ERS852382_00480
ERR1913311.617161__1.617161	40518__R5DVL2__penA
ERR1913311.617181__1.617181	39485__A0A1Q6PGI3__ERS852492_02967
ERR1913311.617255__1.617255	301302__R5UMB3__M72_01421
ERR1913311.617287__1.617287	39492__A0A174ZL16__EUBSIR_01269
ERR1913311.617483__1.617483	1262889__R7HAQ6__BN634_02130
ERR1913311.617711__1.617711	28116__A0A1Y4PHM7__DXA80_25130
ERR1913311.617759__1.617759	1262913__R7JIX8__BN646_02491
ERR1913311.617923__1.617923	1262924__R7HQV3__BN585_00017
ERR1913311.618030__1.618030	1262882__R5MLE6__BN519_01423
ERR1913311.618138__1.618138	239935__A0A2N8IUW6__Amuc_1525
ERR1913311.618210__1.618210	1262882__R5MFY4__BN519_00529
ERR1913311.618262__1.618262	1262882__R5N3H1__BN519_01121
ERR1913311.618276__1.618276	1262882__R5MHQ8__BN519_00707
ERR1913311.618278__1.618278	214856__I3YPI7__pepD_1
ERR1913311.618324__1.618324	1150298__A0A174EM68__ERS852406_01867
ERR1913311.618349__1.618349	360807__A0A1Q6T5F3__ERS852392_00510
ERR1913311.618684__1.618684	1262882__R5N3H1__BN519_01121
ERR1913311.618721__1.618721	1262882__R5N3H1__BN519_01121
ERR1913311.618799__1.618799	371601__C3QR34__DXD03_22980
ERR1913311.619011__1.619011	33039__A0A173VTT4__frdB_1
ERR1913311.619191__1.619191	1262882__R5MMD8__BN519_01576
ERR1913311.619226__1.619226	357276__B6VVS0__HMPREF1064_03951
ERR1913311.619344__1.619344	1262924__R7HNL2__BN585_01068
ERR1913311.619460__1.619460	820__E5VA63__DXC80_01025
ERR1913311.619512__1.619512	357276__A0A0K2HI25__DXD47_04465
ERR1913311.619619__1.619619	1262989__R6YHS7__BN815_02113
ERR1913311.619637__1.619637	39492__D4JVG1__ERS852540_00951
ERR1913311.619679__1.619679	39492__D4JUL4__ERS852540_01381
ERR1913311.619780__1.619780	1262882__R5MFM2__BN519_00460
ERR1913311.619813__1.619813	357276__I9F327__DXD47_22495
ERR1913311.620096__1.620096	39492__D4JWA3__ERS852540_01332
ERR1913311.620130__1.620130	39492__D4JQX3__EUBSIR_01310
ERR1913311.620233__1.620233	1735__B7CCE4__EUBIFOR_01871
ERR1913311.620296__1.620296	39491__A0A395ZKJ0__DXD13_11010
ERR1913311.620436__1.620436	821__A6L0C7__ERS852556_03520
ERR1913311.620401__1.620401	39492__D4JU67__EUBSIR_00791
ERR1913311.620595__1.620595	1262882__R5MHQ8__BN519_00707
ERR1913311.620575__1.620575	39491__A0A173TAZ5__DXB99_09520
ERR1913311.620580__1.620580	39485__R5ZRN3__ERS852490_00208
ERR1913311.620629__1.620629	204516__U6RFB2__HMPREF1534_01733
ERR1913311.620696__1.620696	39492__D4JVC7__yfgF
ERR1913311.620859__1.620859	39492__A0A174ZL16__EUBSIR_01269
ERR1913311.620874__1.620874	39492__D4JU56__hemZ
ERR1913311.620999__1.620999	39491__A0A396FRE7__EUR_27520
ERR1913311.621049__1.621049	39492__D4JUR4__ERS852540_01427
ERR1913311.621056__1.621056	39491__A0A2U2EK03__ERE_28780
ERR1913311.621119__1.621119	338188__A0A174GJJ1__ERS852397_02405
ERR1913311.621294__1.621294	78257__A0A087CUE0__BSAE_1156
ERR1913311.621396__1.621396	1099853__U5CM58__NSB1T_09885
ERR1913311.621416__1.621416	626933__H1DGX0__HMPREF9449_01506
ERR1913311.621494__1.621494	1262882__R5MKV8__BN519_01281
ERR1913311.621588__1.621588	39492__B0MNL5__phoR_1
ERR1913311.621669__1.621669	1262882__R5MT08__BN519_01706
ERR1913311.621702__1.621702	1262913__R7JQL8__BN646_00411
ERR1913311.621713__1.621713	214856__A0A174A0R8__ERS852447_00998
ERR1913311.621720__1.621720	28116__A0A395VUS9__DXD69_03560
ERR1913311.621814__1.621814	301301__G2T5Z5__RHOM_15985
ERR1913311.621873__1.621873	1262913__R7JPP6__BN646_00416
ERR1913311.621928__1.621928	1262882__R5MZZ3__BN519_00482
ERR1913311.622137__1.622137	39492__D4MMZ8__ERS852540_01407
ERR1913311.622536__1.622536	35833__E5YAY4__HMPREF0179_03355
ERR1913311.622538__1.622538	1262882__R5MPJ1__BN519_01023
ERR1913311.622624__1.622624	39492__B0MN61__epsF_2
ERR1913311.622656__1.622656	39492__B0MPL6__EUBSIR_01779
ERR1913311.622731__1.622731	1262882__R5N5S3__BN519_00085
ERR1913311.622737__1.622737	410072__C0BAJ3__ERS852574_01527
ERR1913311.622928__1.622928	1304__T0SYC6__TZ98_01429
ERR1913311.622996__1.622996	39492__D4JTW7__EUBSIR_00859
ERR1913311.623098__1.623098	39492__D4JU31__ERS852540_00198
ERR1913311.623126__1.623126	39492__D4JWA3__ERS852540_01332
ERR1913311.623131__1.623131	1262992__R5D3T4__BN795_00483
ERR1913311.623165__1.623165	39491__C4ZC33__DXC13_11585
ERR1913311.623206__1.623206	46228__V8CHW6__DXD17_13890
ERR1913311.623286__1.623286	39491__A0A395ZBQ4__cph2_2
ERR1913311.623357__1.623357	371601__I9AAD2__B5E50_12410
ERR1913311.623393__1.623393	301301__A0A395V6Z6__ERS852391_00966
ERR1913311.623438__1.623438	39491__A0A395UWA3__DXB69_11805
ERR1913311.623482__1.623482	556259__E5C445__BSGG_0931
ERR1913311.623564__1.623564	28116__I9ST00__M088_5588
ERR1913311.623678__1.623678	46228__B5CSZ6__HMPREF1202_01560
ERR1913311.623681__1.623681	1262924__R7HQP2__BN585_01509
ERR1913311.623734__1.623734	301302__R5UIY5__M72_17461
ERR1913311.623765__1.623765	1150298__A0A174LKY6__ERS852535_00447
ERR1913311.624018__1.624018	1262882__R5MSI5__BN519_01596
ERR1913311.624052__1.624052	1262945__R6YFE7__BN600_01049
ERR1913311.624118__1.624118	1263000__R5EXT3__BN466_02213
ERR1913311.624130__1.624130	1262889__R7H9H9__BN634_02436
ERR1913311.624364__1.624364	40518__R5DW64__RBL236_01394
ERR1913311.624390__1.624390	39492__D4JRV7__EUBSIR_01513
ERR1913311.624535__1.624535	360807__A0A0M6WWU2__ERS852392_02262
ERR1913311.624753__1.624753	1262924__R7HU74__BN585_00690
ERR1913311.624761__1.624761	357276__I8WEZ6__BACDOR_02323
ERR1913311.624775__1.624775	626932__G5H617__HMPREF9450_00377
ERR1913311.624826__1.624826	1262924__R7HNL2__BN585_01068
ERR1913311.624857__1.624857	1262889__R7HCM3__BN634_01536
ERR1913311.625024__1.625024	39491__A0A395V397__EUR_09960
ERR1913311.625187__1.625187	1262924__R7HML0__BN585_01508
ERR1913311.625242__1.625242	28116__R6JAK2__DXD69_23875
ERR1913311.625312__1.625312	40518__R5DXH2__DXD83_10135
ERR1913311.625332__1.625332	371601__F7LA63__HMPREF1074_04288
ERR1913311.625487__1.625487	1262882__R5MGS8__BN519_00565
ERR1913311.625595__1.625595	1262913__R7JG60__BN646_02159
ERR1913311.625571__1.625571	40518__R5DTP7__DXD83_02415
ERR1913311.625583__1.625583	39485__A0A174YQX9__ERS852490_00864
ERR1913311.625919__1.625919	853__C7H7F5__DWZ46_01780
ERR1913311.626005__1.626005	39492__D4JVC7__yfgF
ERR1913311.626168__1.626168	1262911__R6GY22__BN557_00023
ERR1913311.626240__1.626240	47678__R5U3A7__ERS852494_02965
ERR1913311.626252__1.626252	371601__I9UPT6__B5E50_12390
ERR1913311.626317__1.626317	39492__D4JUS6__accD5
ERR1913311.626417__1.626417	1262924__R7HT04__BN585_00021
ERR1913311.626547__1.626547	1262924__R7HLJ5__BN585_01491
ERR1913311.626751__1.626751	371601__I9UUB0__SAMN04487924_11836
ERR1913311.626800__1.626800	39492__R6SPM9__pheT
ERR1913311.626820__1.626820	357276__A0A076J726__IY41_15030
ERR1913311.626955__1.626955	1262882__R5N587__BN519_01643
ERR1913311.626973__1.626973	39492__D4JQS6__ykoD
ERR1913311.627021__1.627021	1262882__R5MH82__BN519_00752
ERR1913311.627099__1.627099	649756__D4MY23__ERS852571_00200
ERR1913311.627115__1.627115	39492__D4JTF2__mutS2
ERR1913311.627120__1.627120	39488__A0A374NU89__ERS852578_02475
ERR1913311.627177__1.627177	239935__A0A2N8I9P4__CXT85_05050
ERR1913311.627172__1.627172	166486__D4L402__ROSINTL182_05182
ERR1913311.627493__1.627493	28116__F7LEX0__CUY_5042
ERR1913311.627519__1.627519	46228__B5CKX6__RUMLAC_00090
ERR1913311.627574__1.627574	1262882__R5N3T7__BN519_01188
ERR1913311.627643__1.627643	35833__E5YB45__HMPREF0179_03418
ERR1913311.627619__1.627619	387090__S0F8B2__BACCOPRO_02129
ERR1913311.627898__1.627898	35833__E5Y1J0__HMPREF0179_00049
ERR1913311.627923__1.627923	246787__A0A3D6AYV2__BcellWH2_03647
ERR1913311.628038__1.628038	556259__E5C614__BSGG_0177
ERR1913311.628052__1.628052	46228__B5CKX6__RUMLAC_00090
ERR1913311.628307__1.628307	410072__C0BC38__ERS852574_02017
ERR1913311.628331__1.628331	39491__D4JMW8__ERS852497_01971
ERR1913311.628563__1.628563	39492__D4JR08__ERS852540_02467
ERR1913311.628616__1.628616	1262924__R7HRJ9__BN585_00557
ERR1913311.628633__1.628633	39492__D4JRM9__bglB_2
ERR1913311.628708__1.628708	1262889__R7HGV8__BN634_01881
ERR1913311.628863__1.628863	1262913__R7JJ16__BN646_02185
ERR1913311.628874__1.628874	1262882__R5N1T9__BN519_00804
ERR1913311.628969__1.628969	544644__GCA_001915615.1_01915
ERR1913311.629036__1.629036	39492__D4MN06__EUBSIR_02672
ERR1913311.629048__1.629048	1262882__R5MKU2__BN519_01271
ERR1913311.629127__1.629127	39492__D4JUR4__ERS852540_01427
ERR1913311.629243__1.629243	39491__A0A396FGM9__fliU_1
ERR1913311.629334__1.629334	1262913__R7JDS4__BN646_01864
ERR1913311.629423__1.629423	371601__A0A1H4GP73__B5E50_17960
ERR1913311.629572__1.629572	239935__R6J9N8__CXT96_07990
ERR1913311.629614__1.629614	1150298__A0A174IJY8__ERS852498_03324
ERR1913311.629658__1.629658	39492__D4JTW7__EUBSIR_00859
ERR1913311.629729__1.629729	1262889__R7H8I0__BN634_00208
ERR1913311.629884__1.629884	214856__A0A174ZER9__ERS852559_00614
ERR1913311.629937__1.629937	46228__V8C9Y1__DXD17_09525
ERR1913311.629952__1.629952	39492__D4JRV7__EUBSIR_01513
ERR1913311.629958__1.629958	39492__D4JWJ4__EUBSIR_01090
ERR1913311.629993__1.629993	821__A0A395US34__C5Z04_18975
ERR1913311.630111__1.630111	1262882__R5MZZ3__BN519_00482
ERR1913311.630191__1.630191	853__A0A173TAZ8__DWZ46_14590
ERR1913311.630324__1.630324	1262743__R5C054__BN727_01980
ERR1913311.630405__1.630405	218538__C9LPD3__GCWU000321_01411
ERR1913311.630428__1.630428	39491__D6E558__DXB69_00810
ERR1913311.630450__1.630450	39492__D4MIK7__EUBSIR_00676
ERR1913311.630557__1.630557	39488__A0A173SKK4__ERS852578_01024
ERR1913311.630639__1.630639	821__A0A396EVC9__DXB90_03525
ERR1913311.630972__1.630972	626933__H1DGX0__HMPREF9449_01506
ERR1913311.631035__1.631035	1150298__R7JRU1__degA_3
ERR1913311.631145__1.631145	821__A0A395US34__C5Z04_18975
ERR1913311.631117__1.631117	301301__A0A395V683__RHOM_00495
ERR1913311.631247__1.631247	88431__A6BJD4__DXB16_02900
ERR1913311.631405__1.631405	246787__A0A3D6AWM8__BACCELL_01963
ERR1913311.631497__1.631497	39496__A5Z5I2__EUBVEN_00963
ERR1913311.631510__1.631510	39492__D4JRM4__tap_5
ERR1913311.631833__1.631833	487175__R5EH26__HMPREF9439_02210
ERR1913311.631840__1.631840	820__A0A374QGD2__ERS852421_02382
ERR1913311.631905__1.631905	1262924__R7HQN1__BN585_00550
ERR1913311.631964__1.631964	39492__D4JR08__ERS852540_02467
ERR1913311.632039__1.632039	39491__A0A396FKI0__DXC13_11560
ERR1913311.632176__1.632176	39492__D4JQL8__ywpJ
ERR1913311.632309__1.632309	1150298__A0A174RJU1__gsiA_4
ERR1913311.632340__1.632340	1099853__U5CBZ4__NSB1T_00950
ERR1913311.632351__1.632351	46228__V8BL81__DXD17_11825
ERR1913311.632767__1.632767	1262882__R5MRT2__BN519_01494
ERR1913311.632818__1.632818	39492__D4JUR4__ERS852540_01427
ERR1913311.632994__1.632994	649756__L1Q987__ERS852520_02359
ERR1913311.633184__1.633184	39492__D4JV38__EUBSIR_01205
ERR1913311.633281__1.633281	1150298__A0A174PA84__sigM
ERR1913311.633328__1.633328	394340__carB
ERR1913311.633438__1.633438	76489__A0A1E8EUC5__CLOACE_23150
ERR1913311.633461__1.633461	328814__GCA_004558275.1_01001
ERR1913311.633383__1.633383	823__A0A078TL61__ERS852429_00610
ERR1913311.633488__1.633488	357276__I9QBT4__GV66_09000
ERR1913311.633595__1.633595	1262882__R5N3T7__BN519_01188
ERR1913311.633758__1.633758	39492__D4JR31__EUBSIR_00106
ERR1913311.633788__1.633788	290054__A0A1T4NGJ6__SAMN02745114_01599
ERR1913311.633996__1.633996	39485__A0A174YNF6__lytR_1
ERR1913311.634207__1.634207	2108523__A0A2P2FDC5__LAWASA_4082
ERR1913311.634222__1.634222	39491__A0A396FIZ8__ERE_20410
ERR1913311.634296__1.634296	360807__A0A0M6WIL3__ERS852444_01365
ERR1913311.634303__1.634303	246787__A0A120A560__BACCELL_01375
ERR1913311.634404__1.634404	1262924__R7HRR0__BN585_00872
ERR1913311.634484__1.634484	39488__C0ETV2__DXD91_06795
ERR1913311.634496__1.634496	818__A0A2J6AAA9__NCTC10582_00162
ERR1913311.634573__1.634573	1262924__R7HU74__BN585_00690
ERR1913311.634623__1.634623	1262992__R5D6B7__BN795_00790
ERR1913311.634707__1.634707	39488__A0A174CH59__DXD91_12625
ERR1913311.634782__1.634782	2108523__A0A2P2FDD0__LAWASA_4016
ERR1913311.634831__1.634831	246787__R6LCL3__AA416_03522
ERR1913311.634907__1.634907	39491__A0A3E4E7C5__DXB69_03255
ERR1913311.634908__1.634908	39491__A0A396FKI0__DXC13_11560
ERR1913311.635041__1.635041	1262924__R7HMN2__BN585_01573
ERR1913311.635167__1.635167	2173__A0A1D2WRY2__Msm_1736
ERR1913311.635225__1.635225	1262924__R7HQD9__BN585_00129
ERR1913311.635267__1.635267	371601__D6CWZ8__CW3_1356
ERR1913311.635413__1.635413	39492__A0A175A133__cycB_1
ERR1913311.635434__1.635434	166486__C7GAX1__ERS852572_03188
ERR1913311.635504__1.635504	28116__A0A1Y4PWV4__C5Z02_15015
ERR1913311.635697__1.635697	39492__D4JV86__spoIIE
ERR1913311.635728__1.635728	39491__A0A395ZG74__licR
ERR1913311.635782__1.635782	1262882__R5N2U9__BN519_01221
ERR1913311.635812__1.635812	1735__A0A0E9EXE5__EUBIFOR_01739
ERR1913311.635944__1.635944	1150298__R7JMX3__ERS852498_00681
ERR1913311.636181__1.636181	384638__B7AN60__BACPEC_00112
ERR1913311.636347__1.636347	39492__D4JVC7__yfgF
ERR1913311.636369__1.636369	357276__I9RCD3__IY41_15070
ERR1913311.636423__1.636423	1262743__R5C054__BN727_01980
ERR1913311.636550__1.636550	301301__A0A395VBI2__RHOM_00545
ERR1913311.636608__1.636608	818__A0A174TT69__SAMN02910322_02680
ERR1913311.636577__1.636577	1849041__A0A3E2T6C0__DW086_01760
ERR1913311.636704__1.636704	40520__A5ZRI6__DXC87_12175
ERR1913311.636804__1.636804	35833__E5YBQ8__HMPREF0179_03632
ERR1913311.636933__1.636933	487174__K0X4Y9__DDY40_09115
ERR1913311.637107__1.637107	371601__A0A078QBF2__HMPREF1074_01001
ERR1913311.637109__1.637109	218538__C9LQ77__GCWU000321_01709
ERR1913311.637085__1.637085	165179__A0A3E5DN34__DXC61_07865
ERR1913311.637227__1.637227	1262911__R6H2J2__BN557_01228
ERR1913311.637277__1.637277	1262889__R7HAY6__BN634_02225
ERR1913311.637284__1.637284	40518__R5DYU1__DXD86_01160
ERR1913311.637375__1.637375	360807__C0FPV8__RIL183_29891
ERR1913311.637417__1.637417	74426__pflB_2
ERR1913311.637552__1.637552	1262882__R5MM10__BN519_01679
ERR1913311.637690__1.637690	1150298__A0A174N5I7__ERS852498_01953
ERR1913311.637723__1.637723	46228__V8C7P7__HMPREF1202_01523
ERR1913311.637756__1.637756	1897011__A0A1Q6RJV1__BHW41_00035
ERR1913311.637822__1.637822	1099853__R7DGQ8__NSB1T_04905
ERR1913311.637858__1.637858	40518__R5DSI5__fieF
ERR1913311.637913__1.637913	88431__A0A174GCE2__ERS852423_01397
ERR1913311.637936__1.637936	1262882__R5N0Q5__BN519_00642
ERR1913311.637962__1.637962	853__A0A173YYY4__DWZ04_09420
ERR1913311.637998__1.637998	39485__C4Z058__ERS852492_00130
ERR1913311.638073__1.638073	1150298__R7JUS5__soxS_1
ERR1913311.638107__1.638107	39491__A0A395ZEI6__ERE_07950
ERR1913311.638266__1.638266	39492__D4JVG7__ERS852540_00946
ERR1913311.638329__1.638329	47678__R5U8Y1__BACCAC_02615
ERR1913311.638459__1.638459	371601__A0A1H4ANE8__SAMN05216250_10552
ERR1913311.638476__1.638476	39491__C4Z875__T1815_09771
ERR1913311.638536__1.638536	39492__A0A174Z2N0__EUBSIR_01615
ERR1913311.638609__1.638609	371601__D0TKK0__HMPREF1074_02427
ERR1913311.638629__1.638629	487174__K0X7X4__DIT83_09125
ERR1913311.638669__1.638669	39492__D4JR58__EUBSIR_02090
ERR1913311.638857__1.638857	46228__V8C989__HMPREF1202_01036
ERR1913311.639074__1.639074	246787__A0A3D6AXJ7__BACCELL_02379
ERR1913311.639144__1.639144	40518__R5DYP7__envC
ERR1913311.639234__1.639234	1262882__R5MIQ8__BN519_01036
ERR1913311.639247__1.639247	1262924__R7HN51__BN585_01718
ERR1913311.639301__1.639301	214856__R6Y7P0__ERS852447_00307
ERR1913311.639403__1.639403	1262882__R5N1T9__BN519_00804
ERR1913311.639527__1.639527	39492__D4JWG6__EUBSIR_00253
ERR1913311.639539__1.639539	39492__D4JT56__lepB
ERR1913311.639544__1.639544	39491__A0A3E4E7C5__DXB69_03255
ERR1913311.639760__1.639760	1262882__R5MGJ7__BN519_00652
ERR1913311.639787__1.639787	214856__R6Y6H8__ERS852447_01719
ERR1913311.639890__1.639890	328814__GCA_004558275.1_00993
ERR1913311.640026__1.640026	1735__B7CEC3__EUBIFOR_02567
ERR1913311.640077__1.640077	418240__A0A173XCL4__ERS852523_02725
ERR1913311.640140__1.640140	39485__C4Z390__EUBELI_01689
ERR1913311.640177__1.640177	39492__D4JVC7__yfgF
ERR1913311.640220__1.640220	818__A0A1H7TGM1__BJP75_010615
ERR1913311.640286__1.640286	39492__D4JR58__EUBSIR_02090
ERR1913311.640254__1.640254	1263006__R6LU28__BN515_01365
ERR1913311.640255__1.640255	371601__D0TRG1__HMPREF1074_04676
ERR1913311.640718__1.640718	39492__D4MN06__EUBSIR_02672
ERR1913311.640765__1.640765	116085__D4J6V9__DW747_08450
ERR1913311.640797__1.640797	1262743__R5C054__BN727_01980
ERR1913311.640882__1.640882	40518__R5DY98__mepA_5
ERR1913311.640965__1.640965	166486__D4KZ14__inlA_1
ERR1913311.641003__1.641003	371601__D6D4G5__DXD80_16235
ERR1913311.641084__1.641084	371601__A0A1H4AUL8__BXY_43960
ERR1913311.641059__1.641059	1262924__R7HRA8__BN585_01680
ERR1913311.641208__1.641208	39491__A0A395ZIT8__EUR_13460
ERR1913311.641294__1.641294	1550024__A0A0W7TN76__ASJ35_14555
ERR1913311.641306__1.641306	1680__R5GR82__AD0028_0014
ERR1913311.641267__1.641267	371601__A0A1H4ANE8__SAMN05216250_10552
ERR1913311.641374__1.641374	39491__A0A174K265__DXB76_05915
ERR1913311.641555__1.641555	40518__R5DXI4__DXD86_07420
ERR1913311.641651__1.641651	39492__B0MP07__ERS852540_02083
ERR1913311.641711__1.641711	214856__A0A174ZJU0__ERS852559_00619
ERR1913311.641869__1.641869	1262882__R5MZZ3__BN519_00482
ERR1913311.641933__1.641933	39485__C4Z6J7__ERS852492_02047
ERR1913311.642054__1.642054	166486__D4L082__yicI_5
