ERR1913317.44__1.44	28116__A0A3E5HUC8__DHW41_21025
ERR1913317.329782__1.329782	556259__E5CDQ6__BSGG_3921
ERR1913317.329974__1.329974	46506__S3YJA2__AA415_02195
ERR1913317.330167__1.330167	28117__B0MTS2__ALIPUT_00159
ERR1913317.330205__1.330205	820__R7E9Z4__DXC68_06065
ERR1913317.330287__1.330287	214856__A0A174CRY5__ERS852559_01060
ERR1913317.330487__1.330487	28116__R6JI94__ERS852555_01222
ERR1913317.330629__1.330629	246787__R6KCH8__csbC
ERR1913317.330676__1.330676	820__A0A174FUF0__HMPREF1073_03308
ERR1913317.330733__1.330733	40518__R5DZM6__lytR_3
ERR1913317.330809__1.330809	40520__R7D6R4__RUMOBE_02718
ERR1913317.330843__1.330843	820__A0A173WZS4__DXD90_10250
ERR1913317.330964__1.330964	214856__A0A174ZZS1__ERS852559_01484
ERR1913317.331103__1.331103	28117__B0MY41__BHV66_05165
ERR1913317.331123__1.331123	187327__G4Q2M9__ACDG_01875
ERR1913317.331139__1.331139	216816__A0A061M1M5__HMPREF0177_01046
ERR1913317.331166__1.331166	1297617__A0A0S2W267__IB211_01043c
ERR1913317.331177__1.331177	1262954__R7FCF7__BN611_01584
ERR1913317.331182__1.331182	47678__A5ZJ80__BACCAC_02965
ERR1913317.331185__1.331185	820__A0A139JUD3__DXC91_19380
ERR1913317.331219__1.331219	301302__A0A173UAS4__M72_15061
ERR1913317.331300__1.331300	187327__G4Q7P5__ACDG_00844
ERR1913317.331361__1.331361	410072__A0A3E4GRE0__DXD67_07105
ERR1913317.331364__1.331364	823__A0A073I1X2__DXD05_18820
ERR1913317.331388__1.331388	47678__A5ZI88__BACCAC_02617
ERR1913317.331497__1.331497	821__A0A0P0LQT3__DXC03_05050
ERR1913317.331604__1.331604	649756__R7C5S2__CL2_01190
ERR1913317.331757__1.331757	39491__A0A174K1W6__DXB99_15020
ERR1913317.331734__1.331734	40518__R5DS38__RBL236_00785
ERR1913317.331709__1.331709	818__A0A173T914__ERS852430_01841
ERR1913317.331722__1.331722	301302__A0A0M6WH46__M72_23101
ERR1913317.331732__1.331732	1550024__A0A3B9WFS7__ASJ35_05525
ERR1913317.331888__1.331888	292800__G9YXR5__ERS852504_02958
ERR1913317.332066__1.332066	371601__C3R2J2__ERS852396_04353
ERR1913317.332072__1.332072	187327__G4Q2Z3__ACDG_00762
ERR1913317.332101__1.332101	626929__F3PF38__HMPREF9445_00603
ERR1913317.332171__1.332171	821__A0A0P0L8F8__ERS852509_03705
ERR1913317.332282__1.332282	818__A0A3E5HK02__BSIG_1732
ERR1913317.332413__1.332413	820__A0A3E4RUC4__DHU98_02635
ERR1913317.332495__1.332495	649756__A0A173ZZA2__ERS852571_01882
ERR1913317.332519__1.332519	1550024__A0A0D8J0Y8__ASJ35_08680
ERR1913317.332555__1.332555	649756__D4MTX1__DCR88_05080
ERR1913317.332634__1.332634	1776081__A0A1B8WT22__A0U42_02640
ERR1913317.332680__1.332680	820__A0A374Q351__DXD40_05850
ERR1913317.332691__1.332691	74426__purL
ERR1913317.332806__1.332806	47678__R5UTU5__CGC64_07175
ERR1913317.332895__1.332895	40518__A0A2N0UK36__RBATCC27255_01376
ERR1913317.332923__1.332923	1262869__R7CUJ0__BN625_00053
ERR1913317.332950__1.332950	820__A0A3E4G826__C801_01612
ERR1913317.333061__1.333061	487174__K0WTV8__DIT83_04385
ERR1913317.333120__1.333120	28116__A0A1Y4Q112__evgS_13
ERR1913317.333279__1.333279	823__A0A395Z0N9__DHW69_05890
ERR1913317.333357__1.333357	820__A0A3E4G493__ERS417307_00253
ERR1913317.333446__1.333446	47678__R5U948__ERS852494_02962
ERR1913317.333450__1.333450	821__A0A395UNT8__DXD64_15275
ERR1913317.333432__1.333432	187327__G4Q6V9__ACDG_01231
ERR1913317.333566__1.333566	821__C6Z451__BHV80_04265
ERR1913317.333616__1.333616	40518__R5DLW4__thiN
ERR1913317.333623__1.333623	1680__A0A0B5BL52__ERS852382_00480
ERR1913317.333575__1.333575	187327__G4Q8Z0__Acin_0446
ERR1913317.333582__1.333582	39491__A0A395ZDC6__addB
ERR1913317.333793__1.333793	820__A0A078STJ8__DXC68_04690
ERR1913317.333820__1.333820	47678__R5UT79__ERS852558_03890
ERR1913317.333924__1.333924	823__A0A173W404__DHP27_04905
ERR1913317.333967__1.333967	216816__B7GPE8__I118_0062
ERR1913317.334113__1.334113	40518__R5DS38__RBL236_00785
ERR1913317.334195__1.334195	40518__R5DWH8__DXD86_04530
ERR1913317.334197__1.334197	820__A0A3E4G2R7__DXC07_00510
ERR1913317.334204__1.334204	820__R7E9Z4__DXC68_06065
ERR1913317.334222__1.334222	1262869__R7CUJ0__BN625_00053
ERR1913317.334273__1.334273	47678__R5U7A9__C5Z00_03635
ERR1913317.334298__1.334298	626932__G5HAQ0__HMPREF9450_01715
ERR1913317.334378__1.334378	820__A0A374Q4X1__HMPREF2141_02370
ERR1913317.334395__1.334395	820__R7E9Z4__DXC68_06065
ERR1913317.334327__1.334327	187327__G4Q2R6__Acin_2204
ERR1913317.334334__1.334334	28116__A0A1Y4VU28__SAMN05444282_1227
ERR1913317.334506__1.334506	820__A0A078S4C2__ERS417307_00828
ERR1913317.334476__1.334476	820__A0A1Y3V743__M093_0235
ERR1913317.334684__1.334684	292800__G9YMM4__B5F52_06130
ERR1913317.334696__1.334696	820__A0A396EUU8__luxQ_3
ERR1913317.334753__1.334753	820__A0A3E4VZT7__DXB48_16145
ERR1913317.334746__1.334746	821__A0A0P0L8F8__ERS852509_03705
ERR1913317.334785__1.334785	745368__A0A1T4XVH3__SAMN02745178_02334
ERR1913317.334804__1.334804	820__A0A078STJ8__DXC68_04690
ERR1913317.334869__1.334869	246787__A0A3D6AZF7__BcellWH2_04504
ERR1913317.334961__1.334961	28116__C3R1N5__SAMN05444282_12443
ERR1913317.335076__1.335076	40518__R5DTW7__phoU
ERR1913317.335381__1.335381	820__A0A3E4G493__ERS417307_00253
ERR1913317.335436__1.335436	820__A0A374Q4X1__HMPREF2141_02370
ERR1913317.335439__1.335439	187327__G4Q682__Acin_1672
ERR1913317.335766__1.335766	39491__A0A396FS17__envC
ERR1913317.335997__1.335997	853__A0A173XRA8__CGS56_09290
ERR1913317.336002__1.336002	487174__K0X694__DIT83_09060
ERR1913317.336065__1.336065	820__A0A139KHX1__HMPREF2141_00289
ERR1913317.336165__1.336165	820__A0A139K8N1__ERS852554_00951
ERR1913317.336273__1.336273	1150298__A0A174RCG4__ERS852498_01381
ERR1913317.336230__1.336230	1776081__A0A1B8WWL7__A0U42_07095
ERR1913317.336383__1.336383	626929__F3PF45__B5F24_16795
ERR1913317.336477__1.336477	39491__A0A396FRE7__EUR_27520
ERR1913317.336513__1.336513	28116__A7LS02__DXF98_24100
ERR1913317.336570__1.336570	821__A0A0P0LFP6__C5Z04_13890
ERR1913317.336719__1.336719	820__A7V859__ERS852462_00341
ERR1913317.336811__1.336811	40518__R5DVV1__RBATCC27255_00999
ERR1913317.336885__1.336885	820__A0A3E4XM43__DXC91_13960
ERR1913317.336946__1.336946	820__A0A3E4XM43__DXC91_13960
ERR1913317.336959__1.336959	39491__A0A395ZG74__licR
ERR1913317.337075__1.337075	40518__R5DS23__DXD86_01715
ERR1913317.337111__1.337111	292800__G9YV93__HMPREF0372_03458
ERR1913317.337125__1.337125	301302__A0A0M6WJW1__ERS852420_02245
ERR1913317.337231__1.337231	820__A0A3E4G826__C801_01612
ERR1913317.337326__1.337326	216816__D6ZXB6__BBL306_0063
ERR1913317.337387__1.337387	821__U6RDC2__DXD46_15675
ERR1913317.337352__1.337352	821__D4VD59__BHV80_04260
ERR1913317.337355__1.337355	28117__B0MTS2__ALIPUT_00159
ERR1913317.337304__1.337304	28117__B0MTW8__ALIPUT_00502
ERR1913317.337319__1.337319	39491__A0A395ZHV7__ykvU
ERR1913317.337485__1.337485	626929__F3PLK2__B5F97_09745
ERR1913317.337830__1.337830	328814__GCA_004558275.1_00239
ERR1913317.337814__1.337814	187327__U2VKS6__Acin_2226
ERR1913317.337883__1.337883	28117__B0MUY3__BHV66_00515
ERR1913317.337969__1.337969	187327__G4Q394__ACDG_01705
ERR1913317.338017__1.338017	246787__A0A3D6AV26__BcellWH2_02579
ERR1913317.338097__1.338097	671266__GCA_004801615.1_02101
ERR1913317.338087__1.338087	40518__R5E4E8__phoR_4
ERR1913317.338158__1.338158	39488__C0EWC5__EHLA_2843
ERR1913317.338218__1.338218	40520__R7DBX4__fnt
ERR1913317.338400__1.338400	820__A0A139K426__B5G17_09115
ERR1913317.338495__1.338495	47678__R5UA58__ERS852558_01431
ERR1913317.338600__1.338600	46506__A0A108TAK3__fepA_3
ERR1913317.338622__1.338622	301302__A0A0M6WB38__ERS852420_00286
ERR1913317.338626__1.338626	823__A0A174PDQ0__DXC05_08200
ERR1913317.338824__1.338824	1262869__R7CPP0__BN625_01332
ERR1913317.338916__1.338916	28117__R7JN92__BHV66_00550
ERR1913317.338935__1.338935	394340__relA
ERR1913317.338980__1.338980	39488__C0EVS1__ERS852450_02297
ERR1913317.339039__1.339039	28116__I9ST00__M088_5588
ERR1913317.339091__1.339091	1550024__G9RTA6__TQ39_10970
ERR1913317.339066__1.339066	187327__G4Q7Q6__ACDG_00853
ERR1913317.339332__1.339332	74426__sugC
ERR1913317.339636__1.339636	28116__A7LYG5__M089_5828
ERR1913317.339661__1.339661	39491__R6TQ09__DXC13_03010
ERR1913317.339725__1.339725	1776081__A0A1B8WV06__A0U42_08505
ERR1913317.339776__1.339776	410072__A0A174PVL5__COPCOM_03341
ERR1913317.339959__1.339959	1160721__W0U979__BHW50_09935
ERR1913317.340079__1.340079	821__A0A0P0LJ37__DXB82_14270
ERR1913317.340087__1.340087	1680__R5GPK0__B0487_0620
ERR1913317.340129__1.340129	40518__A0A1Q6S5M1__DXD83_09325
ERR1913317.340179__1.340179	39491__A0A174LTW7__DXD13_08720
ERR1913317.340191__1.340191	28026__C0BRU7__BIFPSEUDO_03361
ERR1913317.340219__1.340219	39488__A0A173SMQ7__EUBHAL_00819
ERR1913317.340224__1.340224	820__A0A374Q854__HMPREF1073_03281
ERR1913317.340321__1.340321	357276__I9QBT7__BSEG_03340
ERR1913317.340349__1.340349	1262869__R7CSQ8__BN625_00058
ERR1913317.340374__1.340374	1160721__R6TH82__BHW50_00835
ERR1913317.340385__1.340385	28117__B0MU57__ALIPUT_00175
ERR1913317.340482__1.340482	1896974__A0A1Q6H2H7__BHV77_11215
ERR1913317.340520__1.340520	28116__A0A3D2LPA1__CUY_3388
ERR1913317.340607__1.340607	820__A0A3E5BMG9__DXD40_05130
ERR1913317.340640__1.340640	187327__G4Q2R6__Acin_2204
ERR1913317.340649__1.340649	820__A7V470__HMPREF1072_02076
ERR1913317.340692__1.340692	292800__A0A1C7FPN3__B5F52_12070
ERR1913317.340778__1.340778	28118__F9Z408__NCTC10826_01194
ERR1913317.340855__1.340855	40518__R5DLM5__RB5AMG_00422
ERR1913317.340865__1.340865	246787__A0A3D6AQP8__AA416_04153
ERR1913317.340906__1.340906	820__A7VAR9__ERS852421_00197
ERR1913317.341287__1.341287	820__A7V9F9__B5G17_14640
ERR1913317.341352__1.341352	216816__A0A2U0BT35__BL1206_1860
ERR1913317.341442__1.341442	28117__B0MYW5__ALIPUT_02334
ERR1913317.341466__1.341466	572010__napA
ERR1913317.341718__1.341718	1680__A0A087DHN0__AL0462_1532
ERR1913317.341837__1.341837	821__A0A0P0L8F8__ERS852509_03705
ERR1913317.341841__1.341841	1099853__G9S1R0__NSB1T_04390
ERR1913317.341868__1.341868	820__A0A3E4RU03__M093_0563
ERR1913317.342086__1.342086	821__D4VD59__BHV80_04260
ERR1913317.342170__1.342170	820__A0A174TRB5__DXD40_11305
ERR1913317.342295__1.342295	214856__A0A175A1E6__ERS852447_01907
ERR1913317.342372__1.342372	820__A0A174G065__DXB62_08975
ERR1913317.342408__1.342408	820__A0A139KA34__B5G17_05520
ERR1913317.342432__1.342432	820__R9HP61__DXC91_01090
ERR1913317.342605__1.342605	358742__A0A3E2WGV8__DWX59_16810
ERR1913317.342684__1.342684	301302__A0A0M6WJW1__ERS852420_02245
ERR1913317.342743__1.342743	649756__A0A173SJN7__fgs_1
ERR1913317.342866__1.342866	84112__C8WI51__Elen_1827
ERR1913317.342938__1.342938	74426__rpoC
ERR1913317.342954__1.342954	28116__C3QVY2__SAMN05444282_12234
ERR1913317.343286__1.343286	820__A0A139K9Q2__DXD40_08795
ERR1913317.343617__1.343617	246787__A0A3D6AQP8__AA416_04153
ERR1913317.343648__1.343648	187327__G4Q682__Acin_1672
ERR1913317.343665__1.343665	40518__R5E175__RB5AMG_00757
ERR1913317.343709__1.343709	454154__G5SVN0__HMPREF9441_03447
ERR1913317.343759__1.343759	649756__B0P1V3__HMPREF0369_02570
ERR1913317.343818__1.343818	1160721__R6TAA3__BHW50_03385
ERR1913317.343903__1.343903	820__A0A374MMF0__HMPREF1073_03811
ERR1913317.344043__1.344043	28118__F9Z750__Odosp_3044
ERR1913317.344135__1.344135	387090__S0F8B2__BACCOPRO_02129
ERR1913317.344185__1.344185	40518__R5E2F3__artQ
ERR1913317.344196__1.344196	823__A0A355XH29__lolE_1
ERR1913317.344202__1.344202	821__A0A174MBW9__SAMN04487923_10272
ERR1913317.344263__1.344263	28116__C3R1N5__SAMN05444282_12443
ERR1913317.344299__1.344299	1550024__A0A0D8J3J4__TQ39_01275
ERR1913317.344321__1.344321	820__A0A1Q6IDS8__chtA
ERR1913317.344436__1.344436	820__A0A139KIL9__DXC68_05945
ERR1913317.344462__1.344462	47678__R5UUS9__ERS852558_01432
ERR1913317.344541__1.344541	187327__R6MDJ4__ACDG_00402
ERR1913317.344601__1.344601	1502943__K9D317__HMPREF9282_00736
ERR1913317.344586__1.344586	28117__B0MZ50__ALIPUT_02424
ERR1913317.344619__1.344619	357276__A0A0K2HDP3__IY41_00705
ERR1913317.344732__1.344732	28117__B0MUY3__BHV66_00515
ERR1913317.344753__1.344753	216816__R5MZK3__DPC6320_1630
ERR1913317.344781__1.344781	820__A0A3E4G3J9__ERS852459_02265
ERR1913317.344783__1.344783	239935__A0A139TPG3__CXT86_08810
ERR1913317.344839__1.344839	1263107__GCA_000436995.1_00213
ERR1913317.345023__1.345023	28117__B0N007__BHV66_10275
ERR1913317.345050__1.345050	820__A0A139K8N1__ERS852554_00951
ERR1913317.345094__1.345094	187327__G4Q6E9__ppx
ERR1913317.345100__1.345100	820__A0A3E4PYB0__yejM
ERR1913317.345147__1.345147	820__A0A374MMF0__HMPREF1073_03811
ERR1913317.345229__1.345229	40518__R5E6K4__RB5AMG_02070
ERR1913317.345278__1.345278	818__Q8AAE0__Btheta7330_02023
ERR1913317.345321__1.345321	40518__R5DRY6__RB5AMG_00549
ERR1913317.345369__1.345369	821__A0A3E4WAR6__DXD64_10735
ERR1913317.345545__1.345545	821__E5UY21__C800_02204
ERR1913317.345662__1.345662	1680__A0A1E7XZY9__DXC60_05815
ERR1913317.345668__1.345668	820__A0A374Q854__HMPREF1073_03281
ERR1913317.345784__1.345784	40518__R5E1J7__RBL236_02062
ERR1913317.345847__1.345847	2108523__A0A2P2F4Y6__LAWASA_1065
ERR1913317.346004__1.346004	169435__A0A1Y4MV86__B5F11_16760
ERR1913317.346045__1.346045	187327__R6MAG3__plsY
ERR1913317.346274__1.346274	292800__A0A174Y0J1__HMPREF0372_03035
ERR1913317.346379__1.346379	487174__K0WZ94__HMPREF9448_00984
ERR1913317.346388__1.346388	649756__L1Q1A0__ERS852425_01427
ERR1913317.346416__1.346416	216816__A0A395XZB7__DXD37_04075
ERR1913317.346436__1.346436	187327__G4Q2N2__Acin_1468
ERR1913317.346513__1.346513	487174__K0XM88__DDY40_02935
ERR1913317.346521__1.346521	1235835__R9LCU2__C814_02677
ERR1913317.346532__1.346532	821__A0A396F9T7__M097_3427
ERR1913317.346689__1.346689	820__A0A173W419__DXC68_17760
ERR1913317.346830__1.346830	187327__G4Q3P7__Acin_0528
ERR1913317.346884__1.346884	820__A0A078S4C2__ERS417307_00828
ERR1913317.346914__1.346914	46506__B0NRL7__arlS
ERR1913317.346918__1.346918	46506__A0A120A0V1__DXC41_00280
ERR1913317.346935__1.346935	40518__R5E328__DXD86_08885
ERR1913317.346975__1.346975	820__A0A139K8X8__DXC80_17665
ERR1913317.347053__1.347053	28117__B0MST6__BHV66_06090
ERR1913317.347078__1.347078	40518__R5DTG5__RBATCC27255_00890
ERR1913317.347159__1.347159	28118__F9ZAE1__DF785_04930
ERR1913317.347179__1.347179	39491__A0A395ZKJ0__DXD13_11010
ERR1913317.347139__1.347139	47678__A0A174H7W9__ERS852494_00524
ERR1913317.347353__1.347353	74426__rpoC
ERR1913317.347442__1.347442	820__A0A174DZ97__SAMN05444418_101240
ERR1913317.347459__1.347459	28116__A0A3D2LPA1__CUY_3388
ERR1913317.347558__1.347558	820__A0A3E4W9D9__B5G17_12400
ERR1913317.347719__1.347719	820__A0A139KHX1__HMPREF2141_00289
ERR1913317.347909__1.347909	187327__G4Q5K6__Acin_0880
ERR1913317.348043__1.348043	39491__A0A395ZHW9__DXC13_02590
ERR1913317.348103__1.348103	28116__A0A078QGJ1__AA414_00533
ERR1913317.348106__1.348106	301302__A0A0M6WG68__ERS852420_02421
ERR1913317.348138__1.348138	40518__R5DTJ1__DXD86_03635
ERR1913317.348280__1.348280	821__A0A3E4HP25__SAMN04487923_102450
ERR1913317.348246__1.348246	33038__F7K1D5__CDL23_09565
ERR1913317.348409__1.348409	820__A7V9F9__B5G17_14640
ERR1913317.348491__1.348491	28117__B0MUY3__BHV66_00515
ERR1913317.348448__1.348448	820__A0A174G065__DXB62_08975
ERR1913317.348566__1.348566	246787__A0A3D6AXJ7__BACCELL_02379
ERR1913317.348655__1.348655	820__A0A139K8N1__ERS852554_00951
ERR1913317.348717__1.348717	47678__R5UXJ2__DW706_08325
ERR1913317.348882__1.348882	821__A0A174TD86__C800_00949
ERR1913317.349087__1.349087	39488__A0A173T9I3__EHLA_2994
ERR1913317.349156__1.349156	820__I9A4U7__DHU98_12785
ERR1913317.349160__1.349160	820__A0A1T4IYF4__mprA_1
ERR1913317.349225__1.349225	39491__A0A395UYL9__ERS852417_00624
ERR1913317.349366__1.349366	40518__R5DUU8__DXD86_08440
ERR1913317.349448__1.349448	820__R9I3Q7__HMPREF1072_01668
ERR1913317.349467__1.349467	821__A0A3E4KIM1__M097_3660
ERR1913317.349571__1.349571	820__A0A174FUF0__HMPREF1073_03308
ERR1913317.349627__1.349627	187327__R6M6U9__xseA
ERR1913317.349666__1.349666	820__R9HP61__DXC91_01090
ERR1913317.349748__1.349748	301302__A0A173UAS4__M72_15061
ERR1913317.349760__1.349760	820__A0A3E4VZT7__DXB48_16145
ERR1913317.349798__1.349798	1776081__A0A1B8WV06__A0U42_08505
ERR1913317.349831__1.349831	1680__A0A173W5Z2__DXC53_01290
ERR1913317.349909__1.349909	1776081__A0A1B8WW21__A0U42_07075
ERR1913317.349937__1.349937	820__A0A174QLF0__SAMN05444418_109151
ERR1913317.350097__1.350097	821__A0A395VMG0__DXC44_18080
ERR1913317.350151__1.350151	820__A0A3E4RU03__M093_0563
ERR1913317.350238__1.350238	1263107__GCA_000436995.1_00198
ERR1913317.350250__1.350250	40518__R5E4V5__RBL263_01242
ERR1913317.350265__1.350265	187327__G4Q4M3__Acin_0701
ERR1913317.350341__1.350341	216816__A0A083XVP2__HMPREF1315_0108
ERR1913317.350396__1.350396	39488__A0A285PS86__EUBHAL_02647
ERR1913317.350511__1.350511	821__A0A3E4HP25__SAMN04487923_102450
ERR1913317.350519__1.350519	820__R9HXK9__DXB62_08265
ERR1913317.350637__1.350637	820__A0A396EXA7__DXB37_15530
ERR1913317.350734__1.350734	39486__B0G239__DXD82_09385
ERR1913317.350851__1.350851	820__A0A3E4W9D9__B5G17_12400
ERR1913317.350889__1.350889	1680__A0A3E4SB79__BAD_1517
ERR1913317.350910__1.350910	246787__R6KBH9__HMPREF1062_04676
ERR1913317.350917__1.350917	187327__G4Q908__Acin_0464
ERR1913317.350920__1.350920	820__A0A3E4IBC1__M094_0628
ERR1913317.351028__1.351028	820__A7V9F9__B5G17_14640
ERR1913317.351051__1.351051	40518__R5DQK2__DXD93_03730
ERR1913317.351067__1.351067	40520__A5ZSF0__DXC87_15965
ERR1913317.351068__1.351068	28116__A0A1Y4Q112__evgS_13
ERR1913317.351167__1.351167	187327__G4Q3E4__Acin_1727
ERR1913317.351138__1.351138	357276__I8WFU9__BACDOR_02006
ERR1913317.351142__1.351142	187327__G4Q682__Acin_1672
ERR1913317.351184__1.351184	820__A0A174F696__macB_13
ERR1913317.351294__1.351294	310298__B3JII2__BACCOP_01694
ERR1913317.351336__1.351336	820__A0A139KJ23__celCCA
ERR1913317.351352__1.351352	823__A0A395YX30__M090_4590
ERR1913317.351392__1.351392	47678__A5ZEA3__ERS852558_00257
ERR1913317.351544__1.351544	821__I9R3W6__DXC16_12455
ERR1913317.351571__1.351571	40518__R5E175__RB5AMG_00757
ERR1913317.351677__1.351677	821__A0A396F9T7__M097_3427
ERR1913317.351784__1.351784	40518__R5DUG7__sbcC
ERR1913317.351808__1.351808	187327__G4Q4A5__ACDG_01070
ERR1913317.352492__1.352492	187327__G4Q8J8__crr
ERR1913317.352551__1.352551	1680__R5GSL8__DXD60_03315
ERR1913317.352591__1.352591	394340__yedY
ERR1913317.352602__1.352602	328814__GCA_004558275.1_00025
ERR1913317.352692__1.352692	820__A0A374QGD2__ERS852421_02382
ERR1913317.352773__1.352773	626929__F3PJP7__HMPREF9445_02250
ERR1913317.353007__1.353007	1680__A0A0C2YNK5__BADO_0780
ERR1913317.352989__1.352989	357276__A0A076IS26__EL88_15950
ERR1913317.353037__1.353037	28116__A0A1Y4VU28__SAMN05444282_1227
ERR1913317.353051__1.353051	187327__G4Q2R6__Acin_2204
ERR1913317.353081__1.353081	820__A0A3E4RUC4__DHU98_02635
ERR1913317.353123__1.353123	214856__A0A174A257__ERS852447_01007
ERR1913317.353214__1.353214	820__A0A173YYG4__evgS_3
ERR1913317.353288__1.353288	214856__R6XNE7__ERS852447_02267
ERR1913317.353321__1.353321	28117__R7JH62__BHV66_05735
ERR1913317.353343__1.353343	1603888__A0A133SL65__HMPREF3201_00048
ERR1913317.353479__1.353479	823__A0A355XJ56__DDY96_07685
ERR1913317.353558__1.353558	820__A0A174LJB2__HMPREF1072_04112
ERR1913317.353586__1.353586	1780376__A0A143XEY2__BN3659_00222
ERR1913317.353619__1.353619	187327__G4Q8Z0__Acin_0446
ERR1913317.353824__1.353824	818__A0A3E5HVB7__Btheta7330_02386
ERR1913317.353963__1.353963	239935__A0A2N8IIB9__CXU04_01970
ERR1913317.354214__1.354214	40518__R5E6G1__DXD83_06815
ERR1913317.354354__1.354354	821__A0A3E4XY72__NCTC10583_01067
ERR1913317.354400__1.354400	28117__B0MTW8__ALIPUT_00502
ERR1913317.354420__1.354420	1099853__U5CE08__NSB1T_14190
ERR1913317.354440__1.354440	28117__B0MU57__ALIPUT_00175
ERR1913317.354443__1.354443	40518__R5DMZ0__DXD83_05610
ERR1913317.354459__1.354459	1393034__GCA_001552785.1_00728
ERR1913317.354489__1.354489	556259__I0PXW0__BSGG_5187
ERR1913317.354495__1.354495	552398__F4XHN7__HMPREF0866_03141
ERR1913317.354538__1.354538	820__A0A3E4HWJ4__DXD40_05945
ERR1913317.354541__1.354541	384639__GCA_003096855.1_01170
ERR1913317.354603__1.354603	28116__D7K2E0__endOF2_3
ERR1913317.354670__1.354670	820__A0A139KIL9__DXC68_05945
ERR1913317.354728__1.354728	187327__U2VMS3__ACDG_00972
ERR1913317.354798__1.354798	820__A0A3E4VZY4__ERS852554_01211
ERR1913317.354880__1.354880	1680__A0A3E4SB79__BAD_1517
ERR1913317.354918__1.354918	187327__G4Q3J1__ACDG_01977
ERR1913317.355162__1.355162	1680__R5GR82__AD0028_0014
ERR1913317.355192__1.355192	28116__A0A1Y4PWN5__M088_3731
ERR1913317.355299__1.355299	40518__R5DXH2__DXD83_10135
ERR1913317.355317__1.355317	246787__A0A3D6AQP8__AA416_04153
ERR1913317.355422__1.355422	187327__G4Q5F1__Acin_2129
ERR1913317.355534__1.355534	1776081__A0A1B8WXY4__A0U42_00820
ERR1913317.355539__1.355539	39491__D4JM76__DXC13_02150
ERR1913317.355589__1.355589	28116__A0A1Y4PWN5__M088_3731
ERR1913317.355646__1.355646	458033__GCA_001482755.1_02203
ERR1913317.355760__1.355760	649756__B0P476__ERS852475_00941
ERR1913317.355762__1.355762	40518__R5DLM5__RB5AMG_00422
ERR1913317.355727__1.355727	187327__G4Q2M9__ACDG_01875
ERR1913317.355729__1.355729	1776081__A0A1B8WVB9__A0U42_08750
ERR1913317.355784__1.355784	821__A0A173XDD3__DXB82_17180
ERR1913317.355929__1.355929	28116__A0A3A9HSJ8__DXD69_15065
ERR1913317.355935__1.355935	820__A0A3E4VXP2__yesR
ERR1913317.355970__1.355970	28116__I9AKR7__DXA80_22960
ERR1913317.355986__1.355986	820__A0A078STJ8__DXC68_04690
ERR1913317.356075__1.356075	187327__G4Q4X9__ACDG_00100
ERR1913317.356103__1.356103	187327__G4Q3H7__Acin_1761
ERR1913317.356196__1.356196	1603888__A0A133SKM6__HMPREF3201_00208
ERR1913317.356176__1.356176	1680__R5GR82__AD0028_0014
ERR1913317.356141__1.356141	1550024__G9RZ52__TQ39_02420
ERR1913317.356264__1.356264	39488__A0A374NU13__mtnK_2
ERR1913317.356238__1.356238	1150298__R7JPB1__corA
ERR1913317.356294__1.356294	28116__D4WLZ3__C5Z02_24105
ERR1913317.356341__1.356341	820__R9I324__HMPREF2141_02414
ERR1913317.356381__1.356381	820__A0A3E4G3J9__ERS852459_02265
