ERR1912976.284__1.284	329854__R5M2W6__DXD57_07830
ERR1912976.950079__1.950079	239935__R6J9Y2__CXT85_07000
ERR1912976.950592__1.950592	33038__A0A2N5P318__HMPREF1201_01171
ERR1912976.950749__1.950749	246787__A0A0P0GJP1__BcellWH2_03982
ERR1912976.950867__1.950867	33038__A0A2N5PIX3__CDL26_14635
ERR1912976.950957__1.950957	33038__A0A2N5PPG0__CDL25_06295
ERR1912976.951466__1.951466	33038__F7JUE7__CDL26_12120
ERR1912976.951485__1.951485	821__A6L0C7__ERS852556_03520
ERR1912976.951564__1.951564	33038__A0A2N5P2X7__CDL26_06080
ERR1912976.951655__1.951655	301301__A0A395VG51__RHOM_05870
ERR1912976.951656__1.951656	33038__A0A2N5NVQ3__CDL19_02550
ERR1912976.951665__1.951665	821__A0A174TD86__C800_00949
ERR1912976.951713__1.951713	28116__F7L4X5__M089_2857
ERR1912976.951830__1.951830	165179__D1PAV8__DXB80_13055
ERR1912976.952000__1.952000	1550024__A0A0D8J112__TQ39_05560
ERR1912976.952016__1.952016	1160721__W0U5X6__RBI_I01796
ERR1912976.952123__1.952123	33038__A0A3E4VC53__CDL19_02095
ERR1912976.952160__1.952160	246787__A0A0P0GIA4__AA416_04405
ERR1912976.952413__1.952413	31971__A8RET2__EUBDOL_02075
ERR1912976.952373__1.952373	556259__I0PYM3__BSGG_5385
ERR1912976.952374__1.952374	33038__A0A396G851__tig
ERR1912976.952400__1.952400	33038__A0A2N5NPD5__CCY17_06280
ERR1912976.952496__1.952496	357276__A0A076IS46__BACDOR_03265
ERR1912976.952630__1.952630	328814__GCA_004558275.1_02279
ERR1912976.952677__1.952677	28052__R7N8Y2__ERS852451_01598
ERR1912976.952662__1.952662	360807__A0A173XR05__RIL183_10401
ERR1912976.952807__1.952807	329854__B3CI76__DXD27_20370
ERR1912976.953000__1.953000	1262911__R6GNY6__BN557_00004
ERR1912976.953059__1.953059	39485__A0A174ZPJ9__tig_2
ERR1912976.953176__1.953176	671267__R9I7B5__C802_04018
ERR1912976.953562__1.953562	1160721__W0U330__BHW50_08125
ERR1912976.953663__1.953663	28118__F9Z750__Odosp_3044
ERR1912976.953878__1.953878	328814__GCA_004558275.1_00036
ERR1912976.953913__1.953913	301301__A0A395V9G1__RHOM_02750
ERR1912976.954058__1.954058	360807__R5HHK5__ROSEINA2194_02134
ERR1912976.954101__1.954101	181487__N6WD72__HMPREF9004_1093
ERR1912976.954154__1.954154	820__A0A139KHD8__ERS417307_00569
ERR1912976.954368__1.954368	1965537__A0A1Y4WMZ4__B5E42_03830
ERR1912976.954350__1.954350	821__U6RDC2__DXD46_15675
ERR1912976.954486__1.954486	544645__A0A1Y3VTF3__DXC42_17725
ERR1912976.954577__1.954577	214856__A0A174FWM7__ERS852559_00590
ERR1912976.954657__1.954657	384638__B7AT21__BACPEC_01289
ERR1912976.954687__1.954687	1262911__R6GZX7__BN557_00838
ERR1912976.954733__1.954733	821__E5UY21__C800_02204
ERR1912976.954830__1.954830	821__E5UMZ6__BVU_1450
ERR1912976.954915__1.954915	28052__A0A174KEN0__nagK
ERR1912976.954958__1.954958	1262988__R7N5T2__BN816_00768
ERR1912976.955012__1.955012	239935__A0A2N8IUW6__Amuc_1525
ERR1912976.955083__1.955083	821__A0A173XDD3__DXB82_17180
ERR1912976.955276__1.955276	821__A0A174WBC9__ERS852556_03145
ERR1912976.955315__1.955315	33038__F7JV68__C5Y99_05575
ERR1912976.955347__1.955347	544644__GCA_001915615.1_02003
ERR1912976.955584__1.955584	552398__T5S086__HMPREF0866_01580
ERR1912976.955590__1.955590	820__A0A3E4G826__C801_01612
ERR1912976.955737__1.955737	562__A0A3F3QTB1__AML16_28280
ERR1912976.955722__1.955722	28116__A0A139L3C0__C5Z02_05550
ERR1912976.955965__1.955965	28117__A0A1Q6F5G6__ALIPUT_00577
ERR1912976.955971__1.955971	301302__R5UMN4__M72_24341
ERR1912976.956039__1.956039	329854__R7E3J6__BACINT_00489
ERR1912976.956387__1.956387	1720294__A0A3E3ICD0__DXC51_06700
ERR1912976.956515__1.956515	329854__R5LT45__DXD57_14270
ERR1912976.956751__1.956751	649756__A0A173RGN8__DO83_04830
ERR1912976.956768__1.956768	28117__B0MT86__BHV66_02450
ERR1912976.956874__1.956874	333367__C0D2D2__CLOSTASPAR_03422
ERR1912976.957034__1.957034	820__R9I324__HMPREF2141_02414
ERR1912976.957079__1.957079	28052__R7NCE8__cph2_1
ERR1912976.957163__1.957163	39485__A0A175A023__yhhT
ERR1912976.957188__1.957188	33038__A0A2N5NWR8__CDL18_14140
ERR1912976.957276__1.957276	329854__R7DLP0__DXD27_18335
ERR1912976.957416__1.957416	33038__A0A396G729__RUMGNA_01796
ERR1912976.957420__1.957420	446660__GCA_003428235.1_00098
ERR1912976.957481__1.957481	28117__B0MT84__ALIPUT_00402
ERR1912976.957509__1.957509	1965604__A0A1Y4ERL1__B5F54_16810
ERR1912976.957528__1.957528	487174__K0X070__HMPREF9448_01324
ERR1912976.957529__1.957529	360807__C0FRV5__ROSEINA2194_01466
ERR1912976.957611__1.957611	821__E5UY21__C800_02204
ERR1912976.957759__1.957759	821__A6L0C7__ERS852556_03520
ERR1912976.957785__1.957785	33038__A0A3E4VC53__CDL19_02095
ERR1912976.958065__1.958065	418240__A0A174R2N4__ERS852523_02758
ERR1912976.958086__1.958086	360807__A0A173UZ94__ssuC_2
ERR1912976.958134__1.958134	33038__A0A2N5PW99__DXD36_03540
ERR1912976.958207__1.958207	33038__A0A2N5PJY4__C5Y99_04415
ERR1912976.958500__1.958500	1160721__R6TH97__BHW50_04165
ERR1912976.958770__1.958770	820__A0A3E4QZJ7__C801_01798
ERR1912976.958861__1.958861	360807__C0FP30__ROSEINA2194_00482
ERR1912976.958871__1.958871	39485__A0A175A403__EUBELI_20577
ERR1912976.959085__1.959085	39485__A0A174ZKZ4__spoIIQ_1
ERR1912976.959111__1.959111	1263000__R5EXT3__BN466_02213
ERR1912976.959201__1.959201	28116__C3R1N5__SAMN05444282_12443
ERR1912976.959461__1.959461	1263000__R5EGP9__BN466_01419
ERR1912976.959444__1.959444	39485__C4Z069__EUBELI_00981
ERR1912976.959588__1.959588	165179__R6C330__DXC61_04975
ERR1912976.959559__1.959559	165179__A0A3E5AHY4__CFT61_07675
ERR1912976.959745__1.959745	1262988__R7N524__BN816_01860
ERR1912976.959749__1.959749	626933__H1DGX0__HMPREF9449_01506
ERR1912976.959911__1.959911	208479__A8RW51__HMPREF1097_05403
ERR1912976.960197__1.960197	1263000__R5ECE2__BN466_00896
ERR1912976.960319__1.960319	329854__R5LZ68__BACINT_01603
ERR1912976.960358__1.960358	2292352__A0A374UIX0__DXC23_12260
ERR1912976.960427__1.960427	1965604__A0A1Y4EX91__B5F54_00385
ERR1912976.960484__1.960484	1897011__A0A1Q6RDV6__BHW41_05295
ERR1912976.960502__1.960502	1262921__R5M9E5__BN473_02191
ERR1912976.960729__1.960729	1262995__R5R5E9__BN747_02329
ERR1912976.960788__1.960788	706562__GCA_900112995.1_01429
ERR1912976.960799__1.960799	1160721__W0U4N8__RBI_I00805
ERR1912976.960865__1.960865	1263000__R5EQL2__BN466_00892
ERR1912976.960875__1.960875	562__P46855__PU39_09885
ERR1912976.960919__1.960919	820__A0A374Q854__HMPREF1073_03281
ERR1912976.961044__1.961044	552398__F4XCQ4__HMPREF0866_01621
ERR1912976.961210__1.961210	1235835__R9LCU2__C814_02677
ERR1912976.961347__1.961347	671267__R9IB12__C802_00696
ERR1912976.961351__1.961351	487174__K0X1H0__DDY40_11080
ERR1912976.961359__1.961359	563769__GeneID:6973141
ERR1912976.961365__1.961365	1263107__GCA_000436995.1_00225
ERR1912976.961428__1.961428	246787__A0A0N7IFH2__BcellWH2_02957
ERR1912976.961492__1.961492	360807__C0FPW0__ROSEINA2194_00763
ERR1912976.961777__1.961777	820__A0A3E4VXP2__yesR
ERR1912976.961728__1.961728	371601__A0A1C7H6N4__SAMN05216250_10764
ERR1912976.961841__1.961841	33038__A7B3I2__DXD36_11565
ERR1912976.961992__1.961992	33038__A7AXY7__CDL27_09020
ERR1912976.962118__1.962118	216816__Q8G6X1__DD674_00140
ERR1912976.962351__1.962351	1720294__U2B2F8__DWY69_07720
ERR1912976.962365__1.962365	371601__F7LYI1__BN891_45470
ERR1912976.962439__1.962439	33038__A0A2N5NXH5__CDL27_14300
ERR1912976.962497__1.962497	360807__A0A1Q6T8W5__ROSEINA2194_03072
ERR1912976.962584__1.962584	39485__A0A174ZMD4__ERS852492_01969
ERR1912976.962661__1.962661	552398__F4XCR9__HMPREF0866_01636
ERR1912976.962732__1.962732	360807__A0A174EGV9__ROSEINA2194_01773
ERR1912976.962825__1.962825	357276__A0A0K2HF54__HMPREF1063_03537
ERR1912976.963059__1.963059	821__A0A173WG51__BVU_2549
ERR1912976.963081__1.963081	1150298__A0A174LTU2__recX
ERR1912976.963088__1.963088	33038__A0A2N5NNN0__HMPREF1201_02166
ERR1912976.963315__1.963315	291645__I8WZT8__HMPREF1068_04327
ERR1912976.963379__1.963379	1297617__A0A0S2W1T2__IB211_00913
ERR1912976.963488__1.963488	329854__R5MCJ1__DXD57_00165
ERR1912976.963623__1.963623	2292352__A0A374UNM1__DXC23_01675
ERR1912976.963690__1.963690	821__A0A395VIK7__BVU_1225
ERR1912976.963715__1.963715	1263030__R5CZV8__BN705_01159
ERR1912976.963839__1.963839	410072__A0A174LAX8__DXD67_10655
ERR1912976.963954__1.963954	671267__R9IB12__C802_00696
ERR1912976.964077__1.964077	820__A0A174CG08__DXB62_13215
ERR1912976.964162__1.964162	2292352__A0A374UKA6__DXC23_10805
ERR1912976.964302__1.964302	39485__C4Z1Y9__EUBELI_00143
ERR1912976.964356__1.964356	301301__A0A395V8W4__RHOM_04130
ERR1912976.964419__1.964419	821__A6KZK3__ERS852457_04265
ERR1912976.964456__1.964456	165179__A0A3E5EAM5__DXC61_07785
ERR1912976.964479__1.964479	28052__A0A174HY73__ERS852451_01605
ERR1912976.964662__1.964662	33038__A0A2N5NNJ7__CDL26_12635
ERR1912976.964916__1.964916	33038__F7JV68__C5Y99_05575
ERR1912976.965335__1.965335	28116__C3QXZ9__DXA80_15295
ERR1912976.965434__1.965434	384638__B7AT21__BACPEC_01289
ERR1912976.965754__1.965754	329854__R5M7M9__DXD27_11505
ERR1912976.965812__1.965812	821__I9R3W6__DXC16_12455
ERR1912976.965851__1.965851	552398__F4XCQ4__HMPREF0866_01621
ERR1912976.965861__1.965861	821__A0A174WBC9__ERS852556_03145
ERR1912976.966093__1.966093	239935__A0A2N8IEP3__CXT84_03735
ERR1912976.966126__1.966126	1547__H1APP6__DW242_10935
ERR1912976.966418__1.966418	33038__R5UBY3__lutR_1
ERR1912976.966451__1.966451	165179__A0A3E4SDC8__PREVCOP_05706
ERR1912976.966452__1.966452	1160721__W0U560__RBI_I01229
ERR1912976.966496__1.966496	39485__A0A1Q6PHD7__ERS852492_01801
ERR1912976.966607__1.966607	28116__R6JIR4__DXA80_14190
ERR1912976.966618__1.966618	28052__A0A174M373__speA_2
ERR1912976.966665__1.966665	1263030__R5D850__BN705_01161
ERR1912976.966995__1.966995	1262986__R5ZUP0__BN492_01284
ERR1912976.967170__1.967170	301301__A0A395VA97__RHOM_13930
ERR1912976.967353__1.967353	165179__A0A3E5AHY4__CFT61_07675
ERR1912976.967415__1.967415	39492__D4JVC7__yfgF
ERR1912976.967424__1.967424	820__A0A173YYG4__evgS_3
ERR1912976.967466__1.967466	40519__U2MCQ8__RUMCAL_00556
ERR1912976.967484__1.967484	165179__R6PNJ9__PREVCOP_04730
ERR1912976.967566__1.967566	239935__A0A2N8IKW7__pstA
ERR1912976.967635__1.967635	28118__F9Z408__NCTC10826_01194
ERR1912976.967675__1.967675	329854__A0A3E4KPG4__DXD27_21195
ERR1912976.967774__1.967774	821__A0A395UNT8__DXD64_15275
ERR1912976.968251__1.968251	1262921__R5M9E5__BN473_02191
ERR1912976.968379__1.968379	821__A6L0C7__ERS852556_03520
ERR1912976.968399__1.968399	165179__A0A3E5AER8__DXB80_07075
ERR1912976.968411__1.968411	1262989__R6XZR4__BN815_01113
ERR1912976.968450__1.968450	239935__A0A2N8I3G2__CXT89_00720
ERR1912976.968566__1.968566	28117__B0MYP3__BHV66_04995
ERR1912976.968605__1.968605	821__A0A395UNT8__DXD64_15275
ERR1912976.968631__1.968631	29361__B6FQ81__CLONEX_02300
ERR1912976.968736__1.968736	33038__A0A2N5P4D9__ERS852409_00051
ERR1912976.968806__1.968806	821__A0A0P0LFP6__C5Z04_13890
ERR1912976.968935__1.968935	501571__R8W0W6__SAMN02745978_00210
ERR1912976.969122__1.969122	853__D4KAK8__C4N21_13380
ERR1912976.969196__1.969196	28117__B0MY45__ALIPUT_02164
ERR1912976.969446__1.969446	33038__A0A2N5NNN0__HMPREF1201_02166
ERR1912976.969593__1.969593	39485__C4Z6K2__ERS852490_00407
ERR1912976.969535__1.969535	338188__A0A174ETX3__ERS852397_01955
ERR1912976.969578__1.969578	821__A0A0P0M405__DXC02_15075
ERR1912976.969602__1.969602	39485__C4Z434__tilS
ERR1912976.969700__1.969700	165179__A0A174SA26__PREVCOP_05758
ERR1912976.969714__1.969714	39485__C4Z6K2__ERS852490_00407
ERR1912976.969902__1.969902	33038__A0A2N5NRF9__tetC
ERR1912976.969964__1.969964	40519__U2MCQ8__RUMCAL_00556
ERR1912976.970061__1.970061	33039__D4M0U9__mucD
ERR1912976.970098__1.970098	487174__K0XL35__DDY40_11955
ERR1912976.970233__1.970233	821__A0A0P0M405__DXC02_15075
ERR1912976.970268__1.970268	2049043__A0A316MMQ4__DBY37_11635
ERR1912976.970315__1.970315	817__A0A395WHI5__M113_3549
ERR1912976.970441__1.970441	820__A0A139K0J1__HMPREF2141_03205
ERR1912976.970464__1.970464	33038__A0A2N5NYI5__C5Y99_09140
ERR1912976.970427__1.970427	1263000__R5EWA6__BN466_02021
ERR1912976.970524__1.970524	552398__F4XCQ4__HMPREF0866_01621
ERR1912976.970848__1.970848	329854__R5M1L3__DXD57_08795
ERR1912976.970920__1.970920	360807__C0FU45__ERS852392_01591
ERR1912976.970935__1.970935	487174__K0XH97__HMPREF9448_01909
ERR1912976.970876__1.970876	328814__GCA_004558275.1_00033
ERR1912976.971040__1.971040	2292352__A0A374UKA6__DXC23_10805
ERR1912976.971050__1.971050	329854__R5MM66__DXD27_21515
ERR1912976.971150__1.971150	246787__A0A0P0FW66__sigW_7
ERR1912976.971164__1.971164	165179__A0A3E5AER8__DXB80_07075
ERR1912976.971429__1.971429	821__A0A396EVC9__DXB90_03525
ERR1912976.971575__1.971575	39485__C4Z4X5__ERS852492_02859
ERR1912976.971691__1.971691	2173__A0A1D2WXY3__BK798_04185
ERR1912976.971975__1.971975	2173__A0A1D2WRS4__METSMIALI_00521
ERR1912976.972019__1.972019	1262824__R6RLS2__BN719_02323
ERR1912976.972220__1.972220	1550024__G9RZ38__ASJ35_12765
ERR1912976.972339__1.972339	823__A0A174VHT1__DHP27_04775
ERR1912976.972384__1.972384	39491__A0A173VYV1__DXC13_02710
ERR1912976.972387__1.972387	39492__D4JWY7__EUBSIR_01655
ERR1912976.972446__1.972446	384639__GCA_003096855.1_00972
ERR1912976.972680__1.972680	165179__R6C330__DXC61_04975
ERR1912976.972714__1.972714	246787__A0A0P0GG22__BACCELL_01899
ERR1912976.973152__1.973152	821__A0A0P0LFP6__C5Z04_13890
ERR1912976.973218__1.973218	39485__A0A174ZLH6__EUBELI_01564
ERR1912976.973300__1.973300	301302__R5UU15__ERS852420_02998
ERR1912976.973318__1.973318	487174__R5FN40__HMPREF9448_01366
ERR1912976.973381__1.973381	88431__A6BIL9__ERS852573_01301
ERR1912976.973444__1.973444	165179__A0A3E5AAM8__DXB80_10240
ERR1912976.973591__1.973591	329854__R5MM66__DXD27_21515
ERR1912976.973673__1.973673	563769__GeneID:6972918
ERR1912976.973685__1.973685	871327__A0A1H5WNU7__SAMN05444001_11221
ERR1912976.973693__1.973693	552398__F4XCR9__HMPREF0866_01636
ERR1912976.973830__1.973830	821__A0A395VIK7__BVU_1225
ERR1912976.974162__1.974162	329854__R5LT45__DXD57_14270
ERR1912976.974310__1.974310	562__P64549__K758_00320
ERR1912976.974339__1.974339	1263076__GCA_000437615.1_00059
ERR1912976.974391__1.974391	1262989__R6Y8S0__BN815_01559
ERR1912976.974464__1.974464	301302__R5V5K3__M72_10541
ERR1912976.974560__1.974560	40519__U2MCQ8__RUMCAL_00556
ERR1912976.974624__1.974624	2292352__A0A374UL63__DXC23_08410
ERR1912976.974700__1.974700	28116__A0A1Y4PWN5__M088_3731
ERR1912976.974720__1.974720	39485__A0A174ZPH7__ERS852490_01992
ERR1912976.974741__1.974741	28116__C3QXZ9__DXA80_15295
ERR1912976.974787__1.974787	39485__C4Z0F4__ERS852490_00945
ERR1912976.974802__1.974802	28116__C3QXZ9__DXA80_15295
ERR1912976.974816__1.974816	33038__A0A396G7D8__asnB
ERR1912976.974873__1.974873	2292352__A0A374UKA6__DXC23_10805
ERR1912976.974915__1.974915	33038__A0A2N5NWR8__CDL18_14140
ERR1912976.974988__1.974988	821__A0A0P0M3U7__DXB90_14325
ERR1912976.975034__1.975034	40519__U2MCQ8__RUMCAL_00556
ERR1912976.975193__1.975193	165179__A0A3E5EA43__DXC61_07775
ERR1912976.975225__1.975225	33038__A0A2N5NWR8__CDL18_14140
ERR1912976.975323__1.975323	821__E5UPR6__SAMN04487923_101768
ERR1912976.975343__1.975343	1235790__S0J8L6__C805_00148
ERR1912976.975433__1.975433	301301__A0A395VA49__RHOM_13895
ERR1912976.975478__1.975478	28052__A0A174M9U3__ERS852451_02548
ERR1912976.975516__1.975516	28118__A0A1Q6IM78__B5F99_09295
ERR1912976.976070__1.976070	165179__A0A174SA26__PREVCOP_05758
ERR1912976.976126__1.976126	33038__F7JTF2__CDL22_02335
ERR1912976.976241__1.976241	360807__A0A0M6WXW5__ROSEINA2194_00331
ERR1912976.976314__1.976314	39485__A0A175A403__EUBELI_20577
ERR1912976.976490__1.976490	301301__A0A395VAL3__mcp2_2
ERR1912976.976653__1.976653	821__A0A396F1N0__M099_1553
ERR1912976.976871__1.976871	301301__A0A174AM08__gluP_1
ERR1912976.977121__1.977121	28052__R7N8Y2__ERS852451_01598
ERR1912976.977277__1.977277	820__I9J701__ERS852510_01809
ERR1912976.977254__1.977254	357276__A0A076IS46__BACDOR_03265
ERR1912976.977418__1.977418	371601__R6KBI9__SAMN05216250_110102
ERR1912976.977610__1.977610	706562__GCA_900112995.1_00062
ERR1912976.977692__1.977692	214856__A0A174A1J3__ERS852447_01000
ERR1912976.977758__1.977758	821__I9R3W6__DXC16_12455
ERR1912976.977943__1.977943	823__E1YV41__BDI_1376
ERR1912976.978091__1.978091	328814__GCA_004558275.1_00293
ERR1912976.978022__1.978022	33038__A7B614__CDL24_02540
ERR1912976.978179__1.978179	29361__B6FJ25__CLONEX_00110
ERR1912976.978442__1.978442	338188__A0A174ETX3__ERS852397_01955
ERR1912976.978548__1.978548	1776045__A0A0U5J7K7__BN3456_00132
ERR1912976.978750__1.978750	1263107__GCA_000436995.1_00126
ERR1912976.978778__1.978778	328814__GCA_004558275.1_00296
ERR1912976.978885__1.978885	39485__A0A174ZJ13__ssuB
ERR1912976.978910__1.978910	28052__A0A174KNE1__ptsI_2
ERR1912976.978918__1.978918	821__A0A3E4HP25__SAMN04487923_102450
ERR1912976.978958__1.978958	649756__A0A173RRC5__DO83_12885
ERR1912976.978977__1.978977	39485__A0A174ZMD4__ERS852492_01969
ERR1912976.978982__1.978982	487174__K0X2Q8__DDY40_04590
ERR1912976.979166__1.979166	246787__A0A0P0FW66__sigW_7
ERR1912976.979361__1.979361	1796613__A0A1V0QDA8__A4V03_02465
ERR1912976.979397__1.979397	28052__A0A174KNE1__ptsI_2
ERR1912976.979469__1.979469	1262988__R7N2N8__BN816_01487
ERR1912976.979501__1.979501	552398__F4XCQ4__HMPREF0866_01621
ERR1912976.979684__1.979684	33038__A0A2N5NVA1__DXD36_11535
ERR1912976.979698__1.979698	39485__A0A175A023__yhhT
ERR1912976.979858__1.979858	29361__B6FQ81__CLONEX_02300
ERR1912976.979951__1.979951	357276__I8WEY2__ABI39_04185
ERR1912976.980057__1.980057	820__A0A139K8X8__DXC80_17665
ERR1912976.980062__1.980062	301302__R5USI9__prsA3
ERR1912976.980234__1.980234	28052__A0A174GEH2__ERS852451_00507
ERR1912976.980289__1.980289	371601__D7K8P3__SAMN05216250_10395
ERR1912976.980438__1.980438	328814__GCA_004558275.1_01745
ERR1912976.980484__1.980484	33038__A0A2N5PXI0__C5Y99_10810
ERR1912976.980568__1.980568	39485__A0A174YVS4__EUBELI_00620
ERR1912976.980672__1.980672	33038__A7AYC4__CDL21_13075
ERR1912976.980733__1.980733	106588__A6NUL8__BACCAP_01900
ERR1912976.980776__1.980776	28118__F9ZA35__DER54_10915
ERR1912976.980936__1.980936	357276__A0A076ISJ4__B5F95_19420
ERR1912976.980967__1.980967	820__A0A3E4IGB2__HMPREF1073_03893
ERR1912976.981107__1.981107	39485__A0A1Q6PGI7__pehX_3
ERR1912976.981202__1.981202	821__C3RB94__DXC03_15585
ERR1912976.981228__1.981228	552398__F4XCQ4__HMPREF0866_01621
ERR1912976.981382__1.981382	301301__A0A395V700__RHOM_03405
ERR1912976.981386__1.981386	329854__A0A3D6AT76__DXD57_12190
ERR1912976.981585__1.981585	487174__K0WWY0__DIT83_10195
ERR1912976.981845__1.981845	820__R9I324__HMPREF2141_02414
ERR1912976.981905__1.981905	33038__A0A2N5Q1T9__ERS852409_01319
ERR1912976.982294__1.982294	39485__R5ZRN3__ERS852490_00208
ERR1912976.982338__1.982338	29361__B6FKH5__CLONEX_00621
ERR1912976.982425__1.982425	28117__B0MTV0__BHV66_06395
ERR1912976.982618__1.982618	39492__D4JT67__EUBSIR_01784
ERR1912976.982623__1.982623	821__A0A173WG51__BVU_2549
ERR1912976.982700__1.982700	28117__B0MVL2__BHV66_01645
ERR1912976.982753__1.982753	165179__D1PCT4__DXB80_09470
ERR1912976.982860__1.982860	821__A0A0P0L8F8__ERS852509_03705
ERR1912976.982892__1.982892	821__A0A174WBC9__ERS852556_03145
ERR1912976.982915__1.982915	328814__GCA_004558275.1_00076
ERR1912976.982922__1.982922	28052__R7N6Q7__rafA
ERR1912976.983060__1.983060	292800__A0A174XBF3__ERS852504_03492
ERR1912976.983146__1.983146	1897011__A0A1Q6RDB1__BHW41_05850
ERR1912976.983207__1.983207	329854__R5M1L3__DXD57_08795
ERR1912976.983193__1.983193	2292352__A0A374UKZ5__DXC23_11285
ERR1912976.983195__1.983195	39485__R6AKA4__rssA
ERR1912976.983448__1.983448	28116__A0A3E5HUC8__DHW41_21025
ERR1912976.983449__1.983449	39492__D4JT91__EUBSIR_01750
ERR1912976.983459__1.983459	165179__A0A3E4SDC8__PREVCOP_05706
ERR1912976.983579__1.983579	39496__A5Z5I2__EUBVEN_00963
ERR1912976.983791__1.983791	239935__A0A2N8I5A2__DEF40_08455
ERR1912976.983804__1.983804	28116__A7LS02__DXF98_24100
ERR1912976.983955__1.983955	853__C7H1R8__DW905_06675
ERR1912976.983992__1.983992	246787__A0A0P0GK12__BcellWH2_04154
ERR1912976.984403__1.984403	820__A0A174CG08__DXB62_13215
ERR1912976.984428__1.984428	552398__F4XCQ4__HMPREF0866_01621
ERR1912976.984770__1.984770	552398__T5S086__HMPREF0866_01580
ERR1912976.984763__1.984763	649756__B0P3X1__DCR88_11540
ERR1912976.984863__1.984863	28116__A7LXT7__HMPREF1070_00356
ERR1912976.984932__1.984932	821__A0A0P0LKG6__HMPREF1058_02188
ERR1912976.985015__1.985015	39485__A0A174YMI9__cph2_5
ERR1912976.985138__1.985138	329854__R5M1Z6__BACINT_04643
ERR1912976.985386__1.985386	28116__A0A1G8P076__AA414_01051
ERR1912976.985617__1.985617	28117__R7JJM9__ALIPUT_00662
ERR1912976.985705__1.985705	562__P77393__PU31_14870
ERR1912976.985910__1.985910	301301__G2SXZ6__RHOM_11570
ERR1912976.985865__1.985865	821__E5UMZ6__BVU_1450
ERR1912976.985889__1.985889	39485__A0A174ZG70__ERS852492_00929
ERR1912976.986035__1.986035	114527__A0A2S0L6I7__C5Q96_08390
ERR1912976.986138__1.986138	2173__A5ULL1__Msm_0884
ERR1912976.986151__1.986151	328814__GCA_004558275.1_00296
ERR1912976.986350__1.986350	820__A0A139KG60__M094_2679
ERR1912976.986398__1.986398	39485__A0A174YNV0__cheW_1
ERR1912976.986515__1.986515	28052__R7NCE0__ERS852499_00449
ERR1912976.986689__1.986689	329854__R5ML94__DXD57_11235
ERR1912976.986734__1.986734	329854__R5M856__DXD27_09575
ERR1912976.986906__1.986906	413497__K8AZ63__BN134_3732
ERR1912976.986908__1.986908	28052__A0A174MF60__ERS852499_01909
ERR1912976.986997__1.986997	33038__A0A396G4K0__CDL22_09365
ERR1912976.987071__1.987071	301301__G2SXB0__RHOM_09565
ERR1912976.987475__1.987475	817__A0A2M9V699__M065_3452
ERR1912976.987485__1.987485	706562__GCA_900112995.1_02231
ERR1912976.987516__1.987516	301301__A0A395V654__RHOM_11910
