ERR1913297.53__1.53	820__A0A139K5A6__DXB48_12175
ERR1913297.210071__1.210071	820__A0A078S4C2__ERS417307_00828
ERR1913297.210098__1.210098	39492__D4JW25__EUBSIR_02203
ERR1913297.210171__1.210171	39492__D4JVW2__EUBSIR_02285
ERR1913297.210301__1.210301	1628085__A0A396Q6V9__C7386_102126
ERR1913297.210320__1.210320	301302__R5UK77__M72_08681
ERR1913297.210407__1.210407	39491__A0A173TFQ1__rsmF
ERR1913297.210488__1.210488	820__A0A139JRH8__HMPREF2141_04326
ERR1913297.210614__1.210614	384639__GCA_003096855.1_00847
ERR1913297.210751__1.210751	39491__A0A395ZF49__DXB69_05290
ERR1913297.210771__1.210771	39492__D4MJF3__EUBSIR_02248
ERR1913297.210781__1.210781	1150298__A0A174DX06__ERS852498_00491
ERR1913297.210817__1.210817	39492__D4JWY7__EUBSIR_01655
ERR1913297.210838__1.210838	39491__A0A396FUZ3__phoR_1
ERR1913297.210851__1.210851	1099853__R7DEQ7__NSB1T_12415
ERR1913297.210862__1.210862	1262948__R7EDA7__BN671_00036
ERR1913297.210894__1.210894	820__A0A139JRS5__HMPREF1073_04025
ERR1913297.210937__1.210937	39491__A0A395V297__EUR_01010
ERR1913297.210982__1.210982	360807__A0A396AF38__RIL183_00781
ERR1913297.210992__1.210992	166486__D4KQG8__ERS852572_02379
ERR1913297.211052__1.211052	166486__D4KVZ2__cbiT
ERR1913297.211032__1.211032	820__R9I2U8__DXC68_09590
ERR1913297.211037__1.211037	39491__A0A396FSN2__EUBREC_0707
ERR1913297.211042__1.211042	706562__GCA_900112995.1_01625
ERR1913297.211079__1.211079	357276__I9FGI3__EL88_12385
ERR1913297.211152__1.211152	820__A0A3E4G826__C801_01612
ERR1913297.211321__1.211321	39492__B0MNU1__ERS852540_02349
ERR1913297.211575__1.211575	39492__D4JRM9__bglB_2
ERR1913297.211690__1.211690	39492__D4JVW2__EUBSIR_02285
ERR1913297.211760__1.211760	357276__I8WML9__DXD47_10570
ERR1913297.211769__1.211769	820__A0A3E4GFT8__HMPREF1073_03236
ERR1913297.211801__1.211801	39491__A0A396FSN2__EUBREC_0707
ERR1913297.211876__1.211876	39491__R6TQ09__DXC13_03010
ERR1913297.211908__1.211908	39492__D4MIX3__ERS852540_01230
ERR1913297.211978__1.211978	39492__B0MP07__ERS852540_02083
ERR1913297.212073__1.212073	39485__C4Z2X2__ERS852492_01808
ERR1913297.212093__1.212093	1262743__R5C7B5__BN727_00586
ERR1913297.212232__1.212232	1150298__A0A174DTK6__ERS852498_00510
ERR1913297.212312__1.212312	39492__D4JRV7__EUBSIR_01513
ERR1913297.212566__1.212566	820__A0A173YYG4__evgS_3
ERR1913297.212574__1.212574	823__A0A355XJT5__ERS852429_03504
ERR1913297.212612__1.212612	47678__A5ZEX0__DW706_08045
ERR1913297.212680__1.212680	301302__A0A0M6WTN6__ERS852420_01659
ERR1913297.212756__1.212756	39491__C4ZHS4__EUR_24420
ERR1913297.212806__1.212806	39492__D4JS06__ERS852540_02297
ERR1913297.212841__1.212841	1550024__G9RNN4__ASJ35_08335
ERR1913297.212849__1.212849	39485__A0A174ZLH6__EUBELI_01564
ERR1913297.212878__1.212878	301302__A0A0M6WBZ5__spr
ERR1913297.212981__1.212981	820__A0A139K4W1__M093_0353
ERR1913297.212994__1.212994	360807__C0FU45__ERS852392_01591
ERR1913297.213070__1.213070	29361__B6FRT6__CLONEX_02860
ERR1913297.213092__1.213092	39492__D4JTF2__mutS2
ERR1913297.213211__1.213211	39492__D4JRM9__bglB_2
ERR1913297.213278__1.213278	1150298__A0A173ZPH3__rnhA
ERR1913297.213216__1.213216	1262911__R6GY78__BN557_00532
ERR1913297.213291__1.213291	39492__D4JRR5__ERS852540_02089
ERR1913297.213453__1.213453	40518__R5DR72__RBL236_02110
ERR1913297.213430__1.213430	820__A0A174LJB2__HMPREF1072_04112
ERR1913297.213539__1.213539	39492__D4JSS2__EUBSIR_00553
ERR1913297.213627__1.213627	28052__A0A174K0K8__ERS852451_01224
ERR1913297.213676__1.213676	28117__B0MWC6__BHV66_00965
ERR1913297.213703__1.213703	39492__D4JRZ7__smc
ERR1913297.213768__1.213768	1262886__R6Q9S2__BN563_00641
ERR1913297.213822__1.213822	39492__D4JRM9__bglB_2
ERR1913297.213923__1.213923	39485__A0A174ZQ05__EUBELI_01606
ERR1913297.214059__1.214059	28052__A0A174MSU9__ERS852499_02010
ERR1913297.214077__1.214077	820__A0A139KHD8__ERS417307_00569
ERR1913297.214038__1.214038	39491__A0A173RA59__EUR_24800
ERR1913297.214085__1.214085	357276__B6W5Q9__HMPREF1063_03125
ERR1913297.214143__1.214143	446660__GCA_003428235.1_00506
ERR1913297.214197__1.214197	39492__D4JV38__EUBSIR_01205
ERR1913297.214235__1.214235	357276__A0A076IRX4__ABI39_13585
ERR1913297.214398__1.214398	39492__D4JWJ4__EUBSIR_01090
ERR1913297.214748__1.214748	357276__B6W1Y5__IY41_11405
ERR1913297.214814__1.214814	384639__GCA_003096855.1_01226
ERR1913297.214842__1.214842	166486__A0A173V5I7__ERS852572_02640
ERR1913297.215133__1.215133	823__A0A174UI22__CF162_13840
ERR1913297.215281__1.215281	418240__A0A174EIE7__pknG
ERR1913297.215239__1.215239	39485__A0A174YNF6__lytR_1
ERR1913297.215292__1.215292	1262911__R6GMZ7__BN557_01741
ERR1913297.215353__1.215353	357276__I9R002__HMPREF1064_01826
ERR1913297.215446__1.215446	301302__R5UMB9__M72_25011
ERR1913297.215476__1.215476	823__A6LHK0__M090_1297
ERR1913297.215519__1.215519	39491__A0A0M6WLC7__ERS852497_00640
ERR1913297.215691__1.215691	820__A0A174CK74__DXB48_07060
ERR1913297.215724__1.215724	28052__A0A174HF53__ERS852499_00436
ERR1913297.215727__1.215727	39492__D4JTW6__ERS852540_00220
ERR1913297.215775__1.215775	820__A0A139K4W1__M093_0353
ERR1913297.215828__1.215828	39492__D4JSS9__btuF
ERR1913297.215902__1.215902	39491__A0A395ZE48__DXB76_02395
ERR1913297.215859__1.215859	357276__B6W5Q9__HMPREF1063_03125
ERR1913297.215867__1.215867	28111__R5JPB6__NCTC11155_02514
ERR1913297.216023__1.216023	39491__A0A396FRE7__EUR_27520
ERR1913297.216143__1.216143	28111__R5K5Y3__BACEGG_03205
ERR1913297.216273__1.216273	820__R9HXK9__DXB62_08265
ERR1913297.216243__1.216243	28111__E5X0Y0__HMPREF1016_02598
ERR1913297.216320__1.216320	39492__D4JR20__trmD
ERR1913297.216522__1.216522	820__A0A3E4G826__C801_01612
ERR1913297.216571__1.216571	1603888__A0A133SJQ2__HMPREF3201_00575
ERR1913297.216575__1.216575	39491__A0A173TAZ5__DXB99_09520
ERR1913297.216554__1.216554	820__A0A174M9V5__M093_0237
ERR1913297.216597__1.216597	823__A0A355XF06__B5F32_11480
ERR1913297.216652__1.216652	39492__A0A3D4MN89__nadD
ERR1913297.216756__1.216756	357276__A6L053__ABI39_04450
ERR1913297.216832__1.216832	626929__F3PKE9__HMPREF9445_02506
ERR1913297.216897__1.216897	39491__A0A395UWZ1__DXC13_02175
ERR1913297.216941__1.216941	39492__D4MIY5__EUBSIR_00233
ERR1913297.217064__1.217064	39491__A0A0M6WWT1__dus_2
ERR1913297.217006__1.217006	39491__A0A396FTE5__ERS852417_01346
ERR1913297.217023__1.217023	1150298__A0A174PLY5__ERS852406_01056
ERR1913297.217076__1.217076	357276__I9QDB8__B5F95_08105
ERR1913297.217126__1.217126	239935__A0A2N8HPS5__Amuc_0950
ERR1913297.217147__1.217147	1099853__G9S3X6__NSB1T_04020
ERR1913297.217241__1.217241	39485__A0A174Z7G5__EUBELI_01168
ERR1913297.217331__1.217331	820__A0A3E4QZJ7__C801_01798
ERR1913297.217442__1.217442	39491__C4Z9K0__DXD95_07445
ERR1913297.217542__1.217542	39492__D4MMN2__EUBSIR_00964
ERR1913297.217536__1.217536	39491__A0A396FRE7__EUR_27520
ERR1913297.217558__1.217558	204516__U6R9E0__HMPREF1534_03742
ERR1913297.217617__1.217617	357276__B6W5Q9__HMPREF1063_03125
ERR1913297.217622__1.217622	820__E5VA63__DXC80_01025
ERR1913297.217629__1.217629	204516__U6RPN2__HMPREF1534_00368
ERR1913297.217652__1.217652	1262911__R6GVB3__BN557_01690
ERR1913297.217688__1.217688	28116__D7K7K3__SAMN05192581_103348
ERR1913297.217722__1.217722	1262911__R6H212__BN557_01031
ERR1913297.217802__1.217802	39492__A0A174ZYY6__EUBSIR_02510
ERR1913297.217965__1.217965	28052__A0A174MF60__ERS852499_01909
ERR1913297.217995__1.217995	39492__A0A3D4MN89__nadD
ERR1913297.217976__1.217976	39492__D4JV38__EUBSIR_01205
ERR1913297.218013__1.218013	204516__U6RDD8__HMPREF1534_02559
ERR1913297.218072__1.218072	39492__D4JUS6__accD5
ERR1913297.218126__1.218126	357276__A0A076IXE0__HMPREF1064_04364
ERR1913297.218182__1.218182	820__A7V470__HMPREF1072_02076
ERR1913297.218255__1.218255	2173__A0A1D2WQU0__METSMIALI_00792
ERR1913297.218259__1.218259	39491__A0A395V297__EUR_01010
ERR1913297.218322__1.218322	1263107__GCA_000436995.1_00106
ERR1913297.218307__1.218307	333367__C0D628__CLOSTASPAR_04724
ERR1913297.218367__1.218367	820__A7V470__HMPREF1072_02076
ERR1913297.218440__1.218440	1150298__A0A174BR70__ERS852535_01666
ERR1913297.218452__1.218452	301302__A0A173RZU9__M72_23561
ERR1913297.218418__1.218418	820__A0A139KHX1__HMPREF2141_00289
ERR1913297.218656__1.218656	820__A0A078STJ8__DXC68_04690
ERR1913297.218889__1.218889	820__A0A374Q351__DXD40_05850
ERR1913297.218917__1.218917	28052__R7NDD4__ywtF
ERR1913297.218977__1.218977	39492__D4JX50__EUBSIR_00410
ERR1913297.218989__1.218989	39491__A0A3E4E7C5__DXB69_03255
ERR1913297.219172__1.219172	39492__R6SA81__EUBSIR_00402
ERR1913297.219296__1.219296	820__A0A374Q4X1__HMPREF2141_02370
ERR1913297.219278__1.219278	39491__C4Z9E9__T1815_12341
ERR1913297.219527__1.219527	39491__A0A396FTE5__ERS852417_01346
ERR1913297.219565__1.219565	204516__U6R8I1__HMPREF1534_03341
ERR1913297.219572__1.219572	823__A0A174VHT1__DHP27_04775
ERR1913297.219639__1.219639	39492__D4JX05__EUBSIR_01678
ERR1913297.219643__1.219643	39491__A0A395V1R3__T1815_08181
ERR1913297.219710__1.219710	39492__D4JUJ6__ssuB_2
ERR1913297.219714__1.219714	357276__I9F327__DXD47_22495
ERR1913297.219731__1.219731	820__A0A174CG08__DXB62_13215
ERR1913297.219754__1.219754	626929__F3PIZ9__B5F24_03600
ERR1913297.219972__1.219972	853__A0A2J4JL53__CRH10_10795
ERR1913297.220036__1.220036	39492__D4JR31__EUBSIR_00106
ERR1913297.220028__1.220028	360807__C0G083__ROSEINA2194_04432
ERR1913297.220079__1.220079	39485__C4Z6V1__ERS852492_02640
ERR1913297.220121__1.220121	39492__D4JV86__spoIIE
ERR1913297.220253__1.220253	291644__I8YFE9__HMPREF1071_02973
ERR1913297.220265__1.220265	1378168__V2YA11__N510_02528
ERR1913297.220303__1.220303	39492__D4JRM9__bglB_2
ERR1913297.220346__1.220346	820__R9HUV5__HMPREF2141_02582
ERR1913297.220494__1.220494	357276__A0A0K2HG61__BACDOR_02028
ERR1913297.220510__1.220510	39492__D4JVX0__udk
ERR1913297.220637__1.220637	39491__C4ZEW3__T1815_18241
ERR1913297.220648__1.220648	39492__A0A174ZHV5__msbA_2
ERR1913297.220753__1.220753	39492__D4JRM9__bglB_2
ERR1913297.220817__1.220817	28116__A0A1G6G396__DXD69_22115
ERR1913297.220818__1.220818	40518__R5DM08__DXD83_06415
ERR1913297.220995__1.220995	823__A0A355XJT5__ERS852429_03504
ERR1913297.220972__1.220972	28111__E5WYP5__BACEGG_00185
ERR1913297.221033__1.221033	39491__A0A396FQV7__T1815_10751
ERR1913297.221112__1.221112	39492__A0A174ZL16__EUBSIR_01269
ERR1913297.221152__1.221152	820__A0A174DZ97__SAMN05444418_101240
ERR1913297.221215__1.221215	357276__I9RAC4__BSEG_00561
ERR1913297.221290__1.221290	39492__D4JW25__EUBSIR_02203
ERR1913297.221411__1.221411	820__R9I3Q7__HMPREF1072_01668
ERR1913297.221446__1.221446	39492__D4JTG7__EUBSIR_00572
ERR1913297.221557__1.221557	820__A0A3E4W9D9__B5G17_12400
ERR1913297.221628__1.221628	28052__R7N6Q7__rafA
ERR1913297.221712__1.221712	1262743__R5C054__BN727_01980
ERR1913297.221736__1.221736	823__A0A173RD26__B5F32_03910
ERR1913297.221682__1.221682	39492__D4JQS7__ERS852540_01645
ERR1913297.221692__1.221692	39492__B0MNL5__phoR_1
ERR1913297.221703__1.221703	39492__D4JUL4__ERS852540_01381
ERR1913297.221853__1.221853	39491__A0A395UYL9__ERS852417_00624
ERR1913297.221833__1.221833	39492__D4JVC7__yfgF
ERR1913297.221887__1.221887	39492__D4MMN2__EUBSIR_00964
ERR1913297.222042__1.222042	39492__D4JRZ7__smc
ERR1913297.222078__1.222078	39491__A0A395ZF49__DXB69_05290
ERR1913297.222104__1.222104	301302__R5UK77__M72_08681
ERR1913297.222228__1.222228	28052__R7N6Q7__rafA
ERR1913297.222297__1.222297	166486__D4KVZ0__ERS852572_03130
ERR1913297.222255__1.222255	39492__D4JQP0__ypeB
ERR1913297.222355__1.222355	39492__D4JRV7__EUBSIR_01513
ERR1913297.222383__1.222383	357276__I9F327__DXD47_22495
ERR1913297.222432__1.222432	357276__I9F327__DXD47_22495
ERR1913297.222599__1.222599	820__A0A174QT76__B5G17_18060
ERR1913297.222562__1.222562	820__A0A139KHD8__ERS417307_00569
ERR1913297.222818__1.222818	39492__R6SA81__EUBSIR_00402
ERR1913297.222859__1.222859	39491__A0A395UUN5__EUBREC_0291
ERR1913297.222977__1.222977	39491__A0A395UWA3__DXB69_11805
ERR1913297.222954__1.222954	357276__A6L053__ABI39_04450
ERR1913297.222961__1.222961	301302__A0A0M6WH46__M72_23101
ERR1913297.223081__1.223081	39492__D4JQS6__ykoD
ERR1913297.223146__1.223146	204516__U6RDD8__HMPREF1534_02559
ERR1913297.223156__1.223156	820__A0A139JRS5__HMPREF1073_04025
ERR1913297.223280__1.223280	39491__A0A173QT73__alaS_2
ERR1913297.223298__1.223298	39492__R6SA81__EUBSIR_00402
ERR1913297.223341__1.223341	1099853__U5CKM5__NSB1T_03870
ERR1913297.223429__1.223429	40518__R5DUG7__sbcC
ERR1913297.223376__1.223376	884684__GCA_002892425.1_01408
ERR1913297.223455__1.223455	626929__F3PLU6__SAMN05444376_0082
ERR1913297.223457__1.223457	39492__D4JT87__clpC
ERR1913297.223450__1.223450	28052__A0A174YZ18__ERS852499_01382
ERR1913297.223452__1.223452	39492__D4JV38__EUBSIR_01205
ERR1913297.223543__1.223543	1262886__R6QA26__BN563_00158
ERR1913297.223559__1.223559	39485__C4Z2S3__EUBELI_00292
ERR1913297.223565__1.223565	166486__D4KUM5__afr
ERR1913297.223587__1.223587	78535__E6J2B6__hsdS1
ERR1913297.223593__1.223593	166486__D4KX18__ROSINTL182_07596
ERR1913297.223616__1.223616	301302__R5VFW5__M72_26781
ERR1913297.223637__1.223637	818__A0A0P0F7K1__ERS852461_02719
ERR1913297.223662__1.223662	39491__C4Z9K0__DXD95_07445
ERR1913297.223730__1.223730	39492__D4JVG7__ERS852540_00946
ERR1913297.223887__1.223887	39491__A0A174K9A3__DXB69_07785
ERR1913297.223857__1.223857	626929__F3PDX9__B5F24_16350
ERR1913297.223931__1.223931	820__R9I3Q7__HMPREF1072_01668
ERR1913297.223935__1.223935	384639__GCA_003096855.1_01176
ERR1913297.223955__1.223955	39492__D4JQS6__ykoD
ERR1913297.224135__1.224135	39492__D4MJF3__EUBSIR_02248
ERR1913297.224200__1.224200	39492__D4MIY5__EUBSIR_00233
ERR1913297.224205__1.224205	357276__A0A0K2HI25__DXD47_04465
ERR1913297.224206__1.224206	39492__D4JW28__spoVFA
ERR1913297.224226__1.224226	39492__D4JX34__ERS852540_00411
ERR1913297.224246__1.224246	39492__B0MNU1__ERS852540_02349
ERR1913297.224287__1.224287	820__A7UYX8__DXD40_11635
ERR1913297.224324__1.224324	357276__A0A076INK2__BSEG_04225
ERR1913297.224470__1.224470	301302__A0A173UAS4__M72_15061
ERR1913297.224524__1.224524	239935__A0A2N8I9N0__CXT97_09915
ERR1913297.224529__1.224529	39491__A0A395ZG74__licR
ERR1913297.224540__1.224540	357276__A0A0M1VZG8__HMPREF1064_01655
ERR1913297.224580__1.224580	853__A0A329UEG4__CHR60_00585
ERR1913297.224792__1.224792	820__A0A3E4G493__ERS417307_00253
ERR1913297.224921__1.224921	39492__A0A174ZP27__EUBSIR_00033
ERR1913297.224938__1.224938	357276__I9RAC4__BSEG_00561
ERR1913297.225030__1.225030	204516__U6R9H3__HMPREF1534_03348
ERR1913297.225074__1.225074	39492__D4JUD7__EUBSIR_01877
ERR1913297.225126__1.225126	39492__D4JTG7__EUBSIR_00572
ERR1913297.225146__1.225146	39492__D4MIX3__ERS852540_01230
ERR1913297.225171__1.225171	357276__I8WPR6__EL88_06675
ERR1913297.225222__1.225222	39492__D4JS46__EUBSIR_02553
ERR1913297.225249__1.225249	357276__I9QWD4__DXD47_15075
ERR1913297.225300__1.225300	39492__D4JQX3__EUBSIR_01310
ERR1913297.225350__1.225350	823__A0A078SLK0__ERS852513_02755
ERR1913297.225433__1.225433	820__A0A3E4PYB0__yejM
ERR1913297.225441__1.225441	1262743__R5C7B5__BN727_00586
ERR1913297.225464__1.225464	39492__B0MM26__ERS852540_00640
ERR1913297.225593__1.225593	820__A0A3E4W4Y7__B5G17_02055
ERR1913297.225620__1.225620	166486__D4KX00__ROSINTL182_07577
ERR1913297.225728__1.225728	39492__D4JS87__EUBSIR_02328
ERR1913297.225739__1.225739	239935__A0A2N8HHY4__DEF40_10850
ERR1913297.225830__1.225830	39492__D4JRV7__EUBSIR_01513
ERR1913297.225857__1.225857	39492__B0MNL5__phoR_1
ERR1913297.225937__1.225937	39492__D4JR20__trmD
ERR1913297.225904__1.225904	39492__D4JR08__ERS852540_02467
ERR1913297.225958__1.225958	39491__A0A396FMT0__EUBREC_3020
ERR1913297.225983__1.225983	40518__R5DLM5__RB5AMG_00422
ERR1913297.226016__1.226016	1150298__A0A174I056__ERS852535_01387
ERR1913297.226091__1.226091	820__A0A3E4HWJ4__DXD40_05945
ERR1913297.226135__1.226135	40518__R5DZM6__lytR_3
ERR1913297.226196__1.226196	820__A0A139JRS5__HMPREF1073_04025
ERR1913297.226221__1.226221	1550024__G9RZG5__TQ39_11180
ERR1913297.226231__1.226231	357276__A0A076IS46__BACDOR_03265
ERR1913297.226234__1.226234	39491__A0A173SH34__EUR_24920
ERR1913297.226289__1.226289	39492__D4JWT3__ERS852540_00301
ERR1913297.226295__1.226295	39491__D4JMW8__ERS852497_01971
ERR1913297.226343__1.226343	39492__A0A174ZG93__EUBSIR_00254
ERR1913297.226514__1.226514	820__A0A174DZ97__SAMN05444418_101240
ERR1913297.226532__1.226532	357276__A0A0K2HI42__ABI39_06975
ERR1913297.226745__1.226745	28117__B0MY45__ALIPUT_02164
ERR1913297.226844__1.226844	338188__C9L0Q6__HMPREF1057_02405
ERR1913297.226822__1.226822	39492__D4JUD9__EUBSIR_01875
ERR1913297.226901__1.226901	820__A0A3E4G493__ERS417307_00253
ERR1913297.226922__1.226922	239935__R7E524__CXT91_06180
ERR1913297.226944__1.226944	39491__C4ZAT2__ERE_28440
ERR1913297.227021__1.227021	39491__A0A396FFW0__ERE_10580
ERR1913297.227157__1.227157	357276__B6W5Q7__DXD47_13945
ERR1913297.227161__1.227161	357276__B6VW91__BACDOR_01584
ERR1913297.227222__1.227222	39491__A0A395ZG74__licR
ERR1913297.227249__1.227249	39491__A0A395ZHW9__DXC13_02590
ERR1913297.227382__1.227382	39492__D4JWY7__EUBSIR_01655
ERR1913297.227489__1.227489	39492__B0MN61__epsF_2
ERR1913297.227471__1.227471	1262911__R6GZW9__BN557_00833
ERR1913297.227479__1.227479	204516__U6R9H3__HMPREF1534_03348
ERR1913297.227544__1.227544	28111__E5X119__NCTC11155_02426
ERR1913297.227567__1.227567	39492__D4MJF6__EUBSIR_02251
ERR1913297.227608__1.227608	28052__R7NA90__tcyB
ERR1913297.227613__1.227613	39492__D4JRZ7__smc
ERR1913297.227669__1.227669	394340__group_866
ERR1913297.227842__1.227842	853__A0A173SUU8__CGS54_06840
ERR1913297.227946__1.227946	39492__D4JUT9__ERS852540_01449
ERR1913297.228091__1.228091	1150298__A0A174KMK7__rluD_3
ERR1913297.228131__1.228131	39492__D4MIX3__ERS852540_01230
ERR1913297.228145__1.228145	239935__A0A2N8IMC9__CXU09_02095
ERR1913297.228216__1.228216	39491__A0A396FQV7__T1815_10751
ERR1913297.228253__1.228253	39491__C4ZF05__vpr
ERR1913297.228258__1.228258	39492__D4JSA4__ERS852540_00596
ERR1913297.228303__1.228303	820__A0A174B4N2__M093_2531
ERR1913297.228335__1.228335	357276__A0A0K2HFA1__HMPREF1065_02962
ERR1913297.228367__1.228367	239935__A0A2N8IKW7__pstA
ERR1913297.228434__1.228434	28117__B0MUT8__ALIPUT_00879
ERR1913297.228521__1.228521	166486__D4L273__ERS852572_01638
ERR1913297.228467__1.228467	39492__D4MIX3__ERS852540_01230
ERR1913297.228479__1.228479	39492__D4JR08__ERS852540_02467
ERR1913297.228549__1.228549	556259__E5C9G2__BSGG_2011
ERR1913297.228572__1.228572	39492__D4JQP0__ypeB
ERR1913297.228592__1.228592	39492__D4JTG7__EUBSIR_00572
ERR1913297.228668__1.228668	39485__A0A174ZNZ2__ERS852492_02345
ERR1913297.228731__1.228731	357276__A0A076INK2__BSEG_04225
ERR1913297.228758__1.228758	39492__R6RYB8__ERS852540_00322
ERR1913297.228831__1.228831	39492__D4JS87__EUBSIR_02328
ERR1913297.228853__1.228853	39492__D4JTL0__EUBSIR_01428
ERR1913297.228906__1.228906	820__A0A139JUD3__DXC91_19380
ERR1913297.228908__1.228908	820__A0A139KA34__B5G17_05520
ERR1913297.228916__1.228916	39492__D4JQL8__ywpJ
ERR1913297.228991__1.228991	39492__D4JXA0__ERS852540_02538
ERR1913297.229129__1.229129	39491__C4Z9E9__T1815_12341
ERR1913297.229177__1.229177	39491__A0A395ZHW3__ERS852417_01359
ERR1913297.229199__1.229199	39492__D4JVG7__ERS852540_00946
ERR1913297.229264__1.229264	39491__A0A395ZHV7__ykvU
ERR1913297.229487__1.229487	39492__D4JS46__EUBSIR_02553
ERR1913297.229497__1.229497	39492__A0A175A133__cycB_1
ERR1913297.229869__1.229869	39492__D4JVC7__yfgF
ERR1913297.229907__1.229907	357276__B6VT86__IY41_22515
ERR1913297.229962__1.229962	39492__D4JT75__EUBSIR_01776
ERR1913297.229979__1.229979	357276__A0A3E4JJ65__HMPREF1064_00497
ERR1913297.229982__1.229982	820__A0A3E4PYB0__yejM
ERR1913297.230089__1.230089	853__A0A3E2U7E6__ERS852582_01640
ERR1913297.230099__1.230099	357276__I8WBQ9__HMPREF1065_03212
ERR1913297.230136__1.230136	1262911__R6H2J2__BN557_01228
ERR1913297.230211__1.230211	820__A7VAR9__ERS852421_00197
ERR1913297.230189__1.230189	29361__B6FKH5__CLONEX_00621
ERR1913297.230434__1.230434	39492__D4JSB6__ERS852540_00627
ERR1913297.230458__1.230458	338188__R6S8N0__BACFIN_06127
ERR1913297.230575__1.230575	40518__R5E8B6__RB5AMG_00876
ERR1913297.230530__1.230530	39485__A0A174ZPH7__ERS852490_01992
ERR1913297.230537__1.230537	820__A0A139K8N1__ERS852554_00951
ERR1913297.230647__1.230647	39492__D4JRZ7__smc
ERR1913297.230807__1.230807	357276__I8VN30__HMPREF1065_03051
ERR1913297.230829__1.230829	39492__D4JV38__EUBSIR_01205
ERR1913297.230911__1.230911	39491__A0A396FM36__DXB99_00820
ERR1913297.231082__1.231082	820__A0A139JRH8__HMPREF2141_04326
ERR1913297.231190__1.231190	649756__D4MWA6__HMPREF0369_02259
ERR1913297.231270__1.231270	1897011__A0A1Q6REU9__BHW41_04345
ERR1913297.231358__1.231358	1381__group_451
ERR1913297.231447__1.231447	39492__D4JW28__spoVFA
ERR1913297.231461__1.231461	1520815__A0A1I3NSK6__SAMN02910435_01393
ERR1913297.231464__1.231464	823__A6LER2__ERS852513_00365
ERR1913297.231572__1.231572	28116__A0A1Y4PWZ5__DXF98_14885
ERR1913297.231638__1.231638	745368__A0A1T4XL12__SAMN02745178_01966
ERR1913297.231792__1.231792	39492__D4JR20__trmD
ERR1913297.231846__1.231846	28052__A0A174KKX6__ERS852499_01429
ERR1913297.231884__1.231884	821__A0A174RA14__M099_1655
ERR1913297.231908__1.231908	39492__D4JU57__EUBSIR_00802
ERR1913297.231937__1.231937	820__R9HP61__DXC91_01090
ERR1913297.231940__1.231940	39492__D4JWR6__dnaN
ERR1913297.231959__1.231959	1262911__R6H2J2__BN557_01228
ERR1913297.232024__1.232024	39491__D4JMW8__ERS852497_01971
ERR1913297.232047__1.232047	823__A0A395YZ10__NCTC11152_02955
ERR1913297.232144__1.232144	28052__A0A174YME0__acm_2
ERR1913297.232150__1.232150	39492__D4JRY3__EUBSIR_01473
ERR1913297.232190__1.232190	293939__A0A0S7DXK2__ALT_7486
ERR1913297.232277__1.232277	1150298__A0A174LYE0__ERS852535_00529
ERR1913297.232293__1.232293	823__A0A355XN73__DXC05_07000
