ERR1913043.66__1.66	39491__C4ZF05__vpr
ERR1913043.128958__1.128958	40518__R5DTP7__DXD83_02415
ERR1913043.129028__1.129028	1150298__A0A174SLE6__mlc_1
ERR1913043.129060__1.129060	853__D4JY61__C4N21_10560
ERR1913043.129071__1.129071	1680__A0A0C2YPV2__AL0462_1474
ERR1913043.129263__1.129263	69974__A0A090FEL8__MPL3365_630008
ERR1913043.129326__1.129326	821__A0A0P0LH09__ERS852457_03390
ERR1913043.129320__1.129320	39491__A0A396FNP1__DXD95_06025
ERR1913043.129420__1.129420	39491__A0A396FFW0__ERE_10580
ERR1913043.129470__1.129470	1262924__R7HQS1__BN585_00657
ERR1913043.129584__1.129584	820__A0A139KJR5__M093_4469
ERR1913043.129723__1.129723	853__E2ZJT1__C4N23_03535
ERR1913043.129872__1.129872	1501392__A0A0B2JLX7__PU94_06195
ERR1913043.129882__1.129882	40518__R5E8B6__RB5AMG_00876
ERR1913043.129930__1.129930	1262992__R5CXK6__BN795_00999
ERR1913043.129933__1.129933	292800__A0A1C7FI72__ERS852504_01815
ERR1913043.130041__1.130041	28117__B0MWP2__ALIPUT_01468
ERR1913043.130074__1.130074	39485__A0A174Z1A6__EUBELI_00220
ERR1913043.130180__1.130180	301302__R5VF67__M72_01841
ERR1913043.130193__1.130193	39492__D4JVW2__EUBSIR_02285
ERR1913043.130224__1.130224	39485__C4Z6B7__EUBELI_20364
ERR1913043.130471__1.130471	28117__B0MY82__BHV66_04755
ERR1913043.130477__1.130477	2293125__A0A374CIC9__DW917_02045
ERR1913043.130509__1.130509	1628085__A0A2U1BGX7__C7386_101149
ERR1913043.130570__1.130570	487173__H1CZE5__HMPREF9453_00738
ERR1913043.130572__1.130572	69974__A0A090FEL8__MPL3365_630008
ERR1913043.130840__1.130840	28118__R6FC01__fepE
ERR1913043.130866__1.130866	39491__A0A395UWA3__DXB69_11805
ERR1913043.130926__1.130926	40518__R5DME2__DXD86_07315
ERR1913043.130947__1.130947	820__A0A374Q4X1__HMPREF2141_02370
ERR1913043.130950__1.130950	1550024__A0A3B9WI73__ASJ35_03410
ERR1913043.131016__1.131016	69974__A0A090FEL8__MPL3365_630008
ERR1913043.131059__1.131059	626933__H1DGX0__HMPREF9449_01506
ERR1913043.131075__1.131075	28116__A0A1Y4Q112__evgS_13
ERR1913043.131101__1.131101	69974__A0A090FEL8__MPL3365_630008
ERR1913043.131306__1.131306	165179__R6PNJ9__PREVCOP_04730
ERR1913043.131310__1.131310	39485__C4Z6B7__EUBELI_20364
ERR1913043.131344__1.131344	487173__H1D2G6__HMPREF9453_01797
ERR1913043.131411__1.131411	626933__H1DGX0__HMPREF9449_01506
ERR1913043.131456__1.131456	1160721__W0U560__RBI_I01229
ERR1913043.131471__1.131471	165179__D1PGU8__PREVCOP_06463
ERR1913043.131558__1.131558	328814__GCA_004558275.1_00131
ERR1913043.131635__1.131635	853__A0A173YYY4__DWZ04_09420
ERR1913043.131855__1.131855	310298__B3JEE8__BACCOP_00239
ERR1913043.131919__1.131919	165179__A0A229I443__DXB80_10950
ERR1913043.131941__1.131941	165179__A0A229I443__DXB80_10950
ERR1913043.131994__1.131994	40518__R5E1J2__DXD93_04070
ERR1913043.132319__1.132319	165179__A0A3E5AHY4__CFT61_07675
ERR1913043.132329__1.132329	165179__A0A3E5AFJ9__CFT61_15180
ERR1913043.132368__1.132368	74426__rpoC
ERR1913043.132370__1.132370	69974__A0A090FEL8__MPL3365_630008
ERR1913043.132421__1.132421	69974__A0A090FEL8__MPL3365_630008
ERR1913043.132467__1.132467	310298__B3JLC6__BACCOP_02712
ERR1913043.132774__1.132774	39485__C4Z390__EUBELI_01689
ERR1913043.132776__1.132776	69974__A0A090FEL8__MPL3365_630008
ERR1913043.132820__1.132820	2033405__A0A2L2WP67__PvtlMGM1_1949
ERR1913043.132921__1.132921	69974__A0A090FEL8__MPL3365_630008
ERR1913043.132947__1.132947	853__A0A2A7B1Y7__C7K05_11930
ERR1913043.132956__1.132956	310298__B3JNG7__BACCOP_03480
ERR1913043.132994__1.132994	487175__F3QLF9__HMPREF9439_01778
ERR1913043.133050__1.133050	69974__A0A090FEL8__MPL3365_630008
ERR1913043.133104__1.133104	1262743__R5C054__BN727_01980
ERR1913043.133157__1.133157	69974__A0A090FEL8__MPL3365_630008
ERR1913043.133191__1.133191	165179__A0A3E5EB26__CFT61_02800
ERR1913043.133225__1.133225	69974__A0A090FEL8__MPL3365_630008
ERR1913043.133232__1.133232	69974__A0A090FEL8__MPL3365_630008
ERR1913043.133265__1.133265	853__A0A173T6P2__DWZ46_14595
ERR1913043.133387__1.133387	40518__R5DV58__htrA
ERR1913043.133391__1.133391	820__A0A3E5E0T0__ERS852554_00312
ERR1913043.133477__1.133477	487173__H1CXT1__HMPREF9453_00169
ERR1913043.133531__1.133531	818__Q8A0V7__BSIG_2755
ERR1913043.133595__1.133595	69974__A0A090FEL8__MPL3365_630008
ERR1913043.133607__1.133607	39491__A0A174EQV2__DXB69_10230
ERR1913043.133635__1.133635	165179__D1PHC0__PREVCOP_06640
ERR1913043.133678__1.133678	165179__A0A3E5EAM5__DXC61_07785
ERR1913043.133739__1.133739	1262924__R7HRE7__BN585_00055
ERR1913043.133795__1.133795	47678__A5ZF31__DXB67_11050
ERR1913043.133966__1.133966	69974__A0A090FEL8__MPL3365_630008
ERR1913043.133977__1.133977	165179__A0A3E5DWJ4__PREVCOP_06538
ERR1913043.133980__1.133980	69974__A0A090FEL8__MPL3365_630008
ERR1913043.134184__1.134184	310298__B3JQC6__BACCOP_04084
ERR1913043.134208__1.134208	69974__A0A090FEL8__MPL3365_630008
ERR1913043.134238__1.134238	1160721__W0U3C6__BHW50_11080
ERR1913043.134313__1.134313	1262929__R6EYU3__BN691_00676
ERR1913043.134333__1.134333	40518__R5DTH7__DXD83_02405
ERR1913043.134352__1.134352	853__A0A2A7B1Y7__C7K05_11930
ERR1913043.134430__1.134430	820__A0A3E4G8F8__ERS852421_01645
ERR1913043.134511__1.134511	39485__A0A174YVB5__lyc
ERR1913043.134542__1.134542	69974__A0A090FEL8__MPL3365_630008
ERR1913043.134559__1.134559	1262924__R7HRW7__BN585_01894
ERR1913043.134675__1.134675	204516__U6RFU0__HMPREF1534_02545
ERR1913043.134689__1.134689	820__A0A1T4IY80__ERS852554_01621
ERR1913043.134704__1.134704	820__A7VAR9__ERS852421_00197
ERR1913043.134785__1.134785	69974__A0A090FEL8__MPL3365_630008
ERR1913043.134794__1.134794	39496__A5Z5I2__EUBVEN_00963
ERR1913043.134905__1.134905	39485__C4Z1W5__ERS852492_01530
ERR1913043.134927__1.134927	410072__A0A174E1G6__phoR_6
ERR1913043.135058__1.135058	39485__C4Z0B2__EUBELI_01024
ERR1913043.135158__1.135158	28117__B0MWP2__ALIPUT_01468
ERR1913043.135243__1.135243	39485__A0A174YNV0__cheW_1
ERR1913043.135254__1.135254	69974__A0A090FEL8__MPL3365_630008
ERR1913043.135272__1.135272	626933__H1DGX0__HMPREF9449_01506
ERR1913043.135301__1.135301	1680__R5GPK0__B0487_0620
ERR1913043.135336__1.135336	853__A0A174AML0__FPR_08640
ERR1913043.135357__1.135357	69974__A0A090FEL8__MPL3365_630008
ERR1913043.135465__1.135465	626933__H1DGX0__HMPREF9449_01506
ERR1913043.135549__1.135549	310298__B3JFK4__BACCOP_00654
ERR1913043.135591__1.135591	74426__nifJ
ERR1913043.135767__1.135767	69974__A0A090FEL8__MPL3365_630008
ERR1913043.135806__1.135806	69974__A0A090FEL8__MPL3365_630008
ERR1913043.135997__1.135997	165179__W1I4H6__DXB80_13655
ERR1913043.136039__1.136039	204516__U6RNF5__HMPREF1534_00381
ERR1913043.136067__1.136067	165179__A0A3E5E189__PREVCOP_06699
ERR1913043.136105__1.136105	1308__V8LV17__X841_07500
ERR1913043.136144__1.136144	1262924__R7HKZ9__BN585_01304
ERR1913043.136152__1.136152	69974__A0A090FEL8__MPL3365_630008
ERR1913043.136317__1.136317	69974__A0A090FEL8__MPL3365_630008
ERR1913043.136396__1.136396	69974__A0A090FEL8__MPL3365_630008
ERR1913043.136403__1.136403	820__A0A139KHX1__HMPREF2141_00289
ERR1913043.136516__1.136516	820__A0A078S4C2__ERS417307_00828
ERR1913043.136560__1.136560	69974__A0A090FEL8__MPL3365_630008
ERR1913043.136541__1.136541	39491__A0A396FIZ8__ERE_20410
ERR1913043.136582__1.136582	39485__C4Z685__EUBELI_20332
ERR1913043.136709__1.136709	853__A0A173T6P2__DWZ46_14595
ERR1913043.136808__1.136808	1262913__R7JCI2__BN646_01688
ERR1913043.136866__1.136866	47678__R5UER2__CGC64_00710
ERR1913043.136900__1.136900	40519__U2M6Q1__RUMCAL_00207
ERR1913043.136878__1.136878	821__A0A0P0M2J4__DXD46_10295
ERR1913043.136923__1.136923	165179__D1PHM6__DXC61_06700
ERR1913043.137100__1.137100	1262924__R7HRT1__BN585_00630
ERR1913043.137120__1.137120	40518__R5DPE0__DXD86_06515
ERR1913043.137295__1.137295	69974__A0A090FEL8__MPL3365_630008
ERR1913043.137345__1.137345	820__A0A139KHX1__HMPREF2141_00289
ERR1913043.137380__1.137380	1965604__A0A1Y4F251__B5F54_01900
ERR1913043.137468__1.137468	74426__purL
ERR1913043.137518__1.137518	820__A0A3E4GFT8__HMPREF1073_03236
ERR1913043.137547__1.137547	820__A0A3E4G826__C801_01612
ERR1913043.137583__1.137583	487175__R5ECJ2__HMPREF9439_00165
ERR1913043.137665__1.137665	40518__R5DP61__DXD86_06345
ERR1913043.137715__1.137715	39485__A0A174YNW2__cph2_3
ERR1913043.137704__1.137704	39491__C4Z875__T1815_09771
ERR1913043.137706__1.137706	626933__H1DGX0__HMPREF9449_01506
ERR1913043.137740__1.137740	165179__A0A3E4SID1__DXB80_01945
ERR1913043.137749__1.137749	310298__B3JMG0__BACCOP_03099
ERR1913043.137843__1.137843	487173__H1D020__HMPREF9453_00958
ERR1913043.138051__1.138051	40518__R5DY73__DXD86_02865
ERR1913043.138390__1.138390	820__A0A173XIP7__B5G17_16050
ERR1913043.138351__1.138351	39491__A0A173VH71__ERS852497_01827
ERR1913043.138406__1.138406	40518__R5DX93__DXD93_03055
ERR1913043.138495__1.138495	39485__C4Z208__ywiB
ERR1913043.138506__1.138506	28118__R6FC74__DHW44_13330
ERR1913043.138594__1.138594	1150298__A0A174J629__ERS852498_00833
ERR1913043.138603__1.138603	69974__A0A090FEL8__MPL3365_630008
ERR1913043.138703__1.138703	165179__A0A3E5AER8__DXB80_07075
ERR1913043.138747__1.138747	39491__A0A395V2P3__DXB69_08700
ERR1913043.139008__1.139008	1262929__R6EYU3__BN691_00676
ERR1913043.139090__1.139090	418240__A0A174B589__ERS852523_01681
ERR1913043.139105__1.139105	40518__R5DVU7__RBL236_00839
ERR1913043.139168__1.139168	28118__F9Z4U0__B5F99_17595
ERR1913043.139189__1.139189	487173__H1D1P5__HMPREF9453_01533
ERR1913043.139368__1.139368	39492__D4JT87__clpC
ERR1913043.139278__1.139278	69974__A0A090FEL8__MPL3365_630008
ERR1913043.139282__1.139282	39485__A0A174ZA72__glgB_1
ERR1913043.139415__1.139415	165179__D1PEQ5__PREVCOP_05711
ERR1913043.139602__1.139602	69974__A0A090FEL8__MPL3365_630008
ERR1913043.139787__1.139787	40518__R5E6K5__speA
ERR1913043.139825__1.139825	28116__A0A1Y4Q1S9__DHW41_02535
ERR1913043.139941__1.139941	69974__A0A090FEL8__MPL3365_630008
ERR1913043.139988__1.139988	204516__U6R9E6__HMPREF1534_03149
ERR1913043.140124__1.140124	39491__A0A395ZM93__DXD13_03490
ERR1913043.140209__1.140209	69974__A0A090FEL8__MPL3365_630008
ERR1913043.140259__1.140259	69974__A0A090FEL8__MPL3365_630008
ERR1913043.140239__1.140239	310298__B3JJX9__BACCOP_02203
ERR1913043.140269__1.140269	853__A0A173T8T3__DW882_06555
ERR1913043.140278__1.140278	28118__R6FH70__NCTC10826_02742
ERR1913043.140298__1.140298	69974__A0A090FEL8__MPL3365_630008
ERR1913043.140345__1.140345	165179__D1PCL6__DXB80_13435
ERR1913043.140412__1.140412	310298__B3JJ24__BACCOP_01886
ERR1913043.140422__1.140422	40518__R5DVR2__RBL236_00303
ERR1913043.140449__1.140449	69974__A0A090FEL8__MPL3365_630008
ERR1913043.140522__1.140522	1262924__R7HMZ0__BN585_01986
ERR1913043.140536__1.140536	204516__U6RFB2__HMPREF1534_01733
ERR1913043.140620__1.140620	1262992__R5D645__BN795_00736
ERR1913043.140815__1.140815	39485__R5ZT06__EUBELI_20526
ERR1913043.140840__1.140840	39485__A0A174Z1A6__EUBELI_00220
ERR1913043.140976__1.140976	39485__A0A174Z2N7__EUBELI_02062
ERR1913043.141134__1.141134	165179__A0A229I6N7__DXC61_06720
ERR1913043.141200__1.141200	1262739__R6MK77__BN659_00760
ERR1913043.141268__1.141268	204516__U6RR96__HMPREF1534_00277
ERR1913043.141457__1.141457	69974__A0A090FEL8__MPL3365_630008
ERR1913043.141448__1.141448	39491__A0A395V0E5__ERE_31370
ERR1913043.141583__1.141583	40518__R5DLU0__fmt
ERR1913043.141685__1.141685	487173__H1D0A3__HMPREF9453_01041
ERR1913043.141687__1.141687	39485__A0A1Q6PGI3__ERS852492_02967
ERR1913043.141772__1.141772	28117__B0MY34__BHV66_05195
ERR1913043.141795__1.141795	39485__R5ZNG4__yerB
ERR1913043.141859__1.141859	69974__A0A090FEL8__MPL3365_630008
ERR1913043.141862__1.141862	1262930__R6AUL9__BN693_02008
ERR1913043.141828__1.141828	39485__A0A174ZNZ2__ERS852492_02345
ERR1913043.141892__1.141892	204516__U6RFU0__HMPREF1534_02545
ERR1913043.141901__1.141901	310298__B3JQL6__BACCOP_04252
ERR1913043.141916__1.141916	821__A0A0P0M2J4__DXD46_10295
ERR1913043.141969__1.141969	39485__A0A174ZLH6__EUBELI_01564
ERR1913043.142043__1.142043	820__A0A139KEW8__DXB64_06405
ERR1913043.142276__1.142276	301301__G2SX25__dapF_1
ERR1913043.142279__1.142279	626933__H1DGX0__HMPREF9449_01506
ERR1913043.142543__1.142543	1262924__R7HN51__BN585_01718
ERR1913043.142627__1.142627	39490__A0A173QWQ2__bga
ERR1913043.142656__1.142656	39485__R6AKA4__rssA
ERR1913043.142863__1.142863	310298__B3JK99__BACCOP_02328
ERR1913043.142897__1.142897	28118__F9Z4Q7__DER54_08070
ERR1913043.143046__1.143046	204516__U6R989__HMPREF1534_03109
ERR1913043.143071__1.143071	1262924__R7HST1__BN585_00215
ERR1913043.143117__1.143117	156456__G9YHX5__HMPREF0080_01259
ERR1913043.143118__1.143118	39491__A0A396FUZ3__phoR_1
ERR1913043.143136__1.143136	1262924__R7HN51__BN585_01718
ERR1913043.143297__1.143297	820__A0A139K2N9__DXB62_12420
ERR1913043.143392__1.143392	69974__A0A090FEL8__MPL3365_630008
ERR1913043.143401__1.143401	69974__A0A090FEL8__MPL3365_630008
ERR1913043.143407__1.143407	165179__A0A3E4SB95__DXC61_13455
ERR1913043.143410__1.143410	45634__E8JSA5__TW70_00796
ERR1913043.143449__1.143449	40518__R5DRG6__ylbJ
ERR1913043.143489__1.143489	165179__A0A3E5EB26__CFT61_02800
ERR1913043.143563__1.143563	165179__A0A174SA26__PREVCOP_05758
ERR1913043.143815__1.143815	74426__pflB_2
ERR1913043.143816__1.143816	69974__A0A090FEL8__MPL3365_630008
ERR1913043.144045__1.144045	821__A0A0P0LFP6__C5Z04_13890
ERR1913043.144175__1.144175	853__C7H7F5__DWZ46_01780
ERR1913043.144220__1.144220	310298__B3JFK4__BACCOP_00654
ERR1913043.144269__1.144269	69974__A0A090FEL8__MPL3365_630008
ERR1913043.144418__1.144418	626933__H1DGX0__HMPREF9449_01506
ERR1913043.144458__1.144458	165179__A0A3E5EB26__CFT61_02800
ERR1913043.144483__1.144483	69974__A0A090FEL8__MPL3365_630008
ERR1913043.144514__1.144514	40518__R5DTW7__phoU
ERR1913043.144562__1.144562	1262913__R7JEY4__BN646_02004
ERR1913043.144592__1.144592	853__A0A3E2W3R8__FAEPRAM212_00849
ERR1913043.144605__1.144605	39488__A0A285PQE3__DXD91_00180
ERR1913043.144608__1.144608	39488__C0EX85__ERS852578_02315
ERR1913043.144642__1.144642	69974__A0A090FEL8__MPL3365_630008
ERR1913043.144749__1.144749	410072__C0BC38__ERS852574_02017
ERR1913043.144874__1.144874	165179__W1I4H6__DXB80_13655
ERR1913043.144938__1.144938	310298__B3JFK5__BACCOP_00655
ERR1913043.145053__1.145053	1680__R5GPK0__B0487_0620
ERR1913043.145091__1.145091	1262924__R7HQB7__BN585_02057
ERR1913043.145104__1.145104	1262924__R7HPL8__BN585_01826
ERR1913043.145223__1.145223	28117__R7JR95__ALIPUT_01367
ERR1913043.145240__1.145240	165179__A0A3E5EA43__DXC61_07775
ERR1913043.145255__1.145255	310298__B3JK97__BACCOP_02326
ERR1913043.145389__1.145389	40518__R5DLJ7__lytR_4
ERR1913043.145514__1.145514	1262913__R7JMY4__BN646_00248
ERR1913043.145531__1.145531	69974__A0A090FEL8__MPL3365_630008
ERR1913043.145622__1.145622	357276__B6W1J2__BACDOR_03380
ERR1913043.145656__1.145656	165179__A0A3E5EB26__CFT61_02800
ERR1913043.145702__1.145702	69974__A0A090FEL8__MPL3365_630008
ERR1913043.145712__1.145712	165179__A0A3E5EA43__DXC61_07775
ERR1913043.145784__1.145784	69974__A0A090FEL8__MPL3365_630008
ERR1913043.145830__1.145830	310298__B3JNH3__BACCOP_03486
ERR1913043.145856__1.145856	69974__A0A090FEL8__MPL3365_630008
ERR1913043.145887__1.145887	69974__A0A090FEL8__MPL3365_630008
ERR1913043.145945__1.145945	39485__A0A174YYW2__benM
ERR1913043.146024__1.146024	69974__A0A090FEL8__MPL3365_630008
ERR1913043.146127__1.146127	216816__A0A0S2ML20__B5780_2007
ERR1913043.146147__1.146147	69974__A0A090FEL8__MPL3365_630008
ERR1913043.146222__1.146222	39485__A0A174ZAI7__outO
ERR1913043.146326__1.146326	39491__A0A395ZDC6__addB
ERR1913043.146367__1.146367	39491__A0A0M6WPN4__DXB69_06325
ERR1913043.146523__1.146523	69974__A0A090FEL8__MPL3365_630008
ERR1913043.146568__1.146568	39491__A0A396FJJ9__DXB76_11995
ERR1913043.146678__1.146678	69974__A0A090FEL8__MPL3365_630008
ERR1913043.146703__1.146703	165179__A0A3E5A5E5__DXC61_13965
ERR1913043.146843__1.146843	28117__B0MWC6__BHV66_00965
ERR1913043.146970__1.146970	69974__A0A090FEL8__MPL3365_630008
ERR1913043.147097__1.147097	39491__A0A395ZHW3__ERS852417_01359
ERR1913043.147133__1.147133	371601__A0A1H4ANE8__SAMN05216250_10552
ERR1913043.147154__1.147154	544644__GCA_001915615.1_00060
ERR1913043.147207__1.147207	165179__A0A3E5EB26__CFT61_02800
ERR1913043.147269__1.147269	626933__H1DGX0__HMPREF9449_01506
ERR1913043.147315__1.147315	1262924__R7HQP2__BN585_01509
ERR1913043.147377__1.147377	28118__F9Z9C4__B5F93_16310
ERR1913043.147448__1.147448	818__C6IJ08__BJP75_000645
ERR1913043.147516__1.147516	39491__A0A174K9A3__DXB69_07785
ERR1913043.147561__1.147561	310298__B3JNG7__BACCOP_03480
ERR1913043.147604__1.147604	40518__R5E8B6__RB5AMG_00876
ERR1913043.147690__1.147690	69974__A0A090FEL8__MPL3365_630008
ERR1913043.147748__1.147748	371601__C3QXN6__ERS852396_01055
ERR1913043.147827__1.147827	39485__C4Z6R3__mcp2_1
ERR1913043.147945__1.147945	204516__U6R9H3__HMPREF1534_03348
ERR1913043.147973__1.147973	69974__A0A090FEL8__MPL3365_630008
ERR1913043.148020__1.148020	1628085__A0A396QBL9__C7386_10351
ERR1913043.148135__1.148135	820__A0A3E4RTP0__C801_01067
ERR1913043.148141__1.148141	310297__B5D370__DXC17_06570
ERR1913043.148167__1.148167	1262924__R7HP98__BN585_02065
ERR1913043.148240__1.148240	214856__I3YPP0__ERS852447_01388
ERR1913043.148255__1.148255	820__R9HUV5__HMPREF2141_02582
ERR1913043.148324__1.148324	69974__A0A090FEL8__MPL3365_630008
ERR1913043.148371__1.148371	69974__A0A090FEL8__MPL3365_630008
ERR1913043.148383__1.148383	216816__D6DCQ7__HMPREF1312_1623
ERR1913043.148471__1.148471	1262739__R6MK77__BN659_00760
ERR1913043.148543__1.148543	1323__A0A3E3DXJ0__DXC78_10525
ERR1913043.148689__1.148689	853__A0A3E2V168__FAEPRAM212_00929
ERR1913043.148744__1.148744	310298__B3JI31__BACCOP_01543
ERR1913043.148756__1.148756	487173__H1D0R8__HMPREF9453_01206
ERR1913043.148799__1.148799	626933__H1DGX0__HMPREF9449_01506
ERR1913043.148807__1.148807	28118__R6F045__B5F99_10560
ERR1913043.148810__1.148810	69974__A0A090FEL8__MPL3365_630008
ERR1913043.148820__1.148820	165179__D1PAV8__DXB80_13055
ERR1913043.148902__1.148902	74426__nifJ
ERR1913043.148989__1.148989	69974__A0A090FEL8__MPL3365_630008
ERR1913043.149006__1.149006	626933__H1DGX0__HMPREF9449_01506
ERR1913043.149064__1.149064	204516__U6RSX5__HMPREF1534_00314
ERR1913043.149103__1.149103	820__R9I3Q7__HMPREF1072_01668
ERR1913043.149117__1.149117	1235835__R9LCU2__C814_02677
ERR1913043.149131__1.149131	165179__A0A3E5AGH1__DXB80_05820
ERR1913043.149202__1.149202	40518__R5DW64__RBL236_01394
ERR1913043.149269__1.149269	165179__A0A3E5E8M8__DXB80_11580
ERR1913043.149251__1.149251	410072__A0A173YQW3__dtpT_1
ERR1913043.149388__1.149388	69974__A0A090FEL8__MPL3365_630008
ERR1913043.149474__1.149474	165179__A0A174IPI3__CFT61_10940
ERR1913043.149526__1.149526	40520__A5ZSL9__DXC87_07025
ERR1913043.149927__1.149927	165179__D1PGU8__PREVCOP_06463
ERR1913043.150054__1.150054	626933__H1DGX0__HMPREF9449_01506
ERR1913043.150167__1.150167	39485__C4Z6J7__ERS852492_02047
ERR1913043.150284__1.150284	1308__Q5M3L8__CW339_06600
ERR1913043.150559__1.150559	1262924__R7HPL8__BN585_01826
ERR1913043.150580__1.150580	40520__A0A174HSN4__ltaS1_2
ERR1913043.150632__1.150632	487173__H1D020__HMPREF9453_00958
ERR1913043.150647__1.150647	204516__U6R7Y8__HMPREF1534_03942
ERR1913043.150721__1.150721	39485__A0A174Z7G5__EUBELI_01168
ERR1913043.150833__1.150833	216816__A0A061M1M5__HMPREF0177_01046
ERR1913043.150906__1.150906	28118__A0A1Y3Y204__NCTC10826_02015
ERR1913043.150929__1.150929	69974__A0A090FEL8__MPL3365_630008
ERR1913043.151048__1.151048	28117__B0MT84__ALIPUT_00402
ERR1913043.151055__1.151055	47678__A5ZEA3__ERS852558_00257
ERR1913043.151132__1.151132	69974__A0A090FEL8__MPL3365_630008
ERR1913043.151194__1.151194	69974__A0A090FEL8__MPL3365_630008
ERR1913043.151207__1.151207	33039__D4M379__selB
ERR1913043.151284__1.151284	39485__A0A174YMC1__recN
ERR1913043.151370__1.151370	28117__B0MU53__ALIPUT_00569
ERR1913043.151454__1.151454	39485__C4Z208__ywiB
ERR1913043.151483__1.151483	310298__B3JF96__BACCOP_00544
ERR1913043.151519__1.151519	39485__C4Z6J9__ERS852492_02049
ERR1913043.151540__1.151540	39485__A0A1Q6PGI7__pehX_3
ERR1913043.151551__1.151551	1262924__R7HKP8__BN585_01113
ERR1913043.151611__1.151611	1262929__R6F6C8__BN691_01344
ERR1913043.151638__1.151638	69974__A0A090FEL8__MPL3365_630008
ERR1913043.151648__1.151648	853__A0A173T0Y8__CGS54_07215
ERR1913043.151773__1.151773	165179__A0A3E5A554__DXB80_13805
ERR1913043.151780__1.151780	1308__A0A0E2RBL2__BEL03_04400
ERR1913043.151819__1.151819	39491__A0A0M6WBQ6__ERS852417_02951
ERR1913043.151827__1.151827	39488__C0ETV2__DXD91_06795
ERR1913043.151944__1.151944	69974__A0A090FEL8__MPL3365_630008
ERR1913043.151948__1.151948	28117__B0MXG8__ALIPUT_01814
ERR1913043.151964__1.151964	853__E2ZJT1__C4N23_03535
ERR1913043.152065__1.152065	301302__A0A0M6WJW1__ERS852420_02245
ERR1913043.152126__1.152126	40518__R5DQD6__DXD83_09060
ERR1913043.152156__1.152156	458033__GCA_001482755.1_02203
ERR1913043.152353__1.152353	39485__A0A174ZNW9__luxQ_1
ERR1913043.152381__1.152381	820__A0A139K1Y6__DXB48_02610
ERR1913043.152434__1.152434	204516__U6R8I1__HMPREF1534_03341
ERR1913043.152695__1.152695	310298__B3JH76__BACCOP_01230
ERR1913043.152699__1.152699	410072__A0A173R8S3__DXD67_02940
ERR1913043.152707__1.152707	1262924__R7HQP2__BN585_01509
ERR1913043.152767__1.152767	165179__A0A3E5AHY4__CFT61_07675
ERR1913043.152848__1.152848	69974__A0A090FEL8__MPL3365_630008
ERR1913043.152856__1.152856	69974__A0A090FEL8__MPL3365_630008
ERR1913043.152879__1.152879	39491__A0A395UWA3__DXB69_11805
ERR1913043.153077__1.153077	69974__A0A090FEL8__MPL3365_630008
ERR1913043.153085__1.153085	28139__A0A379ND44__NCTC11190_02421
ERR1913043.153088__1.153088	39485__R5ZRN3__ERS852490_00208
ERR1913043.153026__1.153026	69974__A0A090FEL8__MPL3365_630008
ERR1913043.153091__1.153091	28116__D4WLZ3__C5Z02_24105
