ERR1913203.14__1.14	239935__A0A2N8IEP3__CXT84_03735
ERR1913203.292571__1.292571	1262911__R6GPX9__BN557_00406
ERR1913203.292774__1.292774	214856__R5UN64__ERS852447_02669
ERR1913203.292820__1.292820	39492__D4JV86__spoIIE
ERR1913203.292897__1.292897	1550024__G9RT56__TQ39_09200
ERR1913203.292996__1.292996	214856__A0A173YXX1__ERS852559_01651
ERR1913203.293184__1.293184	39492__D4JX50__EUBSIR_00410
ERR1913203.293195__1.293195	214856__R6Y8K1__ERS852447_02509
ERR1913203.293220__1.293220	1262882__R5MRT2__BN519_01494
ERR1913203.293277__1.293277	487174__R5FN40__HMPREF9448_01366
ERR1913203.293393__1.293393	1501391__GCA_000786575.1_00063
ERR1913203.293752__1.293752	214856__R5UN64__ERS852447_02669
ERR1913203.294104__1.294104	487174__K0X5U7__DDY40_04950
ERR1913203.294121__1.294121	214856__A0A174ZLW6__ERS852559_01424
ERR1913203.294130__1.294130	214856__I3YPQ3__Alfi_2711
ERR1913203.294322__1.294322	214856__I3YPN9__ERS852447_01389
ERR1913203.294339__1.294339	487174__K0X250__DDY40_03675
ERR1913203.294535__1.294535	239935__A0A2N8I5H6__CXT92_05565
ERR1913203.294630__1.294630	1262882__R5MIQ8__BN519_01036
ERR1913203.294737__1.294737	1262882__R5N1M9__BN519_00768
ERR1913203.295076__1.295076	214856__R6XUN2__rcsC_1
ERR1913203.295211__1.295211	1262882__R5MJZ4__BN519_01269
ERR1913203.295248__1.295248	214856__A0A175A6T5__ERS852447_02658
ERR1913203.295381__1.295381	214856__A0A174CRY5__ERS852559_01060
ERR1913203.295707__1.295707	214856__R6Z288__ERS852447_00734
ERR1913203.295743__1.295743	214856__A0A174EJT5__mnmA
ERR1913203.295944__1.295944	214856__A0A174CRY5__ERS852559_01060
ERR1913203.295952__1.295952	487174__K0XKD7__HMPREF9448_01550
ERR1913203.296027__1.296027	1262882__R5MKU2__BN519_01271
ERR1913203.296131__1.296131	818__R7KWE7__HMPREF2534_03255
ERR1913203.296264__1.296264	487175__R5E1I8__HMPREF9439_00724
ERR1913203.296465__1.296465	214856__R6XKW1__ERS852559_01141
ERR1913203.296594__1.296594	214856__R6XKW1__ERS852559_01141
ERR1913203.296607__1.296607	214856__R6Z590__ERS852447_01059
ERR1913203.296613__1.296613	1235835__R9LCU2__C814_02677
ERR1913203.296993__1.296993	853__A0A173XRA8__CGS56_09290
ERR1913203.297011__1.297011	328814__GCA_004558275.1_02279
ERR1913203.296975__1.296975	1262882__R5MH81__BN519_00748
ERR1913203.297165__1.297165	214856__I3YPQ8__ERS852447_01371
ERR1913203.297207__1.297207	214856__A0A174EJT5__mnmA
ERR1913203.297209__1.297209	214856__I3YMC8__ERS852447_02666
ERR1913203.297356__1.297356	214856__R6YC22__ERS852447_01215
ERR1913203.297322__1.297322	214856__A0A173W3Y5__ERS852559_02032
ERR1913203.297416__1.297416	1262882__R5MEW7__BN519_00010
ERR1913203.297521__1.297521	487174__K0WVG2__DDY40_00285
ERR1913203.297690__1.297690	1262882__R5MEN9__BN519_00201
ERR1913203.297726__1.297726	328813__A0A1Y3QZ64__B5G41_14235
ERR1913203.297801__1.297801	301302__A0A0M6WWK6__M72_13961
ERR1913203.297861__1.297861	39492__D4JWL2__ERS852540_01201
ERR1913203.297996__1.297996	487174__K0X429__HMPREF9448_00932
ERR1913203.298160__1.298160	39492__B0MPL6__EUBSIR_01779
ERR1913203.298280__1.298280	214856__A0A173ZSL2__ERS852559_00010
ERR1913203.298286__1.298286	291645__I8WZT8__HMPREF1068_04327
ERR1913203.298508__1.298508	487174__R5EP60__DIT83_09045
ERR1913203.298603__1.298603	214856__I3YPN5__Alfi_2693
ERR1913203.298724__1.298724	47678__R5UES3__CGC64_00760
ERR1913203.298793__1.298793	1262882__R5N511__BN519_01592
ERR1913203.298967__1.298967	328813__A0A1Y3QZ64__B5G41_14235
ERR1913203.298999__1.298999	239935__A0A139TPG3__CXT86_08810
ERR1913203.299002__1.299002	818__A0A1H7TGM1__BJP75_010615
ERR1913203.299122__1.299122	214856__R5UN64__ERS852447_02669
ERR1913203.299236__1.299236	214856__D4IMT6__Alfi_1830
ERR1913203.299463__1.299463	214856__A0A173YXX1__ERS852559_01651
ERR1913203.299509__1.299509	214856__R6XS46__ERS852559_00812
ERR1913203.299547__1.299547	649756__L1Q9A7__DCR88_02520
ERR1913203.299620__1.299620	214856__I3YPN0__ERS852447_01398
ERR1913203.299571__1.299571	214856__I3YPQ4__Alfi_2712
ERR1913203.299574__1.299574	301302__A0A173QV75__M72_03601
ERR1913203.299864__1.299864	214856__I3YPQ0__ERS852447_01379
ERR1913203.299879__1.299879	1262882__R5MIY9__BN519_01097
ERR1913203.299972__1.299972	239935__A0A139TPD4__CXT86_06450
ERR1913203.300013__1.300013	1262882__R5MQ68__BN519_01178
ERR1913203.300018__1.300018	818__A0A0P0F525__C799_04575
ERR1913203.300056__1.300056	214856__R6XQX8__ERS852559_02550
ERR1913203.300141__1.300141	214856__I3YPQ9__ERS852447_01370
ERR1913203.300165__1.300165	214856__R6Z590__ERS852447_01059
ERR1913203.300321__1.300321	1501391__GCA_000786575.1_00081
ERR1913203.300402__1.300402	1262992__R5DDW9__BN795_00572
ERR1913203.300464__1.300464	239935__R6J5N6__CXT99_10770
ERR1913203.300535__1.300535	39496__A5Z5I2__EUBVEN_00963
ERR1913203.300545__1.300545	39492__D4MJF3__EUBSIR_02248
ERR1913203.300568__1.300568	1262882__R5ML49__BN519_01361
ERR1913203.300654__1.300654	853__A0A173XRA8__CGS56_09290
ERR1913203.300733__1.300733	1262882__R5MPJ1__BN519_01023
ERR1913203.300780__1.300780	458033__GCA_001482755.1_02203
ERR1913203.300768__1.300768	1262882__R5MLT4__BN519_01496
ERR1913203.300774__1.300774	214856__R6Y1K2__ERS852447_02306
ERR1913203.300709__1.300709	1262803__R6NVS3__BN649_00019
ERR1913203.300974__1.300974	214856__R6YD52__ERS852447_02171
ERR1913203.300996__1.300996	214856__R6YC22__ERS852447_01215
ERR1913203.301113__1.301113	239935__A0A139TQT9__Amuc_1197
ERR1913203.301268__1.301268	214856__R6XP73__ERS852447_00886
ERR1913203.301338__1.301338	1150298__A0A174D6N6__accB
ERR1913203.301553__1.301553	487174__R5EP60__DIT83_09045
ERR1913203.301891__1.301891	1262882__R5N678__BN519_01604
ERR1913203.301948__1.301948	239935__A0A2N8HT18__CXT93_06135
ERR1913203.302088__1.302088	301302__A0A0M6WF57__M72_22681
ERR1913203.302232__1.302232	1262882__R5N5S3__BN519_00085
ERR1913203.302376__1.302376	214856__R6XQX8__ERS852559_02550
ERR1913203.302338__1.302338	214856__I3YPP3__Alfi_2701
ERR1913203.302432__1.302432	818__Q8A3I3__HMPREF2534_00068
ERR1913203.302437__1.302437	418240__A0A174T5R0__yehU_2
ERR1913203.302527__1.302527	214856__R6XTZ7__ERS852447_02314
ERR1913203.302608__1.302608	487174__K0WUZ1__DIT83_10815
ERR1913203.302647__1.302647	214856__I3YPQ3__Alfi_2711
ERR1913203.302689__1.302689	29361__B6FRT6__CLONEX_02860
ERR1913203.302792__1.302792	214856__I3YMC8__ERS852447_02666
ERR1913203.302829__1.302829	28118__F9Z7B3__SAMEA44545918_00670
ERR1913203.303111__1.303111	214856__R6Y6H8__ERS852447_01719
ERR1913203.303130__1.303130	1235835__R9LCU2__C814_02677
ERR1913203.303133__1.303133	328813__A0A1Y3QQ66__B5G41_14240
ERR1913203.303217__1.303217	214856__R6XP73__ERS852447_00886
ERR1913203.303327__1.303327	649756__A0A174F5S4__ecfA2
ERR1913203.303424__1.303424	1501391__GCA_000786575.1_00092
ERR1913203.303456__1.303456	2108523__A0A2P2F3W3__LAWASA_692
ERR1913203.303583__1.303583	410072__A0A173YNZ0__ERS852481_00766
ERR1913203.303603__1.303603	214856__R5UN64__ERS852447_02669
ERR1913203.303701__1.303701	214856__I3YPI7__pepD_1
ERR1913203.303718__1.303718	28118__R6FI30__NCTC10826_00479
ERR1913203.303812__1.303812	818__A0A396EA53__ERS852557_04332
ERR1913203.303861__1.303861	214856__A0A174EQR4__rsmA
ERR1913203.303918__1.303918	214856__R6XTZ7__ERS852447_02314
ERR1913203.304166__1.304166	216816__A0A396FRQ5__DD678_01245
ERR1913203.304458__1.304458	214856__R5UN64__ERS852447_02669
ERR1913203.304538__1.304538	1262882__R5MRS7__BN519_01490
ERR1913203.304501__1.304501	1262882__R5MIY9__BN519_01097
ERR1913203.304617__1.304617	214856__A0A174CRY5__ERS852559_01060
ERR1913203.304624__1.304624	214856__A0A173YXX1__ERS852559_01651
ERR1913203.304648__1.304648	328814__GCA_004558275.1_01000
ERR1913203.304799__1.304799	301302__A0A173T010__M72_26571
ERR1913203.304834__1.304834	214856__I3YPR5__ERS852447_01364
ERR1913203.304818__1.304818	39492__D4JWA3__ERS852540_01332
ERR1913203.304928__1.304928	214856__I3YPP3__Alfi_2701
ERR1913203.304982__1.304982	239935__A0A2N8IVK9__CXU08_03750
ERR1913203.305001__1.305001	214856__I3YPP0__ERS852447_01388
ERR1913203.305037__1.305037	487174__R5F2W8__HMPREF9448_01730
ERR1913203.305474__1.305474	1262882__R5MS31__BN519_01529
ERR1913203.305500__1.305500	214856__A0A173YDP1__ERS852559_00120
ERR1913203.305641__1.305641	239935__A0A139TMG9__CXU07_10650
ERR1913203.305728__1.305728	1262911__R6GXH0__BN557_00389
ERR1913203.305796__1.305796	818__A0A139K2A0__SAMN02910322_00898
ERR1913203.305862__1.305862	487174__R5FN40__HMPREF9448_01366
ERR1913203.305846__1.305846	487174__K0XF08__DDY40_09050
ERR1913203.305928__1.305928	1262882__R5MEN2__BN519_00200
ERR1913203.305984__1.305984	1262882__R5MFA5__BN519_00331
ERR1913203.306065__1.306065	214856__A0A173YXX1__ERS852559_01651
ERR1913203.306119__1.306119	328813__A0A1Y3QQ66__B5G41_14240
ERR1913203.306218__1.306218	487174__K0WZP2__DDY40_04000
ERR1913203.306226__1.306226	1262882__R5N1V0__BN519_00816
ERR1913203.306520__1.306520	1501391__GCA_000786575.1_00015
ERR1913203.306688__1.306688	818__A0A139KQP8__BJP75_006755
ERR1913203.306783__1.306783	1501391__GCA_000786575.1_00015
ERR1913203.306805__1.306805	239935__A0A2N8IYM5__CXT84_05130
ERR1913203.306819__1.306819	1897011__A0A1Q6REW8__BHW41_04435
ERR1913203.306859__1.306859	47678__R5UXY0__CGC64_03535
ERR1913203.307005__1.307005	39485__C4Z6V7__walK
ERR1913203.307130__1.307130	214856__R6YC22__ERS852447_01215
ERR1913203.307165__1.307165	214856__R6Z288__ERS852447_00734
ERR1913203.307190__1.307190	214856__I3YPP9__Alfi_2707
ERR1913203.307313__1.307313	1262882__R5MEK3__BN519_00296
ERR1913203.307374__1.307374	418240__C6JAJ8__ERS852478_03436
ERR1913203.307406__1.307406	1262882__R5MFK5__BN519_00378
ERR1913203.307520__1.307520	818__D7I7V5__BJP75_001030
ERR1913203.307543__1.307543	39492__D4JTF2__mutS2
ERR1913203.307612__1.307612	357276__I8WEY2__ABI39_04185
ERR1913203.307916__1.307916	214856__A0A174C683__ERS852559_00523
ERR1913203.307952__1.307952	214856__R6Y7P0__ERS852447_00307
ERR1913203.307967__1.307967	1262882__R5N3A4__BN519_01270
ERR1913203.307973__1.307973	239935__A0A2N8ITW6__CXT91_06265
ERR1913203.308084__1.308084	1262882__R5MGK3__BN519_00655
ERR1913203.308118__1.308118	214856__I3YPN0__ERS852447_01398
ERR1913203.308176__1.308176	2108523__A0A2P2F3W3__LAWASA_692
ERR1913203.308510__1.308510	1262882__R5MEM1__BN519_00313
ERR1913203.308525__1.308525	1262882__R5N3H1__BN519_01121
ERR1913203.308547__1.308547	649756__A0A174L4G4__cls_1
ERR1913203.308597__1.308597	1263000__R5EXT3__BN466_02213
ERR1913203.308876__1.308876	214856__R6XQX8__ERS852559_02550
ERR1913203.309005__1.309005	1262882__R5MEN9__BN519_00201
ERR1913203.308957__1.308957	29361__B6FRT6__CLONEX_02860
ERR1913203.308965__1.308965	214856__I3YPQ0__ERS852447_01379
ERR1913203.308972__1.308972	214856__I3YMN6__Alfi_1938
ERR1913203.309135__1.309135	214856__R6Y2Y4__ERS852447_01086
ERR1913203.309047__1.309047	239935__A0A2N8I791__CXT99_09415
ERR1913203.309154__1.309154	214856__A0A174CRY5__ERS852559_01060
ERR1913203.309514__1.309514	1501391__GCA_000786575.1_00137
ERR1913203.309687__1.309687	1262882__R5MF43__BN519_00282
ERR1913203.309739__1.309739	1262882__R5MM90__BN519_01721
ERR1913203.309953__1.309953	214856__I3YPN9__ERS852447_01389
ERR1913203.310042__1.310042	487175__R5E7M6__HMPREF9439_02807
ERR1913203.310088__1.310088	1897011__A0A1Q6RDG0__BHW41_05600
ERR1913203.310145__1.310145	214856__I3YPQ3__Alfi_2711
ERR1913203.310146__1.310146	239935__A0A2N8IMC3__CXT96_03840
ERR1913203.310272__1.310272	418240__A0A174AX68__ERS852478_00844
ERR1913203.310302__1.310302	39485__C4Z2I5__ERS852492_02214
ERR1913203.310628__1.310628	853__A0A173XRA8__CGS56_09290
ERR1913203.310866__1.310866	214856__I3YPP0__ERS852447_01388
ERR1913203.311004__1.311004	328813__A0A1Y3QZ64__B5G41_14235
ERR1913203.311052__1.311052	214856__E4MF20__Alfi_0697
ERR1913203.311376__1.311376	214856__R6Z288__ERS852447_00734
ERR1913203.311431__1.311431	214856__A0A174AYS4__ERS852447_01192
ERR1913203.311466__1.311466	28118__F9ZAE1__DF785_04930
ERR1913203.311467__1.311467	301302__A0A173QV75__M72_03601
ERR1913203.311498__1.311498	357276__A0A076IP73__BACDOR_04237
ERR1913203.311720__1.311720	47678__R5U7P3__DXB67_08985
ERR1913203.311792__1.311792	487174__R5FN40__HMPREF9448_01366
ERR1913203.311875__1.311875	214856__A0A173Z1B0__ERS852447_00765
ERR1913203.311903__1.311903	28052__A0A174MLS2__ERS852451_02445
ERR1913203.311904__1.311904	214856__R6Z320__ERS852447_02148
ERR1913203.311937__1.311937	214856__R6YD52__ERS852447_02171
ERR1913203.312091__1.312091	239935__R7E524__CXT91_06180
ERR1913203.312193__1.312193	1262882__R5MEN9__BN519_00201
ERR1913203.312301__1.312301	214856__I3YPI7__pepD_1
ERR1913203.312302__1.312302	214856__R6YD52__ERS852447_02171
ERR1913203.312374__1.312374	214856__I3YPP3__Alfi_2701
ERR1913203.312433__1.312433	818__Q8A3A6__Btheta7330_00071
ERR1913203.312551__1.312551	214856__I3YPP0__ERS852447_01388
ERR1913203.312618__1.312618	853__A0A2A7B1Y7__C7K05_11930
ERR1913203.313236__1.313236	214856__I3YPP0__ERS852447_01388
ERR1913203.313251__1.313251	214856__I3YPI7__pepD_1
ERR1913203.313344__1.313344	328814__GCA_004558275.1_01620
ERR1913203.313422__1.313422	39492__D4JR58__EUBSIR_02090
ERR1913203.313450__1.313450	1262882__R5MS31__BN519_01529
ERR1913203.313664__1.313664	165179__D1PGU8__PREVCOP_06463
ERR1913203.313828__1.313828	1501391__GCA_000786575.1_00083
ERR1913203.313974__1.313974	214856__R6XUN2__rcsC_1
ERR1913203.314055__1.314055	239935__R6JD78__CXU05_09250
ERR1913203.314079__1.314079	818__A0A0P0FT56__BSIG_1453
ERR1913203.314354__1.314354	1501391__GCA_000786575.1_00010
ERR1913203.314321__1.314321	214856__R6Z288__ERS852447_00734
ERR1913203.314494__1.314494	214856__I3YPP9__Alfi_2707
ERR1913203.314555__1.314555	818__R9H3B0__SAMN02910322_04803
ERR1913203.314593__1.314593	1849041__A0A3E2SZQ9__DW086_06595
ERR1913203.314668__1.314668	214856__I3YPN9__ERS852447_01389
ERR1913203.314814__1.314814	487174__K0WRH0__DDY40_05725
ERR1913203.314837__1.314837	214856__R6Y8K1__ERS852447_02509
ERR1913203.315101__1.315101	214856__I3YK71__ERS852559_02472
ERR1913203.315255__1.315255	214856__R6XUN2__rcsC_1
ERR1913203.315309__1.315309	818__Q8A0V7__BSIG_2755
ERR1913203.315527__1.315527	1262882__R5N3T7__BN519_01188
ERR1913203.315557__1.315557	853__A0A2A7B1Y7__C7K05_11930
ERR1913203.315669__1.315669	1262882__R5MFR3__BN519_00473
ERR1913203.315875__1.315875	239935__A0A2N8HDT1__CXT94_05270
ERR1913203.315832__1.315832	239935__A0A2N8IRL2__CXU06_01170
ERR1913203.315922__1.315922	1262882__R5N0C3__BN519_00731
ERR1913203.315969__1.315969	301302__A0A0M6WCT0__M72_03221
ERR1913203.316086__1.316086	214856__I3YPP3__Alfi_2701
ERR1913203.316168__1.316168	357276__G5SMD3__BSEG_02959
ERR1913203.316361__1.316361	1262882__R5MN65__BN519_00771
ERR1913203.316387__1.316387	1263044__GCA_000433375.1_01436
ERR1913203.316507__1.316507	214856__A0A175A6T5__ERS852447_02658
ERR1913203.316513__1.316513	39488__A0A285PP79__murD
ERR1913203.316519__1.316519	214856__R6YD52__ERS852447_02171
ERR1913203.316529__1.316529	214856__I3YPQ0__ERS852447_01379
ERR1913203.316564__1.316564	649756__D4MZI8__ERS852387_00933
ERR1913203.316673__1.316673	47678__R5UXY0__CGC64_03535
ERR1913203.316763__1.316763	214856__I3YPP9__Alfi_2707
ERR1913203.316875__1.316875	214856__A0A173YXX1__ERS852559_01651
ERR1913203.317007__1.317007	328814__GCA_004558275.1_00033
ERR1913203.317060__1.317060	214856__I3YK71__ERS852559_02472
ERR1913203.317285__1.317285	1262882__R5N3H1__BN519_01121
ERR1913203.317313__1.317313	214856__R6YC22__ERS852447_01215
ERR1913203.317397__1.317397	818__A0A0P0FR20__BJP75_022685
ERR1913203.317565__1.317565	39492__D4JWG6__EUBSIR_00253
ERR1913203.317613__1.317613	1262882__R5MF43__BN519_00282
ERR1913203.317694__1.317694	214856__R6Z320__ERS852447_02148
ERR1913203.317914__1.317914	214856__A0A173Z1B0__ERS852447_00765
ERR1913203.318298__1.318298	214856__A0A174CRY5__ERS852559_01060
ERR1913203.318313__1.318313	214856__R6XKW1__ERS852559_01141
ERR1913203.318387__1.318387	214856__R6YC22__ERS852447_01215
ERR1913203.318586__1.318586	239935__A0A2N8HDT1__CXT94_05270
ERR1913203.318840__1.318840	301302__R5UK77__M72_08681
ERR1913203.318900__1.318900	214856__R6Y7P0__ERS852447_00307
ERR1913203.318955__1.318955	214856__A0A175A1F5__ERS852559_01764
ERR1913203.319101__1.319101	818__Q8A112__BT_3859
ERR1913203.319113__1.319113	214856__R6Y7P0__ERS852447_00307
ERR1913203.319161__1.319161	214856__R6XUN2__rcsC_1
ERR1913203.319164__1.319164	487174__K0XKD7__HMPREF9448_01550
ERR1913203.319257__1.319257	1150298__A0A174K7D2__ERS852498_01147
ERR1913203.319313__1.319313	239935__A0A2N8HMQ8__pgsA
ERR1913203.319367__1.319367	39492__A0A174ZG93__EUBSIR_00254
ERR1913203.319496__1.319496	214856__R6Y9P5__ERS852559_01811
ERR1913203.319867__1.319867	39496__A5Z5I2__EUBVEN_00963
ERR1913203.319924__1.319924	1501391__GCA_000786575.1_00065
ERR1913203.319925__1.319925	28118__R6F7J8__Odosp_3206
ERR1913203.319942__1.319942	214856__E4MF20__Alfi_0697
ERR1913203.319999__1.319999	214856__R6YD52__ERS852447_02171
ERR1913203.320093__1.320093	47678__R5UTU5__CGC64_07175
ERR1913203.320145__1.320145	1262882__R5MEN9__BN519_00201
ERR1913203.320216__1.320216	214856__R6Z4Q8__ERS852447_00885
ERR1913203.320232__1.320232	214856__R6Z288__ERS852447_00734
ERR1913203.320254__1.320254	1501391__GCA_000786575.1_00129
ERR1913203.320626__1.320626	214856__R6Y2Y4__ERS852447_01086
ERR1913203.320885__1.320885	239935__R7DVL7__CXT93_01180
ERR1913203.320922__1.320922	214856__I3YPP9__Alfi_2707
ERR1913203.321191__1.321191	1262882__R5MYX5__BN519_00333
ERR1913203.321214__1.321214	487174__K0X1D9__HMPREF9448_00919
ERR1913203.321371__1.321371	239935__R7DVL7__CXT93_01180
ERR1913203.321461__1.321461	214856__A0A173W3Y5__ERS852559_02032
ERR1913203.321486__1.321486	1262911__R6GZX7__BN557_00838
ERR1913203.321640__1.321640	1262882__R5MEI8__BN519_00283
ERR1913203.321710__1.321710	214856__I3YPN5__Alfi_2693
ERR1913203.321771__1.321771	301302__R5V7D6__tagA
ERR1913203.321943__1.321943	1262882__R5N3T7__BN519_01188
ERR1913203.321983__1.321983	214856__R6XUN2__rcsC_1
ERR1913203.322136__1.322136	47678__R5UES3__CGC64_00760
ERR1913203.322258__1.322258	1501391__GCA_000786575.1_00026
ERR1913203.322314__1.322314	214856__R6XQX8__ERS852559_02550
ERR1913203.322413__1.322413	214856__I3YPP0__ERS852447_01388
ERR1913203.322443__1.322443	214856__I3YMB7__Alfi_1811
ERR1913203.322450__1.322450	39492__D4JS06__ERS852540_02297
ERR1913203.322525__1.322525	556259__E5CEK8__BSGG_3724
ERR1913203.322561__1.322561	1262911__R6GQM3__BN557_01245
ERR1913203.322774__1.322774	214856__I3YPN5__Alfi_2693
ERR1913203.322921__1.322921	214856__A0A175A6T5__ERS852447_02658
ERR1913203.323049__1.323049	1262882__R5MQ68__BN519_01178
ERR1913203.323103__1.323103	47678__R5U2W6__CGC64_03455
ERR1913203.323105__1.323105	487174__K0WUJ8__DIT83_08050
ERR1913203.323309__1.323309	214856__A0A174EJT5__mnmA
ERR1913203.323408__1.323408	239935__A0A2N8I368__CXT95_04550
ERR1913203.323464__1.323464	106588__A6NUL8__BACCAP_01900
ERR1913203.323553__1.323553	1262882__R5MQW1__BN519_01295
ERR1913203.323632__1.323632	214856__I3YPQ0__ERS852447_01379
ERR1913203.323689__1.323689	1262882__R5MH55__BN519_00725
ERR1913203.323867__1.323867	214856__I3YPR6__Alfi_2724
ERR1913203.323920__1.323920	214856__R6Z4Q8__ERS852447_00885
ERR1913203.323931__1.323931	1501391__GCA_000786575.1_00012
ERR1913203.324098__1.324098	328813__A0A1Y3QZ64__B5G41_14235
ERR1913203.324174__1.324174	1965560__A0A1Y4RFR5__B5E82_15700
ERR1913203.324214__1.324214	239935__R7DVW2__CXU02_03915
ERR1913203.324358__1.324358	239935__R6JWJ7__CXT94_02580
ERR1913203.324412__1.324412	47678__R5UAY9__DW706_07200
ERR1913203.324469__1.324469	47678__R5UU99__C5Z00_11925
ERR1913203.324745__1.324745	1965576__A0A1Y4LQE5__B5F19_01670
ERR1913203.324715__1.324715	28118__F9ZCN9__DHW44_07820
ERR1913203.324820__1.324820	818__A0A0P0F4D0__BT_2503
ERR1913203.324971__1.324971	214856__I3YPP9__Alfi_2707
ERR1913203.325100__1.325100	1262882__R5N1Z9__BN519_01020
ERR1913203.325227__1.325227	214856__I3YPQ3__Alfi_2711
ERR1913203.325192__1.325192	1501391__GCA_000786575.1_00091
ERR1913203.325247__1.325247	214856__I3YPQ4__Alfi_2712
ERR1913203.325354__1.325354	1262882__R5MHZ2__BN519_00742
ERR1913203.325458__1.325458	214856__R6Y7P0__ERS852447_00307
ERR1913203.325522__1.325522	28118__R6FGF7__SAMEA44545918_01338
ERR1913203.325665__1.325665	214856__I3YPP3__Alfi_2701
ERR1913203.325683__1.325683	328814__GCA_004558275.1_00014
ERR1913203.325720__1.325720	214856__I3YPP3__Alfi_2701
ERR1913203.326187__1.326187	47678__R5U8Y1__BACCAC_02615
ERR1913203.326234__1.326234	214856__D4IMT6__Alfi_1830
ERR1913203.326358__1.326358	239935__A0A139TPD4__CXT86_06450
ERR1913203.326561__1.326561	328814__GCA_004558275.1_01002
ERR1913203.326847__1.326847	818__R7KZU1__ERS852430_01306
ERR1913203.326854__1.326854	39488__A0A374N0M3__EUBHAL_02860
ERR1913203.326898__1.326898	239935__A0A2N8IYM5__CXT84_05130
ERR1913203.327001__1.327001	214856__I3YPN9__ERS852447_01389
ERR1913203.326969__1.326969	239935__A0A2N8HUU6__CXT90_06150
ERR1913203.327024__1.327024	1262882__R5MS31__BN519_01529
ERR1913203.327140__1.327140	487174__K0X2Y1__lepB
ERR1913203.327209__1.327209	239935__A0A2N8I6R6__CXU04_04335
ERR1913203.327403__1.327403	1262882__R5MYX5__BN519_00333
ERR1913203.327896__1.327896	1262882__R5MFY4__BN519_00529
ERR1913203.327909__1.327909	214856__R6XQX8__ERS852559_02550
ERR1913203.327910__1.327910	214856__R6XQX8__ERS852559_02550
ERR1913203.328030__1.328030	1501391__GCA_000786575.1_00079
ERR1913203.328047__1.328047	1262882__R5MF43__BN519_00282
ERR1913203.328181__1.328181	214856__R6Z4Q8__ERS852447_00885
