ERR1913220.32__1.32	745368__A0A1T4Y2M2__SAMN02745178_02631
ERR1913220.256562__1.256562	239935__R6JAS2__CXU02_10725
ERR1913220.256682__1.256682	1358__A0A166J899__IV65_GL000263
ERR1913220.256795__1.256795	39496__A5Z8E2__EUBVEN_01983
ERR1913220.256830__1.256830	1304__A0A1W5ZCY0__CKU37_03270
ERR1913220.256851__1.256851	74426__pflB_2
ERR1913220.257007__1.257007	357276__B6VVS0__HMPREF1064_03951
ERR1913220.257014__1.257014	28118__R6FY14__NCTC10826_00745
ERR1913220.257061__1.257061	820__A7V8C2__ERS852554_01338
ERR1913220.257452__1.257452	116085__D4J7W6__DW747_05890
ERR1913220.257393__1.257393	1263006__R6MMN2__BN515_01202
ERR1913220.257476__1.257476	1263006__R6ML09__BN515_00769
ERR1913220.257491__1.257491	40520__R7DCR4__DXB81_00490
ERR1913220.257739__1.257739	40518__R5E8B6__RB5AMG_00876
ERR1913220.257880__1.257880	40518__R5DM08__DXD83_06415
ERR1913220.258089__1.258089	626940__E8LD82__BHW43_05615
ERR1913220.258242__1.258242	239935__A0A2N8IRL2__CXU06_01170
ERR1913220.258347__1.258347	33043__A0A173WWJ5__ERS852386_00339
ERR1913220.258448__1.258448	1624__A0A385XMQ0__B6U54_00475
ERR1913220.258564__1.258564	301302__A0A173UAS4__M72_15061
ERR1913220.258568__1.258568	1160721__W0U3P8__RBI_I00386
ERR1913220.258577__1.258577	28118__F9ZAB2__SAMEA44545918_01079
ERR1913220.258622__1.258622	1304__F8LL13__SSALIVM18_08411
ERR1913220.258654__1.258654	1680__A7A4N3__ERS852382_00779
ERR1913220.258908__1.258908	28116__A0A1Y4PWN5__M088_3731
ERR1913220.258919__1.258919	357276__D1JY58__BACDOR_04277
ERR1913220.259016__1.259016	1262746__R5SS80__BN750_02125
ERR1913220.259065__1.259065	1681__A0A1V8R046__AYW85_06770
ERR1913220.259097__1.259097	460384__A0A1I0DJ06__SAMN05216313_104212
ERR1913220.259185__1.259185	1624__A0A385XN91__B6U52_01845
ERR1913220.259224__1.259224	820__A0A174QLF0__SAMN05444418_109151
ERR1913220.259287__1.259287	1160721__R6TIT8__BHW50_03275
ERR1913220.259314__1.259314	1263006__R6LPK6__BN515_01980
ERR1913220.259339__1.259339	360807__C0FRV5__ROSEINA2194_01466
ERR1913220.259342__1.259342	1624__C2EHI0__A8C50_02855
ERR1913220.259483__1.259483	1680__A0A173X776__B0070_1318
ERR1913220.259509__1.259509	820__A0A174M9V5__M093_0237
ERR1913220.259582__1.259582	1263006__R6M2F7__BN515_00608
ERR1913220.259588__1.259588	1262882__R5MGK3__BN519_00655
ERR1913220.259594__1.259594	357276__I9QBT7__BSEG_03340
ERR1913220.259670__1.259670	1550024__G9RX76__ASJ35_12355
ERR1913220.259786__1.259786	357276__I9FTR0__HMPREF1065_02861
ERR1913220.259794__1.259794	1681__A0A0H2PRA3__DXC55_01735
ERR1913220.259924__1.259924	151538__GeneID:920449
ERR1913220.259911__1.259911	40518__R5DXI4__DXD86_07420
ERR1913220.260029__1.260029	239935__A0A2N8HT18__CXT93_06135
ERR1913220.260009__1.260009	97478__A0A0D4CK28__SAMN02744693_0151
ERR1913220.260145__1.260145	671232__O33597__comD
ERR1913220.260171__1.260171	216816__D6DCQ7__HMPREF1312_1623
ERR1913220.260386__1.260386	1680__A0A076JNH5__DXC60_03835
ERR1913220.260281__1.260281	1263000__R5EKR4__BN466_01609
ERR1913220.260471__1.260471	151538__GeneID:920450
ERR1913220.260713__1.260713	1263006__R6LX07__BN515_00935
ERR1913220.260782__1.260782	1160721__R6TF33__sig6
ERR1913220.260796__1.260796	671232__A0A0E9EZH4__HMPREF1126_1412
ERR1913220.260905__1.260905	1262911__R6H1J5__BN557_00905
ERR1913220.260998__1.260998	2173__A0A1D2WRC1__Msm_0093
ERR1913220.261014__1.261014	1624__A0A0F7PRZ8__BHF65_02010
ERR1913220.261047__1.261047	820__A0A3E4WCX3__C801_02709
ERR1913220.261527__1.261527	1263000__R5ES99__BN466_01121
ERR1913220.261720__1.261720	301302__A0A0M6WVU2__M72_13551
ERR1913220.261724__1.261724	1318__A0A3E4U9L7__HMPREF1195_00704
ERR1913220.261871__1.261871	1263006__R6LJG8__BN515_01754
ERR1913220.261896__1.261896	1624__A0A385XLN9__B6U57_06820
ERR1913220.261916__1.261916	1550024__A0A0D8J3J4__TQ39_01275
ERR1913220.261943__1.261943	820__A0A3E4IBC1__M094_0628
ERR1913220.262133__1.262133	1262911__R6HN72__BN557_00911
ERR1913220.262149__1.262149	39492__R6RYB8__ERS852540_00322
ERR1913220.262272__1.262272	1680__A0A0C2YPV2__AL0462_1474
ERR1913220.262466__1.262466	28117__B0MSR5__BHV66_02095
ERR1913220.262521__1.262521	1099853__G9S6V8__NSB1T_06170
ERR1913220.262710__1.262710	1262924__R7HQ73__BN585_02030
ERR1913220.263089__1.263089	239935__A0A2N8IJI1__B5G29_04615
ERR1913220.263320__1.263320	239935__A0A2N8IJI1__B5G29_04615
ERR1913220.263332__1.263332	158787__A0A087DIL3__BSCA_1326
ERR1913220.263362__1.263362	1262882__R5MHX6__BN519_00733
ERR1913220.263673__1.263673	1550024__G9RWQ7__ASJ35_03880
ERR1913220.263830__1.263830	1550024__G9RWC0__ASJ35_03560
ERR1913220.263886__1.263886	239935__A0A2N8IMC3__CXT96_03840
ERR1913220.263945__1.263945	1262924__R7HTA4__BN585_00391
ERR1913220.264096__1.264096	165179__A0A3E5EAT2__DXC61_07585
ERR1913220.264120__1.264120	1628085__A0A2U1BGZ9__C7386_101169
ERR1913220.264028__1.264028	1262882__R5N0J9__BN519_00773
ERR1913220.264363__1.264363	2173__A0A1D2WR01__Msm_0221
ERR1913220.264391__1.264391	239935__R6J9Y2__CXT85_07000
ERR1913220.264728__1.264728	820__A0A396EUV1__B5G17_06465
ERR1913220.264799__1.264799	78258__E6K1F0__PSDT_0986
ERR1913220.264953__1.264953	76489__A0A1E8EUC5__CLOACE_23150
ERR1913220.265062__1.265062	1472761__GCA_002159295.1_01419
ERR1913220.265147__1.265147	40518__R5E4X5__RB5AMG_01438
ERR1913220.265087__1.265087	818__A0A0P0EV21__NCTC13706_01181
ERR1913220.265289__1.265289	1235835__R9LCU2__C814_02677
ERR1913220.265598__1.265598	820__A0A396CMY7__HMPREF1072_03009
ERR1913220.265600__1.265600	301301__A0A395VEJ3__hupR1
ERR1913220.265624__1.265624	1262911__R6GT76__BN557_01150
ERR1913220.265735__1.265735	1262911__R6H174__BN557_01246
ERR1913220.265695__1.265695	1550024__G9RTA6__TQ39_10970
ERR1913220.265798__1.265798	46503__A7AII9__ERS852463_00984
ERR1913220.266008__1.266008	1262882__R5MXW0__BN519_00317
ERR1913220.266033__1.266033	239935__R6K0V8__CXT94_02055
ERR1913220.266093__1.266093	239935__A0A2N8HW65__CXU09_08515
ERR1913220.266095__1.266095	239935__A0A2N8HHY4__DEF40_10850
ERR1913220.266122__1.266122	1303__A0A139QBH4__B7710_07355
ERR1913220.266154__1.266154	1099853__G9S5I8__NSB1T_01205
ERR1913220.266275__1.266275	40518__R5DQJ0__DXD93_03790
ERR1913220.266286__1.266286	1550024__A0A0W7TU47__TQ39_07155
ERR1913220.266287__1.266287	239935__A0A139TPG3__CXT86_08810
ERR1913220.266345__1.266345	820__A0A396EUU8__luxQ_3
ERR1913220.266374__1.266374	820__A0A174FUG6__DXC91_11265
ERR1913220.266559__1.266559	1099853__U5CBZ4__NSB1T_00950
ERR1913220.266684__1.266684	239935__A0A2N8IV82__CXT99_06735
ERR1913220.266727__1.266727	820__A0A174CK74__DXB48_07060
ERR1913220.266732__1.266732	820__A7VAR9__ERS852421_00197
ERR1913220.266704__1.266704	820__A0A078S4C2__ERS417307_00828
ERR1913220.266774__1.266774	820__A0A174Q0F0__DXB48_08080
ERR1913220.266816__1.266816	1680__A0A0B5BKZ3__DXD60_01450
ERR1913220.266778__1.266778	35755__A0A0F6R1S3__UL82_09485
ERR1913220.266800__1.266800	1263006__R6LX07__BN515_00935
ERR1913220.267021__1.267021	357276__B6VXX7__HMPREF1063_02683
ERR1913220.267080__1.267080	40518__R5DPE0__DXD86_06515
ERR1913220.267167__1.267167	246618__M4RG38__BPORC_0326
ERR1913220.267414__1.267414	239935__A0A139TT05__CXU09_03335
ERR1913220.267415__1.267415	1318__I1ZMJ9__HMPREF9626_0795
ERR1913220.267651__1.267651	357276__A0A0M1W6X7__HMPREF1065_03898
ERR1913220.267730__1.267730	1263006__R6LPZ5__BN515_02090
ERR1913220.267743__1.267743	1262882__R5MSI7__BN519_01601
ERR1913220.267722__1.267722	35833__E5Y6S3__HMPREF0179_01886
ERR1913220.267834__1.267834	39496__A5Z5I2__EUBVEN_00963
ERR1913220.268032__1.268032	2107999__A0A087QA69__LJCM5343_15160
ERR1913220.268050__1.268050	820__A0A139KIL9__DXC68_05945
ERR1913220.268076__1.268076	2173__A5ULL1__Msm_0884
ERR1913220.268098__1.268098	39496__A5Z5I2__EUBVEN_00963
ERR1913220.268102__1.268102	1550024__G9RVU1__TQ39_06560
ERR1913220.268290__1.268290	39488__A0A173URJ8__misCB
ERR1913220.268337__1.268337	1358__D2BMK7__KF146_0304
ERR1913220.268348__1.268348	1262911__R6H054__BN557_00908
ERR1913220.268422__1.268422	39491__A0A396FIU1__DXC13_07905
ERR1913220.268605__1.268605	1550024__A0A0D8IZK1__TQ39_08190
ERR1913220.268704__1.268704	69974__A0A090FEL8__MPL3365_630008
ERR1913220.268761__1.268761	301301__A0A395V8J8__RHOM_11280
ERR1913220.268987__1.268987	871327__A0A1H5WNU7__SAMN05444001_11221
ERR1913220.269077__1.269077	1550024__G9RWR2__TQ39_04385
ERR1913220.269215__1.269215	1624__A0A385XQ15__LSCP400_16231
ERR1913220.269217__1.269217	394340__nifJ
ERR1913220.269401__1.269401	357276__A0A0M1VYB8__HMPREF1063_02104
ERR1913220.269536__1.269536	239935__R6IZU4__CXT87_08085
ERR1913220.269574__1.269574	394340__fabF
ERR1913220.269633__1.269633	2173__A0A1D2WSY5__METSMIF1_03017
ERR1913220.269650__1.269650	1262911__R6GPI7__BN557_00907
ERR1913220.269736__1.269736	1624__A0A385XMR5__A8C41_04885
ERR1913220.269795__1.269795	820__A0A3E4GA19__SAMN05444418_10562
ERR1913220.269824__1.269824	1263006__R6ML98__BN515_00848
ERR1913220.269855__1.269855	1628085__A0A1C5YAJ9__C7386_10197
ERR1913220.269965__1.269965	1624__C2EH71__B6U57_06835
ERR1913220.270097__1.270097	40518__R5E2Z2__DXD93_09295
ERR1913220.270196__1.270196	1263006__R6LK25__BN515_01963
ERR1913220.270572__1.270572	1262911__R6H1K1__BN557_00910
ERR1913220.270611__1.270611	1263006__R6LG93__BN515_00770
ERR1913220.270748__1.270748	1262882__R5MGK3__BN519_00655
ERR1913220.270853__1.270853	1262882__R5N532__BN519_01420
ERR1913220.270777__1.270777	552398__F4XCR9__HMPREF0866_01636
ERR1913220.270998__1.270998	357276__A0A1Y3Z6X3__GV66_07715
ERR1913220.271076__1.271076	1262911__R6H1P0__BN557_00940
ERR1913220.271087__1.271087	820__A0A3E4FWC8__DXC91_14635
ERR1913220.271318__1.271318	1550024__A0A0D8J0L2__ASJ35_04680
ERR1913220.271412__1.271412	29361__B6FUD0__CLONEX_03758
ERR1913220.271427__1.271427	39492__D4JU81__xseA
ERR1913220.271475__1.271475	1263006__R6LQ17__BN515_02097
ERR1913220.271541__1.271541	1897011__A0A1Q6RIP3__BHW41_00615
ERR1913220.271697__1.271697	1262882__R5MKV8__BN519_01281
ERR1913220.271748__1.271748	820__R9HUV5__HMPREF2141_02582
ERR1913220.271777__1.271777	39488__A0A174CPK1__yyaC
ERR1913220.271824__1.271824	100886__A0A174GT42__ERS852383_03762
ERR1913220.271966__1.271966	40518__R5E426__DXD93_04485
ERR1913220.272062__1.272062	853__A0A3E2U7E6__ERS852582_01640
ERR1913220.272310__1.272310	158787__A0A087D7V1__BBSC_0882
ERR1913220.272363__1.272363	239935__A0A2N8HMQ8__pgsA
ERR1913220.272425__1.272425	671232__E6J436__ANG4_0465
ERR1913220.272445__1.272445	818__A0A2J6AAA9__NCTC10582_00162
ERR1913220.272524__1.272524	1262882__R5MLP5__BN519_01602
ERR1913220.272630__1.272630	1382__C8W786__Apar_0896
ERR1913220.272665__1.272665	820__A0A078S4C2__ERS417307_00828
ERR1913220.272734__1.272734	823__A0A395YZ10__NCTC11152_02955
ERR1913220.272811__1.272811	853__A8SB03__C4Q21_07960
ERR1913220.272871__1.272871	1262911__R6H1M1__BN557_00925
ERR1913220.272989__1.272989	820__A0A139K426__B5G17_09115
ERR1913220.273093__1.273093	1735__B7CDK7__EUBIFOR_02290
ERR1913220.273157__1.273157	1262911__R6H212__BN557_01031
ERR1913220.273204__1.273204	1262924__R7HTA4__BN585_00391
ERR1913220.273229__1.273229	1624__A0A2A2WYM7__A8C35_07840
ERR1913220.273249__1.273249	1262911__R6GPI7__BN557_00907
ERR1913220.273308__1.273308	158787__A0A087DFV7__BBSC_1236
ERR1913220.273402__1.273402	40518__R5DZC6__mreC
ERR1913220.273414__1.273414	2173__A0A1D2WVF8__Msm_1030
ERR1913220.273426__1.273426	551989__A0A1I7C7L3__SAMN05192562_103316
ERR1913220.273564__1.273564	158787__A0A087D7K9__BSCA_2206
ERR1913220.273688__1.273688	1624__A0A385XNU7__DBP87_01330
ERR1913220.273801__1.273801	2173__A0A1D2WR01__Msm_0221
ERR1913220.273847__1.273847	1262911__R6GXS5__BN557_00160
ERR1913220.273855__1.273855	357276__A0A076IXE0__HMPREF1064_04364
ERR1913220.273951__1.273951	1262882__R5MMP8__BN519_01654
ERR1913220.274072__1.274072	1596__C2E521__CYJ88_02045
ERR1913220.274095__1.274095	1263006__R6LMV4__BN515_01401
ERR1913220.274226__1.274226	1680__A0A0C2YPV2__AL0462_1474
ERR1913220.274361__1.274361	166486__A0A173VSP1__ERS852572_03465
ERR1913220.274464__1.274464	100886__A0A174KEJ4__ERS852383_05235
ERR1913220.274854__1.274854	1547597__A0A0C3NIK3__BA92_06025
ERR1913220.274889__1.274889	1262736__R5Y3W9__BN496_01449
ERR1913220.274974__1.274974	40518__A0A2N0UUY0__DXD83_02620
ERR1913220.275114__1.275114	1550024__G9RZN9__ASJ35_05735
ERR1913220.275171__1.275171	820__R9HXK9__DXB62_08265
ERR1913220.275182__1.275182	820__A0A174F0C1__nreB
ERR1913220.275366__1.275366	357276__C3R9Y0__HMPREF1064_01889
ERR1913220.275608__1.275608	820__A0A139KH21__DXC80_01780
ERR1913220.275576__1.275576	357276__A0A0M1W4C0__DXD47_07095
ERR1913220.275650__1.275650	1262924__R7HQB7__BN585_02057
ERR1913220.275834__1.275834	239935__A0A2N8IMC3__CXT96_03840
ERR1913220.276116__1.276116	820__A0A3E4PYB0__yejM
ERR1913220.276342__1.276342	301301__G2T0A9__RHOM_03910
ERR1913220.276513__1.276513	1624__A0A1Y3C014__A8C44_09960
ERR1913220.276561__1.276561	1624__C2EH71__B6U57_06835
ERR1913220.276853__1.276853	1624__A0A1Y3BYY1__B6U53_04300
ERR1913220.276962__1.276962	1263006__R6LXR8__BN515_01161
ERR1913220.277167__1.277167	1739341__T0U393__HMPREF2837_10220
ERR1913220.277269__1.277269	301301__A0A174C8W8__ERS852391_01378
ERR1913220.277312__1.277312	74426__sigA
ERR1913220.277424__1.277424	1432052__A0A1E3A4W5__BLA28_16335
ERR1913220.277484__1.277484	301301__G2SZM9__ERS852391_00601
ERR1913220.277751__1.277751	2173__A0A1D2WRS4__METSMIALI_00521
ERR1913220.277856__1.277856	239935__B2UNC5__B5G29_07685
ERR1913220.278005__1.278005	820__A0A3E4W4Y7__B5G17_02055
ERR1913220.278268__1.278268	1263006__R6LQ17__BN515_02097
ERR1913220.278379__1.278379	820__A7V8C2__ERS852554_01338
ERR1913220.278483__1.278483	357276__I8VLL2__HMPREF1065_03395
ERR1913220.278795__1.278795	1262882__R5MF58__BN519_00393
ERR1913220.279156__1.279156	1160721__W0U839__pheB
ERR1913220.279613__1.279613	1262911__R6GPI7__BN557_00907
ERR1913220.279889__1.279889	301302__A0A0M6WMV7__M72_28281
ERR1913220.280253__1.280253	29361__B6FLM7__CLONEX_01049
ERR1913220.280445__1.280445	239935__A0A139TMG9__CXU07_10650
ERR1913220.280515__1.280515	2173__A0A1D2WRI1__BK798_01230
ERR1913220.280654__1.280654	357276__A0A076IS73__GV66_00410
ERR1913220.280693__1.280693	40518__R5DY73__DXD86_02865
ERR1913220.280705__1.280705	357276__I8WDF1__B5F00_02455
ERR1913220.280762__1.280762	1262882__R5MND9__BN519_00831
ERR1913220.281003__1.281003	357276__I9RAC4__BSEG_00561
ERR1913220.281096__1.281096	158787__A0A087DDM5__BSCA_0113
ERR1913220.281106__1.281106	820__A0A139KIL9__DXC68_05945
ERR1913220.281211__1.281211	394340__nifJ
ERR1913220.281398__1.281398	552398__F4XCQ4__HMPREF0866_01621
ERR1913220.281696__1.281696	301302__A0A173TEJ2__M72_09031
ERR1913220.281714__1.281714	39486__B0G723__DXC93_09665
ERR1913220.281629__1.281629	357276__A0A174L570__GV66_05720
ERR1913220.281638__1.281638	33039__D4M0J9__ERS852577_03924
ERR1913220.281891__1.281891	357276__C3RA36__HMPREF1065_03270
ERR1913220.281925__1.281925	1550024__G9RPH0__TQ39_05505
ERR1913220.282044__1.282044	40518__R5E6X5__sbcD
ERR1913220.282268__1.282268	1624__A0A385XPV1__B6U38_03440
ERR1913220.282322__1.282322	384638__B7APN3__BACPEC_00639
ERR1913220.282363__1.282363	214856__R6Y6H8__ERS852447_01719
ERR1913220.282395__1.282395	1550024__A0A3B9WE41__ASJ35_03585
ERR1913220.282415__1.282415	1550024__A0A0W7TN61__ASJ35_14460
ERR1913220.282430__1.282430	357276__A0A076ISJ4__B5F95_19420
ERR1913220.282603__1.282603	1624__A0A385XNI5__B6U38_01935
ERR1913220.282618__1.282618	1262882__R5N5W2__BN519_00074
ERR1913220.282660__1.282660	357276__I8WEY2__ABI39_04185
ERR1913220.282723__1.282723	100886__A0A174LEG5__ERS852383_05606
ERR1913220.282772__1.282772	216816__C2GUV2__APC1478_0430
ERR1913220.282792__1.282792	78258__E6K063__HMPREF0620_1180
ERR1913220.282900__1.282900	227942__A0A0R1V796__FC60_GL000850
ERR1913220.282994__1.282994	1624__A0A089QBF7__A8C46_08780
ERR1913220.283185__1.283185	1262882__R5MFM2__BN519_00460
ERR1913220.283212__1.283212	116085__D4JBE4__DW747_01960
ERR1913220.283693__1.283693	820__A0A1Q6IDS8__chtA
ERR1913220.283803__1.283803	39496__A5Z5I2__EUBVEN_00963
ERR1913220.283876__1.283876	40518__R5DTH7__DXD83_02405
ERR1913220.283885__1.283885	1262911__R6H2J2__BN557_01228
ERR1913220.283895__1.283895	1262911__R6GMD8__BN557_01647
ERR1913220.284148__1.284148	301301__G2SZK8__ERS852391_00581
ERR1913220.284269__1.284269	1624__A0A385XQT6__B6U46_02745
ERR1913220.284406__1.284406	1262911__R6GZX7__BN557_00838
ERR1913220.284577__1.284577	823__D7IRG1__NCTC11152_02276
ERR1913220.284542__1.284542	745368__A0A1T4XKD6__SAMN02745178_01942
ERR1913220.284556__1.284556	853__A0A173T8T3__DW882_06555
ERR1913220.284568__1.284568	239935__A0A2N8I9P4__CXT85_05050
ERR1913220.284698__1.284698	1624__A0A1V9SZC7__DB322_04145
ERR1913220.284974__1.284974	820__A0A1T4IY71__HMPREF2141_02402
ERR1913220.285112__1.285112	820__A0A3E4RTP0__C801_01067
ERR1913220.285219__1.285219	100884__E7GCX7__DXB26_04560
ERR1913220.285406__1.285406	562__P26458__cydB
ERR1913220.285821__1.285821	357276__E5UTL1__HMPREF1065_03551
ERR1913220.285873__1.285873	1262882__R5N3T7__BN519_01188
ERR1913220.285938__1.285938	820__A0A3E4WA06__ERS852554_03404
ERR1913220.285988__1.285988	1624__A0A089QH34__B6U42_07040
ERR1913220.286016__1.286016	40518__R5E2F3__artQ
ERR1913220.286086__1.286086	1681__K2IQE2__uvrD
ERR1913220.285979__1.285979	818__Q8A2L4__Btheta7330_05011
ERR1913220.286296__1.286296	1550024__A0A0D8IVV4__ASJ35_03610
ERR1913220.286346__1.286346	1262911__R6GT99__BN557_01335
ERR1913220.286368__1.286368	357276__C3REQ8__GV66_09740
ERR1913220.286483__1.286483	1550024__A0A0D8IY61__ASJ35_05690
ERR1913220.286642__1.286642	1263000__R5EHI3__BN466_01684
ERR1913220.286646__1.286646	820__A0A174M9V5__M093_0237
ERR1913220.286818__1.286818	78535__A0A380M958__NCTC1080_01999
ERR1913220.286941__1.286941	1550024__G9RPP6__ASJ35_08860
ERR1913220.287046__1.287046	1262882__R5N349__BN519_01037
ERR1913220.287282__1.287282	821__A0A078R9Y9__M097_2119
ERR1913220.287431__1.287431	357276__C3RA36__HMPREF1065_03270
ERR1913220.287645__1.287645	552398__F4XCR9__HMPREF0866_01636
ERR1913220.287924__1.287924	564886__GeneID:6973115
ERR1913220.288003__1.288003	1685__W6EXB4__B31L_1221
ERR1913220.288165__1.288165	1680__A0A1X3AAI9__BADO_1163
ERR1913220.288188__1.288188	1358__A0A0V8D2K8__LL275_0072
ERR1913220.288191__1.288191	1680__A1A0V3__C8077_03025
ERR1913220.288293__1.288293	1550024__G9RPS1__TQ39_05000
ERR1913220.288375__1.288375	820__A0A3E4VZT7__DXB48_16145
ERR1913220.288325__1.288325	1160721__R6T4W2__RBI_I00237
ERR1913220.288339__1.288339	1318__I1ZKF4__HMPREF9962_0403
ERR1913220.288461__1.288461	357276__A0A0M1VZP2__IY41_00605
ERR1913220.288508__1.288508	1262911__R6H1D2__BN557_00855
ERR1913220.288559__1.288559	194326__A0A0R1S9P4__FC27_GL001298
ERR1913220.288730__1.288730	820__R9HP61__DXC91_01090
ERR1913220.288866__1.288866	1624__A0A0F7PUH3__B6U60_00565
ERR1913220.289020__1.289020	301302__R5UNJ6__M72_26701
ERR1913220.289035__1.289035	40518__R5E2F3__artQ
ERR1913220.289072__1.289072	1550024__G9RYX6__ASJ35_10025
ERR1913220.289116__1.289116	563769__GeneID:6972918
ERR1913220.289152__1.289152	151538__GeneID:920449
ERR1913220.289238__1.289238	1624__A0A385XM87__B6U56_08985
ERR1913220.289281__1.289281	1263006__R6ML98__BN515_00848
ERR1913220.289319__1.289319	823__A0A173VS36__M091_4727
ERR1913220.289346__1.289346	1550024__G9RZ52__TQ39_02420
ERR1913220.289363__1.289363	820__A7V9F9__B5G17_14640
ERR1913220.289692__1.289692	1550024__G9RUM6__TQ39_16565
ERR1913220.289707__1.289707	116085__D4JBE4__DW747_01960
ERR1913220.290098__1.290098	116085__D4J3V2__DW747_12375
ERR1913220.290110__1.290110	1352__A0A133MXE7__CS916_012235
ERR1913220.290223__1.290223	1262882__R5MLE6__BN519_01423
ERR1913220.290428__1.290428	820__A0A174R952__DXB48_02570
ERR1913220.290405__1.290405	821__A0A173XDD3__DXB82_17180
ERR1913220.290501__1.290501	1680__A0A0B5BME4__DXD63_05015
ERR1913220.290511__1.290511	820__A7V8C2__ERS852554_01338
ERR1913220.290889__1.290889	1262882__R5MM25__BN519_00600
ERR1913220.290961__1.290961	1262911__R6GPC5__BN557_00852
ERR1913220.291012__1.291012	39492__D4JVC7__yfgF
ERR1913220.291075__1.291075	357276__C3REQ8__GV66_09740
ERR1913220.291113__1.291113	239935__R7DVL7__CXT93_01180
ERR1913220.291190__1.291190	649756__A0A173RNB3__DO83_12835
ERR1913220.291253__1.291253	1262911__R6GSH8__BN557_00939
ERR1913220.291429__1.291429	626933__H1DGX0__HMPREF9449_01506
ERR1913220.291483__1.291483	40518__R5DYU1__DXD86_01160
ERR1913220.291915__1.291915	1263006__R6MNK5__BN515_01555
ERR1913220.291948__1.291948	1099853__G9S562__NSB1T_00535
ERR1913220.291976__1.291976	1624__A0A089QDW1__CR249_02860
ERR1913220.292002__1.292002	147207__atpD
ERR1913220.292369__1.292369	165179__D1PE06__DXC61_05975
ERR1913220.292376__1.292376	818__A0A1H7S810__BJP75_003270
ERR1913220.292469__1.292469	1550024__A0A3B9WI04__ASJ35_06105
ERR1913220.292565__1.292565	357276__I8WC65__EL88_00520
ERR1913220.292628__1.292628	1624__A0A1V9QQ42__B6U43_06850
ERR1913220.292778__1.292778	88431__A0A3D0F0E5__ERS852526_03216
ERR1913220.292806__1.292806	357276__B6W1Y5__IY41_11405
ERR1913220.292946__1.292946	1099853__G9S3X6__NSB1T_04020
ERR1913220.292948__1.292948	1550024__A0A0D8IVV4__ASJ35_03610
ERR1913220.292969__1.292969	88431__A0A174GCE2__ERS852423_01397
ERR1913220.293078__1.293078	552398__T5S086__HMPREF0866_01580
ERR1913220.293168__1.293168	1263006__R6LKC6__BN515_02058
ERR1913220.293337__1.293337	1550024__G9RVD5__ASJ35_04350
ERR1913220.293275__1.293275	357276__I8WPR6__EL88_06675
ERR1913220.293285__1.293285	40518__R5DYU1__DXD86_01160
ERR1913220.293378__1.293378	1680__A0A173YLK6__BAD_0868
ERR1913220.293457__1.293457	1550024__A0A0D8IWE6__ASJ35_08175
ERR1913220.293701__1.293701	1680__A0A0C2VBJ4__birA
ERR1913220.293814__1.293814	46503__R6XCJ0__PARMER_01847
ERR1913220.294000__1.294000	671232__F5U0A1__C6A26_01825
ERR1913220.294041__1.294041	357276__C3R9Y0__HMPREF1064_01889
ERR1913220.294197__1.294197	649756__L1Q2A2__CL2_18610
ERR1913220.294466__1.294466	1262882__R5MKW1__BN519_00390
ERR1913220.294520__1.294520	1624__A0A385XNP0__A8C54_05230
