ERR1913201.51__1.51	39488__A0A174DGL6__EUBHAL_03262
ERR1913201.328738__1.328738	821__A0A396F9T7__M097_3427
ERR1913201.328799__1.328799	74426__nifJ
ERR1913201.328810__1.328810	821__A0A0P0LH09__ERS852457_03390
ERR1913201.328882__1.328882	46503__R6WQY8__HMPREF1078_01285
ERR1913201.328862__1.328862	33039__R6P284__spoIIIE
ERR1913201.328972__1.328972	820__A0A139K5A6__DXB48_12175
ERR1913201.329058__1.329058	820__A0A174A6K0__M093_0079
ERR1913201.329154__1.329154	166486__R6AY46__ROSINTL182_06128
ERR1913201.329290__1.329290	357276__A0A076IP73__BACDOR_04237
ERR1913201.329323__1.329323	166486__D4L1H8__ERS852572_02204
ERR1913201.329340__1.329340	357276__A0A076IRV2__BACDOR_02822
ERR1913201.329346__1.329346	818__Q8A3I3__HMPREF2534_00068
ERR1913201.329417__1.329417	821__C3RB94__DXC03_15585
ERR1913201.329432__1.329432	39491__A0A395ZDC6__addB
ERR1913201.329482__1.329482	821__A0A396F9T7__M097_3427
ERR1913201.329579__1.329579	1262743__R5C054__BN727_01980
ERR1913201.329664__1.329664	821__A0A174AYT0__DXC02_03530
ERR1913201.329792__1.329792	47678__R5UAF6__ERS852494_02966
ERR1913201.329793__1.329793	360807__C0G081__ERS852444_03377
ERR1913201.329822__1.329822	418240__A0A174AUI7__ERS852478_00883
ERR1913201.329858__1.329858	823__D7ILK2__ERS852380_00031
ERR1913201.330085__1.330085	410072__A0A174LWU8__ERS852481_03155
ERR1913201.330126__1.330126	216816__B7GPE8__I118_0062
ERR1913201.330093__1.330093	357276__I9FGI3__EL88_12385
ERR1913201.330169__1.330169	649756__A0A173T0Q8__DCR88_01335
ERR1913201.330229__1.330229	357276__A0A076J8M3__ABI39_13695
ERR1913201.330263__1.330263	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913201.330414__1.330414	821__A0A3E4HP25__SAMN04487923_102450
ERR1913201.330451__1.330451	39491__A0A395V464__EUBREC_1509
ERR1913201.330603__1.330603	821__A0A396F598__CUU_3259
ERR1913201.330628__1.330628	301302__R5UMP3__lytC_3
ERR1913201.330633__1.330633	387090__S0FEJ2__BACCOPRO_03269
ERR1913201.330635__1.330635	329854__R7E3J6__BACINT_00489
ERR1913201.330741__1.330741	39491__A0A395ZHV7__ykvU
ERR1913201.330755__1.330755	216816__A0A3D8U3T8__DXD41_09580
ERR1913201.330765__1.330765	39491__R6TQ09__DXC13_03010
ERR1913201.330826__1.330826	460384__A0A1I0ISY1__SAMN05216313_12386
ERR1913201.330840__1.330840	820__A0A174M9V5__M093_0237
ERR1913201.330929__1.330929	1628085__A0A2U1B4W6__C7386_11942
ERR1913201.331229__1.331229	487174__K0X1D9__HMPREF9448_00919
ERR1913201.331215__1.331215	74426__group_1871
ERR1913201.331413__1.331413	821__A0A174JYD3__ERS852457_02610
ERR1913201.331467__1.331467	39492__D4JUL4__ERS852540_01381
ERR1913201.331485__1.331485	166486__C7GFD3__ERS852572_00983
ERR1913201.331498__1.331498	39491__A0A396FGM9__fliU_1
ERR1913201.331585__1.331585	78345__A0A087BK46__SAMN02745589_0061
ERR1913201.331631__1.331631	301302__A0A0M6WZT5__M72_18331
ERR1913201.331743__1.331743	649756__B0NZX5__lytC_2
ERR1913201.331718__1.331718	39488__A0A285PP42__cobQ
ERR1913201.331804__1.331804	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913201.331861__1.331861	47678__A5ZEA3__ERS852558_00257
ERR1913201.331941__1.331941	301302__A0A0M6WG68__ERS852420_02421
ERR1913201.331955__1.331955	820__R9I2U8__DXC68_09590
ERR1913201.331960__1.331960	820__A0A174QLF0__SAMN05444418_109151
ERR1913201.332073__1.332073	410072__A0A3E4GQ67__sigV_1
ERR1913201.332181__1.332181	47678__R5U7U0__DW706_12005
ERR1913201.332320__1.332320	166486__D4KZ24__ROSINTL182_05766
ERR1913201.332440__1.332440	418240__A0A174FWP2__ERS852478_02093
ERR1913201.332486__1.332486	166486__D4KZ69__ERS852572_01502
ERR1913201.332540__1.332540	1628085__A0A374VV54__C7386_11332
ERR1913201.332513__1.332513	823__A0A395YSW8__CF162_05645
ERR1913201.332632__1.332632	1680__A0A0C2VBJ4__birA
ERR1913201.332680__1.332680	301302__R5UPH9__M72_00521
ERR1913201.332738__1.332738	1680__A0A1E7XZY9__DXC60_05815
ERR1913201.332843__1.332843	820__A0A174CG08__DXB62_13215
ERR1913201.332814__1.332814	1680__A0A174BEE7__BSTER_1311
ERR1913201.332817__1.332817	853__A0A2A7AXC8__C4N21_14120
ERR1913201.333029__1.333029	214856__I3YMB7__Alfi_1811
ERR1913201.333134__1.333134	387090__S0FA01__BACCOPRO_02772
ERR1913201.333147__1.333147	487174__K0WTV8__DIT83_04385
ERR1913201.333190__1.333190	1680__A0A3E4SB79__BAD_1517
ERR1913201.333221__1.333221	28026__A0A072MUU6__DXD87_08375
ERR1913201.333244__1.333244	1262936__R7J5M9__BN799_00277
ERR1913201.333341__1.333341	820__E5VA63__DXC80_01025
ERR1913201.333415__1.333415	357276__B6VUQ5__B5F00_10940
ERR1913201.333687__1.333687	853__A0A3E2U7E6__ERS852582_01640
ERR1913201.333757__1.333757	360807__A0A0M6X184__ERS852392_03203
ERR1913201.333780__1.333780	357276__D1K526__GV66_17250
ERR1913201.333809__1.333809	1150298__A0A173YHI7__ERS852406_00466
ERR1913201.333896__1.333896	1262948__R7E8Q1__BN671_02050
ERR1913201.333993__1.333993	371601__D4WBK5__BN891_3970
ERR1913201.334020__1.334020	310298__B3JQJ5__BACCOP_04231
ERR1913201.334059__1.334059	357276__I8WAB8__B5F00_08100
ERR1913201.334077__1.334077	216816__A0A374SVM3__BLSL_0492
ERR1913201.334129__1.334129	310298__B3JQJ5__BACCOP_04231
ERR1913201.334164__1.334164	214856__A0A174AYS4__ERS852447_01192
ERR1913201.334279__1.334279	357276__C3R9Y0__HMPREF1064_01889
ERR1913201.334390__1.334390	166486__D4KU79__ROSINTL182_06970
ERR1913201.334439__1.334439	39491__D6DXZ8__DXB72_15035
ERR1913201.334476__1.334476	821__A0A0P0L8F8__ERS852509_03705
ERR1913201.334500__1.334500	46503__R6WTW1__NCTC13052_03440
ERR1913201.334530__1.334530	39491__A0A395ZF49__DXB69_05290
ERR1913201.334652__1.334652	166486__D4L1D8__ROSINTL182_06455
ERR1913201.334749__1.334749	47678__R5U878__ERS852494_03300
ERR1913201.334829__1.334829	1897011__A0A1Q6RGA3__BHW41_02665
ERR1913201.334789__1.334789	820__A0A174M9V5__M093_0237
ERR1913201.334780__1.334780	329854__R5MTF4__DXK01_12115
ERR1913201.335006__1.335006	1965646__A0A1Y3W5K4__B5G10_12280
ERR1913201.334996__1.334996	821__E5UPR6__SAMN04487923_101768
ERR1913201.335134__1.335134	74426__groL
ERR1913201.335148__1.335148	487174__R5FJH0__DDY40_07055
ERR1913201.335319__1.335319	371601__C3R2J2__ERS852396_04353
ERR1913201.335464__1.335464	357276__A0A076IN30__DXD47_09350
ERR1913201.335631__1.335631	820__A0A174LJB2__HMPREF1072_04112
ERR1913201.335690__1.335690	1735__B7CCQ4__EUBIFOR_01982
ERR1913201.335720__1.335720	357276__A0A3E4JJ65__HMPREF1064_00497
ERR1913201.335760__1.335760	329854__R5M3H0__DXD57_06945
ERR1913201.335917__1.335917	47678__R5UXJ2__DW706_08325
ERR1913201.335949__1.335949	820__A0A3E4VXP2__yesR
ERR1913201.336116__1.336116	216816__D6DBD5__DXC32_04335
ERR1913201.336120__1.336120	387090__S0FE91__BACCOPRO_02759
ERR1913201.336167__1.336167	47678__R5USZ3__DXB67_12245
ERR1913201.336174__1.336174	166486__C7GCP5__ROSINTL182_07683
ERR1913201.336242__1.336242	652706__U2W175__HMPREF1986_01412
ERR1913201.336352__1.336352	556259__E5C9G2__BSGG_2011
ERR1913201.336380__1.336380	1680__A0A087DHN0__AL0462_1532
ERR1913201.336546__1.336546	818__A0A3E5HN92__C5Z03_22280
ERR1913201.336506__1.336506	357276__B6W1Y1__BSEG_03960
ERR1913201.336631__1.336631	387090__S0FDL7__BACCOPRO_03555
ERR1913201.336704__1.336704	357276__B6W5Q9__HMPREF1063_03125
ERR1913201.336816__1.336816	487174__K0X347__DIT83_07775
ERR1913201.336919__1.336919	387090__S0F9K2__BACCOPRO_02271
ERR1913201.336941__1.336941	301302__R5USI9__prsA3
ERR1913201.336954__1.336954	821__A0A0N7J7X2__SAMN04487923_101621
ERR1913201.337200__1.337200	216816__A0A0A6VML2__DD678_06965
ERR1913201.337252__1.337252	166486__D4KZY4__ERS852572_03347
ERR1913201.337354__1.337354	47678__R5U878__ERS852494_03300
ERR1913201.337598__1.337598	74426__nifJ
ERR1913201.337648__1.337648	823__A0A395Z0N9__DHW69_05890
ERR1913201.337703__1.337703	384639__GCA_003096855.1_02000
ERR1913201.337721__1.337721	357276__A0A076IXE0__HMPREF1064_04364
ERR1913201.338006__1.338006	1628085__A0A1C5YAJ9__C7386_10197
ERR1913201.338068__1.338068	853__A0A2A6Z8X1__FPR_03410
ERR1913201.338127__1.338127	39491__A0A396FRE7__EUR_27520
ERR1913201.338113__1.338113	821__A0A395VIK7__BVU_1225
ERR1913201.338231__1.338231	387090__S0FA01__BACCOPRO_02772
ERR1913201.338352__1.338352	821__A0A3E4HP25__SAMN04487923_102450
ERR1913201.338338__1.338338	1680__A0A0B5BL52__ERS852382_00480
ERR1913201.338388__1.338388	821__E5UMZ6__BVU_1450
ERR1913201.338415__1.338415	357276__B6W1J2__BACDOR_03380
ERR1913201.338453__1.338453	387090__S0F9K2__BACCOPRO_02271
ERR1913201.338539__1.338539	39491__C4ZF05__vpr
ERR1913201.338545__1.338545	301302__A0A0M6WBZ5__spr
ERR1913201.338612__1.338612	118748__GCF_000177375.1_00534
ERR1913201.338718__1.338718	357276__I9F327__DXD47_22495
ERR1913201.338961__1.338961	1680__A0A174BEE7__BSTER_1311
ERR1913201.339060__1.339060	116085__D4JC71__DW747_00160
ERR1913201.339120__1.339120	821__A6L0C7__ERS852556_03520
ERR1913201.339200__1.339200	820__A0A3E4VXP2__yesR
ERR1913201.339340__1.339340	745368__A0A1T4XIF3__SAMN02745178_01889
ERR1913201.339635__1.339635	1262743__R5C054__BN727_01980
ERR1913201.339773__1.339773	204516__U6RAM4__HMPREF1534_03439
ERR1913201.339869__1.339869	1628085__A0A3E2Y1H5__C7386_101314
ERR1913201.339910__1.339910	28116__A0A139LD88__CUY_2408
ERR1913201.339946__1.339946	820__A0A374Q854__HMPREF1073_03281
ERR1913201.339951__1.339951	821__A0A174K302__CUU_3129
ERR1913201.340011__1.340011	216816__C5E9A6__mutT4
ERR1913201.340026__1.340026	820__A0A174A6K0__M093_0079
ERR1913201.340318__1.340318	47678__R5UAF6__ERS852494_02966
ERR1913201.340448__1.340448	357276__I9FTR0__HMPREF1065_02861
ERR1913201.340496__1.340496	166486__D4KUL4__pemA
ERR1913201.340519__1.340519	291645__I8XPK0__HMPREF1068_01554
ERR1913201.340544__1.340544	216816__A0A0A6VPB9__B624_1780
ERR1913201.340569__1.340569	1680__R5GKP2__DXD60_06200
ERR1913201.340576__1.340576	39491__A0A395UYA6__EUBREC_0408
ERR1913201.340578__1.340578	39488__A0A374NJP4__DXD91_10845
ERR1913201.340691__1.340691	166486__D4KUE4__ROSINTL182_08606
ERR1913201.340667__1.340667	47678__R5U978__ERS852558_01076
ERR1913201.340702__1.340702	357276__D1JZM4__HMPREF1065_01278
ERR1913201.340808__1.340808	1150298__R7JUX4__ERS852535_02669
ERR1913201.340975__1.340975	410072__A0A174E1G6__phoR_6
ERR1913201.340980__1.340980	28026__A0A396BGX2__DXC71_05210
ERR1913201.341073__1.341073	166486__D4L284__ERS852572_01651
ERR1913201.341128__1.341128	47678__A5ZF31__DXB67_11050
ERR1913201.341130__1.341130	46503__R6X0P0__DXB61_03855
ERR1913201.341145__1.341145	1680__A7A4N3__ERS852382_00779
ERR1913201.341198__1.341198	47678__R5U9Z6__HMPREF1061_03205
ERR1913201.341163__1.341163	357276__D1JY58__BACDOR_04277
ERR1913201.341248__1.341248	47678__R5UAF6__ERS852494_02966
ERR1913201.341287__1.341287	820__A0A3E4VXP2__yesR
ERR1913201.341306__1.341306	818__A0A3E5HHE1__Btheta7330_00796
ERR1913201.341372__1.341372	301302__A0A173TYC8__M72_00761
ERR1913201.341413__1.341413	821__A0A396F598__CUU_3259
ERR1913201.341417__1.341417	418240__A0A174SJB0__toxA_3
ERR1913201.341434__1.341434	310298__B3JQJ5__BACCOP_04231
ERR1913201.341453__1.341453	39496__A5Z5I2__EUBVEN_00963
ERR1913201.341535__1.341535	116085__D4J5C8__DW747_06720
ERR1913201.341595__1.341595	39486__B0G4W4__DXD82_09880
ERR1913201.341751__1.341751	818__D7I7V5__BJP75_001030
ERR1913201.341793__1.341793	301302__R5UHX5__M72_14301
ERR1913201.341817__1.341817	166486__D4L458__ROSINTL182_07088
ERR1913201.341828__1.341828	1261__D3MR67__SAMN05660467_01650
ERR1913201.341897__1.341897	214856__I3YMN6__Alfi_1938
ERR1913201.341961__1.341961	47678__R5U7P3__DXB67_08985
ERR1913201.342138__1.342138	46503__R6X3F9__DCY29_09585
ERR1913201.342197__1.342197	357276__A0A076IYE6__IY41_04275
ERR1913201.342220__1.342220	47678__R5U8P0__DW706_15950
ERR1913201.342257__1.342257	357276__I9QBT7__BSEG_03340
ERR1913201.342280__1.342280	214856__R6Y8K1__ERS852447_02509
ERR1913201.342341__1.342341	39491__C4ZHS4__EUR_24420
ERR1913201.342470__1.342470	821__A0A174T998__DXB82_10860
ERR1913201.342487__1.342487	820__A0A078S4C2__ERS417307_00828
ERR1913201.342491__1.342491	39491__A0A396FJJ9__DXB76_11995
ERR1913201.342533__1.342533	357276__A0A076IS73__GV66_00410
ERR1913201.342577__1.342577	1680__R5GSL8__DXD60_03315
ERR1913201.342764__1.342764	371601__A0A078QBF2__HMPREF1074_01001
ERR1913201.342818__1.342818	28116__A0A3D2LPA1__CUY_3388
ERR1913201.342964__1.342964	823__A6LBY1__ERS852380_00510
ERR1913201.343045__1.343045	745368__A0A1T4Y963__SAMN02745178_02859
ERR1913201.343126__1.343126	387090__S0FAH0__BACCOPRO_02960
ERR1913201.343201__1.343201	1680__R5GZJ8__BSTER_1195
ERR1913201.343204__1.343204	47678__A0A174TQR6__CGC64_14735
ERR1913201.343219__1.343219	357276__I9QBT7__BSEG_03340
ERR1913201.343297__1.343297	39491__A0A396FMF1__EUR_28700
ERR1913201.343264__1.343264	387090__S0FE91__BACCOPRO_02759
ERR1913201.343278__1.343278	39486__R6RZU9__DXD50_10445
ERR1913201.343316__1.343316	357276__A0A076IYE6__IY41_04275
ERR1913201.343319__1.343319	387661__B7B704__B5F96_16210
ERR1913201.343384__1.343384	820__R7E9Z4__DXC68_06065
ERR1913201.343516__1.343516	821__A0A395UNT8__DXD64_15275
ERR1913201.343549__1.343549	818__A0A3E5HEU1__NCTC10582_02468
ERR1913201.343551__1.343551	820__A0A3E4VZT7__DXB48_16145
ERR1913201.343569__1.343569	821__C6Z451__BHV80_04265
ERR1913201.343586__1.343586	820__A0A174TRB5__DXD40_11305
ERR1913201.343756__1.343756	820__A0A173YYG4__evgS_3
ERR1913201.343744__1.343744	820__A0A173YYG4__evgS_3
ERR1913201.343789__1.343789	47678__R5U8Y1__BACCAC_02615
ERR1913201.343812__1.343812	74426__nrdD
ERR1913201.343935__1.343935	387090__S0FAH0__BACCOPRO_02960
ERR1913201.344023__1.344023	1735__B7C8J4__EUBIFOR_00498
ERR1913201.344057__1.344057	1262816__R6C7G1__BN687_00956
ERR1913201.344115__1.344115	166486__D4KWT3__ROSINTL182_05973
ERR1913201.344192__1.344192	387090__S0F587__BACCOPRO_00096
ERR1913201.344202__1.344202	649756__B0NZZ8__DO83_09740
ERR1913201.344408__1.344408	1680__R5GR82__AD0028_0014
ERR1913201.344501__1.344501	820__A0A174DZ97__SAMN05444418_101240
ERR1913201.344545__1.344545	28118__F9Z5D8__DHW44_13785
ERR1913201.344652__1.344652	166486__A0A1Q6SG96__ROSINTL182_05330
ERR1913201.344610__1.344610	1735__B7CB88__EUBIFOR_01463
ERR1913201.344696__1.344696	823__D7IUM6__M091_1082
ERR1913201.344724__1.344724	166486__C7GCP5__ROSINTL182_07683
ERR1913201.344708__1.344708	166486__D4KY84__ERS852572_02606
ERR1913201.344710__1.344710	410072__A0A173R660__ERS852389_00536
ERR1913201.344852__1.344852	821__I9R3W6__DXC16_12455
ERR1913201.345022__1.345022	47678__R5U819__DW706_12015
ERR1913201.345091__1.345091	1150298__A0A174HG99__ERS852498_00387
ERR1913201.345111__1.345111	166486__D4L457__ROSINTL182_07087
ERR1913201.345172__1.345172	74426__yccM
ERR1913201.345195__1.345195	39491__D4JMW8__ERS852497_01971
ERR1913201.345299__1.345299	821__E5UY21__C800_02204
ERR1913201.345351__1.345351	357276__B6VYT9__HMPREF1063_05030
ERR1913201.345391__1.345391	821__A0A395UNT8__DXD64_15275
ERR1913201.345488__1.345488	410072__A0A173S248__ERS852525_02992
ERR1913201.345621__1.345621	301302__A0A173TZN3__M72_00321
ERR1913201.345681__1.345681	39491__A0A395UWA3__DXB69_11805
ERR1913201.345852__1.345852	357276__A0A076ISJ4__B5F95_19420
ERR1913201.345862__1.345862	820__A0A139KG04__ERS852459_01249
ERR1913201.345892__1.345892	165179__D1PHC0__PREVCOP_06640
ERR1913201.345918__1.345918	357276__A0A0K2HG61__BACDOR_02028
ERR1913201.346163__1.346163	818__A0A1H7S810__BJP75_003270
ERR1913201.346215__1.346215	39486__B0G9E4__tilS
ERR1913201.346486__1.346486	47678__A0A3E5B7J9__HMPREF1061_03888
ERR1913201.346521__1.346521	821__E5UY21__C800_02204
ERR1913201.346659__1.346659	33039__D4M1W4__RTO_04640
ERR1913201.346869__1.346869	357276__I9QBT7__BSEG_03340
ERR1913201.347003__1.347003	166486__D4KRN2__ERS852572_01816
ERR1913201.347092__1.347092	301302__R5UJR5__M72_06371
ERR1913201.347122__1.347122	823__A0A355XLQ9__DXC05_02185
ERR1913201.347217__1.347217	46503__R6X8Q3__fepA_2
ERR1913201.347303__1.347303	47678__R5U2B3__ERS852558_04029
ERR1913201.347452__1.347452	357276__A0A174L570__GV66_05720
ERR1913201.347510__1.347510	821__A0A174TD86__C800_00949
ERR1913201.347593__1.347593	357276__B6VVS0__HMPREF1064_03951
ERR1913201.347597__1.347597	818__C6ILT7__BSIG_2708
ERR1913201.347633__1.347633	823__A6L9W2__DXB14_07905
ERR1913201.347778__1.347778	820__A0A3E4G2R7__DXC07_00510
ERR1913201.347785__1.347785	329854__B3CFY5__DXD57_10960
ERR1913201.347908__1.347908	820__A0A174M9V5__M093_0237
ERR1913201.347974__1.347974	410072__C0B785__ERS852574_00808
ERR1913201.348088__1.348088	853__A0A173T6P2__DWZ46_14595
ERR1913201.348025__1.348025	387090__S0FDW2__BACCOPRO_02252
ERR1913201.348204__1.348204	820__A0A374QGD2__ERS852421_02382
ERR1913201.348469__1.348469	357276__A0A076IYG1__B5F95_22465
ERR1913201.348454__1.348454	166486__D4KV38__ROSINTL182_06841
ERR1913201.348533__1.348533	820__R9HP61__DXC91_01090
ERR1913201.348504__1.348504	39492__D4JV70__EUBSIR_01253
ERR1913201.348654__1.348654	1262743__R5C054__BN727_01980
ERR1913201.348803__1.348803	821__A0A396FEL8__C5Z04_06030
ERR1913201.348783__1.348783	853__A0A173YYY4__DWZ04_09420
ERR1913201.348852__1.348852	47678__R5U9S9__BACCAC_01855
ERR1913201.348857__1.348857	102148__E7MM98__HMPREF9430_00698
ERR1913201.348915__1.348915	47678__R5U2W6__CGC64_03455
ERR1913201.348932__1.348932	821__A0A0P0M5Z6__BVU_0429
ERR1913201.348952__1.348952	301302__R5VEI6__cysA_2
ERR1913201.349072__1.349072	166486__C7GAX1__ERS852572_03188
ERR1913201.349085__1.349085	820__A0A139K5A6__DXB48_12175
ERR1913201.349196__1.349196	820__A0A174EV88__HMPREF1072_01427
ERR1913201.349309__1.349309	1628085__A0A2U1B8P2__C7386_11431
ERR1913201.349471__1.349471	166486__A0A173VSA0__ROSINTL182_06124
ERR1913201.349456__1.349456	301302__R5UMB3__M72_01421
ERR1913201.349499__1.349499	821__E5UPR6__SAMN04487923_101768
ERR1913201.349501__1.349501	301302__R5UI99__M72_25591
ERR1913201.349507__1.349507	394340__dnaE
ERR1913201.349590__1.349590	166486__D4KXK8__xynB_1
ERR1913201.349566__1.349566	33039__A0A173VXR3__ERS852577_04630
ERR1913201.349643__1.349643	47678__R5U8S9__DW706_06260
ERR1913201.349691__1.349691	820__A0A174I980__gldH
ERR1913201.349831__1.349831	1262739__R6MRD4__BN659_02013
ERR1913201.349920__1.349920	291645__I8XPK0__HMPREF1068_01554
ERR1913201.350021__1.350021	47678__R5U7X8__C5Z00_18270
ERR1913201.350314__1.350314	821__A0A396F598__CUU_3259
ERR1913201.350436__1.350436	820__A0A173W419__DXC68_17760
ERR1913201.350511__1.350511	39486__G1WN53__DXD84_08255
ERR1913201.350671__1.350671	28116__A0A078Q9S5__DXD69_13430
ERR1913201.350634__1.350634	28116__A0A173ZQ83__BACOV975_02136
ERR1913201.350635__1.350635	1262743__R5C054__BN727_01980
ERR1913201.350640__1.350640	39496__A5Z5I2__EUBVEN_00963
ERR1913201.350690__1.350690	216816__A0A1S2VTC3__BLIC_e00847
ERR1913201.350722__1.350722	239935__A0A139TSG7__CXU17_09600
ERR1913201.350920__1.350920	821__A0A396F9T7__M097_3427
ERR1913201.351128__1.351128	166486__D4KUE4__ROSINTL182_08606
ERR1913201.351170__1.351170	820__A0A173YYG4__evgS_3
ERR1913201.351209__1.351209	47678__R5U9M8__CGC64_07665
ERR1913201.351254__1.351254	216816__C5E8I1__yciB
ERR1913201.351306__1.351306	745368__A0A1T4Y189__SAMN02745178_02637
ERR1913201.351392__1.351392	357276__A0A174L570__GV66_05720
ERR1913201.351500__1.351500	218538__C9LPF0__GCWU000321_01429
ERR1913201.351780__1.351780	166486__D4KUM5__afr
ERR1913201.352026__1.352026	1735__B7CEC3__EUBIFOR_02567
ERR1913201.352139__1.352139	821__A0A0P0M2J4__DXD46_10295
ERR1913201.352148__1.352148	74426__group_4823
ERR1913201.352175__1.352175	46503__R6X0P0__DXB61_03855
ERR1913201.352222__1.352222	820__A7V470__HMPREF1072_02076
ERR1913201.352228__1.352228	218538__C9LR41__GCWU000321_00309
ERR1913201.352238__1.352238	762211__A0A087DH98__BSTEL_1561
ERR1913201.352248__1.352248	166486__R6AZI2__ydaF
ERR1913201.352367__1.352367	47678__A5ZEA3__ERS852558_00257
ERR1913201.352612__1.352612	216816__U2TWA1__DD678_00805
ERR1913201.352731__1.352731	1262948__R7E9L8__BN671_01965
ERR1913201.352822__1.352822	46503__K5ZBF7__DD461_15285
ERR1913201.352893__1.352893	745368__A0A1T4XY03__SAMN02745178_02465
ERR1913201.352898__1.352898	33039__A0A173VTT4__frdB_1
ERR1913201.352904__1.352904	47678__R5UZR6__HMPREF1061_03971
ERR1913201.352914__1.352914	166486__D4KMI6__ERS852572_01515
ERR1913201.353025__1.353025	649756__L1Q1A0__ERS852425_01427
ERR1913201.353162__1.353162	47678__R5UER2__CGC64_00710
ERR1913201.353227__1.353227	46503__R6X6Y1__DCY29_15600
ERR1913201.353248__1.353248	357276__A0A174L570__GV66_05720
ERR1913201.353203__1.353203	47678__R5U2W6__CGC64_03455
ERR1913201.353310__1.353310	301302__R5UHX5__M72_14301
ERR1913201.353380__1.353380	821__A0A396F9T7__M097_3427
ERR1913201.353387__1.353387	820__A0A3E4W4Y7__B5G17_02055
ERR1913201.353521__1.353521	410072__C0BAS6__ERS852481_01274
ERR1913201.353644__1.353644	301302__R5V5D7__ERS852420_02185
ERR1913201.353778__1.353778	357276__D1JY58__BACDOR_04277
ERR1913201.354040__1.354040	301302__R5UNJ6__M72_26701
ERR1913201.354109__1.354109	884684__GCA_002892425.1_01408
ERR1913201.354130__1.354130	821__E5UMZ6__BVU_1450
ERR1913201.354181__1.354181	1680__A0A076JNH5__DXC60_03835
ERR1913201.354140__1.354140	820__A0A3E4W4W5__ERS852554_02179
ERR1913201.354232__1.354232	301302__R5UUM8__ganB_1
ERR1913201.354242__1.354242	47678__R5U9Z0__HMPREF1061_03210
ERR1913201.354323__1.354323	820__I9TWZ7__DXC80_10550
ERR1913201.354419__1.354419	166486__D4L1H3__sacC
ERR1913201.354442__1.354442	47678__R5U6J0__ERS852558_00310
ERR1913201.354484__1.354484	301302__A0A173SUI7__M72_11091
ERR1913201.354530__1.354530	821__E5UY21__C800_02204
ERR1913201.354637__1.354637	387090__S0FB42__BACCOPRO_02839
ERR1913201.354772__1.354772	820__A0A3E4G8F8__ERS852421_01645
ERR1913201.354789__1.354789	1897011__A0A1Q6REU3__BHW41_04025
ERR1913201.354853__1.354853	387090__S0F470__BACCOPRO_00167
ERR1913201.354976__1.354976	301302__A0A173TWC1__phoR_7
ERR1913201.355020__1.355020	39491__A0A395UZZ5__htpG_1
ERR1913201.355135__1.355135	823__D0TBY4__M090_0431
ERR1913201.355128__1.355128	166486__D4L0E1__ypdA_4
ERR1913201.355111__1.355111	823__A6LEQ6__DXB14_05705
