ERR1913218.204__1.204	357276__I9FTR0__HMPREF1065_02861
ERR1913218.180008__1.180008	820__A0A174R952__DXB48_02570
ERR1913218.180063__1.180063	1263006__R6LQ17__BN515_02097
ERR1913218.180071__1.180071	301302__R5VE56__M72_25941
ERR1913218.180075__1.180075	40518__R5DU92__DXD93_03170
ERR1913218.180094__1.180094	239935__A0A2N8I1R3__CXU05_06075
ERR1913218.180219__1.180219	1624__A0A385XNZ4__B6U53_05125
ERR1913218.180288__1.180288	1624__A0A2A2X109__B5G36_07945
ERR1913218.180479__1.180479	1263006__R6LRT3__BN515_00657
ERR1913218.180612__1.180612	1550024__G9RWP9__TQ39_04320
ERR1913218.180651__1.180651	39492__D4JVZ6__truB
ERR1913218.180753__1.180753	1624__A0A089QIM1__A8C54_08170
ERR1913218.180799__1.180799	1262882__R5MIW5__BN519_00945
ERR1913218.180951__1.180951	820__A0A173WUD7__DXB48_08055
ERR1913218.181186__1.181186	871327__A0A1H5WNU7__SAMN05444001_11221
ERR1913218.181278__1.181278	1262882__R5MFR3__BN519_00473
ERR1913218.181279__1.181279	820__A0A173YYG4__evgS_3
ERR1913218.181784__1.181784	1358__A0A0H1RKM4__LLT1_04215
ERR1913218.182091__1.182091	227942__H4GLA6__FC60_GL000791
ERR1913218.182103__1.182103	1262882__R5N0C3__BN519_00731
ERR1913218.182126__1.182126	1262882__R5N3H1__BN519_01121
ERR1913218.182350__1.182350	820__A0A174P0L5__glcK_3
ERR1913218.182453__1.182453	1680__R5GR82__AD0028_0014
ERR1913218.182514__1.182514	357276__B6W1Y1__BSEG_03960
ERR1913218.182555__1.182555	1550024__A0A0D8J659__TQ39_00125
ERR1913218.182610__1.182610	1262911__R6GPI7__BN557_00907
ERR1913218.182659__1.182659	158787__A0A087D5A8__BSCA_1561
ERR1913218.182737__1.182737	216816__B7GPE8__I118_0062
ERR1913218.182816__1.182816	1603888__A0A133SJQ2__HMPREF3201_00575
ERR1913218.182964__1.182964	1680__A0A174BEE7__BSTER_1311
ERR1913218.183002__1.183002	40520__A0A3E5EE58__RUMOBE_02861
ERR1913218.183067__1.183067	820__A0A139K426__B5G17_09115
ERR1913218.183032__1.183032	1262882__R5MHZ2__BN519_00742
ERR1913218.183196__1.183196	1681__A0A0H3EBH6__BBNG_00468
ERR1913218.183253__1.183253	1262882__R5N0J9__BN519_00773
ERR1913218.183296__1.183296	1263109__GCA_000438135.1_01402
ERR1913218.183472__1.183472	301301__G2SX00__RHOM_09015
ERR1913218.183480__1.183480	74426__yccM
ERR1913218.183493__1.183493	40518__R5E4X5__RB5AMG_01438
ERR1913218.183571__1.183571	1550024__G9RXY7__TQ39_00100
ERR1913218.183633__1.183633	1965586__A0A1Y4HXR8__B5F34_03440
ERR1913218.183667__1.183667	158787__A0A087D3N7__BBSC_2510
ERR1913218.183960__1.183960	820__A0A174CG08__DXB62_13215
ERR1913218.184067__1.184067	1263006__R6M2H0__BN515_00628
ERR1913218.184163__1.184163	1099853__G9S562__NSB1T_00535
ERR1913218.184333__1.184333	40518__R5E8B6__RB5AMG_00876
ERR1913218.184350__1.184350	552398__F4XCQ4__HMPREF0866_01621
ERR1913218.184514__1.184514	40518__R5DVX3__RBL263_01584
ERR1913218.184681__1.184681	552398__F4XCR9__HMPREF0866_01636
ERR1913218.184864__1.184864	820__A0A3E4GA19__SAMN05444418_10562
ERR1913218.185118__1.185118	823__D0T9E4__DHW69_09115
ERR1913218.185159__1.185159	239935__A0A2N8HB50__CXU17_02615
ERR1913218.185373__1.185373	1550024__G9RQ35__ASJ35_06570
ERR1913218.185411__1.185411	1632__E3C5M6__HMPREF9102_0940
ERR1913218.185478__1.185478	1550024__G9RT56__TQ39_09200
ERR1913218.185631__1.185631	158787__A0A087D724__BSCA_2013
ERR1913218.185689__1.185689	1099853__G9S0K9__NSB1T_05085
ERR1913218.185765__1.185765	1099853__U5CJQ4__NSB1T_11640
ERR1913218.185896__1.185896	1624__Q1WRR9__A8C45_02380
ERR1913218.186289__1.186289	1262911__R6GPM2__BN557_00937
ERR1913218.186421__1.186421	1262911__R6GI18__BN557_01377
ERR1913218.186588__1.186588	357276__D1JZM4__HMPREF1065_01278
ERR1913218.186600__1.186600	820__A0A139KJR5__M093_4469
ERR1913218.186656__1.186656	106588__A6NUL8__BACCAP_01900
ERR1913218.186732__1.186732	116085__D4J8F8__DW747_09060
ERR1913218.186822__1.186822	97478__A0A1G9WMR4__FC47_GL001894
ERR1913218.186843__1.186843	820__A0A139JRS5__HMPREF1073_04025
ERR1913218.186989__1.186989	1624__H7G0N5__B6U38_06505
ERR1913218.187049__1.187049	1262911__R6GPB5__BN557_00842
ERR1913218.187088__1.187088	1263006__R6LX07__BN515_00935
ERR1913218.187169__1.187169	818__D7I8A4__C799_02600
ERR1913218.187211__1.187211	301301__A0A395V396__RHOM_09170
ERR1913218.187375__1.187375	239935__A0A2N8HH03__CXU09_08875
ERR1913218.187541__1.187541	40518__R5DZC6__mreC
ERR1913218.187468__1.187468	239935__A0A2N8I3G2__CXT89_00720
ERR1913218.187716__1.187716	1681__I3WJE6__A0008_0093
ERR1913218.187908__1.187908	820__A0A3E4G493__ERS417307_00253
ERR1913218.187958__1.187958	820__A0A3E4WA06__ERS852554_03404
ERR1913218.188051__1.188051	1263006__R6M2F7__BN515_00608
ERR1913218.188377__1.188377	1624__A0A385XQT6__B6U46_02745
ERR1913218.188562__1.188562	820__A0A139KIL9__DXC68_05945
ERR1913218.188623__1.188623	820__A0A173W419__DXC68_17760
ERR1913218.188672__1.188672	1262911__R6GPB5__BN557_00842
ERR1913218.188791__1.188791	357276__A0A0M1VXQ9__BSEG_00942
ERR1913218.189012__1.189012	301301__A0A395V957__RHOM_14115
ERR1913218.189089__1.189089	88431__A0A174LB13__ERS852573_00606
ERR1913218.189409__1.189409	544580__G9PQV3__BKH26_06665
ERR1913218.189675__1.189675	310298__B3JII2__BACCOP_01694
ERR1913218.189801__1.189801	820__A0A174GK47__ERS852421_00200
ERR1913218.189752__1.189752	1262911__R6H1B2__BN557_00840
ERR1913218.189770__1.189770	1550024__G9RT56__TQ39_09200
ERR1913218.189828__1.189828	820__A0A3E4VZT7__DXB48_16145
ERR1913218.189920__1.189920	1681__I3WGI8__DD715_03705
ERR1913218.190457__1.190457	1624__A0A1Y0F760__A8C41_09030
ERR1913218.190577__1.190577	1160721__R6T8U0__atpF
ERR1913218.190583__1.190583	78258__E6JZF7__A200_02589
ERR1913218.190715__1.190715	1596__A0A087QA02__B0B48_08900
ERR1913218.190891__1.190891	208479__A8RR34__DXC96_21280
ERR1913218.190953__1.190953	1262911__R6GQ41__BN557_00435
ERR1913218.190963__1.190963	2173__A0A1D2WU72__BK798_05485
ERR1913218.190986__1.190986	1596__A0A1Z1N7R2__HMPREF0516_00975
ERR1913218.191027__1.191027	78258__E6K199__A200_05847
ERR1913218.191229__1.191229	820__A7VAR9__ERS852421_00197
ERR1913218.191242__1.191242	116085__D4JC97__DW747_00040
ERR1913218.191284__1.191284	1263006__R6M1L5__BN515_00413
ERR1913218.191439__1.191439	239935__A0A2N8IUW6__Amuc_1525
ERR1913218.191599__1.191599	1263006__R6MLL2__BN515_00946
ERR1913218.191828__1.191828	357276__I8WEZ6__BACDOR_02323
ERR1913218.191923__1.191923	1263006__R6LKF3__BN515_02083
ERR1913218.192153__1.192153	158787__A0A087DG42__BSCA_1702
ERR1913218.192167__1.192167	820__A0A139K5A6__DXB48_12175
ERR1913218.192519__1.192519	301301__A0A395V407__ERS852391_02230
ERR1913218.192683__1.192683	301302__R5UJW6__ERS852420_01698
ERR1913218.192606__1.192606	1680__A0A0C2VBJ4__birA
ERR1913218.192768__1.192768	1160721__W0U436__BHW50_10710
ERR1913218.193034__1.193034	1263006__R6LPZ5__BN515_02090
ERR1913218.192996__1.192996	239935__A0A2N8HDT1__CXT94_05270
ERR1913218.193143__1.193143	239935__A0A2N8IG27__CXT85_07805
ERR1913218.193434__1.193434	100886__R7GMD0__dinG_2
ERR1913218.193540__1.193540	40520__A0A174EQJ0__DXB81_02710
ERR1913218.193563__1.193563	820__A0A174R952__DXB48_02570
ERR1913218.193618__1.193618	818__A0A396E023__ERS852430_02808
ERR1913218.193754__1.193754	97478__A0A0D4CKT9__SAMN02744693_0968
ERR1913218.193851__1.193851	1262882__R5N678__BN519_01604
ERR1913218.193864__1.193864	39488__A0A374MTU0__ERS852578_02616
ERR1913218.193966__1.193966	1263000__R5EXT3__BN466_02213
ERR1913218.193981__1.193981	820__A0A374QGD2__ERS852421_02382
ERR1913218.194028__1.194028	214856__I3YPI7__pepD_1
ERR1913218.194801__1.194801	357276__A0A076IS26__EL88_15950
ERR1913218.194847__1.194847	1262911__R6HJV5__BN557_00309
ERR1913218.194857__1.194857	820__A0A139K024__B5G17_02060
ERR1913218.194962__1.194962	357276__I9FTR0__HMPREF1065_02861
ERR1913218.195009__1.195009	1160721__W0U4D5__RBI_I01230
ERR1913218.195287__1.195287	1358__A0A2X0R7K7__N489_11020
ERR1913218.195499__1.195499	1263006__R6LZ65__BN515_01602
ERR1913218.195702__1.195702	239935__R7E524__CXT91_06180
ERR1913218.195748__1.195748	562__P23837__phoQ
ERR1913218.195819__1.195819	1262911__R6H1K1__BN557_00910
ERR1913218.195969__1.195969	1624__A0A385XP25__HMPREF9269_0593
ERR1913218.196064__1.196064	357276__I8WHY2__HMPREF1063_00555
ERR1913218.196247__1.196247	1263006__R6LIU9__BN515_01591
ERR1913218.196304__1.196304	1550024__G9RW08__ASJ35_03155
ERR1913218.196324__1.196324	820__A0A139K4W5__HMPREF2141_02394
ERR1913218.196339__1.196339	1550024__A0A0W7TT94__TQ39_11150
ERR1913218.196483__1.196483	239935__A0A139TPG3__CXT86_08810
ERR1913218.196596__1.196596	46503__R6WYJ8__DXB85_13825
ERR1913218.196782__1.196782	820__A0A173W419__DXC68_17760
ERR1913218.196805__1.196805	1262911__R6H1K1__BN557_00910
ERR1913218.197239__1.197239	1550024__A0A0D8IZ16__ASJ35_10840
ERR1913218.197322__1.197322	239935__A0A139TPG3__CXT86_08810
ERR1913218.197342__1.197342	301301__A0A395VC27__adaA_5
ERR1913218.197431__1.197431	1262882__R5MZZ3__BN519_00482
ERR1913218.197462__1.197462	1263006__R6LRT3__BN515_00657
ERR1913218.198211__1.198211	35833__S2KT27__HMPREF0179_05324
ERR1913218.198310__1.198310	1550024__A0A3B9WG56__TQ39_01145
ERR1913218.198349__1.198349	1550024__A0A3B9WFS7__ASJ35_05525
ERR1913218.198494__1.198494	40518__R5DVL2__penA
ERR1913218.198641__1.198641	100886__E2NRI8__ERS852383_05979
ERR1913218.198654__1.198654	239935__A0A2N8I5A2__DEF40_08455
ERR1913218.198762__1.198762	1624__C2EJK1__B6U53_05845
ERR1913218.198925__1.198925	1624__A0A089QBJ0__B6U38_02080
ERR1913218.199202__1.199202	1624__Q1WRR9__A8C45_02380
ERR1913218.199424__1.199424	1681__E4V9B3__A0008_1349
ERR1913218.199449__1.199449	158787__A0A087DG42__BSCA_1702
ERR1913218.199699__1.199699	151539__GeneID:920470
ERR1913218.199808__1.199808	1263006__R6LR21__BN515_00462
ERR1913218.199811__1.199811	1681__A0A2U0BVK5__B0156_0307
ERR1913218.200322__1.200322	820__A0A174LJB2__HMPREF1072_04112
ERR1913218.200309__1.200309	69974__A0A090FEL8__MPL3365_630008
ERR1913218.200439__1.200439	1680__A0A174BEE7__BSTER_1311
ERR1913218.200574__1.200574	1624__A0A385XNP0__A8C54_05230
ERR1913218.200592__1.200592	1262911__R6GN99__BN557_01784
ERR1913218.200782__1.200782	28118__R6FHC4__NCTC10826_00338
ERR1913218.201019__1.201019	458033__GCA_001482755.1_02203
ERR1913218.201075__1.201075	821__I9R3W6__DXC16_12455
ERR1913218.201124__1.201124	1262911__R6H1P0__BN557_00940
ERR1913218.201186__1.201186	1624__A0A385XLX3__LsR_01407
ERR1913218.201267__1.201267	1262882__R5MM90__BN519_01721
ERR1913218.201290__1.201290	40518__R5E2R8__nnr_2
ERR1913218.201386__1.201386	39496__A5Z5I2__EUBVEN_00963
ERR1913218.201464__1.201464	1628085__A0A3E2Y1Z4__C7386_12230
ERR1913218.201472__1.201472	40518__R5E328__DXD86_08885
ERR1913218.201677__1.201677	1263006__R6M176__BN515_00274
ERR1913218.201717__1.201717	1263006__R6LKC6__BN515_02058
ERR1913218.202003__1.202003	301301__A0A395V714__evgS
ERR1913218.202090__1.202090	820__A0A139JRH8__HMPREF2141_04326
ERR1913218.202137__1.202137	360807__C0FRV5__ROSEINA2194_01466
ERR1913218.202240__1.202240	1263006__R6LGA5__BN515_00076
ERR1913218.202552__1.202552	1550024__G9RPP6__ASJ35_08860
ERR1913218.202641__1.202641	1681__E4VB47__IF1010_0583
ERR1913218.202790__1.202790	818__A0A0P0F7K1__ERS852461_02719
ERR1913218.202911__1.202911	1547597__A0A0C3R5D2__BA92_07350
ERR1913218.203056__1.203056	1262911__R6GLH3__BN557_00339
ERR1913218.203060__1.203060	820__A0A174M9V5__M093_0237
ERR1913218.203106__1.203106	1263006__R6LYS1__BN515_01485
ERR1913218.203227__1.203227	2173__A0A1D2WVA1__Msm_0411
ERR1913218.203200__1.203200	820__A0A3E4IGA7__DXD40_07110
ERR1913218.203279__1.203279	88431__A0A174JYP5__DORLON_02789
ERR1913218.203332__1.203332	1160721__W0U2H8__BHW50_07775
ERR1913218.203501__1.203501	1262992__R5DEQ5__BN795_00722
ERR1913218.203571__1.203571	301301__A0A395V573__RHOM_13925
ERR1913218.203572__1.203572	1550024__A0A0D8J179__ASJ35_09245
ERR1913218.203626__1.203626	820__A0A396CMY7__HMPREF1072_03009
ERR1913218.203678__1.203678	1624__A0A1Y3S7X7__DB321_01605
ERR1913218.203833__1.203833	1550024__A0A3B9WKM9__ASJ35_18565
ERR1913218.203884__1.203884	1550024__A0A3B9WFL2__ASJ35_03875
ERR1913218.203897__1.203897	1683__C4FEM4__BIANG_0131
ERR1913218.203901__1.203901	151539__GeneID:920463
ERR1913218.203967__1.203967	1628085__A0A3E2XTE2__C7386_11847
ERR1913218.203975__1.203975	301302__R5UV35__M72_02721
ERR1913218.203991__1.203991	1735__B7CDQ5__EUBIFOR_02338
ERR1913218.204260__1.204260	1262882__R5MGX3__BN519_00046
ERR1913218.204417__1.204417	357276__B6VW91__BACDOR_01584
ERR1913218.204506__1.204506	1550024__A0A0D8IYM8__ASJ35_18670
ERR1913218.204545__1.204545	1262911__R6H174__BN557_01246
ERR1913218.204643__1.204643	357276__I8WPR6__EL88_06675
ERR1913218.204725__1.204725	820__A0A374Q854__HMPREF1073_03281
ERR1913218.204829__1.204829	1262882__R5N5J6__BN519_01504
ERR1913218.204858__1.204858	301302__R5VCU3__cbiK_2
ERR1913218.204903__1.204903	158787__A0A087D7K9__BSCA_2206
ERR1913218.204957__1.204957	1263006__R6MRG8__BN515_00513
ERR1913218.205096__1.205096	1550024__A0A3B9WEL2__TQ39_11090
ERR1913218.205113__1.205113	116085__D4J7V4__DW747_05820
ERR1913218.205056__1.205056	39486__B0G7J0__cdd
ERR1913218.205204__1.205204	1681__A0A0M4LK35__LMG13200_0631
ERR1913218.205539__1.205539	1680__A0A087DHN0__AL0462_1532
ERR1913218.205768__1.205768	28118__F9Z5M1__NCTC10826_02946
ERR1913218.205877__1.205877	1263006__R6LGI4__BN515_00844
ERR1913218.205886__1.205886	357276__A0A0M1VZP2__IY41_00605
ERR1913218.206104__1.206104	1262924__R7HQK6__BN585_00186
ERR1913218.206223__1.206223	1680__A0A173Y6N7__yhaH
ERR1913218.206275__1.206275	100886__E2NQW1__murB
ERR1913218.206613__1.206613	1624__A0A1D7TQ42__A8C45_07580
ERR1913218.206951__1.206951	1681__I3WKG9__BBJK_01327
ERR1913218.207025__1.207025	820__A0A3E4PYB0__yejM
ERR1913218.207166__1.207166	40518__R5DYU1__DXD86_01160
ERR1913218.207312__1.207312	69974__A0A090FEL8__MPL3365_630008
ERR1913218.207664__1.207664	357276__A0A0K2HKT7__B5F95_21090
ERR1913218.207732__1.207732	239935__A0A2N8I694__CXU04_06245
ERR1913218.207787__1.207787	1263000__R5EDV4__BN466_01097
ERR1913218.208074__1.208074	28118__F9ZCN1__B5F99_10605
ERR1913218.208075__1.208075	818__A0A0N7I9H8__ERS852461_00040
ERR1913218.208139__1.208139	31754__GeneID:921268
ERR1913218.208097__1.208097	100886__A0A174GWP1__CATMIT_01006
ERR1913218.208115__1.208115	1262911__R6GSH0__BN557_00934
ERR1913218.208185__1.208185	216816__A0A2N0SME6__BLIF_1881
ERR1913218.208286__1.208286	357276__A0A0K2HKT7__B5F95_21090
ERR1913218.208336__1.208336	239935__A0A2N8ITG2__Amuc_0335
ERR1913218.208275__1.208275	820__A0A139K1Y6__DXB48_02610
ERR1913218.208357__1.208357	1624__A0A385XNP0__A8C54_05230
ERR1913218.208392__1.208392	1261__A0A135YTZ5__HMPREF3183_00253
ERR1913218.208426__1.208426	1550024__A0A3B9WIB6__TQ39_08435
ERR1913218.208430__1.208430	1263006__R6LLP6__BN515_01041
ERR1913218.208457__1.208457	1160721__W0U2T9__BHW50_11050
ERR1913218.208769__1.208769	1550024__A0A0D8IVV4__ASJ35_03610
ERR1913218.208778__1.208778	1262882__R5MJM8__BN519_01064
ERR1913218.208849__1.208849	1262882__R5MKX3__BN519_00395
ERR1913218.208861__1.208861	1262882__R5MJ49__BN519_01124
ERR1913218.208927__1.208927	820__A0A3E4W084__BACUNI_04042
ERR1913218.208939__1.208939	1263006__R6LLP6__BN515_01041
ERR1913218.208942__1.208942	671232__U2ZHM3__DK43_00410
ERR1913218.209043__1.209043	1624__A0A385XKX3__DB362_05700
ERR1913218.209171__1.209171	552398__T5S086__HMPREF0866_01580
ERR1913218.209182__1.209182	100884__E7G8E8__DXB26_14135
ERR1913218.209185__1.209185	78535__E6J1D6__bglA2
ERR1913218.209293__1.209293	1262882__R5MFM2__BN519_00460
ERR1913218.209264__1.209264	214856__A0A173YXX1__ERS852559_01651
ERR1913218.209416__1.209416	301301__A0A395VA99__rpfG_5
ERR1913218.209599__1.209599	357276__I9QWD4__DXD47_15075
ERR1913218.209538__1.209538	357276__A0A076IXE0__HMPREF1064_04364
ERR1913218.209539__1.209539	357276__A0A076IXE0__HMPREF1064_04364
ERR1913218.209781__1.209781	158787__A0A087D7D2__BBSC_0727
ERR1913218.210123__1.210123	1680__A0A174BEE7__BSTER_1311
ERR1913218.210231__1.210231	1262911__R6GPC5__BN557_00852
ERR1913218.210249__1.210249	239935__A0A139TVJ4__CXT86_02020
ERR1913218.210556__1.210556	301301__A0A395VGH2__dltB_2
ERR1913218.210582__1.210582	820__A0A3E4W984__pssA
ERR1913218.210832__1.210832	820__A0A374MXK3__HMPREF1072_00166
ERR1913218.210842__1.210842	357276__B6W1Y1__BSEG_03960
ERR1913218.210871__1.210871	357276__A0A0M1W657__HMPREF1064_04629
ERR1913218.211321__1.211321	301301__A0A395V7P2__ERS852391_05080
ERR1913218.211429__1.211429	357276__A0A076IRZ5__BACDOR_00630
ERR1913218.211434__1.211434	301301__G2T4K1__RHOM_14310
ERR1913218.211474__1.211474	246787__A0A0P0GG59__BcellWH2_02752
ERR1913218.211476__1.211476	1262911__R6H1M1__BN557_00925
ERR1913218.211528__1.211528	1262882__R5MYP2__BN519_00435
ERR1913218.211707__1.211707	1263006__R6LV21__BN515_00171
ERR1913218.211952__1.211952	239935__A0A2N8IMC9__CXU09_02095
ERR1913218.212205__1.212205	158787__A0A087D5A7__BSCA_1560
ERR1913218.212332__1.212332	823__K6A253__DHP27_13535
ERR1913218.212728__1.212728	357276__I8WPR6__EL88_06675
ERR1913218.212853__1.212853	357276__B6W5Q9__HMPREF1063_03125
ERR1913218.213117__1.213117	1318__A0A3E4UBN1__CYK20_06545
ERR1913218.213216__1.213216	820__A0A374QGD2__ERS852421_02382
ERR1913218.213284__1.213284	357276__I8WPR6__EL88_06675
ERR1913218.213299__1.213299	301301__A0A395VCJ3__cbiT
ERR1913218.213476__1.213476	357276__B6W1Y1__BSEG_03960
ERR1913218.213597__1.213597	649756__D4MUE9__ERS852425_03110
ERR1913218.213638__1.213638	1681__A0A292G7V3__BBIF_1776
ERR1913218.213730__1.213730	88431__A0A3D0EYE9__rafA
ERR1913218.213752__1.213752	1304__A0A0A1DX26__SSAL8618_09600
ERR1913218.213978__1.213978	1099853__G9S521__NSB1T_00320
ERR1913218.213988__1.213988	823__A0A355XKR1__DHP27_04035
ERR1913218.214031__1.214031	1262911__R6H054__BN557_00908
ERR1913218.214091__1.214091	820__A7V9F9__B5G17_14640
ERR1913218.214078__1.214078	1632__E3C6I4__FC49_GL000203
ERR1913218.214291__1.214291	78535__E6J204__NCTC1080_01272
ERR1913218.214249__1.214249	820__A0A1Y3V743__M093_0235
ERR1913218.214294__1.214294	214856__A0A174CRY5__ERS852559_01060
ERR1913218.214308__1.214308	1624__A0A089RV33__HMPREF0545_0267
ERR1913218.214395__1.214395	1624__A0A2A2WYS4__B6U58_00720
ERR1913218.214465__1.214465	357276__I9FGI3__EL88_12385
ERR1913218.214484__1.214484	1262911__R6HN81__BN557_00921
ERR1913218.214488__1.214488	1263006__R6LUL0__BN515_01517
ERR1913218.214577__1.214577	2292352__A0A374UKA6__DXC23_10805
ERR1913218.214795__1.214795	1203033__I7JUY6__BN55_00940
ERR1913218.214797__1.214797	1160721__W0U3C6__BHW50_11080
ERR1913218.215235__1.215235	1099853__U5CHP2__NSB1T_06815
ERR1913218.215292__1.215292	1263006__R6LR21__BN515_00462
ERR1913218.215284__1.215284	1308__V8LRT0__DV947_08035
ERR1913218.215374__1.215374	301301__A0A395V4S5__RHOM_15770
ERR1913218.215564__1.215564	1624__A0A1V9SZC7__DB322_04145
ERR1913218.215698__1.215698	1263044__GCA_000433375.1_00023
ERR1913218.215710__1.215710	820__A0A139K1Y6__DXB48_02610
ERR1913218.215797__1.215797	1358__A0A0B8QXH0__QI18_00620
ERR1913218.215776__1.215776	1624__A0A385XP25__HMPREF9269_0593
ERR1913218.215873__1.215873	2173__A0A1D2WTP5__BK798_02785
ERR1913218.215914__1.215914	40518__R5DY98__mepA_5
ERR1913218.216021__1.216021	1624__A0A385XMR5__A8C41_04885
ERR1913218.216167__1.216167	158787__A0A087DDD0__BBSC_0269
ERR1913218.216242__1.216242	357276__I8WEZ6__BACDOR_02323
ERR1913218.216412__1.216412	357276__B6W5Q7__DXD47_13945
ERR1913218.216474__1.216474	1263000__R5EXT3__BN466_02213
ERR1913218.216535__1.216535	820__A0A3E4WCX3__C801_02709
ERR1913218.216696__1.216696	820__A0A139KHX1__HMPREF2141_00289
ERR1913218.216821__1.216821	1550024__G9RWP9__TQ39_04320
ERR1913218.216947__1.216947	1263109__GCA_000438135.1_00481
ERR1913218.217088__1.217088	1680__A0A0B5BKZ3__DXD60_01450
ERR1913218.217090__1.217090	1263107__GCA_000436995.1_00090
ERR1913218.217093__1.217093	239935__R7E524__CXT91_06180
ERR1913218.217146__1.217146	1262992__R5DA07__BN795_01576
ERR1913218.217198__1.217198	1262911__R6HN81__BN557_00921
ERR1913218.217245__1.217245	47770__D5H015__AYP94_07350
ERR1913218.217759__1.217759	74426__rpoB
ERR1913218.217973__1.217973	239935__A0A2N8IMD6__CXU03_05585
ERR1913218.218013__1.218013	820__A0A3E4XM43__DXC91_13960
ERR1913218.218252__1.218252	1263006__R6LIE4__BN515_01447
ERR1913218.218374__1.218374	820__A0A173WZS4__DXD90_10250
ERR1913218.218544__1.218544	1262882__R5MEK3__BN519_00296
ERR1913218.218554__1.218554	1680__A0A087DHN0__AL0462_1532
ERR1913218.218673__1.218673	1550024__G9RT56__TQ39_09200
ERR1913218.218749__1.218749	239935__A0A2N8HPS5__Amuc_0950
ERR1913218.218840__1.218840	100886__A0A174LEG5__ERS852383_05606
ERR1913218.218812__1.218812	1263006__R6ML98__BN515_00848
ERR1913218.219059__1.219059	1550024__A0A0D8IWE6__ASJ35_08175
ERR1913218.219156__1.219156	357276__A0A076IIL0__EL88_03065
ERR1913218.219232__1.219232	301302__A0A0M6WF57__M72_22681
ERR1913218.219253__1.219253	2173__A0A1D2WT40__METSMIALI_00302
ERR1913218.219270__1.219270	1680__A0A087DKM6__B0042_0664
ERR1913218.219373__1.219373	1262911__R6GS70__BN557_00854
ERR1913218.219411__1.219411	1624__A0A2A2X0Z9__B6U57_01585
ERR1913218.219495__1.219495	301302__R5UNJ6__M72_26701
ERR1913218.219769__1.219769	1263006__R6ML09__BN515_00769
ERR1913218.220137__1.220137	158787__A0A087DFX3__BBSC_1253
ERR1913218.220287__1.220287	40518__R5DWP7__ansA
ERR1913218.220321__1.220321	39486__G1WS07__DXC93_09710
ERR1913218.220381__1.220381	147206__GCF_000156215.1_01297
ERR1913218.220578__1.220578	1261__A0A135YTZ5__HMPREF3183_00253
ERR1913218.220833__1.220833	1358__P0CI36__LLDT4_10435
ERR1913218.220836__1.220836	158787__A0A087D5A7__BSCA_1560
ERR1913218.220882__1.220882	1680__A0A173W5Z2__DXC53_01290
ERR1913218.220891__1.220891	820__A0A1T4IY71__HMPREF2141_02402
ERR1913218.221008__1.221008	1680__A0A0B5BKZ3__DXD60_01450
ERR1913218.221109__1.221109	1358__A0A166J899__IV65_GL000263
ERR1913218.221182__1.221182	357276__B6VVS0__HMPREF1064_03951
ERR1913218.221488__1.221488	1262911__R6HHR1__BN557_01622
ERR1913218.221605__1.221605	1262911__R6H1K1__BN557_00910
ERR1913218.221546__1.221546	357276__I9RCD3__IY41_15070
ERR1913218.221780__1.221780	1680__A0A076JM61__DXD63_05245
