ERR1913226.15__1.15	46228__V8BM45__DXD17_14355
ERR1913226.270764__1.270764	820__A0A174RFI5__SAMN05444418_12240
ERR1913226.270940__1.270940	39492__B0MNL5__phoR_1
ERR1913226.270964__1.270964	418240__C6JAJ8__ERS852478_03436
ERR1913226.271423__1.271423	1262761__R6QMJ7__BN606_00803
ERR1913226.271544__1.271544	39485__C4Z028__ERS852492_00100
ERR1913226.271598__1.271598	471189__GCA_003340385.1_00224
ERR1913226.271656__1.271656	2293125__A0A374CFW0__DW917_03450
ERR1913226.271801__1.271801	820__A0A139K8N1__ERS852554_00951
ERR1913226.271969__1.271969	371601__E5CE41__ERS852396_04351
ERR1913226.272126__1.272126	820__A0A3E4QZJ7__C801_01798
ERR1913226.272204__1.272204	562__P0AFH7__oppC
ERR1913226.272346__1.272346	2293125__A0A374BUM7__DW917_12980
ERR1913226.272366__1.272366	1263107__GCA_000436995.1_00213
ERR1913226.272529__1.272529	853__A0A174BA00__DW905_01145
ERR1913226.272552__1.272552	2293125__A0A374BZ50__DW917_11090
ERR1913226.272615__1.272615	239935__A0A2N8HDT1__CXT94_05270
ERR1913226.272870__1.272870	39485__C4Z6K2__ERS852490_00407
ERR1913226.273016__1.273016	2293125__A0A374CC93__DW917_06625
ERR1913226.273050__1.273050	40520__A5ZRI6__DXC87_12175
ERR1913226.273072__1.273072	2293125__A0A374C3L4__DW917_09100
ERR1913226.273130__1.273130	1160721__R6SW95__BHW50_08895
ERR1913226.273170__1.273170	165179__A0A3E5E7D5__PREVCOP_03928
ERR1913226.273278__1.273278	1160721__W0U6I8__BHW50_06355
ERR1913226.273379__1.273379	1897011__A0A1Q6RGB4__BHW41_02795
ERR1913226.273488__1.273488	360807__A0A173ZAC7__ROSEINA2194_01522
ERR1913226.273498__1.273498	1160721__W0U3K4__RBI_I00339
ERR1913226.273660__1.273660	1262761__R6RY17__BN606_01538
ERR1913226.274006__1.274006	853__A0A174UDE9__C4N25_12775
ERR1913226.274017__1.274017	1262761__R6QKZ0__BN606_00913
ERR1913226.274039__1.274039	310298__B3JLF6__BACCOP_02746
ERR1913226.274067__1.274067	39485__A0A174ZUV1__tig_3
ERR1913226.274071__1.274071	1262889__R7HA49__BN634_00677
ERR1913226.274252__1.274252	853__C7H7F8__yccM_1
ERR1913226.274385__1.274385	40518__R5E5I9__yvhJ_2
ERR1913226.274625__1.274625	39485__A0A174ZLH6__EUBELI_01564
ERR1913226.274662__1.274662	820__A0A374QGD2__ERS852421_02382
ERR1913226.274715__1.274715	40518__R5E500__RBL263_01193
ERR1913226.274783__1.274783	820__A7UYG6__M094_0070
ERR1913226.274920__1.274920	820__A0A374Q8T2__DXB64_16190
ERR1913226.275564__1.275564	39485__A0A174ZMD4__ERS852492_01969
ERR1913226.275593__1.275593	1160721__A0A373ML50__RBI_I01893
ERR1913226.276306__1.276306	1262942__R7QWC6__BN520_00967
ERR1913226.276378__1.276378	418240__A0A174AQ30__ERS852478_00945
ERR1913226.276517__1.276517	165179__D1PHC0__PREVCOP_06640
ERR1913226.276681__1.276681	1981510__A0A2K9P2N5__B9O19_00925
ERR1913226.276726__1.276726	2293125__A0A374CFZ2__DW917_03445
ERR1913226.276781__1.276781	2293125__A0A374BV30__DW917_13395
ERR1913226.277110__1.277110	1262911__R6GMA5__BN557_00481
ERR1913226.277165__1.277165	1262777__R5VJI8__BN512_01576
ERR1913226.277250__1.277250	1150298__A0A174DQT6__ERS852498_00506
ERR1913226.277313__1.277313	1262761__R6R2H8__BN606_00936
ERR1913226.277302__1.277302	1262911__R6GXS5__BN557_00160
ERR1913226.277450__1.277450	1501391__GCA_000786575.1_00015
ERR1913226.277589__1.277589	165179__D1PHC0__PREVCOP_06640
ERR1913226.277604__1.277604	1262911__R6H212__BN557_01031
ERR1913226.277676__1.277676	418240__A0A174AUI7__ERS852478_00883
ERR1913226.277781__1.277781	1262911__R6GYS8__BN557_00614
ERR1913226.277796__1.277796	88431__A0A174A952__ugpA_1
ERR1913226.277821__1.277821	214856__A0A173XIZ3__ERS852559_00434
ERR1913226.277862__1.277862	820__A0A174QT76__B5G17_18060
ERR1913226.277914__1.277914	1501391__GCA_000786575.1_00057
ERR1913226.278073__1.278073	1262942__R7R0X3__BN520_02255
ERR1913226.278182__1.278182	28118__F9Z8Y7__DHW44_02235
ERR1913226.278244__1.278244	1262761__R6QXL2__BN606_02127
ERR1913226.278318__1.278318	1262761__R6QR72__BN606_01181
ERR1913226.278344__1.278344	360807__A0A0M6X184__ERS852392_03203
ERR1913226.278760__1.278760	39491__A0A396FPV7__ERS852580_01177
ERR1913226.278916__1.278916	2293125__A0A374C4I0__DW917_08630
ERR1913226.279021__1.279021	2293125__A0A374C9M9__DW917_08170
ERR1913226.279042__1.279042	1262911__R6GIB9__BN557_01439
ERR1913226.279180__1.279180	1262761__R6RU22__BN606_01110
ERR1913226.279204__1.279204	1262743__R5C054__BN727_01980
ERR1913226.279409__1.279409	165179__A0A229I7F5__DXB80_02650
ERR1913226.279673__1.279673	1262988__R7N0Q0__BN816_00945
ERR1913226.279800__1.279800	820__A0A174DZ97__SAMN05444418_101240
ERR1913226.280031__1.280031	1262889__R7H8I0__BN634_00208
ERR1913226.280227__1.280227	261299__R5X722__ERS852493_02387
ERR1913226.280160__1.280160	1981510__A0A2K9P2W7__B9O19_01020
ERR1913226.280288__1.280288	47678__R5U325__HMPREF1061_03209
ERR1913226.280298__1.280298	1262777__R5VLP6__BN512_00469
ERR1913226.280314__1.280314	1262761__R6RZ48__BN606_01724
ERR1913226.280386__1.280386	820__A0A3E4G3J9__ERS852459_02265
ERR1913226.280512__1.280512	39485__A0A174ZLH6__EUBELI_01564
ERR1913226.281269__1.281269	820__A0A374Q854__HMPREF1073_03281
ERR1913226.281723__1.281723	820__A0A3E4GE89__DXB48_02565
ERR1913226.281968__1.281968	39486__B0G3R8__DXB12_09875
ERR1913226.282068__1.282068	46228__V8C7P7__HMPREF1202_01523
ERR1913226.282194__1.282194	820__A0A174F0C1__nreB
ERR1913226.282495__1.282495	1262948__R7E882__BN671_01494
ERR1913226.282475__1.282475	239935__A0A2N8ITG2__Amuc_0335
ERR1913226.282620__1.282620	165179__D1PHC0__PREVCOP_06640
ERR1913226.282765__1.282765	2293125__A0A374CII0__DW917_03470
ERR1913226.282889__1.282889	1262761__R6QNB5__BN606_00915
ERR1913226.282969__1.282969	820__A0A174TRB5__DXD40_11305
ERR1913226.283066__1.283066	39485__A0A174ZA72__glgB_1
ERR1913226.283129__1.283129	40520__R7D3S9__DXD81_14140
ERR1913226.283322__1.283322	360807__C0FN02__ERS852392_01841
ERR1913226.283452__1.283452	165179__A0A229I7F5__DXB80_02650
ERR1913226.283620__1.283620	165179__A0A174SA26__PREVCOP_05758
ERR1913226.283768__1.283768	821__A0A174T998__DXB82_10860
ERR1913226.284398__1.284398	1262911__R6H2B5__BN557_01151
ERR1913226.284331__1.284331	384638__B7ANX8__BACPEC_00382
ERR1913226.284333__1.284333	165179__D1PER3__DXB80_11525
ERR1913226.284485__1.284485	1262911__R6H212__BN557_01031
ERR1913226.284896__1.284896	820__A0A139K8N1__ERS852554_00951
ERR1913226.284961__1.284961	820__R9I3Q7__HMPREF1072_01668
ERR1913226.285094__1.285094	1262944__R7IV41__BN596_00224
ERR1913226.285138__1.285138	47678__R5U332__C5Z00_16810
ERR1913226.285141__1.285141	33043__A8SV35__ERS852386_01106
ERR1913226.285249__1.285249	820__A0A174B4N2__M093_2531
ERR1913226.285287__1.285287	88431__A0A173VJL7__ERS852526_01348
ERR1913226.285402__1.285402	28116__A0A1G8IGK0__DXF98_23045
ERR1913226.286122__1.286122	40520__A0A396G1I4__DXB81_08365
ERR1913226.286181__1.286181	39492__D4JXA0__ERS852540_02538
ERR1913226.286599__1.286599	360807__A0A0M6WCK5__ROSEINA2194_01361
ERR1913226.286729__1.286729	820__R9I2U8__DXC68_09590
ERR1913226.286660__1.286660	28116__A0A1Y4Q119__DXD69_10975
ERR1913226.286882__1.286882	2293125__A0A374BV30__DW917_13395
ERR1913226.286943__1.286943	1262736__R5YL64__BN496_01965
ERR1913226.287023__1.287023	301301__G2SZ82__RHOM_00970
ERR1913226.286968__1.286968	1965604__A0A1Y4EJN3__B5F54_16620
ERR1913226.287310__1.287310	820__A0A3E4HWJ4__DXD40_05945
ERR1913226.287343__1.287343	165179__D1PGU8__PREVCOP_06463
ERR1913226.287507__1.287507	1262988__R7N4G5__BN816_01692
ERR1913226.288259__1.288259	1262777__R5VJS3__BN512_00127
ERR1913226.288360__1.288360	820__A0A374QGD2__ERS852421_02382
ERR1913226.288627__1.288627	246787__A0A0P0GIS1__BcellWH2_02680
ERR1913226.288782__1.288782	1262911__R6GN99__BN557_01784
ERR1913226.288911__1.288911	1262777__R5W5N8__BN512_01774
ERR1913226.289132__1.289132	820__A0A374Q8T2__DXB64_16190
ERR1913226.289151__1.289151	2293125__A0A374CFW0__DW917_03450
ERR1913226.289466__1.289466	820__A0A3E4PYB0__yejM
ERR1913226.289606__1.289606	1735__B7CEC3__EUBIFOR_02567
ERR1913226.289731__1.289731	39485__A0A1Q6PGI7__pehX_3
ERR1913226.289665__1.289665	821__A0A0P0LH09__ERS852457_03390
ERR1913226.289837__1.289837	2293125__A0A374CCM7__DW917_05375
ERR1913226.290165__1.290165	165179__A0A3E5AER8__DXB80_07075
ERR1913226.290284__1.290284	1262761__R6QW14__BN606_00877
ERR1913226.290290__1.290290	1262911__R6GMZ7__BN557_01741
ERR1913226.290394__1.290394	820__A0A3E4FZM1__adaA_2
ERR1913226.290358__1.290358	1262761__R6QN56__BN606_00886
ERR1913226.290512__1.290512	239935__A0A139TT05__CXU09_03335
ERR1913226.290616__1.290616	562__A0A376L0A6__CQA14_19985
ERR1913226.290848__1.290848	28116__A7M344__BACOV975_04644
ERR1913226.290857__1.290857	2293125__A0A374BSW4__DW917_13420
ERR1913226.290791__1.290791	1160721__W0U3J7__RBI_I00948
ERR1913226.290967__1.290967	2293125__A0A374BUM7__DW917_12980
ERR1913226.291027__1.291027	1262761__R6RML5__BN606_00248
ERR1913226.291071__1.291071	1160721__R6U304__BHW50_05725
ERR1913226.291321__1.291321	39485__C4Z434__tilS
ERR1913226.291443__1.291443	2293125__A0A374CII0__DW917_03470
ERR1913226.291871__1.291871	1262761__R6R5E1__BN606_01164
ERR1913226.292086__1.292086	1262761__R6QJJ2__BN606_00358
ERR1913226.292115__1.292115	1262911__R6H1A6__BN557_01286
ERR1913226.292152__1.292152	1160721__W0U5X6__RBI_I01796
ERR1913226.292235__1.292235	1262911__R6GT12__BN557_01070
ERR1913226.292409__1.292409	820__A0A3E4VZT7__DXB48_16145
ERR1913226.292481__1.292481	2293125__A0A374BSW4__DW917_13420
ERR1913226.292523__1.292523	165179__D1PHC0__PREVCOP_06640
ERR1913226.292897__1.292897	853__A0A2A7A4A9__C4N21_14870
ERR1913226.293331__1.293331	820__A0A3E4PYB0__yejM
ERR1913226.293604__1.293604	40518__R5DUU2__yvhJ_2
ERR1913226.293718__1.293718	1501392__A0A0B2JKA5__PU94_00340
ERR1913226.293753__1.293753	2293125__A0A374CII0__DW917_03470
ERR1913226.293794__1.293794	1263000__R5EXT3__BN466_02213
ERR1913226.293886__1.293886	1262777__R5VLR4__BN512_00267
ERR1913226.294022__1.294022	487174__K0X694__DIT83_09060
ERR1913226.294417__1.294417	39492__D4JVZ6__truB
ERR1913226.294450__1.294450	39491__D4JMW8__ERS852497_01971
ERR1913226.294655__1.294655	387090__S0FDJ4__BACCOPRO_03775
ERR1913226.294642__1.294642	820__A0A3E5E9Y8__DXD90_09110
ERR1913226.294764__1.294764	853__A0A173T6P2__DWZ46_14595
ERR1913226.295155__1.295155	410072__C0B8M3__ERS852574_02182
ERR1913226.295163__1.295163	74426__pdxS
ERR1913226.295499__1.295499	39485__A0A174YMC1__recN
ERR1913226.295549__1.295549	39485__C4Z390__EUBELI_01689
ERR1913226.295773__1.295773	1150298__A0A174MDL5__ERS852406_00648
ERR1913226.295828__1.295828	1262942__R7QW43__BN520_01080
ERR1913226.295957__1.295957	1262761__R6RP99__BN606_00488
ERR1913226.296064__1.296064	820__A0A174EV88__HMPREF1072_01427
ERR1913226.296088__1.296088	39485__A0A174YMC1__recN
ERR1913226.296133__1.296133	28118__R6F5X8__DF785_07935
ERR1913226.296184__1.296184	28116__A0A1Y4VU28__SAMN05444282_1227
ERR1913226.296228__1.296228	39491__A0A396FM36__DXB99_00820
ERR1913226.296244__1.296244	2293125__A0A374BQ34__DW917_14250
ERR1913226.296607__1.296607	1501391__GCA_000786575.1_00036
ERR1913226.296840__1.296840	820__A0A173WZS4__DXD90_10250
ERR1913226.296884__1.296884	820__A0A139K1Y6__DXB48_02610
ERR1913226.297071__1.297071	165179__D1PC26__PREVCOP_04756
ERR1913226.297154__1.297154	46228__V8BY98__RUMLAC_00452
ERR1913226.297532__1.297532	410072__C0B733__ERS852525_00482
ERR1913226.297678__1.297678	820__A0A1Q6IDS8__chtA
ERR1913226.297691__1.297691	384638__B7AT14__BACPEC_01282
ERR1913226.297804__1.297804	28116__A0A139LKF7__DXA80_16100
ERR1913226.297893__1.297893	88431__A0A174IEH2__DXB16_05910
ERR1913226.297896__1.297896	1262988__R7N524__BN816_01860
ERR1913226.298272__1.298272	1262889__R7HEG5__BN634_01757
ERR1913226.298467__1.298467	2293125__A0A374CLA5__DW917_01130
ERR1913226.298537__1.298537	1501391__GCA_000786575.1_00129
ERR1913226.298732__1.298732	1262761__R6R5E1__BN606_01164
ERR1913226.298845__1.298845	820__A7V8C2__ERS852554_01338
ERR1913226.298854__1.298854	40520__A5ZRI6__DXC87_12175
ERR1913226.298951__1.298951	820__A0A139K2N9__DXB62_12420
ERR1913226.299088__1.299088	239935__A0A2N8I6R6__CXU04_04335
ERR1913226.299136__1.299136	39485__A0A174YZZ2__ERS852492_00215
ERR1913226.299192__1.299192	2293125__A0A374CII0__DW917_03470
ERR1913226.299464__1.299464	39491__A0A395V6A3__DXB69_00505
ERR1913226.299552__1.299552	1262761__R6R763__BN606_01311
ERR1913226.299650__1.299650	820__A0A139JRH8__HMPREF2141_04326
ERR1913226.299715__1.299715	46228__V8BL81__DXD17_11825
ERR1913226.299807__1.299807	1501391__GCA_000786575.1_00152
ERR1913226.299815__1.299815	2293125__A0A374BUM7__DW917_12980
ERR1913226.299841__1.299841	853__A0A2A7B9I6__DW855_13690
ERR1913226.299932__1.299932	39485__C4Z6J9__ERS852492_02049
ERR1913226.299894__1.299894	1262889__R7H889__BN634_02048
ERR1913226.300470__1.300470	1501391__GCA_000786575.1_00149
ERR1913226.300992__1.300992	1262761__R6R3W1__BN606_01849
ERR1913226.300962__1.300962	47678__R5V127__HMPREF1061_04334
ERR1913226.301103__1.301103	2293125__A0A374BZ50__DW917_11090
ERR1913226.301129__1.301129	166486__A0A173VSP1__ERS852572_03465
ERR1913226.301326__1.301326	1160721__W0U560__RBI_I01229
ERR1913226.301446__1.301446	1262761__R6R4K8__BN606_01919
ERR1913226.301753__1.301753	823__A6L9D3__ERS852560_03374
ERR1913226.302276__1.302276	487174__K0X2A4__DDY40_04095
ERR1913226.302417__1.302417	853__A0A2A7B1Y7__C7K05_11930
ERR1913226.302489__1.302489	820__A0A3E4VZY4__ERS852554_01211
ERR1913226.302508__1.302508	1262761__R6R4K8__BN606_01919
ERR1913226.302554__1.302554	820__A0A374QGD2__ERS852421_02382
ERR1913226.302798__1.302798	1501391__GCA_000786575.1_00002
ERR1913226.302833__1.302833	1262889__R7HC51__BN634_01378
ERR1913226.303183__1.303183	328813__A0A1Y3QRL5__B5G41_11625
ERR1913226.303261__1.303261	47678__R5U332__C5Z00_16810
ERR1913226.303275__1.303275	2293125__A0A374BSW4__DW917_13420
ERR1913226.303567__1.303567	2293125__A0A374CII0__DW917_03470
ERR1913226.303713__1.303713	2293125__A0A374CFZ2__DW917_03445
ERR1913226.304181__1.304181	1262942__R7QUX7__BN520_00660
ERR1913226.304227__1.304227	218538__C9LNQ3__GCWU000321_01176
ERR1913226.304385__1.304385	853__A0A2A7B9I6__DW855_13690
ERR1913226.304433__1.304433	1262761__R6RU22__BN606_01110
ERR1913226.304518__1.304518	2293125__A0A374CII6__DW917_03460
ERR1913226.304527__1.304527	165179__A0A3E5A5E5__DXC61_13965
ERR1913226.304599__1.304599	1263107__GCA_000436995.1_00058
ERR1913226.305227__1.305227	33043__A0A173WWJ5__ERS852386_00339
ERR1913226.305235__1.305235	1262761__R6QJJ2__BN606_00358
ERR1913226.305354__1.305354	28116__E5CHV5__B5F02_08530
ERR1913226.305326__1.305326	357276__I9QBT7__BSEG_03340
ERR1913226.305477__1.305477	28116__A0A1Y4Q114__DXF98_00470
ERR1913226.305614__1.305614	823__A0A173RD26__B5F32_03910
ERR1913226.305647__1.305647	817__K1FT28__M124_1346
ERR1913226.305830__1.305830	1262911__R6GR13__BN557_00618
ERR1913226.305833__1.305833	384638__B7AUF7__BACPEC_02355
ERR1913226.305854__1.305854	218538__C9LL79__GCWU000321_00015
ERR1913226.305942__1.305942	1235790__S0J8L6__C805_00148
ERR1913226.306093__1.306093	820__A0A3E4FZM1__adaA_2
ERR1913226.306111__1.306111	1262942__R7R0D0__BN520_02420
ERR1913226.306262__1.306262	820__A0A3E4WA06__ERS852554_03404
ERR1913226.306385__1.306385	820__A0A174CG08__DXB62_13215
ERR1913226.306467__1.306467	820__A0A139KHX1__HMPREF2141_00289
ERR1913226.306703__1.306703	28118__F9Z4U0__B5F99_17595
ERR1913226.306741__1.306741	418240__C6JFI7__ERS852523_01130
ERR1913226.306894__1.306894	33043__D5HGR0__rpfC_2
ERR1913226.307081__1.307081	39485__C4Z6R3__mcp2_1
ERR1913226.307204__1.307204	2293125__A0A374CJ13__DW917_03145
ERR1913226.307348__1.307348	394340__tsf
ERR1913226.307447__1.307447	2293125__A0A374C4J1__DW917_09855
ERR1913226.307409__1.307409	745368__A0A1T4Y963__SAMN02745178_02859
ERR1913226.307719__1.307719	1147152__GeneID:14181982
ERR1913226.308248__1.308248	820__A0A139JUD3__DXC91_19380
ERR1913226.308295__1.308295	40520__A0A395ZVL9__DXD81_13855
ERR1913226.308302__1.308302	820__A7V8C2__ERS852554_01338
ERR1913226.308499__1.308499	28116__A0A1Y4PWN5__M088_3731
ERR1913226.308543__1.308543	47678__R5UV30__C5Z00_12615
ERR1913226.308718__1.308718	1262761__R6QZS1__BN606_01236
ERR1913226.308749__1.308749	1262911__R6GI18__BN557_01377
ERR1913226.308873__1.308873	1628085__A0A1C6CK16__C7386_11434
ERR1913226.308837__1.308837	2293125__A0A374BSW4__DW917_13420
ERR1913226.309209__1.309209	820__A7V8C2__ERS852554_01338
ERR1913226.309220__1.309220	1262988__R7N598__BN816_01951
ERR1913226.309635__1.309635	487174__R5EP60__DIT83_09045
ERR1913226.309999__1.309999	218538__C9LNQ3__GCWU000321_01176
ERR1913226.310254__1.310254	29361__B6FKH5__CLONEX_00621
ERR1913226.310340__1.310340	2293125__A0A374BIB7__DW917_16550
ERR1913226.310630__1.310630	172901__A0A2U1AVD7__C8D82_11740
ERR1913226.310843__1.310843	28116__A7LXT4__DXF98_03755
ERR1913226.310935__1.310935	820__A0A174M9V5__M093_0237
ERR1913226.311232__1.311232	853__A0A2A7A4A9__C4N21_14870
ERR1913226.311249__1.311249	2293125__A0A374C4I0__DW917_08630
ERR1913226.311498__1.311498	2293125__A0A374BSW4__DW917_13420
ERR1913226.311470__1.311470	39492__D4JV86__spoIIE
ERR1913226.311483__1.311483	1160721__W0U3K4__RBI_I00339
ERR1913226.311703__1.311703	820__A0A174F696__macB_13
ERR1913226.311832__1.311832	46228__V8BSH8__HMPREF1202_02173
ERR1913226.312085__1.312085	1262761__R6RB66__BN606_01964
ERR1913226.312211__1.312211	1262944__R7IVA1__BN596_00337
ERR1913226.312230__1.312230	40520__A0A3E5A422__RUMOBE_00654
ERR1913226.312164__1.312164	40520__R7DD01__ERS852533_01371
ERR1913226.312326__1.312326	817__A0A0I9S4K8__AC141_04970
ERR1913226.312335__1.312335	2293125__A0A374BZ50__DW917_11090
ERR1913226.312387__1.312387	418240__C6JGG3__ERS852523_00073
ERR1913226.312397__1.312397	820__A0A3E4PYB0__yejM
ERR1913226.312844__1.312844	39485__A0A174ZPH7__ERS852490_01992
ERR1913226.313330__1.313330	853__A0A173T6P2__DWZ46_14595
ERR1913226.313560__1.313560	165179__A0A229I7F5__DXB80_02650
ERR1913226.314023__1.314023	820__A0A139KIL9__DXC68_05945
ERR1913226.314232__1.314232	88431__A0A174RFW8__ERS852526_02076
ERR1913226.314403__1.314403	1501391__GCA_000786575.1_00036
ERR1913226.314946__1.314946	1262942__R7QUX7__BN520_00660
ERR1913226.315244__1.315244	1897011__A0A1Q6RGA3__BHW41_02665
ERR1913226.315392__1.315392	820__A0A139JV05__B5G17_18125
ERR1913226.315631__1.315631	1262761__R6RUC6__BN606_00092
ERR1913226.315724__1.315724	165179__D1PGU8__PREVCOP_06463
ERR1913226.315892__1.315892	39491__C4Z8Y4__ERS852417_00909
ERR1913226.316022__1.316022	1501391__GCA_000786575.1_00078
ERR1913226.316180__1.316180	1501391__GCA_000786575.1_00063
ERR1913226.316293__1.316293	1262942__R7QYF2__BN520_00014
ERR1913226.316321__1.316321	853__A0A2A7ATM9__DWZ89_13645
ERR1913226.316380__1.316380	1150298__A0A174QNY9__ERS852498_01028
ERR1913226.316442__1.316442	28116__A0A1Y4Q114__DXF98_00470
ERR1913226.316637__1.316637	1262777__R5VSE0__BN512_00126
ERR1913226.316956__1.316956	1501391__GCA_000786575.1_00071
ERR1913226.316970__1.316970	820__A0A139KHX1__HMPREF2141_00289
ERR1913226.317481__1.317481	2293125__A0A374CII0__DW917_03470
ERR1913226.317630__1.317630	2293125__A0A374BSW4__DW917_13420
ERR1913226.317749__1.317749	821__A0A174K302__CUU_3129
ERR1913226.317752__1.317752	821__A0A3E4HP25__SAMN04487923_102450
ERR1913226.317812__1.317812	301301__A0A174EZ95__graS_1
ERR1913226.317931__1.317931	2293125__A0A374CII0__DW917_03470
ERR1913226.318062__1.318062	1150298__A0A174SZP5__ERS852535_02327
ERR1913226.318236__1.318236	820__A7V092__hldE
ERR1913226.318269__1.318269	2293125__A0A374C7Q4__DW917_07745
ERR1913226.318431__1.318431	165179__D1PCL6__DXB80_13435
ERR1913226.318685__1.318685	544645__A0A1U7L9B0__DXC42_03910
ERR1913226.318615__1.318615	36343__GeneID:1261150
ERR1913226.318898__1.318898	1235835__R9LCU2__C814_02677
ERR1913226.319015__1.319015	1262761__R6RUQ5__BN606_01129
ERR1913226.318944__1.318944	1262911__R6H212__BN557_01031
ERR1913226.319122__1.319122	2293125__A0A374C7Q7__DW917_07770
ERR1913226.319105__1.319105	33043__A0A173ZL29__ERS852386_01345
ERR1913226.319458__1.319458	820__A0A173YYG4__evgS_3
ERR1913226.319402__1.319402	39485__A0A175A273__plsX_2
ERR1913226.319546__1.319546	165179__A0A229I9X5__CFT61_01205
ERR1913226.319565__1.319565	165179__A0A3E5DX15__DXC61_00345
ERR1913226.319759__1.319759	820__A7V8C2__ERS852554_01338
ERR1913226.319762__1.319762	2293125__A0A374CIX5__DW917_01125
ERR1913226.319866__1.319866	820__A0A1Y3V743__M093_0235
ERR1913226.319946__1.319946	39491__A0A395UZ82__EUR_31520
ERR1913226.320097__1.320097	1262988__R7N4U5__BN816_00495
ERR1913226.320201__1.320201	820__A0A396EUU8__luxQ_3
ERR1913226.320398__1.320398	246787__I8V2S2__BACCELL_02524
ERR1913226.320533__1.320533	2293125__A0A374BVX3__DW917_12740
ERR1913226.320618__1.320618	360807__C0FSM3__ROSEINA2194_01739
ERR1913226.320706__1.320706	820__A0A139JRS5__HMPREF1073_04025
ERR1913226.320696__1.320696	2293125__A0A374CFU2__DW917_03475
ERR1913226.320758__1.320758	1262911__R6H072__BN557_00615
ERR1913226.320951__1.320951	418240__C6JDJ1__ERS852478_02876
ERR1913226.321103__1.321103	1262739__R6NDL2__BN659_01792
ERR1913226.321207__1.321207	1160721__W0U811__RBI_II00162
ERR1913226.321269__1.321269	2293125__A0A374CCM7__DW917_05375
ERR1913226.321281__1.321281	820__A0A3E4IGB2__HMPREF1073_03893
ERR1913226.321365__1.321365	1262988__R7N7X7__BN816_00195
ERR1913226.321504__1.321504	1262736__R5Z1M1__BN496_00653
ERR1913226.321513__1.321513	2293125__A0A374CFU2__DW917_03475
ERR1913226.321900__1.321900	2293125__A0A374CIC9__DW917_02045
ERR1913226.322042__1.322042	2293125__A0A374BN09__DW917_16245
ERR1913226.322254__1.322254	1262889__R7HCM3__BN634_01536
