ERR1913286.212__1.212	33043__A0A173WWJ5__ERS852386_00339
ERR1913286.189952__1.189952	360807__C0G081__ERS852444_03377
ERR1913286.190008__1.190008	28052__A0A174MSU9__ERS852499_02010
ERR1913286.190039__1.190039	239935__A0A2N8HZW2__A4V05_11120
ERR1913286.190131__1.190131	165179__A0A3E5DWJ4__PREVCOP_06538
ERR1913286.190201__1.190201	853__A0A173YYY4__DWZ04_09420
ERR1913286.190417__1.190417	165179__A0A3E5E2S3__DXB80_03455
ERR1913286.190419__1.190419	649756__L1Q497__ERS852571_03051
ERR1913286.190502__1.190502	39491__A0A396FNY7__LD38_16155
ERR1913286.190560__1.190560	1262911__R6HN81__BN557_00921
ERR1913286.190622__1.190622	165179__D1PAN5__PREVCOP_04260
ERR1913286.190658__1.190658	165179__R6CNX7__DXB80_02200
ERR1913286.191129__1.191129	360807__C0FPW0__ROSEINA2194_00763
ERR1913286.191385__1.191385	239935__A0A2N8I9N0__CXT97_09915
ERR1913286.191467__1.191467	28052__A0A174GFL5__ERS852451_00478
ERR1913286.191512__1.191512	33043__A0A174B7D6__ERS852400_01331
ERR1913286.191642__1.191642	28052__A0A174MGP2__lyc_2
ERR1913286.191670__1.191670	28117__B0MXG7__BHV66_08620
ERR1913286.191737__1.191737	1262803__R6P1C2__BN649_00451
ERR1913286.191849__1.191849	39491__C4ZAT2__ERE_28440
ERR1913286.191890__1.191890	853__A0A2A7ATM9__DWZ89_13645
ERR1913286.191929__1.191929	165179__A0A3E5AI09__DXC61_05815
ERR1913286.191910__1.191910	165179__D1PE06__DXC61_05975
ERR1913286.192225__1.192225	853__A0A2A7A4A9__C4N21_14870
ERR1913286.192305__1.192305	39485__C4Z5L9__ERS852490_00668
ERR1913286.192352__1.192352	40520__A0A174M3Q7__DXD81_08640
ERR1913286.192428__1.192428	39491__C4Z9K7__EUBREC_0050
ERR1913286.192621__1.192621	1262911__R6H1B2__BN557_00840
ERR1913286.192607__1.192607	1160721__R6TGH1__BHW50_05060
ERR1913286.192812__1.192812	165179__A0A3E5EAM8__PREVCOP_03872
ERR1913286.192949__1.192949	165179__A0A3E4SB80__DXC61_12880
ERR1913286.193128__1.193128	147206__GCF_000156215.1_00450
ERR1913286.193267__1.193267	33043__D5HHY4__luxQ_1
ERR1913286.193412__1.193412	187979__A0A173XSR0__ERS852385_00724
ERR1913286.193437__1.193437	165179__A0A3E5E7A6__PREVCOP_04277
ERR1913286.193514__1.193514	165179__A0A3E5DY64__CFT61_10025
ERR1913286.193738__1.193738	360807__C0FMY6__ROSEINA2194_00074
ERR1913286.194000__1.194000	745368__A0A1T4W6M6__SAMN02745178_00035
ERR1913286.194147__1.194147	165179__D1PHM6__DXC61_06700
ERR1913286.194172__1.194172	39492__D4JVT0__EUBSIR_00059
ERR1913286.194179__1.194179	165179__A0A3E4SB95__DXC61_13455
ERR1913286.194505__1.194505	39491__A0A396FFW0__ERE_10580
ERR1913286.194666__1.194666	165179__A0A3E5EAM8__PREVCOP_03872
ERR1913286.194669__1.194669	39492__D4MIY5__EUBSIR_00233
ERR1913286.194631__1.194631	33043__D5HDL8__ERS852575_02529
ERR1913286.194637__1.194637	33043__A0A173WU55__ganB_2
ERR1913286.194812__1.194812	40518__R5DU92__DXD93_03170
ERR1913286.194816__1.194816	239935__A0A2N8HBM4__CXT85_06270
ERR1913286.194870__1.194870	40518__R5E1X3__clcA
ERR1913286.194882__1.194882	239935__A0A2N8IKW7__pstA
ERR1913286.195230__1.195230	820__A0A396EUU8__luxQ_3
ERR1913286.195280__1.195280	371601__D6CXU6__CW3_4709
ERR1913286.195350__1.195350	853__A0A173T751__C4N24_10280
ERR1913286.195373__1.195373	165179__D1PFV4__PREVCOP_06112
ERR1913286.195383__1.195383	39485__C4Z5L8__ERS852490_00665
ERR1913286.195510__1.195510	28052__A0A174P635__ERS852499_02418
ERR1913286.195608__1.195608	28117__B0MY40__BHV66_05170
ERR1913286.195797__1.195797	40518__R5DS68__hcpC
ERR1913286.196012__1.196012	165179__A0A3E4SEG4__DXC61_11235
ERR1913286.196087__1.196087	165179__A0A3E5EBQ2__DXC61_01930
ERR1913286.196088__1.196088	360807__C0G081__ERS852444_03377
ERR1913286.196217__1.196217	28117__B0MWC6__BHV66_00965
ERR1913286.196245__1.196245	165179__D1PGJ6__DXC61_07300
ERR1913286.196268__1.196268	165179__R6C330__DXC61_04975
ERR1913286.196418__1.196418	165179__R6C330__DXC61_04975
ERR1913286.196531__1.196531	853__A0A173TAZ8__DWZ46_14590
ERR1913286.196449__1.196449	1263000__R5EDV4__BN466_01097
ERR1913286.196452__1.196452	239935__A0A139TPD8__CXU12_11015
ERR1913286.196632__1.196632	28052__A0A174I0A5__ERS852499_00618
ERR1913286.196938__1.196938	165179__A0A174UTZ7__DXC61_06705
ERR1913286.197039__1.197039	165179__A0A3E5EAI4__DXC61_10445
ERR1913286.197058__1.197058	39492__B0MM84__lgt
ERR1913286.197153__1.197153	328814__GCA_004558275.1_01004
ERR1913286.197094__1.197094	165179__A0A3E5E2S3__DXB80_03455
ERR1913286.197449__1.197449	626929__F3PKG7__SAMN05444376_0720
ERR1913286.197535__1.197535	40518__R5DS38__RBL236_00785
ERR1913286.197724__1.197724	28052__A0A174HXN2__ERS852499_00609
ERR1913286.197765__1.197765	823__A0A174UI22__CF162_13840
ERR1913286.197783__1.197783	410072__A0A174M202__COPCOM_00641
ERR1913286.197750__1.197750	28117__B0MWP2__ALIPUT_01468
ERR1913286.197805__1.197805	46228__V8CDQ4__RUMLAC_02769
ERR1913286.197899__1.197899	39492__D4MMZ8__ERS852540_01407
ERR1913286.198085__1.198085	360807__C0FMY6__ROSEINA2194_00074
ERR1913286.198190__1.198190	1262911__R6H2J2__BN557_01228
ERR1913286.198406__1.198406	33043__A0A173WU55__ganB_2
ERR1913286.198601__1.198601	39491__D4JM76__DXC13_02150
ERR1913286.198620__1.198620	33043__A0A173WPI1__ERS852400_02100
ERR1913286.198674__1.198674	394340__typA
ERR1913286.198690__1.198690	165179__A0A174WRI9__DXB80_04870
ERR1913286.198734__1.198734	239935__A0A2N8IRL2__CXU06_01170
ERR1913286.198756__1.198756	28118__R6FCJ1__mro_4
ERR1913286.198808__1.198808	239935__A0A2N8ILG3__CXT93_10135
ERR1913286.198960__1.198960	39491__C4ZC33__DXC13_11585
ERR1913286.199041__1.199041	165179__A0A229I7F5__DXB80_02650
ERR1913286.199136__1.199136	165179__A0A174K816__DXB80_12000
ERR1913286.199141__1.199141	360807__C0FVL1__ERS852392_00394
ERR1913286.199266__1.199266	165179__A0A174SR12__DXB80_04410
ERR1913286.199284__1.199284	39491__D4JMW8__ERS852497_01971
ERR1913286.199659__1.199659	649756__A0A173QW26__ERS852571_00238
ERR1913286.199701__1.199701	239935__A0A2N8INZ4__CXU08_03560
ERR1913286.199724__1.199724	39491__A0A396FE96__EUR_00280
ERR1913286.199732__1.199732	39488__R6GBC5__DXD91_06450
ERR1913286.199842__1.199842	165179__D1PCT4__DXB80_09470
ERR1913286.199843__1.199843	165179__D1PDG7__DXB80_11180
ERR1913286.200004__1.200004	33043__A0A374K1H3__ykoD_2
ERR1913286.200162__1.200162	239935__A0A2N8IEP3__CXT84_03735
ERR1913286.200293__1.200293	165179__D1P9T6__PREVCOP_04016
ERR1913286.200321__1.200321	1262736__R5Y4Y4__BN496_00383
ERR1913286.200375__1.200375	165179__D1PHV2__PREVCOP_06822
ERR1913286.200409__1.200409	165179__D1PGD2__DXC61_10875
ERR1913286.200443__1.200443	394340__nrdD
ERR1913286.200455__1.200455	310298__B3JEV4__BACCOP_00398
ERR1913286.200478__1.200478	1262736__R5YZ74__BN496_01798
ERR1913286.200610__1.200610	1262911__R6GSH0__BN557_00934
ERR1913286.200817__1.200817	100884__E7GFK8__HMPREF9488_03551
ERR1913286.200962__1.200962	28117__B0MUX7__ALIPUT_00918
ERR1913286.201104__1.201104	33043__A0A173YLD4__ERS852575_00535
ERR1913286.201251__1.201251	820__A7V049__DXB48_04755
ERR1913286.201412__1.201412	1262924__R7HQB3__BN585_00435
ERR1913286.201505__1.201505	39491__C4Z9Y3__ERS852417_01808
ERR1913286.201885__1.201885	39491__A0A395ZBQ4__cph2_2
ERR1913286.202069__1.202069	165179__A0A229I7F5__DXB80_02650
ERR1913286.202139__1.202139	1628085__A0A1C6CQE7__C7386_12126
ERR1913286.202232__1.202232	853__A0A173YYY4__DWZ04_09420
ERR1913286.202264__1.202264	39491__A0A395V0H3__ERS852417_01192
ERR1913286.202315__1.202315	39491__A0A395V464__EUBREC_1509
ERR1913286.202333__1.202333	165179__A0A3E5E2B6__DXB80_02820
ERR1913286.202472__1.202472	39491__D6E2U1__EUBREC_3278
ERR1913286.202571__1.202571	214856__A0A174G9T6__ERS852447_02535
ERR1913286.202739__1.202739	239935__A0A2N8IMD6__CXU03_05585
ERR1913286.202746__1.202746	165179__A0A174UTZ7__DXC61_06705
ERR1913286.203016__1.203016	853__A0A173TAZ8__DWZ46_14590
ERR1913286.203083__1.203083	40518__R5DZB3__RB5AMG_01719
ERR1913286.203126__1.203126	1262924__R7HM98__BN585_01697
ERR1913286.203183__1.203183	39492__D4JRP0__yetF
ERR1913286.203195__1.203195	39491__A0A396FMF1__EUR_28700
ERR1913286.203309__1.203309	1262803__R6PR80__BN649_00467
ERR1913286.203344__1.203344	39491__A0A396FF66__DXD95_01810
ERR1913286.203345__1.203345	165179__A0A174IPI3__CFT61_10940
ERR1913286.203386__1.203386	47678__R5U6J0__ERS852558_00310
ERR1913286.203404__1.203404	1262803__R6NM49__BN649_00472
ERR1913286.203641__1.203641	357276__I8WAB8__B5F00_08100
ERR1913286.203657__1.203657	39492__D4JQY4__EUBSIR_01325
ERR1913286.203903__1.203903	821__I9R3W6__DXC16_12455
ERR1913286.203961__1.203961	1603888__A0A133SJQ2__HMPREF3201_00575
ERR1913286.203971__1.203971	2293125__A0A374CA90__DW917_07695
ERR1913286.204019__1.204019	39491__A0A3E4E7C5__DXB69_03255
ERR1913286.204066__1.204066	187327__G4Q682__Acin_1672
ERR1913286.204070__1.204070	357276__I8WAB8__B5F00_08100
ERR1913286.204164__1.204164	301302__A0A0M6WIX9__ERS852420_01972
ERR1913286.204252__1.204252	1262889__R7HDN9__BN634_01543
ERR1913286.204322__1.204322	39491__A0A395ZDC6__addB
ERR1913286.204347__1.204347	165179__A0A3E5A554__DXB80_13805
ERR1913286.204426__1.204426	28132__D9RV83__HMPREF0660_00835
ERR1913286.204435__1.204435	165179__A0A3E5E189__PREVCOP_06699
ERR1913286.204503__1.204503	853__A0A3E2W3R8__FAEPRAM212_00849
ERR1913286.204606__1.204606	1150298__A0A174SLE6__mlc_1
ERR1913286.204751__1.204751	239935__A0A2N8I3G2__CXT89_00720
ERR1913286.205037__1.205037	2293125__A0A374CA90__DW917_07695
ERR1913286.205118__1.205118	39491__A0A395V1Y4__DXB99_08035
ERR1913286.205208__1.205208	1262743__R5C9H2__BN727_02240
ERR1913286.205257__1.205257	1262803__R6NQK5__BN649_01826
ERR1913286.205258__1.205258	1262743__R5C5Y3__BN727_01337
ERR1913286.205236__1.205236	165179__A0A3E5EDP4__DXB80_05800
ERR1913286.205318__1.205318	33043__D5HGZ8__nnr
ERR1913286.205446__1.205446	165179__A0A3E5DX33__PREVCOP_05190
ERR1913286.205609__1.205609	301302__R5VFU2__xynA1
ERR1913286.206245__1.206245	165179__A0A174MTF2__DXC61_13200
ERR1913286.206435__1.206435	1262803__R6PRI7__BN649_00531
ERR1913286.206474__1.206474	328814__GCA_004558275.1_00007
ERR1913286.206568__1.206568	165179__A0A229I1J2__DXB80_03950
ERR1913286.206658__1.206658	301302__A0A173UN64__manA_2
ERR1913286.206699__1.206699	40518__R5DP61__DXD86_06345
ERR1913286.206954__1.206954	360807__C0FPW0__ROSEINA2194_00763
ERR1913286.206956__1.206956	33043__A0A174AEP1__apr
ERR1913286.207254__1.207254	301302__R5UTE0__ERS852420_02625
ERR1913286.207299__1.207299	165179__D1PAR0__DXB80_01190
ERR1913286.207336__1.207336	165179__A0A3E5DY64__CFT61_10025
ERR1913286.207507__1.207507	165179__A0A174W369__PREVCOP_04548
ERR1913286.207527__1.207527	239935__B2UL21__CXT98_03395
ERR1913286.207670__1.207670	187979__A0A173Y1G6__ERS852385_00801
ERR1913286.207799__1.207799	165179__D1PAJ7__PREVCOP_04222
ERR1913286.207815__1.207815	357276__A0A076IYE6__IY41_04275
ERR1913286.207903__1.207903	165179__A0A3E4SDC8__PREVCOP_05706
ERR1913286.207932__1.207932	40518__R5DM08__DXD83_06415
ERR1913286.208018__1.208018	360807__A0A1Q6T5F3__ERS852392_00510
ERR1913286.208062__1.208062	823__C7XA51__BDI_0499
ERR1913286.208248__1.208248	165179__R6CNX7__DXB80_02200
ERR1913286.208417__1.208417	301302__R5ULQ3__ERS852420_02626
ERR1913286.208555__1.208555	360807__A0A173V2S2__phoR_7
ERR1913286.208645__1.208645	33043__A0A174DSP1__essC_2
ERR1913286.208864__1.208864	239935__A0A2N8IVR0__CXT87_07115
ERR1913286.208983__1.208983	301302__A0A0M6WIX9__ERS852420_01972
ERR1913286.209124__1.209124	33043__A0A174B7D6__ERS852400_01331
ERR1913286.209296__1.209296	28118__R6FA80__DHW44_06470
ERR1913286.209307__1.209307	33043__A0A173YQY3__ERS852445_01438
ERR1913286.209444__1.209444	239935__R6K0V8__CXT94_02055
ERR1913286.209494__1.209494	39492__B0MNL5__phoR_1
ERR1913286.209575__1.209575	40518__R5DX17__DXD86_01230
ERR1913286.209951__1.209951	28052__A0A174YME0__acm_2
ERR1913286.210200__1.210200	165179__A0A3E5EB26__CFT61_02800
ERR1913286.210638__1.210638	39491__R6TQ09__DXC13_03010
ERR1913286.210654__1.210654	33043__A0A173YLD4__ERS852575_00535
ERR1913286.210659__1.210659	165179__A0A3E4SJT2__PREVCOP_04897
ERR1913286.210665__1.210665	818__Q89ZX6__ERS852511_03600
ERR1913286.210701__1.210701	39491__A0A395UZ82__EUR_31520
ERR1913286.210709__1.210709	39491__C4Z9Y3__ERS852417_01808
ERR1913286.210710__1.210710	165179__D1PCT4__DXB80_09470
ERR1913286.210724__1.210724	165179__A0A3E5E9I4__DXB80_09745
ERR1913286.210784__1.210784	33043__A0A173SS22__yceG
ERR1913286.210899__1.210899	1262736__R5YMY1__BN496_00701
ERR1913286.210913__1.210913	1262803__R6NP12__BN649_01645
ERR1913286.210893__1.210893	165179__D1PAR0__DXB80_01190
ERR1913286.210931__1.210931	1262803__R6PFM6__BN649_01061
ERR1913286.210971__1.210971	28117__B0MWZ9__ALIPUT_01735
ERR1913286.211035__1.211035	165179__A0A3E5DR10__DXC61_03505
ERR1913286.211258__1.211258	853__A0A3E2V168__FAEPRAM212_00929
ERR1913286.211356__1.211356	165179__A0A3E5A5E5__DXC61_13965
ERR1913286.211420__1.211420	165179__D1PEW8__DXB80_13775
ERR1913286.211557__1.211557	165179__D1PE06__DXC61_05975
ERR1913286.211508__1.211508	357276__B6VT86__IY41_22515
ERR1913286.211584__1.211584	39492__D4JR04__phoU
ERR1913286.211854__1.211854	544644__GCA_001915615.1_02239
ERR1913286.211960__1.211960	165179__A0A3E5E7J5__DXC61_10360
ERR1913286.211961__1.211961	165179__A0A3E5E7J5__DXC61_10360
ERR1913286.211974__1.211974	165179__A0A174XZU8__DXB80_12180
ERR1913286.211985__1.211985	165179__A0A3E5EDV6__DXC61_03365
ERR1913286.212009__1.212009	33043__A0A173YLD4__ERS852575_00535
ERR1913286.212079__1.212079	28052__R7N6Q7__rafA
ERR1913286.212121__1.212121	165179__A0A229I1J2__DXB80_03950
ERR1913286.212253__1.212253	28052__R7N6Q7__rafA
ERR1913286.212473__1.212473	1628085__A0A1C5ZMG9__C7386_104116
ERR1913286.212456__1.212456	39490__U2PIQ8__ERS852448_02846
ERR1913286.212518__1.212518	165179__W1I4H6__DXB80_13655
ERR1913286.212770__1.212770	1628085__A0A1C6D825__C7386_1061
ERR1913286.212870__1.212870	39485__C4Z2X2__ERS852492_01808
ERR1913286.212919__1.212919	410072__A0A173YNZ0__ERS852481_00766
ERR1913286.213006__1.213006	239935__A0A2N8IVR0__CXT87_07115
ERR1913286.213069__1.213069	39486__G1WM36__DXD10_02135
ERR1913286.213075__1.213075	357276__B6W1Y5__IY41_11405
ERR1913286.213165__1.213165	853__A0A2A7B9I6__DW855_13690
ERR1913286.213302__1.213302	33043__A0A173YEP6__ERS852575_00888
ERR1913286.213481__1.213481	39492__D4JVT0__EUBSIR_00059
ERR1913286.213494__1.213494	1263011__R6E1I7__BN553_01465
ERR1913286.213535__1.213535	33043__D5HHY4__luxQ_1
ERR1913286.213599__1.213599	165179__A0A3E4SJT2__PREVCOP_04897
ERR1913286.213689__1.213689	33043__A0A174BPV6__ERS852445_01773
ERR1913286.213726__1.213726	1262889__R7HEB0__BN634_01682
ERR1913286.213916__1.213916	39492__D4JWY0__EUBSIR_01648
ERR1913286.214200__1.214200	165179__A0A3E5ECZ7__PREVCOP_06006
ERR1913286.214226__1.214226	47678__A5ZEX0__DW706_08045
ERR1913286.214229__1.214229	39492__D4MM10__EUBSIR_01460
ERR1913286.214235__1.214235	33043__D5HEE1__ERS852386_01671
ERR1913286.214318__1.214318	165179__A0A3E5ECZ7__PREVCOP_06006
ERR1913286.214352__1.214352	165179__A0A3E5EDS1__DXC61_03115
ERR1913286.214393__1.214393	626940__A0A3C1IMH5__HMPREF9443_00013
ERR1913286.214471__1.214471	357276__A0A076IN30__DXD47_09350
ERR1913286.214487__1.214487	165179__W1I4H6__DXB80_13655
ERR1913286.214642__1.214642	1262911__R6H1M1__BN557_00925
ERR1913286.214706__1.214706	649756__D4MZ64__ERS852425_00811
ERR1913286.214676__1.214676	626940__E8LGW7__HMPREF9443_02123
ERR1913286.214697__1.214697	820__A0A174Q0F0__DXB48_08080
ERR1913286.214844__1.214844	39491__A0A0M6WWT1__dus_2
ERR1913286.214795__1.214795	1628085__A0A2U1B8P6__C7386_11432
ERR1913286.215011__1.215011	47678__R5UAF6__ERS852494_02966
ERR1913286.215104__1.215104	165179__A0A3E4SID1__DXB80_01945
ERR1913286.215079__1.215079	165179__A0A174WRI9__DXB80_04870
ERR1913286.215029__1.215029	853__A0A173XRA8__CGS56_09290
ERR1913286.215298__1.215298	1263011__R6E1P2__BN553_01898
ERR1913286.215912__1.215912	239935__A0A2N8IMC3__CXT96_03840
ERR1913286.215920__1.215920	39488__C0EX91__DXD91_05555
ERR1913286.215976__1.215976	46503__R6Y9P8__evgS_3
ERR1913286.215943__1.215943	165179__A0A3E5EB26__CFT61_02800
ERR1913286.215998__1.215998	1628085__A0A2U1BAW1__C7386_11048
ERR1913286.216111__1.216111	165179__A0A229I4J4__proA
ERR1913286.216222__1.216222	40518__R5DZ88__DXD93_06320
ERR1913286.216276__1.216276	187979__A0A174C5D0__ERS852385_02059
ERR1913286.216492__1.216492	39491__R6UMS6__DXD13_07035
ERR1913286.216559__1.216559	360807__A0A0M6WR80__RIL183_05221
ERR1913286.216630__1.216630	165179__A0A3E5E6S6__DXB80_07575
ERR1913286.216702__1.216702	100886__A0A174GT42__ERS852383_03762
ERR1913286.216829__1.216829	1262911__R6GPM2__BN557_00937
ERR1913286.216934__1.216934	28026__A0A174ALX1__DXB66_00950
ERR1913286.217168__1.217168	33043__D5HGZ8__nnr
ERR1913286.217179__1.217179	46228__V8BSG0__RUMLAC_01955
ERR1913286.217412__1.217412	33043__A0A173YEP6__ERS852575_00888
ERR1913286.217436__1.217436	165179__A0A174IHQ2__PREVCOP_05478
ERR1913286.217346__1.217346	1680__A0A174BEE7__BSTER_1311
ERR1913286.217597__1.217597	28118__F9Z750__Odosp_3044
ERR1913286.217733__1.217733	487174__K0X694__DIT83_09060
ERR1913286.217742__1.217742	39492__D4JSS2__EUBSIR_00553
ERR1913286.217998__1.217998	165179__A0A174SA26__PREVCOP_05758
ERR1913286.218135__1.218135	572010__feoB_2
ERR1913286.218237__1.218237	39488__C0F0P7__ERS852578_02651
ERR1913286.218258__1.218258	1628085__A0A374VLK9__C7386_1227
ERR1913286.218421__1.218421	820__A7V092__hldE
ERR1913286.218340__1.218340	165179__A0A3E5EB26__CFT61_02800
ERR1913286.218526__1.218526	239935__A0A2N8I9P4__CXT85_05050
ERR1913286.218540__1.218540	1262889__R7HD81__BN634_00648
ERR1913286.218474__1.218474	821__A0A174K302__CUU_3129
ERR1913286.218490__1.218490	360807__A0A1Q6T5F1__fliF
ERR1913286.218504__1.218504	40518__R5DV58__htrA
ERR1913286.218586__1.218586	1263011__R6DSE4__BN553_00195
ERR1913286.218849__1.218849	649756__A0A173WMV6__cysG
ERR1913286.218813__1.218813	165179__A0A3E5ECZ7__PREVCOP_06006
ERR1913286.218830__1.218830	33043__A0A173YEP6__ERS852575_00888
ERR1913286.218910__1.218910	33043__A8SWZ6__ERS852386_02582
ERR1913286.219052__1.219052	165179__A0A3E5EB26__CFT61_02800
ERR1913286.219097__1.219097	1262924__R7HT26__BN585_00306
ERR1913286.219611__1.219611	40518__R5E2X9__RBATCC27255_01546
ERR1913286.219703__1.219703	165179__A0A229I6N7__DXC61_06720
ERR1913286.219668__1.219668	239935__A0A2N8HCF5__CXU15_05660
ERR1913286.219795__1.219795	39491__A0A174EQV2__DXB69_10230
ERR1913286.219881__1.219881	39491__D6DXZ8__DXB72_15035
ERR1913286.220046__1.220046	165179__A0A3E5AGH1__DXB80_05820
ERR1913286.220077__1.220077	1262803__R6NI66__BN649_01917
ERR1913286.220089__1.220089	823__A0A355XN73__DXC05_07000
ERR1913286.220155__1.220155	106588__A6P303__BACCAP_04887
ERR1913286.220235__1.220235	165179__A0A3E5E2S3__DXB80_03455
ERR1913286.220213__1.220213	33043__A0A3A6J8T3__yvhJ
ERR1913286.220326__1.220326	1262743__R5C8H2__BN727_00054
ERR1913286.220528__1.220528	165179__D1PCL6__DXB80_13435
ERR1913286.220647__1.220647	100886__A0A174K9V8__CATMIT_02543
ERR1913286.220712__1.220712	165179__A0A174SA26__PREVCOP_05758
ERR1913286.220788__1.220788	360807__C0FUN2__ERS852444_01353
ERR1913286.220933__1.220933	1262889__R7HEB0__BN634_01682
ERR1913286.221041__1.221041	165179__D1PCY7__DXB80_02765
ERR1913286.221127__1.221127	165179__D1PES9__DXB80_11585
ERR1913286.221317__1.221317	39491__A0A396FNY7__LD38_16155
ERR1913286.221389__1.221389	328814__GCA_004558275.1_01977
ERR1913286.221485__1.221485	1262803__R6PRF7__BN649_00517
ERR1913286.221504__1.221504	1150298__A0A174RJ10__ERS852535_00223
ERR1913286.221724__1.221724	165179__A0A3E5AFJ9__CFT61_15180
ERR1913286.222143__1.222143	39492__D4JUP6__ERS852540_01404
ERR1913286.222165__1.222165	39491__A0A396FUZ3__phoR_1
ERR1913286.222348__1.222348	706562__GCA_900112995.1_02127
ERR1913286.222526__1.222526	853__A0A173T0Y8__CGS54_07215
ERR1913286.222575__1.222575	1262746__R5S2K7__BN750_01658
ERR1913286.222889__1.222889	40518__R5DV58__htrA
ERR1913286.222947__1.222947	165179__D1PEZ7__DXC61_06515
ERR1913286.222960__1.222960	853__A0A174BZY1__xerD_1
ERR1913286.223026__1.223026	33043__D5HFF6__yihX
ERR1913286.223053__1.223053	40518__R5DTW7__phoU
ERR1913286.223055__1.223055	165179__W1I4H6__DXB80_13655
ERR1913286.223164__1.223164	371601__A0A1C7H1B8__BN890_22320
ERR1913286.223291__1.223291	165179__R6C3K4__PREVCOP_05795
ERR1913286.223347__1.223347	357276__A0A3E4JJ65__HMPREF1064_00497
ERR1913286.223376__1.223376	165179__A0A3E5EDS1__DXC61_03115
ERR1913286.223379__1.223379	357276__I9QBT7__BSEG_03340
ERR1913286.223428__1.223428	165179__A0A3E5EDV6__DXC61_03365
ERR1913286.223445__1.223445	165179__D1PCT4__DXB80_09470
ERR1913286.223560__1.223560	239935__A0A2N8HPS5__Amuc_0950
ERR1913286.223832__1.223832	1262803__R6PRI7__BN649_00531
ERR1913286.223872__1.223872	1263011__R6DPZ1__BN553_01005
ERR1913286.223935__1.223935	39490__A0A173QWQ2__bga
ERR1913286.223982__1.223982	853__A0A173T8T3__DW882_06555
ERR1913286.224133__1.224133	1263011__R6DPZ5__BN553_01010
ERR1913286.224471__1.224471	384639__GCA_003096855.1_01225
ERR1913286.224718__1.224718	165179__A0A229I2W6__PREVCOP_04332
ERR1913286.225152__1.225152	187979__A0A174C7K8__ERS852385_02079
ERR1913286.225332__1.225332	1262803__R6PTE4__BN649_00829
ERR1913286.225619__1.225619	39491__A0A395ZEI6__ERE_07950
ERR1913286.225907__1.225907	165179__R6C3K4__PREVCOP_05795
ERR1913286.226056__1.226056	165179__D1PEQ5__PREVCOP_05711
ERR1913286.226285__1.226285	649756__D4MW63__DCR88_07570
ERR1913286.226406__1.226406	39491__A0A0M6WNS5__DXC13_02015
ERR1913286.226620__1.226620	165179__A0A3E5E2V4__PREVCOP_05070
ERR1913286.226646__1.226646	853__A0A2A7B9I6__DW855_13690
ERR1913286.226728__1.226728	1965650__A0A1Y3VCG1__B5G16_07580
ERR1913286.226789__1.226789	853__A0A173TAZ8__DWZ46_14590
ERR1913286.226928__1.226928	165179__A0A3E5E2S3__DXB80_03455
ERR1913286.226890__1.226890	446660__GCA_003428235.1_01112
ERR1913286.227052__1.227052	820__A0A3E4WA06__ERS852554_03404
ERR1913286.227175__1.227175	165179__A0A3E5E2S3__DXB80_03455
