ERR1912966.46__1.46	1161942__argD
ERR1912966.395071__1.395071	116085__D4J9I3__DW747_03835
ERR1912966.395083__1.395083	853__A0A173XRA8__CGS56_09290
ERR1912966.395136__1.395136	239935__A0A2N8I9N0__CXT97_09915
ERR1912966.395122__1.395122	165179__A0A229I1J2__DXB80_03950
ERR1912966.395347__1.395347	33043__A0A374K1H3__ykoD_2
ERR1912966.395349__1.395349	1262992__R5DCN3__BN795_00359
ERR1912966.395792__1.395792	1262915__R6HMZ4__BN574_00700
ERR1912966.396082__1.396082	1263000__R5EFJ5__BN466_01372
ERR1912966.396175__1.396175	33043__A0A174DAG8__dapF
ERR1912966.396244__1.396244	33043__D5HEL7__ERS852400_00347
ERR1912966.396826__1.396826	33043__A0A174BBC4__ERS852575_02261
ERR1912966.396898__1.396898	1262761__R6QUP0__BN606_01674
ERR1912966.397010__1.397010	46503__R6X6L7__HMPREF1060_00291
ERR1912966.397041__1.397041	1520815__A0A1I3NTM0__SAMN02910435_01395
ERR1912966.397517__1.397517	165179__A0A229I1J2__DXB80_03950
ERR1912966.397529__1.397529	165179__A0A3E4SDC8__PREVCOP_05706
ERR1912966.397682__1.397682	1262761__R6RU22__BN606_01110
ERR1912966.397685__1.397685	1897011__A0A1Q6RIQ1__BHW41_00490
ERR1912966.397794__1.397794	901__B6WYD7__DESPIG_03118
ERR1912966.397935__1.397935	28117__B0MTI4__ALIPUT_00084
ERR1912966.398041__1.398041	944036__A0A196S941__AV274_5409
ERR1912966.398574__1.398574	1161942__cshA
ERR1912966.398648__1.398648	820__A0A174KKV6__DXC07_02635
ERR1912966.398664__1.398664	239935__R7DVW2__CXU02_03915
ERR1912966.398747__1.398747	820__A0A174DZ97__SAMN05444418_101240
ERR1912966.398870__1.398870	1393034__GCA_001552785.1_00502
ERR1912966.399027__1.399027	1897011__A0A1Q6RC19__BHW41_06415
ERR1912966.399314__1.399314	1262959__R5XX28__BN680_00745
ERR1912966.399374__1.399374	239935__A0A2N8IU14__ADH72_05655
ERR1912966.399590__1.399590	33043__D5HIS6__ERS852575_02019
ERR1912966.399725__1.399725	820__A0A174VD39__DXD90_12235
ERR1912966.399834__1.399834	487175__R5E7Z6__HMPREF9439_00332
ERR1912966.399960__1.399960	239935__A0A139TQT9__Amuc_1197
ERR1912966.400204__1.400204	239935__A0A2N8IMC9__CXU09_02095
ERR1912966.400210__1.400210	28117__B0MWC6__BHV66_00965
ERR1912966.400642__1.400642	1262911__R6GT99__BN557_01335
ERR1912966.400713__1.400713	1263000__R5EXF8__BN466_01942
ERR1912966.400751__1.400751	165179__A0A3E5DWJ4__PREVCOP_06538
ERR1912966.400797__1.400797	944036__A0A196S727__AV274_6149
ERR1912966.400916__1.400916	239935__A0A2N8I368__CXT95_04550
ERR1912966.401035__1.401035	165179__D1PDF6__DXB80_12430
ERR1912966.401165__1.401165	33043__D5HI86__ERS852575_00288
ERR1912966.401208__1.401208	33043__D5HEQ5__gluP_2
ERR1912966.401255__1.401255	1897011__A0A1Q6RHZ2__BHW41_00730
ERR1912966.401289__1.401289	1262869__R7CU85__BN625_00422
ERR1912966.401550__1.401550	165179__A0A3E5DZD8__DXB80_09150
ERR1912966.401624__1.401624	853__A0A2A7B1Y7__C7K05_11930
ERR1912966.401733__1.401733	46503__A0A3E4ZLE8__DXB61_09555
ERR1912966.401797__1.401797	165179__A0A3E5A5E5__DXC61_13965
ERR1912966.401874__1.401874	165179__A0A3E5EBM5__DXC61_02170
ERR1912966.401943__1.401943	1263027__R6ZCN4__BN699_01712
ERR1912966.401954__1.401954	239935__A0A139TVJ4__CXT86_02020
ERR1912966.402140__1.402140	1262761__R6RY17__BN606_01538
ERR1912966.402177__1.402177	33043__D5HI36__ERS852400_02168
ERR1912966.402235__1.402235	1161942__atpA_1
ERR1912966.402352__1.402352	1603888__A0A133SJQ2__HMPREF3201_00575
ERR1912966.402491__1.402491	384638__B7APN3__BACPEC_00639
ERR1912966.402492__1.402492	1262761__R6QR72__BN606_01181
ERR1912966.402538__1.402538	239935__A0A139TPG3__CXT86_08810
ERR1912966.402796__1.402796	239935__A0A2N8HEH9__CXU07_11710
ERR1912966.402866__1.402866	1262761__R6RZF9__BN606_01803
ERR1912966.402840__1.402840	33043__A0A173ZXG0__ERS852400_00169
ERR1912966.403302__1.403302	821__A0A173XDD3__DXB82_17180
ERR1912966.403408__1.403408	901__B6WUY7__DHV46_11425
ERR1912966.403465__1.403465	901__B6WXX4__DESPIGER_1515
ERR1912966.403885__1.403885	1262961__R6DJH7__BN710_01796
ERR1912966.403887__1.403887	33043__A0A173WXS1__ERS852445_00262
ERR1912966.403895__1.403895	39485__C4Z6V7__walK
ERR1912966.404056__1.404056	1297617__A0A2U1BIA1__IB211_03110c
ERR1912966.404083__1.404083	487174__K0WZP2__DDY40_04000
ERR1912966.404190__1.404190	165179__A0A174UTZ7__DXC61_06705
ERR1912966.404263__1.404263	28117__R7JPX7__BHV66_00900
ERR1912966.404649__1.404649	165179__A0A3E5E2S3__DXB80_03455
ERR1912966.404872__1.404872	901__B6WXD6__DHV46_02215
ERR1912966.404874__1.404874	1262915__R6HBU2__BN574_01303
ERR1912966.405077__1.405077	239935__A0A2N8IV82__CXT99_06735
ERR1912966.405363__1.405363	33043__D5HF50__ERS852386_02415
ERR1912966.405437__1.405437	1735__A0A395W638__EUBIFOR_00262
ERR1912966.405491__1.405491	572010__rpoB
ERR1912966.405721__1.405721	901__B6WX92__DESPIG_02718
ERR1912966.405780__1.405780	454155__F3QTG9__HMPREF9442_01487
ERR1912966.405806__1.405806	1262761__R6R4V4__BN606_00113
ERR1912966.405854__1.405854	131111__K0ZH54__CYJ25_08350
ERR1912966.405988__1.405988	820__A7V9F9__B5G17_14640
ERR1912966.406269__1.406269	853__A0A2A7B9I6__DW855_13690
ERR1912966.406385__1.406385	310298__B3JQJ5__BACCOP_04231
ERR1912966.406399__1.406399	239935__A0A139TQT9__Amuc_1197
ERR1912966.406514__1.406514	1262961__R6E412__BN710_01183
ERR1912966.406577__1.406577	33043__A0A174AEP1__apr
ERR1912966.406894__1.406894	1680__A0A1X3A951__AL0462_1583
ERR1912966.406933__1.406933	820__A7V8C2__ERS852554_01338
ERR1912966.406941__1.406941	821__A0A396F598__CUU_3259
ERR1912966.407127__1.407127	239935__A0A3F3K9J9__DEF40_00940
ERR1912966.407120__1.407120	239935__A0A2N8IF99__lpdA
ERR1912966.407247__1.407247	74426__pflB_2
ERR1912966.407264__1.407264	1262919__R5PCP9__BN465_01297
ERR1912966.407312__1.407312	487174__K0X3V7__DIT83_01400
ERR1912966.407366__1.407366	1897011__A0A1Q6RD70__BHW41_05845
ERR1912966.407420__1.407420	33043__D5HDY1__cdd
ERR1912966.407493__1.407493	1393034__GCA_001552785.1_00514
ERR1912966.407682__1.407682	1263030__R5CVQ9__BN705_00099
ERR1912966.407763__1.407763	33043__D5HEF6__ERS852445_00180
ERR1912966.407892__1.407892	1262761__R6QUP0__BN606_01674
ERR1912966.407831__1.407831	1262915__R6HBE0__BN574_01103
ERR1912966.408224__1.408224	239935__B2UL21__CXT98_03395
ERR1912966.408312__1.408312	292800__A0A174DY95__HMPREF0372_02254
ERR1912966.408318__1.408318	39492__D4JUS6__accD5
ERR1912966.408693__1.408693	1263006__R6MQA3__BN515_02104
ERR1912966.408769__1.408769	901__B6WTW8__DESPIGER_1202
ERR1912966.408819__1.408819	1262761__R6QR72__BN606_01181
ERR1912966.409508__1.409508	1262761__R6QN56__BN606_00886
ERR1912966.409718__1.409718	1262988__R7N221__BN816_01561
ERR1912966.410058__1.410058	1262761__R6RML5__BN606_00248
ERR1912966.410166__1.410166	821__E5UY21__C800_02204
ERR1912966.410307__1.410307	33043__D5HFA1__ERS852400_02183
ERR1912966.410337__1.410337	33043__A8SWM2__ERS852575_01910
ERR1912966.410394__1.410394	239935__A0A2N8HH03__CXU09_08875
ERR1912966.410531__1.410531	1262761__R6RU22__BN606_01110
ERR1912966.410538__1.410538	1262915__R6HMP0__BN574_01549
ERR1912966.410642__1.410642	33043__A0A174H1B6__ERS852575_02702
ERR1912966.410699__1.410699	165179__A0A3E5E189__PREVCOP_06699
ERR1912966.410936__1.410936	1263027__R7AV92__BN699_00670
ERR1912966.411304__1.411304	901__B6WXA0__aroE
ERR1912966.411340__1.411340	1262761__R6RBJ5__BN606_02022
ERR1912966.411486__1.411486	853__A0A174C5M1__CGS58_04460
ERR1912966.411551__1.411551	1262761__R6RMH1__BN606_00005
ERR1912966.411591__1.411591	1262911__R6H2J2__BN557_01228
ERR1912966.411606__1.411606	944036__A0A196SF90__AV274_2609
ERR1912966.411589__1.411589	239935__A0A2N8HQR1__Amuc_0287
ERR1912966.411705__1.411705	165179__D1PGJ6__DXC61_07300
ERR1912966.411765__1.411765	33043__D5HGR0__rpfC_2
ERR1912966.411816__1.411816	165179__A0A3E4SDC8__PREVCOP_05706
ERR1912966.411843__1.411843	239935__A0A2N8HDT1__CXT94_05270
ERR1912966.412245__1.412245	1263030__R5CUH1__BN705_00716
ERR1912966.412647__1.412647	1262825__R5EK39__BN724_02341
ERR1912966.412809__1.412809	1897011__A0A1Q6RJ96__BHW41_00350
ERR1912966.412908__1.412908	1262761__R6RU22__BN606_01110
ERR1912966.413145__1.413145	745368__A0A1T4XQT6__SAMN02745178_02143
ERR1912966.413414__1.413414	39492__R6SPM9__pheT
ERR1912966.413596__1.413596	901__B6WY11__DESPIGER_1484
ERR1912966.413717__1.413717	165179__A0A3E5ECZ7__PREVCOP_06006
ERR1912966.413722__1.413722	853__A0A2A7B1Y7__C7K05_11930
ERR1912966.413800__1.413800	944036__A0A196SKV5__AV274_0621
ERR1912966.413875__1.413875	39492__D4JU31__ERS852540_00198
ERR1912966.414159__1.414159	853__A0A2A7B9I6__DW855_13690
ERR1912966.414163__1.414163	328814__GCA_004558275.1_00073
ERR1912966.414170__1.414170	1161942__argH1
ERR1912966.414307__1.414307	944036__A0A196S6Z6__AV274_6589
ERR1912966.414375__1.414375	1263000__R5EK63__BN466_02075
ERR1912966.414400__1.414400	1680__A0A0B5BIU5__BSTER_0145
ERR1912966.414600__1.414600	1262915__R6IA24__BN574_00988
ERR1912966.414603__1.414603	1105031__J1H3W2__HMPREF1141_2783
ERR1912966.414720__1.414720	1263006__R6M176__BN515_00274
ERR1912966.414764__1.414764	216816__C2GW26__chb
ERR1912966.414845__1.414845	239935__A0A139TVJ4__CXT86_02020
ERR1912966.415167__1.415167	239935__A0A2N8I3G2__CXT89_00720
ERR1912966.415236__1.415236	39490__A0A173QWQ2__bga
ERR1912966.415281__1.415281	39488__A0A173RXS4__ribF
ERR1912966.415324__1.415324	1262915__R6HMH7__BN574_01494
ERR1912966.415313__1.415313	853__A0A3E2U7E6__ERS852582_01640
ERR1912966.415264__1.415264	1680__R5GZJ8__BSTER_1195
ERR1912966.415280__1.415280	33043__A0A174DSP1__essC_2
ERR1912966.415337__1.415337	1680__A0A174BEE7__BSTER_1311
ERR1912966.415412__1.415412	1520815__A0A1I3NYV4__SAMN02910435_01437
ERR1912966.415481__1.415481	239935__B2UPZ6__CXU03_03800
ERR1912966.415493__1.415493	239935__A0A139TMG9__CXU07_10650
ERR1912966.415599__1.415599	39488__A0A285PT25__EUBHAL_01908
ERR1912966.415653__1.415653	1262915__R6HCE0__BN574_00606
ERR1912966.415699__1.415699	310297__B5CXJ7__DXB87_06645
ERR1912966.415879__1.415879	1897011__A0A1Q6RDL4__BHW41_05540
ERR1912966.415963__1.415963	1262911__R6H2J2__BN557_01228
ERR1912966.416012__1.416012	239935__A0A139TPU7__CXT91_06575
ERR1912966.416088__1.416088	239935__A0A2N8IEP3__CXT84_03735
ERR1912966.416470__1.416470	1262761__R6RP99__BN606_00488
ERR1912966.416577__1.416577	1262961__R6DV64__BN710_01224
ERR1912966.416791__1.416791	944036__A0A196SBI3__AV274_4947
ERR1912966.416824__1.416824	239935__A0A2N8INK7__Amuc_0521
ERR1912966.417066__1.417066	39492__D4JWY0__EUBSIR_01648
ERR1912966.417372__1.417372	214856__R6Z4Q8__ERS852447_00885
ERR1912966.417603__1.417603	1897011__A0A1Q6RH37__BHW41_01795
ERR1912966.417951__1.417951	239935__A0A2N8HDT1__CXT94_05270
ERR1912966.418004__1.418004	853__A0A173YYY4__DWZ04_09420
ERR1912966.418077__1.418077	1161942__bmrA
ERR1912966.418107__1.418107	1161942__cph2_1
ERR1912966.418183__1.418183	33043__D5HFA1__ERS852400_02183
ERR1912966.418371__1.418371	47678__R5U2I4__ERS852558_03712
ERR1912966.418401__1.418401	901__B6WSE8__DESPIG_01070
ERR1912966.418576__1.418576	165179__D1PAN5__PREVCOP_04260
ERR1912966.418720__1.418720	28117__B0MWZ9__ALIPUT_01735
ERR1912966.418802__1.418802	165179__A0A174IHQ2__PREVCOP_05478
ERR1912966.418945__1.418945	1262869__R7CT51__BN625_00231
ERR1912966.419266__1.419266	239935__A0A139TT05__CXU09_03335
ERR1912966.419439__1.419439	1263027__R6ZT42__BN699_02013
ERR1912966.419545__1.419545	116085__D4JC63__DW747_00205
ERR1912966.419608__1.419608	39492__D4JRV7__EUBSIR_01513
ERR1912966.419657__1.419657	165179__R6C3K4__PREVCOP_05795
ERR1912966.419768__1.419768	384638__B7APR0__BACPEC_00666
ERR1912966.419836__1.419836	853__A0A2A7B1Y7__C7K05_11930
ERR1912966.419967__1.419967	165179__D1PE06__DXC61_05975
ERR1912966.420098__1.420098	165179__D1PHV2__PREVCOP_06822
ERR1912966.420253__1.420253	1263027__R7A035__BN699_02175
ERR1912966.420608__1.420608	572010__rpoA
ERR1912966.420773__1.420773	1262761__R6QR72__BN606_01181
ERR1912966.420816__1.420816	33043__A0A173X520__ERS852575_01617
ERR1912966.421012__1.421012	28026__A0A174CDN1__DXC83_09100
ERR1912966.421027__1.421027	384638__B7ASI3__BACPEC_02038
ERR1912966.421084__1.421084	33043__A0A173YSY7__tilS
ERR1912966.421363__1.421363	1262915__R6HN70__BN574_00783
ERR1912966.421377__1.421377	1263000__R5EU91__BN466_01432
ERR1912966.421490__1.421490	1235835__R9LCU2__C814_02677
ERR1912966.421529__1.421529	239935__A0A2N8HT44__CXT84_11035
ERR1912966.422073__1.422073	165179__D1PE06__DXC61_05975
ERR1912966.422249__1.422249	1262989__R6ZJK5__BN815_01843
ERR1912966.422360__1.422360	33043__A0A173YSY7__tilS
ERR1912966.422362__1.422362	165179__A0A229I4J4__proA
ERR1912966.422400__1.422400	1897011__A0A1Q6RH58__BHW41_01950
ERR1912966.422458__1.422458	1263000__R5EU91__BN466_01432
ERR1912966.422577__1.422577	901__B6WRK4__DESPIG_00695
ERR1912966.422692__1.422692	418240__C6J843__ERS852478_02458
ERR1912966.423099__1.423099	1681__A0A0H2PIV6__APS66_03240
ERR1912966.423200__1.423200	33043__D5HIK4__ERS852400_01112
ERR1912966.423368__1.423368	1680__A0A0C2YPV2__AL0462_1474
ERR1912966.423280__1.423280	239935__R7DVL7__CXT93_01180
ERR1912966.423428__1.423428	165179__A0A3E5EBQ2__DXC61_01930
ERR1912966.423516__1.423516	1263027__R7A314__BN699_00650
ERR1912966.423619__1.423619	33043__D5HFE3__lacR
ERR1912966.423990__1.423990	239935__A0A139TQT9__Amuc_1197
ERR1912966.424157__1.424157	165179__A0A3E5AEF7__DXC61_05000
ERR1912966.424321__1.424321	1263027__R6ZKH6__BN699_02129
ERR1912966.424513__1.424513	853__E2ZGD9__C7J97_11715
ERR1912966.424586__1.424586	28117__B0MXU6__ALIPUT_01958
ERR1912966.424610__1.424610	820__A0A3E5E0T0__ERS852554_00312
ERR1912966.424715__1.424715	821__A0A174NM17__lacZ_6
ERR1912966.424828__1.424828	40518__R5DT93__DXD86_08730
ERR1912966.424938__1.424938	239935__A0A2N8I5A2__DEF40_08455
ERR1912966.424978__1.424978	1680__A0A174BEE7__BSTER_1311
ERR1912966.425048__1.425048	821__A0A174T998__DXB82_10860
ERR1912966.425214__1.425214	1262761__R6R5E1__BN606_01164
ERR1912966.425228__1.425228	239935__A0A2N8HAQ1__DEF40_05290
ERR1912966.425361__1.425361	239935__A0A2N8IF99__lpdA
ERR1912966.425497__1.425497	28117__B0MY40__BHV66_05170
ERR1912966.425662__1.425662	901__B6WV59__feoB
ERR1912966.425677__1.425677	39485__C4Z434__tilS
ERR1912966.425762__1.425762	1263027__R6ZZT7__BN699_02065
ERR1912966.426038__1.426038	39485__A0A174ZPJ9__tig_2
ERR1912966.426172__1.426172	1262915__R6HMZ4__BN574_00700
ERR1912966.426475__1.426475	239935__A0A2N8IL82__CXU02_11740
ERR1912966.426567__1.426567	1161942__cas2
ERR1912966.427051__1.427051	239935__A0A2N8IKW7__pstA
ERR1912966.427055__1.427055	944036__A0A196SJB4__AV274_2253
ERR1912966.427109__1.427109	1680__A7A2Y2__NCTC11814_00537
ERR1912966.427161__1.427161	1897011__A0A1Q6RES7__BHW41_04275
ERR1912966.427280__1.427280	239935__A0A2N8IMC9__CXU09_02095
ERR1912966.427333__1.427333	853__A0A3E2U7E6__ERS852582_01640
ERR1912966.427378__1.427378	1262961__R6EHD0__BN710_00527
ERR1912966.427454__1.427454	1262825__R5EH29__BN724_01653
ERR1912966.427513__1.427513	239935__A0A2N8I3G2__CXT89_00720
ERR1912966.427649__1.427649	1735__B7CDY0__EUBIFOR_02415
ERR1912966.427762__1.427762	1161942__addA_3
ERR1912966.427826__1.427826	239935__A0A139TVJ4__CXT86_02020
ERR1912966.428006__1.428006	165179__A0A3E5AHK7__PREVCOP_04289
ERR1912966.428101__1.428101	1161942__atpG
ERR1912966.428131__1.428131	1262761__R6R8B3__BN606_01478
ERR1912966.428178__1.428178	853__A0A3E2U7E6__ERS852582_01640
ERR1912966.428294__1.428294	1262761__R6RNL8__BN606_00387
ERR1912966.428534__1.428534	39485__A0A174ZUV1__tig_3
ERR1912966.428593__1.428593	33043__A0A173YSY7__tilS
ERR1912966.428804__1.428804	853__A0A174C5M1__CGS58_04460
ERR1912966.428872__1.428872	239935__A0A2N8I3G2__CXT89_00720
ERR1912966.428895__1.428895	1263027__R6ZCJ7__BN699_01672
ERR1912966.429318__1.429318	165179__A0A3E5AER8__DXB80_07075
ERR1912966.429490__1.429490	165179__A0A3E5E0D5__PREVCOP_04205
ERR1912966.429543__1.429543	239935__A0A2N8IU14__ADH72_05655
ERR1912966.429803__1.429803	818__A0A1H7L4U6__BSIG_3287
ERR1912966.430041__1.430041	33043__A0A174A113__ERS852445_00416
ERR1912966.430241__1.430241	853__A0A2A7B9I6__DW855_13690
ERR1912966.430278__1.430278	46503__K5ZW30__HMPREF1060_00319
ERR1912966.430369__1.430369	39485__R5ZVC3__ERS852490_00250
ERR1912966.430676__1.430676	33043__A0A174CPX4__ERS852386_02360
ERR1912966.430981__1.430981	239935__A0A2N8I3Z7__CXU05_10555
ERR1912966.431414__1.431414	820__R9I3Q7__HMPREF1072_01668
ERR1912966.431866__1.431866	33043__D5HIA8__ERS852575_01867
ERR1912966.432182__1.432182	28117__R7JQW0__ALIPUT_01453
ERR1912966.432325__1.432325	33043__D5HEF6__ERS852445_00180
ERR1912966.432406__1.432406	745368__A0A1T4X3J8__SAMN02745178_01380
ERR1912966.432482__1.432482	1680__A0A1X3A951__AL0462_1583
ERR1912966.432650__1.432650	1472761__GCA_002159295.1_01419
ERR1912966.432676__1.432676	1161942__celK_1
ERR1912966.432696__1.432696	853__A0A2A7B1Y7__C7K05_11930
ERR1912966.432840__1.432840	33043__D5HIA8__ERS852575_01867
ERR1912966.432860__1.432860	2173__A0A1D2WUC2__METSMIALI_01296
ERR1912966.433112__1.433112	745368__A0A1T4W6M6__SAMN02745178_00035
ERR1912966.433121__1.433121	1262761__R6QT25__BN606_01812
ERR1912966.433065__1.433065	1897011__A0A1Q6RDW7__BHW41_05280
ERR1912966.433320__1.433320	239935__A0A2N8HT68__ADH72_00510
ERR1912966.433899__1.433899	292800__A0A174SE17__dppA_5
ERR1912966.433938__1.433938	1897011__A0A1Q6RGA3__BHW41_02665
ERR1912966.434001__1.434001	33043__A0A173W4M0__dnaD
ERR1912966.434049__1.434049	33043__A0A173WTR4__ERS852386_00324
ERR1912966.434083__1.434083	384638__B7AT14__BACPEC_01282
ERR1912966.434090__1.434090	1263027__R6ZJI2__BN699_01834
ERR1912966.434149__1.434149	1681__A0A0H2PP44__BBTM_02041
ERR1912966.434275__1.434275	745368__A0A1T4X3J8__SAMN02745178_01380
ERR1912966.434384__1.434384	216816__A0A1S2VTC3__BLIC_e00847
ERR1912966.434416__1.434416	147206__GCF_000156215.1_01775
ERR1912966.434465__1.434465	1262761__R6RZF9__BN606_01803
ERR1912966.434600__1.434600	1262961__R6DM71__BN710_01823
ERR1912966.434783__1.434783	216816__C5E9A6__mutT4
ERR1912966.435277__1.435277	239935__R6JD78__CXU05_09250
ERR1912966.435382__1.435382	1263027__R6ZR17__BN699_01392
ERR1912966.435411__1.435411	33043__D5HI50__smf
ERR1912966.435637__1.435637	651822__GCA_000210715.1_00753
ERR1912966.435775__1.435775	944036__A0A196S727__AV274_6149
ERR1912966.435866__1.435866	1550024__A0A3B9WKW6__TQ39_07780
ERR1912966.436123__1.436123	39492__D4JT90__coaE
ERR1912966.436352__1.436352	1897011__A0A1Q6RF49__BHW41_03110
ERR1912966.436388__1.436388	33043__D5HI36__ERS852400_02168
ERR1912966.436402__1.436402	239935__B2UL21__CXT98_03395
ERR1912966.436437__1.436437	165179__A0A3E5A554__DXB80_13805
ERR1912966.436470__1.436470	1680__A0A1X2ZFB6__AD0028_0856
ERR1912966.436746__1.436746	1262961__R6EK01__BN710_00862
ERR1912966.436847__1.436847	762212__A0A087A2N3__BBIA_1009
ERR1912966.437271__1.437271	239935__R6JAS2__CXU02_10725
ERR1912966.437350__1.437350	1263027__R7A006__BN699_02145
ERR1912966.437480__1.437480	1262992__R5CXM7__BN795_01016
ERR1912966.437596__1.437596	239935__A0A139TPD4__CXT86_06450
ERR1912966.437659__1.437659	39492__D4JTF2__mutS2
ERR1912966.437832__1.437832	239935__B2UQB8__CXT86_01740
ERR1912966.437853__1.437853	165179__D1P9T6__PREVCOP_04016
ERR1912966.437933__1.437933	33043__D5HDZ9__ERS852386_00394
ERR1912966.438228__1.438228	1262869__R7CM75__BN625_00831
ERR1912966.438359__1.438359	1262988__R7N413__BN816_01539
ERR1912966.438491__1.438491	1628085__A0A1C5YAJ9__C7386_10197
ERR1912966.438545__1.438545	901__B6WXK8__DESPIG_02835
ERR1912966.438587__1.438587	33043__A0A173WXS1__ERS852445_00262
ERR1912966.438739__1.438739	1263000__R5EI35__BN466_01649
ERR1912966.438748__1.438748	28117__B0MSR5__BHV66_02095
ERR1912966.438795__1.438795	328814__GCA_004558275.1_00985
ERR1912966.438951__1.438951	28117__B0MXL6__ALIPUT_01851
ERR1912966.439152__1.439152	745368__A0A1T4Y2M2__SAMN02745178_02631
ERR1912966.439237__1.439237	165179__D1PFV4__PREVCOP_06112
ERR1912966.439331__1.439331	1897011__A0A1Q6RFG0__BHW41_03665
ERR1912966.439403__1.439403	33043__D5HFE5__ERS852445_00644
ERR1912966.439733__1.439733	239935__A0A2N8IHY1__CXU06_00035
ERR1912966.439756__1.439756	1263027__R6ZTB6__BN699_02053
ERR1912966.439843__1.439843	165179__D1PB89__DXC61_08425
ERR1912966.439931__1.439931	165179__R6C3K4__PREVCOP_05795
ERR1912966.440018__1.440018	39496__A5Z5I2__EUBVEN_00963
ERR1912966.440002__1.440002	301302__R5V671__M72_27831
ERR1912966.440047__1.440047	487174__K0X1V7__DIT83_03020
ERR1912966.440101__1.440101	1262961__R6EMW7__BN710_01172
ERR1912966.440271__1.440271	572010__ydhV
ERR1912966.440294__1.440294	172901__A0A2U1AXN3__C8D82_11568
ERR1912966.440328__1.440328	1262761__R6QXL2__BN606_02127
ERR1912966.440678__1.440678	944036__A0A196S727__AV274_6149
ERR1912966.440758__1.440758	853__A0A173RZ39__C4N22_01650
ERR1912966.440941__1.440941	74426__rpoB
ERR1912966.441073__1.441073	1262761__R6QXL2__BN606_02127
ERR1912966.441424__1.441424	853__A0A3E2W3R8__FAEPRAM212_00849
ERR1912966.441700__1.441700	33043__A0A173YSY7__tilS
ERR1912966.441755__1.441755	33043__A0A173ZL29__ERS852386_01345
ERR1912966.441908__1.441908	1897011__A0A1Q6RJU8__BHW41_00020
ERR1912966.442309__1.442309	33043__D5HGR0__rpfC_2
ERR1912966.442393__1.442393	165179__A0A229I1J2__DXB80_03950
ERR1912966.442377__1.442377	239935__A0A2N8HB50__CXU17_02615
ERR1912966.442416__1.442416	328814__GCA_004558275.1_02278
ERR1912966.442645__1.442645	74426__nifJ
ERR1912966.442742__1.442742	165179__R6C3K4__PREVCOP_05795
ERR1912966.442897__1.442897	901__B6WTG8__DESPIG_01374
ERR1912966.443090__1.443090	239935__A0A2N8HT68__ADH72_00510
ERR1912966.443383__1.443383	1520815__A0A1I3Q068__SAMN02910435_01666
ERR1912966.443363__1.443363	28117__B0MXW9__ALIPUT_01981
ERR1912966.443401__1.443401	1262761__R6R840__BN606_01433
ERR1912966.443534__1.443534	165179__A0A3E5AI09__DXC61_05815
ERR1912966.443620__1.443620	487174__K0WRR5__DDY40_06130
ERR1912966.443813__1.443813	1263000__R5EMU9__BN466_00667
ERR1912966.443854__1.443854	246787__A0A0P0GUU5__BACCELL_02894
