ERR1913239.775__1.775	39485__A0A174Z2K9__ERS852490_02052
ERR1913239.396795__1.396795	1897011__A0A1Q6RGA3__BHW41_02665
ERR1913239.396892__1.396892	376805__F0R8B1__Bacsa_3573
ERR1913239.397101__1.397101	28117__B0MTV5__BHV66_06415
ERR1913239.397086__1.397086	901__B6WVF5__DESPIGER_2047
ERR1913239.397211__1.397211	46228__V8CB83__RUMLAC_02479
ERR1913239.397563__1.397563	1897011__A0A1Q6RGG6__BHW41_02770
ERR1913239.397859__1.397859	487174__K0XF08__DDY40_09050
ERR1913239.398404__1.398404	28117__B0MY40__BHV66_05170
ERR1913239.398500__1.398500	39496__A5Z5I2__EUBVEN_00963
ERR1913239.398898__1.398898	1550024__A0A0D8J1R1__ASJ35_08490
ERR1913239.399318__1.399318	1262889__R7HD81__BN634_00648
ERR1913239.399581__1.399581	901__B6WTQ4__DESPIGER_1255
ERR1913239.399810__1.399810	418240__A0A173XQF2__ERS852523_01592
ERR1913239.400087__1.400087	214856__R6Y0B9__ERS852559_00164
ERR1913239.400365__1.400365	394340__carB
ERR1913239.400552__1.400552	1263030__R5CX12__BN705_00275
ERR1913239.400499__1.400499	853__A0A3E2U7E6__ERS852582_01640
ERR1913239.401413__1.401413	376805__F0R8B1__Bacsa_3573
ERR1913239.401739__1.401739	1263000__R5EBJ1__BN466_00540
ERR1913239.401841__1.401841	853__A0A3E2U7E6__ERS852582_01640
ERR1913239.401894__1.401894	821__A0A0P0LFP6__C5Z04_13890
ERR1913239.402026__1.402026	821__A0A0P0M3U7__DXB90_14325
ERR1913239.402342__1.402342	1897011__A0A1Q6RHB1__BHW41_01830
ERR1913239.402358__1.402358	1262911__R6GT99__BN557_01335
ERR1913239.402922__1.402922	1263000__R5EET9__BN466_01245
ERR1913239.403084__1.403084	246787__A0A0P0GM17__BACCELL_03224
ERR1913239.403207__1.403207	376805__F0R8B1__Bacsa_3573
ERR1913239.403209__1.403209	1262743__R5C054__BN727_01980
ERR1913239.403249__1.403249	1263000__R5EKG2__BN466_02040
ERR1913239.403786__1.403786	853__A0A2A7AXC8__C4N21_14120
ERR1913239.403787__1.403787	328814__GCA_004558275.1_01393
ERR1913239.403909__1.403909	901__B6WXD6__DHV46_02215
ERR1913239.404318__1.404318	853__A8SCP3__C4N26_07960
ERR1913239.404346__1.404346	61171__B9Y3Z0__HOLDEFILI_00520
ERR1913239.404480__1.404480	1262882__R5N1N6__BN519_00968
ERR1913239.404601__1.404601	471189__GCA_003340385.1_00411
ERR1913239.404921__1.404921	28117__B0MWX3__BHV66_03010
ERR1913239.405556__1.405556	1262927__R7EX56__BN677_00089
ERR1913239.405605__1.405605	328814__GCA_004558275.1_00056
ERR1913239.405691__1.405691	853__A0A3E2U7E6__ERS852582_01640
ERR1913239.406066__1.406066	1897011__A0A1Q6RI93__BHW41_01175
ERR1913239.406108__1.406108	818__A0A174VIU7__ERS852557_03640
ERR1913239.406113__1.406113	169435__A0A174U8Z5__B5F10_11575
ERR1913239.406421__1.406421	745368__A0A1T4Y178__SAMN02745178_02628
ERR1913239.406509__1.406509	1897011__A0A1Q6RHZ2__BHW41_00730
ERR1913239.406533__1.406533	28117__B0MYA9__BHV66_07790
ERR1913239.406697__1.406697	853__A0A3E2V168__FAEPRAM212_00929
ERR1913239.407053__1.407053	1263000__R5EJ27__BN466_01916
ERR1913239.407133__1.407133	46228__V8BL81__DXD17_11825
ERR1913239.407239__1.407239	1262911__R6H2J2__BN557_01228
ERR1913239.407531__1.407531	328814__GCA_004558275.1_00292
ERR1913239.407535__1.407535	745368__A0A1T4Y178__SAMN02745178_02628
ERR1913239.407841__1.407841	1235835__R9LCU2__C814_02677
ERR1913239.407970__1.407970	106588__A6P303__BACCAP_04887
ERR1913239.407986__1.407986	28117__R7JR95__ALIPUT_01367
ERR1913239.408056__1.408056	74426__nifJ
ERR1913239.408199__1.408199	166486__D4KUT4__ERS852572_01421
ERR1913239.408246__1.408246	1262911__R6H2J2__BN557_01228
ERR1913239.408262__1.408262	214856__I3YPQ4__Alfi_2712
ERR1913239.408414__1.408414	901__B6WQT6__DESPIG_00415
ERR1913239.408646__1.408646	572010__lepA
ERR1913239.408900__1.408900	1262927__R7EX56__BN677_00089
ERR1913239.409314__1.409314	745368__A0A1T4Y2H2__SAMN02745178_02630
ERR1913239.409883__1.409883	310298__B3JII2__BACCOP_01694
ERR1913239.409856__1.409856	1262744__R6FST0__BN744_00381
ERR1913239.409864__1.409864	1262911__R6H2J2__BN557_01228
ERR1913239.410122__1.410122	47678__R5UXY0__CGC64_03535
ERR1913239.410401__1.410401	1263000__R5EQI3__BN466_00125
ERR1913239.410642__1.410642	165179__A0A3E5DY64__CFT61_10025
ERR1913239.410888__1.410888	74426__rpoB
ERR1913239.411211__1.411211	28117__B0MTI4__ALIPUT_00084
ERR1913239.411794__1.411794	820__A0A139K0J1__HMPREF2141_03205
ERR1913239.411884__1.411884	28117__B0MU76__ALIPUT_00202
ERR1913239.411927__1.411927	28117__B0MWZ9__ALIPUT_01735
ERR1913239.412114__1.412114	39486__B0G7S5__DXD50_04355
ERR1913239.412417__1.412417	818__A0A1H7L4U6__BSIG_3287
ERR1913239.412455__1.412455	1263000__R5ETL6__BN466_01607
ERR1913239.412556__1.412556	745368__A0A1T4W6M6__SAMN02745178_00035
ERR1913239.412609__1.412609	1262927__R7EX56__BN677_00089
ERR1913239.412646__1.412646	1262743__R5C054__BN727_01980
ERR1913239.412930__1.412930	28117__B0MY40__BHV66_05170
ERR1913239.413024__1.413024	1897011__A0A1Q6RJU8__BHW41_00020
ERR1913239.413554__1.413554	1263000__R5EGY6__BN466_00973
ERR1913239.413556__1.413556	1263000__R5ES99__BN466_01121
ERR1913239.413773__1.413773	626930__F3PVE3__HMPREF9446_02721
ERR1913239.413935__1.413935	901__B6WWW5__DESPIGER_2454
ERR1913239.414069__1.414069	1263000__R5ESM1__BN466_01440
ERR1913239.414048__1.414048	172901__A0A2U1AW17__C8D82_11641
ERR1913239.414294__1.414294	1262927__R7EX56__BN677_00089
ERR1913239.414316__1.414316	214856__I3YPI7__pepD_1
ERR1913239.414482__1.414482	1263000__R5EGY6__BN466_00973
ERR1913239.414531__1.414531	2108523__A0A2P2F314__LAWASA_362
ERR1913239.414701__1.414701	1262911__R6HLR5__BN557_00628
ERR1913239.414838__1.414838	821__D4VD59__BHV80_04260
ERR1913239.415377__1.415377	338188__A0A174ETX3__ERS852397_01955
ERR1913239.415695__1.415695	39491__C4ZAT2__ERE_28440
ERR1913239.415772__1.415772	166486__D4KZ27__ROSINTL182_05762
ERR1913239.415780__1.415780	1262927__R7EX56__BN677_00089
ERR1913239.416098__1.416098	246787__A0A0P0GJP1__BcellWH2_03982
ERR1913239.416105__1.416105	901__B6WVN3__DHV46_02690
ERR1913239.416655__1.416655	1262927__R7EX56__BN677_00089
ERR1913239.416731__1.416731	901__B6WUY7__DHV46_11425
ERR1913239.417142__1.417142	901__B6WTW8__DESPIGER_1202
ERR1913239.417371__1.417371	853__A0A173YYY4__DWZ04_09420
ERR1913239.417485__1.417485	74426__group_4823
ERR1913239.417538__1.417538	1150298__A0A174U8I6__ERS852535_02809
ERR1913239.417771__1.417771	214856__A0A175A6T5__ERS852447_02658
ERR1913239.417795__1.417795	1263000__R5EHB0__BN466_01647
ERR1913239.417810__1.417810	74426__nifJ
ERR1913239.418097__1.418097	1262911__R6GPC5__BN557_00852
ERR1913239.418456__1.418456	671266__GCA_004801615.1_01756
ERR1913239.418511__1.418511	572010__hgdC_1
ERR1913239.418858__1.418858	1263000__R5ESM1__BN466_01440
ERR1913239.419035__1.419035	147206__GCF_000156215.1_01776
ERR1913239.419449__1.419449	310298__B3JQJ5__BACCOP_04231
ERR1913239.419757__1.419757	214856__R6Z5D0__resA_4
ERR1913239.419807__1.419807	745368__A0A1T4Y2H2__SAMN02745178_02630
ERR1913239.419900__1.419900	1263000__R5EC87__BN466_00713
ERR1913239.419983__1.419983	487174__K0X694__DIT83_09060
ERR1913239.420457__1.420457	1897011__A0A1Q6RIA0__BHW41_01275
ERR1913239.420603__1.420603	1263000__R5EQI3__BN466_00125
ERR1913239.421027__1.421027	1897011__A0A1Q6RDX0__BHW41_05325
ERR1913239.421187__1.421187	821__E5UY21__C800_02204
ERR1913239.421309__1.421309	214856__A0A173XIZ3__ERS852559_00434
ERR1913239.421610__1.421610	821__A0A174TD86__C800_00949
ERR1913239.421657__1.421657	1897011__A0A1Q6RD95__BHW41_05725
ERR1913239.422036__1.422036	28117__B0MTY2__BHV66_06485
ERR1913239.422020__1.422020	1263000__R5EGY6__BN466_00973
ERR1913239.422148__1.422148	2108523__A0A2P2F8K1__LAWASA_2323
ERR1913239.422392__1.422392	47678__R5U7U0__DW706_12005
ERR1913239.422583__1.422583	572010__rpoB
ERR1913239.422629__1.422629	33025__A0A395J947__C8D73_11315
ERR1913239.422968__1.422968	901__B6WY11__DESPIGER_1484
ERR1913239.423195__1.423195	1897011__A0A1Q6RE54__BHW41_04745
ERR1913239.423513__1.423513	39488__A0A374MV67__DXD91_15895
ERR1913239.423680__1.423680	1262927__R7EX56__BN677_00089
ERR1913239.423968__1.423968	1263006__R6LU28__BN515_01365
ERR1913239.423992__1.423992	1262989__R6Y5W1__BN815_00268
ERR1913239.423993__1.423993	1263000__R5EGY7__BN466_01478
ERR1913239.424011__1.424011	745368__A0A1T4W6M6__SAMN02745178_00035
ERR1913239.424091__1.424091	901__B6WRI9__DESPIGER_0385
ERR1913239.424127__1.424127	820__A0A174CG08__DXB62_13215
ERR1913239.424353__1.424353	1263006__R6LN84__BN515_01543
ERR1913239.424655__1.424655	1262753__R5B0C5__BN813_01872
ERR1913239.425115__1.425115	853__A0A3E2V168__FAEPRAM212_00929
ERR1913239.425124__1.425124	1262911__R6H2J2__BN557_01228
ERR1913239.425346__1.425346	649756__A0A174J035__DO83_03925
ERR1913239.425534__1.425534	216816__A0A396FRQ5__DD678_01245
ERR1913239.425563__1.425563	1897011__A0A1Q6RBR7__BHW41_06875
ERR1913239.426056__1.426056	901__B6WTQ4__DESPIGER_1255
ERR1913239.426413__1.426413	1897011__A0A1Q6RDG0__BHW41_05600
ERR1913239.426592__1.426592	301301__A0A395VDE4__ERS852391_00518
ERR1913239.426564__1.426564	821__A0A395UNT8__DXD64_15275
ERR1913239.426894__1.426894	901__B6WUH5__DESPIGER_1779
ERR1913239.426997__1.426997	853__D4JY61__C4N21_10560
ERR1913239.427078__1.427078	28117__R7JLL3__ALIPUT_02219
ERR1913239.427194__1.427194	901__B6WUY7__DHV46_11425
ERR1913239.427291__1.427291	39485__A0A174YMC1__recN
ERR1913239.427297__1.427297	29361__B6FKH5__CLONEX_00621
ERR1913239.427326__1.427326	46228__V8CCB0__HMPREF1202_00792
ERR1913239.427463__1.427463	147206__GCF_000156215.1_01777
ERR1913239.427511__1.427511	74426__groL
ERR1913239.427584__1.427584	214856__R6XKW1__ERS852559_01141
ERR1913239.427677__1.427677	1262911__R6GMS3__BN557_00579
ERR1913239.427949__1.427949	360807__A0A0M6X0S9__RIL183_10591
ERR1913239.427985__1.427985	394340__icd
ERR1913239.428547__1.428547	487174__K0X1H0__DDY40_11080
ERR1913239.428535__1.428535	394340__fldA
ERR1913239.428567__1.428567	1501391__GCA_000786575.1_00028
ERR1913239.428713__1.428713	1262992__R5DG08__BN795_00475
ERR1913239.429146__1.429146	46228__V8CAY6__HMPREF1202_00567
ERR1913239.429177__1.429177	1262911__R6GP42__BN557_00222
ERR1913239.429310__1.429310	901__B6WTQ4__DESPIGER_1255
ERR1913239.429684__1.429684	446660__GCA_003428235.1_00654
ERR1913239.429772__1.429772	28118__R6FC74__DHW44_13330
ERR1913239.429892__1.429892	1262927__R7EX56__BN677_00089
ERR1913239.430253__1.430253	74426__rpoC
ERR1913239.430397__1.430397	1897011__A0A1Q6RET2__BHW41_04000
ERR1913239.430427__1.430427	1263044__GCA_000433375.1_00652
ERR1913239.430520__1.430520	1263000__R5EGY7__BN466_01478
ERR1913239.430643__1.430643	1263000__R5EUG9__BN466_01476
ERR1913239.431122__1.431122	1263000__R5EJ27__BN466_01916
ERR1913239.431146__1.431146	28117__B0MXW9__ALIPUT_01981
ERR1913239.431170__1.431170	1897011__A0A1Q6RF88__BHW41_03295
ERR1913239.431287__1.431287	1796613__A0A1C7GZG2__ADH74_03485
ERR1913239.431734__1.431734	387090__S0F7Y3__BACCOPRO_02028
ERR1913239.431992__1.431992	1262992__R5DCM8__BN795_01561
ERR1913239.432125__1.432125	1897011__A0A1Q6RFH2__BHW41_03500
ERR1913239.432200__1.432200	328814__GCA_004558275.1_00290
ERR1913239.432608__1.432608	745368__A0A1T4XQT6__SAMN02745178_02143
ERR1913239.432660__1.432660	853__A8SCP3__C4N26_07960
ERR1913239.432713__1.432713	166486__A0A173VTG0__ROSINTL182_06283
ERR1913239.432915__1.432915	1262911__R6GKS1__BN557_00184
ERR1913239.433143__1.433143	1897011__A0A1Q6RJH2__BHW41_00235
ERR1913239.433216__1.433216	1235835__R9LCU2__C814_02677
ERR1913239.433473__1.433473	1897011__A0A1Q6RFQ8__BHW41_03470
ERR1913239.434011__1.434011	1263000__R5EGY6__BN466_00973
ERR1913239.434253__1.434253	821__A0A396F9T7__M097_3427
ERR1913239.434275__1.434275	901__B6WR31__DESPIG_00511
ERR1913239.434357__1.434357	1262927__R7EX56__BN677_00089
ERR1913239.434511__1.434511	328814__GCA_004558275.1_00043
ERR1913239.434870__1.434870	853__A0A174C5M1__CGS58_04460
ERR1913239.434906__1.434906	1262911__R6GQM3__BN557_01245
ERR1913239.434937__1.434937	147206__GCF_000156215.1_01776
ERR1913239.435232__1.435232	394340__dnaK
ERR1913239.435628__1.435628	901__B6WY11__DESPIGER_1484
ERR1913239.435904__1.435904	360807__C0FXX7__ERS852392_02700
ERR1913239.436215__1.436215	1262927__R7EX56__BN677_00089
ERR1913239.436237__1.436237	166486__D4KQG8__ERS852572_02379
ERR1913239.436444__1.436444	1897011__A0A1Q6RH97__BHW41_01945
ERR1913239.436730__1.436730	1150298__A0A174RP87__uppP_1
ERR1913239.437078__1.437078	1262911__R6GSH8__BN557_00939
ERR1913239.437340__1.437340	28117__A0A1Q6FAD1__ALIPUT_01287
ERR1913239.437394__1.437394	328814__GCA_004558275.1_00998
ERR1913239.437536__1.437536	1263000__R5EET9__BN466_01245
ERR1913239.437793__1.437793	1262927__R7EX56__BN677_00089
ERR1913239.438206__1.438206	74426__sugC
ERR1913239.438259__1.438259	214856__I3YMC8__ERS852447_02666
ERR1913239.438291__1.438291	166486__D4KZA5__ERS852572_03317
ERR1913239.438381__1.438381	1897011__A0A1Q6RET2__BHW41_04000
ERR1913239.438521__1.438521	901__B6WXA0__aroE
ERR1913239.438700__1.438700	147206__GCF_000156215.1_01777
ERR1913239.438799__1.438799	1262927__R7EX56__BN677_00089
ERR1913239.439048__1.439048	28116__A0A395VSP8__ERS852555_02642
ERR1913239.439136__1.439136	301301__A0A395V5S1__ERS852391_01890
ERR1913239.439656__1.439656	1262911__R6H2J2__BN557_01228
ERR1913239.439817__1.439817	821__A0A395US34__C5Z04_18975
ERR1913239.439920__1.439920	1262911__R6GN99__BN557_01784
ERR1913239.440151__1.440151	1263000__R5EH44__BN466_01492
ERR1913239.440324__1.440324	901__B6WUN6__DHV46_11020
ERR1913239.440723__1.440723	28118__F9ZCN2__DF785_09230
ERR1913239.440933__1.440933	39491__A0A395V0H6__ERS852580_02570
ERR1913239.441075__1.441075	166486__D4KUE4__ROSINTL182_08606
ERR1913239.441319__1.441319	1235835__R9LCU2__C814_02677
ERR1913239.441384__1.441384	1263000__R5EQI3__BN466_00125
ERR1913239.441744__1.441744	487174__R5EV44__HMPREF9448_01630
ERR1913239.442092__1.442092	745368__A0A1T4W6M6__SAMN02745178_00035
ERR1913239.442460__1.442460	166486__D4L3V9__ROSINTL182_07680
ERR1913239.442710__1.442710	1262927__R7EX56__BN677_00089
ERR1913239.443065__1.443065	46228__V8CD18__DXD17_11645
ERR1913239.443041__1.443041	74426__purL
ERR1913239.443262__1.443262	1262927__R7EX56__BN677_00089
ERR1913239.443509__1.443509	901__B6WXD6__DHV46_02215
ERR1913239.443479__1.443479	901__B6WR31__DESPIG_00511
ERR1913239.443721__1.443721	745368__A0A1T4W6M6__SAMN02745178_00035
ERR1913239.444043__1.444043	1262886__R6QIV0__BN563_00982
ERR1913239.444219__1.444219	901__B6WVE1__DESPIGER_2036
ERR1913239.444332__1.444332	1263000__R5EEL2__BN466_01100
ERR1913239.444508__1.444508	1263000__R5EVY6__BN466_01709
ERR1913239.444633__1.444633	1262911__R6GMZ7__BN557_01741
ERR1913239.444677__1.444677	901__B6WRK6__DESPIGER_0403
ERR1913239.444901__1.444901	1897011__A0A1Q6RI11__BHW41_00845
ERR1913239.444879__1.444879	1897011__A0A1Q6RI93__BHW41_01175
ERR1913239.445062__1.445062	166486__D4KUC4__arcB_1
ERR1913239.445058__1.445058	820__I9J701__ERS852510_01809
ERR1913239.445148__1.445148	39491__A0A395ZG74__licR
ERR1913239.445310__1.445310	1897011__A0A1Q6REX0__BHW41_04225
ERR1913239.445478__1.445478	1262927__R7EX56__BN677_00089
ERR1913239.445593__1.445593	487174__K0WV13__DIT83_10890
ERR1913239.445743__1.445743	1897011__A0A1Q6RG85__BHW41_02670
ERR1913239.446093__1.446093	572010__rpoB
ERR1913239.446635__1.446635	214856__A0A174ZZS1__ERS852559_01484
ERR1913239.446671__1.446671	853__A0A3E2V168__FAEPRAM212_00929
ERR1913239.447273__1.447273	46228__V8C8S2__RUMLAC_01015
ERR1913239.447243__1.447243	292800__U2BU47__ERS852544_01880
ERR1913239.447513__1.447513	901__B6WVN9__DESPIG_02157
ERR1913239.447597__1.447597	214856__I3YPI7__pepD_1
ERR1913239.447935__1.447935	1262927__R7EX56__BN677_00089
ERR1913239.448043__1.448043	1263000__R5EWT9__BN466_02076
ERR1913239.448308__1.448308	39488__A0A173U4P2__ERS852578_02139
ERR1913239.448635__1.448635	1261__D3MR67__SAMN05660467_01650
ERR1913239.448618__1.448618	1897011__A0A1Q6REU8__BHW41_04300
ERR1913239.448898__1.448898	166486__D4KU79__ROSINTL182_06970
ERR1913239.449001__1.449001	33039__A0A174ZIS2__RTO_10090
ERR1913239.449172__1.449172	821__A0A174V2F3__NCTC10583_01474
ERR1913239.449335__1.449335	172901__A0A2U1AVN0__C8D82_11716
ERR1913239.449563__1.449563	1262743__R5C054__BN727_01980
ERR1913239.449602__1.449602	360807__A0A173XR05__RIL183_10401
ERR1913239.449699__1.449699	853__A0A174C5M1__CGS58_04460
ERR1913239.450072__1.450072	1263000__R5EEL2__BN466_01100
ERR1913239.450441__1.450441	28117__B0MTS2__ALIPUT_00159
ERR1913239.450800__1.450800	1262942__R7R0H9__BN520_02111
ERR1913239.451004__1.451004	39491__A0A395UUN5__EUBREC_0291
ERR1913239.451005__1.451005	1263000__R5EJ76__BN466_01936
ERR1913239.451397__1.451397	1262911__R6GT76__BN557_01150
ERR1913239.451583__1.451583	360807__C0FXX7__ERS852392_02700
ERR1913239.452189__1.452189	1263000__R5EUG9__BN466_01476
ERR1913239.452270__1.452270	1501391__GCA_000786575.1_00026
ERR1913239.452678__1.452678	1262911__R6GHG8__BN557_01301
ERR1913239.453029__1.453029	376805__F0QZX4__Bacsa_0543
ERR1913239.453051__1.453051	1262927__R7EX56__BN677_00089
ERR1913239.453314__1.453314	853__A0A3E2V168__FAEPRAM212_00929
ERR1913239.453705__1.453705	1262927__R7EX56__BN677_00089
ERR1913239.454198__1.454198	61171__B9Y5T8__HOLDEFILI_01170
ERR1913239.455609__1.455609	901__B6WVE0__DESPIG_02056
ERR1913239.455741__1.455741	204516__U6RH18__HMPREF1534_01847
ERR1913239.456245__1.456245	74426__infB
ERR1913239.456742__1.456742	214856__A0A174FWM7__ERS852559_00590
ERR1913239.456826__1.456826	901__A0A1K1LG50__DESPIG_01817
ERR1913239.457450__1.457450	901__B6WY50__DESPIGER_1446
ERR1913239.457557__1.457557	328814__GCA_004558275.1_01001
ERR1913239.457591__1.457591	74426__purL
ERR1913239.457731__1.457731	46228__V8CAV6__addA
ERR1913239.457958__1.457958	40519__U2MCQ8__RUMCAL_00556
ERR1913239.458018__1.458018	29361__B6FKH5__CLONEX_00621
ERR1913239.458092__1.458092	487174__R5FN40__HMPREF9448_01366
ERR1913239.458570__1.458570	1897011__A0A1Q6RI90__BHW41_01230
ERR1913239.458648__1.458648	853__A8SCP3__C4N26_07960
ERR1913239.458794__1.458794	1739406__A0A2I1HZU8__HMPREF2902_04570
ERR1913239.458773__1.458773	328814__GCA_004558275.1_00998
ERR1913239.458942__1.458942	214856__A0A175A6T5__ERS852447_02658
ERR1913239.458979__1.458979	853__A8SB03__C4Q21_07960
ERR1913239.459296__1.459296	572010__rplN
ERR1913239.459270__1.459270	901__B6WRL8__epaO
ERR1913239.459377__1.459377	1262920__R5KD76__BN467_01465
ERR1913239.459380__1.459380	853__A0A174C5M1__CGS58_04460
ERR1913239.459526__1.459526	214856__A0A174EJT5__mnmA
ERR1913239.459582__1.459582	901__B6WTQ4__DESPIGER_1255
ERR1913239.460503__1.460503	1262889__R7HCF6__BN634_01122
ERR1913239.460511__1.460511	1150298__R7JUX4__ERS852535_02669
ERR1913239.460697__1.460697	328814__GCA_004558275.1_00293
ERR1913239.461129__1.461129	46503__A7AG59__ERS852463_00349
ERR1913239.461541__1.461541	28117__B0MY40__BHV66_05170
ERR1913239.461689__1.461689	216816__D6DCQ7__HMPREF1312_1623
ERR1913239.461727__1.461727	901__B6WXX4__DESPIGER_1515
ERR1913239.461797__1.461797	166486__D4L402__ROSINTL182_05182
ERR1913239.461919__1.461919	901__B6WUN6__DHV46_11020
ERR1913239.462003__1.462003	853__A0A3E2U7E6__ERS852582_01640
ERR1913239.462007__1.462007	28117__B0MVL2__BHV66_01645
ERR1913239.462018__1.462018	901__B6WTT7__DESPIG_01494
ERR1913239.462401__1.462401	901__B6WTR9__DESPIG_01476
ERR1913239.462603__1.462603	28117__B0MY41__BHV66_05165
ERR1913239.462607__1.462607	2108523__A0A2P2F677__LAWASA_1497
ERR1913239.462638__1.462638	1262927__R7EX56__BN677_00089
ERR1913239.462956__1.462956	1262992__R5D749__BN795_01063
ERR1913239.463038__1.463038	1203556__S3A9K1__HMPREF1478_01058
ERR1913239.463144__1.463144	246787__A0A0P0G684__cirA_10
ERR1913239.463202__1.463202	853__A0A173YYY4__DWZ04_09420
ERR1913239.463525__1.463525	1262992__R5DDC9__BN795_00492
ERR1913239.463607__1.463607	552398__F4XCQ4__HMPREF0866_01621
ERR1913239.464205__1.464205	1263000__R5EDV4__BN466_01097
ERR1913239.464445__1.464445	39496__A5Z5I2__EUBVEN_00963
ERR1913239.464483__1.464483	166486__C7GAX1__ERS852572_03188
ERR1913239.464552__1.464552	1262743__R5C9G8__BN727_01341
ERR1913239.464610__1.464610	246787__R6KDR9__BcellWH2_02360
ERR1913239.464994__1.464994	901__B6WUY7__DHV46_11425
ERR1913239.465587__1.465587	901__B6WUH5__DESPIGER_1779
ERR1913239.465649__1.465649	871327__A0A1H5WNU7__SAMN05444001_11221
ERR1913239.465827__1.465827	216816__D6ZSV1__CE169_00930
ERR1913239.466136__1.466136	1897011__A0A1Q6RH29__BHW41_01570
ERR1913239.466544__1.466544	901__B6WVN3__DHV46_02690
ERR1913239.467466__1.467466	74426__group_4808
ERR1913239.467473__1.467473	901__B6WXK8__DESPIG_02835
ERR1913239.467751__1.467751	901__B6WUY7__DHV46_11425
ERR1913239.467759__1.467759	1262911__R6H2J2__BN557_01228
ERR1913239.467840__1.467840	47678__R5UT83__DW706_09750
ERR1913239.467941__1.467941	901__B6WXD6__DHV46_02215
ERR1913239.467971__1.467971	28117__B0MVL5__BHV66_01660
ERR1913239.468036__1.468036	745368__A0A1T4W6M6__SAMN02745178_00035
ERR1913239.468353__1.468353	387090__S0F8B2__BACCOPRO_02129
ERR1913239.468423__1.468423	901__B6WVR4__DESPIGER_2125
ERR1913239.468688__1.468688	572010__pnp
ERR1913239.469095__1.469095	28117__B0MY34__BHV66_05195
ERR1913239.469169__1.469169	853__A0A173XRA8__CGS56_09290
ERR1913239.469402__1.469402	1897011__A0A1Q6RH29__BHW41_01570
ERR1913239.469464__1.469464	853__C7H7F8__yccM_1
ERR1913239.469647__1.469647	901__B6WTW8__DESPIGER_1202
ERR1913239.469865__1.469865	1262753__R5B0C5__BN813_01872
ERR1913239.469986__1.469986	1897011__A0A1Q6RH97__BHW41_01945
ERR1913239.470042__1.470042	1263000__R5EVY6__BN466_01709
ERR1913239.470048__1.470048	853__A0A3E2U7E6__ERS852582_01640
ERR1913239.470153__1.470153	214851__D1PNW5__SUBVAR_06036
ERR1913239.470559__1.470559	572010__nifJ
ERR1913239.470607__1.470607	28117__B0MY36__BHV66_05185
ERR1913239.470641__1.470641	394340__nifJ
ERR1913239.470712__1.470712	1897011__A0A1Q6RDB1__BHW41_05850
ERR1913239.470737__1.470737	853__A0A174C5M1__CGS58_04460
