ERR1913210.89__1.89	28117__B0MTV0__BHV66_06395
ERR1913210.301379__1.301379	1262882__R5MIY9__BN519_01097
ERR1913210.301382__1.301382	1262882__R5MYP8__BN519_00439
ERR1913210.301384__1.301384	853__D4KAK8__C4N21_13380
ERR1913210.301430__1.301430	562__P75859__AML60_03870
ERR1913210.301565__1.301565	74426__nifJ
ERR1913210.301665__1.301665	1262882__R5N3H1__BN519_01121
ERR1913210.301807__1.301807	823__A0A395YXR9__M091_4086
ERR1913210.301841__1.301841	1262911__R6GY78__BN557_00532
ERR1913210.301853__1.301853	853__A0A2A7B1Y7__C7K05_11930
ERR1913210.301866__1.301866	39491__A0A396FPV7__ERS852580_01177
ERR1913210.301965__1.301965	39492__D4JRV7__EUBSIR_01513
ERR1913210.302001__1.302001	820__A0A173YYG4__evgS_3
ERR1913210.302169__1.302169	1262882__R5N4D8__BN519_01497
ERR1913210.302549__1.302549	2108523__A0A2P2F8F4__LAWASA_2326
ERR1913210.302606__1.302606	820__A0A174LJB2__HMPREF1072_04112
ERR1913210.302792__1.302792	1262889__R7HBQ2__BN634_01539
ERR1913210.302885__1.302885	1262882__R5MEK3__BN519_00296
ERR1913210.302871__1.302871	853__A0A174C5M1__CGS58_04460
ERR1913210.302875__1.302875	39492__D4JW28__spoVFA
ERR1913210.302850__1.302850	1150298__A0A174IG30__ERS852535_01135
ERR1913210.302851__1.302851	1160721__R6TBU4__BHW50_04080
ERR1913210.303009__1.303009	1262958__R7GY37__BN645_00085
ERR1913210.303147__1.303147	1262882__R5MSX6__BN519_01697
ERR1913210.303326__1.303326	563769__GeneID:6973141
ERR1913210.303500__1.303500	10678__GeneID:2777421
ERR1913210.303648__1.303648	10678__GeneID:2777485
ERR1913210.303694__1.303694	1262744__R6FGX4__BN744_00191
ERR1913210.303847__1.303847	1262882__R5MKV8__BN519_01281
ERR1913210.303867__1.303867	46228__B5CPF2__RUMLAC_01345
ERR1913210.303947__1.303947	28026__A0A3E5HLJ8__BPSE_0576
ERR1913210.304347__1.304347	246787__A0A3D6AWJ7__AA416_00506
ERR1913210.304654__1.304654	39488__C0EXY6__ltaS1_2
ERR1913210.304664__1.304664	239935__B2UNF6__CXU17_03450
ERR1913210.304731__1.304731	562__P0ADK7__yibA
ERR1913210.304738__1.304738	328814__GCA_004558275.1_00036
ERR1913210.304859__1.304859	1262889__R7HD81__BN634_00648
ERR1913210.305103__1.305103	28116__C3QZB5__M088_3811
ERR1913210.305286__1.305286	1262911__R6GSH8__BN557_00939
ERR1913210.305529__1.305529	46228__V8C5S1__RUMLAC_02063
ERR1913210.305727__1.305727	1262921__R5M7E3__BN473_01889
ERR1913210.305823__1.305823	10678__GeneID:2777415
ERR1913210.305876__1.305876	357276__I9QBT7__BSEG_03340
ERR1913210.306379__1.306379	10678__GeneID:2777481
ERR1913210.306391__1.306391	1263000__R5EFA7__BN466_01197
ERR1913210.306459__1.306459	1262921__R5M951__BN473_02141
ERR1913210.306505__1.306505	1262921__R5M7E3__BN473_01889
ERR1913210.306678__1.306678	246787__A0A0N7IFH2__BcellWH2_02957
ERR1913210.306720__1.306720	418240__A0A174DPU9__ERS852523_01652
ERR1913210.307243__1.307243	1262911__R6GTZ4__BN557_01440
ERR1913210.307342__1.307342	371601__C3R2J2__ERS852396_04353
ERR1913210.307374__1.307374	28026__A0A267WJP6__AW18_01035
ERR1913210.307540__1.307540	46228__V8BL81__DXD17_11825
ERR1913210.307565__1.307565	1628085__A0A396QTT4__C7386_103139
ERR1913210.307665__1.307665	1262744__R6FTF7__BN744_00622
ERR1913210.307780__1.307780	218538__C9LQ92__GCWU000321_01724
ERR1913210.307798__1.307798	239935__R6J9Y2__CXT85_07000
ERR1913210.307809__1.307809	84112__F0HSK8__Elen_2450
ERR1913210.307857__1.307857	29348__B1BZ80__CLOSPI_00240
ERR1913210.307904__1.307904	562__P52045__CW278_17595
ERR1913210.307927__1.307927	1150298__A0A174PLY5__ERS852406_01056
ERR1913210.308017__1.308017	239935__A0A139TQT9__Amuc_1197
ERR1913210.308024__1.308024	1263000__R5ER71__BN466_00316
ERR1913210.308126__1.308126	46228__B5CQY8__RUMLAC_01887
ERR1913210.308215__1.308215	218538__C9LQG6__GCWU000321_01798
ERR1913210.308218__1.308218	562__P40876__fimC_1
ERR1913210.308223__1.308223	1262921__R5MBU7__BN473_02531
ERR1913210.308243__1.308243	626933__H1DGX0__HMPREF9449_01506
ERR1913210.308755__1.308755	1099853__R7DGD2__NSB1T_01240
ERR1913210.308715__1.308715	1099853__U5CNI5__NSB1T_06225
ERR1913210.308878__1.308878	39491__C4Z8B6__ERE_17960
ERR1913210.308917__1.308917	1262882__R5MKV8__BN519_01281
ERR1913210.309038__1.309038	39492__D4JWI6__EUBSIR_01073
ERR1913210.309122__1.309122	1262921__R5M5G9__BN473_01282
ERR1913210.309362__1.309362	1472761__GCA_002159295.1_00742
ERR1913210.309562__1.309562	328814__GCA_004558275.1_02280
ERR1913210.309693__1.309693	1099853__G9S7L9__NSB1T_02100
ERR1913210.309741__1.309741	46228__B5CPX5__RUMLAC_01520
ERR1913210.310303__1.310303	454154__G5SLB0__HMPREF9441_00129
ERR1913210.310464__1.310464	1262882__R5MMY3__BN519_00724
ERR1913210.310596__1.310596	823__A0A174VBJ5__M091_5021
ERR1913210.310607__1.310607	1262882__R5MYI1__BN519_00416
ERR1913210.310695__1.310695	239935__A0A139TVJ4__CXT86_02020
ERR1913210.310821__1.310821	853__A0A173YYY4__DWZ04_09420
ERR1913210.310920__1.310920	387661__B7B704__B5F96_16210
ERR1913210.311095__1.311095	39491__A0A395UXH0__EUBREC_0021
ERR1913210.311472__1.311472	46228__V8CAH7__HMPREF1202_00795
ERR1913210.311473__1.311473	301302__A0A173S3L8__vpr
ERR1913210.311434__1.311434	310298__B3JQJ5__BACCOP_04231
ERR1913210.311587__1.311587	189722__E0NQU7__HMPREF0658_0548
ERR1913210.311680__1.311680	357276__I9FTR0__HMPREF1065_02861
ERR1913210.312250__1.312250	563769__GeneID:6973157
ERR1913210.312335__1.312335	46228__V8BMA2__DXD17_11785
ERR1913210.312538__1.312538	1099853__G9S0L2__NSB1T_05115
ERR1913210.312624__1.312624	454154__G5ST90__HMPREF9441_02591
ERR1913210.312678__1.312678	820__A0A3E4W6P0__gmhA
ERR1913210.312802__1.312802	1124654__GeneID:14005780
ERR1913210.312768__1.312768	39492__D4JVG7__ERS852540_00946
ERR1913210.312882__1.312882	221029__GeneID:2777078
ERR1913210.313077__1.313077	817__F7LL02__M110_0756
ERR1913210.313128__1.313128	1262882__R5MY46__BN519_00355
ERR1913210.313199__1.313199	1796613__I8YN26__ADH74_13170
ERR1913210.313215__1.313215	1262882__R5MIW5__BN519_00945
ERR1913210.313282__1.313282	1262882__R5N1T9__BN519_00804
ERR1913210.313764__1.313764	418240__A0A173Y587__ERS852523_00316
ERR1913210.313829__1.313829	562__P0ADK7__yibA
ERR1913210.313921__1.313921	674529__R6UPX3__DXB21_06190
ERR1913210.314074__1.314074	818__A0A3E5GY47__SAMN02910322_02002
ERR1913210.314085__1.314085	562__P77183__CDL50_13955
ERR1913210.314127__1.314127	1150298__A0A174LLX0__dhaD
ERR1913210.314218__1.314218	357276__I8WEZ6__BACDOR_02323
ERR1913210.314424__1.314424	1262882__R5MIY9__BN519_01097
ERR1913210.314515__1.314515	1150298__R7JTG8__smf
ERR1913210.314544__1.314544	1262921__R5LMK9__BN473_01331
ERR1913210.314596__1.314596	214856__A0A175A6T5__ERS852447_02658
ERR1913210.314866__1.314866	357276__A0A076IXE0__HMPREF1064_04364
ERR1913210.314905__1.314905	544645__A0A3E4T3I0__DXC42_11400
ERR1913210.315013__1.315013	1262882__R5MIC9__BN519_00834
ERR1913210.315064__1.315064	246787__R6LGB3__BcellWH2_02361
ERR1913210.315265__1.315265	562__P0AFH7__oppC
ERR1913210.315278__1.315278	853__A0A173RZ39__C4N22_01650
ERR1913210.315334__1.315334	1262882__R5MM10__BN519_01679
ERR1913210.315414__1.315414	322505__xre_3
ERR1913210.315600__1.315600	562__P64549__K758_00320
ERR1913210.315686__1.315686	1099853__G9S865__NSB1T_02675
ERR1913210.315660__1.315660	39491__C4ZF05__vpr
ERR1913210.315981__1.315981	1150298__A0A174AP40__ERS852535_01165
ERR1913210.316602__1.316602	10678__GeneID:2777418
ERR1913210.316563__1.316563	28052__R7NBF2__ERS852451_02191
ERR1913210.316571__1.316571	820__A0A139KJ23__celCCA
ERR1913210.316675__1.316675	39492__D4JU79__EUBSIR_01975
ERR1913210.316869__1.316869	166486__D4L1D0__ROSINTL182_06446
ERR1913210.316993__1.316993	239935__A0A139TVJ4__CXT86_02020
ERR1913210.317205__1.317205	61171__B9Y5T8__HOLDEFILI_01170
ERR1913210.317278__1.317278	28026__R6NRA0__DXD35_00985
ERR1913210.317491__1.317491	820__A0A139KHX1__HMPREF2141_00289
ERR1913210.317500__1.317500	28117__B0N007__BHV66_10275
ERR1913210.317461__1.317461	1262921__R5MIC1__BN473_01006
ERR1913210.317658__1.317658	10678__GeneID:2777439
ERR1913210.317973__1.317973	328813__A0A1Y3QZ64__B5G41_14235
ERR1913210.318020__1.318020	39492__R6RYB8__ERS852540_00322
ERR1913210.318047__1.318047	1262824__R6RQ49__BN719_02290
ERR1913210.318135__1.318135	562__P0ABR8__antA
ERR1913210.318158__1.318158	471189__GCA_003340385.1_00307
ERR1913210.318232__1.318232	820__A0A3E4FZM1__adaA_2
ERR1913210.318324__1.318324	562__P76135__CTY41_23560
ERR1913210.318435__1.318435	39492__D4JSB6__ERS852540_00627
ERR1913210.318553__1.318553	820__A0A174B4N2__M093_2531
ERR1913210.318644__1.318644	817__A0A015YR67__M130_0551
ERR1913210.318647__1.318647	820__A0A3E4GA19__SAMN05444418_10562
ERR1913210.318685__1.318685	239935__A0A2N8ITX2__CXT86_11265
ERR1913210.318928__1.318928	351676__A0A2D0KSQ6__Xkoz_03831
ERR1913210.319021__1.319021	357276__B6W1Y1__BSEG_03960
ERR1913210.319040__1.319040	820__A0A139KH21__DXC80_01780
ERR1913210.319048__1.319048	239935__A0A139TPG3__CXT86_08810
ERR1913210.319159__1.319159	39492__D4JW10__pppA
ERR1913210.319218__1.319218	1262921__R5LSI3__BN473_01312
ERR1913210.319221__1.319221	28026__A0A395ZMF6__DXC75_06775
ERR1913210.319254__1.319254	1263000__R5EDV4__BN466_01097
ERR1913210.319266__1.319266	172901__A0A2U1B0B0__C8D82_11295
ERR1913210.319571__1.319571	454155__F3QXY1__HMPREF9442_03071
ERR1913210.319923__1.319923	10678__GeneID:2777387
ERR1913210.320089__1.320089	40518__R5DT93__DXD86_08730
ERR1913210.320095__1.320095	1262882__R5N0J9__BN519_00773
ERR1913210.320251__1.320251	1262882__R5MGI7__BN519_00643
ERR1913210.320356__1.320356	39492__D4JQU6__ERS852540_02194
ERR1913210.320507__1.320507	1262958__R7H434__BN645_00617
ERR1913210.320843__1.320843	1262882__R5MND9__BN519_00831
ERR1913210.320947__1.320947	418240__A0A173WPF0__spoIIIAE
ERR1913210.321046__1.321046	218538__C9LQW2__GCWU000321_01944
ERR1913210.321086__1.321086	1262921__R5M5G9__BN473_01282
ERR1913210.321134__1.321134	1897011__A0A1Q6RJ96__BHW41_00350
ERR1913210.321368__1.321368	40518__R5E2Z2__DXD93_09295
ERR1913210.321847__1.321847	166486__A0A173T114__ROSINTL182_05085
ERR1913210.321871__1.321871	40520__A0A3E5EH57__ERS852533_00253
ERR1913210.321888__1.321888	172901__A0A2U1B3W1__C8D82_10959
ERR1913210.321889__1.321889	39485__C4Z1W5__ERS852492_01530
ERR1913210.321927__1.321927	239935__B2UQP8__CXU15_01110
ERR1913210.322070__1.322070	820__A7UYX8__DXD40_11635
ERR1913210.322074__1.322074	74426__rpoC
ERR1913210.322281__1.322281	10678__GeneID:2777387
ERR1913210.322531__1.322531	39485__A0A174YSU1__ERS852492_00576
ERR1913210.322733__1.322733	39491__D6E408__EUBREC_1466
ERR1913210.322793__1.322793	239935__A0A2N8HTZ8__CXU09_01270
ERR1913210.322958__1.322958	552398__F4XCR9__HMPREF0866_01636
ERR1913210.323133__1.323133	1262882__R5MGK3__BN519_00655
ERR1913210.323089__1.323089	1262882__R5MSI5__BN519_01596
ERR1913210.323256__1.323256	458033__GCA_001482755.1_02203
ERR1913210.323186__1.323186	1262882__R5MHQ8__BN519_00707
ERR1913210.323308__1.323308	649756__B0NYW1__DCR88_01045
ERR1913210.323340__1.323340	1150298__A0A174SLJ2__ERS852498_03294
ERR1913210.323449__1.323449	1262744__R6G6M0__BN744_01270
ERR1913210.323514__1.323514	106588__A6NUL8__BACCAP_01900
ERR1913210.323707__1.323707	40520__R7DD10__glgB
ERR1913210.323716__1.323716	1150298__A0A174J629__ERS852498_00833
ERR1913210.323833__1.323833	29361__B6FKH5__CLONEX_00621
ERR1913210.324073__1.324073	1262911__R6GZ01__BN557_00641
ERR1913210.324139__1.324139	817__Q64UC5__M139_2208
ERR1913210.324142__1.324142	1150298__R7JTX5__ERS852535_01291
ERR1913210.324192__1.324192	1262921__R5MIC1__BN473_01006
ERR1913210.324253__1.324253	239935__A0A2N8HB50__CXU17_02615
ERR1913210.324515__1.324515	40518__R5DR96__RBATCC27255_01185
ERR1913210.324675__1.324675	1160721__W0U4N3__BHW50_05270
ERR1913210.324696__1.324696	1262918__R5CBG7__BN458_01203
ERR1913210.324717__1.324717	1262911__R6GZX7__BN557_00838
ERR1913210.324720__1.324720	820__A7VAS1__HMPREF2141_03259
ERR1913210.324983__1.324983	1262911__R6GUQ4__BN557_01581
ERR1913210.325115__1.325115	454154__G5SVT0__HMPREF9441_03497
ERR1913210.325187__1.325187	10678__GeneID:2777415
ERR1913210.325255__1.325255	820__I9A4U7__DHU98_12785
ERR1913210.325426__1.325426	1262921__R5M6V1__BN473_01728
ERR1913210.325456__1.325456	823__A0A3E4PAQ2__DDY96_18275
ERR1913210.325548__1.325548	357276__A0A1Y3ZD00__B5F00_16730
ERR1913210.325580__1.325580	1897011__A0A1Q6RH12__BHW41_01505
ERR1913210.325760__1.325760	1262921__R5M5G9__BN473_01282
ERR1913210.325892__1.325892	39492__R6RYB8__ERS852540_00322
ERR1913210.325926__1.325926	39491__A0A174K9A3__DXB69_07785
ERR1913210.325987__1.325987	246787__A0A3D6AWM8__BACCELL_01963
ERR1913210.326262__1.326262	1262921__R5MG79__BN473_00711
ERR1913210.326286__1.326286	33039__D4M149__ERS852390_03118
ERR1913210.326411__1.326411	239935__A0A2N8I1R3__CXU05_06075
ERR1913210.326495__1.326495	214856__R6Z288__ERS852447_00734
ERR1913210.326514__1.326514	1150298__A0A174RP87__uppP_1
ERR1913210.326636__1.326636	1099853__U5CN37__NSB1T_00425
ERR1913210.326767__1.326767	46228__V8CAH7__HMPREF1202_00795
ERR1913210.326807__1.326807	1262882__R5MYS9__BN519_00290
ERR1913210.326813__1.326813	239935__A0A139TSG7__CXU17_09600
ERR1913210.326956__1.326956	817__A0A380YUM5__M086_0682
ERR1913210.327099__1.327099	1160721__W0U1Y8__BHW50_02040
ERR1913210.327230__1.327230	871324__A0A1M6C0H7__SAMN05444350_103243
ERR1913210.327258__1.327258	853__A0A174C5M1__CGS58_04460
ERR1913210.327345__1.327345	1262911__R6H0U7__BN557_01104
ERR1913210.327281__1.327281	10678__GeneID:2777432
ERR1913210.327379__1.327379	301302__R5V5K3__M72_10541
ERR1913210.327607__1.327607	1262882__R5MZ58__BN519_00525
ERR1913210.327608__1.327608	310298__B3JEE8__BACCOP_00239
ERR1913210.327678__1.327678	28026__R6P898__DXD43_02725
ERR1913210.327700__1.327700	310298__B3JQJ5__BACCOP_04231
ERR1913210.327870__1.327870	823__A0A173V751__DXD05_02690
ERR1913210.327873__1.327873	1262921__R5LTU7__BN473_01717
ERR1913210.327954__1.327954	823__A0A174LDE8__M096_3277
ERR1913210.327983__1.327983	1262882__R5N526__BN519_01603
ERR1913210.327985__1.327985	1150298__R7JUS5__soxS_1
ERR1913210.328041__1.328041	214856__R6XKT4__ERS852559_01719
ERR1913210.328053__1.328053	28117__B0N028__BHV66_05935
ERR1913210.328231__1.328231	28026__C0BV24__DXC75_08705
ERR1913210.328248__1.328248	204516__U6R9E7__HMPREF1534_03313
ERR1913210.328599__1.328599	820__A0A139KJ23__celCCA
ERR1913210.328614__1.328614	46228__V8CAV6__addA
ERR1913210.328791__1.328791	1262744__R6FSD9__BN744_00303
ERR1913210.328911__1.328911	28026__A0A396BA17__DXC83_09095
ERR1913210.328870__1.328870	820__A0A174R952__DXB48_02570
ERR1913210.328935__1.328935	820__A0A396EWL3__ERS417307_03868
ERR1913210.329241__1.329241	418240__A0A174QSP2__kinA_1
ERR1913210.329435__1.329435	46228__B5CPX5__RUMLAC_01520
ERR1913210.329412__1.329412	28118__R6F5T0__Odosp_2509
ERR1913210.329526__1.329526	820__A0A3E4VZT7__DXB48_16145
ERR1913210.329664__1.329664	820__A0A139KIL9__DXC68_05945
ERR1913210.329612__1.329612	1262824__R6RUC5__BN719_01887
ERR1913210.329668__1.329668	884684__GCA_002892425.1_00913
ERR1913210.329699__1.329699	239935__A0A2N8HT44__CXT84_11035
ERR1913210.329858__1.329858	387661__K6AET8__HMPREF1077_00420
ERR1913210.329930__1.329930	820__A0A374Q854__HMPREF1073_03281
ERR1913210.330094__1.330094	239935__A0A2N8HHY4__DEF40_10850
ERR1913210.330137__1.330137	410072__A0A174DJM1__DXD67_05275
ERR1913210.330169__1.330169	1262911__R6GK39__BN557_01755
ERR1913210.330241__1.330241	175950__GeneID:955654
ERR1913210.330351__1.330351	1262736__R5YXP7__BN496_01309
ERR1913210.330663__1.330663	820__A0A174DZ97__SAMN05444418_101240
ERR1913210.330826__1.330826	29361__B6FRT6__CLONEX_02860
ERR1913210.330834__1.330834	820__A7V470__HMPREF1072_02076
ERR1913210.330912__1.330912	1262882__R5MIW5__BN519_00945
ERR1913210.331003__1.331003	1262882__R5MND9__BN519_00831
ERR1913210.331264__1.331264	166486__D4KU79__ROSINTL182_06970
ERR1913210.331372__1.331372	1262882__R5MGX3__BN519_00046
ERR1913210.331458__1.331458	28117__R7JJM9__ALIPUT_00662
ERR1913210.331471__1.331471	40520__A0A396A356__DXB81_07630
ERR1913210.331442__1.331442	853__A0A329UEG4__CHR60_00585
ERR1913210.331443__1.331443	189722__E0NQU7__HMPREF0658_0548
ERR1913210.331718__1.331718	1262882__R5MM90__BN519_01721
ERR1913210.331822__1.331822	1262882__A0A356PSJ4__BN519_01180
ERR1913210.331981__1.331981	328814__GCA_004558275.1_00289
ERR1913210.332174__1.332174	418240__C6JGW8__ERS852523_02296
ERR1913210.332293__1.332293	1262921__R5M2B7__BN473_00561
ERR1913210.332562__1.332562	1262882__R5N3H1__BN519_01121
ERR1913210.332618__1.332618	28052__R7N6Q7__rafA
ERR1913210.332671__1.332671	562__A0A0E1LDD5__B9N12_14240
ERR1913210.332738__1.332738	46503__R6X5W5__HMPREF1078_03156
ERR1913210.332829__1.332829	39492__D4JV86__spoIIE
ERR1913210.332833__1.332833	40518__R5DNI6__RBATCC27255_00844
ERR1913210.332905__1.332905	239935__A0A2N8IEP3__CXT84_03735
ERR1913210.333309__1.333309	46228__V8CCX0__HMPREF1202_00620
ERR1913210.333363__1.333363	823__A0A078SYK6__DXB14_02485
ERR1913210.333822__1.333822	1150298__R7JUS2__ERS852498_02193
ERR1913210.333846__1.333846	1262743__R5C054__BN727_01980
ERR1913210.333796__1.333796	46228__V8BL81__DXD17_11825
ERR1913210.333808__1.333808	820__R9I324__HMPREF2141_02414
ERR1913210.333935__1.333935	39491__A0A396FNY7__LD38_16155
ERR1913210.333962__1.333962	1262882__R5N5H2__BN519_01493
ERR1913210.334044__1.334044	28116__A0A078QF71__HMPREF1070_01231
ERR1913210.334345__1.334345	1263000__R5EIH8__BN466_01210
ERR1913210.334678__1.334678	33039__D4M0U9__mucD
ERR1913210.334729__1.334729	10678__GeneID:2777401
ERR1913210.334684__1.334684	39492__D4JVG7__ERS852540_00946
ERR1913210.334896__1.334896	1262882__R5N1T9__BN519_00804
ERR1913210.334901__1.334901	1262882__R5MHQ8__BN519_00707
ERR1913210.334937__1.334937	357276__A0A076IKP7__BACDOR_04239
ERR1913210.335031__1.335031	1262882__R5MEK3__BN519_00296
ERR1913210.335143__1.335143	1262882__R5MSP5__BN519_01637
ERR1913210.335259__1.335259	28117__B0MWP2__ALIPUT_01468
ERR1913210.335402__1.335402	39491__A0A395ZE48__DXB76_02395
ERR1913210.335504__1.335504	357276__I9R002__HMPREF1064_01826
ERR1913210.335575__1.335575	1262921__R5MFA8__BN473_00594
ERR1913210.335587__1.335587	823__D7ILK2__ERS852380_00031
ERR1913210.335667__1.335667	246787__R6LCL3__AA416_03522
ERR1913210.335731__1.335731	40518__R5E2Z2__DXD93_09295
ERR1913210.335882__1.335882	1262911__R6GUE9__BN557_01306
ERR1913210.335966__1.335966	1262882__R5MJ49__BN519_01124
ERR1913210.335984__1.335984	328814__GCA_004558275.1_00290
ERR1913210.336044__1.336044	1262882__R5MSX6__BN519_01697
ERR1913210.336656__1.336656	28117__B0MVL2__BHV66_01645
ERR1913210.336860__1.336860	1263000__R5EBJ1__BN466_00540
ERR1913210.336987__1.336987	1099853__G9S0L1__NSB1T_05095
ERR1913210.336992__1.336992	1262882__R5MIW5__BN519_00945
ERR1913210.337193__1.337193	28026__A0A174ANJ0__BPS1E_1565
ERR1913210.337611__1.337611	10742__GeneID:1262491
ERR1913210.337693__1.337693	239935__A0A2N8J1K0__CXT97_05765
ERR1913210.337989__1.337989	823__A6LHK0__M090_1297
ERR1913210.338116__1.338116	1150298__R7JUX4__ERS852535_02669
ERR1913210.338242__1.338242	1262921__R5M9E5__BN473_02191
ERR1913210.338421__1.338421	39491__A0A395ZHW3__ERS852417_01359
ERR1913210.338593__1.338593	328814__GCA_004558275.1_00296
ERR1913210.338608__1.338608	1262921__R5M1D5__BN473_00043
ERR1913210.339037__1.339037	820__A0A139KG04__ERS852459_01249
ERR1913210.339159__1.339159	1262882__R5MJ49__BN519_01124
ERR1913210.339277__1.339277	1262882__R5MKL9__BN519_00353
ERR1913210.339370__1.339370	28026__A0A174ALX1__DXB66_00950
ERR1913210.339358__1.339358	1262882__R5N4P6__BN519_01346
ERR1913210.339453__1.339453	1262744__R6FL72__BN744_01451
ERR1913210.339584__1.339584	1262882__R5MYI1__BN519_00416
ERR1913210.339591__1.339591	1262911__R6GZX7__BN557_00838
ERR1913210.339715__1.339715	1262882__R5MRS7__BN519_01490
ERR1913210.339814__1.339814	1262911__R6HJT1__BN557_00291
ERR1913210.339932__1.339932	1160721__R6TAA3__BHW50_03385
ERR1913210.340002__1.340002	1150298__A0A174S911__ERS852406_01972
ERR1913210.340018__1.340018	204516__U6RPN2__HMPREF1534_00368
ERR1913210.340184__1.340184	853__A0A173YYY4__DWZ04_09420
ERR1913210.340245__1.340245	626929__F3PGX4__B5F97_10765
ERR1913210.340275__1.340275	1262744__R6GCB6__BN744_00344
ERR1913210.340282__1.340282	40520__R7D7V1__DXC87_12020
ERR1913210.340349__1.340349	28118__F9Z7M5__B5F99_15930
ERR1913210.340488__1.340488	246787__A0A3D6AQP8__AA416_04153
ERR1913210.340507__1.340507	239935__A0A2N8IF99__lpdA
ERR1913210.340785__1.340785	1262882__R5MYG7__BN519_00405
ERR1913210.341124__1.341124	10678__GeneID:2777432
ERR1913210.341245__1.341245	246787__E2NH87__BcellWH2_04496
ERR1913210.341408__1.341408	74426__nifJ
ERR1913210.341439__1.341439	239935__R7DVW2__CXU02_03915
ERR1913210.341570__1.341570	823__D7IV95__DXC05_09565
ERR1913210.341695__1.341695	1262911__R6GPI7__BN557_00907
ERR1913210.341903__1.341903	1262921__R5LMK9__BN473_01331
ERR1913210.341920__1.341920	28026__A0A174A3C3__BBPC_1103
ERR1913210.341925__1.341925	39492__D4JR31__EUBSIR_00106
ERR1913210.342239__1.342239	1262882__R5N1T9__BN519_00804
ERR1913210.342292__1.342292	39492__D4JT68__spoIIIE
ERR1913210.342479__1.342479	28052__A0A174M9U3__ERS852451_02548
ERR1913210.342660__1.342660	46228__V8BYF1__HMPREF1202_02029
ERR1913210.342704__1.342704	28026__A0A267WLS3__DXD35_07705
ERR1913210.342932__1.342932	166486__D4KYB5__mcp3_2
ERR1913210.342961__1.342961	39491__A0A396FP46__cobD_2
ERR1913210.343009__1.343009	40518__R5DP91__RBL236_00890
ERR1913210.342972__1.342972	46503__R6Y4M7__HMPREF1078_03269
ERR1913210.343052__1.343052	39492__D4JX87__EUBSIR_00361
ERR1913210.343074__1.343074	10678__GeneID:2777471
ERR1913210.343182__1.343182	1262921__R5LMK9__BN473_01331
