ERR1913141.6__1.6	1681__A0A0E2ZCN8__DXD31_01560
ERR1913141.224813__1.224813	2292284__A0A374V8M3__DXC10_12345
ERR1913141.224842__1.224842	239935__A0A2N8HT18__CXT93_06135
ERR1913141.225065__1.225065	357276__I9R4T1__IY41_06800
ERR1913141.225122__1.225122	820__A0A3E4VZT7__DXB48_16145
ERR1913141.225261__1.225261	1501391__GCA_000786575.1_00128
ERR1913141.225665__1.225665	239935__A0A139TPG3__CXT86_08810
ERR1913141.225682__1.225682	446660__GCA_003428235.1_01919
ERR1913141.225707__1.225707	1501391__GCA_000786575.1_00084
ERR1913141.225718__1.225718	328814__GCA_004558275.1_00295
ERR1913141.225999__1.225999	1897011__A0A1Q6RC19__BHW41_06415
ERR1913141.226180__1.226180	239935__A0A139TLF5__CXU18_06685
ERR1913141.226462__1.226462	239935__A0A2N8HPX2__CXT90_09930
ERR1913141.226580__1.226580	820__A7VAR9__ERS852421_00197
ERR1913141.226654__1.226654	820__A0A3E4W6P0__gmhA
ERR1913141.226700__1.226700	1550024__G9RWW8__TQ39_12140
ERR1913141.226759__1.226759	1263000__R5EGP9__BN466_01419
ERR1913141.226959__1.226959	820__A0A3E4IGA7__DXD40_07110
ERR1913141.227070__1.227070	1262882__R5MJZ4__BN519_01269
ERR1913141.227109__1.227109	820__A0A1T4IYF4__mprA_1
ERR1913141.227176__1.227176	239935__A0A2N8IVK9__CXU08_03750
ERR1913141.227265__1.227265	1262882__R5N3T7__BN519_01188
ERR1913141.227323__1.227323	239935__A0A2N8IHY1__CXU06_00035
ERR1913141.227413__1.227413	116085__D4JAP6__DW747_11490
ERR1913141.227422__1.227422	239935__A0A2N8IU45__DEF40_02365
ERR1913141.227314__1.227314	371601__C3QB87__BN890_8390
ERR1913141.227821__1.227821	1550024__A0A0D8IWM4__TQ39_15635
ERR1913141.227873__1.227873	818__A0A3E5HZF3__HMPREF2534_03697
ERR1913141.227974__1.227974	338188__C9L3N5__BACFIN_09229
ERR1913141.228061__1.228061	39491__A0A395V297__EUR_01010
ERR1913141.228118__1.228118	214856__A0A173Z1B0__ERS852447_00765
ERR1913141.228136__1.228136	328814__GCA_004558275.1_00998
ERR1913141.228164__1.228164	1262882__R5MGI7__BN519_00643
ERR1913141.228304__1.228304	239935__A0A2N8HT18__CXT93_06135
ERR1913141.228570__1.228570	46506__B0NM04__DXC41_13195
ERR1913141.228761__1.228761	818__A0A3E5HDU6__C799_04515
ERR1913141.229082__1.229082	1262980__R5BSE9__BN814_02443
ERR1913141.229272__1.229272	328814__GCA_004558275.1_00035
ERR1913141.229543__1.229543	820__A0A174DZ97__SAMN05444418_101240
ERR1913141.229772__1.229772	1897011__A0A1Q6RDY7__BHW41_05255
ERR1913141.229948__1.229948	820__A0A396EXA7__DXB37_15530
ERR1913141.230130__1.230130	1501391__GCA_000786575.1_00083
ERR1913141.230220__1.230220	328814__GCA_004558275.1_00075
ERR1913141.230249__1.230249	820__A0A3E4VZT7__DXB48_16145
ERR1913141.230358__1.230358	1550024__A0A3B9WIA4__TQ39_14495
ERR1913141.230474__1.230474	1263107__GCA_000436995.1_00111
ERR1913141.230519__1.230519	1501391__GCA_000786575.1_00139
ERR1913141.230598__1.230598	239935__A0A139TPU7__CXT91_06575
ERR1913141.230703__1.230703	47678__R5U6B9__BACCAC_01372
ERR1913141.230879__1.230879	154046__A0A3E4UEA7__DXC39_07040
ERR1913141.231120__1.231120	371601__D6D4G5__DXD80_16235
ERR1913141.231360__1.231360	1501391__GCA_000786575.1_00056
ERR1913141.231452__1.231452	338188__C9KS28__BACFIN_05109
ERR1913141.231462__1.231462	1160721__R6TAA3__BHW50_03385
ERR1913141.231598__1.231598	818__A0A3E5HE16__C5Z03_22745
ERR1913141.231655__1.231655	1262882__R5N048__BN519_00502
ERR1913141.231860__1.231860	239935__A0A2N8I8X8__B5G29_00185
ERR1913141.232132__1.232132	1262882__R5MZF2__BN519_00592
ERR1913141.232313__1.232313	1603888__A0A133SJQ2__HMPREF3201_00575
ERR1913141.232529__1.232529	818__A0A3E5HXH0__NCTC13706_02166
ERR1913141.232722__1.232722	239935__A0A2N8IIB9__CXU04_01970
ERR1913141.232831__1.232831	239935__A0A2N8HW65__CXU09_08515
ERR1913141.232869__1.232869	239935__A0A2N8HH03__CXU09_08875
ERR1913141.232943__1.232943	818__A0A2J6AED2__C5Z03_02940
ERR1913141.233043__1.233043	1262882__R5MGI7__BN519_00643
ERR1913141.233617__1.233617	820__A0A139JRS5__HMPREF1073_04025
ERR1913141.233648__1.233648	823__A0A174W1A8__panE
ERR1913141.233650__1.233650	823__A0A174W1A8__panE
ERR1913141.233655__1.233655	239935__A0A139TSG7__CXU17_09600
ERR1913141.233879__1.233879	820__A0A173XIP7__B5G17_16050
ERR1913141.233805__1.233805	357276__B6W1Y5__IY41_11405
ERR1913141.233816__1.233816	357276__A0A076IKP2__HMPREF1063_00218
ERR1913141.233934__1.233934	1262882__R5MLA4__BN519_01536
ERR1913141.234017__1.234017	116085__D4J3V0__DW747_12385
ERR1913141.234151__1.234151	40520__R7DDE2__mglA_2
ERR1913141.234425__1.234425	1262882__R5MM25__BN519_00600
ERR1913141.234767__1.234767	1262882__R5MZ06__BN519_00492
ERR1913141.235055__1.235055	47678__A5ZB44__C5Z00_17730
ERR1913141.235269__1.235269	1262882__R5N678__BN519_01604
ERR1913141.235286__1.235286	820__A0A3E4HWJ4__DXD40_05945
ERR1913141.235314__1.235314	239935__A0A2N8I3Z7__CXU05_10555
ERR1913141.235509__1.235509	239935__A0A2N8HL50__CXT98_09135
ERR1913141.235517__1.235517	46506__A0A108TCV1__AA415_00106
ERR1913141.235564__1.235564	1501391__GCA_000786575.1_00154
ERR1913141.235574__1.235574	338188__A0A173XHS4__BACFIN_08438
ERR1913141.235856__1.235856	1501391__GCA_000786575.1_00055
ERR1913141.236019__1.236019	820__A0A174VD39__DXD90_12235
ERR1913141.236107__1.236107	357276__I9F327__DXD47_22495
ERR1913141.236350__1.236350	239935__A0A3F3K9J9__DEF40_00940
ERR1913141.236389__1.236389	239935__A0A2N8I9P4__CXT85_05050
ERR1913141.236458__1.236458	239935__A0A2N8HB50__CXU17_02615
ERR1913141.236639__1.236639	47678__R5USZ3__DXB67_12245
ERR1913141.236646__1.236646	239935__A0A2N8IU14__ADH72_05655
ERR1913141.236730__1.236730	1501391__GCA_000786575.1_00056
ERR1913141.236759__1.236759	239935__A0A2N8HM32__CXT85_08075
ERR1913141.236835__1.236835	1501391__GCA_000786575.1_00008
ERR1913141.236913__1.236913	820__A0A3E4RUC4__DHU98_02635
ERR1913141.237272__1.237272	39492__D4MIK7__EUBSIR_00676
ERR1913141.237544__1.237544	1262848__R6U8I0__BN818_01131
ERR1913141.237548__1.237548	301302__R5UK77__M72_08681
ERR1913141.237462__1.237462	1262882__R5MM96__BN519_01545
ERR1913141.237748__1.237748	1262882__R5N5S3__BN519_00085
ERR1913141.237759__1.237759	239935__B2UQB8__CXT86_01740
ERR1913141.238172__1.238172	239935__B2UPZ6__CXU03_03800
ERR1913141.238281__1.238281	1262882__R5N5S3__BN519_00085
ERR1913141.238436__1.238436	239935__A0A2N8IYM5__CXT84_05130
ERR1913141.238457__1.238457	46506__B0NM94__HMPREF1181_03250
ERR1913141.238470__1.238470	214856__R6XNE7__ERS852447_02267
ERR1913141.238517__1.238517	239935__A0A2N8I3G2__CXT89_00720
ERR1913141.238537__1.238537	820__A0A396EUV1__B5G17_06465
ERR1913141.238540__1.238540	39491__C4ZCV5__DXB99_11855
ERR1913141.238622__1.238622	239935__A0A2N8IRW0__A4V05_11620
ERR1913141.238630__1.238630	239935__A0A2N8ILG3__CXT93_10135
ERR1913141.238637__1.238637	53443__R5BZ81__RUMHYD_03672
ERR1913141.238837__1.238837	239935__A0A2N8IVK9__CXU08_03750
ERR1913141.238926__1.238926	1262882__R5N0M6__BN519_00794
ERR1913141.239127__1.239127	371601__F7LA63__HMPREF1074_04288
ERR1913141.239141__1.239141	745368__A0A1T4Y963__SAMN02745178_02859
ERR1913141.239403__1.239403	1262882__R5MEN9__BN519_00201
ERR1913141.239595__1.239595	357276__A0A0K2HI25__DXD47_04465
ERR1913141.239798__1.239798	1628085__A0A2U1BGI3__C7386_10130
ERR1913141.239959__1.239959	820__A0A173WZS4__DXD90_10250
ERR1913141.240079__1.240079	1111454__U7UQS1__HMPREF1250_2213
ERR1913141.240235__1.240235	47678__A5ZL09__BACCAC_03608
ERR1913141.240148__1.240148	239935__A0A2N8HTZ8__CXU09_01270
ERR1913141.240154__1.240154	239935__A0A2N8IJI1__B5G29_04615
ERR1913141.240264__1.240264	1160721__R6SW83__BHW50_08845
ERR1913141.240705__1.240705	820__A0A174F0C1__nreB
ERR1913141.240718__1.240718	1262882__R5MGS8__BN519_00565
ERR1913141.241281__1.241281	1262743__R5C054__BN727_01980
ERR1913141.241414__1.241414	1262911__R6HJS5__BN557_00288
ERR1913141.241435__1.241435	239935__A0A2N8HH03__CXU09_08875
ERR1913141.241866__1.241866	820__A0A1T4IY71__HMPREF2141_02402
ERR1913141.242044__1.242044	357276__A0A076II57__GV66_07710
ERR1913141.242052__1.242052	1501391__GCA_000786575.1_00015
ERR1913141.242112__1.242112	820__A0A3E4IGB2__HMPREF1073_03893
ERR1913141.242270__1.242270	239935__A0A2N8IIB9__CXU04_01970
ERR1913141.242373__1.242373	239935__B2URG9__CXU00_11290
ERR1913141.242411__1.242411	1603888__A0A133SJQ2__HMPREF3201_00575
ERR1913141.242474__1.242474	1262882__R5MMZ6__BN519_00737
ERR1913141.242675__1.242675	239935__A0A2N8HL50__CXT98_09135
ERR1913141.242726__1.242726	1550024__A0A0D8J230__TQ39_04480
ERR1913141.242902__1.242902	239935__A0A3F3K9J9__DEF40_00940
ERR1913141.242865__1.242865	357276__I8WEY2__ABI39_04185
ERR1913141.243014__1.243014	338188__A0A1C7H5S1__HMPREF1057_02183
ERR1913141.243301__1.243301	239935__A0A2N8HB50__CXU17_02615
ERR1913141.243380__1.243380	820__R9I324__HMPREF2141_02414
ERR1913141.243325__1.243325	853__A0A173RZ39__C4N22_01650
ERR1913141.243352__1.243352	820__A0A174GYA8__DXB64_07370
ERR1913141.243410__1.243410	818__A0A0N7I9C8__BT_2965
ERR1913141.243423__1.243423	1897011__A0A1Q6RG95__BHW41_02720
ERR1913141.243468__1.243468	239935__A0A2N8I6R6__CXU04_04335
ERR1913141.243486__1.243486	239935__A0A2N8HTZ8__CXU09_01270
ERR1913141.243497__1.243497	818__Q8A5L6__BT_2223
ERR1913141.243508__1.243508	371601__D6D5Q9__BN890_35020
ERR1913141.243599__1.243599	820__A0A3E4G3J9__ERS852459_02265
ERR1913141.243726__1.243726	823__K6A718__CEQ22_003390
ERR1913141.243738__1.243738	39491__A0A396FP46__cobD_2
ERR1913141.243791__1.243791	239935__R6J9Y2__CXT85_07000
ERR1913141.243848__1.243848	39488__A0A285PVA5__ERS852450_01472
ERR1913141.244170__1.244170	820__A0A1T4IY71__HMPREF2141_02402
ERR1913141.244249__1.244249	1262882__R5MPL0__BN519_01038
ERR1913141.244317__1.244317	820__A0A3E4W984__pssA
ERR1913141.244297__1.244297	820__I9TWZ7__DXC80_10550
ERR1913141.244402__1.244402	116085__D4JC71__DW747_00160
ERR1913141.244372__1.244372	357276__A0A076J8M3__ABI39_13695
ERR1913141.244453__1.244453	338188__C9KTQ6__BACFIN_05559
ERR1913141.244472__1.244472	1263107__GCA_000436995.1_00192
ERR1913141.244745__1.244745	823__A0A355XLQ9__DXC05_02185
ERR1913141.244739__1.244739	239935__A0A2N8IUQ8__CXU09_01665
ERR1913141.244793__1.244793	820__A0A174F0C1__nreB
ERR1913141.245078__1.245078	1262882__R5N1R4__BN519_00788
ERR1913141.245154__1.245154	338188__C9KTQ6__BACFIN_05559
ERR1913141.245240__1.245240	357276__I9R002__HMPREF1064_01826
ERR1913141.245550__1.245550	239935__A0A139TQT9__Amuc_1197
ERR1913141.245574__1.245574	820__A7V092__hldE
ERR1913141.245618__1.245618	820__A0A174GYA8__DXB64_07370
ERR1913141.245680__1.245680	239935__A0A2N8HSC0__CXU06_05505
ERR1913141.245748__1.245748	239935__A0A2N8I390__CXU16_10675
ERR1913141.245862__1.245862	1262882__R5MHX6__BN519_00733
ERR1913141.245928__1.245928	338188__K5C9M2__BACFIN_06121
ERR1913141.245939__1.245939	239935__A0A2N8IMC3__CXT96_03840
ERR1913141.246043__1.246043	820__A0A3E4VZY4__ERS852554_01211
ERR1913141.246166__1.246166	1297617__A0A0S2W483__BIV19_03515
ERR1913141.246270__1.246270	40518__R5DUU0__DXD93_03985
ERR1913141.246339__1.246339	47678__R5UMP1__CGC64_03365
ERR1913141.246361__1.246361	818__A0A139KCA0__SAMN05216253_102371
ERR1913141.246484__1.246484	1263000__R5EXT3__BN466_02213
ERR1913141.246589__1.246589	328814__GCA_004558275.1_00078
ERR1913141.246656__1.246656	239935__A0A2N8HW65__CXU09_08515
ERR1913141.246679__1.246679	214856__I3YPI7__pepD_1
ERR1913141.247040__1.247040	823__D0T9E4__DHW69_09115
ERR1913141.247073__1.247073	1263000__R5EDV4__BN466_01097
ERR1913141.247190__1.247190	371601__A0A1C7H1B8__BN890_22320
ERR1913141.247219__1.247219	40518__R5E4V5__RBL263_01242
ERR1913141.247220__1.247220	39496__A5Z3N0__EUBVEN_00276
ERR1913141.247233__1.247233	1550024__G9RXA1__TQ39_18810
ERR1913141.247324__1.247324	214856__A0A173YE57__ERS852559_00126
ERR1913141.247337__1.247337	239935__A0A139TPD8__CXU12_11015
ERR1913141.247485__1.247485	823__A6LHK0__M090_1297
ERR1913141.247494__1.247494	853__A0A173SUU8__CGS54_06840
ERR1913141.247532__1.247532	871327__A0A1H5WNU7__SAMN05444001_11221
ERR1913141.247618__1.247618	239935__A0A2N8INZ4__CXU08_03560
ERR1913141.247777__1.247777	239935__A0A2N8IKW7__pstA
ERR1913141.247795__1.247795	1262882__R5MFR3__BN519_00473
ERR1913141.247962__1.247962	1262888__R6P8S8__BN582_00978
ERR1913141.247997__1.247997	47678__R5U9Z0__HMPREF1061_03210
ERR1913141.248263__1.248263	328814__GCA_004558275.1_01001
ERR1913141.248298__1.248298	116085__D4J7I3__DW747_10245
ERR1913141.248687__1.248687	338188__C9L0Q1__HMPREF1057_02400
ERR1913141.248762__1.248762	239935__A0A2N8I8X8__B5G29_00185
ERR1913141.248823__1.248823	239935__A0A2N8HL50__CXT98_09135
ERR1913141.248901__1.248901	239935__A0A2N8IIB9__CXU04_01970
ERR1913141.249052__1.249052	1262882__R5MEI8__BN519_00283
ERR1913141.249295__1.249295	357276__D1K3K9__EL88_23995
ERR1913141.249466__1.249466	116085__D4J859__DW747_06365
ERR1913141.249586__1.249586	1501391__GCA_000786575.1_00115
ERR1913141.249729__1.249729	239935__A0A2N8HBM4__CXT85_06270
ERR1913141.249742__1.249742	360807__C0FPW0__ROSEINA2194_00763
ERR1913141.249758__1.249758	239935__A0A2N8IMC3__CXT96_03840
ERR1913141.249906__1.249906	357276__I9RCD3__IY41_15070
ERR1913141.249926__1.249926	239935__A0A139TQT9__Amuc_1197
ERR1913141.249872__1.249872	818__R7KZF1__C5Z03_07410
ERR1913141.249966__1.249966	328814__GCA_004558275.1_00293
ERR1913141.250005__1.250005	239935__A0A2N8I3G2__CXT89_00720
ERR1913141.250306__1.250306	100884__E7GED8__HMPREF9488_03310
ERR1913141.250310__1.250310	820__A0A3E4VZY4__ERS852554_01211
ERR1913141.250380__1.250380	818__Q8A112__BT_3859
ERR1913141.250427__1.250427	357276__D1K3K9__EL88_23995
ERR1913141.250583__1.250583	239935__A0A2N8I8X8__B5G29_00185
ERR1913141.250698__1.250698	239935__B2UQB8__CXT86_01740
ERR1913141.250704__1.250704	40518__R5E282__DXD86_08940
ERR1913141.250730__1.250730	239935__A0A2N8I3Z7__CXU05_10555
ERR1913141.250817__1.250817	1263006__R6LYW4__BN515_01529
ERR1913141.251099__1.251099	239935__A0A2N8I3Z7__CXU05_10555
ERR1913141.251116__1.251116	239935__A0A2N8IHY1__CXU06_00035
ERR1913141.251423__1.251423	239935__A0A2N8I3Z7__CXU05_10555
ERR1913141.251406__1.251406	820__A0A3E4VZT7__DXB48_16145
ERR1913141.251538__1.251538	116085__D4JBR5__DW747_01030
ERR1913141.251550__1.251550	47678__A5ZBD0__ERS852494_02920
ERR1913141.251577__1.251577	820__A0A3E4RUC4__DHU98_02635
ERR1913141.251583__1.251583	328814__GCA_004558275.1_00987
ERR1913141.251627__1.251627	35833__E5YB85__HMPREF0179_03458
ERR1913141.251739__1.251739	820__A0A139K5A6__DXB48_12175
ERR1913141.251897__1.251897	357276__B6W1J2__BACDOR_03380
ERR1913141.251950__1.251950	1262911__R6GT76__BN557_01150
ERR1913141.251956__1.251956	820__A0A174B4N2__M093_2531
ERR1913141.252163__1.252163	74426__purL
ERR1913141.252224__1.252224	239935__A0A2N8HT44__CXT84_11035
ERR1913141.252259__1.252259	40518__R5DXH2__DXD83_10135
ERR1913141.252340__1.252340	818__Q8A2L4__Btheta7330_05011
ERR1913141.252751__1.252751	239935__R7DVL7__CXT93_01180
ERR1913141.253120__1.253120	823__A6L9D3__ERS852560_03374
ERR1913141.253362__1.253362	100884__E7GA07__DXB26_11180
ERR1913141.253446__1.253446	820__A0A174CK74__DXB48_07060
ERR1913141.253615__1.253615	35833__E5Y8N1__HMPREF0179_02549
ERR1913141.253865__1.253865	39492__D4JTG7__EUBSIR_00572
ERR1913141.254049__1.254049	1262911__R6HMT5__BN557_00797
ERR1913141.254093__1.254093	338188__A0A1C7H5S1__HMPREF1057_02183
ERR1913141.254200__1.254200	820__A0A173W419__DXC68_17760
ERR1913141.254292__1.254292	47678__R5UU99__C5Z00_11925
ERR1913141.254340__1.254340	40518__R5DU52__RB5AMG_02245
ERR1913141.254446__1.254446	371601__A0A1H4GXQ8__CW1_1432
ERR1913141.254596__1.254596	1262882__R5MRS7__BN519_01490
ERR1913141.254602__1.254602	820__A0A174F696__macB_13
ERR1913141.254605__1.254605	1150298__A0A174AM35__ERS852498_00645
ERR1913141.254647__1.254647	239935__B2URG6__CXU02_00030
ERR1913141.254660__1.254660	1263000__R5EET9__BN466_01245
ERR1913141.254668__1.254668	239935__A0A2N8HZW2__A4V05_11120
ERR1913141.254746__1.254746	47678__R5UER2__CGC64_00710
ERR1913141.254893__1.254893	1681__K2IQE2__uvrD
ERR1913141.254915__1.254915	1262882__R5N1M9__BN519_00768
ERR1913141.254981__1.254981	1262882__R5MLP5__BN519_01602
ERR1913141.255016__1.255016	239935__R6JAS2__CXU02_10725
ERR1913141.255267__1.255267	239935__A0A139TPG3__CXT86_08810
ERR1913141.255336__1.255336	1897011__A0A1Q6RJH2__BHW41_00235
ERR1913141.255488__1.255488	328814__GCA_004558275.1_00288
ERR1913141.255574__1.255574	46503__K6A7H7__DCY29_03460
ERR1913141.255600__1.255600	820__A7V8C2__ERS852554_01338
ERR1913141.255877__1.255877	47678__A5ZHJ2__DXB67_12405
ERR1913141.255880__1.255880	1550024__A0A0D8J230__TQ39_04480
ERR1913141.255897__1.255897	820__A0A139KIL9__DXC68_05945
ERR1913141.256028__1.256028	387661__B7B704__B5F96_16210
ERR1913141.256346__1.256346	1501391__GCA_000786575.1_00059
ERR1913141.256510__1.256510	239935__A0A2N8I3Z7__CXU05_10555
ERR1913141.256714__1.256714	820__A0A139KIL9__DXC68_05945
ERR1913141.256761__1.256761	1501391__GCA_000786575.1_00020
ERR1913141.256815__1.256815	116085__D4J4J2__DW747_14050
ERR1913141.256817__1.256817	239935__A0A2N8INK7__Amuc_0521
ERR1913141.256818__1.256818	1262882__R5MRT2__BN519_01494
ERR1913141.256820__1.256820	47678__R5U9X5__BACCAC_01339
ERR1913141.256904__1.256904	239935__A0A139TPG3__CXT86_08810
ERR1913141.257262__1.257262	820__A0A174A6K0__M093_0079
ERR1913141.257412__1.257412	1262911__R6GPC5__BN557_00852
ERR1913141.257541__1.257541	328814__GCA_004558275.1_02278
ERR1913141.257595__1.257595	239935__R6JWJ7__CXT94_02580
ERR1913141.257597__1.257597	1981510__A0A2K9P3G9__tagF
ERR1913141.257937__1.257937	357276__B6W5Q9__HMPREF1063_03125
ERR1913141.258025__1.258025	239935__R7DVL7__CXT93_01180
ERR1913141.258098__1.258098	820__A0A3E4WCC2__lptB_1
ERR1913141.258123__1.258123	1501391__GCA_000786575.1_00115
ERR1913141.258259__1.258259	820__A0A139K5A6__DXB48_12175
ERR1913141.258494__1.258494	1262882__R5N1T9__BN519_00804
ERR1913141.258543__1.258543	1262882__R5MJZ4__BN519_01269
ERR1913141.258581__1.258581	1263000__R5EYJ0__BN466_02095
ERR1913141.258644__1.258644	1550024__G9RPC6__TQ39_05630
ERR1913141.258822__1.258822	47678__R5U2I4__ERS852558_03712
ERR1913141.258898__1.258898	239935__A0A3F3K985__CXT98_05805
ERR1913141.258917__1.258917	820__A0A3E4IGA7__DXD40_07110
ERR1913141.259026__1.259026	47678__A5ZI88__BACCAC_02617
ERR1913141.259029__1.259029	818__A0A0N7I9H8__ERS852461_00040
ERR1913141.259100__1.259100	1262882__R5MN65__BN519_00771
ERR1913141.259082__1.259082	1262882__R5MHZ2__BN519_00742
ERR1913141.259219__1.259219	1501391__GCA_000786575.1_00080
ERR1913141.259450__1.259450	820__A0A174F0C1__nreB
ERR1913141.259610__1.259610	1263000__R5EEL2__BN466_01100
ERR1913141.259756__1.259756	239935__A0A2N8HPS5__Amuc_0950
ERR1913141.259852__1.259852	46506__S3YD95__AA415_02538
ERR1913141.259881__1.259881	1262882__R5N3A4__BN519_01270
ERR1913141.259891__1.259891	239935__B2URG6__CXU02_00030
ERR1913141.259897__1.259897	1262882__R5MFY4__BN519_00529
ERR1913141.260144__1.260144	1263000__R5EUG9__BN466_01476
ERR1913141.260283__1.260283	1262882__R5MPY4__BN519_01128
ERR1913141.260338__1.260338	1501391__GCA_000786575.1_00101
ERR1913141.260323__1.260323	239935__A0A139TPG3__CXT86_08810
ERR1913141.260327__1.260327	820__A0A396EUU8__luxQ_3
ERR1913141.260490__1.260490	239935__A0A2N8HB50__CXU17_02615
ERR1913141.260463__1.260463	360807__C0FMY6__ROSEINA2194_00074
ERR1913141.260931__1.260931	371601__D7J5K3__DXD80_05815
ERR1913141.261462__1.261462	1501391__GCA_000786575.1_00060
ERR1913141.261509__1.261509	47678__R5U206__C5Z00_07065
ERR1913141.261540__1.261540	1550024__A0A0D8IYM8__ASJ35_18670
ERR1913141.261547__1.261547	239935__A0A2N8IRW0__A4V05_11620
ERR1913141.261566__1.261566	820__A0A3E4RU03__M093_0563
ERR1913141.261831__1.261831	820__A0A3E4IGA7__DXD40_07110
ERR1913141.261907__1.261907	47678__R5UZM4__DW706_15680
ERR1913141.262017__1.262017	820__A0A3E4G493__ERS417307_00253
ERR1913141.262061__1.262061	39491__A0A396FQV7__T1815_10751
ERR1913141.262384__1.262384	239935__A0A139TPG3__CXT86_08810
ERR1913141.262506__1.262506	214856__R6YC22__ERS852447_01215
ERR1913141.262601__1.262601	818__Q8A5L9__BJP75_000955
ERR1913141.262632__1.262632	820__A0A3E4G3J9__ERS852459_02265
ERR1913141.262937__1.262937	239935__A0A2N8IFA0__CXT92_02050
ERR1913141.263011__1.263011	1262992__R5D3X7__BN795_00539
ERR1913141.263372__1.263372	1262882__R5MHQ8__BN519_00707
ERR1913141.263496__1.263496	820__R9HXK9__DXB62_08265
ERR1913141.263565__1.263565	328814__GCA_004558275.1_00987
ERR1913141.263575__1.263575	371601__D7J175__DXD03_05675
ERR1913141.263616__1.263616	47678__R5U7T0__CGC64_00755
ERR1913141.263787__1.263787	820__A0A3E4W4Y7__B5G17_02055
ERR1913141.263941__1.263941	239935__A0A2N8IKW7__pstA
ERR1913141.264210__1.264210	1550024__G9RXV5__TQ39_13455
ERR1913141.264358__1.264358	357276__A0A0M1VYB8__HMPREF1063_02104
ERR1913141.264366__1.264366	820__R9HUV5__HMPREF2141_02582
ERR1913141.264368__1.264368	116085__D4J3T3__DW747_12460
ERR1913141.264428__1.264428	1501391__GCA_000786575.1_00158
ERR1913141.264464__1.264464	1550024__A0A0D8IY45__ASJ35_05575
ERR1913141.264632__1.264632	40518__R5DYU1__DXD86_01160
ERR1913141.264603__1.264603	1262882__R5MK82__BN519_00260
ERR1913141.264796__1.264796	239935__A0A2N8IUW6__Amuc_1525
ERR1913141.264898__1.264898	371601__C3R084__DXD80_12980
ERR1913141.265352__1.265352	820__A0A374Q351__DXD40_05850
ERR1913141.265372__1.265372	820__A0A174LJB2__HMPREF1072_04112
ERR1913141.265500__1.265500	820__A0A174F0C1__nreB
ERR1913141.265628__1.265628	239935__A0A2N8IRW0__A4V05_11620
ERR1913141.265740__1.265740	820__A0A174GYA8__DXB64_07370
ERR1913141.265875__1.265875	1262882__R5MHA1__BN519_00763
ERR1913141.265893__1.265893	239935__A0A139TPG3__CXT86_08810
ERR1913141.266010__1.266010	1897011__A0A1Q6RGA5__BHW41_02775
ERR1913141.266096__1.266096	214856__R6XNE7__ERS852447_02267
ERR1913141.266128__1.266128	818__Q8A3R2__C799_03293
ERR1913141.266396__1.266396	357276__A0A076INK2__BSEG_04225
