ERR1913223.13__1.13	28111__E5WZR2__HMPREF1016_02168
ERR1913223.1021796__1.1021796	239935__A0A2N8HT44__CXT84_11035
ERR1913223.1022009__1.1022009	45851__D4S0T7__BHV86_09275
ERR1913223.1022124__1.1022124	45851__D4RZ86__BHV86_03570
ERR1913223.1022137__1.1022137	39485__R5ZRT8__gmr_6
ERR1913223.1022146__1.1022146	28118__A0A1Y3Y204__NCTC10826_02015
ERR1913223.1022207__1.1022207	39491__C4Z9D4__DXD95_00055
ERR1913223.1022270__1.1022270	1262825__R5EL82__BN724_00573
ERR1913223.1022303__1.1022303	33039__D4M149__ERS852390_03118
ERR1913223.1022657__1.1022657	45851__D4RWC5__BHV86_07005
ERR1913223.1022675__1.1022675	2022527__A0A264Y5Y7__CHL74_10300
ERR1913223.1022974__1.1022974	165179__R6PNJ9__PREVCOP_04730
ERR1913223.1023024__1.1023024	745368__A0A1T4WBJ5__SAMN02745178_00329
ERR1913223.1023207__1.1023207	165179__A0A3E5AE59__DXC61_12885
ERR1913223.1023338__1.1023338	2173__A5UK74__pyrP
ERR1913223.1023411__1.1023411	33039__D4M1J4__ERS852390_02215
ERR1913223.1023438__1.1023438	39485__A0A174ZBJ8__speA_2
ERR1913223.1023493__1.1023493	39485__C4Z6F3__EUBELI_20400
ERR1913223.1023580__1.1023580	165179__A0A3E5E6S6__DXB80_07575
ERR1913223.1023648__1.1023648	1262961__R6DNK8__BN710_00013
ERR1913223.1023610__1.1023610	1262761__R6QN52__BN606_00884
ERR1913223.1023687__1.1023687	1284680__A0A095YUF3__HMPREF1627_06780
ERR1913223.1023700__1.1023700	1262886__R6QKQ6__BN563_01547
ERR1913223.1023721__1.1023721	45851__D4RWP4__BHV86_06190
ERR1913223.1023755__1.1023755	1897011__A0A1Q6RDN9__BHW41_05070
ERR1913223.1023959__1.1023959	1262760__R5LX91__BN758_00149
ERR1913223.1024146__1.1024146	33039__A0A173VSH9__ERS852530_05439
ERR1913223.1024282__1.1024282	39485__A0A175A023__yhhT
ERR1913223.1024296__1.1024296	1547597__A0A318N8J3__IE90_11545
ERR1913223.1024326__1.1024326	45851__D4RYS4__BHV86_05460
ERR1913223.1024367__1.1024367	1263006__R6LU28__BN515_01365
ERR1913223.1024512__1.1024512	214856__A0A174EQR4__rsmA
ERR1913223.1024547__1.1024547	40519__U2LEF7__RUMCAL_03220
ERR1913223.1024869__1.1024869	33043__A0A173YUV6__ERS852386_00507
ERR1913223.1024915__1.1024915	1262761__R6RBJ5__BN606_02022
ERR1913223.1024894__1.1024894	39485__C4Z6V7__walK
ERR1913223.1025050__1.1025050	745368__A0A1T4Y437__SAMN02745178_02934
ERR1913223.1025266__1.1025266	1262961__R6DXD4__BN710_01582
ERR1913223.1025348__1.1025348	853__A0A174BZY1__xerD_1
ERR1913223.1025386__1.1025386	28139__A0A379MUK5__xerD_3
ERR1913223.1025513__1.1025513	165179__A0A174SA26__PREVCOP_05758
ERR1913223.1025576__1.1025576	39491__A0A0M6WWT1__dus_2
ERR1913223.1025666__1.1025666	1263006__R6LKA3__BN515_00205
ERR1913223.1025714__1.1025714	745368__A0A1T4WAU4__SAMN02745178_00333
ERR1913223.1025808__1.1025808	100886__E2NQS0__CATMIT_00923
ERR1913223.1025816__1.1025816	39485__A0A174YMD0__EUBELI_01093
ERR1913223.1026147__1.1026147	1262961__R6DMJ8__BN710_00674
ERR1913223.1026094__1.1026094	39485__A0A175A403__EUBELI_20577
ERR1913223.1026303__1.1026303	821__A0A3E4HP25__SAMN04487923_102450
ERR1913223.1026377__1.1026377	45851__D4RW33__ylbJ
ERR1913223.1026448__1.1026448	2173__A0A1D2WX19__METSMIF1_03132
ERR1913223.1026471__1.1026471	310298__B3JFI7__BACCOP_00636
ERR1913223.1026520__1.1026520	39485__A0A174Z8V5__fliU_2
ERR1913223.1026556__1.1026556	1262945__R6YN47__BN600_01557
ERR1913223.1026789__1.1026789	1262959__R5XZZ3__BN680_01211
ERR1913223.1026790__1.1026790	745368__A0A1T4X705__SAMN02745178_01472
ERR1913223.1026842__1.1026842	2022527__A0A264Y8U3__CHL74_04860
ERR1913223.1026932__1.1026932	1262825__R5EK50__BN724_00239
ERR1913223.1026972__1.1026972	165179__A0A3E5E7J5__DXC61_10360
ERR1913223.1027275__1.1027275	1262882__R5MFK5__BN519_00378
ERR1913223.1027251__1.1027251	1263006__R6LJG8__BN515_01754
ERR1913223.1027415__1.1027415	39485__C4Z0I4__ERS852492_00258
ERR1913223.1027451__1.1027451	1262911__R6H0U7__BN557_01104
ERR1913223.1027798__1.1027798	45851__D4S1B2__BHV86_08920
ERR1913223.1027977__1.1027977	39485__C4Z390__EUBELI_01689
ERR1913223.1028050__1.1028050	39490__U2Q312__ERS852448_03061
ERR1913223.1028052__1.1028052	2108523__A0A2P2F5J6__LAWASA_1285
ERR1913223.1028058__1.1028058	131111__A0A0E9E2L5__CYJ25_01895
ERR1913223.1028303__1.1028303	47678__R5U206__C5Z00_07065
ERR1913223.1028390__1.1028390	1262825__R5E9W7__BN724_00536
ERR1913223.1028466__1.1028466	1735__B7C8H9__EUBIFOR_00483
ERR1913223.1028864__1.1028864	39490__U2PBH7__HMPREF0373_03331
ERR1913223.1028933__1.1028933	88431__A6BGH9__ERS852408_02691
ERR1913223.1029000__1.1029000	1796613__A0A1C7H6N8__ADH74_01350
ERR1913223.1029012__1.1029012	165179__A0A174SA26__PREVCOP_05758
ERR1913223.1029275__1.1029275	1512__A0A174IEH4__HMPREF9474_03659
ERR1913223.1029320__1.1029320	357276__I8WAB8__B5F00_08100
ERR1913223.1029343__1.1029343	1262961__R6DY50__BN710_00690
ERR1913223.1029486__1.1029486	39485__C4Z208__ywiB
ERR1913223.1029657__1.1029657	45851__D4S366__BUTYVIB_02552
ERR1913223.1029766__1.1029766	100886__E2NUI0__ERS852383_04330
ERR1913223.1030016__1.1030016	1262825__R5E978__BN724_00307
ERR1913223.1030060__1.1030060	1965639__A0A1Y3XLD6__B5G03_08035
ERR1913223.1030080__1.1030080	45851__D4S0P6__BUTYVIB_01665
ERR1913223.1030153__1.1030153	45851__D4S283__BUTYVIB_02205
ERR1913223.1030263__1.1030263	45851__D4S1P9__BUTYVIB_02021
ERR1913223.1030398__1.1030398	100886__E2NQ91__CATMIT_00742
ERR1913223.1030464__1.1030464	1680__A0A374QDL4__LMG18897_0432
ERR1913223.1031122__1.1031122	1262761__R6R840__BN606_01433
ERR1913223.1031129__1.1031129	45851__D4RYQ9__BUTYVIB_00967
ERR1913223.1031149__1.1031149	1262761__R6RU22__BN606_01110
ERR1913223.1031306__1.1031306	2173__A0A1D2WRI1__BK798_01230
ERR1913223.1031398__1.1031398	1262886__R6QJF6__BN563_01169
ERR1913223.1031513__1.1031513	371601__A0A1C7H1B8__BN890_22320
ERR1913223.1031562__1.1031562	39485__A0A174ZNW9__luxQ_1
ERR1913223.1031639__1.1031639	1262882__R5MYX5__BN519_00333
ERR1913223.1031702__1.1031702	1263006__R6LND6__BN515_01578
ERR1913223.1031796__1.1031796	1262760__R5LPW2__BN758_01013
ERR1913223.1031931__1.1031931	1262761__R6RBJ5__BN606_02022
ERR1913223.1031995__1.1031995	165179__D1P9T6__PREVCOP_04016
ERR1913223.1032024__1.1032024	45851__D4RYU0__BHV86_05340
ERR1913223.1032384__1.1032384	45851__D4RYQ2__BUTYVIB_00960
ERR1913223.1032748__1.1032748	1262911__R6GP42__BN557_00222
ERR1913223.1032924__1.1032924	39491__C4Z9Y3__ERS852417_01808
ERR1913223.1032976__1.1032976	1262911__R6GVI7__BN557_01515
ERR1913223.1033027__1.1033027	1262761__R6QJJ2__BN606_00358
ERR1913223.1033107__1.1033107	853__A0A173YYY4__DWZ04_09420
ERR1913223.1033119__1.1033119	1262911__R6GQ41__BN557_00435
ERR1913223.1033130__1.1033130	2173__A0A1D2WXI2__METSMIF1_02140
ERR1913223.1033331__1.1033331	2293125__A0A374CKY3__DW917_01805
ERR1913223.1033334__1.1033334	1262761__R6QUS0__BN606_00152
ERR1913223.1033358__1.1033358	33043__D5HHE4__ERS852445_02332
ERR1913223.1033366__1.1033366	45851__D4S2F2__BHV86_00830
ERR1913223.1033632__1.1033632	165179__A0A174SA26__PREVCOP_05758
ERR1913223.1033648__1.1033648	1262911__R6GY22__BN557_00023
ERR1913223.1033889__1.1033889	853__A0A173XRA8__CGS56_09290
ERR1913223.1033998__1.1033998	387661__K6AIS2__B5F96_14865
ERR1913223.1034023__1.1034023	328814__GCA_004558275.1_02294
ERR1913223.1034286__1.1034286	39491__A0A396FNY7__LD38_16155
ERR1913223.1034829__1.1034829	33039__A0A3D0EY88__ERS852390_03120
ERR1913223.1035004__1.1035004	1105031__J1H3W2__HMPREF1141_2783
ERR1913223.1035042__1.1035042	165179__A0A3E5E7Z8__PREVCOP_06480
ERR1913223.1035081__1.1035081	1263006__R6LRF6__BN515_00540
ERR1913223.1035091__1.1035091	2022527__A0A264YB35__CHL74_00015
ERR1913223.1035495__1.1035495	39485__A0A174ZG53__ERS852492_00924
ERR1913223.1035519__1.1035519	131111__A0A0E9DRR1__HMPREF9241_01549
ERR1913223.1035716__1.1035716	33039__D4M6R8__bglB_8
ERR1913223.1035779__1.1035779	39488__C0EY05__EUBHAL_02306
ERR1913223.1035887__1.1035887	45851__D4RW73__BHV86_06745
ERR1913223.1036037__1.1036037	1262886__R6QKT6__BN563_01582
ERR1913223.1036341__1.1036341	1262777__R5VK70__BN512_01781
ERR1913223.1036369__1.1036369	745368__A0A1T4Y6U7__SAMN02745178_02811
ERR1913223.1036466__1.1036466	745368__A0A1T4XS74__SAMN02745178_02179
ERR1913223.1036561__1.1036561	165179__D1PGD2__DXC61_10875
ERR1913223.1036661__1.1036661	39485__C4Z6K2__ERS852490_00407
ERR1913223.1037091__1.1037091	39485__R5ZRN3__ERS852490_00208
ERR1913223.1037184__1.1037184	45851__D4RWC8__BHV86_07020
ERR1913223.1037462__1.1037462	1262961__R6DM71__BN710_01823
ERR1913223.1037660__1.1037660	310298__B3JQJ5__BACCOP_04231
ERR1913223.1037726__1.1037726	1262886__R6RDI4__BN563_00643
ERR1913223.1037821__1.1037821	165179__D1PGJ6__DXC61_07300
ERR1913223.1037792__1.1037792	1262760__R5LSJ2__BN758_01510
ERR1913223.1037934__1.1037934	39485__A0A174Z4K7__dosC_2
ERR1913223.1038072__1.1038072	45851__D4RWC1__BHV86_06985
ERR1913223.1038103__1.1038103	1262825__R5E6L1__BN724_01514
ERR1913223.1038118__1.1038118	39485__A0A174ZPJ9__tig_2
ERR1913223.1038119__1.1038119	1262958__R7H4G5__BN645_01898
ERR1913223.1038211__1.1038211	1263006__R6M2H0__BN515_00628
ERR1913223.1038228__1.1038228	384638__B7ATB5__BACPEC_01385
ERR1913223.1038256__1.1038256	671267__R9IEN1__C802_02405
ERR1913223.1038730__1.1038730	853__A0A173YYY4__DWZ04_09420
ERR1913223.1039020__1.1039020	626929__F3PDX0__B5F97_14720
ERR1913223.1039319__1.1039319	39485__A0A174Z8V5__fliU_2
ERR1913223.1039398__1.1039398	1262760__R5LVR1__BN758_01966
ERR1913223.1039466__1.1039466	88431__A0A174MAX1__ERS852423_01871
ERR1913223.1039577__1.1039577	204516__U6R8I1__HMPREF1534_03341
ERR1913223.1039632__1.1039632	45851__D4RZF4__BUTYVIB_01220
ERR1913223.1039716__1.1039716	2173__A0A1D2WSN7__Msm_1465
ERR1913223.1039737__1.1039737	39485__C4Z6J9__ERS852492_02049
ERR1913223.1039847__1.1039847	40518__R5E6X5__sbcD
ERR1913223.1039995__1.1039995	165179__D1PB89__DXC61_08425
ERR1913223.1040019__1.1040019	1262959__R5Y7B4__BN680_01714
ERR1913223.1040102__1.1040102	1262882__R5MJ49__BN519_01124
ERR1913223.1040103__1.1040103	39485__A0A175A871__EUBELI_00414
ERR1913223.1040118__1.1040118	45851__D4S1P9__BUTYVIB_02021
ERR1913223.1040398__1.1040398	45851__D4S1E0__BUTYVIB_01910
ERR1913223.1040609__1.1040609	39485__A0A174YVS4__EUBELI_00620
ERR1913223.1040658__1.1040658	39485__R5ZVC3__ERS852490_00250
ERR1913223.1040814__1.1040814	39485__C4Z6R3__mcp2_1
ERR1913223.1040880__1.1040880	1628085__A0A396MQV4__C7386_1213
ERR1913223.1040899__1.1040899	1262945__R6YL13__BN600_00850
ERR1913223.1040979__1.1040979	1262825__R5E9W7__BN724_00536
ERR1913223.1041316__1.1041316	45851__D4RYR7__BHV86_05495
ERR1913223.1041332__1.1041332	39485__R5ZHA7__ERS852490_00039
ERR1913223.1041349__1.1041349	853__A0A1Q6QQK2__FAEPRAA2165_01190
ERR1913223.1041591__1.1041591	384639__GCA_003096855.1_00972
ERR1913223.1041608__1.1041608	1150298__A0A174N5I7__ERS852498_01953
ERR1913223.1041611__1.1041611	1262761__R6QMC1__BN606_00771
ERR1913223.1041688__1.1041688	165179__D1P8Q2__trpF
ERR1913223.1041672__1.1041672	39491__A0A174K9A3__DXB69_07785
ERR1913223.1041847__1.1041847	165179__A0A174UTZ7__DXC61_06705
ERR1913223.1041895__1.1041895	2173__A0A1D2WT83__METSMIF1_03309
ERR1913223.1041904__1.1041904	39485__R5ZPP8__EUBELI_20334
ERR1913223.1042008__1.1042008	45851__D4S1I1__BHV86_08605
ERR1913223.1042426__1.1042426	387661__K5ZFR2__B5F96_11430
ERR1913223.1042459__1.1042459	1262825__R5EL39__BN724_00543
ERR1913223.1042531__1.1042531	1262760__R5L619__BN758_00730
ERR1913223.1042558__1.1042558	39485__C4Z1S0__ERS852492_00886
ERR1913223.1043059__1.1043059	45851__D4RWG7__BUTYVIB_00298
ERR1913223.1043101__1.1043101	1262825__R5E9T6__BN724_00949
ERR1913223.1043499__1.1043499	165179__D1PCU4__PREVCOP_05029
ERR1913223.1043523__1.1043523	884684__GCA_002892425.1_01029
ERR1913223.1043456__1.1043456	1465754__A0A1H4ALT3__SAMN05444145_10352
ERR1913223.1043461__1.1043461	1262882__R5MT42__BN519_01729
ERR1913223.1043630__1.1043630	901__B6WQD9__DESPIG_00259
ERR1913223.1043859__1.1043859	39485__C4Z1W5__ERS852492_01530
ERR1913223.1044011__1.1044011	45851__D4S1I1__BHV86_08605
ERR1913223.1044191__1.1044191	410072__C0B8G3__DXD67_01535
ERR1913223.1044213__1.1044213	1262961__R6EKE2__BN710_00905
ERR1913223.1044297__1.1044297	853__A0A2A7B9I6__DW855_13690
ERR1913223.1044365__1.1044365	45851__D4S0F7__BUTYVIB_01576
ERR1913223.1044435__1.1044435	823__A6LEF1__CF162_12695
ERR1913223.1044713__1.1044713	39485__R5ZVC3__ERS852490_00250
ERR1913223.1044720__1.1044720	1262929__R6FUB1__BN691_00386
ERR1913223.1044848__1.1044848	39491__A0A395V5R3__EUBREC_1883
ERR1913223.1044878__1.1044878	1550024__A0A3B9WLJ1__TQ39_10125
ERR1913223.1045024__1.1045024	1263006__R6LLQ1__BN515_01046
ERR1913223.1045073__1.1045073	384638__B7AT14__BACPEC_01282
ERR1913223.1045250__1.1045250	1535__A7VNQ0__CLOLEP_01787
ERR1913223.1045801__1.1045801	39485__C4Z028__ERS852492_00100
ERR1913223.1045899__1.1045899	45851__D4S0P1__BUTYVIB_01660
ERR1913223.1046353__1.1046353	1262882__R5MYS9__BN519_00290
ERR1913223.1046523__1.1046523	1262760__R5L619__BN758_00730
ERR1913223.1046610__1.1046610	1262760__R5LP78__BN758_00891
ERR1913223.1046704__1.1046704	45851__D4RZ17__BUTYVIB_01081
ERR1913223.1046758__1.1046758	322505__yddM_1
ERR1913223.1046786__1.1046786	2173__A5UJ58__BK798_03985
ERR1913223.1046829__1.1046829	1235793__R9KSF0__C809_01679
ERR1913223.1047082__1.1047082	165179__A0A3E5EDP4__DXB80_05800
ERR1913223.1047233__1.1047233	45851__D4RYS4__BHV86_05460
ERR1913223.1047447__1.1047447	410072__C0BBK3__ERS852389_00541
ERR1913223.1047600__1.1047600	1262825__R5DZG9__BN724_01005
ERR1913223.1047626__1.1047626	2022527__A0A264Y9Y7__CHL74_02905
ERR1913223.1047928__1.1047928	33039__D4M286__ERS852502_02380
ERR1913223.1048028__1.1048028	853__A0A3E2U7E6__ERS852582_01640
ERR1913223.1048215__1.1048215	1262825__R5E298__BN724_00847
ERR1913223.1048364__1.1048364	88431__A0A174KC10__ERS852423_00293
ERR1913223.1048378__1.1048378	46503__R6Y2Q2__DCY29_15375
ERR1913223.1048543__1.1048543	853__A0A173XRA8__CGS56_09290
ERR1913223.1048562__1.1048562	1263006__R6LU28__BN515_01365
ERR1913223.1048536__1.1048536	1262886__R6Q901__BN563_01213
ERR1913223.1048808__1.1048808	1262825__R5E1G0__BN724_01308
ERR1913223.1049044__1.1049044	39492__B0MNU1__ERS852540_02349
ERR1913223.1049010__1.1049010	853__A0A174BZY1__xerD_1
ERR1913223.1049061__1.1049061	46503__R6WQ01__PARMER_03826
ERR1913223.1049466__1.1049466	33043__A0A173YUV6__ERS852386_00507
ERR1913223.1049514__1.1049514	39491__A0A395ZF49__DXB69_05290
ERR1913223.1049518__1.1049518	45851__D4RXC9__BUTYVIB_00480
ERR1913223.1049554__1.1049554	821__A0A395UNT8__DXD64_15275
ERR1913223.1049683__1.1049683	1262825__R5E9Y4__BN724_01769
ERR1913223.1049850__1.1049850	28052__R5HJU0__ERS852451_00148
ERR1913223.1049867__1.1049867	40520__A0A395XDY5__ERS852394_00913
ERR1913223.1049934__1.1049934	39492__R6RYB8__ERS852540_00322
ERR1913223.1049985__1.1049985	246787__A0A3D6AZF8__BACCELL_02529
ERR1913223.1050049__1.1050049	47678__R5UXY0__CGC64_03535
ERR1913223.1050082__1.1050082	853__A0A173RZ39__C4N22_01650
ERR1913223.1050395__1.1050395	1262980__R5BT50__BN814_00103
ERR1913223.1050446__1.1050446	1262911__R6GHG8__BN557_01301
ERR1913223.1050538__1.1050538	821__A0A0P0LH09__ERS852457_03390
ERR1913223.1050657__1.1050657	39485__A0A174ZPH7__ERS852490_01992
ERR1913223.1050644__1.1050644	1680__A0A0B5BME4__DXD63_05015
ERR1913223.1050728__1.1050728	1262882__R5MKV8__BN519_01281
ERR1913223.1050862__1.1050862	1262961__R6E412__BN710_01183
ERR1913223.1051436__1.1051436	28052__R5HJU0__ERS852451_00148
ERR1913223.1051765__1.1051765	1262961__R6E2Q9__BN710_01022
ERR1913223.1051962__1.1051962	1262825__R5EKK9__BN724_00408
ERR1913223.1051963__1.1051963	165179__A0A174IHQ2__PREVCOP_05478
ERR1913223.1051980__1.1051980	39485__C4Z6J7__ERS852492_02047
ERR1913223.1052405__1.1052405	1262882__R5MM10__BN519_01679
ERR1913223.1052484__1.1052484	165179__A0A229I9X5__CFT61_01205
ERR1913223.1052780__1.1052780	357276__C3R5C9__HMPREF1063_00213
ERR1913223.1052827__1.1052827	820__A0A3E4WA06__ERS852554_03404
ERR1913223.1053087__1.1053087	165179__A0A3E5EA83__DXC61_07750
ERR1913223.1053089__1.1053089	745368__A0A1T4XKD6__SAMN02745178_01942
ERR1913223.1053096__1.1053096	820__A0A174F696__macB_13
ERR1913223.1053195__1.1053195	1263000__R5EXT3__BN466_02213
ERR1913223.1053307__1.1053307	45851__D4RY81__BUTYVIB_00786
ERR1913223.1053313__1.1053313	28116__I8YA52__M088_0798
ERR1913223.1053316__1.1053316	45851__D4S2U9__BHV86_05685
ERR1913223.1053523__1.1053523	45851__R5LYR7__BHV86_03710
ERR1913223.1053577__1.1053577	1262825__R5E8D2__BN724_02151
ERR1913223.1053640__1.1053640	821__D4V4X2__DXC16_18525
ERR1913223.1053707__1.1053707	45851__D4S0T7__BHV86_09275
ERR1913223.1053931__1.1053931	39491__C4Z9K0__DXD95_07445
ERR1913223.1053972__1.1053972	1262911__R6H1B2__BN557_00840
ERR1913223.1054029__1.1054029	165179__A0A174WGF6__PREVCOP_04095
ERR1913223.1054080__1.1054080	45851__R5LRP4__BUTYVIB_00447
ERR1913223.1054182__1.1054182	45851__D4S0T7__BHV86_09275
ERR1913223.1054292__1.1054292	45851__D4RY78__BUTYVIB_00783
ERR1913223.1054314__1.1054314	823__A0A395YX30__M090_4590
ERR1913223.1054270__1.1054270	39485__C4Z1Y9__EUBELI_00143
ERR1913223.1054386__1.1054386	45851__R5LYV2__BHV86_00590
ERR1913223.1054407__1.1054407	357276__A0A076IXE0__HMPREF1064_04364
ERR1913223.1054474__1.1054474	487175__R5E9C5__HMPREF9439_02457
ERR1913223.1054849__1.1054849	45851__D4RW73__BHV86_06745
ERR1913223.1054990__1.1054990	39485__A0A175A403__EUBELI_20577
ERR1913223.1054950__1.1054950	39485__A0A1Q6PG30__ERS852492_00010
ERR1913223.1055083__1.1055083	1262882__R5MEN9__BN519_00201
ERR1913223.1055093__1.1055093	39485__C4Z389__ERS852490_01920
ERR1913223.1055204__1.1055204	301301__G2T1C2__RHOM_06165
ERR1913223.1055239__1.1055239	1262886__R6QCM9__BN563_01508
ERR1913223.1055300__1.1055300	33043__D5HHE4__ERS852445_02332
ERR1913223.1055498__1.1055498	45851__D4S1R7__BUTYVIB_02039
ERR1913223.1055556__1.1055556	1262886__R6Q951__BN563_00504
ERR1913223.1055557__1.1055557	39488__A0A374NNE4__ERS852450_02639
ERR1913223.1055584__1.1055584	2173__A0A1D2WRQ9__METSMIF1_03320
ERR1913223.1055653__1.1055653	1628085__A0A3E2XZ71__C7386_10866
ERR1913223.1055687__1.1055687	458033__GCA_001482755.1_02203
ERR1913223.1055924__1.1055924	165179__A0A3E5ECZ7__PREVCOP_06006
ERR1913223.1055942__1.1055942	1262825__R5ELB8__BN724_02142
ERR1913223.1056259__1.1056259	39485__A0A174ZA72__glgB_1
ERR1913223.1056209__1.1056209	28052__R5HJU0__ERS852451_00148
ERR1913223.1056361__1.1056361	1262959__R5YDI8__BN680_00380
ERR1913223.1056635__1.1056635	39485__A0A174ZJ84__EUBELI_00107
ERR1913223.1056737__1.1056737	1284680__A0A095YF10__HMPREF1627_01340
ERR1913223.1056846__1.1056846	45851__D4RXA4__BUTYVIB_00455
ERR1913223.1056893__1.1056893	45851__D4S366__BUTYVIB_02552
ERR1913223.1056916__1.1056916	33043__A0A174DVD4__prkC_7
ERR1913223.1057016__1.1057016	1263006__R6LU28__BN515_01365
ERR1913223.1057054__1.1057054	1262761__R6RUQ5__BN606_01129
ERR1913223.1057315__1.1057315	165179__R6CNX7__DXB80_02200
ERR1913223.1057451__1.1057451	39485__A0A174Z2N7__EUBELI_02062
ERR1913223.1057735__1.1057735	1262886__R6Q9S2__BN563_00641
ERR1913223.1057829__1.1057829	1263107__GCA_000436995.1_00132
ERR1913223.1057844__1.1057844	360807__C0G083__ROSEINA2194_04432
ERR1913223.1057961__1.1057961	45851__D4RZ82__BHV86_03550
ERR1913223.1057931__1.1057931	853__A0A3E2W3R8__FAEPRAM212_00849
ERR1913223.1057938__1.1057938	1262760__R5LSJ2__BN758_01510
ERR1913223.1057987__1.1057987	39485__A0A174ZBK4__ERS852490_01585
ERR1913223.1058119__1.1058119	1262825__R5ECU5__BN724_01125
ERR1913223.1058121__1.1058121	45851__D4S1R9__BHV86_08150
ERR1913223.1058319__1.1058319	45851__D4RYQ1__BHV86_00310
ERR1913223.1058448__1.1058448	45851__D4RZK8__BUTYVIB_01274
ERR1913223.1058826__1.1058826	1297617__A0A2U1BAW7__C7373_1223
ERR1913223.1058918__1.1058918	1262882__R5MYX5__BN519_00333
ERR1913223.1058883__1.1058883	45851__D4RY62__BHV86_05035
ERR1913223.1059039__1.1059039	387090__S0F7Y3__BACCOPRO_02028
ERR1913223.1059170__1.1059170	2173__A0A1D2WU72__BK798_05485
ERR1913223.1059206__1.1059206	45851__D4RWC1__BHV86_06985
ERR1913223.1059212__1.1059212	2022527__A0A264YA17__CHL74_03025
ERR1913223.1059268__1.1059268	45851__D4RWG7__BUTYVIB_00298
ERR1913223.1059285__1.1059285	165179__A0A3E5E6C5__PREVCOP_03510
ERR1913223.1059357__1.1059357	328814__GCA_004558275.1_01740
ERR1913223.1059369__1.1059369	45851__D4RYC4__BHV86_01935
ERR1913223.1059695__1.1059695	2173__A0A1D2WTZ3__frhB
ERR1913223.1059752__1.1059752	33039__D4M6R8__bglB_8
ERR1913223.1059827__1.1059827	45851__D4RYU0__BHV86_05340
ERR1913223.1059879__1.1059879	45851__D4RYA4__BHV86_02030
ERR1913223.1060046__1.1060046	45851__D4RXA4__BUTYVIB_00455
ERR1913223.1060112__1.1060112	45851__D4RXL7__BUTYVIB_00568
ERR1913223.1060266__1.1060266	1263006__R6LR21__BN515_00462
ERR1913223.1060299__1.1060299	39491__A0A173TAZ5__DXB99_09520
ERR1913223.1060305__1.1060305	39485__R5ZT06__EUBELI_20526
ERR1913223.1060409__1.1060409	1262958__R7GSW0__BN645_00908
ERR1913223.1060552__1.1060552	1262761__R6QNF0__BN606_00930
ERR1913223.1060754__1.1060754	1263107__GCA_000436995.1_00166
ERR1913223.1060838__1.1060838	1897011__A0A1Q6RJY0__BHW41_00040
ERR1913223.1060934__1.1060934	33043__A0A173YLD4__ERS852575_00535
ERR1913223.1061048__1.1061048	39491__A0A395UZL1__DXB76_05950
ERR1913223.1061127__1.1061127	45851__R5LRP4__BUTYVIB_00447
ERR1913223.1061460__1.1061460	45851__D4S1P9__BUTYVIB_02021
ERR1913223.1061586__1.1061586	1262961__R6E3R5__BN710_01440
ERR1913223.1061650__1.1061650	1262825__R5DYC4__BN724_00821
ERR1913223.1061749__1.1061749	45851__D4S069__spoIVA
ERR1913223.1061865__1.1061865	572010__nrdD
ERR1913223.1062103__1.1062103	47678__A0A3E5B7J9__HMPREF1061_03888
ERR1913223.1062105__1.1062105	39485__A0A174ZLH6__EUBELI_01564
ERR1913223.1062188__1.1062188	1262945__R6YT88__BN600_00074
ERR1913223.1062323__1.1062323	33039__A0A174XW11__RTO_07780
ERR1913223.1062484__1.1062484	1262760__R5LQQ5__BN758_01244
ERR1913223.1062678__1.1062678	40518__R5E6X1__DXD83_01720
ERR1913223.1062764__1.1062764	39488__A0A174KVU1__EUBHAL_00302
ERR1913223.1062773__1.1062773	61171__B9Y5T8__HOLDEFILI_01170
ERR1913223.1062755__1.1062755	1262760__R5L7M6__BN758_01020
ERR1913223.1062883__1.1062883	165179__A0A3E5A5E5__DXC61_13965
ERR1913223.1063015__1.1063015	1262992__R5CXM8__BN795_01024
ERR1913223.1063020__1.1063020	1262761__R6QWI4__BN606_00934
