ERR1913299.35__1.35	28052__A0A174HF53__ERS852499_00436
ERR1913299.191878__1.191878	820__A0A3E5BMG9__DXD40_05130
ERR1913299.192010__1.192010	239935__A0A139TMZ5__CXU00_03150
ERR1913299.192039__1.192039	410072__A0A173XQG6__ERS852574_01620
ERR1913299.192166__1.192166	39485__A0A174ZUV1__tig_3
ERR1913299.192170__1.192170	88431__A0A174GCS6__ERS852573_01158
ERR1913299.192246__1.192246	301302__R5UNJ6__M72_26701
ERR1913299.192423__1.192423	39492__D4JWI6__EUBSIR_01073
ERR1913299.192448__1.192448	360807__A0A1Q6TCY9__ERS852444_01883
ERR1913299.192461__1.192461	626929__R5JTP9__HMPREF9445_01944
ERR1913299.192474__1.192474	39492__R6RT40__prkC_3
ERR1913299.192533__1.192533	39491__A0A396FGM9__fliU_1
ERR1913299.192657__1.192657	39492__D4JVC7__yfgF
ERR1913299.192667__1.192667	39491__A0A396FIZ8__ERE_20410
ERR1913299.192670__1.192670	166486__D4KUC4__arcB_1
ERR1913299.192706__1.192706	821__A0A0P0LKG6__HMPREF1058_02188
ERR1913299.192880__1.192880	166486__A0A173V5I7__ERS852572_02640
ERR1913299.192888__1.192888	39492__D4JUT9__ERS852540_01449
ERR1913299.192947__1.192947	820__R9I2U8__DXC68_09590
ERR1913299.193056__1.193056	204516__U6RFU0__HMPREF1534_02545
ERR1913299.193078__1.193078	301302__R5UVR7__ERS852420_00118
ERR1913299.193145__1.193145	328814__GCA_004558275.1_00034
ERR1913299.193185__1.193185	28052__A0A174KKX6__ERS852499_01429
ERR1913299.193195__1.193195	214856__A0A173ZZ16__umuC_2
ERR1913299.193365__1.193365	39491__A0A396FSR4__ERS852580_02287
ERR1913299.193564__1.193564	39491__C4ZC33__DXC13_11585
ERR1913299.193593__1.193593	820__A0A3E4W9D9__B5G17_12400
ERR1913299.193772__1.193772	39492__D4JTG7__EUBSIR_00572
ERR1913299.193795__1.193795	39491__A0A396FNY7__LD38_16155
ERR1913299.193820__1.193820	39492__D4JSB6__ERS852540_00627
ERR1913299.193821__1.193821	166486__D4KVZ4__sleB_3
ERR1913299.193842__1.193842	39492__D4MMN2__EUBSIR_00964
ERR1913299.193847__1.193847	39492__D4JRV7__EUBSIR_01513
ERR1913299.193894__1.193894	28111__E5WYC8__BACEGG_00347
ERR1913299.193898__1.193898	28111__R5K5Y0__NCTC11155_03071
ERR1913299.194039__1.194039	823__A0A395YSW8__CF162_05645
ERR1913299.193988__1.193988	1965560__A0A1Y4RFR5__B5E82_15700
ERR1913299.194162__1.194162	1150298__R7JUS7__ytlR
ERR1913299.194278__1.194278	360807__A0A173T236__RIL183_24471
ERR1913299.194382__1.194382	291644__I8YR49__ERS852428_01188
ERR1913299.194432__1.194432	39491__C4Z9K0__DXD95_07445
ERR1913299.194444__1.194444	39492__D4JTG7__EUBSIR_00572
ERR1913299.194528__1.194528	39492__D4JTF2__mutS2
ERR1913299.194544__1.194544	39491__A0A395ZM93__DXD13_03490
ERR1913299.194561__1.194561	357276__I9R994__BACDOR_04044
ERR1913299.194668__1.194668	166486__D4KJ71__ERS852572_03479
ERR1913299.194738__1.194738	821__U6RDC2__DXD46_15675
ERR1913299.194757__1.194757	204516__U6RAL8__HMPREF1534_03434
ERR1913299.194879__1.194879	39491__A0A395ZBW8__DXC13_08840
ERR1913299.194968__1.194968	626929__F3PF35__SAMN05444376_2373
ERR1913299.194978__1.194978	39491__A0A0M6WPN4__DXB69_06325
ERR1913299.194987__1.194987	1520815__A0A1I3NNJ1__SAMN02910435_01357
ERR1913299.195037__1.195037	291644__I8Z2C6__HMPREF1071_00595
ERR1913299.195018__1.195018	39491__D6E4H2__DXB99_00485
ERR1913299.195068__1.195068	39492__D4JVZ6__truB
ERR1913299.195127__1.195127	39496__A5Z5I2__EUBVEN_00963
ERR1913299.195171__1.195171	39491__A0A395V464__EUBREC_1509
ERR1913299.195327__1.195327	820__A0A3E4W4Y7__B5G17_02055
ERR1913299.195394__1.195394	88431__A0A174G8Q6__ERS852526_02711
ERR1913299.195588__1.195588	1262743__R5C7B5__BN727_00586
ERR1913299.195544__1.195544	28052__A0A174NHE1__spoIIIE
ERR1913299.195772__1.195772	39492__D4JUP6__ERS852540_01404
ERR1913299.195842__1.195842	39492__R6SPM9__pheT
ERR1913299.195897__1.195897	39491__D4JMW8__ERS852497_01971
ERR1913299.195912__1.195912	166486__D4L3V9__ROSINTL182_07680
ERR1913299.195914__1.195914	39485__R5ZQJ7__yniC
ERR1913299.195938__1.195938	823__A0A174GGT1__queG
ERR1913299.196024__1.196024	39492__R6RT40__prkC_3
ERR1913299.196056__1.196056	39485__A0A174ZAI7__outO
ERR1913299.196058__1.196058	39485__C4Z2I5__ERS852492_02214
ERR1913299.196043__1.196043	820__A0A3E4PYB0__yejM
ERR1913299.196154__1.196154	39492__A0A174ZYY6__EUBSIR_02510
ERR1913299.196163__1.196163	39491__C4ZHS4__EUR_24420
ERR1913299.196345__1.196345	39492__D4JU79__EUBSIR_01975
ERR1913299.196391__1.196391	28052__R5HJU0__ERS852451_00148
ERR1913299.196415__1.196415	357276__B6VT86__IY41_22515
ERR1913299.196495__1.196495	301302__R5V6L8__M72_16121
ERR1913299.196535__1.196535	39492__D4JWI6__EUBSIR_01073
ERR1913299.196569__1.196569	39491__C4ZHS4__EUR_24420
ERR1913299.196585__1.196585	446660__GCA_003428235.1_01100
ERR1913299.196595__1.196595	166486__D4KWR9__dapF_1
ERR1913299.196672__1.196672	166486__D4KXZ4__ROSINTL182_05055
ERR1913299.196689__1.196689	820__A0A3E4IBC1__M094_0628
ERR1913299.196705__1.196705	820__A7V092__hldE
ERR1913299.196855__1.196855	39485__C4Z390__EUBELI_01689
ERR1913299.196901__1.196901	39492__D4JX87__EUBSIR_00361
ERR1913299.196908__1.196908	291644__I8Y7I4__HMPREF1071_03636
ERR1913299.197092__1.197092	2173__A0A1D2WRQ9__METSMIF1_03320
ERR1913299.197112__1.197112	1262743__R5C3K9__BN727_00605
ERR1913299.197121__1.197121	820__A7V9F9__B5G17_14640
ERR1913299.197139__1.197139	357276__B6W1Y1__BSEG_03960
ERR1913299.197149__1.197149	357276__I9QWD4__DXD47_15075
ERR1913299.197240__1.197240	39485__A0A174Z8V5__fliU_2
ERR1913299.197335__1.197335	820__A0A3E4W4Y7__B5G17_02055
ERR1913299.197402__1.197402	291644__I9T0B6__ERS852428_02426
ERR1913299.197486__1.197486	39492__D4JT91__EUBSIR_01750
ERR1913299.197509__1.197509	39491__C4ZHS4__EUR_24420
ERR1913299.197576__1.197576	820__A0A173YYG4__evgS_3
ERR1913299.197580__1.197580	40518__R5E6U1__yunB
ERR1913299.197693__1.197693	820__A0A173YYG4__evgS_3
ERR1913299.197744__1.197744	39492__A0A174ZG93__EUBSIR_00254
ERR1913299.197761__1.197761	1150298__A0A174U8I6__ERS852535_02809
ERR1913299.197765__1.197765	39491__A0A396FFW0__ERE_10580
ERR1913299.197780__1.197780	820__A0A3E4VXP2__yesR
ERR1913299.197808__1.197808	357276__A0A076IYE6__IY41_04275
ERR1913299.197809__1.197809	39492__D4JWY5__rpe
ERR1913299.197892__1.197892	39492__D4JU79__EUBSIR_01975
ERR1913299.197877__1.197877	39492__D4JTW7__EUBSIR_00859
ERR1913299.198074__1.198074	28111__E5WVR8__NCTC11155_02792
ERR1913299.198251__1.198251	1262915__R6HCN0__BN574_00694
ERR1913299.198257__1.198257	357276__I9QBT7__BSEG_03340
ERR1913299.198295__1.198295	820__A0A174B4N2__M093_2531
ERR1913299.198417__1.198417	39492__D4JQL8__ywpJ
ERR1913299.198436__1.198436	1262911__R6H2J2__BN557_01228
ERR1913299.198516__1.198516	39492__D4JWX2__accB
ERR1913299.198564__1.198564	204516__U6RFV1__HMPREF1534_02560
ERR1913299.198619__1.198619	39492__D4JWM0__atpF
ERR1913299.198644__1.198644	853__A0A173YYY4__DWZ04_09420
ERR1913299.198713__1.198713	301302__A0A173TYC8__M72_00761
ERR1913299.198777__1.198777	39492__D4JSS2__EUBSIR_00553
ERR1913299.198785__1.198785	357276__I8W0U0__BACDOR_02820
ERR1913299.198787__1.198787	357276__C3R9Y0__HMPREF1064_01889
ERR1913299.198937__1.198937	39492__D4JVC7__yfgF
ERR1913299.198956__1.198956	2173__A5ULL1__Msm_0884
ERR1913299.199052__1.199052	1896974__A0A1Q6H7S4__BHV77_07555
ERR1913299.199278__1.199278	39492__D4JR43__ERS852540_02379
ERR1913299.199249__1.199249	28111__R5K5R2__NCTC11155_00605
ERR1913299.199257__1.199257	39492__D4JWB3__EUBSIR_00040
ERR1913299.199314__1.199314	301302__A0A0M6WTN6__ERS852420_01659
ERR1913299.199386__1.199386	39492__D4JR20__trmD
ERR1913299.199370__1.199370	28116__A0A1Y4P7B7__M088_2098
ERR1913299.199403__1.199403	28052__R7NCD4__ERS852451_00170
ERR1913299.199407__1.199407	39491__A0A396FIZ8__ERE_20410
ERR1913299.199583__1.199583	40518__R5DZB1__DXD83_08840
ERR1913299.199602__1.199602	239935__R6JWJ7__CXT94_02580
ERR1913299.199573__1.199573	1262743__R5C3P9__BN727_00587
ERR1913299.199852__1.199852	39485__A0A174YNV0__cheW_1
ERR1913299.199904__1.199904	239935__A0A2N8HT44__CXT84_11035
ERR1913299.199916__1.199916	39491__D6DXZ8__DXB72_15035
ERR1913299.200022__1.200022	357276__I9FGI3__EL88_12385
ERR1913299.200001__1.200001	39492__D4JRR5__ERS852540_02089
ERR1913299.200103__1.200103	166486__D4KVX6__ROSINTL182_06735
ERR1913299.200110__1.200110	39492__D4JTF2__mutS2
ERR1913299.200126__1.200126	204516__U6R898__HMPREF1534_03335
ERR1913299.200174__1.200174	28111__E5WUE7__BACEGG_02087
ERR1913299.200140__1.200140	357276__A0A076IRX7__HMPREF1064_00526
ERR1913299.200154__1.200154	39491__A0A396FSR4__ERS852580_02287
ERR1913299.200259__1.200259	28052__R6K5E4__sepF
ERR1913299.200341__1.200341	39492__R6RYB8__ERS852540_00322
ERR1913299.200310__1.200310	39491__A0A173TM76__DXB72_10535
ERR1913299.200376__1.200376	40518__R5DSI5__fieF
ERR1913299.200588__1.200588	820__A0A3E4G8F8__ERS852421_01645
ERR1913299.200618__1.200618	40518__R5E328__DXD86_08885
ERR1913299.200662__1.200662	853__A0A173XRA8__CGS56_09290
ERR1913299.200815__1.200815	301302__R5V7G4__ywtF
ERR1913299.200888__1.200888	460384__A0A1I0GEC1__SAMN05216313_111116
ERR1913299.200947__1.200947	384638__B7APR0__BACPEC_00666
ERR1913299.200949__1.200949	39492__D4JU30__EUBSIR_00838
ERR1913299.201034__1.201034	39492__D4JRM9__bglB_2
ERR1913299.201065__1.201065	166486__D4KXG6__ROSINTL182_08270
ERR1913299.201196__1.201196	820__A0A174NUS8__DXC80_12885
ERR1913299.201197__1.201197	39491__A0A395UWA3__DXB69_11805
ERR1913299.201262__1.201262	166486__D4L2T9__lytM
ERR1913299.201284__1.201284	39492__D4JW10__pppA
ERR1913299.201309__1.201309	301302__R5VFV9__ERS852420_01969
ERR1913299.201367__1.201367	357276__A0A076IRV2__BACDOR_02822
ERR1913299.201493__1.201493	39491__A0A174A751__DXB69_15525
ERR1913299.201500__1.201500	40518__R5DQW8__sipW_2
ERR1913299.201577__1.201577	357276__I9R4T1__IY41_06800
ERR1913299.201634__1.201634	39492__B0MLV5__EUBSIR_00804
ERR1913299.201825__1.201825	28052__A0A174MSU9__ERS852499_02010
ERR1913299.201890__1.201890	39491__A0A174K265__DXB76_05915
ERR1913299.201948__1.201948	39492__D4JV38__EUBSIR_01205
ERR1913299.202000__1.202000	820__A0A174VD39__DXD90_12235
ERR1913299.202033__1.202033	820__A0A3E4RUC4__DHU98_02635
ERR1913299.202086__1.202086	1150298__A0A174RJ10__ERS852535_00223
ERR1913299.202189__1.202189	820__A0A174M9V5__M093_0237
ERR1913299.202273__1.202273	28052__A0A174HY73__ERS852451_01605
ERR1913299.202285__1.202285	357276__A0A076IRZ5__BACDOR_00630
ERR1913299.202356__1.202356	357276__I8VQA2__HMPREF1065_04183
ERR1913299.202456__1.202456	39492__D4JTH4__ERS852540_00702
ERR1913299.202535__1.202535	820__A0A3E4W9D9__B5G17_12400
ERR1913299.202636__1.202636	649756__A0A173R860__DO83_09130
ERR1913299.202749__1.202749	820__A0A3E4WA06__ERS852554_03404
ERR1913299.202765__1.202765	39492__D4JQS7__ERS852540_01645
ERR1913299.202838__1.202838	39492__D4JT68__spoIIIE
ERR1913299.202921__1.202921	39492__D4JWP8__EUBSIR_00699
ERR1913299.203006__1.203006	166486__D4KZP0__ERS852572_00486
ERR1913299.203183__1.203183	823__A0A173VPM3__DHW69_17170
ERR1913299.203196__1.203196	649756__D4MXY4__CL2_04010
ERR1913299.203266__1.203266	204516__U6RPN2__HMPREF1534_00368
ERR1913299.203364__1.203364	301302__R5VG21__M72_16591
ERR1913299.203385__1.203385	28052__A0A174MSU9__ERS852499_02010
ERR1913299.203386__1.203386	357276__B6W1Y1__BSEG_03960
ERR1913299.203410__1.203410	39492__D4JVG7__ERS852540_00946
ERR1913299.203476__1.203476	2173__A0A1D2WSY4__METSMIF1_03317
ERR1913299.203547__1.203547	39492__D4JWI6__EUBSIR_01073
ERR1913299.203877__1.203877	823__C7X996__DD466_12595
ERR1913299.203925__1.203925	47678__R5UXJ2__DW706_08325
ERR1913299.204058__1.204058	40518__R5DM08__DXD83_06415
ERR1913299.204088__1.204088	28117__R7JJM9__ALIPUT_00662
ERR1913299.204141__1.204141	357276__I9FGI3__EL88_12385
ERR1913299.204191__1.204191	823__A0A174UR44__M095_2641
ERR1913299.204222__1.204222	39492__D4JT67__EUBSIR_01784
ERR1913299.204315__1.204315	39492__D4JRM9__bglB_2
ERR1913299.204337__1.204337	39492__D4JVT0__EUBSIR_00059
ERR1913299.204346__1.204346	820__A0A3E4GFT8__HMPREF1073_03236
ERR1913299.204373__1.204373	28052__A0A174KGM3__ERS852451_01819
ERR1913299.204397__1.204397	384639__GCA_003096855.1_01173
ERR1913299.204271__1.204271	1897011__A0A1Q6RIQ1__BHW41_00490
ERR1913299.204285__1.204285	39492__D4MIY5__EUBSIR_00233
ERR1913299.204518__1.204518	384639__GCA_003096855.1_01178
ERR1913299.204572__1.204572	820__A0A174M9V5__M093_0237
ERR1913299.204504__1.204504	357276__B6W1Y1__BSEG_03960
ERR1913299.204697__1.204697	418240__A0A173YIF6__ypdA_1
ERR1913299.204726__1.204726	820__A0A174I980__gldH
ERR1913299.204751__1.204751	357276__I8WBQ9__HMPREF1065_03212
ERR1913299.204758__1.204758	39492__D4JX40__EUBSIR_00020
ERR1913299.204827__1.204827	357276__A0A0K2HGB7__HMPREF1064_01580
ERR1913299.204832__1.204832	820__A7V859__ERS852462_00341
ERR1913299.204873__1.204873	745368__A0A1T4XQT6__SAMN02745178_02143
ERR1913299.204894__1.204894	820__A0A3E4IBC1__M094_0628
ERR1913299.204921__1.204921	40518__R5E4E8__phoR_4
ERR1913299.205081__1.205081	649756__R5Z9G3__ERS852571_02234
ERR1913299.205113__1.205113	1262746__R5SS80__BN750_02125
ERR1913299.205105__1.205105	820__A0A139K024__B5G17_02060
ERR1913299.205180__1.205180	39492__D4JUL4__ERS852540_01381
ERR1913299.205249__1.205249	1150298__A0A174DX06__ERS852498_00491
ERR1913299.205216__1.205216	39492__D4JXA0__ERS852540_02538
ERR1913299.205269__1.205269	204516__U6R9H3__HMPREF1534_03348
ERR1913299.205271__1.205271	39491__A0A396FP46__cobD_2
ERR1913299.205379__1.205379	1150298__A0A174MDL5__ERS852406_00648
ERR1913299.205443__1.205443	166486__D4KZP0__ERS852572_00486
ERR1913299.205500__1.205500	39491__A0A173QT73__alaS_2
ERR1913299.205521__1.205521	204516__U6RH18__HMPREF1534_01847
ERR1913299.205573__1.205573	28052__A0A174KGM3__ERS852451_01819
ERR1913299.205700__1.205700	39491__A0A396FFW0__ERE_10580
ERR1913299.205732__1.205732	357276__I9QBT4__GV66_09000
ERR1913299.205763__1.205763	39491__A0A396FKG5__DXB76_07455
ERR1913299.205765__1.205765	820__A0A174FUG6__DXC91_11265
ERR1913299.205888__1.205888	823__A0A174VBJ5__M091_5021
ERR1913299.206063__1.206063	1150298__A0A174SLE6__mlc_1
ERR1913299.206023__1.206023	626929__F3PHB7__HMPREF9445_01465
ERR1913299.206111__1.206111	823__A0A355XIK0__CEQ22_011965
ERR1913299.206177__1.206177	39485__A0A174ZQT9__EUBELI_20278
ERR1913299.206186__1.206186	39492__D4MM10__EUBSIR_01460
ERR1913299.206203__1.206203	853__A0A2A7B1Y7__C7K05_11930
ERR1913299.206209__1.206209	28116__A0A1Y4PUF8__DXF98_07610
ERR1913299.206210__1.206210	39491__A0A173TFQ1__rsmF
ERR1913299.206215__1.206215	357276__A0A0M1VXQ9__BSEG_00942
ERR1913299.206234__1.206234	39491__D4JMW8__ERS852497_01971
ERR1913299.206244__1.206244	166486__A0A173V5I7__ERS852572_02640
ERR1913299.206282__1.206282	28052__A0A174JNB2__ERS852499_01122
ERR1913299.206322__1.206322	820__A7V470__HMPREF1072_02076
ERR1913299.206478__1.206478	39485__A0A174YU30__ERS852492_02057
ERR1913299.206499__1.206499	39492__D4JU79__EUBSIR_01975
ERR1913299.206507__1.206507	301302__A0A0M6WH46__M72_23101
ERR1913299.206547__1.206547	28052__A0A174PNN9__ERS852451_02058
ERR1913299.206532__1.206532	39492__D4JU67__EUBSIR_00791
ERR1913299.206562__1.206562	820__A0A139K2N9__DXB62_12420
ERR1913299.206599__1.206599	39492__D4JT75__EUBSIR_01776
ERR1913299.206632__1.206632	820__A0A396EUU8__luxQ_3
ERR1913299.206664__1.206664	39492__A0A174ZL16__EUBSIR_01269
ERR1913299.206665__1.206665	39491__C4ZHS4__EUR_24420
ERR1913299.206788__1.206788	166486__D4KVZ2__cbiT
ERR1913299.206866__1.206866	460384__A0A1I0HLG5__C7256_07775
ERR1913299.206917__1.206917	39492__D4JS46__EUBSIR_02553
ERR1913299.206931__1.206931	39492__D4JR58__EUBSIR_02090
ERR1913299.207076__1.207076	28111__E5X120__NCTC11155_02427
ERR1913299.207153__1.207153	357276__I9QPN0__B5F95_09195
ERR1913299.207325__1.207325	853__C7H1R8__DW905_06675
ERR1913299.207427__1.207427	39492__D4JVC7__yfgF
ERR1913299.207459__1.207459	39492__R6SPM9__pheT
ERR1913299.207577__1.207577	384639__GCA_003096855.1_00972
ERR1913299.207689__1.207689	357276__I9FGI3__EL88_12385
ERR1913299.207773__1.207773	556259__I0PYL9__BSGG_5205
ERR1913299.207733__1.207733	1628085__A0A3E2XY31__C7386_10449
ERR1913299.207742__1.207742	1262911__R6H0U7__BN557_01104
ERR1913299.207797__1.207797	626929__R5K4I0__B5F24_03615
ERR1913299.207801__1.207801	301302__R5UM41__M72_15921
ERR1913299.207805__1.207805	28117__B0N028__BHV66_05935
ERR1913299.207844__1.207844	214856__A0A174FWM7__ERS852559_00590
ERR1913299.207906__1.207906	820__A0A174LJB2__HMPREF1072_04112
ERR1913299.208060__1.208060	39492__D4JWB3__EUBSIR_00040
ERR1913299.208063__1.208063	39492__D4JT90__coaE
ERR1913299.208097__1.208097	28052__R7NFJ5__ERS852499_01893
ERR1913299.208107__1.208107	39491__A0A395V5R3__EUBREC_1883
ERR1913299.208093__1.208093	39491__A0A395ZHW3__ERS852417_01359
ERR1913299.208291__1.208291	853__C7H7F8__yccM_1
ERR1913299.208388__1.208388	820__A0A396EXA7__DXB37_15530
ERR1913299.208447__1.208447	39492__D4JTI1__EUBSIR_01463
ERR1913299.208452__1.208452	820__A0A174VD39__DXD90_12235
ERR1913299.208466__1.208466	820__A0A396EWL3__ERS417307_03868
ERR1913299.208421__1.208421	39491__A0A395V5R3__EUBREC_1883
ERR1913299.208487__1.208487	357276__I9QDB8__B5F95_08105
ERR1913299.208809__1.208809	39492__D4JTW6__ERS852540_00220
ERR1913299.208742__1.208742	28052__R7NDD4__ywtF
ERR1913299.208840__1.208840	39492__D4JR31__EUBSIR_00106
ERR1913299.208860__1.208860	301302__R5V7G4__ywtF
ERR1913299.208909__1.208909	166486__D4L2C3__ERS852572_01686
ERR1913299.208938__1.208938	820__A0A374Q854__HMPREF1073_03281
ERR1913299.209002__1.209002	820__A0A139JRS5__HMPREF1073_04025
ERR1913299.209128__1.209128	820__A0A174G065__DXB62_08975
ERR1913299.209175__1.209175	166486__C7GAX1__ERS852572_03188
ERR1913299.209181__1.209181	39492__D4JU57__EUBSIR_00802
ERR1913299.209228__1.209228	166486__C7GFB3__ERS852572_03826
ERR1913299.209295__1.209295	39492__D4JSU6__dacB_3
ERR1913299.209425__1.209425	39492__D4JWY7__EUBSIR_01655
ERR1913299.209412__1.209412	820__A0A3E4W984__pssA
ERR1913299.209502__1.209502	28117__B0MTV3__BHV66_06405
ERR1913299.209563__1.209563	239935__A0A3F3K9J9__DEF40_00940
ERR1913299.209566__1.209566	166486__D4L0J8__ROSINTL182_08089
ERR1913299.209633__1.209633	820__A0A3E4G826__C801_01612
ERR1913299.209684__1.209684	39492__D4JSB6__ERS852540_00627
ERR1913299.209709__1.209709	39491__A0A173RA59__EUR_24800
ERR1913299.209785__1.209785	39492__D4JWI6__EUBSIR_01073
ERR1913299.209773__1.209773	39492__B0MNU1__ERS852540_02349
ERR1913299.209961__1.209961	204516__U6R9H3__HMPREF1534_03348
ERR1913299.209928__1.209928	39492__D4JR08__ERS852540_02467
ERR1913299.210022__1.210022	39492__D4JVW2__EUBSIR_02285
ERR1913299.210073__1.210073	214856__A0A175A6T5__ERS852447_02658
ERR1913299.210076__1.210076	818__A0A1H7L4U6__BSIG_3287
ERR1913299.210084__1.210084	357276__A0A076IXE0__HMPREF1064_04364
ERR1913299.210094__1.210094	28111__E5WZI1__BACEGG_01444
ERR1913299.210122__1.210122	39492__D4MMZ8__ERS852540_01407
ERR1913299.210173__1.210173	39491__A0A396FJJ9__DXB76_11995
ERR1913299.210205__1.210205	357276__A0A0K2HMX2__HMPREF1063_03979
ERR1913299.210225__1.210225	39491__C4ZEW3__T1815_18241
ERR1913299.210311__1.210311	820__A0A3E4IGB2__HMPREF1073_03893
ERR1913299.210312__1.210312	39491__A0A395ZDC6__addB
ERR1913299.210346__1.210346	357276__A0A076IRV2__BACDOR_02822
ERR1913299.210455__1.210455	39492__D4JWP8__EUBSIR_00699
ERR1913299.210460__1.210460	39492__B0MNL5__phoR_1
ERR1913299.210544__1.210544	39492__D4JUP6__ERS852540_01404
ERR1913299.210559__1.210559	39492__D4JTB5__EUBSIR_01720
ERR1913299.210716__1.210716	39491__A0A174K9A3__DXB69_07785
ERR1913299.210685__1.210685	820__A0A174GK47__ERS852421_00200
ERR1913299.210686__1.210686	39492__D4JSU6__dacB_3
ERR1913299.210990__1.210990	239935__A0A2N8HZW2__A4V05_11120
ERR1913299.211015__1.211015	39491__C4Z9K0__DXD95_07445
ERR1913299.211150__1.211150	820__A0A3E4WCX3__C801_02709
ERR1913299.211341__1.211341	820__A0A396EUU8__luxQ_3
ERR1913299.211402__1.211402	39492__D4JRM4__tap_5
ERR1913299.211426__1.211426	28052__R7N736__yvhJ
ERR1913299.211525__1.211525	821__A0A173XDD3__DXB82_17180
ERR1913299.211584__1.211584	357276__A0A076IXE0__HMPREF1064_04364
ERR1913299.211712__1.211712	166486__D4L0B2__ERS852572_03035
ERR1913299.211698__1.211698	39492__D4JS87__EUBSIR_02328
ERR1913299.211768__1.211768	39491__C4ZAT2__ERE_28440
ERR1913299.211908__1.211908	39492__D4JV86__spoIIE
ERR1913299.211912__1.211912	39491__A0A396FNY7__LD38_16155
ERR1913299.211921__1.211921	28052__R7N9D0__yhaP
ERR1913299.211949__1.211949	39492__D4MN06__EUBSIR_02672
ERR1913299.211946__1.211946	40518__R5DQK2__DXD93_03730
ERR1913299.212065__1.212065	166486__D4KUC4__arcB_1
ERR1913299.212163__1.212163	39492__D4MMN2__EUBSIR_00964
ERR1913299.212236__1.212236	820__A0A3E4HWJ4__DXD40_05945
ERR1913299.212274__1.212274	39491__A0A395UXH0__EUBREC_0021
ERR1913299.212265__1.212265	39492__R6SA81__EUBSIR_00402
ERR1913299.212334__1.212334	1263044__GCA_000433375.1_01144
ERR1913299.212302__1.212302	820__A0A374Q854__HMPREF1073_03281
ERR1913299.212472__1.212472	39491__A0A395ZDC6__addB
ERR1913299.212535__1.212535	39492__D4JWY0__EUBSIR_01648
ERR1913299.212572__1.212572	338188__R6S8N0__BACFIN_06127
ERR1913299.212618__1.212618	39492__D4JR08__ERS852540_02467
ERR1913299.212629__1.212629	39491__A0A395ZG74__licR
ERR1913299.212681__1.212681	214856__A0A174A1J3__ERS852447_01000
ERR1913299.212721__1.212721	357276__A0A076IRZ5__BACDOR_00630
ERR1913299.212756__1.212756	39492__D4JRM9__bglB_2
ERR1913299.212757__1.212757	2173__A0A1D2WUH4__METSMIALI_01323
ERR1913299.212864__1.212864	823__D7IUM6__M091_1082
ERR1913299.212933__1.212933	1262945__R6YTQ4__BN600_01086
ERR1913299.213018__1.213018	39492__D4JT68__spoIIIE
ERR1913299.213121__1.213121	820__R9HP61__DXC91_01090
ERR1913299.213195__1.213195	214856__A0A174ZLY7__ERS852447_02456
ERR1913299.213225__1.213225	39492__D4JW10__pppA
ERR1913299.213251__1.213251	818__A0A3E5GXM2__BJP75_025230
ERR1913299.213253__1.213253	1897011__A0A1Q6RET2__BHW41_04000
ERR1913299.213305__1.213305	357276__A0A076IN30__DXD47_09350
