ERR1913204.80__1.80	1262882__R5ML49__BN519_01361
ERR1913204.173347__1.173347	818__A0A0N7I9M6__Btheta7330_00939
ERR1913204.173365__1.173365	1262889__R7H8M0__BN634_00524
ERR1913204.173508__1.173508	487174__K0WXG8__DIT83_09300
ERR1913204.173536__1.173536	214856__R6Z288__ERS852447_00734
ERR1913204.173655__1.173655	410072__A0A174K1D5__hscC
ERR1913204.173745__1.173745	214856__I3YMC8__ERS852447_02666
ERR1913204.173773__1.173773	214856__A0A174ZLW6__ERS852559_01424
ERR1913204.174105__1.174105	1262743__R5C054__BN727_01980
ERR1913204.174120__1.174120	214856__R6XKT4__ERS852559_01719
ERR1913204.174254__1.174254	1262882__R5MMP8__BN519_01654
ERR1913204.174329__1.174329	214856__R6Y0B9__ERS852559_00164
ERR1913204.174350__1.174350	821__I9R3W6__DXC16_12455
ERR1913204.174563__1.174563	214856__I3YPR6__Alfi_2724
ERR1913204.174569__1.174569	1262882__R5MZZ3__BN519_00482
ERR1913204.174618__1.174618	1262992__R5DA07__BN795_01576
ERR1913204.174654__1.174654	821__A0A395US34__C5Z04_18975
ERR1913204.174865__1.174865	214856__R5UN64__ERS852447_02669
ERR1913204.174871__1.174871	39492__D4JRX9__sepF
ERR1913204.174961__1.174961	214856__I3YPI7__pepD_1
ERR1913204.175012__1.175012	47678__R5UAF6__ERS852494_02966
ERR1913204.175078__1.175078	239935__R6JCH3__CXT95_08205
ERR1913204.175122__1.175122	214856__I3YPQ4__Alfi_2712
ERR1913204.175125__1.175125	214856__R6YC22__ERS852447_01215
ERR1913204.175363__1.175363	214856__I3YPN9__ERS852447_01389
ERR1913204.175429__1.175429	1262911__R6H2J2__BN557_01228
ERR1913204.175512__1.175512	214856__R6YBX3__msbA_2
ERR1913204.175519__1.175519	1897011__A0A1Q6RDW7__BHW41_05280
ERR1913204.175565__1.175565	410072__C0BD90__rpoD
ERR1913204.175712__1.175712	214856__I3YPQ4__Alfi_2712
ERR1913204.175852__1.175852	39488__A0A174D9D0__EUBHAL_02073
ERR1913204.175912__1.175912	239935__A0A2N8HEH9__CXU07_11710
ERR1913204.176090__1.176090	39492__B0MNU1__ERS852540_02349
ERR1913204.176212__1.176212	818__A0A1H7L4U6__BSIG_3287
ERR1913204.176450__1.176450	214856__I3YPP2__Alfi_2700
ERR1913204.176492__1.176492	1262911__R6GQM3__BN557_01245
ERR1913204.176631__1.176631	28118__R6FAT1__DHW44_00720
ERR1913204.176642__1.176642	214856__R6XS46__ERS852559_00812
ERR1913204.176719__1.176719	1235835__R9LCU2__C814_02677
ERR1913204.176906__1.176906	1501391__GCA_000786575.1_00071
ERR1913204.177067__1.177067	328814__GCA_004558275.1_00995
ERR1913204.177161__1.177161	239935__A0A2N8HT68__ADH72_00510
ERR1913204.177433__1.177433	1262882__R5MFT7__BN519_00494
ERR1913204.177450__1.177450	1262882__R5MKF5__BN519_00316
ERR1913204.177515__1.177515	214856__R6XTZ7__ERS852447_02314
ERR1913204.177589__1.177589	410072__A0A3E4GMB7__COPCOM_03357
ERR1913204.177657__1.177657	47678__R5U978__ERS852558_01076
ERR1913204.177774__1.177774	214856__I3YPI7__pepD_1
ERR1913204.177882__1.177882	47678__R5UAI1__BACCAC_01922
ERR1913204.178035__1.178035	47678__R5U7X5__ERS852558_01354
ERR1913204.178224__1.178224	818__A0A174N1L6__ERS852511_02039
ERR1913204.178502__1.178502	1262882__R5MM10__BN519_01679
ERR1913204.178585__1.178585	214856__I3YPP3__Alfi_2701
ERR1913204.178586__1.178586	1501391__GCA_000786575.1_00074
ERR1913204.178665__1.178665	853__A0A173XRA8__CGS56_09290
ERR1913204.178708__1.178708	39492__D4JR58__EUBSIR_02090
ERR1913204.178804__1.178804	239935__A0A2N8IJI1__B5G29_04615
ERR1913204.178825__1.178825	214856__R6XTZ7__ERS852447_02314
ERR1913204.178853__1.178853	214856__R6XNE7__ERS852447_02267
ERR1913204.178937__1.178937	239935__A0A2N8IMC3__CXT96_03840
ERR1913204.179079__1.179079	239935__A0A2N8HPS5__Amuc_0950
ERR1913204.179102__1.179102	487174__K0X9T7__HMPREF9448_00996
ERR1913204.179133__1.179133	1501391__GCA_000786575.1_00067
ERR1913204.179245__1.179245	239935__B2UNC5__B5G29_07685
ERR1913204.179315__1.179315	1160721__W0U4Y3__sipW2
ERR1913204.179474__1.179474	1262911__R6GS52__BN557_00834
ERR1913204.179610__1.179610	214856__I3YPR6__Alfi_2724
ERR1913204.179530__1.179530	28118__R6F390__ypdA_1
ERR1913204.179711__1.179711	214856__A0A174CRY5__ERS852559_01060
ERR1913204.179865__1.179865	214856__A0A173Z1B0__ERS852447_00765
ERR1913204.179963__1.179963	214856__I3YPP0__ERS852447_01388
ERR1913204.179931__1.179931	1262803__R6NVS3__BN649_00019
ERR1913204.180070__1.180070	239935__R6JFR5__CXT84_04850
ERR1913204.180147__1.180147	39492__D4MMN2__EUBSIR_00964
ERR1913204.180154__1.180154	1262882__R5MEN9__BN519_00201
ERR1913204.180254__1.180254	214856__I3YPQ4__Alfi_2712
ERR1913204.180313__1.180313	214856__I3YPN9__ERS852447_01389
ERR1913204.180357__1.180357	1262882__R5N1R4__BN519_00788
ERR1913204.180472__1.180472	649756__B0P3S8__ywpJ_4
ERR1913204.180809__1.180809	214856__R5UN64__ERS852447_02669
ERR1913204.181684__1.181684	214856__I3YMN6__Alfi_1938
ERR1913204.181656__1.181656	214856__I3YPR6__Alfi_2724
ERR1913204.181819__1.181819	214856__I3YPP9__Alfi_2707
ERR1913204.181967__1.181967	214856__I3YMC8__ERS852447_02666
ERR1913204.181980__1.181980	214856__R6XKW1__ERS852559_01141
ERR1913204.182088__1.182088	214856__R6XKW1__ERS852559_01141
ERR1913204.182114__1.182114	1501391__GCA_000786575.1_00055
ERR1913204.182124__1.182124	214856__R6Z186__ERS852447_00718
ERR1913204.182342__1.182342	1262882__R5MLA4__BN519_01536
ERR1913204.182375__1.182375	1262882__R5N678__BN519_01604
ERR1913204.182532__1.182532	214856__R6Z320__ERS852447_02148
ERR1913204.182761__1.182761	214856__R6Y7P0__ERS852447_00307
ERR1913204.182836__1.182836	1897011__A0A1Q6RDL4__BHW41_05540
ERR1913204.182864__1.182864	487174__K0XL35__DDY40_11955
ERR1913204.183020__1.183020	214856__A0A175A6T5__ERS852447_02658
ERR1913204.183175__1.183175	47678__R5U8Y1__BACCAC_02615
ERR1913204.183165__1.183165	214856__I3YMC8__ERS852447_02666
ERR1913204.183272__1.183272	487174__K0X7X4__DIT83_09125
ERR1913204.183276__1.183276	1262882__R5N5H2__BN519_01493
ERR1913204.183378__1.183378	1262882__R5MZF2__BN519_00592
ERR1913204.183540__1.183540	214856__R6Z288__ERS852447_00734
ERR1913204.183581__1.183581	487174__K0WUJ8__DIT83_08050
ERR1913204.184065__1.184065	214856__R6XUN2__rcsC_1
ERR1913204.184084__1.184084	649756__B0P4Q3__ERS852425_01640
ERR1913204.184205__1.184205	214856__R6Y7P0__ERS852447_00307
ERR1913204.184430__1.184430	39492__B0MNQ2__EUBSIR_01459
ERR1913204.184563__1.184563	1262882__R5MDR8__BN519_00124
ERR1913204.184584__1.184584	28118__F9ZB50__Odosp_2374
ERR1913204.184641__1.184641	214856__I3YPQ3__Alfi_2711
ERR1913204.184759__1.184759	239935__A0A2N8HX65__CXU17_02540
ERR1913204.184805__1.184805	1262882__R5MT42__BN519_01729
ERR1913204.184806__1.184806	1262882__R5N5J6__BN519_01504
ERR1913204.184832__1.184832	871327__A0A1H5WNU7__SAMN05444001_11221
ERR1913204.184833__1.184833	214856__R6Z5D0__resA_4
ERR1913204.184926__1.184926	1262882__R5MIQ8__BN519_01036
ERR1913204.185031__1.185031	214856__R6Z288__ERS852447_00734
ERR1913204.185110__1.185110	328814__GCA_004558275.1_00236
ERR1913204.185320__1.185320	487174__K0X429__HMPREF9448_00932
ERR1913204.185323__1.185323	214856__R6Z7Q9__ERS852447_02172
ERR1913204.185556__1.185556	214856__R6XYY8__ERS852447_01722
ERR1913204.185668__1.185668	214856__R6XKT4__ERS852559_01719
ERR1913204.185814__1.185814	1262882__R5N3H1__BN519_01121
ERR1913204.185901__1.185901	214856__A0A174EJT5__mnmA
ERR1913204.185861__1.185861	1235835__R9LCU2__C814_02677
ERR1913204.185980__1.185980	328813__A0A1Y3QQ66__B5G41_14240
ERR1913204.185985__1.185985	214856__R6Y8K1__ERS852447_02509
ERR1913204.186140__1.186140	1965576__A0A1Y4LNE5__B5F19_06450
ERR1913204.186107__1.186107	1897011__A0A1Q6RJU7__BHW41_00015
ERR1913204.186200__1.186200	487174__K0XH97__HMPREF9448_01909
ERR1913204.186439__1.186439	39491__A0A395UVM9__DXB76_04540
ERR1913204.186507__1.186507	214856__A0A174EQR4__rsmA
ERR1913204.186779__1.186779	214856__I3YPN9__ERS852447_01389
ERR1913204.186954__1.186954	214856__R6XNE7__ERS852447_02267
ERR1913204.187614__1.187614	239935__R7E524__CXT91_06180
ERR1913204.187680__1.187680	214856__I3YMB7__Alfi_1811
ERR1913204.187743__1.187743	214856__R6Y6H8__ERS852447_01719
ERR1913204.187771__1.187771	818__A0A396E023__ERS852430_02808
ERR1913204.187844__1.187844	214856__A0A174CRY5__ERS852559_01060
ERR1913204.188115__1.188115	214856__R6Z288__ERS852447_00734
ERR1913204.188121__1.188121	214856__R6XS02__ERS852447_01685
ERR1913204.188407__1.188407	301302__R5UTE0__ERS852420_02625
ERR1913204.188411__1.188411	1501391__GCA_000786575.1_00072
ERR1913204.188598__1.188598	1262882__R5MQ68__BN519_01178
ERR1913204.188702__1.188702	1897011__A0A1Q6RI37__BHW41_00895
ERR1913204.188779__1.188779	39492__D4JSA4__ERS852540_00596
ERR1913204.188838__1.188838	649756__D4MTV5__sorC
ERR1913204.189018__1.189018	214856__R6XUN2__rcsC_1
ERR1913204.189071__1.189071	821__A0A396F9T7__M097_3427
ERR1913204.189295__1.189295	214856__R5UN64__ERS852447_02669
ERR1913204.189382__1.189382	1262882__R5MF43__BN519_00282
ERR1913204.189433__1.189433	1262882__R5N0C3__BN519_00731
ERR1913204.189503__1.189503	1262882__R5MKU2__BN519_01271
ERR1913204.189506__1.189506	487174__K0X3E8__DIT83_11025
ERR1913204.189508__1.189508	1262882__R5MND9__BN519_00831
ERR1913204.189509__1.189509	1262882__R5MND9__BN519_00831
ERR1913204.189555__1.189555	487174__K0WX28__HMPREF9448_02178
ERR1913204.189615__1.189615	1262882__R5N5S3__BN519_00085
ERR1913204.189573__1.189573	1501391__GCA_000786575.1_00032
ERR1913204.189754__1.189754	214856__I3YPP0__ERS852447_01388
ERR1913204.189779__1.189779	214856__I3YPN0__ERS852447_01398
ERR1913204.189846__1.189846	214856__I3YPP0__ERS852447_01388
ERR1913204.189873__1.189873	291645__I9SGK8__HMPREF1068_00004
ERR1913204.190102__1.190102	301302__R5UKF2__M72_19701
ERR1913204.190157__1.190157	214856__R6XYY8__ERS852447_01722
ERR1913204.190363__1.190363	214856__A0A174CRY5__ERS852559_01060
ERR1913204.190456__1.190456	39492__A0A174ZL16__EUBSIR_01269
ERR1913204.190531__1.190531	1262911__R6GI18__BN557_01377
ERR1913204.190722__1.190722	214856__R6XNE7__ERS852447_02267
ERR1913204.190732__1.190732	214856__I3YMC8__ERS852447_02666
ERR1913204.190853__1.190853	214856__I3YPP0__ERS852447_01388
ERR1913204.190862__1.190862	214856__R5UN64__ERS852447_02669
ERR1913204.190939__1.190939	214856__R6XS02__ERS852447_01685
ERR1913204.190940__1.190940	214856__I3YPI7__pepD_1
ERR1913204.191036__1.191036	214856__R6Z288__ERS852447_00734
ERR1913204.191052__1.191052	239935__A0A2N8HS88__CXU19_12255
ERR1913204.191061__1.191061	214856__A0A174EJT5__mnmA
ERR1913204.191159__1.191159	214856__A0A174EJT5__mnmA
ERR1913204.191241__1.191241	821__A0A174V2F3__NCTC10583_01474
ERR1913204.191370__1.191370	214856__A0A173YXX1__ERS852559_01651
ERR1913204.191375__1.191375	214856__A0A174ZLW6__ERS852559_01424
ERR1913204.191425__1.191425	487174__K0X3V7__DIT83_01400
ERR1913204.191692__1.191692	239935__A0A2N8HZW2__A4V05_11120
ERR1913204.191748__1.191748	1262882__R5MNC1__BN519_00818
ERR1913204.191760__1.191760	818__A0A3E5HDS4__BJP75_002620
ERR1913204.191844__1.191844	1501391__GCA_000786575.1_00052
ERR1913204.191862__1.191862	214856__R6XKT4__ERS852559_01719
ERR1913204.191942__1.191942	487174__K0X353__DIT83_07800
ERR1913204.192137__1.192137	214856__R6Z186__ERS852447_00718
ERR1913204.192138__1.192138	214856__R6XRA1__vatD_3
ERR1913204.192249__1.192249	214856__R6Y1K2__ERS852447_02306
ERR1913204.192300__1.192300	301302__A0A0M6WHI7__M72_23941
ERR1913204.192390__1.192390	214856__I3YPN0__ERS852447_01398
ERR1913204.192603__1.192603	214856__R6Z288__ERS852447_00734
ERR1913204.192604__1.192604	1262882__R5MFA5__BN519_00331
ERR1913204.192700__1.192700	214856__I3YPP3__Alfi_2701
ERR1913204.192897__1.192897	214856__R6Y2Y4__ERS852447_01086
ERR1913204.193021__1.193021	214856__A0A173ZUI6__ERS852447_00955
ERR1913204.193082__1.193082	39496__A5Z5I2__EUBVEN_00963
ERR1913204.193153__1.193153	214856__R6XNE7__ERS852447_02267
ERR1913204.193099__1.193099	1262882__R5N5S3__BN519_00085
ERR1913204.193344__1.193344	301302__A0A173T1J1__M72_18951
ERR1913204.193509__1.193509	1235835__R9LCU2__C814_02677
ERR1913204.193600__1.193600	214856__R6Z3P8__ERS852559_01737
ERR1913204.193610__1.193610	214856__R6YD52__ERS852447_02171
ERR1913204.193712__1.193712	290053__E6SQG9__Bache_3088
ERR1913204.193737__1.193737	410072__A0A174H348__sfp_2
ERR1913204.193857__1.193857	214856__R6Z4Q8__ERS852447_00885
ERR1913204.193824__1.193824	214856__A0A175A6T5__ERS852447_02658
ERR1913204.193986__1.193986	214856__A0A173W3Y5__ERS852559_02032
ERR1913204.194051__1.194051	1262882__R5MQ68__BN519_01178
ERR1913204.194138__1.194138	487174__K0WUJ8__DIT83_08050
ERR1913204.194323__1.194323	1262882__R5MFA5__BN519_00331
ERR1913204.194565__1.194565	214856__R6XNE7__ERS852447_02267
ERR1913204.194639__1.194639	1262986__R6A821__BN492_01136
ERR1913204.194740__1.194740	214856__A0A174EQR4__rsmA
ERR1913204.194835__1.194835	1262882__R5MHZ2__BN519_00742
ERR1913204.194993__1.194993	239935__A0A139TQT9__Amuc_1197
ERR1913204.195054__1.195054	214856__R5UN64__ERS852447_02669
ERR1913204.195067__1.195067	1501391__GCA_000786575.1_00112
ERR1913204.195330__1.195330	39496__A5Z5I2__EUBVEN_00963
ERR1913204.195379__1.195379	487174__K0XJ34__DDY40_06890
ERR1913204.195400__1.195400	1501391__GCA_000786575.1_00099
ERR1913204.195520__1.195520	1262882__R5MF43__BN519_00282
ERR1913204.195804__1.195804	214856__I3YPN5__Alfi_2693
ERR1913204.195854__1.195854	1897011__A0A1Q6RH29__BHW41_01570
ERR1913204.196073__1.196073	487174__K0WUJ5__HMPREF9448_02567
ERR1913204.196090__1.196090	487174__K0XH97__HMPREF9448_01909
ERR1913204.196135__1.196135	1262911__R6GKS1__BN557_00184
ERR1913204.196148__1.196148	214856__R6Z7Q9__ERS852447_02172
ERR1913204.196164__1.196164	214856__A0A174CRY5__ERS852559_01060
ERR1913204.196430__1.196430	214856__R6Y9P5__ERS852559_01811
ERR1913204.196526__1.196526	1897011__A0A1Q6RJI3__BHW41_00255
ERR1913204.196490__1.196490	39492__D4JQM9__EUBSIR_00669
ERR1913204.196568__1.196568	239935__A0A2N8IKW7__pstA
ERR1913204.196716__1.196716	214856__R6Z288__ERS852447_00734
ERR1913204.196733__1.196733	328813__A0A1Y3QZ64__B5G41_14235
ERR1913204.197014__1.197014	556259__E5CAX1__BSGG_2520
ERR1913204.197034__1.197034	1235835__R9LCU2__C814_02677
ERR1913204.197104__1.197104	214856__R6XS46__ERS852559_00812
ERR1913204.197302__1.197302	239935__A0A2N8HB50__CXU17_02615
ERR1913204.197393__1.197393	1262882__R5MKU7__BN519_01276
ERR1913204.197408__1.197408	1501391__GCA_000786575.1_00110
ERR1913204.197436__1.197436	328813__A0A1Y3QQ66__B5G41_14240
ERR1913204.197721__1.197721	214856__R6XTZ7__ERS852447_02314
ERR1913204.197733__1.197733	1150298__A0A174IJY8__ERS852498_03324
ERR1913204.197882__1.197882	214856__A0A174CRY5__ERS852559_01060
ERR1913204.197930__1.197930	1262882__R5N3H1__BN519_01121
ERR1913204.197971__1.197971	214856__I3YMB7__Alfi_1811
ERR1913204.197988__1.197988	214856__R6Y2Y4__ERS852447_01086
ERR1913204.198303__1.198303	214856__A0A174CRY5__ERS852559_01060
ERR1913204.198420__1.198420	214856__R6XS46__ERS852559_00812
ERR1913204.198473__1.198473	214856__R6XS46__ERS852559_00812
ERR1913204.198521__1.198521	487174__K0X1H0__DDY40_11080
ERR1913204.198618__1.198618	214856__R6XP73__ERS852447_00886
ERR1913204.198663__1.198663	328813__A0A1Y3QZ64__B5G41_14235
ERR1913204.198673__1.198673	47678__R5UGC2__ERS852494_02070
ERR1913204.198734__1.198734	328814__GCA_004558275.1_00079
ERR1913204.198749__1.198749	487174__K0WZN5__HMPREF9448_01108
ERR1913204.198765__1.198765	1262882__R5N678__BN519_01604
ERR1913204.199013__1.199013	301302__R5VGE0__ERS852420_00121
ERR1913204.199063__1.199063	1034346__A0A318KZ12__DBX92_11255
ERR1913204.199407__1.199407	214856__I3YMN6__Alfi_1938
ERR1913204.199456__1.199456	214856__R6YC22__ERS852447_01215
ERR1913204.199570__1.199570	1501391__GCA_000786575.1_00018
ERR1913204.199610__1.199610	214856__R6XTZ7__ERS852447_02314
ERR1913204.199818__1.199818	214856__R6Z5D0__resA_4
ERR1913204.199863__1.199863	1262882__R5MKF5__BN519_00316
ERR1913204.200222__1.200222	1501391__GCA_000786575.1_00083
ERR1913204.200316__1.200316	1262882__R5MFA5__BN519_00331
ERR1913204.200486__1.200486	1262882__R5MZ41__BN519_00356
ERR1913204.200493__1.200493	214856__A0A175A6T5__ERS852447_02658
ERR1913204.200625__1.200625	214856__A0A174CRY5__ERS852559_01060
ERR1913204.200632__1.200632	39492__D4JQS6__ykoD
ERR1913204.200678__1.200678	649756__B0P4Q3__ERS852425_01640
ERR1913204.200715__1.200715	214856__R6XYY8__ERS852447_01722
ERR1913204.200965__1.200965	239935__A0A2N8HZW2__A4V05_11120
ERR1913204.201026__1.201026	214856__R6Y2Y4__ERS852447_01086
ERR1913204.201256__1.201256	1262882__R5MH55__BN519_00725
ERR1913204.201319__1.201319	214856__R6XUN2__rcsC_1
ERR1913204.201326__1.201326	328814__GCA_004558275.1_00236
ERR1913204.201348__1.201348	214856__I3YPP3__Alfi_2701
ERR1913204.201363__1.201363	1262882__R5MFA5__BN519_00331
ERR1913204.201405__1.201405	214856__I3YPN9__ERS852447_01389
ERR1913204.201437__1.201437	214856__I3YMC8__ERS852447_02666
ERR1913204.201586__1.201586	214856__R6Y7P0__ERS852447_00307
ERR1913204.201553__1.201553	28118__F9ZAE1__DF785_04930
ERR1913204.201622__1.201622	214856__A0A173YXX1__ERS852559_01651
ERR1913204.201757__1.201757	214856__A0A174AYS4__ERS852447_01192
ERR1913204.201871__1.201871	214856__R6Z5D0__resA_4
ERR1913204.202300__1.202300	239935__A0A2N8I791__CXT99_09415
ERR1913204.202366__1.202366	301302__R5UKP4__cbiT
ERR1913204.202862__1.202862	214856__I3YPP9__Alfi_2707
ERR1913204.202827__1.202827	214856__I3YPP1__Alfi_2699
ERR1913204.202890__1.202890	1262882__R5MFY4__BN519_00529
ERR1913204.203030__1.203030	1965538__A0A1Y4W3Y5__B5E43_12125
ERR1913204.203092__1.203092	1262882__R5N4D8__BN519_01497
ERR1913204.203158__1.203158	214856__R6Z186__ERS852447_00718
ERR1913204.203408__1.203408	239935__A0A2N8I1R3__CXU05_06075
ERR1913204.203522__1.203522	214856__R6XNE7__ERS852447_02267
ERR1913204.203550__1.203550	357276__A0A076IRZ5__BACDOR_00630
ERR1913204.203584__1.203584	1262882__R5MGI7__BN519_00643
ERR1913204.203611__1.203611	487174__K0X347__DIT83_07775
ERR1913204.203670__1.203670	214856__A0A174AYS4__ERS852447_01192
ERR1913204.203853__1.203853	1501391__GCA_000786575.1_00128
ERR1913204.203924__1.203924	1262882__R5MEI8__BN519_00283
ERR1913204.204029__1.204029	214856__R6Z4Q8__ERS852447_00885
ERR1913204.204047__1.204047	1262882__R5MFK5__BN519_00378
ERR1913204.203971__1.203971	214856__R6Y2Y4__ERS852447_01086
ERR1913204.204068__1.204068	487174__R5F3K6__DDY40_04230
ERR1913204.204238__1.204238	1235835__R9LCU2__C814_02677
ERR1913204.204289__1.204289	214856__R6Z288__ERS852447_00734
ERR1913204.204322__1.204322	487174__K0WRH0__DDY40_05725
ERR1913204.204338__1.204338	214856__A0A173W3Y5__ERS852559_02032
ERR1913204.204407__1.204407	239935__A0A139TPG3__CXT86_08810
ERR1913204.204528__1.204528	301302__A0A173TTX1__M72_22141
ERR1913204.204587__1.204587	487174__K0WRI1__DIT83_06780
ERR1913204.204590__1.204590	39491__A0A395ZGU6__ERS852417_01456
ERR1913204.204659__1.204659	301302__A0A173UN64__manA_2
ERR1913204.204731__1.204731	818__D7IK38__ERS852430_03017
ERR1913204.204744__1.204744	1262882__R5MKU2__BN519_01271
ERR1913204.204815__1.204815	214856__I3YPQ4__Alfi_2712
ERR1913204.204823__1.204823	871327__A0A1H5WNU7__SAMN05444001_11221
ERR1913204.204831__1.204831	214856__R6XQX8__ERS852559_02550
ERR1913204.205036__1.205036	214856__R5UN64__ERS852447_02669
ERR1913204.205073__1.205073	1262882__R5MYP2__BN519_00435
ERR1913204.205076__1.205076	39492__D4JUD7__EUBSIR_01877
ERR1913204.205155__1.205155	39492__D4JUD9__EUBSIR_01875
ERR1913204.205141__1.205141	1150298__A0A174J629__ERS852498_00833
ERR1913204.205223__1.205223	410072__C0B8G7__ERS852525_00626
ERR1913204.205338__1.205338	1262882__R5N0M6__BN519_00794
ERR1913204.205365__1.205365	214856__R6XP73__ERS852447_00886
ERR1913204.205458__1.205458	214856__R6XUN2__rcsC_1
ERR1913204.205464__1.205464	1262882__R5N5S3__BN519_00085
ERR1913204.205553__1.205553	214856__R6XKW1__ERS852559_01141
ERR1913204.205573__1.205573	39492__D4JU49__ERS852540_00175
ERR1913204.205593__1.205593	1262911__R6GT76__BN557_01150
ERR1913204.205721__1.205721	1262882__R5MYX5__BN519_00333
ERR1913204.205743__1.205743	214856__A0A174CRY5__ERS852559_01060
ERR1913204.205813__1.205813	1262911__R6GNY6__BN557_00004
ERR1913204.205824__1.205824	47678__R5U7X5__ERS852558_01354
ERR1913204.205988__1.205988	214856__R5UN64__ERS852447_02669
ERR1913204.205999__1.205999	239935__A0A2N8I8X8__B5G29_00185
ERR1913204.206017__1.206017	214856__A0A174CRY5__ERS852559_01060
ERR1913204.206199__1.206199	1262882__R5MEW7__BN519_00010
ERR1913204.206166__1.206166	1262882__R5MEN2__BN519_00200
ERR1913204.206232__1.206232	214856__R5UN64__ERS852447_02669
ERR1913204.206295__1.206295	214856__R6Z3P8__ERS852559_01737
ERR1913204.206339__1.206339	39488__A0A374NKN1__ltaS_2
ERR1913204.206439__1.206439	214856__R6Z4Q8__ERS852447_00885
ERR1913204.206524__1.206524	1262882__R5MHZ2__BN519_00742
ERR1913204.206687__1.206687	1262882__R5MRT2__BN519_01494
ERR1913204.206868__1.206868	301302__R5UMB9__M72_25011
ERR1913204.207061__1.207061	239935__A0A2N8IUQ8__CXU09_01665
ERR1913204.207117__1.207117	214856__A0A174C683__ERS852559_00523
ERR1913204.207224__1.207224	214856__A0A174CRY5__ERS852559_01060
ERR1913204.207312__1.207312	1262882__R5MHQ8__BN519_00707
ERR1913204.207257__1.207257	214856__A0A173Z1B0__ERS852447_00765
ERR1913204.207370__1.207370	487174__K0X429__HMPREF9448_00932
ERR1913204.207483__1.207483	214856__R5UN64__ERS852447_02669
ERR1913204.207576__1.207576	214856__I3YPP3__Alfi_2701
ERR1913204.207711__1.207711	239935__A0A2N8IKW7__pstA
ERR1913204.207916__1.207916	239935__A0A139TPD4__CXT86_06450
ERR1913204.207993__1.207993	487174__K0WV96__HMPREF9448_01901
ERR1913204.208030__1.208030	818__R7KZF1__C5Z03_07410
